"Germplasm","Rep","Plot","Row","Range","yld1","yld2","yld3","yld4","yld5","NDVI_62","NDVI_76","NDVI_90","NDVI_96","NDVI_104","NDVI_110","NDVI_114","NDVI_124","NDVI_130","NDVI_138","NDVI_144","NDVI_150","NDVI_160","NDVI_166","NDVI_174","NDVI_180","NDVI_188","NDVI_194","NDVI_200","NDVI_206","NDVI_216","NDVI_222","NDVI_228","NDVI_236","NDVI_240","NDVI_250","NDVI_256","NDVI_264","NDVI_270","NDVI_278","NDVI_284","NDVI_292"
"NUMEX_BILL_MELTON_CA_2019",1,428,17,1,10.65,4.8,6.9,0.55,6.4,0.485181504,0.465986611,0.463512742,0.570891686,0.495083545,0.576865722,0.625983974,0.220490707,0.514009034,0.46950821,0.523689367,0.428324028,0.412907814,0.434395651,0.369487175,0.542174658,0.432421145,0.434580293,0.456122166,0.420041525,0.274111875,0.489405275,0.585427397,0.445923848,0.404257267,0.43364339,0.328397593,0.385202754,0.504899463,0.451579,0.490599812,0.516648397
"NUMEX_BILL_MELTON_CA_2019",1,429,17,2,10.6,5.25,7.35,0.7,6.2,0.487709409,0.465321418,0.436927264,0.549750514,0.487801274,0.613705097,0.621161165,0.242152548,0.514545533,0.485470886,0.540151808,0.445461033,0.301128697,0.436070758,0.385496818,0.53862518,0.41976732,0.436213152,0.460184693,0.41052073,0.335116846,0.504370852,0.588189644,0.450582454,0.387016114,0.426365996,0.36460912,0.409609039,0.52497382,0.458022349,0.499785966,0.515968027
"NUMEX_BILL_MELTON_CA_2019",2,430,17,3,11.95,6.6,8.3,1.1,7.15,0.470657691,0.457016164,0.429447422,0.534796771,0.494202797,0.605094458,0.629475694,0.20354632,0.512222766,0.515555483,0.559732478,0.465504856,0.255229182,0.42055239,0.377981199,0.570997881,0.426268806,0.422796525,0.45053698,0.401381726,0.435984582,0.502839078,0.61420998,0.45767042,0.402022522,0.448612829,0.314240874,0.401452087,0.531806065,0.46964137,0.506948215,0.541321422
"NUMEX_BILL_MELTON_CA_2019",2,431,17,4,11.5,6.2,8.1,0.65,6.9,0.472818816,0.464402175,0.450012785,0.539145318,0.493289624,0.580511078,0.621405854,0.219017423,0.507932085,0.522393546,0.560081468,0.474982061,0.24594435,0.420775174,0.397540175,0.56842366,0.426557474,0.429419972,0.469513291,0.410867638,0.422931307,0.510859328,0.599286845,0.449331797,0.387395501,0.440819276,0.373128895,0.432718204,0.535978232,0.489407615,0.527848714,0.536268019
"NUMEX_BILL_MELTON_CA_2019",3,432,17,5,11.95,7.7,8.55,1.15,7.3,0.479513306,0.462897882,0.450176118,0.542450636,0.501783174,0.589996794,0.615199737,0.211514302,0.517734317,0.540421974,0.569396048,0.517610746,0.229730603,0.425553277,0.399044443,0.571075373,0.436050755,0.43099032,0.466018587,0.40949798,0.451033648,0.527019323,0.598006863,0.465036028,0.401341475,0.447106867,0.433547169,0.460943198,0.551422943,0.483364616,0.511603737,0.527920124
"NUMEX_BILL_MELTON_CA_2019",3,433,17,6,11,7.8,7.95,1,6.45,0.483042131,0.46346539,0.424401815,0.513427452,0.489235865,0.60451784,0.599201153,0.221068813,0.495108679,0.516018696,0.57436495,0.525447924,0.226347433,0.409047535,0.391697568,0.575989948,0.434381869,0.429772199,0.449416628,0.408345473,0.449744521,0.541801021,0.628514635,0.491704483,0.425306296,0.44527309,0.385482717,0.421151201,0.543171457,0.456537395,0.462672767,0.506212041
"NUMEX_BILL_MELTON_CA_2019",4,434,17,7,11.5,7.2,8,1,6.6,0.477010682,0.468609213,0.471197325,0.528540943,0.48545399,0.530996215,0.604343951,0.217172222,0.515124254,0.525419547,0.565938206,0.501807035,0.310925931,0.423887587,0.392615161,0.574631215,0.430549733,0.429500521,0.464467137,0.413210136,0.422051841,0.554664857,0.613515895,0.4882129,0.435717462,0.444123236,0.358053321,0.4343925,0.537791905,0.472629138,0.467116367,0.513826473
"NUMEX_BILL_MELTON_CA_2019",4,435,17,8,10.2,7.15,7,0.75,6.6,0.478414596,0.471806997,0.469634608,0.508214331,0.477325118,0.512671278,0.588001376,0.314230473,0.501940705,0.527132274,0.564299566,0.499042834,0.257616183,0.425163593,0.377486174,0.565148555,0.438682353,0.43318293,0.470479894,0.419434941,0.352371562,0.548095629,0.602226743,0.467483755,0.418353283,0.460127393,0.338289124,0.443889525,0.543224516,0.469723636,0.480081287,0.512009362
"NM1701PAR",4,436,18,8,10.6,7.75,8.35,1.25,7.65,0.479268701,0.473579131,0.469677786,0.517986773,0.496962035,0.570508038,0.587631976,0.362888212,0.519541602,0.542251699,0.581453118,0.529187996,0.331353617,0.442404915,0.405635324,0.583337411,0.436539353,0.430287615,0.460310566,0.419877681,0.312473791,0.507047727,0.568078455,0.462214767,0.429594779,0.472057089,0.355553405,0.47130808,0.581873059,0.499130882,0.509231023,0.544063061
"SW_9720",4,437,18,7,9.9,6.25,8.05,1.1,6.1,0.479410093,0.459078946,0.475824957,0.508185009,0.47562307,0.582900188,0.576780418,0.233943825,0.508821371,0.506732135,0.557683224,0.474084676,0.374074922,0.421580197,0.399060877,0.560898869,0.440921468,0.431869939,0.458639881,0.410184667,0.378488725,0.526886922,0.581710064,0.493370597,0.454728194,0.467638665,0.370422694,0.403782542,0.518128689,0.449585187,0.452957992,0.501300451
"NM1705PAR",3,438,18,6,9.65,6.25,8,0.95,6.15,0.480246954,0.460597404,0.463297738,0.526387693,0.512820513,0.616912397,0.597389486,0.253281855,0.524408378,0.524494554,0.576274679,0.493603476,0.308270672,0.431459963,0.407385314,0.585090358,0.429155354,0.430181373,0.444672356,0.402924438,0.439048656,0.519906875,0.585763286,0.489524936,0.454817142,0.456870691,0.395623388,0.404172007,0.538261386,0.481421951,0.498935743,0.543807104
"NM1713PAR",3,439,18,5,9.45,5.4,7.1,0.5,5.95,0.492646828,0.457033925,0.471766068,0.524522168,0.489205255,0.624929972,0.597471464,0.18927214,0.504596368,0.504185869,0.54370774,0.457570358,0.314283104,0.427506333,0.381108092,0.576165652,0.441678632,0.440113559,0.461788344,0.411942574,0.464975327,0.530919059,0.576729078,0.491716135,0.413591731,0.467904044,0.409395367,0.384920581,0.516072543,0.472682219,0.520140267,0.544540533
"NUMEX_BILL_MELTON_FG2012",2,440,18,4,10.2,6.05,7.9,0.9,6.9,0.484562125,0.467390301,0.474085458,0.538443527,0.512852011,0.602628925,0.604827162,0.202799585,0.503325396,0.501851782,0.551369169,0.454940936,0.323845236,0.434528162,0.385774381,0.591230968,0.433697488,0.439555423,0.456652661,0.417578266,0.464039067,0.503379186,0.57959526,0.47591547,0.433982784,0.459951592,0.342605412,0.410089039,0.534814877,0.490125547,0.525660376,0.550375947
"SW_9812",2,441,18,3,11.35,6.15,8.45,0.85,6.95,0.479543001,0.454905458,0.450104273,0.549525611,0.545698279,0.599333868,0.624904009,0.248210178,0.540825935,0.519224708,0.561095268,0.447878368,0.315621,0.427332826,0.383269907,0.569494029,0.433374077,0.42928628,0.44720341,0.402349654,0.461647953,0.482284437,0.588588192,0.484284305,0.428915423,0.452331359,0.324101006,0.404514,0.537676753,0.485244922,0.50105699,0.526481118
"MESQUITE",1,442,18,2,10.35,5.25,7.95,0.8,6.7,0.479236581,0.45994818,0.437623948,0.554515944,0.525916292,0.626643682,0.606536875,0.259536949,0.519672208,0.484236305,0.531841712,0.420376396,0.3720807,0.435826889,0.375941397,0.552547321,0.434876089,0.448500392,0.453093446,0.408765221,0.27868499,0.482252588,0.581595946,0.476041479,0.44138439,0.462026088,0.317224792,0.36980087,0.500738688,0.459385431,0.4919359,0.526533815
"SW_8888",1,443,18,1,8.15,4.45,6.7,0.55,5.4,0.485939646,0.466918911,0.453570528,0.568033656,0.522734568,0.612651285,0.61051068,0.252958077,0.507786708,0.438024434,0.517154383,0.412384531,0.462017563,0.43596308,0.377120725,0.536915063,0.435320805,0.446144931,0.453665383,0.416972189,0.221242947,0.482172378,0.573096074,0.471641563,0.445557266,0.457514691,0.302696252,0.34279202,0.480628043,0.422836709,0.469840932,0.497207605
