"Germplasm","Plot","Rep","Row","Range","ndvi_62","ndvi_76","ndvi_90","ndvi_96","ndvi_104","ndvi_110","ndvi_114","yld1","ndvi_124","ndvi_130","ndvi_138","ndvi_144","yld2","ndvi_166","ndvi_174","yld3","ndvi_194","ndvi_200","ndvi_206","yld4","ndvi_222","ndvi_236","ndvi_240","yld5","ndvi_256","ndvi_264","ndvi_270","ndvi_284","ndvi_292","yld6"
"DONA_ANA","143","3","6","5",-0.00822373677447832,0.000284746199980688,0.0318668175865484,-9.57033445496052e-09,-0.0195065549254057,-2.23603748958822e-08,-0.0387788985949193,-2.35208712604417,0.0832583941279831,-0.0146585970220681,-0.0445137801744095,-0.0281711787478428,-1.18528859642909,0.00854247452205983,-0.0512835548911436,-1.01130708839898,-0.00211672390491917,-0.0071690616877508,-0.0258882004232257,-0.511158546036235,0.0232806749197626,-0.0655331325449823,-0.0629572755413685,-1.10150643170161,0.0422024867596215,-0.0112405495481317,-0.0194531141194495,-0.0695772369780109,-0.0370747474498599,-0.459508282746147
"NUMEX_BILL_MELTON_FG2011","144","2","6","4",-0.011266816077689,-0.00211831436390679,0.0419548225162311,9.70218057746468e-09,-0.0139941914856544,-2.26637653373257e-08,-0.0429553435499087,-3.01292350361165,0.0837273837895158,-0.0154631156149802,-0.0463927965024498,-0.0440967054278704,-2.35333063485791,0.0116967035592849,-0.0565361700900152,-1.87061747742673,0.000761480629445471,-0.0127896068252555,-0.0444628611785371,-1.15833069866029,0.00687871122326681,-0.0723749483644648,-0.0666238512117353,-1.64281144148325,0.047529512471956,-0.0124915113726659,-0.0241245672841234,-0.0559129889727737,-0.0389266806905196,-0.596219811966089
"SW_8888","145","2","6","3",-0.01661496475709,-0.0032982606776707,0.0501749723974534,-9.55043136190004e-09,-0.0169609878131279,-2.29516865271737e-08,-0.0394711198122162,-3.10473402840788,0.0524519335362677,-0.0116493950871083,-0.0297315688477335,-0.0395462564654817,-1.99838812648749,0.00352083317103359,-0.0370220388890164,-1.74755803284169,-0.00500164714693499,-0.0170457217627729,-0.0523622504468573,-1.30159590029568,0.00188807625103568,-0.072913237586122,-0.0701456695371948,-1.73364899906837,0.0522891979309613,-0.0115339277998604,-0.0323240254765402,-0.057049983252143,-0.0313887398884963,-0.539604712152572
"DONA_ANA","146","1","6","2",-0.0136197439100508,-0.00430786673953084,0.0655452962442713,9.53758740768474e-09,-0.00166781745213174,-2.29902090214751e-08,-0.0325179843211943,-2.24419313898674,0.0539896167205597,-0.0055431415579984,-0.0070952829633855,-0.0347175763855931,-1.59751806793315,0.00638512216007156,-0.00303632125408177,-1.566561462468,-0.00255481869007559,-0.0093272499270695,-0.0443909433658051,-1.2056608238025,0.012338878517308,-0.0618577575835594,-0.063879284808048,-1.30818542054932,0.053773980335145,-0.00953849417470927,-0.0282823070667436,-0.0541797314527973,-0.0234476391403144,-0.361031756603672
"AFX_149092","147","1","6","1",-0.00864899478768339,-0.00404988255955456,0.070368017076798,-9.33339023173596e-09,0.0006540777499481,-2.27975139398079e-08,-0.0279350278393654,-1.8265147310879,0.045553214858081,-0.00438529933007333,-0.0264275778887536,-0.0372517598083128,-1.19142345833551,0.000630406257594409,-0.0162114154669945,-1.18762618268487,-0.00659738939782943,-0.0109367153629945,-0.0404427664055967,-0.9735948929453,-0.000900730543065836,-0.0506849333753535,-0.0606545107279379,-1.22183161768988,0.0473161989046834,-0.0092334595149261,-0.0307834272976569,-0.0650289715896682,-0.0339953521749306,-0.441203454696198
"NUMEX_BILL_MELTON_CA_2019","148","1","7","1",-0.00314685288068357,-0.00654734722191452,0.0103284986217525,-9.68562774436894e-09,0.0124475078648597,-9.44902283749233e-09,-0.00172760140608879,-0.341178686630148,0.0482579641765741,-0.000869297234996019,-0.00221121356815535,-0.00237552857763767,-0.550397571422897,0.00980887027064485,0.021456643692288,0.266125438733881,0.00680395833340612,0.0002318537471737,-0.0135473016203974,0.489452537330872,0.041495520096235,-0.0327469576255491,-0.0254379778312555,1.02486116674993,0.000815208448945306,-0.00754512795793388,0.0270647548621668,-0.0409745681666545,-0.00142162305875072,0.095752367651587
"NM170506PAR","149","1","7","2",-0.00184592550910247,0.00498929065161524,0.0173873568809437,9.73427034211635e-09,0.0107505284219821,-9.75682208172123e-09,-0.00365940613954506,-0.874308077255246,0.0689360779575729,-0.000655409887059665,-0.0374974760099396,-0.0113421654130653,-1.32152626613821,0.0123532941752172,-0.0475205502371572,-0.149822356550083,-0.000985247576506351,-0.00626188359755804,-0.023472764274197,0.315707822554384,0.0056403746701203,-0.0568171106495495,-0.0526732010849843,0.507950429601699,0.0118571440561188,-0.00983636375141386,0.00809563554387328,-0.0662379028019077,-0.0263388786308416,-0.113570756254147
"SW_9720","150","2","7","3",-0.00214013751228344,-0.00393532952668929,0.0196866976438126,-9.86036772844624e-09,0.00918388757137121,-1.0078187957241e-08,-0.00302408622642423,-0.592424302278612,0.0472859981952973,-0.00329479802572199,-0.0214399426954447,-0.00562879396214008,-0.642316877724163,0.00739399199975325,-0.0311794048527658,0.182557495617195,-0.00213726861993794,-0.00806216096669373,-0.0151322477569992,0.418244128083979,-0.000768199887404568,-0.0549219928324778,-0.0543369866213468,0.261382567554418,0.0198142090222944,-0.00875495152831848,0.00555973848994881,-0.0634023535869137,-0.0197429612745344,-0.16366259820364
"AMERISTAND_803T","151","2","7","4",-0.00805219810968919,-0.00336442655105539,0.0281502624319463,9.8639161361104e-09,0.00266000794083662,-1.03557168382734e-08,-0.0164006492712135,-1.17039064075698,0.0633679751361011,-0.00696691508350812,-0.0202004155319428,-0.0155578502654178,-0.841347509440709,0.00767830862051589,-0.0419757151066619,-0.148709951080225,-0.00316806900983936,-0.0116291885778028,-0.0141993905345542,0.199783884009055,0.00338333036221725,-0.0597948699695168,-0.0540982325933314,-0.278780454172844,0.029795648146528,-0.00727824516775152,-0.00369854092651825,-0.0613681623983053,-0.0162518153819652,-0.19393618279713
"SW_8421S","152","3","7","5",-0.00870927709724195,-0.00508101506855436,0.0441776677819616,-9.99672331783964e-09,0.00480960947816422,-1.0600130262173e-08,-0.0254282040819227,-2.23677617312887,0.0609192202423103,-0.00876798859136614,-0.0246813989115394,-0.0323983448969594,-1.94591973494701,0.00625186069999729,-0.0465371607282097,-0.975954373447524,0.000329367425918323,-0.0167195782744017,-0.0323519123805699,-0.401118205863054,-0.00548484003447362,-0.0686479658608776,-0.0590394383108081,-0.900393313999147,0.0356788176960919,-0.00756870060561525,-0.00867505240857476,-0.0532305881860517,-0.0221769515701804,-0.3169278884159
"NM1713PAR","153","3","7","6",-0.0124925922475151,-0.00763879267937368,0.0469115179964822,9.84218708303298e-09,-0.00390529035513309,-1.09170070371687e-08,-0.0221635265624119,-2.2783790888643,0.0227850074473106,-0.00509928089777698,-0.0104654053877131,-0.0267017620357041,-1.54895145681937,-0.00179871074100686,-0.0289715769603857,-0.773018728586093,-0.00336407973030013,-0.0203594382110812,-0.0376124522699896,-0.494367945298946,-0.000268577316379192,-0.0689289375640037,-0.0624939742737093,-0.877762877825544,0.040555963173044,-0.00545878568796315,-0.0168461885658797,-0.0540680027543729,-0.0180189135113513,-0.231315240241481
"NUMEX_BILL_MELTON_FG2011","154","4","7","7",-0.00872391011465307,-0.0047541580969556,0.0599240216960824,-9.82718333789554e-09,0.00338987826134647,-1.10796449397784e-08,-0.018668642290502,-1.65495928273195,0.0351975398722052,-0.000894993333088403,0.00435119445411007,-0.0240868335513785,-1.2152348006929,0.00126801207693722,-0.00158609123997935,-0.677758939075283,-0.0033812472254342,-0.0136181404128437,-0.0314844577409705,-0.444041747164214,0.00617608263273023,-0.059407766958176,-0.0574951097987584,-0.580815387992761,0.0415021072174535,-0.00345538283109913,-0.0150222602513983,-0.0524093007547568,-0.0158675623899652,-0.102740806145155
"TMA_990","155","4","7","8",-0.00484013492069994,-0.00710134865462453,0.0559373989096553,9.61692089428113e-09,0.00197984609304349,-1.11140804387291e-08,-0.0144833869866498,-1.30107339919902,0.0378547586257223,-0.000393224665536667,-0.0157184941406064,-0.0270385670102764,-0.860011856647583,-0.00372419318193693,-0.0128432195894949,-0.454789628286694,-0.00977585680467101,-0.0162369527336632,-0.0306789784398828,-0.278047403101508,-0.0027732848348927,-0.0501516709852247,-0.0562801149068962,-0.606484656097175,0.0367952348514127,-0.0028875324232234,-0.0202447640924458,-0.0633830660341211,-0.02697918776996,-0.206712503270078
"NUMEX_BILL_MELTON_CA_2019","156","4","8","8",-0.0075262912693396,-0.0123346900480723,0.0122386062263717,9.9656835749228e-09,0.00556272135463143,-5.51164616420732e-10,-0.0102024470061412,-1.30037792738328,0.0589137621424479,-0.00185185372001981,-0.0207323862771674,-0.0185731270878022,-1.03672321129747,0.0114472513884362,0.0111643791269523,-0.262906413574453,0.0110170251734094,-0.00163995305980702,-0.0106024250313639,0.22358036774059,0.0345616796896971,-0.0469552734169731,-0.0299007411384325,0.722019757605699,0.0254309644355224,-0.00864620322304015,0.019333716919634,-0.0415013787103614,-6.94067926526464e-05,0.163074431185944
"NUMEX_BILL_MELTON_CA_2019","157","4","8","7",-0.00567627435410728,-0.00721514628698148,0.0162509595163362,-1.00162224006315e-08,0.000829510430870954,-6.12188561151551e-10,-0.00838246773219009,-1.43925905450261,0.0715335781810355,-0.00068789945671884,-0.048684274578833,-0.0222887876798085,-1.4242113107643,0.0135109588133188,-0.0463282683101698,-0.373162219806648,0.00574158824591776,-0.00643402259341729,-0.0132636806557341,0.240391132244706,-0.00762088291874362,-0.069748181142186,-0.05359761120177,0.484678823793346,0.0308292832390234,-0.0101236662327782,0.00315446658182192,-0.063547170464201,-0.0238155462371248,0.0306667414270011
"NUMEX_BILL_MELTON_CA_2019","158","3","8","6",-0.00551828293980429,-0.0125357121567006,0.0183790591667117,1.01415733321694e-08,-0.000504509541205047,-7.20998992016207e-10,-0.00200753782299532,-0.515185432027913,0.0632740137946308,-0.0014075192959618,-0.0204907502527185,-0.00948278347665076,-0.240797537636847,0.00981579122695227,-0.0225618251434783,0.40886044435492,0.00659230741661012,-0.00837255405021379,-0.0009668618631829,0.567077273290629,-0.0110679179743459,-0.066720979250454,-0.0536397059567868,0.533340781547191,0.031855851751696,-0.00901645159198789,0.00343632897917704,-0.0563545518901123,-0.00964688522716569,0.0706231406691876
"NUMEX_BILL_MELTON_CA_2019","159","3","8","5",-0.0107152850490926,-0.00675473102280984,0.0277809102520402,-1.01473895078679e-08,-0.00447198818768775,-8.59263199231179e-10,-0.0136788482204134,-1.01312589469164,0.0756512337819449,-0.00448755687838806,-0.0140355642819099,-0.0183766083819751,-0.530496604057003,0.0104956442176052,-0.03391848303827,0.0407997049321251,0.00457119763813223,-0.0128713635871535,-6.82783729822254e-05,0.387049797171126,-0.0072409138743854,-0.0714764369592388,-0.055288990828307,-0.0960256812073228,0.0344507344517996,-0.00760604665390454,-0.00530774672716149,-0.0572418872114669,-0.012151247253865,0.0633722329125521
"NUMEX_BILL_MELTON_CA_2019","160","2","8","4",-0.00990506085890174,-0.00484746825964003,0.0433312650581617,1.02828161303643e-08,-0.00694451650044203,-1.05385268486143e-09,-0.0167396902025673,-1.83450683011559,0.0780483308380065,-0.00571632429080715,-0.0177305300932202,-0.0295226210929604,-1.30631432718888,0.00903905248721654,-0.0304892924853686,-0.530865826658668,0.0103094755314853,-0.0156942763654197,-0.0132526850646556,-0.0521772349351465,-0.00575252302398485,-0.0787790323182865,-0.0605388020942277,-0.638911524892294,0.03763671957641,-0.0069287368111123,-0.00860454281046472,-0.0542056129563432,-0.0206507758550694,-0.0141545514102024
"NUMEX_BILL_MELTON_CA_2019","161","2","8","3",-0.0123443404451803,-0.0108413173718788,0.0409379095571289,-1.01285380384624e-08,-0.0100714780083901,-1.39384885928973e-09,-0.00435924958082563,-1.45725200208035,0.0411930733933039,-0.000727808136676888,-0.00619532046912991,-0.0175141387029664,-0.827354198931106,0.00601895989477546,-0.00974036442455683,-0.148855777194234,0.0108726408697355,-0.0170884136769918,-0.0145502260274007,-0.0516526437596984,0.0098611230769534,-0.0749709996744551,-0.0623853551239613,-0.389439002888271,0.0430223825385775,-0.00440990665356373,-0.0149285038536703,-0.0542364376915783,-0.0183226075999401,0.0994365025401613
"NUMEX_BILL_MELTON_CA_2019","162","1","8","2",-0.00671474948899642,0.00499611144236572,0.0561327969729173,1.0110854411204e-08,0.00189369833179151,-1.65705877695643e-09,0.00526563059282232,-0.458921263551431,0.0619863988978228,0.0033763912883321,0.0117391858190317,-0.00993822241080943,-0.272234486755896,0.00741442451664594,0.0152613782803165,0.117706764334027,0.00959282748781621,-0.011236993777128,-0.00847005398044251,0.10538659467327,0.0101893550895728,-0.0667588031060611,-0.0595079701425108,-0.0110729291097569,0.0446551034129164,-0.00249899184161345,-0.0122678437962405,-0.0528007653550969,-0.0175713431076,0.1892513945716
"NUMEX_BILL_MELTON_CA_2019","163","1","8","1",-0.00294207465009564,0.00214177342087576,0.0590878781197428,-9.89709913230615e-09,0.00792516299403825,-1.8349873917817e-09,0.0105877030352088,-0.0375823978743711,0.0688617688682681,0.00455876581521389,0.00191138351427247,-0.0103992815320116,0.0223453241638282,0.000337431785877892,0.008481041682073,0.238003652869838,0.00222958991950616,-0.0144610481236913,-0.0097411695887225,0.205439607506124,-0.00453817556916606,-0.0597245728415644,-0.0600821993438196,-0.131406633253482,0.0408666936944625,-0.00166573149335957,-0.0157623248868613,-0.0622727814880893,-0.0263584398447526,0.0363847408168672
"NUMEX_BILL_MELTON_FG2011","164","1","9","1",-0.0103956909695716,-0.0112431287077159,0.030180692137369,-1.02453595737087e-08,0.00199508772014629,3.65219365504575e-09,-0.0203679287297246,-1.69747638799077,0.0225574923740784,-0.00980684034525849,-0.0329353267198137,-0.0219152485007142,-0.807089682179078,0.0041492701953078,0.0051565337043352,-0.62717659177738,0.0109171758372172,-0.000417840057490276,-0.00778065725932234,-0.0492738688154948,0.0417542518453747,-0.0633164035881078,-0.0125996037657374,0.170341707908494,0.0460270991445522,-0.00790368178392808,0.014980488763108,-0.0477107195104734,-0.00919814204839124,-0.0406057493088588
"SW_9720","165","1","9","2",-0.00711332171448106,-0.010953320359417,0.0301299207582412,1.02947253710679e-08,-0.0032689554816869,3.7525804396135e-09,-0.0207954835634677,-1.87552100504774,0.0372354706417898,-0.00920270679126635,-0.051482091909712,-0.0246336280337538,-1.12036670498042,0.00452375624732176,-0.044028377177096,-0.638191518425374,0.00836954853875674,-0.00333664548974377,-0.00549856584705004,0.0756131324109617,0.00928243396891171,-0.0835229136305559,-0.03199249856962,0.0725736182211818,0.047776224680068,-0.00884053609225058,0.00253329696004794,-0.0664514642076268,-0.0320197178952733,-0.12791281465806
"NM1712PAR","166","2","9","3",-0.00622192445549432,-0.0174325735064368,0.0335730478838883,-1.04183981415234e-08,-0.00895519722309913,3.82015284457862e-09,-0.0192236175527634,-1.20970714421404,0.0539895217847112,-0.00970262101577492,-0.0232244655936138,-0.0158804621819205,-0.305015281024802,0.00317818503785811,-0.021090136392386,0.0145022271100323,0.0121669785806893,-0.00505978660326495,0.00375223866377226,0.388619438361141,0.00926253772419421,-0.0786467787705502,-0.0309850035057802,0.124425792375352,0.0443429581152446,-0.00891078814647124,0.00437868667897671,-0.0591444902323131,-0.0139704142363368,-0.091901281351525
"NUMEX_BILL_MELTON_FG2012","167","2","9","4",-0.0115937531425026,-0.0047202955401949,0.0429148887571925,1.04251801992045e-08,-0.0146087810482006,3.83249682581512e-09,-0.0310461053516029,-1.72690223821961,0.0863737564712941,-0.0128067752919017,-0.0171849582557663,-0.0269654050401063,-0.822649599636078,0.00543389011381453,-0.0304047609825107,-0.456602336259081,0.0101416235299654,-0.00920667430354763,0.00436152650336464,0.237305032458742,0.0186761565050184,-0.0816854032183844,-0.0330057442505248,-0.414282076752273,0.0418481311930675,-0.00802641419701379,-0.00261716105523671,-0.0605605710627222,-0.0145978668979427,-0.0199471871000706
"NM1702PAR","168","3","9","5",-0.0101150606943404,0.000712793018735393,0.0624907754090749,-1.05637327147551e-08,-0.0149816505711444,3.75848516890472e-09,-0.0312397516911961,-2.40447704464329,0.0988266677301166,-0.0143463129733553,-0.0227704555192598,-0.036270375384709,-1.54648303734536,0.00392267091834157,-0.0268053634779464,-0.914932247955126,0.016624938259387,-0.00972092916940274,-0.00548289868752873,-0.0300945132409505,0.0250900244951688,-0.0878242711742646,-0.0373148616484522,-0.764133271510682,0.0437393142715442,-0.00778486070778252,-0.00329219253494281,-0.0588575194601976,-0.0176308606706256,0.00149221667496627
"AFX_779","169","3","9","6",-0.0114785274246346,-0.00877144340389046,0.0514545810049902,1.04085042346091e-08,-0.0035609359336434,3.50507531054463e-09,-0.0127390280128897,-1.61190736120611,0.0677069307353824,-0.00812779311284678,-0.0134430797233942,-0.0189985318504075,-0.962790213139342,0.00339375498353391,-0.014783546945649,-0.253282461289271,0.0201171747219642,-0.00897776988974971,-0.00402261111355861,0.173986711946839,0.0370148848384148,-0.0819778534116168,-0.0375521005736636,-0.127676542152267,0.0493409049782075,-0.00531918776219451,-0.00411916601521746,-0.0582832926109187,-0.0160913783418669,0.208515607624314
"SW_8421S","170","4","9","7",-0.00277505228007587,0.00317601168610095,0.0597973684677224,-1.03887948887144e-08,0.00969003164899061,3.25498804320983e-09,-0.00177202350184091,-0.399367998632701,0.0809929042503627,-0.0043010447631448,0.00373695949417187,-0.00815334888156216,-0.10938854847209,0.00306628346535541,0.00673111694793323,0.385788256469753,0.0185388053514178,-0.00375974677378021,0.00367045304819145,0.538925227958307,0.0276551691331045,-0.0743424688055041,-0.0355915569132923,0.482875432058326,0.0510676251360784,-0.00365784766931596,0.0011933568933882,-0.0589818913452943,-0.0196757187832782,0.348929801707232
"SW_8888","171","4","9","8",0.00220643328679585,-0.00330500785653007,0.0606829694033577,1.01713254826876e-08,0.0148291656709287,3.03265166544409e-09,0.00465957950472033,-0.0625035043679455,0.0863939065221024,-0.00295697235505608,-0.000797729785375551,-0.00730356037455391,0.107852571013146,-0.00617554624807747,0.00417971097547535,0.505860771269296,0.0111673947276375,-0.00741450016217526,0.00381733611308087,0.599089955876498,0.00936609283044415,-0.0710337311597108,-0.0382875453479608,0.333201700242852,0.0478619738858046,-0.00317099912951255,-0.00426665599983797,-0.0705606175667961,-0.0302466035256831,0.173693144793139
"NM1703PAR","172","4","10","8",-0.0070445201642912,-0.014980887122282,0.0254561417340374,1.04847981267005e-08,-0.0162795664174704,1.27515956593689e-08,-0.0343046166773992,-2.1335392444065,0.0298185318383608,-0.0188451410834668,-0.0509289558372496,-0.0213889543463883,-0.77024903285251,-0.0024728447294078,-0.00582183420276926,-0.819268758813571,0.0094527565995406,-0.00900218141917682,-0.0256309796366031,-0.328621716625459,0.0230381032469914,-0.0846261113274724,-0.0246338502299592,-0.525766084280838,0.0387462068092067,0.0011826041010382,0.0130890589529265,-0.048016351937836,-0.0192065099286862,-0.292333662525187
"SW_9813","173","4","10","7",-0.0035578477850922,-0.0165144455179056,0.0169704791855673,-1.05327207121502e-08,-0.0128132351394601,1.30630870383634e-08,-0.0342577154406872,-2.12064917324606,0.0357266157752222,-0.0179081686128401,-0.0596889202640044,-0.0216043787511793,-0.922876763867285,-0.00339488358738894,-0.0386515543390942,-0.674267803702773,0.00993444548206718,-0.00980309675510521,-0.0199919064465104,-0.0998838218567896,0.0020695905354286,-0.10420068646457,-0.0431225426123087,-0.421722711970877,0.0385402302716828,0.00176514576535405,0.00205229448811552,-0.0679318938169537,-0.046085927912654,-0.315665112719021
"TMA_990","174","3","10","6",-0.00214083476257859,-0.0233073583526656,0.0163465374341112,1.06512461138953e-08,-0.0112845224243343,1.33616145979154e-08,-0.0302325219264202,-1.48456935268739,0.0583865368661174,-0.0175059849234017,-0.0321275464590491,-0.0139047963780826,-0.393791029991323,-0.00154290429653718,-0.0157683664702077,-0.0817010993705256,0.0162673255653203,-0.00968808494635534,-0.0115720443943196,0.170301620112613,0.00855539756110723,-0.0957606371305833,-0.0395031975129446,-0.225397371465319,0.0354270904308825,0.00284751071362541,0.00502305156191627,-0.0603610468550183,-0.0302210268706972,-0.254015190353587
"NM1704PAR","175","3","10","5",-0.00935864073257177,-0.010221741768582,0.0206794215644949,-1.06582285575371e-08,-0.0203703423537538,1.35614104789122e-08,-0.0355211175060514,-1.84381434047245,0.0957147567199264,-0.0198077790872386,-0.0265958491886323,-0.0254021389550139,-0.940170744921044,0.00374275035625894,-0.0225007917038592,-0.629036604121947,0.0132455512857436,-0.0125881640571762,-0.0128644210643186,-0.0107462233862894,0.0127457227161722,-0.0967735504744148,-0.0404347196256348,-0.693434284086213,0.0313024485132025,0.00498811192778525,-0.00146479948129301,-0.0604559703014407,-0.0243431448388411,-0.0952522349763374
"MESQUITE","176","2","10","4",-0.00974598946582059,-8.06733025240543e-05,0.0354581542203565,1.07958142091176e-08,-0.0160123193101492,1.35995715031969e-08,-0.0252720103299872,-2.04710445512201,0.113496806342039,-0.0200618332029811,-0.0285557169001829,-0.0289301059056342,-1.40108189167942,0.00687426424563435,-0.0192113595379572,-0.903318228270625,0.0198589452373769,-0.010422015432722,-0.0185327085195446,-0.114449792801316,0.0177077565048165,-0.100130477879408,-0.0427330325045537,-0.780756205255487,0.0325653013648915,0.00713199709464197,0.000161205378171813,-0.0559126455432803,-0.0180938382926445,0.0335543143369636
"TMA_990","177","2","10","3",-0.0121931456625561,-0.0128944981034761,0.0177089630353341,-1.06396760153859e-08,-0.00138919724427419,1.3398499384309e-08,-0.00076738982240841,-0.774227986807523,0.0910867811904617,-0.0117916573176588,-0.0163962627808807,-0.00727688426476603,-0.716968725163217,0.0102467698256448,-0.0111997044021117,-0.0477100859886061,0.0249371474198041,-0.0068632075515898,-0.0147294582556688,0.255569872006691,0.0339805590580398,-0.0918496887437688,-0.0406107568045361,0.144790751809282,0.0376690145404207,0.0111747001544493,0.00408258465130273,-0.05106236629663,-0.0152574618306418,0.343652314502396
"AMERISTAND_803T","178","1","10","2",-0.00457587071163754,0.00434710340381992,0.0260108482904131,1.06172221851083e-08,0.0132558191389346,1.31486948336273e-08,0.00950043653544322,0.560724229017237,0.0863296764449665,-0.00838680478808191,-0.00106433963862797,0.00471690104307442,0.313360703805455,0.0116161130291801,0.00550469875371855,0.800675460433426,0.0230233798988799,-0.00242377173247618,-0.00705193103206436,0.738833184592342,0.0242018316825963,-0.0854052781892312,-0.0384897646793419,0.904302578249588,0.0391637285871495,0.013275261530671,0.0107883123248746,-0.0505298494124264,-0.0191309506006726,0.544535127385974
"NUMEX_BILL_MELTON_FG2012","179","1","10","1",0.00105328289539488,0.000704642641002568,0.0304197243414563,-1.03965408753053e-08,0.014519609020524,1.28150502108014e-08,0.0097479653765834,0.589099437565963,0.0868698094889846,-0.00685565540780126,-0.00619063057397294,0.00458533984797105,0.490330401466871,0.00335252601124646,0.00423409277046108,0.955399955053587,0.0162271972333016,-0.00608663863572209,-0.00467575821395845,0.835840323938765,0.00588865683589468,-0.0838375399998665,-0.0413733136368132,0.809263383015936,0.0375775276176795,0.0129270085175732,0.006020145118169,-0.060365654127943,-0.0287848714741423,0.407040997760106
"NUMEX_BILL_MELTON_CA_2019","180","1","11","1",-0.00898325174973929,-0.0123828044593256,0.0265652051986914,-1.0835083943102e-08,-0.00773931048423079,1.02315454656062e-08,-0.0305620511249843,-1.39852597656211,0.0765779536872602,-0.0122430097671612,-0.0482392680113686,-0.0165856142622602,-0.528007482857199,-0.0135799424978323,-0.025774968390472,-0.755620198811579,0.00719205781416798,-0.0132801679519299,-0.0403751234498216,-0.475997053623444,-0.00589024600827958,-0.0911475124919817,-0.0319185937395922,-0.494979258601128,0.0285621196163557,-0.00717305161666968,0.0138640761994861,-0.0399532239280174,-0.0107323111443689,-0.330013983135773
"NUMEX_BILL_MELTON_CA_2019","181","1","11","2",-0.00899970147355521,-0.00800232605630309,0.0226844720925158,1.08786725489321e-08,-0.000409203813118827,1.05282668958899e-08,-0.0323143767390709,-1.34309350133136,0.0748295837669206,-0.0100584962327264,-0.0513527562775262,-0.0155533208574014,-0.578593651978698,-0.0181479582657393,-0.04655916642361,-0.586392477414003,0.00888589756714596,-0.0130301651225356,-0.0331998236771359,-0.193973113766407,-0.00990361187104112,-0.111406731693719,-0.0507282744559879,-0.314807705682479,0.0280702562439094,-0.00580882911446798,0.00277457066064445,-0.0611220913835463,-0.0414073327626029,-0.330214259256573
"NUMEX_BILL_MELTON_CA_2019","182","2","11","3",-0.00830016397918701,-0.0125388377142654,0.0272884328115407,-1.09923594249161e-08,-0.00274137393528772,1.08920716565906e-08,-0.0306812463757435,-1.26468063208531,0.0971216170030969,-0.0102617938676824,-0.0279244195280042,-0.0126131809114149,-0.599211908095158,-0.0160959585774562,-0.0291465514094325,-0.373530500042189,0.0156863815875486,-0.0126649418503938,-0.0290432378208686,-0.113191458323874,-0.00168613314568881,-0.104143754670159,-0.0480215309455487,-0.25635280921429,0.0256106350199951,-0.00414630306358809,0.00391147751739314,-0.0579554174578059,-0.0342590902961888,-0.345135179244971
"NUMEX_BILL_MELTON_CA_2019","183","2","11","4",-0.0136524160187545,-0.00512705126622337,0.0279958497561422,1.09970009663262e-08,-0.0188901411903629,1.1196223971974e-08,-0.0362486539954246,-1.77719996633174,0.130568404635303,-0.0136630697036113,-0.0248173763269733,-0.0274462737320285,-1.2180856074155,-0.00822768985470025,-0.0369388641770194,-1.0259170731,0.0128343191400439,-0.0152968816536811,-0.033052645800969,-0.372007096536137,0.00144351645806319,-0.106083393874977,-0.0498617547540346,-0.7198255006882,0.0215707018742418,-0.00193439242378277,-0.00160821174074206,-0.061125198302632,-0.0311228311895752,-0.178678002754428
"NUMEX_BILL_MELTON_CA_2019","184","3","11","5",-0.0145611368980635,0.00579542787996083,0.0437588450966344,-1.11350715220638e-08,-0.0145554000354618,1.13699677264002e-08,-0.0229214877528495,-1.87926715899144,0.145913414670192,-0.0142286356818419,-0.024601298792622,-0.026296667242627,-1.48593100449544,-0.00154966801147232,-0.0292351013252317,-1.07892167795546,0.0198617041716478,-0.0110036566421729,-0.0333085386633916,-0.395335001917102,0.0138020965699385,-0.104045294339477,-0.0505231808333501,-0.643565041159824,0.0232049358373115,0.000629860846367101,0.00233555364136645,-0.0504134497317558,-0.0124508480425518,-0.0169041708077674
"NUMEX_BILL_MELTON_CA_2019","185","3","11","6",-0.0176694859277429,-0.00334188338732143,0.0398167353076058,1.09769665109428e-08,-0.000869451862686145,1.13642630631294e-08,0.00128824976791751,-0.536415605299921,0.129988693104825,-0.00550972577856642,-0.00975916723628229,-0.00282115410180344,-0.789945554267953,0.0058032622589742,-0.0107533833552282,-0.0338093625141013,0.027026761360147,-0.00436829460333784,-0.0234486991654915,0.0736491396434689,0.0327328278519421,-0.0908039201708534,-0.0462022871177769,0.411566265627865,0.0288032751462717,0.00474638201775039,0.0104031192405853,-0.0408761549235293,-0.00747383960019862,0.333919135367461
"NUMEX_BILL_MELTON_CA_2019","186","4","11","7",-0.0122174433869183,0.00745745014013375,0.0517358669391834,-1.09498255667234e-08,0.00769553877278568,1.13078727121075e-08,0.00682875058155748,0.502770543041233,0.110222341877347,-0.00419835007419038,-0.00109503830010776,0.00803635106026276,0.236143410248405,0.00738197407369645,0.00592472964202944,0.820221500844486,0.0253833996419818,0.000342444768511367,-0.0139679516593385,0.552062758746139,0.0225528892589483,-0.0829927578362157,-0.0442037631976102,1.14477657541137,0.0304117386546178,0.00724280313545994,0.019853016707219,-0.0395840623378659,-0.011179493020393,0.517311244885813
