"","Germplasm","Rep","Plot","Row","Range","yld1","yld2","yld3","yld4","yld5","GNDVI_62","NDVI_62","GNDVI_76","NDVI_76","GNDVI_90","NDVI_90","GNDVI_96","NDVI_96","GNDVI_104","NDVI_104","GNDVI_114","NDVI_114","GNDVI_130","NDVI_130","GNDVI_138","NDVI_138","GNDVI_144","NDVI_144","GNDVI_150","NDVI_150","GNDVI_160","NDVI_160","GNDVI_166","NDVI_166","GNDVI_174","NDVI_174","GNDVI_180","NDVI_180","GNDVI_256","NDVI_256","GNDVI_264","NDVI_264","GNDVI_270","NDVI_270","GNDVI_278","GNDVI_284","NDVI_284","GNDVI_292","NDVI_292","sca_yld1","sca_yld2","sca_yld3","sca_yld4","sca_yld5","sca_yld1_pred_slr","sca_yld2_pred_slr","sca_yld3_pred_slr","sca_yld5_pred_slr"
"99","SW_1011","2","398","13","3",9.85,6.55,8.75,1,7.15,-0.067833469314641,0.4914082,-0.0164843008350306,0.454352186,0.0198161499483333,0.4428973,0.20466135275117,0.513601978,0.164698603027112,0.446425391,0.308243082043254,0.575660347,0.266283869220613,0.519401988,0.178291048226247,0.434351714,0.358912105558207,0.587343655,0.316777600164119,0.475727435,0.0150706352913448,0.204970108,0.119061097530202,0.447654308,0.105473042465547,0.377323729,0.336292642352554,0.556713712,0.0156181103651403,0.444419048,0.146538593112793,0.406533532,0.296594490693159,0.555534737,0.14294945874175,0.196777993804411,0.423302111,0.273082300133325,0.513777014,0.24787133098305,0.212399887913722,0.284457243653848,0.107264513833261,0.490419135479157,0.0120208749946409,-0.0716402875721839,-0.0378522029638519,-0.025848069832123
"100","SW_9813","2","399","13","4",10.5,6.1,8.15,0.95,7,-0.0806371687327084,0.484748174,-0.0225570678562238,0.445479472,0.0265446346135178,0.466053507,0.2113582138136,0.525663081,0.187439993372947,0.452384846,0.345965640682599,0.596158208,0.278195908909932,0.513832839,0.180625121567549,0.433223737,0.355129865332947,0.577211639,0.271599486419827,0.450198898,0.00771558695242863,0.20316295,0.0837779182380361,0.442266476,0.0974953447123393,0.377659935,0.338526276505286,0.557262211,0.000497104474593272,0.453944277,0.146756735276753,0.417672427,0.2886486723564,0.542149635,0.133603064770391,0.197824894989661,0.407408478,0.267938306331364,0.502416449,0.264228322367718,0.197807529202093,0.264951604089013,0.101901288141598,0.480130622147426,-0.0302395574306418,-0.070987541708764,-0.0603782146104119,-0.0398517748292414
"101","AFX_779","3","400","13","5",9.75,5.1,7.5,0.25,6.7,-0.116203740555516,0.475352669,-0.040275237686742,0.462462119,0.00393264518887683,0.484900607,0.214080672230064,0.515856535,0.181823416852154,0.456070568,0.350126519361675,0.600164191,0.259264290166055,0.502475141,0.179792317286071,0.428302609,0.353052482321084,0.563512111,0.257298500529818,0.454240157,0.0031266202819132,0.201799246,0.0821558725320024,0.447513476,0.0849914115872766,0.382002478,0.344617665240822,0.569343909,-0.00412398173869758,0.497374793,0.143495205023702,0.454019226,0.294531764488868,0.545845542,0.15886334639629,0.22652261291551,0.42979243,0.318989529504734,0.541447394,0.245354870770024,0.165380065398471,0.243820494560441,0.0268161284583153,0.459553595483965,-0.0637641428168481,-0.0375789520597219,-0.0295962305568614,-0.0710910593179124
"102","SW_8421S","3","401","13","6",10.45,6.25,8.9,1.1,7.6,-0.0837133158363061,0.472580947,-0.0222980630348911,0.458436053,0.0210921859202143,0.47285383,0.229392145901867,0.52151499,0.13938246858743,0.438405551,0.347698347854949,0.603085343,0.305734720991396,0.523540671,0.205549309223077,0.451864049,0.391757312080237,0.593498767,0.3177441476805,0.496991558,0.0223701718433195,0.229847966,0.138832550804244,0.446533279,0.111828178127921,0.394614267,0.361729962557361,0.56869548,0.0415230132212484,0.452320591,0.166639894970687,0.466906424,0.341962591252272,0.576845329,0.152397633647385,0.197370141233213,0.423241272,0.284592910036703,0.525231243,0.262970092261205,0.202671648772636,0.289333653545057,0.117990965216587,0.521284675474349,0.0338875012175833,0.0563267799913832,0.046352660565824,-0.00653088496723853
"103","DONA_ANA","4","402","13","7",10.95,5.6,8.8,0.8,7.3,-0.0497005458585952,0.476787921,-0.0433726674318539,0.47147134,0.0466098426490019,0.480056556,0.248547408609509,0.55038727,0.157871327000881,0.450430379,0.376523497641819,0.62128738,0.290671297624662,0.520586145,0.203634833690411,0.488195772,0.386985354995001,0.590116046,0.273946004125615,0.486813018,-0.00673548606480197,0.17147599,0.0942715418638255,0.445167289,0.100362131164353,0.443908895,0.356130733836243,0.572159569,0.0184435509855915,0.477316603,0.151731998228081,0.490063897,0.333594131926568,0.562880005,0.155614718070384,0.208943725317479,0.422165608,0.309190016710145,0.519375019,0.275552393326334,0.181593797300282,0.286082713617584,0.0858116110666089,0.500707648810887,0.0520610107548604,0.0859988183528184,0.0696356779014249,0.0275960975867087
"104","SW_9812","4","403","13","8",9.95,5.15,7.8,0.65,6.9,-0.0472175651828741,0.474776219,-0.0638545036580645,0.454983074,0.0568462612867004,0.4857585,0.279084888577966,0.551391117,0.162658686080935,0.4568052,0.394479897868401,0.616857566,0.256052563623026,0.504737671,0.20357734869865,0.450022463,0.369937657193418,0.560708603,0.226294813910133,0.445602456,-0.0514408591921492,0.225786052,0.0627889647116934,0.452279509,0.0563452238569087,0.456762683,0.354732820678049,0.555669021,-0.00126172919760282,0.374041074,0.141329022778228,0.418496033,0.305483547843775,0.5333797,0.142022916751972,0.214598089412676,0.436991014,0.348658102034728,0.527855049,0.250387791196076,0.167001438588652,0.253573314342859,0.0697219339916198,0.473271613259606,0.0245406309235004,0.150917123102119,0.105057011664674,0.0384621708320668
"105","NUMEX_BILL_MELTON_CA_2019","4","404","14","8",9.7,5.15,6.9,0.4,6.4,-0.067458723094777,0.48364794,-0.0708225776073731,0.470414857,0.01860603905347,0.500423018,0.235292313065338,0.527287354,0.150898878950426,0.453245401,0.37187267884001,0.591904963,0.208481263546419,0.489112759,0.197404766258509,0.421547354,0.342811271586223,0.545627995,0.222246439359569,0.456323397,-0.0588237460453318,0.228846145,0.0341879785720991,0.448299432,0.0479359790546347,0.418115748,0.338166183387337,0.550553484,0.0180051121537826,0.414936725,0.130271822332503,0.428500801,0.287138131426816,0.534435724,0.111867497868799,0.178159313137096,0.409272004,0.314671046290994,0.490407495,0.244096640663511,0.167001438588652,0.224314854995606,0.0429058055333045,0.438976568820504,-0.0883370038738299,0.00954678244532075,0.0490846588478676,-0.0292959551682791
"106","NUMEX_BILL_MELTON_CA_2019","4","405","14","7",10.25,5.6,7.4,0.9,6.25,-0.0623713483016027,0.475748748,-0.0469589608209802,0.463110491,0.0139323895065199,0.490010803,0.214941432093494,0.52616697,0.141965943815436,0.438565812,0.354901910489713,0.594545518,0.227085289318881,0.490175061,0.185121676917518,0.451871766,0.344177795055165,0.554535491,0.240791150345951,0.450154738,-0.0296234824541273,0.177925345,0.0249437131387039,0.446664669,0.0456378191396675,0.421569551,0.323605416031341,0.549677651,-0.0385634605509335,0.462642631,0.0862540155656979,0.461789502,0.23454144280398,0.506342314,0.10955172276394,0.173103544951954,0.398866201,0.294629296246961,0.496029601,0.257937171835153,0.181593797300282,0.240569554632969,0.096538062449935,0.428688055488773,-0.0140164674649929,0.0164683144583511,0.0286284014355501,-0.0106226179494122
"107","NUMEX_BILL_MELTON_CA_2019","3","406","14","6",9.4,5.95,7.15,0.6,6.45,-0.114574363118789,0.479671865,-0.0542316579900732,0.463531645,-0.0103881578548639,0.490755797,0.196500425488032,0.502469609,0.119945783649815,0.446154188,0.322486786451336,0.576669102,0.2135244488951,0.487085358,0.175353354889565,0.412207588,0.336806029718934,0.554414997,0.268450149068688,0.469514235,-0.00876396436943765,0.168062114,0.0686507349171078,0.442613759,0.0546158758022627,0.369680867,0.32960433936875,0.557890895,-0.00415369344453983,0.428616219,0.115558926038826,0.460842053,0.274842861799335,0.542643268,0.108010158359937,0.164659234517634,0.395128163,0.255697662728098,0.492298821,0.236547260024433,0.192943409631549,0.232442204814287,0.0643587082999567,0.442406073264414,0.0820636095880825,0.0324339800251337,0.0425244237139512,-0.0099989647960517
"108","NUMEX_BILL_MELTON_CA_2019","3","407","14","5",9.75,6.25,7.4,0.75,6.75,-0.111540407536258,0.478331551,-0.0362799651496661,0.461659326,0.010185758890227,0.480663876,0.211696332738021,0.517485748,0.178404201699215,0.444386639,0.336186040415076,0.598771794,0.235558124767679,0.49359616,0.184494425393641,0.420415542,0.354307794755095,0.564531176,0.284407622045955,0.473080092,-0.00853383238181288,0.192731556,0.0784527954017912,0.440171308,0.082783550365879,0.39243439,0.32307313003814,0.567270028,0.0157899883324792,0.439737839,0.139540809185871,0.458420119,0.302922867674928,0.554318437,0.119990537904191,0.167928666149419,0.396015903,0.26315380165606,0.502235381,0.245354870770024,0.202671648772636,0.240569554632969,0.0804483853749459,0.462983099927875,-0.0238563255740011,-0.0874898437812986,-0.0244231602217231,-0.0748964073136613
"109","NUMEX_BILL_MELTON_CA_2019","2","408","14","4",9.75,6,7.25,0.75,6.5,-0.108482745181514,0.486771142,-0.0489500354933869,0.46579108,0.00137788619067081,0.479892339,0.186470986236377,0.51097923,0.161243221761909,0.450638546,0.333586439553759,0.58219783,0.204663899075547,0.480298893,0.163114175885622,0.404400028,0.324914808030639,0.548992246,0.259826523555933,0.460709388,-0.0156147294631631,0.168781171,0.0353786674415655,0.439317421,0.0794899426725386,0.359153306,0.323582921373816,0.557090048,-0.0229824675501091,0.40562567,0.114140975663961,0.405758755,0.251598705409935,0.513627292,0.117339108572406,0.183599167622356,0.419303142,0.268488341414611,0.510198679,0.245354870770024,0.19456478282173,0.23569314474176,0.0804483853749459,0.445835577708324,-0.0332104852757409,-0.163290982417556,-0.0843457768357239,-0.0610507358183015
"110","NUMEX_BILL_MELTON_CA_2019","2","409","14","3",9.9,6.6,7.75,0.85,6.4,-0.0882038733033982,0.486044478,-0.0396768308461047,0.472688264,0.00162606939220695,0.436401168,0.196652915518383,0.505208069,0.15369767656785,0.423583063,0.298373101931117,0.563381532,0.20732513860267,0.492519596,0.160947363967999,0.441905153,0.32927079836996,0.563498739,0.310774204038492,0.494113187,-0.0154602825559744,0.158318074,0.0709263301212554,0.443031013,0.073520341793757,0.365076657,0.31792540399258,0.563926796,-0.00385489200131334,0.373631364,0.12576436884458,0.394137102,0.280534173240305,0.555270071,0.116697624042831,0.165075134403085,0.42555771,0.251920852648323,0.502009546,0.249129561089563,0.214021261103903,0.251947844379123,0.091174836758272,0.438976568820504,0.0203827123909672,-0.0723973908041805,-0.0369623714314603,-0.0196167662404545
"111","NUMEX_BILL_MELTON_CA_2019","1","410","14","2",10.3,5.95,7.75,0.7,6.75,-0.0645919796292837,0.478325847,-0.0512334143794276,0.472235644,-0.00232139430169496,0.457914496,0.217050084657112,0.517632621,0.179872832402739,0.454713167,0.336160294409695,0.578775447,0.251051099085842,0.503470512,0.197298083917227,0.405125327,0.33125626253585,0.550091554,0.280000322895195,0.454020654,0.00189395834794507,0.180699975,0.0729235207944255,0.452515038,0.094608538445846,0.388718133,0.323524924379807,0.54551294,0.00626025887780702,0.443224941,0.13874468340953,0.425172236,0.287718113770451,0.53230442,0.130416383829406,0.179036116625858,0.385065592,0.268107356632912,0.488640865,0.259195401941666,0.192943409631549,0.251947844379123,0.0750851596832828,0.462983099927875,0.0464488434243578,-0.016709218837696,0.0101761912313206,-0.00521446486910243
"112","NUMEX_BILL_MELTON_CA_2019","1","411","14","1",10.7,6.65,8.5,0.95,7.15,-0.0364233480039175,0.477473213,-0.0290877344646906,0.471818531,0.0441272441551093,0.451847664,0.237306740922277,0.520219893,0.197888559526113,0.438664404,0.357412523237148,0.596042534,0.274001164285072,0.505355236,0.239372674334216,0.438421324,0.366433150600539,0.56288639,0.321637345877184,0.463584537,-0.00157103682044223,0.223468566,0.087355692299414,0.442759745,0.129684914892221,0.396438496,0.338751057748405,0.542614527,0.0356343606518354,0.422214298,0.162267952225301,0.428373233,0.319524038892752,0.551496999,0.146358757764293,0.174507686994805,0.392351716,0.273167736580602,0.483715472,0.26926124279377,0.215642634294085,0.276329893835167,0.101901288141598,0.490419135479157,0.0333114493803916,-0.0250333028199935,0.0202200622407691,0.042059554130965
"113","NM1715PAR","1","412","15","1",8.2,4.85,7.3,0.5,6.45,-0.0874361370899878,0.497159287,-0.0815624847166198,0.456023757,0.0175202325849609,0.499665461,0.203485006773281,0.507527045,0.152163750711216,0.438388689,0.348032338218333,0.574153923,0.215244915942149,0.488671212,0.23528436653216,0.414006456,0.33604757415988,0.5368019,0.252772916489617,0.435660334,-0.04953657629814,0.263467358,0.0782294897415393,0.452734146,0.109493734244304,0.386607523,0.330669752004155,0.545978259,-0.0141757107937239,0.442179746,0.120252499609607,0.385421912,0.249299914522937,0.507797124,0.160774964128948,0.217109250063975,0.440302166,0.323992249880904,0.534219697,0.206349737468123,0.157273199447565,0.237318614705496,0.0536322569166306,0.442406073264414,0.0411525033818684,-0.00519056133803706,0.0586452944514128,0.05976602395176
"114","NM1701PAR","1","413","15","2",9.6,5.6,8.25,1,7,-0.037128208803956,0.481910706,-0.0435174066906663,0.464162235,0.00513588109288318,0.466267803,0.233339320181235,0.520595124,0.195176908117201,0.436045756,0.335075535353647,0.584594644,0.263505266816737,0.511095348,0.226705207125031,0.442217951,0.34927248886298,0.555441176,0.271239257357617,0.462348171,-0.023496127978133,0.185042768,0.09099497750024,0.456562828,0.103141813727818,0.384821948,0.318170261837845,0.554570159,0.00237199056800311,0.465059544,0.13773364758971,0.429732013,0.292980828844726,0.539964952,0.13238059746638,0.192780626108951,0.441982838,0.297990067691163,0.522570821,0.241580180450485,0.181593797300282,0.268202544016485,0.107264513833261,0.480130622147426,0.020208251627631,-0.089175489731359,0.00518460917739741,-0.00401901320649449
"115","MESQUITE","2","414","15","3",8.5,6.15,7.4,0.85,6.25,-0.0676665006988278,0.487980539,-0.0482879820688653,0.460756336,-0.0214205953005589,0.458476161,0.172030322332062,0.490970944,0.151628068825595,0.436195504,0.282760773624618,0.541835863,0.222342200662059,0.487172429,0.188546595315792,0.448016209,0.309577963512191,0.531501409,0.29080675977487,0.479073604,-0.014480617407273,0.157477062,0.113464667664647,0.43870643,0.0901977738600152,0.351204556,0.315712659611335,0.541194298,-0.000324558539010877,0.399842042,0.124252106955911,0.381046788,0.268095967075594,0.527161547,0.132266447758864,0.173919056759453,0.456444732,0.26311756543777,0.504623592,0.2138991181072,0.199428902392274,0.240569554632969,0.091174836758272,0.428688055488773,0.0372178710761871,-0.00981733500294416,0.0452733643738811,0.0193071574221556
"116","SW_8888","2","415","15","4",8.8,5.6,7.55,0.7,6.25,-0.0780042878312929,0.487665781,-0.0363855845122429,0.456588892,0.00149427136880561,0.47726982,0.189999657353744,0.505997828,0.191709439006567,0.431540599,0.326663927050513,0.58207547,0.237949837281176,0.499353536,0.208499470120988,0.44487462,0.34258206183979,0.550278464,0.280572289370556,0.479156273,-0.0220622421190981,0.165106008,0.090819191889681,0.43341076,0.104972607159169,0.373437075,0.328115767123876,0.561176133,0.00840747055470554,0.453353726,0.147612238764448,0.427470245,0.295116001181781,0.541135784,0.12874788088101,0.180962931230215,0.43266943,0.256818119099241,0.485251514,0.221448498746278,0.181593797300282,0.245445964524178,0.0750851596832828,0.428688055488773,0.010904887224069,-0.124210765771986,0.027904151771082,0.0113608490436058
"117","NM1703PAR","3","416","15","5",9.9,5.95,7.8,1.1,7.2,-0.054626635032677,0.482676062,-0.0148194032265005,0.462029988,0.0238258660787592,0.473164038,0.215430700967446,0.520540175,0.187927280825702,0.445237925,0.334085714777977,0.595308034,0.253862633109203,0.502056164,0.217581163402115,0.450530231,0.364478202828544,0.56759986,0.29666764855602,0.498650156,-0.0166108205486134,0.177377652,0.116715370646257,0.436928299,0.102188577039743,0.386784357,0.327055208576895,0.570085252,0.0144670969094634,0.497215779,0.143304804306468,0.449304189,0.297841347229424,0.549154652,0.143435001588542,0.198858756777457,0.469250795,0.302890296754718,0.556593506,0.249129561089563,0.192943409631549,0.253573314342859,0.117990965216587,0.493848639923067,-0.0151075872542366,-0.0412215954276119,0.0400201225278625,-0.0233659574725942
"118","SW_9812","3","417","15","6",9.2,6.7,8.45,1.2,6.85,-0.0588390345761625,0.48287386,-0.030310354408584,0.467933328,0.00552641154364788,0.482793744,0.200676328727911,0.496077119,0.164662282139777,0.447505168,0.32091083666236,0.560344925,0.2532108756624,0.503478708,0.21237502927956,0.441472979,0.361137368312785,0.562085114,0.297140899374118,0.489328734,-0.00633146295749058,0.168072098,0.145765977511715,0.431917819,0.076101458854631,0.350404481,0.341077080097382,0.537942048,0.040302018955022,0.46371917,0.160843754886599,0.444160754,0.307966947447937,0.548515043,0.148777713459707,0.187367705840438,0.417312868,0.271043607099016,0.49330454,0.231514339598381,0.217264007484266,0.27470442387143,0.128717416599913,0.469842108815696,0.0355864149775052,0.0307639171055135,0.0812832408738276,0.0340167863289772
"119","SW_1011","4","418","15","7",10.2,5.9,7.9,0.85,6.8,-0.034107117194244,0.473738863,-0.00848166996604913,0.457203751,0.0406248163889207,0.470296077,0.218840894788343,0.524232433,0.188665927899572,0.446887644,0.344047448465709,0.582545193,0.273224360635809,0.513711416,0.23491322165021,0.457563983,0.365620498525199,0.566804145,0.263558978898363,0.474515405,-0.0267933795482662,0.192043079,0.10379543845558,0.437395125,0.0834225327755749,0.36672797,0.324291301098946,0.539340288,0.00908395896697186,0.457343156,0.123560201436656,0.431486801,0.266285774008967,0.511939406,0.133065198458029,0.183531908234628,0.412648052,0.287401417156325,0.496486175,0.25667894172864,0.191322036441368,0.256824254270331,0.091174836758272,0.466412604371785,-0.0742900967252711,0.0368470632122237,0.0782346294989638,0.02247308306672
"120","NM1705PAR","4","419","15","8",8.9,5.25,7.25,0.65,6.4,-0.0607503780678633,0.47217733,-0.0466299593508677,0.470798857,0.0161765178224039,0.506102489,0.214424848576853,0.522458312,0.178605154476492,0.450653292,0.345968337106563,0.580841718,0.268063441646587,0.518715929,0.244936615370994,0.470752822,0.361574352571574,0.562562328,0.24420720479669,0.471421687,-0.0312755948398318,0.208607595,0.119703175595112,0.447618155,0.085661929646672,0.370312511,0.325313973698729,0.547769652,0.0569780377428317,0.418401113,0.14110369299593,0.423506893,0.300804980811238,0.551740401,0.148706576945608,0.204389041889968,0.464821054,0.324410042030638,0.527547799,0.223964958959304,0.170244184969014,0.23569314474176,0.0697219339916198,0.438976568820504,-0.0386239760492802,0.0590084112333524,0.106824544503537,0.0288162734002652
"121","MESQUITE","4","420","16","8",9.05,5.85,7.45,1,6.3,-0.0471075050325569,0.47766803,-0.0387254901562764,0.473536153,0.00995704170124755,0.500655718,0.198294695074465,0.513713707,0.216058486690654,0.478152732,0.34136799475638,0.572912343,0.259681981673973,0.508331053,0.290611648418354,0.490101152,0.363067155893465,0.55679447,0.268797301129392,0.486418001,-0.0243331593693839,0.213353361,0.134492818009974,0.432526138,0.0944721832910652,0.377147666,0.321334366655789,0.533501088,0.0738828717447059,0.357129843,0.167730211271089,0.433626879,0.308391640891577,0.54231888,0.18107846447169,0.204715504654039,0.467072812,0.300788128938391,0.497848995,0.227739649278843,0.189700663251187,0.242195024596705,0.107264513833261,0.432117559932684,-0.130805580860654,-0.0314038388154006,0.0661090014056697,0.0211263720267742
"122","NM1715PAR","4","421","16","7",8,4.2,5.8,0.35,5.2,-0.121949988961438,0.487249219,-0.0765925394843291,0.468714394,-0.011994699802284,0.502493251,0.178697405750512,0.50230946,0.212937625634885,0.456120712,0.328157759831482,0.567592991,0.165270119036952,0.48918219,0.239342600084179,0.430762974,0.309341533716131,0.526605685,0.209589361428051,0.443233252,-0.0487659055237176,0.229536757,0.0633727947728345,0.431329409,0.0528304368648057,0.35647543,0.292005415867253,0.519985801,-0.0222719783724396,0.368713927,0.0840268097586113,0.366486168,0.205600937797951,0.487803893,0.15119723111005,0.201410901991472,0.464725035,0.288811688580971,0.524971291,0.201316817042071,0.136195347975211,0.188554515793408,0.0375425798416414,0.35666846216666,-0.0870333465274042,0.0487872922087614,0.0942024805757024,0.0398040377565947
"123","NM1704PAR","3","422","16","6",10.6,7.15,8,1.05,6.85,-0.0261950493191563,0.479715298,-0.0130817391537583,0.468339558,0.019937725809186,0.469196814,0.22155984133536,0.516633392,0.229203521852388,0.479523264,0.349853007411967,0.609355943,0.228664285158082,0.509876356,0.244631509289901,0.505091362,0.378919274742295,0.58399757,0.333909393087682,0.532922112,-0.035067258803778,0.175642786,0.143372146370595,0.435148757,0.0832496451472702,0.382265981,0.332308055125927,0.572147443,0.0306449895159576,0.409347772,0.155173729111179,0.428068399,0.313561563294519,0.566473943,0.173067942492957,0.206467915278015,0.511810878,0.30817632559415,0.564847175,0.266744782580744,0.231856366195895,0.260075194197804,0.112627739524924,0.469842108815696,-0.022835852012179,-0.00633358749488015,0.0801820804740456,0.013767031858441
"124","NM1701PAR","3","423","16","5",10.3,5.9,7.25,0.8,6.75,-0.0344047358837449,0.487057649,-0.0299267940729845,0.470243067,0.012961838622642,0.480163262,0.225596170831774,0.51700829,0.235059971347985,0.454611897,0.343608267385676,0.599010834,0.235386249244851,0.499012383,0.256371472267945,0.504301081,0.354998382614657,0.556545031,0.275865616477996,0.482973153,-0.0334304507462424,0.185663866,0.088870559775431,0.420177814,0.085895856326697,0.377008654,0.314736127041699,0.564178745,0.00314821174517836,0.451640641,0.139147829773672,0.40750725,0.281623767882859,0.537189848,0.154297239317249,0.192600495636482,0.503066526,0.28151547466963,0.531262544,0.259195401941666,0.191322036441368,0.23569314474176,0.0858116110666089,0.462983099927875,-0.051024342957729,0.00783569603086409,0.0624677930972764,-0.0100877846374443
"125","NM1712PAR","2","424","16","4",9.05,4.8,6.85,0.6,5.8,-0.0986854061070451,0.485972619,-0.0634680111664112,0.46778296,-0.005123577255086,0.495903508,0.186836513246264,0.506159004,0.222121112794513,0.454049077,0.327842453885497,0.590164152,0.196651037712132,0.49215067,0.24477553336178,0.475498046,0.319337191867965,0.535707737,0.223803544667622,0.44809254,-0.0359237320202497,0.183801595,0.0719003545965459,0.434712522,0.0905740999221446,0.366347533,0.302754385233981,0.548256463,-0.0324007449148723,0.386534024,0.106715056553976,0.365918402,0.227301331529159,0.512495284,0.159318709913007,0.211206378830823,0.512907556,0.301940399101817,0.546535162,0.227739649278843,0.155651826257384,0.22268938503187,0.0643587082999567,0.397822515493582,-0.0245220955713039,-0.0543398150192092,0.0683512092229358,0.0133590116552453
"126","NUMEX_BILL_MELTON_CA_2019","2","425","16","3",10.3,6.15,7.45,0.9,6.6,-0.047156800415808,0.471978526,-0.0419162091188073,0.455568594,-0.00341437305740327,0.447568286,0.202480652179833,0.508376856,0.204659919900195,0.448679614,0.33744702920675,0.608121891,0.227805957675246,0.499870991,0.240078058019694,0.493220403,0.320805607888158,0.543141017,0.270557061435242,0.477008807,-0.0441337461001518,0.181095767,0.06585352638963,0.429431411,0.0747259306229273,0.36904561,0.303976649664122,0.554251517,0.00744857351521654,0.323083173,0.141186184915142,0.407160296,0.284724045318829,0.530043902,0.159679691130251,0.190696116214567,0.504242723,0.292408297936782,0.531495088,0.259195401941666,0.199428902392274,0.242195024596705,0.096538062449935,0.452694586596145,0.0163873887054174,-0.0165040767423208,0.0763731597841093,0.0384039993729722
"127","SW_9813","1","426","16","2",10.2,5.3,7.7,0.75,6.8,-0.0116668703486826,0.482368376,-0.0421126562142222,0.458989586,0.0251640026059408,0.448399458,0.2537150485509,0.538391934,0.231093367615502,0.457704293,0.348076583906979,0.610899396,0.287812529747418,0.527893841,0.262579885645351,0.48142299,0.349423297416198,0.548051574,0.233625793405466,0.447108077,-0.0372009840208708,0.22728027,0.11656909071952,0.438476486,0.0879817325687188,0.379979517,0.309006558503146,0.520950874,0.0115899304654541,0.417553605,0.143109816962383,0.411408217,0.268701802844513,0.529978872,0.169207927491655,0.20489827408587,0.494755509,0.306967455307008,0.516202022,0.25667894172864,0.171865558159195,0.250322374415386,0.0804483853749459,0.466412604371785,0.03554291590353,0.0186264906045422,0.0767686657689421,0.0345681726440586
"128","NM1702PAR","1","427","16","1",11.1,5.75,8.15,0.85,6.4,-0.0164462393608619,0.481220601,-0.0390718595109792,0.466019925,0.0458876364592407,0.492017331,0.262786137461787,0.544885448,0.190416046011612,0.460392536,0.368833509919338,0.621049385,0.286107507224005,0.535471825,0.283360749717108,0.500543455,0.361393240800959,0.547984841,0.261659590694285,0.47041942,-0.0812825624940516,0.330205799,0.0994305973744748,0.443978595,0.118966426438213,0.406397153,0.307295337787741,0.553876192,-0.000953117562547985,0.380259131,0.123058379901387,0.399584955,0.235350152974777,0.522354739,0.164850991670896,0.200486012210776,0.485271374,0.290653707719728,0.524899398,0.279327083645873,0.186457916870825,0.264951604089013,0.091174836758272,0.438976568820504,0.0919703880041079,0.0719428327068105,0.117505811939163,0.0970164727880552
"129","NUMEX_BILL_MELTON_CA_2019","1","428","17","1",10.65,4.8,6.9,0.55,6.4,-0.0494603075875587,0.485181504,-0.0519468867577525,0.465986611,0.0808153346028142,0.463512742,0.280690475226547,0.570891686,0.274974923298613,0.495083545,0.397953312696418,0.625983974,0.236743648654931,0.514009034,0.264255740030276,0.46950821,0.331420181747026,0.523689367,0.213873653463347,0.428324028,-0.124079514061737,0.412907814,0.0577582685526244,0.434395651,0.0806625898649742,0.369487175,0.310124114557236,0.542174658,0.000356464190063988,0.328397593,0.116569352034326,0.385202754,0.207693384981629,0.504899463,0.182618941947852,0.216319823870369,0.490599812,0.318317390179858,0.516648397,0.268003012687257,0.155651826257384,0.224314854995606,0.0589954826082936,0.438976568820504,0.137397409563335,0.122245685179915,0.110485277988728,0.0937497222006431
"130","NUMEX_BILL_MELTON_CA_2019","1","429","17","2",10.6,5.25,7.35,0.7,6.2,-0.0230520923325023,0.487709409,-0.0461404811227264,0.465321418,0.0294130925352281,0.436927264,0.262951507645521,0.549750514,0.287687777808702,0.487801274,0.378284895599134,0.621161165,0.25287065336881,0.514545533,0.260614939149382,0.485470886,0.342954501437424,0.540151808,0.229198405069392,0.445461033,-0.059177497722919,0.301128697,0.0674895792130394,0.436070758,0.0756578335905071,0.385496818,0.302373298546409,0.53862518,-0.00861740431200182,0.36460912,0.113123488411438,0.409609039,0.219489997703713,0.52497382,0.167577323709362,0.205700491301017,0.499785966,0.316991712256875,0.515968027,0.266744782580744,0.170244184969014,0.238944084669232,0.0750851596832828,0.425258551044863,0.125815283944634,0.143730545931181,0.115114277102393,0.0684026238526872
"131","NUMEX_BILL_MELTON_CA_2019","2","430","17","3",11.95,6.6,8.3,1.1,7.15,-0.0297141090668689,0.470657691,-0.024155181323097,0.457016164,0.0300614022110848,0.429447422,0.231583700609696,0.534796771,0.281235272775612,0.494202797,0.384204118401039,0.629475694,0.238670642943471,0.512222766,0.265076667770306,0.515555483,0.347168915771054,0.559732478,0.26483095950731,0.465504856,-0.0640412014442887,0.255229182,0.0630891380406414,0.42055239,0.0848698043745302,0.377981199,0.31994265936841,0.570997881,0.0164464159695834,0.314240874,0.138678975853898,0.401452087,0.279641101810026,0.531806065,0.171886466766496,0.197601233899772,0.506948215,0.308723334614123,0.541321422,0.300716995456593,0.214021261103903,0.269828013980222,0.117990965216587,0.490419135479157,0.0932944992232979,0.0384531501654364,0.0930999917991347,0.0522901478194424
