"","Harvest","Rep1","Rep2","Base","Spa(AR)","PEE","Model","Delta"
"56","YLD5","2","3",0.173493669094989,0.713433027019837,0.42624416173834,"RR",0.252750492643351
"57","YLD5","2","4",0.303211794161968,0.749945598922886,0.353291745547698,"AR",0.446733804760919
"58","YLD5","2","4",0.303211794161968,0.749945598922886,0.353291745547698,"RR",0.0500799513857305
"59","YLD5","3","4",0.587131996972934,0.777140091664414,0.565053985751548,"AR",0.19000809469148
"60","YLD5","3","4",0.587131996972934,0.777140091664414,0.565053985751548,"RR",-0.0220780112213854
"61","YLD6","1","2",0.209156750507151,0.451192599380641,0.386419342942991,"AR",0.24203584887349
"62","YLD6","1","2",0.209156750507151,0.451192599380641,0.386419342942991,"RR",0.17726259243584
"63","YLD6","1","3",0.307800801123116,0.253088043339121,0.429407003114615,"AR",-0.0547127577839954
"64","YLD6","1","3",0.307800801123116,0.253088043339121,0.429407003114615,"RR",0.121606201991499
"65","YLD6","1","4",0.162495002856541,0.247114066148736,0.303563497347704,"AR",0.0846190632921948
"66","YLD6","1","4",0.162495002856541,0.247114066148736,0.303563497347704,"RR",0.141068494491163
"67","YLD6","2","3",0.529359309276551,0.849472672494701,0.786118428169618,"AR",0.320113363218151
"68","YLD6","2","3",0.529359309276551,0.849472672494701,0.786118428169618,"RR",0.256759118893068
"69","YLD6","2","4",0.344567121806748,0.691363775220267,0.586655251585613,"AR",0.34679665341352
"70","YLD6","2","4",0.344567121806748,0.691363775220267,0.586655251585613,"RR",0.242088129778865
"71","YLD6","3","4",0.563223433805199,0.756995971111582,0.671934204020747,"AR",0.193772537306383
"72","YLD6","3","4",0.563223433805199,0.756995971111582,0.671934204020747,"RR",0.108710770215548
