"","Harvest","Rep1","Rep2","Base","Spa(AR)","PEE","Model","Delta"
"1","YLD1","1","2",0.0790413163747206,0.481191217280556,0.726436501721255,"AR",0.402149900905835
"2","YLD1","1","2",0.0790413163747206,0.481191217280556,0.726436501721255,"RR",0.647395185346535
"3","YLD1","1","3",-0.0529452972380263,-0.0455408080035333,0.819253953943061,"AR",0.00740448923449295
"4","YLD1","1","3",-0.0529452972380263,-0.0455408080035333,0.819253953943061,"RR",0.872199251181088
"5","YLD1","1","4",0.0990529866226832,0.152761704740578,0.704038090117708,"AR",0.0537087181178953
"6","YLD1","1","4",0.0990529866226832,0.152761704740578,0.704038090117708,"RR",0.604985103495025
"7","YLD1","2","3",-0.017552503229524,0.577235704271356,0.74114385852702,"AR",0.59478820750088
"8","YLD1","2","3",-0.017552503229524,0.577235704271356,0.74114385852702,"RR",0.758696361756544
"9","YLD1","2","4",0.273137321841896,0.745462552127273,0.833089124383532,"AR",0.472325230285377
"10","YLD1","2","4",0.273137321841896,0.745462552127273,0.833089124383532,"RR",0.559951802541636
"11","YLD1","3","4",0.629571201913801,0.653439149065115,0.828567669325024,"AR",0.0238679471513138
"12","YLD1","3","4",0.629571201913801,0.653439149065115,0.828567669325024,"RR",0.198996467411223
"13","YLD2","1","2",0.284284256291448,0.680162677773065,0.766777536165114,"AR",0.395878421481617
"14","YLD2","1","2",0.284284256291448,0.680162677773065,0.766777536165114,"RR",0.482493279873666
"15","YLD2","1","3",0.205802470810128,0.0693379235241504,0.793138771176526,"AR",-0.136464547285978
"16","YLD2","1","3",0.205802470810128,0.0693379235241504,0.793138771176526,"RR",0.587336300366398
"17","YLD2","1","4",0.350535144083315,0.460500074121307,0.870363075168933,"AR",0.109964930037993
"18","YLD2","1","4",0.350535144083315,0.460500074121307,0.870363075168933,"RR",0.519827931085618
"19","YLD2","2","3",-0.0350938945591087,0.512762232001585,0.902631686823305,"AR",0.547856126560693
"20","YLD2","2","3",-0.0350938945591087,0.512762232001585,0.902631686823305,"RR",0.937725581382414
"21","YLD2","2","4",0.282041001025994,0.764358901518952,0.894513085488422,"AR",0.482317900492958
"22","YLD2","2","4",0.282041001025994,0.764358901518952,0.894513085488422,"RR",0.612472084462429
"23","YLD2","3","4",0.485138223409794,0.570001797477431,0.88957844394073,"AR",0.0848635740676367
"24","YLD2","3","4",0.485138223409794,0.570001797477431,0.88957844394073,"RR",0.404440220530935
"25","YLD3","1","2",0.210383470739462,0.549657639370438,0.613496015365524,"AR",0.339274168630976
"26","YLD3","1","2",0.210383470739462,0.549657639370438,0.613496015365524,"RR",0.403112544626062
"27","YLD3","1","3",0.200372595081099,0.109170707535707,0.51399070868148,"AR",-0.0912018875453921
"28","YLD3","1","3",0.200372595081099,0.109170707535707,0.51399070868148,"RR",0.313618113600381
"29","YLD3","1","4",0.191835363832839,0.329518147096815,0.612190178681131,"AR",0.137682783263976
"30","YLD3","1","4",0.191835363832839,0.329518147096815,0.612190178681131,"RR",0.420354814848292
"31","YLD3","2","3",0.0742655513712957,0.665102781169775,0.6018860126563,"AR",0.59083722979848
"32","YLD3","2","3",0.0742655513712957,0.665102781169775,0.6018860126563,"RR",0.527620461285004
"33","YLD3","2","4",0.199548901889366,0.673619330049003,0.658078108045538,"AR",0.474070428159637
"34","YLD3","2","4",0.199548901889366,0.673619330049003,0.658078108045538,"RR",0.458529206156173
"35","YLD3","3","4",0.533393425568832,0.726677749182626,0.8830772432847,"AR",0.193284323613795
"36","YLD3","3","4",0.533393425568832,0.726677749182626,0.8830772432847,"RR",0.349683817715868
"37","YLD4","1","2",0.2448878311698,0.261744547635903,0.709581403571082,"AR",0.0168567164661031
"38","YLD4","1","2",0.2448878311698,0.261744547635903,0.709581403571082,"RR",0.464693572401281
"39","YLD4","1","3",0.097481048427793,0.0462764014788826,0.397130293287237,"AR",-0.0512046469489104
"40","YLD4","1","3",0.097481048427793,0.0462764014788826,0.397130293287237,"RR",0.299649244859444
"41","YLD4","1","4",0.204170737405857,0.217672688013425,0.541195288369274,"AR",0.0135019506075679
"42","YLD4","1","4",0.204170737405857,0.217672688013425,0.541195288369274,"RR",0.337024550963417
"43","YLD4","2","3",0.351792705404173,0.676486514326968,0.640009033057777,"AR",0.324693808922795
"44","YLD4","2","3",0.351792705404173,0.676486514326968,0.640009033057777,"RR",0.288216327653604
"45","YLD4","2","4",0.370025367375485,0.781891484408893,0.725506781600279,"AR",0.411866117033409
"46","YLD4","2","4",0.370025367375485,0.781891484408893,0.725506781600279,"RR",0.355481414224794
"47","YLD4","3","4",0.537037120818319,0.722559149131428,0.833607101788809,"AR",0.185522028313109
"48","YLD4","3","4",0.537037120818319,0.722559149131428,0.833607101788809,"RR",0.29656998097049
"49","YLD5","1","2",0.397228356633812,0.626822002351575,0.397818229269917,"AR",0.229593645717763
"50","YLD5","1","2",0.397228356633812,0.626822002351575,0.397818229269917,"RR",0.000589872636104993
"51","YLD5","1","3",0.305203917414556,0.161137311431865,0.387981652608606,"AR",-0.144066605982691
"52","YLD5","1","3",0.305203917414556,0.161137311431865,0.387981652608606,"RR",0.0827777351940497
"53","YLD5","1","4",0.464530979081666,0.442165312993826,0.438072231809693,"AR",-0.0223656660878393
"54","YLD5","1","4",0.464530979081666,0.442165312993826,0.438072231809693,"RR",-0.0264587472719725
"55","YLD5","2","3",0.173493669094989,0.713433027019837,0.42624416173834,"AR",0.539939357924848
