"Germplasm","GNDVI_62","GNDVI_76","GNDVI_90","GNDVI_96","GNDVI_104","GNDVI_114","yld1","GNDVI_124","GNDVI_130","GNDVI_138","GNDVI_144","GNDVI_150","yld2","GNDVI_166","GNDVI_174","GNDVI_180","yld3","GNDVI_188","GNDVI_194","GNDVI_200","GNDVI_206","yld4","GNDVI_216","GNDVI_222","GNDVI_228","GNDVI_236","GNDVI_240","yld5","GNDVI_264","GNDVI_270","GNDVI_278","GNDVI_284","GNDVI_292","yld6"
"NM1715PAR",-2.49524788302573,-2.47879009648056,-2.26379315914137,-2.52467012917007,-2.2501236107705,-2.46276041921468,-2.93632180051241,1.02848750318804,-2.15628222615822,-2.23927314552508,-2.50301507607224,-2.75096162814086,-2.75526180559186,-1.53557894545817,-2.56003363542413,-2.58100057675209,-2.54631980468963,0.687130369963122,-1.77095619796581,-1.98756826491077,-2.55695164787061,-2.52945701042544,-0.970238290996157,-1.81670607508867,-1.57017777240606,-1.82676717382974,-1.44554664516451,-2.14753739741664,-1.49797605596237,-1.56305034452155,-0.5832986118824,-0.132254118051441,0.280826727921556,-2.45849897287363
"NUMEX_BILL_MELTON_CA_2019",-0.462116377618717,-0.546779717598704,-0.24256509718174,-0.189841396581794,0.0144303707639054,0.1845958875801,0.273418483717702,-3.08237014950891,-1.10463985437116,-0.637661157651775,-0.479712106039003,-0.142590371959449,0.129533284040464,-1.72912500203938,-0.763494188383299,-0.721678762933856,-0.498401472638977,-1.70852712491084,-1.03884988220891,-0.64883674224995,-0.407787560611409,-0.251414179617394,-1.68758123550766,-0.975248325440899,-0.692670970301705,-0.50420733124508,-0.768843901654626,-0.254796766408483,-1.14288947718537,-0.897245500025633,-1.04147980151978,-0.336637663309834,-0.263391573809601,-0.0842394970879146
"SW_1011",1.00453565003422,0.765395261567749,0.772133243815154,0.442994245072642,0.735143484676139,0.314651852432296,0.947722987021559,-0.58182329502017,0.81398876519463,0.822645955291806,0.606897826847732,0.674167328278922,1.03518992804527,0.838564575241198,0.344283483571101,0.288966465518033,0.831952965813185,-0.447217300521191,0.498348174050014,0.515338991802876,0.118917849956852,0.669366708208024,-0.272918087455743,0.412477170860508,0.564785702605255,0.609208128833187,0.485367148231558,0.941739869824881,0.0229689348652774,-0.309526713282252,-0.156911722836034,-0.536175694596152,-1.17280341472008,0.245161248462353
"SW_8421S",0.742057259827231,0.767420079640003,0.670361571453061,0.545831876151399,0.458181876762173,0.34535364333469,0.132754458604189,-0.147178952131458,0.973971939438889,0.524119213616131,0.558965186436455,0.561999754045485,0.405737100512952,0.879124850826883,0.321343349580622,0.297486092752682,0.572085608411071,0.0195617418447705,1.08877869787697,0.899468116325266,0.68540293012926,0.430203421670759,0.839313046140233,0.962837629958205,0.753804032811988,0.808308367757243,0.736877109447881,0.629592428936453,0.550789712692795,0.342096514207344,-0.0834371117928872,-1.12205306566544,-1.31129371722336,0.155052190082379
"SW_8888",-0.250840968993688,0.11120435775798,0.120971957150326,0.310534784574538,0.383911140564457,0.371398912424631,0.237983530070578,-0.239080558079772,0.400735995409822,0.496863425542456,0.657133851377774,0.535734004608852,0.466898259195135,-0.392139600419482,0.276282069547244,0.227340293539266,0.524148452702614,-0.236675955288737,0.121144202060762,0.369876017556208,0.420202806437002,0.307263576790953,0.509738375867091,0.547899669731331,0.726016135828514,0.885500919095092,1.07263933651298,0.241488115475606,0.582858427594141,0.562213544185675,0.9333807163842,0.715754281403494,0.681329126658294,0.400840667157942
"SW_9720",0.369310733470513,-0.327694697003072,-0.524167963555659,-0.538590589511536,-0.716206988792877,-0.930817579270231,0.196981363840214,1.06539899395314,-0.209661954662925,-0.390423244058904,-0.544278123363956,-0.358624576584939,0.588259590048095,-0.295054766336874,-0.380434021656743,-0.912799886843589,0.0329870525636163,-1.03761050720975,-0.463613393388785,-0.826691631032837,-0.871583440830085,0.255355701615461,-0.84829890853454,-0.676436869026771,-0.571495503720002,-0.38741141395963,-0.828572063755662,0.0581607456002071,-0.816007065432434,-1.54028204474267,-1.22582681636548,-1.98611877813125,-2.21851694967059,-0.393362565135253
"SW_9812",0.565369385855785,0.66164893227885,0.617279744639732,0.75705890255145,0.841086863246283,1.02226922755038,0.872289832222779,0.99916513921252,0.564815477540425,0.579441380423922,0.579494771790731,0.422514846428853,0.680237632708057,0.828898490319404,1.54254414096654,1.00940951168764,1.18262321645475,1.29627664782292,0.709892648286688,0.783523689868485,0.84617590327296,0.930251058395419,0.76562742554944,0.860998560426079,0.876432244684011,1.09290701344577,1.18411623255513,0.684500128728147,0.858825778183518,0.92918100049561,1.12620907783004,1.20788167924882,0.786470977571833,0.933202847867521
"SW_9813",1.57715909361876,1.1528924671882,1.22469833611568,0.712686022672722,0.976249208333235,0.602496572687991,1.49274658834743,0.00680722243708888,0.87722238122496,0.844344877481327,0.628138922915877,0.803872773032715,1.47271479112092,0.630060332855597,0.354872513228908,0.70034764975788,1.30231750635402,-1.10121989745792,0.71638830894585,0.945271250565493,0.594988147485771,1.09131651366555,-0.196626444806401,0.507150027895838,0.877781952285477,0.80284666887312,0.459569876073901,1.28854954624283,0.503412391282838,0.297903425460779,1.20505598227743,1.25313882506103,0.625529240541454,1.17936161059329
"DONA_ANA",0.682875815695179,1.31955552796502,1.59662884123803,1.92412046150321,1.68835047006991,1.55353189754767,1.02744404042784,-1.01595822867523,1.43701685861782,1.32877300188004,1.37876847364662,1.06450971415748,0.883318256044249,0.82299037729551,1.12917226271329,1.13057817294331,1.20851718683405,0.107918257715844,1.43561743569309,1.50156687694794,1.2750174178369,1.18092850873388,1.01642384790848,1.4037003024839,1.4539959047466,1.09645438208371,0.974675762187097,0.844621388475737,1.6275013222657,1.40302312391378,0.587972393738088,0.123051014700931,-0.810967561939026,1.0380411542959
"AFX_779",-0.153778189450217,0.124422764283084,0.301022797437369,0.352070860181328,0.753097959772235,1.11443710496663,-0.00666408119654116,1.49986290096752,0.0766768269349743,0.16344578641015,0.166334016691233,-0.00875784991903824,-0.179206548760497,-0.435514695673859,0.0463554631445854,0.0282053141139913,-0.266530419075423,1.06565518722112,0.172846607873502,0.263835624463332,0.305745741743477,-0.372606087750921,-0.31527390340234,-0.00248246137528665,0.225683984898574,0.189502146047736,0.216214945488182,-0.183208010371632,0.551839440157959,0.391736077682707,1.83212519994092,2.35679243282489,2.29908402312334,0.397433923031989
