"Germplasm","Rep","Plot","Row","Range","NDRE_62","NDRE_76","NDRE_90","NDRE_96","NDRE_104","NDRE_110","NDRE_114","NDRE_124","NDRE_130","NDRE_138","NDRE_144","NDRE_150","NDRE_160","NDRE_166","NDRE_174","NDRE_180","NDRE_188","NDRE_194","NDRE_200","NDRE_206","NDRE_216","NDRE_222","NDRE_228","NDRE_236","NDRE_240","NDRE_250","NDRE_256","NDRE_264","NDRE_270","NDRE_278","NDRE_284","NDRE_292"
"SW_1011",1,300,1,1,0.5034717,0.479916,0.360062679,0.415700049,0.370661184,0.419071383,0.475652184,0.424529596,0.404290119,0.406825066,0.432582734,0.394316797,0.479301709,0.442945221,0.313887796,0.382922937,0.442421921,0.436322859,0.460799876,0.444141375,0.383896989,0.455376082,0.535300866,0.438040531,0.445772839,0.444697234,0.243045026,0.311948285,0.419268614,0.362492763,0.271876497,0.339382888
"SW_8421S",1,301,1,2,0.469129826,0.445244163,0.331640021,0.430506418,0.390211568,0.401306684,0.470182006,0.424012866,0.436768318,0.436699422,0.49664329,0.427374193,0.240775686,0.424704953,0.344346312,0.42589046,0.421801508,0.402740886,0.486214233,0.41981496,0.319785673,0.341985743,0.513248543,0.397741922,0.466878958,0.452915524,0.290311496,0.339715801,0.442110645,0.373058528,0.27206797,0.31915451
"NM1715PAR",2,302,1,3,0.48256198,0.456139291,0.327215892,0.417904292,0.329636408,0.411998638,0.446615684,0.301697125,0.427234429,0.364171666,0.477948957,0.404887191,0.174138819,0.441144165,0.28435756,0.392225652,0.431159425,0.424775974,0.456234561,0.425153221,0.249219783,0.353101621,0.491282759,0.412618604,0.471907205,0.456895236,0.246314497,0.29076009,0.415741808,0.380158665,0.312885577,0.364677026
"NM170506PAR",2,303,1,4,0.480472937,0.470896088,0.323284059,0.410604665,0.3634989,0.405787967,0.462414088,0.271876247,0.441399719,0.353842614,0.493912992,0.397302823,0.20073978,0.438043903,0.267637494,0.419251944,0.395958645,0.399839016,0.486115937,0.419734025,0.266666667,0.344927099,0.4896971,0.390914683,0.462657089,0.452791841,0.26304602,0.314787327,0.42773006,0.393331762,0.296129215,0.330131084
"SW_9813",3,304,1,5,0.494585694,0.493693428,0.329344875,0.422642739,0.344496233,0.383748933,0.435362762,0.28769096,0.41185628,0.371699781,0.449087967,0.296610345,0.202496757,0.446886571,0.274921017,0.381629279,0.367277413,0.364061157,0.495157146,0.363124747,0.31763719,0.260643099,0.511275056,0.345290719,0.437077945,0.463938089,0.257437826,0.301892195,0.408080479,0.394396588,0.278697711,0.304223791
"DONA_ANA",3,305,1,6,0.473089891,0.471777744,0.343836505,0.421406321,0.377070445,0.387703979,0.456972668,0.270266772,0.421330121,0.351254523,0.478561302,0.363039061,0.307186905,0.442399617,0.276144908,0.421710868,0.425359613,0.413407774,0.500068945,0.411077931,0.43232892,0.340535695,0.508337019,0.392237607,0.441475357,0.462664658,0.27478405,0.319776455,0.407782465,0.396314881,0.29681399,0.333508954
"NM1712PAR",4,306,1,7,0.478622771,0.460032562,0.361216976,0.438830168,0.351931319,0.397145891,0.442725746,0.299154751,0.42745744,0.360537404,0.477872517,0.410941501,0.383230526,0.430801237,0.311134851,0.420724179,0.438537168,0.42942765,0.455309096,0.434605452,0.367804964,0.409442498,0.525630217,0.417190476,0.47873119,0.444475049,0.242048644,0.282177653,0.415731407,0.373535902,0.319086404,0.373761804
"NM1704PAR",4,307,1,8,0.45717085,0.446666165,0.359098965,0.426658203,0.369537447,0.38724978,0.44048608,0.456237617,0.411332354,0.409580141,0.458375857,0.402884148,0.496301006,0.427266034,0.293242836,0.409950359,0.433867482,0.422113581,0.464761629,0.40882077,0.377744446,0.504957345,0.558989062,0.458592943,0.483811004,0.455351616,0.252758375,0.274349584,0.406735458,0.370990314,0.307059246,0.369753296
"NUMEX_BILL_MELTON_CA_2019",4,308,2,8,0.456674761,0.447223406,0.391152625,0.418559216,0.378323295,0.38713743,0.445237358,0.55286171,0.394776496,0.394056237,0.440078596,0.392427276,0.482233883,0.430656904,0.310735154,0.392591091,0.43131644,0.426850948,0.467139233,0.409432182,0.345594473,0.488842545,0.554436287,0.458414985,0.483815929,0.452883951,0.257041661,0.263987564,0.404508127,0.338297541,0.293066826,0.326119095
"NUMEX_BILL_MELTON_CA_2019",4,309,2,7,0.468775555,0.449957543,0.368613471,0.417449406,0.392418543,0.384048108,0.458283802,0.269229102,0.43476306,0.358785992,0.480991248,0.409491884,0.411788442,0.422162232,0.333360846,0.408284632,0.428653595,0.411304244,0.463829892,0.408918496,0.409597788,0.32522359,0.50026636,0.398195536,0.502979739,0.462282389,0.260167041,0.290085451,0.428365347,0.318338274,0.27824987,0.319678563
"NUMEX_BILL_MELTON_CA_2019",3,310,2,6,0.464363552,0.449931067,0.362895247,0.422332175,0.370918795,0.371967821,0.449886094,0.280679196,0.411239653,0.325313936,0.459422961,0.345824871,0.393154162,0.434037887,0.325896332,0.388882772,0.422504977,0.411645055,0.467714231,0.408534093,0.430657133,0.314312784,0.504431861,0.386416204,0.478946855,0.465325945,0.242448064,0.282590492,0.402694712,0.304093297,0.268534418,0.312859595
"NUMEX_BILL_MELTON_CA_2019",3,311,2,5,0.477947779,0.464025731,0.336191384,0.411925204,0.349352246,0.372457247,0.424828795,0.27256711,0.397321631,0.31729641,0.433758952,0.302171367,0.277917275,0.427904268,0.280958659,0.358243682,0.408569744,0.413008488,0.484797126,0.393772762,0.416688639,0.216129673,0.506450204,0.311963469,0.441569908,0.458694295,0.254204402,0.302397765,0.405285783,0.304395542,0.265684965,0.283521666
"NUMEX_BILL_MELTON_CA_2019",2,312,2,4,0.484216504,0.471337613,0.308937004,0.398113848,0.340971431,0.393046607,0.435008287,0.316765012,0.411841456,0.299764684,0.461912628,0.370375285,0.263769525,0.413932073,0.285351098,0.378839705,0.416769239,0.415254544,0.468684577,0.40512563,0.371556151,0.314062603,0.493208315,0.379335229,0.424020558,0.445679847,0.257927905,0.307361681,0.418242004,0.304913507,0.257064612,0.293030412
"NUMEX_BILL_MELTON_CA_2019",2,313,2,3,0.476923141,0.45540646,0.333940477,0.393363941,0.327048162,0.422189966,0.441078064,0.391031655,0.417901328,0.315702697,0.462119886,0.374603193,0.223339145,0.410684126,0.295249728,0.333440245,0.413239012,0.409007496,0.46290308,0.405375677,0.367499953,0.305566616,0.492577839,0.374330107,0.435768504,0.466169587,0.285271845,0.313785573,0.428772029,0.302950809,0.258854456,0.282664982
"NUMEX_BILL_MELTON_CA_2019",1,314,2,2,0.478032028,0.450116009,0.326221918,0.419735292,0.367535219,0.432446005,0.449509475,0.429785307,0.418178105,0.410952422,0.476386681,0.408727967,0.280293538,0.420824936,0.318677298,0.404390726,0.4178685,0.405470103,0.470499884,0.412122555,0.368819619,0.296448995,0.5082528,0.396695639,0.424353208,0.467730522,0.285601011,0.325068856,0.441429811,0.286624417,0.272531021,0.314154975
"NUMEX_BILL_MELTON_CA_2019",1,315,2,1,0.496774248,0.473187014,0.398504881,0.453580227,0.403156982,0.462967284,0.469239705,0.397715553,0.417791739,0.385038485,0.432483702,0.402926052,0.498617175,0.452778299,0.321753091,0.383534028,0.430633159,0.434495508,0.459205482,0.435103006,0.420559187,0.441922406,0.545750245,0.428048867,0.442079484,0.447557507,0.231168564,0.347144083,0.426932136,0.319784588,0.272314875,0.349086676
"NM1703PAR",1,316,3,1,0.494968061,0.47888554,0.418975572,0.463840416,0.428102523,0.456390308,0.471611158,0.387447179,0.409634659,0.398788338,0.426709316,0.427918602,0.498544082,0.450709144,0.366785647,0.368444311,0.426120092,0.429761718,0.475297151,0.433620645,0.463278281,0.462312039,0.554058283,0.44351238,0.431825505,0.449535905,0.32457052,0.357694743,0.438825187,0.318026731,0.27614362,0.358967494
"AFX_779",1,317,3,2,0.46909366,0.447656463,0.338103239,0.424110428,0.409306262,0.44752668,0.451679982,0.410506773,0.410635224,0.419690811,0.446999168,0.406427332,0.257332151,0.415329103,0.313358349,0.388206959,0.422109091,0.387175577,0.489219626,0.401386342,0.404316931,0.277043942,0.508413966,0.285065576,0.409972621,0.447268805,0.282065459,0.346969368,0.449647923,0.375167698,0.328887794,0.354765991
"NM1703PAR",2,318,3,3,0.470923938,0.439511868,0.352748823,0.419797366,0.394766112,0.427749463,0.451364278,0.489803238,0.413070394,0.321090026,0.46752663,0.405686507,0.197902355,0.407340803,0.293876311,0.328211124,0.413044947,0.403066167,0.460831984,0.402352205,0.399505279,0.303940258,0.475538526,0.150025739,0.391696738,0.445911595,0.275567911,0.319918033,0.443917549,0.34016713,0.306313124,0.331668614
"SW_9720",2,319,3,4,0.480741365,0.456039831,0.338638007,0.414086447,0.391012531,0.387406587,0.430404097,0.421295654,0.417679898,0.295446575,0.440893824,0.388188551,0.237826734,0.407626184,0.301363536,0.323334779,0.417682913,0.390180591,0.467818632,0.394780552,0.405861237,0.307129451,0.451968823,0.134029756,0.240050035,0.473459142,0.257078324,0.303990997,0.421110253,0.298205173,0.274600951,0.290393756
"SW_1011",3,320,3,5,0.478397941,0.462920315,0.343880567,0.410943052,0.389134072,0.403570165,0.417625794,0.398141349,0.399288456,0.295353672,0.421739123,0.355922867,0.267371219,0.409866947,0.306581465,0.324344459,0.412408849,0.405360143,0.475655151,0.399271604,0.409423643,0.266261851,0.503832326,0.133718166,0.465068209,0.453098246,0.268487713,0.311172274,0.39672462,0.318801123,0.268195654,0.263942837
"NM1715PAR",3,321,3,6,0.491917878,0.46634221,0.381403472,0.419972798,0.395492593,0.38875978,0.435403888,0.389625952,0.414424872,0.329346369,0.431345679,0.371454426,0.309828908,0.427442973,0.327226943,0.382145585,0.440227757,0.438593001,0.451927494,0.41701593,0.413434389,0.231519294,0.49180595,0.331887413,0.484581881,0.468950863,0.258818666,0.27743286,0.398945195,0.347600137,0.294407678,0.343662284
"AMERISTAND_803T",4,322,3,7,0.458427026,0.448726075,0.399890463,0.423893522,0.408659532,0.388564743,0.440696189,0.387203302,0.423779553,0.351834727,0.452904878,0.414250977,0.328889944,0.410632372,0.321523204,0.396542761,0.424345098,0.39961917,0.482893073,0.403238973,0.410331448,0.220385226,0.500045849,0.279269006,0.492562756,0.471494701,0.386375195,0.316301213,0.42815864,0.346088304,0.287959115,0.307331556
"NUMEX_BILL_MELTON_CA_2019",4,323,3,8,0.461990311,0.440702201,0.373017782,0.421677827,0.389682843,0.395430854,0.419026864,0.534680108,0.385057769,0.359418612,0.423096104,0.376979931,0.394039254,0.436435825,0.340794798,0.394899143,0.432919709,0.441054753,0.478111098,0.418716459,0.287468514,0.48034849,0.519089612,0.458201284,0.51523067,0.472297073,0.394335841,0.282469927,0.373747845,0.316329359,0.268960918,0.310797128
"AFX_779",4,324,4,8,0.473139261,0.437252196,0.365741618,0.43713795,0.437184203,0.378859799,0.429223223,0.51798812,0.392866697,0.349644762,0.43089226,0.409284825,0.369543746,0.435505533,0.351674024,0.404567406,0.429377979,0.417003221,0.456187088,0.428373064,0.346698695,0.458270488,0.461237841,0.442126011,0.48637359,0.456782333,0.288272691,0.288434424,0.390442693,0.385854903,0.329997507,0.344376194
"NM1702PAR",4,325,4,7,0.454218308,0.441785234,0.384906889,0.43073301,0.413136623,0.370828326,0.423892462,0.434035289,0.399723963,0.303555219,0.450262262,0.407624296,0.252663783,0.395006047,0.342310004,0.334555441,0.427216624,0.390545148,0.439629551,0.408964242,0.397633093,0.220721538,0.328470175,0.158864366,0.475268109,0.462548853,0.257183405,0.28550145,0.416805589,0.336692339,0.285066352,0.314433117
"NUMEX_BILL_MELTON_CA_2019",3,326,4,6,0.452242005,0.435574568,0.363678287,0.41770086,0.374068738,0.37485799,0.447957595,0.469658903,0.396860381,0.319566359,0.417883735,0.381727418,0.243941085,0.419215666,0.322019813,0.33370295,0.42457917,0.398380269,0.458323989,0.401808115,0.393403348,0.236910778,0.48190201,0.242417121,0.463065347,0.45639953,0.253535261,0.293603799,0.400465628,0.325425878,0.269007609,0.279994196
"AFX_149092",3,327,4,5,0.484109958,0.459285816,0.35975371,0.436127869,0.398452245,0.361650906,0.458861253,0.447052554,0.428805834,0.318508974,0.443644583,0.422507524,0.214082005,0.41063307,0.31028807,0.340218691,0.410734912,0.376506925,0.451060959,0.408026514,0.407521181,0.254633953,0.421025785,0.185246916,0.445975316,0.448528773,0.282525544,0.326639897,0.432772115,0.390093505,0.331032612,0.327458894
"AFX_149092",2,328,4,4,0.479016043,0.461821377,0.33859359,0.424987452,0.393076205,0.366238034,0.453218616,0.495775666,0.410465585,0.295098945,0.443814763,0.412729887,0.196284899,0.40222092,0.283328183,0.321431609,0.405838146,0.36296215,0.450492264,0.392352941,0.397310392,0.273894939,0.231915987,0.203815392,0.173518809,0.455264605,0.275413963,0.322672618,0.425165778,0.358477178,0.30716301,0.284789526
"NUMEX_BILL_MELTON_FG2011",2,329,4,3,0.471781902,0.450408873,0.343265992,0.419639993,0.391073278,0.416825853,0.454230084,0.472646101,0.385078279,0.28942927,0.436059448,0.370504504,0.129110352,0.42678552,0.289466684,0.297455133,0.427161636,0.408114371,0.447972689,0.412759997,0.409014022,0.273725009,0.253092815,0.20515717,0.350814882,0.468845685,0.258473166,0.290603876,0.401080882,0.301168864,0.270664453,0.230616018
"NM1704PAR",1,330,4,2,0.472630594,0.452406767,0.345190057,0.434068997,0.399056601,0.428013742,0.465782437,0.442012851,0.401723591,0.306879049,0.449799749,0.391382323,0.175646224,0.419258456,0.279166713,0.322866549,0.415487984,0.383328241,0.459168449,0.404466946,0.401523006,0.252916138,0.441578063,0.21753701,0.398268673,0.464028101,0.264725322,0.322065473,0.452505897,0.342088682,0.31001804,0.262695271
"TMA_990",1,331,4,1,0.500491811,0.499019733,0.367768142,0.456489255,0.369378933,0.453173592,0.452914816,0.400596098,0.385671018,0.369048844,0.4144624,0.395510285,0.486202359,0.441204789,0.321558656,0.350430569,0.413785018,0.402610077,0.474794841,0.419475311,0.45710761,0.446992966,0.557203734,0.453136739,0.440220942,0.460004709,0.271949007,0.299016365,0.407092407,0.313241067,0.231865174,0.219896752
"NUMEX_BILL_MELTON_CA_2019",1,332,5,1,0.494725745,0.475818008,0.346836122,0.454831595,0.370884616,0.418914969,0.445220983,0.41053776,0.395696746,0.33120255,0.42414456,0.392396951,0.40156939,0.460585457,0.307459807,0.347966738,0.427249707,0.417721122,0.464760841,0.426086611,0.429742472,0.485192864,0.566958432,0.449057108,0.450732103,0.452291354,0.242914813,0.28129997,0.420272133,0.332946985,0.287329049,0.240610377
"NUMEX_BILL_MELTON_CA_2019",1,333,5,2,0.480625679,0.44618618,0.337242338,0.429191042,0.368405482,0.412119138,0.441034465,0.485008792,0.407491664,0.296967496,0.455136697,0.399333494,0.174912473,0.429347589,0.276068131,0.330865886,0.418691519,0.403221267,0.445266658,0.416266317,0.385427816,0.23297369,0.464355367,0.199033791,0.400872773,0.458526179,0.273257052,0.311548913,0.429378444,0.341366307,0.308013908,0.217263856
"NUMEX_BILL_MELTON_CA_2019",2,334,5,3,0.459485876,0.447465003,0.34656396,0.426312514,0.375354294,0.38675161,0.450958747,0.468122343,0.397756986,0.309802643,0.458278547,0.387928146,0.156960975,0.429447462,0.290318685,0.324366147,0.424058467,0.409201291,0.432998066,0.414487179,0.398225425,0.220621786,0.232389012,0.186671725,0.383026676,0.456324086,0.251944419,0.309105249,0.425953803,0.307092805,0.293143719,0.213899068
"NUMEX_BILL_MELTON_CA_2019",2,335,5,4,0.466523561,0.446176877,0.332315116,0.42226266,0.373853131,0.36469719,0.445855146,0.520098616,0.403287865,0.309496563,0.441228115,0.391884939,0.171350527,0.422064241,0.294924306,0.317353652,0.424623377,0.397091243,0.43810104,0.410375602,0.396417891,0.234698611,0.187272666,0.210127804,0.204032471,0.453200452,0.246544423,0.306526284,0.422244553,0.333197126,0.299019566,0.23866441
"NUMEX_BILL_MELTON_CA_2019",3,336,5,5,0.448323218,0.430399512,0.355529366,0.431569706,0.397173408,0.364617399,0.45745836,0.501089026,0.405790028,0.328297319,0.440121847,0.413087991,0.217554932,0.428425904,0.334161113,0.323934433,0.424625641,0.400032365,0.444458627,0.422227823,0.384214848,0.235020207,0.38622489,0.202384089,0.445782717,0.460568741,0.280582503,0.313544862,0.429505026,0.341183441,0.293796046,0.297820537
"NUMEX_BILL_MELTON_CA_2019",3,337,5,6,0.443977603,0.434171028,0.367512261,0.429168305,0.38222554,0.366414027,0.443121949,0.461251946,0.399004408,0.328718742,0.431817348,0.393469921,0.259019071,0.436876806,0.313497774,0.344346677,0.433154461,0.414403938,0.44639239,0.4210532,0.377098114,0.258832343,0.458864615,0.25686719,0.454101434,0.452093924,0.260449592,0.304777409,0.418015118,0.328064392,0.279451606,0.27852937
"NUMEX_BILL_MELTON_CA_2019",4,338,5,7,0.442273084,0.432893034,0.381688552,0.431300358,0.413089029,0.370392898,0.457078188,0.451122431,0.402315073,0.342799359,0.45801937,0.427419568,0.243364424,0.415987618,0.360126595,0.37408532,0.438138361,0.402223083,0.437739287,0.410548689,0.390583208,0.233911144,0.256316871,0.168132677,0.482394741,0.458815863,0.277654432,0.299431029,0.429527756,0.345622734,0.275902844,0.29270595
"NUMEX_BILL_MELTON_CA_2019",4,339,5,8,0.452778864,0.433793445,0.387404476,0.430219973,0.42115034,0.385735117,0.43507693,0.485035764,0.391928302,0.333397886,0.43672717,0.385398681,0.421158989,0.434465064,0.376840772,0.37903979,0.433454138,0.41807476,0.440500026,0.434943899,0.381322086,0.477245367,0.428038878,0.435013062,0.506649478,0.487316194,0.358045555,0.273471809,0.389328341,0.332807245,0.29178921,0.323997557
"AFX_149092",4,340,6,8,0.448691306,0.436390716,0.459836615,0.427459018,0.431152578,0.392846906,0.42118593,0.511167891,0.407889112,0.331225829,0.436933137,0.397084175,0.439367146,0.415603014,0.369468602,0.388207334,0.437550089,0.415998809,0.44393327,0.438709195,0.384512783,0.484490828,0.465586712,0.42622409,0.505311666,0.481366728,0.472646566,0.286509728,0.407426722,0.36210301,0.302057788,0.330404364
"NM1713PAR",4,341,6,7,0.475554493,0.474873343,0.450183904,0.423246464,0.440022163,0.406164083,0.412769487,0.467673081,0.403654351,0.349482812,0.410576321,0.389861442,0.310811959,0.430865666,0.373033907,0.337182843,0.440118564,0.435486547,0.462395056,0.433951921,0.405392809,0.31503969,0.299060991,0.159635471,0.486110501,0.480136729,0.380826105,0.270241611,0.395861337,0.344050213,0.289089319,0.325580563
"NUMEX_BILL_MELTON_FG2011",3,342,6,6,0.464199476,0.460766891,0.419336743,0.431279545,0.387873753,0.404016339,0.410905099,0.416645262,0.407793034,0.341242883,0.406545919,0.358933281,0.313773528,0.445565665,0.324316669,0.321541379,0.424702215,0.435108265,0.455024879,0.429224515,0.384495652,0.316133132,0.470330807,0.296708373,0.485460847,0.462859365,0.273468615,0.287395094,0.406997473,0.312035817,0.272109544,0.29102838
"SW_8888",3,343,6,5,0.474469853,0.46741734,0.388684237,0.432476126,0.406909601,0.408433044,0.432184695,0.477694775,0.410226703,0.353140805,0.420327447,0.40716131,0.315868535,0.438784093,0.348313206,0.333925686,0.426248152,0.414391083,0.446520071,0.427870728,0.390462544,0.223578086,0.434910853,0.184082246,0.469193224,0.471301838,0.246750754,0.262194438,0.393111558,0.329024486,0.261048878,0.275831645
"NM1705PAR",2,344,6,4,0.463273398,0.4450733,0.392787364,0.432440204,0.393848611,0.383438839,0.452320449,0.522897669,0.41894374,0.322937296,0.440166226,0.408655728,0.22863346,0.423488985,0.312178935,0.350099362,0.419673203,0.388296649,0.437762411,0.418207652,0.382906914,0.230935684,0.292227431,0.187268558,0.402624361,0.460549079,0.251968761,0.308670044,0.431779444,0.356632562,0.312380614,0.280054653
"DONA_ANA",2,345,6,3,0.475030005,0.454413186,0.387553298,0.432133308,0.386328549,0.40563005,0.436011333,0.556699864,0.413320911,0.318482349,0.439821539,0.410453396,0.173236241,0.424266854,0.285260973,0.341011711,0.42481267,0.414617924,0.444704464,0.41572873,0.392169897,0.211499299,0.39025721,0.154802224,0.40576507,0.453367561,0.259649756,0.319872396,0.444312985,0.381346947,0.328691332,0.231999259
"AFX_149092",1,346,6,2,0.483640558,0.466588718,0.379013653,0.438600747,0.391528623,0.431239066,0.44552591,0.510227173,0.438180781,0.307211319,0.468732144,0.442215616,0.23120583,0.421463362,0.294136409,0.333553732,0.42001086,0.403802234,0.440257735,0.420313247,0.370686368,0.22848856,0.50396583,0.177870641,0.43795222,0.455617678,0.255212025,0.309363508,0.440668787,0.382625045,0.332638757,0.261697638
"DONA_ANA",1,347,6,1,0.487195554,0.483972218,0.350279727,0.450732127,0.386157626,0.426712137,0.452981674,0.382589724,0.420644285,0.351706266,0.452541871,0.425628976,0.438016817,0.446416122,0.311785922,0.360738706,0.416286471,0.417473121,0.454917655,0.429386749,0.386328511,0.471279487,0.542748433,0.435652976,0.472099966,0.446870545,0.255958324,0.319277295,0.430843451,0.38914148,0.319091981,0.25130473
"NM170506PAR",1,348,7,1,0.487686778,0.473289075,0.340203555,0.447487491,0.372505406,0.432449683,0.489286998,0.459536233,0.445687081,0.359247605,0.495647405,0.429043134,0.466346604,0.439927063,0.301734036,0.364611857,0.415700955,0.403726275,0.434815642,0.43887448,0.37453733,0.490341439,0.53223608,0.433256115,0.487085043,0.44787568,0.263594861,0.300241601,0.442907715,0.362426165,0.313387064,0.28957327
"NUMEX_BILL_MELTON_CA_2019",1,349,7,2,0.472885142,0.459758251,0.370731129,0.439165251,0.383804038,0.439202695,0.473739094,0.466549803,0.413498993,0.319278128,0.474529641,0.416282535,0.394368276,0.42928806,0.311709402,0.349712047,0.419879806,0.413988425,0.427993673,0.431147224,0.385613499,0.212844149,0.508748603,0.187901771,0.471584781,0.45282901,0.249216706,0.28764477,0.42311899,0.333120227,0.284560833,0.26349422
"SW_8421S",2,350,7,3,0.504020026,0.478978572,0.373488136,0.431102205,0.368312292,0.428229465,0.447488719,0.435955235,0.406030036,0.298775778,0.437604957,0.397295483,0.279954826,0.415046469,0.287109145,0.339687809,0.418820066,0.395620352,0.44012871,0.414178531,0.397899321,0.198297409,0.420674475,0.209342038,0.436110032,0.4667596,0.267830602,0.30511902,0.418565747,0.363830454,0.295468444,0.239516577
"NM1713PAR",2,351,7,4,0.484137821,0.474678512,0.407355441,0.424997635,0.391087816,0.415985077,0.440992413,0.539483932,0.413000266,0.317575774,0.414524221,0.396570954,0.347583734,0.430538358,0.316851525,0.345128068,0.43974101,0.408044071,0.438558152,0.431462648,0.419117836,0.188269884,0.30833378,0.186268287,0.453407494,0.472199101,0.259673295,0.27942359,0.381859176,0.341220622,0.286314868,0.307554702
"SW_9720",3,352,7,5,0.471007305,0.465270214,0.381706071,0.433824069,0.373620717,0.413577671,0.458586519,0.479523444,0.420961571,0.333504159,0.415847835,0.402399916,0.418966211,0.421189751,0.350880313,0.329065387,0.42665974,0.404329412,0.432163639,0.421420005,0.406440045,0.194834338,0.452238243,0.202177598,0.470331357,0.493772435,0.253297104,0.266553559,0.405788915,0.328841501,0.279173721,0.288716329
"AMERISTAND_803T",3,353,7,6,0.463129621,0.455148631,0.386489425,0.42232589,0.363544936,0.408522854,0.452140288,0.375607239,0.409159146,0.335575648,0.401999603,0.39062478,0.369375906,0.419662917,0.315422602,0.362165438,0.425753196,0.402127998,0.448718221,0.427341537,0.387944005,0.250041779,0.456100582,0.306786387,0.471184844,0.460195764,0.257972546,0.29289826,0.408180571,0.344792401,0.285314297,0.280842994
"TMA_990",4,354,7,7,0.498792996,0.454748842,0.383073957,0.419869558,0.381340401,0.409514506,0.449286364,0.512591327,0.404471804,0.31962469,0.415828554,0.395527755,0.397562136,0.397247705,0.347553155,0.356960988,0.435387029,0.384984066,0.435670387,0.418104514,0.40110313,0.270659544,0.308631698,0.189366783,0.481364574,0.468300514,0.338299759,0.310304188,0.413453684,0.329580765,0.245302565,0.228758114
"NUMEX_BILL_MELTON_FG2011",4,355,7,8,0.451432058,0.454476706,0.444948775,0.433932439,0.422987533,0.386268274,0.435097769,0.492656857,0.400551324,0.352172744,0.411200387,0.371627769,0.519003967,0.436519998,0.418685208,0.371569925,0.449380157,0.439169804,0.466371584,0.445828275,0.418857089,0.510532631,0.492917835,0.426954791,0.509196302,0.507819955,0.447056913,0.271113909,0.391666131,0.320776376,0.271389068,0.314395672
"NUMEX_BILL_MELTON_CA_2019",4,356,8,8,0.450716614,0.448430564,0.442299712,0.421267965,0.376964119,0.428047918,0.431084373,0.500599778,0.404371372,0.321702715,0.405598808,0.360881276,0.521802222,0.429336714,0.386751764,0.368883034,0.456654749,0.434616955,0.460601512,0.448782511,0.371042027,0.444386356,0.499561558,0.437409219,0.46977795,0.474147989,0.444018749,0.293300526,0.381543669,0.321404978,0.262482139,0.291019961
"NUMEX_BILL_MELTON_CA_2019",4,357,8,7,0.474526077,0.469818942,0.420051654,0.415259147,0.343418925,0.418862004,0.424312798,0.501444213,0.407792471,0.327850057,0.404865077,0.349683858,0.408320688,0.434445687,0.347974312,0.329404822,0.4409272,0.43264691,0.454556253,0.430232713,0.450919688,0.188301547,0.346602716,0.171798947,0.460468306,0.467903678,0.311588878,0.284271382,0.38363027,0.290117697,0.260442856,0.268951475
"NUMEX_BILL_MELTON_CA_2019",3,358,8,6,0.468957926,0.456655537,0.381040177,0.418852169,0.33826009,0.425351488,0.432409179,0.411398269,0.411726988,0.297436994,0.39765027,0.357024657,0.38090324,0.438917846,0.325975426,0.323729386,0.433021016,0.415775666,0.454312189,0.426246367,0.457900304,0.207274672,0.471676446,0.340428061,0.447129503,0.469103318,0.265418522,0.295156493,0.396471552,0.319825543,0.285518419,0.293096254
"NUMEX_BILL_MELTON_CA_2019",3,359,8,5,0.474331802,0.462463975,0.376653917,0.427670121,0.370213281,0.415253129,0.456774928,0.503193282,0.426374041,0.338911533,0.416369528,0.382963399,0.435451794,0.438434893,0.350843937,0.338092934,0.429126596,0.427612609,0.445820568,0.426267248,0.447454891,0.242464631,0.451248539,0.15984099,0.445823596,0.462178779,0.264055356,0.286379225,0.390570359,0.341236215,0.28751089,0.30214567
"NUMEX_BILL_MELTON_CA_2019",2,360,8,4,0.48300388,0.448811828,0.395220008,0.418089933,0.369269075,0.419978461,0.465190449,0.592205765,0.413362194,0.311107081,0.409846831,0.363590042,0.387819344,0.43670207,0.322953652,0.355274076,0.430178783,0.403501309,0.434929893,0.421218776,0.451714243,0.240296891,0.272174686,0.153672376,0.43815451,0.466791029,0.278098197,0.28662871,0.392835609,0.338661821,0.304274011,0.304118446
"NUMEX_BILL_MELTON_CA_2019",2,361,8,3,0.515221236,0.459866339,0.33863429,0.421344225,0.360669742,0.426953477,0.445309153,0.554364791,0.391990978,0.284443611,0.415998749,0.368931086,0.331958891,0.431563745,0.295171437,0.361972531,0.424529537,0.409938744,0.458390163,0.420162712,0.448742156,0.229128205,0.42442019,0.291377449,0.429221485,0.471514848,0.278934013,0.309110208,0.400864758,0.321943008,0.276944202,0.250555401
"NUMEX_BILL_MELTON_CA_2019",1,362,8,2,0.478713222,0.456351905,0.345474783,0.446405502,0.377666109,0.427601381,0.478089231,0.544129459,0.425782414,0.295808812,0.477927931,0.417355035,0.412008285,0.441834232,0.292320384,0.355014043,0.406997912,0.426880218,0.451144374,0.429396866,0.448450738,0.244945207,0.510529854,0.17678528,0.45124487,0.459076705,0.278031074,0.296684787,0.417795884,0.314939415,0.281610201,0.291495502
"NUMEX_BILL_MELTON_CA_2019",1,363,8,1,0.496290909,0.488520803,0.329311429,0.448794726,0.377679201,0.411442087,0.465925152,0.438121645,0.432578406,0.334634364,0.471988035,0.417636918,0.458523059,0.449355714,0.312266212,0.356560787,0.409199083,0.417973492,0.442178334,0.426301883,0.445114612,0.479225782,0.532647386,0.446696854,0.480656552,0.46362472,0.28123428,0.297710575,0.424758208,0.331403085,0.29010482,0.286046849
