"","X","Germplasm","Rep","Plot","Row","Range","yld1","yld2","yld3","yld4","yld5","yld6","GNDVI_62","NDVI_62","GNDVI_76","NDVI_76","GNDVI_90","NDVI_90","GNDVI_96","NDVI_96","GNDVI_104","NDVI_104","GNDVI_114","NDVI_114","GNDVI_124","NDVI_124","GNDVI_130","NDVI_130","GNDVI_138","NDVI_138","GNDVI_144","NDVI_144","GNDVI_150","NDVI_150","GNDVI_166","NDVI_166","GNDVI_174","NDVI_174","GNDVI_180","NDVI_180","GNDVI_188","NDVI_188","GNDVI_194","NDVI_194","GNDVI_200","NDVI_200","GNDVI_206","NDVI_206","GNDVI_216","NDVI_216","GNDVI_222","NDVI_222","GNDVI_228","NDVI_228","GNDVI_236","NDVI_236","GNDVI_240","NDVI_240","GNDVI_256","NDVI_256","GNDVI_264","NDVI_264","GNDVI_270","NDVI_270","GNDVI_278","NDVI_278","GNDVI_284","NDVI_284","GNDVI_292","NDVI_292"
"21",21,"NM1703PAR",3,120,3,5,8.1,5.4,5.5028958682,5.05,7.3,6.3,0.00126071317437016,0.491016871865025,0.0602717153571413,0.465934078945588,0.0579543659711813,0.440158007933769,0.212970720371566,0.498704183028406,0.223986933031398,0.448915424012742,0.285518018475039,0.526228282758008,-0.0293944629054474,0.389012494127203,0.192617044931933,0.469863707757005,0.165173165967959,0.417156495969132,0.265660304111911,0.516968150935772,0.250355157133647,0.4671036559745,0.114496103831621,0.438923976469402,0.110697236030937,0.350180058676791,0.280272924882918,0.514503859601899,0.0153319350788962,0.207074677378283,0.0583992834534818,0.419751998014396,0.143399092260459,0.440866596638655,0.244487154220724,0.513511473180993,0.0074555501678689,0.219492436653099,0.0807832230764075,0.339733874957686,0.140624129116335,0.390133176077449,0.223770379021545,0.448151869990938,0.20223677518025,0.453970968232254,0.0673926224457297,0.391636090705344,0.1612161705996,0.454090218496007,0.310378868514009,0.550178130994793,0.186654112718455,0.434464667158008,0.179648262660834,0.446786406870441,0.267675982452039,0.476653962522776
"22",22,"SW_9720",3,121,3,6,5.45,4.8,4.4679731242,4.3,6.2,5.2,-0.0476851045140996,0.495906089631078,-0.00469458150702915,0.456850610280213,-0.0180672476173142,0.487981777857699,0.10771887080976,0.465484028645756,0.133520774019822,0.396765495413852,0.182433406759518,0.451695561543546,0.0470264782594969,0.251431048348818,0.128012718405077,0.437437539266079,0.128047063020754,0.350227479855265,0.203126053270172,0.459603618219535,0.206960676421353,0.449308067690347,0.0673157263925052,0.406326246268339,0.0817234721149274,0.323290691395267,0.240904515724234,0.451198443289947,0.0169474145404715,0.190051093751284,0.00876113980635769,0.393674063042939,0.101240393266234,0.365501328021248,0.202763129071024,0.450584188647316,0.0148259224854468,0.188127089992226,0.0500261281968005,0.309628758169935,0.115885063071926,0.34153386698,0.211878424510978,0.384095821389156,0.17938621240038,0.390782232093491,0.0191754192399978,0.334527478104138,0.127372493795427,0.385750229779412,0.241118184383837,0.484993134856987,0.179826015276426,0.389707393748866,0.15901113843136,0.385475915856539,0.242468231152507,0.426429466927436
"23",23,"NUMEX_BILL_MELTON",4,122,3,7,5.7,5.15,4.6783561028,4.15,6.15,6,-0.0638574523374976,0.492168229610685,0.0126164010118117,0.470255876116993,0.00272201519184656,0.429432999992862,0.123485627811258,0.464685288969301,0.151573409587587,0.406268193551931,0.204965403931914,0.476920442818276,0.0011508869384693,0.407933031973676,0.130049946503025,0.44170752806817,0.152516992269851,0.371502869440459,0.233193499236373,0.488165266106443,0.27462417860061,0.494179354,0.0379725341200943,0.411448399,0.0901839348617938,0.347735597,0.259302715535372,0.478240880397743,0.0125364865727478,0.19190181626476,-0.00271066833367982,0.413565649044428,0.105483878537888,0.38382314,0.21780441023873,0.47578052994864,0.0326561196231128,0.187907940638914,0.0558274664744924,0.315005838886786,0.132355923788207,0.370988225502436,0.211467137187587,0.383476613648998,0.201641139274362,0.423048645240468,0.00955240080925761,0.400551216,0.129436015591167,0.413830890476957,0.271993610115599,0.506167147593485,0.181467221766747,0.432395204843458,0.183445571772255,0.429583380863658,0.276871689804635,0.479205244618913
"24",24,"AMERISTAND_803T",4,123,3,8,6.65,5.95,5.2588247328,5.3,6.95,6.3,-0.0503102991008805,0.511855739936689,0.0297880128983095,0.464926115373686,0.0163081346225518,0.427643145012006,0.133096256535776,0.463922651208718,0.17474071783856,0.434181221508211,0.222821455165997,0.4851207175728,0.0332451210228934,0.38609772218013,0.177938294633721,0.461664126597778,0.196789765243261,0.407662849769452,0.246566925103565,0.498561784811248,0.297686899775116,0.505124266391496,0.0678703326977093,0.429186208751492,0.114336837729906,0.373783120188349,0.304287888329366,0.503564791538648,0.0061775413089103,0.216781257957729,0.036052409340309,0.407805857333529,0.127009990539434,0.408765561780268,0.26594431550405,0.510437910329069,0.0566057072773246,0.198184903493368,0.0835887809727321,0.3246139768728,0.177579474729203,0.375476928349367,0.235057981973777,0.403943958450131,0.231973604975381,0.437250911992704,0.0483349386543736,0.377467867111146,0.162058861455528,0.418877482299064,0.284507442549204,0.524655433418554,0.202686717105618,0.42126947,0.18982994233989,0.424442331985585,0.274377373029542,0.462605853935777
"25",25,"NM1702PAR",4,124,4,8,5.15,4.85,4.5013290248,4.75,6.6,5.8,-0.0784692502216698,0.499440349029637,-0.000774977072376424,0.470391822543169,-0.0481105879898556,0.462964767268393,0.079160972523329,0.465177133259193,0.111995926107067,0.458677964452968,0.163349490628421,0.469454472,0.0449657604855385,0.413145153923449,0.156061464298253,0.440794597100013,0.151787678181757,0.364868664446911,0.191449388467731,0.472227523488028,0.262316604394685,0.474770512211662,0.0655765265699553,0.420017671878878,0.0752350801112093,0.382999484972225,0.276338336887899,0.482808005003127,0.0230474948090807,0.187400913444557,0.0207420109192355,0.399700173740382,0.0655304243774117,0.382881220217171,0.233050254794697,0.477018823602705,0.0585431704159113,0.193199758479529,0.0619678354532276,0.319766515837104,0.140153313482171,0.390346184915914,0.189352633284506,0.396969633624594,0.19760704388988,0.431701842479798,0.0219724053494434,0.426290084083611,0.124354169656969,0.45034064353512,0.231988423669119,0.509643066648617,0.152899482538787,0.388560578616666,0.17532614632615,0.380433223062981,0.219979128286668,0.43471734834817
"26",26,"AFX_779",4,125,4,7,5.9,5.2,4.5217422428,4.4,6.55,6.25,-0.0613574776979831,0.490904524937714,0.0306159246804111,0.471112554599245,-0.00169213095802671,0.46245015179242,0.13816467422167,0.469718069593573,0.165360847608733,0.451027292561248,0.202241335513613,0.484297569214952,0.0634855316489017,0.379373702527508,0.183185775913173,0.461777935406146,0.15998017683006,0.361473958,0.234455942299506,0.494503910623932,0.277348421933582,0.490582841329495,0.0457803861775312,0.419262142297032,0.0683054712264916,0.396206762203893,0.250599335169814,0.473167052937498,0.0374225842659354,0.179533778914584,0.0345315269612028,0.404558153387937,0.0900765328408294,0.394842826019297,0.226231302255347,0.47161792296656,0.0441980586021465,0.193079926965523,0.0728500803091355,0.314044575844435,0.151371611258582,0.372645761425669,0.205811640674752,0.377360222696044,0.208853921059151,0.414700562395501,0.0348584005161382,0.445325004,0.156849542898746,0.466707138102154,0.286766650252153,0.521162482964945,0.184239036328953,0.409106901330147,0.210691926146423,0.399023712048922,0.251344098936711,0.453892984303696
"27",27,"AFX_149092",3,126,4,6,6.4,5.1,5.5463229742,4.85,7.25,6.2,-0.0308481227230292,0.476029956977735,0.0537863097569001,0.468627034589584,0.0310965739686727,0.464383249,0.177909826856184,0.486340121,0.194345595131684,0.449865608007909,0.226922959807436,0.521336306296199,0.0707790158420264,0.364986199101912,0.22811142391374,0.480888075074388,0.169263178255256,0.3822219214423,0.27541859094293,0.520789512386151,0.255156108373487,0.488942763390615,0.102332229018178,0.436707179719939,0.087361736288195,0.370633659,0.276930369468722,0.495782808838763,0.0480454415635631,0.185260262086638,0.0835270849757791,0.399233070280626,0.123910499868793,0.412805835,0.252071031559472,0.486186007904704,0.033968723336578,0.201867039775536,0.0947069700655524,0.323872499,0.156992190086909,0.389220502235982,0.219631713101131,0.424137192,0.208159809901134,0.454966952914614,0.0768444210390105,0.396510618700958,0.172331553015576,0.483078969205975,0.30781366930852,0.559111010806076,0.183804212912502,0.417443776831183,0.198196275501651,0.401008608571634,0.22213666552017,0.448314465658188
"28",28,"NUMEX_BILL_MELTON",3,127,4,5,6.75,4.45,4.3946939002,4.1,6.45,5.45,-0.0635887805501423,0.485631278939538,0.023592554377775,0.465207696036641,0.0060686983460609,0.440618366753697,0.177557533004071,0.471351661,0.164290774988667,0.406562894765749,0.239672346647909,0.498300028145229,0.00447495258192437,0.410930741164649,0.109226193688544,0.442862359540148,0.0898763046066815,0.334449407996754,0.216925213619019,0.480039290655435,0.21905059500808,0.445351203772648,0.0442065807637848,0.440720711099509,0.0497580948032726,0.323939147181615,0.238310682466708,0.482392304013538,0.0121764774430836,0.188434083310744,0.00981628404499604,0.394922809630181,0.0655734047815207,0.374255368814192,0.204728306749735,0.456993426953109,-0.0181299377143556,0.246425804203322,0.0374230557714664,0.336193286181568,0.10028027333686,0.349942571785268,0.176190439484159,0.409149107404156,0.169285900521832,0.435843189797691,0.00849060103144616,0.347776640330385,0.114578676751795,0.402687660066669,0.238397280740174,0.517591107463911,0.134402825352393,0.3981017575856,0.181108377964742,0.415633378539953,0.235084649365071,0.471842225262198
"29",29,"NUMEX_BILL_MELTON",2,128,4,4,6.6,5.45,4.7243216482,4.65,7.15,5.95,-0.0403662841089513,0.490025742607358,0.0261602090883474,0.470732139957278,0.00463903673509874,0.471393916314953,0.157133523459759,0.474382190553986,0.169267823719392,0.432355515735706,0.216691772925127,0.521878297952323,-0.00811522918154916,0.391429113894576,0.111700114962924,0.435973991844901,0.107457913455155,0.326172725878202,0.241420357835674,0.497088640809122,0.267583160953448,0.501156575457852,0.0568751432514544,0.437997427020634,0.0704193192600501,0.340487437001067,0.226840494728687,0.478295074127212,0.0195744818795318,0.183874742388674,0.0082072038814471,0.414775477786051,0.0696942328501878,0.423775482415188,0.196820509661461,0.498691461575249,-0.00522802184830602,0.232222302236649,0.0558200239647465,0.348376269482152,0.125980929800337,0.353494210668037,0.198107180159559,0.387804848307482,0.185086884864257,0.445192616236848,0.0193226855354915,0.426564821377011,0.135905080467626,0.430991498161765,0.264066807277917,0.521465637832228,0.150274017380353,0.396229497957603,0.193568439073672,0.385353393242667,0.231284083766447,0.456831120897557
"30",30,"AFX_149092",2,129,4,3,7.3,4.6,5.7148866562,5.2,7.7,6.2,-0.00758975230162565,0.484557144633752,0.100857206999041,0.473164836266988,0.0868301040731932,0.459866735190618,0.229258693247529,0.511105479501488,0.209455912340741,0.46182546548031,0.251401432288558,0.536308561666338,0.0472024968153755,0.363638708429384,0.216819585924509,0.476632157313112,0.150976795311953,0.356777060417663,0.280092634109105,0.526011212931628,0.252969147027345,0.47944704045278,0.086504319723311,0.455663768356705,0.0985423969428312,0.350649871022898,0.27347251302801,0.494319979398889,0.0578809497333403,0.196136343,0.101931627928972,0.452321469347233,0.148149057116647,0.417293961409265,0.249398698426095,0.510263838270567,0.0380873931761805,0.224287529156557,0.121839281685986,0.329124728,0.161310209501125,0.384242246211843,0.235980324266813,0.4142787463244,0.229416753211098,0.432514149917064,0.105195117297532,0.372754810090033,0.195271322817395,0.443078479410211,0.307237695480448,0.562996084184637,0.178347496688955,0.409638614417948,0.194760824049422,0.357373547709682,0.223662332902954,0.416297243535095
"31",31,"TMA_990",1,130,4,2,9.05,5.7,6.3818189194,6.4,8.75,6.75,0.0201940832930899,0.510181770719747,0.114177967206822,0.468438825944478,0.0850715024170569,0.461683961482453,0.229748406595568,0.508049319778104,0.181766089456312,0.451082001428022,0.244136581299152,0.532092417,0.041921888969888,0.363246085864692,0.211000874000366,0.476918703168893,0.180017215755259,0.40210209072124,0.282833172301666,0.527101862642867,0.260085443560708,0.474508435887063,0.0702987528082251,0.434438171859596,0.118962159248983,0.374756679204312,0.276996073129895,0.486341721922784,0.0192945659628148,0.205706574127627,0.115141298911024,0.45893237880786,0.15496308228491,0.432421607531902,0.278182295684086,0.5197189419858,0.0360547478297917,0.238040468105828,0.121579107647167,0.33974721,0.165918487935949,0.409510835913313,0.249257887987585,0.422038964839667,0.240857317916947,0.428316423468612,0.069286982517607,0.410143101431014,0.193742093730476,0.433326525054466,0.300913104782044,0.548112742859088,0.16971558812201,0.415534375143134,0.186020383007516,0.346588036924171,0.214548254029969,0.394550423750063
"32",32,"NM1704PAR",1,131,4,1,8.45,4.95,6.0681502754,5.2,8.55,6.7,-0.0211499849603486,0.475455426842519,0.0759258999441007,0.468571737890314,0.0624062348012899,0.480404715296787,0.22291986011202,0.501961764951042,0.177522332393775,0.477266462140412,0.249961350687062,0.530892047409075,0.0354138896034549,0.365722008178443,0.179222181771385,0.471803306,0.176096608873315,0.435350636928829,0.288477540418406,0.539149747490237,0.244016369564139,0.462712783301457,0.0848352631055426,0.436574476479785,0.106348137011197,0.42793789895655,0.304912781138858,0.528487841665747,-0.0210043300949749,0.322414813733599,0.0924523062633837,0.446434350955572,0.144558881447929,0.419929193899782,0.28136593309152,0.508705984963839,0.00883301826028298,0.347107574358917,0.0821744174789083,0.344087701481655,0.137626612562366,0.398322097378277,0.255111924878504,0.448775941603407,0.271563583621924,0.481614339677875,0.0564187473114389,0.387664120534425,0.200331583642997,0.453202868696117,0.318755764549345,0.580326613841478,0.197400080622604,0.443268334728243,0.221000141760898,0.428720483668581,0.291963615012192,0.505986493489126
"33",33,"NUMEX_BILL_MELTON",1,132,5,1,8.25,5.5,6.2589806194,5.6,9.25,6.95,-0.0366349065211099,0.479535015893786,0.0525773736740221,0.46425809567828,0.0322413924086221,0.477226729569728,0.190363844846329,0.489791750730742,0.154295604589619,0.464280050255396,0.260779463485786,0.506565863877583,0.0152461085339668,0.402279252799137,0.151989847101624,0.457409753067654,0.152351152310116,0.408250453425733,0.276616965811599,0.524052832811957,0.24936264229841,0.451144947164553,0.0757707647117966,0.441321732182711,0.09312178504132,0.411360940772706,0.301371042573532,0.504292756502226,-0.0325180860596334,0.40448651601403,0.0830608357306435,0.440945115782066,0.123534891875333,0.405454987550576,0.266688661250585,0.483089174367065,-0.00692570607877742,0.380052403,0.0669998375670806,0.386548126085877,0.140363553748646,0.395994614574919,0.255716615305384,0.465326274368766,0.265400642679804,0.483272815298959,0.0258299813930144,0.427012593655348,0.191948297896826,0.459909745711226,0.328332601889597,0.570755259741894,0.185051696600748,0.423702164379591,0.223623274613221,0.414855317692688,0.280921111920286,0.488679229696597
"34",34,"NUMEX_BILL_MELTON",1,133,5,2,7.05,4.25,5.1416499614,5.05,7.85,6.15,-0.0524837700744669,0.486771475853769,0.0519841401045214,0.476416041039478,0.0103840958431622,0.4846408202888,0.166359024204294,0.486045363435654,0.139512389372647,0.454036393969352,0.198841778457325,0.487199515619873,0.00605308941387619,0.415291834887468,0.128799196128832,0.452352215442502,0.12081154189097,0.346435481066041,0.224311005532568,0.495903616921221,0.205890383232507,0.43056736299623,0.0224831946833896,0.44398213,0.101399809690083,0.334348174217455,0.259391245840865,0.474153331126071,0.00783564525085131,0.219471343929548,0.0752434702244838,0.375873517001737,0.106793566884063,0.384335590776395,0.247372435534263,0.452121388691913,0.00319152792245255,0.2973674552067,0.0735210292094197,0.336728100168456,0.131638201617439,0.386995471347091,0.217467176095375,0.411459439331786,0.211734085996463,0.425773176530637,0.00265514497609893,0.452508421485506,0.147721515452113,0.445174525062943,0.275512916492397,0.538605437607582,0.158444470984566,0.408527184073884,0.20242836988785,0.381687516635614,0.239179347740481,0.452295939688748
"35",35,"NUMEX_BILL_MELTON",2,134,5,3,5.5,3.55,4.2172668642,4.15,6.3,5.4,-0.0630917631690544,0.489939655316517,0.0274662754615782,0.470943282683918,-0.0264467172067335,0.487214000867385,0.127342141756522,0.479129315797509,0.122246220638647,0.446296753995716,0.185098538391904,0.4634671057463,0.0259159025419116,0.306015974,0.118022918033547,0.439291498013695,0.0710916724583963,0.364917210326376,0.191499662937599,0.477049452259536,0.184401511237225,0.403052769382759,0.0282443579987776,0.412981382981353,0.0664222684434515,0.348100481433815,0.227117464147172,0.459788470735386,0.0468496286084554,0.193904580028868,0.0350738617910141,0.373968329610325,0.0753922873861921,0.367816576829935,0.197842908500193,0.429017400581246,0.00928425702170472,0.270324741630337,0.0597059916649655,0.33055002513826,0.118426065888411,0.394876796161661,0.191419343140914,0.394433925341401,0.174687599474286,0.407582791967726,0.0224881566602943,0.442318992746585,0.120467754910121,0.43947875060518,0.242653071812288,0.511740016234775,0.141229642069762,0.402469603966737,0.178656291531657,0.379910347245987,0.20418165391661,0.433207963492302
"36",36,"NUMEX_BILL_MELTON",2,135,5,4,4.65,4.5,4.7657685042,4.55,6.75,6.1,-0.0750320010925946,0.49443073151067,-0.000768660110605148,0.469677172206746,-0.0684121903391188,0.486202672048351,0.0826011731945032,0.453200503892372,0.092646246456399,0.405360747240072,0.150651412512764,0.440512072597634,-0.013502518989778,0.409496810772502,0.0950060002625681,0.440301525807998,0.0644220397845939,0.332757861842829,0.195106386963323,0.465796984315409,0.22465914666267,0.43928226802532,0.0738235475000573,0.407983751269432,0.0763976926165657,0.350079865112545,0.223851195634252,0.479006737830267,0.0403472922083827,0.193606187414237,0.007849416350808,0.393003524447754,0.0481835144743181,0.396191106541069,0.178015922655119,0.467955166367079,0.0140948758703203,0.287109564851876,0.059494499886664,0.341323894968142,0.124080271721457,0.383762936753649,0.196368191732468,0.398566875050686,0.185525144422161,0.428524281805746,0.0178922268340717,0.457584411720958,0.1189347869355,0.453941961085727,0.268806885151619,0.522942806427403,0.147577647553904,0.400921389579404,0.200914413545567,0.393932444772781,0.22847148632266,0.45687034503724
"37",37,"NUMEX_BILL_MELTON",3,136,5,5,5,3.75,3.9032470442,3.75,6.05,5.6,-0.0781910243554659,0.490160096173776,0.000495216068192658,0.463561224022418,-0.0561257779344394,0.485625138297037,0.108810399090675,0.45623714434745,0.089435092979466,0.412473911133081,0.165110556964448,0.443061343599139,0.0195716629738948,0.375506764320783,0.0901542004220123,0.441919575754505,0.0551196446792559,0.319000027,0.178812856803276,0.466237264136424,0.181142601889802,0.426138644434152,0.0250959762365613,0.420195218134659,0.0329380215781353,0.333610174,0.194846755206139,0.45241731964831,0.0220834781221695,0.184765200538445,0.00553010865499893,0.381824343788657,0.0325653569471288,0.367443754394188,0.159233997420363,0.441637052569621,-0.0196181700649489,0.291754882572673,0.0336185602904105,0.337594440307769,0.100070603190412,0.353114097574111,0.1646444214987,0.411191209085684,0.144795135299246,0.422611044706108,0.00783529234010544,0.445733567,0.0953020446722974,0.444302810968137,0.221343837522525,0.521938814036526,0.105861090232592,0.406114262792963,0.164096295868846,0.424090988,0.190220542725357,0.451154238336426
"38",38,"NUMEX_BILL_MELTON",3,137,5,6,5.15,4.55,4.1677077882,3.85,5.6,5.2,-0.0813431480999628,0.484857329120907,0.00596087279888453,0.465926650285007,-0.0482782216073261,0.501096219822221,0.106263292705395,0.463912645533368,0.122032817894184,0.444787106905129,0.181286607940312,0.466256853963397,0.0254224249198358,0.390987169652392,0.141983925743526,0.440045299390691,0.120270414279644,0.361310558961205,0.213293434902556,0.487058959836976,0.225490771987157,0.451196932475771,0.0642670712149172,0.382240311526295,0.0696652376660267,0.34530529,0.243002629306046,0.465885847772505,0.0452768794917216,0.193806320182032,0.0197726295135356,0.36764199553239,0.0632861442101387,0.377849677142306,0.200076091423214,0.44496024743885,0.0164296693170035,0.242261222885827,0.0441297507748368,0.322216413381166,0.125590623409159,0.398653252,0.18117522351842,0.393169693700174,0.158867433691744,0.428499584349004,-0.000134823262564288,0.462138024640346,0.101636892523909,0.446627803256577,0.226428395941285,0.514308692,0.14232515151338,0.413818845015177,0.181980082579801,0.418758803672299,0.190328574439635,0.459543820938435
"39",39,"NUMEX_BILL_MELTON",4,138,5,7,5.4,4.55,3.9154834668,4.05,5.9,5.6,-0.0953768229785987,0.491339451381576,-0.00195221927672861,0.470106721,-0.0567155989863342,0.504189775655439,0.0856494919927508,0.459007062636368,0.105240793462137,0.434510043333573,0.161173460443449,0.469934254,0.0206392625107441,0.425110469875353,0.136811463627984,0.451562119,0.125038703434026,0.43595282567698,0.182580199467644,0.480534768651986,0.221669407242522,0.456715674107816,0.0074939678318566,0.428798185268358,0.0349785232153814,0.403336109218462,0.205947478512668,0.45428797410146,0.0275339513779615,0.183368334451926,-0.0194402597508113,0.410966691486721,0.0283602610667211,0.42729711328976,0.174006435334366,0.475198579572003,0.0249370126660763,0.220512990957754,0.0475387172282308,0.345009351432881,0.127928937756103,0.415303616,0.177835574463412,0.389578859776243,0.160490126590298,0.416350002533313,0.00706526330147318,0.472735910964118,0.0990943100316512,0.445696192874037,0.21552861504775,0.510230928135363,0.13732039863926,0.462604536399397,0.167727267358774,0.408675277048979,0.177541902860334,0.445190067570368
"40",40,"NUMEX_BILL_MELTON",4,139,5,8,5.6,5.65,5.0876603808,4.7,6.35,6.05,-0.0957804839014738,0.495611200327789,-0.00772655017300119,0.473585243133912,-0.0553984896298158,0.504370949795245,0.0920230796364753,0.46598808504496,0.117909800240026,0.429422406217389,0.169075391937597,0.477581553918452,0.0457233104745,0.401070419594217,0.150495772813094,0.456836286050452,0.1695149519412,0.387798097166289,0.201433133305376,0.491588273318377,0.280514908212716,0.491376987802995,0.0535905587718685,0.40945832,0.0812831958008389,0.388150989,0.283698613426585,0.50377255714415,0.0163352853981149,0.209989012147456,-0.0091910708895297,0.398379349714569,0.0374449355333008,0.412793502089928,0.206273931691308,0.478376813213415,0.0497213341352495,0.206995697120843,0.056998035757526,0.344169425866168,0.136561538696126,0.411644208560617,0.186493364878153,0.416046979842108,0.180363364054134,0.4363017782412,0.0215041607652367,0.446100742840644,0.103154353417118,0.452690593984507,0.220738034186707,0.514573963320598,0.138949283411306,0.417616190784397,0.173246199250606,0.3964717510936,0.193456892130324,0.440448991190679
"41",41,"NM1713PAR",4,140,6,8,4,3.9,3.5175534648,3.15,4.55,4.55,-0.118201411835042,0.490062199853203,-0.0237896010850637,0.46357205018342,-0.0695440078649225,0.518013053090324,0.0579128372521331,0.452666102412188,0.0882719425953822,0.425607252705004,0.160470583553701,0.456497765288248,0.0937305300259683,0.352196411587381,0.12481777933813,0.447455146284756,0.145785188622445,0.373149797424722,0.16415937489799,0.456248311290328,0.244970514882871,0.471878096399529,0.049424117616351,0.416779345759182,0.0636635288227323,0.363307907210346,0.262366659494321,0.462469742118236,0.0296969482879182,0.199308345038895,-0.0262810939805668,0.404311512617858,0.0143013610553507,0.411190531989688,0.174214229148592,0.432783082394718,0.0541074491352239,0.202621826581654,0.0427702181289955,0.333058515059921,0.121231213844709,0.436807324178111,0.166516656495619,0.410130777720187,0.144005424683665,0.424252237283442,0.0211410745747096,0.44389535398622,0.0951382596105449,0.426800755321584,0.194201990221697,0.48986185,0.137010692510731,0.386019928464059,0.168959039334716,0.373310180784229,0.193781145961968,0.445848946251908
"42",42,"AFX_149092",4,141,6,7,5.3,5.35,4.9389831528,4.9,7,6.4,-0.0675837999174359,0.486755784214596,0.0250480141631213,0.461625006766351,-0.045092454385661,0.501393810536263,0.0994825432090531,0.468309073671295,0.109273375940725,0.436635291371451,0.180203629514701,0.480163867779967,0.0746263574129718,0.37662373252946,0.200352979021532,0.478797961245806,0.158831228889646,0.439142682202223,0.23352984393638,0.513432088163733,0.263859201857134,0.488039078882824,0.0584813659240213,0.436383826817327,0.0639823504372778,0.430797741235331,0.260151686299823,0.494078468160247,0.035055385092233,0.193763065280093,0.0357857309265845,0.41575041,0.0716216434252899,0.436609477124183,0.217693425116448,0.479644013478674,0.0402183641665292,0.256432699757914,0.0729859837483003,0.372698441427853,0.14690436584497,0.430267263959267,0.199062533127936,0.445647030615879,0.181645343653404,0.458776428554004,0.0851501251095239,0.449035707098547,0.146838487501274,0.470740825513085,0.275693321894949,0.531435419,0.169255041417589,0.400939211105976,0.191139215216958,0.390714137842166,0.216333551457024,0.447456329505374
"43",43,"NM1705PAR",3,142,6,6,5.25,5.5,5.3966780582,4.7,6.65,6.45,-0.0683478944711959,0.484051858019918,0.00889699167026032,0.473839660331311,-0.0608928035777589,0.494841609741822,0.0863881492515558,0.45787721440164,0.0954473225253204,0.428443685166374,0.167265964191968,0.476691209209385,0.0394241038363439,0.40378544036597,0.172994857165069,0.4662406947658,0.120662471211974,0.427815164722124,0.219702411825827,0.509679993938323,0.251960227135453,0.488542770794096,0.109920377792359,0.45019940095661,0.0977618134616758,0.376709523624875,0.274058412370432,0.509469889269028,0.0476740314332428,0.184715616451859,0.0369433548975801,0.420608389178456,0.0704339614526867,0.385085978835979,0.215271155914295,0.484784608027076,0.0278029540041207,0.281962779,0.0600330336668203,0.34268136103149,0.135970112344717,0.444517882059191,0.190047779750931,0.430724654544429,0.172024316748263,0.449707212342301,0.0597369187104287,0.462227296987514,0.133320713460331,0.466368047990801,0.272262143922237,0.535216318613685,0.157653408641237,0.403502846031171,0.189371524993034,0.404597724459316,0.214814293513066,0.461891413001688
"44",44,"DONA_ANA",3,143,6,5,6,5.15,5.3550556142,5.15,7.25,6.15,-0.048155306413493,0.480309245607877,0.0511694843886092,0.473817263,-0.017988061847353,0.492721545,0.135272005712941,0.482827472632018,0.123466586580459,0.445090569892025,0.181274847119918,0.494664795940059,0.0144677386684752,0.401545055767808,0.172492838646366,0.464131785201951,0.0972958368817873,0.431331789922177,0.221907762047975,0.510055726664723,0.21633686138728,0.471187825274633,0.0680412640140569,0.448928535053136,0.0669608054207276,0.374835339541222,0.240554867733599,0.506090267352821,0.0322353588571862,0.198651806763761,0.0644402865654004,0.426986944651278,0.0832401297801757,0.43441235059761,0.201389393948426,0.502874204536501,0.0146524667407749,0.297285039003639,0.0767896588168973,0.353752438411262,0.140464958438538,0.362352351466903,0.188667553985219,0.41729005574537,0.1640961201109,0.455599166216902,0.0902108994102422,0.464644810177529,0.15448810346745,0.486762986887602,0.283388309321774,0.552871631934214,0.143191889384088,0.389475472499469,0.181800403125921,0.414574034742102,0.196148362980781,0.436417586920174
"45",45,"NUMEX_BILL_MELTON",2,144,6,4,5.1,4.45,4.4516589362,4.3,6.15,5.4,-0.0756516782547364,0.494289153001354,0.0124741867931242,0.475544451800682,-0.0558675865185677,0.497109681149489,0.090329085999117,0.456588491176963,0.0974260301981518,0.425294186301972,0.162927613386822,0.471444065958276,0.0478614055831778,0.375597038852081,0.10369557604055,0.435469101613041,0.0669576134058885,0.393379533129405,0.202757096102864,0.485142816250588,0.223672730014478,0.454727243234581,0.064792462106469,0.433231383228565,0.0764198824203938,0.328819596394919,0.228614292199878,0.476496155685539,0.0285518884260324,0.188969494161206,-0.00792756394037534,0.418184427957549,0.0370053049409796,0.421971872082166,0.174207450721556,0.472359562962145,-0.00823740291944376,0.326202939976254,0.0302331438289375,0.392490971258255,0.0984153337112253,0.430931335830212,0.169580182282332,0.424902595456453,0.152879424306596,0.4309955545047,0.0213612870464771,0.469136333846999,0.107840991530278,0.430210980997337,0.246213800343724,0.511993757708475,0.139587411875938,0.382591699665638,0.185992337822443,0.394779691665505,0.230423783587066,0.469291911137857
