"Germplasm","Plot","Rep","Row","Range","ndvi_62","ndvi_76","ndvi_90","ndvi_96","ndvi_104","ndvi_114","ndvi_138","ndvi_144","ndvi_150","yld2","ndvi_166","ndvi_174","ndvi_180","yld3","yld4","ndvi_256","ndvi_264","ndvi_270","ndvi_284","ndvi_292","yld5"
"NUMEX_BILL_MELTON_CA_2019","358","3","8","6",0.0089232937565062,-0.00123233558883062,0.0270560678740761,0.0168824786797645,-0.021817638459864,0.0169468579134134,-0.0294076291327077,0.0120091830660675,0.00794107270136442,-0.0464689723869643,0.00465451890520403,-0.0145783416418323,0.00315045733309587,0.498207017270637,0.0771865986822831,0.133890978167189,0.00270863094750017,0.0201475269792279,-0.0551622594442299,-0.00174183096519772,0.635545325464434
"NUMEX_BILL_MELTON_CA_2019","359","3","8","5",0.00265895277606512,-0.00818245456715609,0.033258833634793,0.00845390251891243,-0.0272307356665437,0.0180618073509408,-0.0194748607100639,0.000530123384669608,-0.00226733270418371,-0.228693216160829,0.00505216023867528,-0.00091258308535738,-0.0161024450206435,-0.206989704123486,-0.00464131767413321,0.167943320175034,-0.0066782014645675,-0.01913638374027,-0.0527923440621632,0.00777506529930898,0.119503724604559
"NUMEX_BILL_MELTON_CA_2019","360","2","8","4",-0.00063621166238311,-0.00912804199087515,0.0392929432531104,0.010202515457856,-0.0200513551362954,0.0095539505723007,-0.0200745814371588,-0.0158951135686596,-0.0133338580917059,-0.972459048675395,0.00208312063691692,0.00761391327784801,-0.022814174044927,-0.719981746393194,-0.273955365647598,0.151298726701169,-0.00318864370441192,-0.0177638525884887,-0.049333583466712,0.0088884797749743,-0.164044364030815
"NUMEX_BILL_MELTON_CA_2019","361","2","8","3",-0.00537094278233871,-0.0055343952329763,0.0372088326456222,-0.00623389486677376,-0.0286311664477835,0.00704917790826595,-0.0482057316445089,-0.0183008242177774,-0.0230997169609271,-0.815918346565645,-0.00356115657012916,-0.0131694445224598,-0.00920004702834837,-0.557811960784377,-0.124323451185066,0.137180184655063,-0.0145718542637209,-0.00766453076684303,-0.0439071387742011,0.0133009219184492,-0.123107409575975
"NUMEX_BILL_MELTON_CA_2019","362","1","8","2",-0.0100545158543569,-0.00658164312749378,0.0386831305062355,-0.0128473375091892,-0.0251146647755343,-0.00618518593931268,-0.0494937557213911,-0.0235996446132655,-0.0289892124835567,-0.840878914708232,-0.00592638662240623,-0.0183116524074277,-0.0147258334975823,-0.543650663216622,-0.155498110208133,0.140634154299592,-0.0232856206142768,-0.00648878065634789,-0.0549011894244233,0.00118157200496246,-0.0090259135698979
"NUMEX_BILL_MELTON_CA_2019","363","1","8","1",0.00671642438192433,-0.000950296095767206,0.0463754926493377,-0.0155513006364393,-0.0155883630648485,-0.0137458286278807,-0.0812998930841226,-0.0370476779974857,-0.0443673263740402,-1.35894750143308,0.000657282126607774,-0.0163418535131813,-0.0103506937755055,-1.18430535559279,-0.306579638556633,0.132399232727001,-0.0485696039763457,-0.0264735252395745,-0.0530248805088778,-0.00548775599415526,-0.382684334439974
"SW_9720","364","1","9","1",0.0194247033645747,0.00251521784613979,0.0204159784282939,0.0148989060272641,-0.0396027609860679,-0.00334514420690774,-0.0306788752108278,0.00676649097076157,0.00508328086914993,0.0454482170536909,0.00423775340272594,-0.019841739161517,-0.00186843093290999,0.160936553874034,-0.0587579684108075,0.100630775606848,0.0112991486101384,0.0154415709458055,-0.0614105402432975,0.0031686456323348,0.975052282016064
"NUMEX_BILL_MELTON_FG2011","365","1","9","2",0.018520921918652,0.00736205544538597,0.0137837942471788,0.0141307990774243,-0.0476492213699957,0.00834538318801201,-0.0190573491319874,0.0200934519752736,0.0190937637351069,0.435808736867858,-0.000670044415357862,-0.00212940170811507,0.00625367846917111,0.807894865581208,0.0404859884035338,0.149273854176976,-0.00133439439325837,0.0377242942534044,-0.056470171717213,-0.00175201159530353,0.881287407391352
"NM1702PAR","366","2","9","3",0.0115890524690801,0.00546467907453771,0.0145455936857265,0.0183736473297423,-0.0354596749583083,0.0111406913483544,-0.0340722999961489,0.00820901283074402,-0.00686112303681552,-0.159638246858791,-0.000916431685798076,-0.00734159057465066,-0.00317430481938697,0.516569059286509,0.0226495628185843,0.150682598256939,-0.000494232059214083,0.0207759532498179,-0.0580267421035347,-0.00141283703091984,0.744097901197458
"AFX_779","367","2","9","4",0.00779807969921297,-0.00107927962550799,0.0227471095278142,0.0151307419703484,-0.0362658138765402,0.00834054240475184,-0.0281474327636636,-0.00534035840520596,-0.0212262167948092,-0.504946093530579,0.000647722320161811,-0.00501032193573194,-0.0263892390087201,-0.311779472081802,-0.0571338271014671,0.181491099188285,-0.00276427436971348,-0.018762472170559,-0.0650796194495504,-0.00125485461837945,0.138022696548322
"NM1712PAR","368","3","9","5",0.0027026254239533,-0.00253875505387086,0.0285311834871447,0.0185209785393009,-0.0291324880589804,0.00658528287406902,-0.0200397044626855,-0.0170306165151017,-0.0199905296342247,-0.840203511607212,-0.00144782686326533,0.0170182939171568,-0.0315477769277459,-0.536828945800562,-0.273433439506124,0.166363263771669,0.0128615406461474,-0.0299385175432671,-0.0616869212684565,-0.00254102725444994,-0.139701118339402
"NUMEX_BILL_MELTON_FG2012","369","3","9","6",-0.00422915737441599,0.0033106794404779,0.0259149069882158,0.00165492481069564,-0.0388106414751216,0.00567725919991533,-0.0300597302597143,-0.0126480149708216,-0.0176249909390752,-0.49884858995029,-0.00665660654363145,0.0156869992033027,-0.0150117276802041,-0.0242314669435582,-0.0640140666285085,0.146859408482575,0.00084403192740747,-0.0123383812217433,-0.0514918088224808,0.00545270235456433,-0.0050223055432083
"SW_8888","370","4","9","7",-0.0110788856597911,0.0027268075580444,0.0286311170759543,-0.00722255405354279,-0.0362785262312059,-0.0149147919851837,-0.0302960962152042,-0.0176888714434507,-0.0183322872677178,-0.490901019903473,-0.0086067974447322,-0.000133901399835711,-0.0190152212479114,-0.102523450587413,-0.178807048992732,0.143213667622546,-0.00363363156796345,-0.00977523474346901,-0.0535159047468389,0.000677180228635209,0.121931441420279
"SW_8421S","371","4","9","8",0.00245033146031035,0.004618285175652,0.0380203782415114,-0.0111258976129135,-0.0258484231519163,-0.0242791048392156,-0.052564342351195,-0.0320853394197731,-0.0293386765254257,-0.976967765365341,-0.00236653547283257,0.00830699689955427,-0.0155823063707751,-0.914210343088672,-0.32196508340833,0.122782307630896,-0.0245278658254086,-0.0161770057395403,-0.0496551944187594,-0.0067456994967338,-0.327005000032658
"SW_9813","372","4","10","8",0.0262691013375842,-0.00087566882408054,0.00870959277272857,0.0176634839921834,-0.0337858272798275,0.00628829490740231,-0.02445996950526,0.0126807413503925,0.00922892984489704,0.475807253661108,0.00252023654738964,-0.00644045097605818,-0.00261411428803683,0.425772850901259,-0.0112759272916253,0.101935160258173,0.0160659975742371,0.0257659958772813,-0.0511845306240899,0.00428139471811555,1.08799045991982
"NM1703PAR","373","4","10","7",0.0241351518488131,0.00482100688109493,0.00279915132857763,0.0179017798235013,-0.0409771178086379,0.0182772169756272,-0.0157815606187552,0.0258030170472651,0.0168835616802376,0.927518695290417,-0.00133307999285946,0.00319758522653105,0.00090048493080705,1.06620921932524,0.0704135023274508,0.14623219020296,-0.000313211118463252,0.0406263827838621,-0.0453381381518106,0.000790704187949022,1.00262515312092
"MESQUITE","374","3","10","6",0.0136037777096839,0.00404990755558423,0.00730119560002971,0.0313666787627618,-0.025500632713157,0.0248045750272045,-0.0282204036893287,0.0181490740159344,0.000676557500341605,0.58783389595563,-0.00274582596427152,0.00328596750675041,-0.00768967943570779,0.976910837211543,0.0420421927275312,0.146012234682881,0.00227001695974033,0.0159134939746143,-0.0437548701122063,0.00202332463937745,1.07635379804078
"TMA_990","375","3","10","5",0.00878483109575498,-0.0034771961731965,0.0165557016178884,0.0393192499101406,-0.022908292348561,0.0298421439584796,-0.0248059258069124,0.00689182937973702,-0.0171213896730572,-0.0336093018628058,-0.0024793062674736,-0.00516202050118249,-0.0275536281800081,0.188621054512281,-0.0375122573847549,0.175448515246985,-0.00350896728339642,-0.0126977457106501,-0.0574097334653148,3.49146566715908e-05,0.361130670531701
"TMA_990","376","2","10","4",0.00873418034380526,-0.00154035228840143,0.0238933703987506,0.0412008555513402,-0.0165811222294601,0.0279806191676897,-0.0153126514230995,-0.00249105639498079,-0.0198319355662124,-0.396942694691525,-0.00464853016223569,0.0174863561724436,-0.0314627118174371,0.0507529397165751,-0.257140876683613,0.164454475208771,0.00564270549385678,-0.0288309914008383,-0.0505993132657781,0.000513102121393479,0.0520418236735151
"NM1704PAR","377","2","10","3",-0.00152621536432343,0.00508864641336004,0.0230621900069546,0.0170739587057944,-0.0279757347073217,0.0291607137611854,-0.0156549984426248,0.00715571104442694,-0.00424965150717485,0.158048030769315,-0.00995023161251471,0.0267163768405927,-0.0141299100336793,0.814346544996985,0.00521829286673429,0.146393035611931,0.000213060476315345,-0.00351898189131895,-0.0360856485377934,0.00585654675724571,0.414123862979373
"NUMEX_BILL_MELTON_FG2012","378","1","10","2",-0.0102479520910356,0.00585776131710731,0.0272588729346757,0.00653990266016101,-0.0236637657679903,0.0140172875271632,-0.0148535496043922,0.00116412464614064,0.00506256422088493,0.196145329055924,-0.0115628661741367,0.0258539663465721,-0.0167095606522459,0.666256509906443,-0.120121663963106,0.144275306737521,-0.00312959289887946,0.00030058416612406,-0.0363184654229772,0.00147555197237205,0.422178597893934
"AMERISTAND_803T","379","1","10","1",0.00264248947841478,0.00938077595335143,0.0391445372901663,-0.00144301011621638,-0.0147388725936109,-0.00126149241038515,-0.041225892835465,-0.0182058660790091,-0.0148591367535388,-0.407783169261531,-0.00509623128637615,0.0232354638564981,-0.015670589383888,-0.41059365244336,-0.254620016759229,0.113185427114427,-0.0222338495417617,-0.0145905686437476,-0.0311114906700528,0.000308548613335379,-0.0244733869473033
