"Germplasm","Plot","Rep","Row","Range","ndvi_62","ndvi_76","ndvi_90","ndvi_104","ndvi_114","yld1","ndvi_124","ndvi_130","ndvi_138","ndvi_144","ndvi_150","yld2","ndvi_166","ndvi_174","yld3","ndvi_194","ndvi_200","ndvi_206","yld4","ndvi_222","ndvi_236","ndvi_240","yld5","ndvi_256","ndvi_264","ndvi_270","ndvi_284","ndvi_292","yld6"
"NUMEX_BILL_MELTON_CA_2019","181","1","11","2",-0.00899970147374462,-0.00800232605276328,0.0226844720918652,-0.00040920381294753,-0.0323143767390243,-1.34309350132144,0.0748295837669275,-0.0100584962323864,-0.0513527562774222,-0.0155533208586923,-0.0230017955619388,-0.578672044344638,-0.0181479582659708,-0.0465591664238259,-0.588979033141842,0.00889324315145397,-0.013030165122591,-0.0332690765327999,-0.194055215739333,-0.00990361187105249,-0.111406731694172,-0.0507282744544334,-0.314829354093562,0.0280702562439346,-0.00580882911474326,0.00277457066057318,-0.0611220913887197,-0.0414073327625259,-0.330214259254865
"NUMEX_BILL_MELTON_CA_2019","182","2","11","3",-0.00830016397923684,-0.0125388377126123,0.0272884328109027,-0.00274137393510277,-0.0306812463756993,-1.26468063207763,0.0971216170030998,-0.0102617938673532,-0.0279244195278757,-0.0126131809124751,-0.022322895411275,-0.599273042579991,-0.0160959585776425,-0.0291465514095855,-0.374655791133787,0.0156942101067047,-0.0126649418504462,-0.0290928780289951,-0.113312232603521,-0.00168613314570468,-0.104143754670615,-0.0480215309440751,-0.256326912631372,0.0256106350199947,-0.00414630306384844,0.00391147751730669,-0.0579554174628304,-0.0342590902960743,-0.345135179243515
"NUMEX_BILL_MELTON_CA_2019","183","2","11","4",-0.0136524160188571,-0.00512705126499139,0.0279958497555485,-0.0188901411907748,-0.0362486539953882,-1.77719996632421,0.130568404635307,-0.0136630697032949,-0.024817376326852,-0.0274462737329132,-0.0340666452604492,-1.2181394389473,-0.00822768985487756,-0.036938864177151,-1.02634289885485,0.0128459592510068,-0.015296881653738,-0.0331056744522968,-0.37204222504474,0.00144351645811844,-0.106083393875424,-0.0498617547525693,-0.719802480421697,0.021570701874188,-0.0019343924240322,-0.00160821174082983,-0.0611251983076005,-0.0311228311895848,-0.178678002753053
"NUMEX_BILL_MELTON_CA_2019","184","3","11","5",-0.0145611368981827,0.00579542788401438,0.0437588450960412,-0.0145554000354056,-0.0229214877527847,-1.87926715898525,0.145913414670201,-0.0142286356815472,-0.0246012987925356,-0.0262966672443596,-0.0302061763086565,-1.48603117516993,-0.00154966801162377,-0.0292351013253314,-1.08240048724601,0.0198726272727574,-0.0110036566422218,-0.0334066225350343,-0.395073778008641,0.0138020965699218,-0.104045294339902,-0.0505231808319495,-0.643418579249338,0.0232049358372838,0.000629860846125921,0.00233555364127994,-0.0504134497366405,-0.0124508480419121,-0.0169041708066509
"NUMEX_BILL_MELTON_CA_2019","185","3","11","6",-0.0176694859279533,-0.00334188338697354,0.0398167353070592,-0.00086945186271061,0.00128824976799577,-0.5364156052938,0.129988693104834,-0.00550972577826995,-0.00975916723616472,-0.00282115410361096,-0.0168462717459668,-0.790038329737936,0.0058032622588165,-0.010753383355348,-0.0367029654769757,0.0270329104702791,-0.00436829460337708,-0.0235443834631553,0.073885674377607,0.0327328278517999,-0.0908039201712938,-0.0462022871163774,0.411675360850359,0.0288032751462902,0.004746382017514,0.0104031192405003,-0.0408761549284079,-0.00747383959981486,0.333919135368474
"NUMEX_BILL_MELTON_CA_2019","186","4","11","7",-0.012217443386988,0.0074574501412798,0.0517358669386899,0.00769553877263378,0.00682875058162403,0.502770543046401,0.110222341877357,-0.00419835007392609,-0.00109503829998663,0.00803635105869276,-0.00114036685234311,0.236080355438263,0.00738197407356581,0.00592472964195102,0.818933571803531,0.0253915945014024,0.000342444768485226,-0.0140378737176315,0.552026308714474,0.022552889258921,-0.0829927578366659,-0.0442037631962553,1.14477923516878,0.0304117386546521,0.00724280313523341,0.0198530167071533,-0.039584062342613,-0.0111794930200059,0.517311244886463
"NUMEX_BILL_MELTON_CA_2019","187","4","11","8",-0.00678101767763272,0.00247906281546385,0.0523170973493117,0.00595154371453635,-0.00219686344648117,0.0382142252699099,0.109931249594431,-0.0042239137878435,-0.0103376137960041,0.00584135554487971,0.00722805991825428,0.270795649475909,-0.00159397126255086,0.0090596674988477,0.890021666286678,0.0192338108818732,-0.00239821688142342,-0.007928551185806,0.616999324418316,0.00966418889923608,-0.079193462342658,-0.0468836001758678,0.963754148455321,0.0304838138827614,0.0069642681682119,0.0140155530872261,-0.0500382540855879,-0.0230107299956062,0.367925658279754
"NM170506PAR","188","4","12","8",-0.00831830223772106,-0.00882391738065759,0.0225470275865292,-0.00238123353159531,-0.0190218538761831,-0.945445459509557,0.115679927389467,-0.00820545702519371,-0.033586135002374,-0.0109367878889047,-0.00230276615996468,-0.222718729455377,0.00685372930394502,-0.0196532581818149,-0.384185133704301,0.00573418450560173,-0.00783684359081677,-0.0343860554703312,-0.178908482936238,0.011219338946276,-0.078582384466143,-0.0271047870833277,-0.278480744426078,0.0333465019316729,-0.0077102503008266,0.014247345384516,-0.0337187913443954,0.00293454968323128,-0.260126065457001
"NUMEX_BILL_MELTON_FG2012","189","4","12","7",-0.0100429693316457,-0.0114940057992331,0.0123342396743089,-0.00812198545355839,-0.0204893953940356,-0.72468779427823,0.103189824736306,-0.00500917376072198,-0.0334089979505044,-0.00814303917978235,-0.0145321524264566,-0.0869462749707209,0.00438499330344251,-0.0334540569652027,-0.155574556625692,0.00871779140996131,-0.00711182598092063,-0.0253233865557148,0.161036398499872,0.0146799591857638,-0.0990138756658001,-0.0463482657627593,-0.0418917334225841,0.032642329257044,-0.00571618204785275,0.00263546853218275,-0.058638931340614,-0.0331136391905673,-0.203967694579278
"AMERISTAND_803T","190","3","12","6",-0.00914212273570275,-0.0119878441178401,0.0177441833938254,-0.0102244340464597,-0.0226900026015672,-0.968497393470316,0.110292927587861,-0.00584573308012626,-0.0177188857001302,-0.00876849119620273,-0.0238531874416548,-0.496261306696339,0.0053353660677895,-0.0206457458608717,-0.195035362294755,0.0161494914004834,-0.00729889991003848,-0.025542840363182,0.0855187750251652,0.0270161310689112,-0.0954500431889394,-0.0459421145103636,-0.0864300680108118,0.0308126364000902,-0.00374249726436975,0.00199746341108076,-0.0589198482326614,-0.0328697243470082,-0.255622725256329
"NM1701PAR","191","3","12","5",-0.012230411616549,-0.0102870947979958,0.0136232693171189,-0.0179722848466357,-0.028712064170892,-1.55635068969957,0.135392710727861,-0.00946817148567306,-0.0219770519683354,-0.0227525414956446,-0.0351541452276416,-1.11653245948898,0.0109235618079388,-0.0296738649811518,-0.821489229086938,0.0138960043691585,-0.0111028414991724,-0.0326038651499355,-0.204765644557664,0.0271262022810588,-0.0980474561997489,-0.0488968883686286,-0.48712109923488,0.0274250282800668,-0.00140404577487489,-0.003679782039007,-0.0627010289693827,-0.032914987213716,-0.0751761128353974
"NM170506PAR","192","2","12","4",-0.0124841089688326,-0.00238554758174907,0.0257210325226037,-0.0212049259781818,-0.0202453878937366,-1.73027342657714,0.149345698196022,-0.00990765663121891,-0.0240288019344889,-0.0210942832325344,-0.0275777297870669,-1.26306329228601,0.0147300258338831,-0.0257588286800773,-0.802153769351962,0.0194948540073987,-0.00794866794357542,-0.0329410503454642,-0.177130603666165,0.0344382972763992,-0.0968972612060707,-0.0506663314133532,-0.437666528413578,0.0302139891475998,0.000107193389699817,-0.00082529491282719,-0.0523991817751143,-0.0119598342616726,0.0954591817497393
"NM1702PAR","193","2","12","3",-0.014639688445882,-0.0014083271818872,0.0332090329023787,0.000915157387658839,0.00273078006222036,-0.238139459388925,0.141972606871594,0.000125978033657604,-0.00754532643904524,0.00221544319648353,-0.00446040257884777,-0.467879773645762,0.0206231099651294,-0.00491910386299658,0.343167240101109,0.0276019638994278,-0.000329367409423467,-0.0200237549843796,0.365773730575079,0.0455272742443741,-0.0832562027588472,-0.0476937262184562,0.718738616240661,0.0365348844880762,0.00335413733913178,0.00855613700545417,-0.0382639625835202,-0.0015759579421447,0.487828619079094
