"Germplasm","Plot","Rep","Row","Range","GNDVI_62","GNDVI_76","GNDVI_90","GNDVI_96","GNDVI_104","GNDVI_110","GNDVI_114","yld1","GNDVI_124","GNDVI_130","GNDVI_138","GNDVI_144","GNDVI_150","yld2","GNDVI_166","GNDVI_174","GNDVI_180","yld3","GNDVI_188","GNDVI_194","GNDVI_200","GNDVI_206","yld4","GNDVI_216","GNDVI_222","GNDVI_228","GNDVI_236","GNDVI_240","yld5","GNDVI_264","GNDVI_270","GNDVI_278","GNDVI_284","GNDVI_292","yld6"
"AFX_149092","129","2","4","3",-0.640678794094318,-0.514658550565601,-0.593090482098663,-0.408840215659986,-0.144917074311089,-0.197107100353208,-0.370991175497474,-0.991088667809556,-0.327092597143958,0.00618400216588787,-0.295365189892995,-0.875673737825613,-0.429864634492693,-1.17452323387346,-0.874865562152083,-1.25278887583399,-1.03497529337361,-1.28840751465878,1.35888493652957,-1.14797065979908,-0.0892333183387043,-0.862461530977419,-1.28145521455519,0.87456868137655,0.232825902304632,-0.494662090019762,-0.332235249308061,-0.919739331120328,-1.32147492136463,-1.19035381009257,-0.822297694767531,0.266291155946698,0.277589752567714,-0.902208235384434,-1.06246436075439
"TMA_990","130","1","4","2",-0.288545327372494,0.0666527444779716,-0.379820309236227,-0.172603068594409,0.134772507914017,-0.325119415248362,-0.167438297455636,-0.566125819984802,-0.242490001665277,0.659678382964245,0.062474971485349,-0.621426335642944,0.073941893401103,-0.836648406595431,-1.58645504222975,-1.46882152549639,-1.01255747630877,-1.09079167166448,1.36275871937091,-1.27164009548683,0.118385812620266,-0.903552609390523,-1.17105655026774,1.09954813253331,0.335321903994487,0.101752322328303,-0.181610858936526,-0.601920968501758,-0.936631586833512,-0.874641081212079,-0.39769751153888,0.537420345811994,0.904602877498965,-0.421619516836848,-0.566820071993343
"NM1704PAR","131","1","4","1",-0.468076732503104,-0.147921276173911,-0.366254535320501,-0.398303304456002,0.127807927102044,0.231499616743124,-0.174132379078831,-0.441382804749221,-0.158985554401256,0.725618206611808,0.71430821679067,-0.656373482032569,0.51868451230107,-0.533080969040856,-0.814274290991888,-0.593158131869721,-0.162525653381731,-0.81677623628675,1.00433876116857,-1.26994738715486,0.0467368256398413,-0.492091275086898,-0.853941479176753,1.87900221018149,0.443965106778799,0.944929367217725,-0.12594235855618,-0.383818202676837,-0.770057910249344,-0.955660595625127,-1.25523324525726,0.44460897043274,0.624813628285193,-0.544399202945061,-0.615127855106734
"NUMEX_BILL_MELTON_CA_2019","132","1","5","1",0.35795099956483,0.674345626186778,-0.172769315461956,-0.0183878400434936,-0.883179350862371,-0.503035827857039,-0.109547952346297,-0.0346939578264242,-0.344042043522054,-0.0930799299593388,-0.422074947241615,-0.237398916880529,-0.0773483838632492,-0.409124206672,0.335939628092975,0.0994042308342303,0.0326106065031789,0.0763407647155541,-0.899161614115834,-0.323878972540449,0.468403604605629,-0.119675085023799,-0.0864252648458485,0.193781344440073,0.671946193176832,0.225679392685851,0.818703354728103,0.762059810646525,0.451759368007443,1.07060957308721,1.56929679575607,0.830932301353625,1.53728722259493,0.568038755807955,-0.150762143610161
"NUMEX_BILL_MELTON_CA_2019","133","1","5","2",-0.0313386036044357,0.705540267154612,-0.472295381890779,-0.459888497644017,-1.08073654690336,-1.45124954094103,-1.05248028537841,-0.654353127373898,-0.227903724003317,-0.472753612870953,-1.03262690822744,-1.04976403233174,-0.930952657921761,-1.19073956934357,-1.73708135354569,0.071408663308024,-0.884977309785988,-0.62890832883346,0.52799420200679,-0.656665543880429,-0.27002641294306,-0.662581470537468,-0.474071833556941,0.77880029450685,1.01672315766674,-0.14870245164673,0.0423045263882903,-0.488930077773962,-0.349491949468085,-0.90157534806147,-0.613789158020215,0.160091822685347,0.15870440953399,-0.88730854542293,-0.757236743389155
"NUMEX_BILL_MELTON_CA_2019","134","2","5","3",-0.0919746055963189,0.320965176959409,-0.798382441526936,-0.862253259349736,-1.13674342300041,-1.65807170185106,-1.17579131858381,-0.91586838617638,-0.310358752263307,-0.610636614786667,-1.4031083473203,-1.18189544741249,-0.639297554675465,-1.00183853888592,-1.12706109224343,-0.625532250142418,-1.02241850537894,-0.757214095238781,1.72989385700385,-0.828637583801132,-0.480206918826323,-1.0105348733098,-0.570859299474464,1.3207648917546,0.961697910194491,-0.444507182105063,-0.169423776424945,-0.837058636970263,-0.799356995686618,-1.16246481542799,-0.654163226424322,-0.0887970209368336,-0.370368108292519,-1.34567200563739,-0.995848456870933
"NUMEX_BILL_MELTON_CA_2019","135","2","5","4",-0.568489252923565,-0.431646490057235,-1.52722185991901,-1.80745308621503,-1.54657820505879,-1.30302580728722,-1.79473028804134,-1.35879536462839,-0.818554145439019,-1.485266723297,-1.70898604630938,-1.48643952694778,-0.31772952377192,-0.839574183803285,0.0407927596097249,-0.720988770295502,-1.4377487850225,-0.889768718354684,1.43076698836392,-1.27451120716457,-1.49307753049017,-1.56680201292574,-0.820379179416519,1.0951476614231,0.350773557033208,-0.884491211423152,-0.540602600360905,-1.18341083506977,-1.17012276783486,-1.88504537632501,-0.914529336337543,-0.267994626139626,0.0138629928132486,-1.21539480399117,-1.0428912490234
"NUMEX_BILL_MELTON_CA_2019","136","3","5","5",-1.30458045768324,-0.868138820858021,-1.52759506092411,-1.36581634987761,-1.35306111754492,-0.780984376098474,-1.37515324359635,-1.56691895103888,-0.888799018021941,-1.54131346886906,-1.67582103981903,-1.91666540842848,-1.57312693911796,-1.80810654121369,-1.85763508847499,-2.31503791506321,-1.91977675717458,-1.62465070513267,1.16056743089661,-1.35454579063667,-1.64342327587379,-1.83588034959637,-1.47082143982283,-0.537180114067961,-0.130973452441154,-1.4716740932718,-0.998912086635317,-1.74042092686043,-1.6137243260215,-2.36097720397726,-1.86022892217083,-0.800093858621023,-0.82248701970421,-1.820697307417,-1.30875226963585
"NUMEX_BILL_MELTON_CA_2019","137","3","5","6",-1.62132454672366,-1.07695336169105,-1.62194977326916,-1.64101174523368,-1.14122355122297,-1.22105099243887,-1.29778229337108,-1.68228512609695,-0.122676585780314,-0.504446650582636,-0.823202258634744,-1.62368954154471,-1.05058516258165,-1.57188949914505,-0.757496752131494,-1.50327080021932,-1.40893055910988,-1.56317977396714,1.85731078176581,-1.3369477492817,-1.32553148678317,-1.50945791295279,-1.62955405720694,0.974694395375858,-0.156210363516087,-0.940503704881338,-0.806701241924678,-1.60899087764214,-1.79408553355549,-2.38394647837139,-2.09787295089253,-0.302987372092162,-0.264515107427995,-1.94454716498729,-1.29375419270489
"NUMEX_BILL_MELTON_CA_2019","138","4","5","7",-1.18418260454129,-0.480514061221347,-1.33017114125983,-1.17988743150914,-0.709210306798549,-1.29129337167243,-0.877540031542508,-1.08666295060469,0.00876783868340331,0.321341261725046,-0.33443826205259,-1.33565612229539,-0.639362939425671,-1.17603482705351,-2.0035830437506,-2.08389220398196,-1.45441680752108,-1.31834981345536,1.5238588722766,-1.50161033365809,-1.21040260971202,-1.58592144773305,-1.47725028031285,0.871159147295059,0.0125292155176887,-0.466074612106017,-0.619791426259676,-1.34217174724048,-1.3398487012772,-2.19479052134296,-1.87771446336282,-0.0507253100451988,-0.0901620882339611,-1.71872545302931,-0.835476032167826
