"Germplasm","Rep","Plot","Row","Range","yld1","yld2","yld3","yld4","yld5","yld6","NDRE_62","NDRE_76","NDRE_90","NDRE_96","NDRE_104","NDRE_110","NDRE_114","NDRE_124","NDRE_130","NDRE_138","NDRE_144","NDRE_150","NDRE_160","NDRE_166","NDRE_174","NDRE_180","NDRE_188","NDRE_194","NDRE_200","NDRE_206","NDRE_216","NDRE_222","NDRE_228","NDRE_236","NDRE_240","NDRE_250","NDRE_256","NDRE_264","NDRE_270","NDRE_278","NDRE_284","NDRE_292"
"NM1713PAR",4,140,6,8,4,3.9,3.5175534648,3.15,4.55,4.55,0.493421075810003,0.456554865734784,0.356356065173777,0.42317314411125,0.459849748723019,0.413689809398156,0.424877942062344,0.436229282980206,0.420134772255155,0.354937873907041,0.402292882965152,0.428028877254081,0.247810599714569,0.405911919460406,0.352587943549206,0.306771879483501,0.276115108800118,0.422148260453081,0.274162565424576,0.348876685521419,0.295386922072718,0.320436304054771,0.286831460674157,0.281060678,0.30264781706505,0.385617665452673,0.327082735533238,0.268797398336767,0.40216071024045,0.308632364391924,0.255795277386973,0.296665278851682
"AFX_149092",4,141,6,7,5.3,5.35,4.9389831528,4.9,7,6.4,0.471911120363211,0.455000229014944,0.445335068680583,0.423021910788742,0.436253398418191,0.415774715917371,0.429528098,0.433450654400794,0.435991938770383,0.354698346448705,0.452877452684237,0.446773490618215,0.308119856530351,0.421467072884931,0.346817864106243,0.30945315086635,0.288597203648406,0.368707470836436,0.229209461562403,0.33359260908363,0.29068655255636,0.295656913021619,0.30582928202492,0.310951091459781,0.321801692253129,0.447147142194884,0.343386093393181,0.309598584113474,0.428621325208626,0.313004301317044,0.259301621100929,0.25357086739214
"NM1705PAR",3,142,6,6,5.25,5.5,5.3966780582,4.7,6.65,6.45,0.475950653264339,0.449172893368771,0.447942853879812,0.422271417527585,0.430058006108426,0.404536274094911,0.428441463801675,0.431042258869383,0.420207393896404,0.356563529231297,0.45036024886554,0.448031964336988,0.222604283010673,0.401163081602604,0.265586656547919,0.327490711106206,0.259870253086572,0.330392256142963,0.222574891067538,0.349096862009344,0.317807518524879,0.292862336476117,0.278203813860126,0.304340452239159,0.3125,0.448690174005812,0.310784226229537,0.294748547567175,0.416255379767633,0.301337030883706,0.258965993637274,0.249664845
"DONA_ANA",3,143,6,5,6,5.15,5.3550556142,5.15,7.25,6.15,0.468958260200926,0.455436773137796,0.43541223718403,0.42370672545411,0.431189290032101,0.434215832011292,0.434592517866599,0.441570705198129,0.419624797606029,0.3654995072678,0.443570900456714,0.430721364594876,0.337418422320529,0.418218711156862,0.293571825566087,0.318195650046439,0.251421301658493,0.328685033507074,0.243131591281931,0.33497877237055,0.314452269567029,0.287516540975364,0.282148311956361,0.331805536456625,0.320752552353987,0.45877129088033,0.279807508902713,0.320372395487474,0.401918756763118,0.320026649011696,0.244524647465824,0.215392355122029
"NUMEX_BILL_MELTON",2,144,6,4,5.1,4.45,4.4516589362,4.3,6.15,5.4,0.492277886,0.449529853138962,0.374620619999001,0.418056799430497,0.443045257318614,0.456914855658726,0.431156241863446,0.419522762973829,0.429109991510312,0.403734964763632,0.434853503445174,0.426249650662617,0.263916294365848,0.419574024576798,0.274048551523444,0.278679505573336,0.279838097389895,0.387244286,0.254600256769374,0.316748703233639,0.334832126654221,0.322918281624633,0.336676213556584,0.290470397833652,0.309954419130079,0.484448000588603,0.29392776803585,0.274831495098039,0.390284175287573,0.273417860667308,0.2660270141239,0.28116410076392
"SW_8888",2,145,6,3,5.75,4.7,5.2385209642,5,7.5,6.15,0.482702703595763,0.449110877087408,0.421106248743059,0.412786761015264,0.412905579,0.436332429765281,0.43955077086656,0.379342536,0.421063466060173,0.37466577540107,0.450534496036858,0.418368990175558,0.35378038631685,0.420659220650285,0.27907387,0.318038847809293,0.215012280572053,0.34070786795731,0.263546140678494,0.347335119658762,0.308948835726387,0.2728,0.263999804166361,0.329085245420782,0.339787276763514,0.474107056148317,0.269031149560255,0.305788319218738,0.414219850724614,0.306062067213804,0.247611273770443,0.239650039321425
"DONA_ANA",1,146,6,2,8.1,5.1,6.5881225694,6.25,8.9,7,0.460400351579796,0.459433458666966,0.37590467224473,0.417239604018652,0.388720855989455,0.45778895222922,0.432828308505771,0.434564219402934,0.424835659392258,0.313571731499779,0.463428689726268,0.432225774896705,0.377369733494664,0.408676932874113,0.27380777,0.335803075451569,0.248376394053936,0.320768230330107,0.279682056,0.348655522390248,0.335834030382093,0.262173027347623,0.229207803970527,0.346883054606486,0.331412203638241,0.457570908288268,0.296359118390774,0.346189718621752,0.439265420816393,0.295552030113383,0.237634553067079,0.219438875761721
"AFX_149092",1,147,6,1,7.75,5.75,6.9887429894,6.3,9.55,7,0.49338314695017,0.444887919362118,0.424201624588678,0.413199290089133,0.454049438402812,0.485547158340932,0.406119131271669,0.421613764716629,0.425386799374741,0.336155493239424,0.465178693203344,0.426267825978194,0.404366772273566,0.391797515819077,0.330554001429181,0.342508341504037,0.391354929068402,0.318644427897741,0.268586990351696,0.3887087517934,0.46739081889814,0.274785118149824,0.239542778514915,0.364947234063559,0.371645956832345,0.399402751719825,0.305135312491797,0.346303104575163,0.44852244403921,0.293123397,0.250481047119703,0.226726509870785
"NUMEX_BILL_MELTON",1,148,7,1,8.8,6.2,6.7833621534,6.4,9.7,6.9,0.480197367116715,0.449413388543823,0.400311165645902,0.410193322769965,0.43033585983413,0.509920344438476,0.45599978109266,0.414173459646031,0.424662729527432,0.324712512499457,0.45244672078077,0.422769221861973,0.406594386774318,0.410663921627958,0.340200734,0.323256428877344,0.434891500024327,0.331753983618764,0.227773692810458,0.390637854992478,0.490523988003218,0.275716641528406,0.263937920736334,0.338028171467592,0.365168071248023,0.388368992,0.36367640496627,0.30296749828336,0.421517758469059,0.290672762628092,0.256530751063623,0.250087399300806
"NM170506PAR",1,149,7,2,7.35,4.65,6.3783812754,6,9.2,6.65,0.462146670860858,0.460516336498498,0.390880642852358,0.426139744838876,0.423778972,0.488141694257051,0.454894170001122,0.443971398735798,0.434955779613022,0.290968300803985,0.452936046213357,0.422411727573517,0.396051432291667,0.40681987858939,0.301504305425874,0.299316683630409,0.260875553754811,0.282177306894493,0.262748222795094,0.359284295331641,0.331291889461824,0.269806645714778,0.251874785,0.32057429937149,0.345210880624527,0.462017205742696,0.315458435,0.32992352033406,0.443854794806241,0.30851570844165,0.255000974748874,0.249885829864768
"SW_9720",2,150,7,3,7.3,5.55,6.1758687902,5.75,8.15,6,0.491202213195594,0.45028668507114,0.368114898511767,0.413238328625745,0.394116083712011,0.43763206875445,0.44450381295826,0.376944128131827,0.399671271688769,0.305982299391885,0.433373576137196,0.421162712069778,0.350757593233372,0.377301417314114,0.280855084776653,0.286369477,0.239279348102878,0.307659270290395,0.259937363834423,0.339382062515689,0.340065753548046,0.287807340372046,0.279448532471665,0.298411130621403,0.310341047271622,0.451191925963168,0.269861487503764,0.278758028647401,0.401345699511192,0.265967463222282,0.22174510829973,0.229399227721779
"AMERISTAND_803T",2,151,7,4,7.95,5.5,6.5209327862,6.5,8.9,6.85,0.461795931719503,0.451938456542037,0.385084323245572,0.409295461,0.409617709592696,0.448858131487889,0.45149342836058,0.386014254061906,0.41974745683516,0.306432419263149,0.452397711221241,0.437107636303467,0.3958161,0.426770116654257,0.291337836435876,0.304026218274584,0.284927456444484,0.32518620004964,0.26523572377158,0.365129676636133,0.336217361,0.283085255759266,0.214965215049815,0.329692225148766,0.340272609,0.467050828656518,0.284777804026564,0.318491096284193,0.416594107522527,0.31722368851271,0.259816385075901,0.250430709281598
"SW_8421S",3,152,7,5,5.8,5,5.7947836482,5.4,7.75,6.05,0.474391013567544,0.446119723460985,0.37660692234666,0.412375216106185,0.424313486078192,0.460125167076812,0.423358664039779,0.417936827725088,0.420744922843038,0.311945132820312,0.433920818935847,0.4226652,0.351200692041522,0.407342187467553,0.282940431633242,0.307030519710258,0.251517615843992,0.284994192107223,0.262335434173669,0.360089674595191,0.346037095117873,0.301396480643539,0.275364421923576,0.31088289095068,0.324989726008118,0.448037167383573,0.279998600064747,0.308366182616583,0.400457641721163,0.286968216889644,0.248882467013955,0.235406616184411
"NM1713PAR",3,153,7,6,4.7,4.2,4.7771018142,4.3,5.9,5.4,0.487818063286696,0.456562842528316,0.397365581729905,0.419443979699961,0.453267973856209,0.424523661347738,0.438215349712676,0.371924083417966,0.439772639843573,0.332306651146423,0.445071288856175,0.427533844196504,0.275673062193627,0.383454417623623,0.299247520162553,0.312262402458481,0.263755493926272,0.335948111134037,0.249346016184251,0.34537183115051,0.362839777218862,0.360471838137645,0.255982898422527,0.279221539362013,0.302447931033836,0.46197866,0.323827072997874,0.292869840543221,0.408258630795065,0.311044369613068,0.274460895469299,0.289451119173655
"NUMEX_BILL_MELTON",4,154,7,7,4.85,4.75,4.5754042568,4.1,6.1,5.55,0.484159604165622,0.457361283863726,0.407314277885651,0.419834365066087,0.445452126929203,0.447013020540559,0.416097061335869,0.41275390170508,0.441644852,0.351989576,0.438974696967777,0.434664040040416,0.390702037677816,0.422329347291895,0.332188584476166,0.287445021693388,0.304319210201563,0.399179548275006,0.248853605187095,0.325186513629842,0.345289445091847,0.318188637506285,0.259277471787716,0.272200098945051,0.31208297893784,0.459588663575592,0.329179350617036,0.274643510953764,0.39265408913177,0.281054134968916,0.262975275580318,0.274897280310249
"TMA_990",4,155,7,8,6.35,6.45,6.1924247048,6.5,8,6.65,0.497574628098627,0.420257898586631,0.362474928085541,0.396546685691031,0.416687606415115,0.439660285612341,0.422775418016661,0.420388431247168,0.398353909465021,0.319451016485748,0.414315020412058,0.442160026085391,0.330561427696078,0.395289331628561,0.302160797585634,0.292481425618681,0.31140532459318,0.300586150409531,0.238141923436041,0.3867653930089,0.299400076444553,0.258738600149427,0.302630143692933,0.285853819139596,0.298199764401885,0.371414155747915,0.300430480090296,0.281554950846169,0.383834142407756,0.284177546,0.211009628587483,0.200544940909015
"NUMEX_BILL_MELTON",4,156,8,8,7.95,7.1,6.0959520968,5.75,7.3,6.2,0.490804874379419,0.440123251679096,0.373708706643959,0.402394965012942,0.395391710605811,0.451566170745215,0.45832710070678,0.442313499803868,0.412531455303913,0.366048577598075,0.428074828,0.449116347426043,0.350618174484984,0.415436491808888,0.308233853857957,0.318681460718763,0.311309581731783,0.340293273765202,0.245493308434485,0.390744583,0.32868704951595,0.272004424333836,0.262606319720871,0.274583320110997,0.298230621562435,0.356871574145606,0.298717659,0.291081343802953,0.405193293175496,0.299569535182941,0.250273613718992,0.259332229689989
"NUMEX_BILL_MELTON",4,157,8,7,7.15,6.5,5.8735098468,5.45,7.4,6.1,0.489622778669945,0.439284221787607,0.365392014104513,0.397268614656838,0.399990731586752,0.458967082389452,0.437176594272639,0.437743530773047,0.42335808474026,0.317960712126544,0.443081506106716,0.446107844114422,0.351563322772643,0.41736949,0.29338391641835,0.317687157414561,0.313276197486724,0.35877805907173,0.241663541910788,0.356624907696001,0.349099560720795,0.297074948070964,0.255441091,0.252431323185631,0.293428542094649,0.437840010300556,0.296204600537225,0.266760700389105,0.372874247987083,0.270877043958378,0.241644337976518,0.25210545951996
"NUMEX_BILL_MELTON",3,158,8,6,6.85,6.35,6.3910806682,5.55,7.75,6.75,0.468624807523279,0.446220712111559,0.411490528042632,0.395925125072118,0.414417360081287,0.421008248701902,0.447128306811056,0.370159073038186,0.419736428309579,0.34583931133429,0.454051571966986,0.453007849950603,0.341706223628692,0.401454852320675,0.280312942579801,0.341924732369496,0.305784601230522,0.349559493670886,0.243515017117958,0.371519429190235,0.36874664027078,0.29705641025641,0.283791143423662,0.305118483995022,0.307032664726337,0.479759960269286,0.312094514409196,0.280241921431108,0.388805630099158,0.299822367681411,0.255556147044036,0.252418634973171
"NUMEX_BILL_MELTON",3,159,8,5,6.75,6.15,6.2171361502,5.9,7.6,6.55,0.469525934841115,0.448537177453271,0.363131366554894,0.390726707279867,0.409308748009008,0.481702388953889,0.424323156425985,0.427995673,0.418845597383369,0.322920151954017,0.448353915775556,0.435801267581686,0.316107047435504,0.402117912069765,0.270065125588798,0.311581503145348,0.291822767154835,0.30678464665313,0.258667522564581,0.354021263289556,0.369221650426815,0.298535371,0.234842916942058,0.291508615674286,0.295748404012768,0.450230966136571,0.289396190426193,0.289827674897119,0.394373487520811,0.285807152761296,0.265284273588772,0.268271740782595
"NUMEX_BILL_MELTON",2,160,8,4,7,5.3,5.6599955262,5.65,7.75,6.5,0.48040834644018,0.451385420323287,0.377753806291355,0.398328068051715,0.430644806942385,0.482652742558055,0.422726026201962,0.385442336247553,0.418851977579241,0.33118034723128,0.439983100329121,0.416285864490319,0.365469874658724,0.418564807535804,0.290399745923419,0.288902614440635,0.280176170578647,0.281362323157111,0.260431021013983,0.331224312919262,0.37918179617526,0.321697938662645,0.281324487689813,0.271233485302051,0.313032052423217,0.482196225582165,0.29464748509994,0.268130579079881,0.396891797734897,0.280039640404898,0.254567125995697,0.269397054644535
"NUMEX_BILL_MELTON",2,161,8,3,8.45,6.65,7.0454450342,6.55,9.5,7.45,0.471028701335607,0.457759067950816,0.362565274266513,0.394299061434847,0.403227786841232,0.447563665330711,0.44181676928607,0.427185709398403,0.406592463,0.291045180152134,0.433192084619736,0.435409423412543,0.367567099314285,0.396520445890798,0.264776146856491,0.312680167751904,0.307267795455651,0.304731298088856,0.260608076563959,0.359951808115366,0.379790202171838,0.284384032497461,0.261276933245208,0.291949889108674,0.310446257170683,0.484361549497848,0.298760882309193,0.279189928286129,0.401614774,0.283254254727706,0.257402943077684,0.268338264547081
"NUMEX_BILL_MELTON",1,162,8,2,6.65,4.15,5.1072617974,5.15,8.45,6.3,0.479203757674286,0.460429632035443,0.387089117993738,0.400648201266003,0.425483247870374,0.500993924858115,0.431568057410754,0.410960654,0.430175699335146,0.321681485,0.427131339153666,0.401217448,0.397662261106974,0.440472312784108,0.303551348027675,0.277586910936983,0.252160842253721,0.299753785058327,0.238474751011516,0.342775368254021,0.337449349185694,0.274974761186526,0.288454921544148,0.281523459950425,0.323819539443684,0.489207041165434,0.311430292080699,0.267734609816449,0.400132364664651,0.29296591,0.244271222817936,0.25202141861126
"NUMEX_BILL_MELTON",1,163,8,1,6.75,4.7,5.4743232114,5.4,8.8,6.8,0.468861641843438,0.457727797001153,0.406290834981718,0.398996151915677,0.429845663755698,0.49907329499722,0.424025231618372,0.432289802739402,0.428442063283497,0.345067179195654,0.41694541064289,0.38540873939529,0.3853972425406,0.426898017263287,0.351222281925295,0.290521097744914,0.371923696164683,0.330092771184016,0.23315424576205,0.386218582792845,0.452007223456291,0.276252656543259,0.281227681084918,0.309630797112947,0.36813332240712,0.452171961205751,0.338678986,0.29180844841179,0.414933495863044,0.295769053002386,0.25340972,0.265364157598248
"NUMEX_BILL_MELTON",1,164,9,1,6.75,5.15,5.2496314674,4.85,8.1,6.35,0.467185940773343,0.453660617,0.419991679689375,0.40706302263251,0.44098001000542,0.472825338345241,0.428655975696015,0.324090761727181,0.431858200358493,0.363805016,0.426032760011999,0.385424569508856,0.46924814701259,0.425954459649612,0.363886188853509,0.329145316663251,0.392562860921495,0.360379051873914,0.249932231856886,0.404536475002759,0.459817151092421,0.291575978639489,0.238445722148509,0.295177299775632,0.36899121852709,0.469281352315786,0.300429707565049,0.286439232,0.402941975775726,0.303428312076583,0.271317244846657,0.286076746168639
"SW_9720",1,165,9,2,6.7,5.45,5.8103482654,5.75,8.7,6.45,0.461043411396954,0.445741771559434,0.382782402657161,0.397646861990572,0.429347807499068,0.479384741,0.428695208734865,0.331872721111368,0.412419426570513,0.329677233065338,0.429881039577703,0.409764551489887,0.315360705199801,0.411800699905763,0.288928143830105,0.302175992348159,0.320089846381821,0.336723157110946,0.266860021786492,0.356293621083608,0.35042496893286,0.250839617898441,0.23744437100683,0.279772356703876,0.322149412928153,0.467502395781226,0.292857530339222,0.2753286411841,0.3895140041949,0.296504066056238,0.225661474242789,0.23023374226696
"NM1712PAR",2,166,9,3,5.85,5.1,5.4520588942,5.05,7.1,5.7,0.475008775888872,0.465079218351176,0.369884437211361,0.399230547162817,0.439657823913879,0.435387883464854,0.41982174688057,0.411374591,0.412596435813879,0.310035252090489,0.438688516769238,0.40846481122101,0.213170980976158,0.401804447635123,0.283228700222164,0.306465254019056,0.29083434,0.333306726234798,0.24966192,0.334459304701228,0.351001894423869,0.298985656168689,0.264101833492448,0.299984322087044,0.315422809950854,0.450632012654968,0.301538178859228,0.290073252724253,0.41037637134443,0.254483904413326,0.262070632174438,0.279564920002379
"NUMEX_BILL_MELTON",2,167,9,4,6.05,4.8,5.1550556142,5.15,7.3,6.25,0.470981284323638,0.452392390886448,0.413887331591511,0.40352364403925,0.4364077,0.468747288254864,0.416500507643931,0.426885068,0.423597606405775,0.3462176623986,0.436512040713721,0.42199095771344,0.272129211653016,0.43090739548631,0.283350951324808,0.315772173785086,0.305619571611474,0.329560685033507,0.258487032263104,0.345888055034397,0.36441081376519,0.318997269793994,0.24786095811608,0.28421547723567,0.323596193533377,0.478235478056138,0.350611684209605,0.26626478909465,0.383996086,0.266558960444101,0.256547819731211,0.27256967161654
"NM1702PAR",3,168,9,5,4.85,4.6,4.9301434082,5.3,6.8,6.2,0.485757548722219,0.432979984093871,0.419484015221173,0.400073648331677,0.457267294172571,0.471718735738053,0.401559814937211,0.459994769808901,0.413146205941464,0.347439966378273,0.424644592057519,0.424910931182001,0.192055635855732,0.392231224024231,0.291328789825522,0.30096940556051,0.276696279684895,0.337694911888806,0.261875,0.326305403013462,0.331421526405567,0.266649240143498,0.266262322472849,0.296069024624775,0.298193466304121,0.428276128462642,0.354839435322458,0.291425574120699,0.383827570343293,0.266857207100296,0.248113091390402,0.252559717834278
"AFX_779",3,169,9,6,6.45,5.75,6.0756483282,5.55,8.1,6.9,0.459612540631226,0.454455589838399,0.402646737617508,0.399135575260722,0.45242437661339,0.419676464342373,0.422837044,0.382793478385894,0.418451151156223,0.341777428873068,0.445371222395444,0.430290257835418,0.203644475986597,0.395075345181696,0.283610781649997,0.335068609057131,0.29898428579643,0.35710598163316,0.258174751972502,0.377964720597432,0.353941603009035,0.29851221719457,0.309023328682284,0.294365706481598,0.348604034975185,0.461464477389872,0.347295237595261,0.317297378056161,0.419841410575375,0.310580407146932,0.288247884372452,0.279591354573511
"SW_8421S",4,170,9,7,6.9,7.1,7.2805646308,7.15,9,7.05,0.494763218160239,0.427638032194975,0.3260130954018,0.401759522614467,0.408263648596694,0.453806477309502,0.41769428026394,0.431398699975103,0.407556229966647,0.295565591351101,0.447916538878325,0.44047193281778,0.216487524272553,0.382114271531397,0.281745424229084,0.336139682890042,0.290933942350946,0.336545048399106,0.240381847183318,0.376352219235512,0.306849213498975,0.267504341607927,0.341194487,0.28820197223871,0.32093612251102,0.383641246367215,0.29224435869841,0.319444232513585,0.391630618871425,0.253961583784076,0.224163656412791,0.206636912224395
"SW_8888",4,171,9,8,7.6,7.05,6.9199824548,6.35,8.05,6.2,0.483710356404105,0.441253003,0.336600484466399,0.412137750086233,0.415551024331301,0.453894628142189,0.431981875802101,0.462758369897302,0.403202725597707,0.352873500988062,0.441829043052744,0.446937351262173,0.225894491499131,0.384782834410682,0.290294776569286,0.348166868999007,0.30835448548921,0.320717568711181,0.257584228135699,0.437802770860704,0.303759631736676,0.257344453,0.335359232332134,0.27248822414538,0.325042644103292,0.336415038811022,0.300405965080204,0.324146837002563,0.398558499253679,0.279140402816467,0.223013464812773,0.217862193470739
"NM1703PAR",4,172,10,8,8.9,7.7,7.7861210548,7.35,9.3,7.5,0.441219670756003,0.429141693627971,0.353484549990364,0.419766621723141,0.391647906504912,0.436408856108391,0.399384202490614,0.478799635319552,0.401419593581523,0.332231035073947,0.473873310007764,0.458739883873414,0.210331929448995,0.39894207,0.293523775876717,0.345697862634735,0.293628067062602,0.299533581533879,0.2338637606437,0.414149126616351,0.286988361593814,0.236226445449975,0.313872952926489,0.276211783040855,0.307655413608975,0.327353676930434,0.276381848132207,0.329747653925383,0.406426507754833,0.270090565000687,0.251098520856306,0.256706450696221
"SW_9813",4,173,10,7,9.3,8.15,7.9865171048,7.4,9.6,7.55,0.451121652,0.429536800227337,0.346029715125948,0.416239190516583,0.39891052097664,0.455532802772132,0.407995887493574,0.434925675760393,0.400613940152609,0.322985775980754,0.464970912366664,0.451308795546017,0.205514140131108,0.394066128140701,0.303731448894848,0.363262149137328,0.304772626754051,0.337931596,0.25299298340996,0.340619688776073,0.330085250676019,0.267104933709105,0.332826908,0.277735172472154,0.329499586225532,0.373729411398238,0.291630621534974,0.328845542846768,0.394625472256119,0.274096377419801,0.250609816576203,0.240324120885294
"TMA_990",3,174,10,6,8.1,6.85,6.7873328142,6.8,9.3,7.2,0.455646920042031,0.412163608276184,0.340195196942291,0.384244341872603,0.382220265557203,0.424463118580766,0.392499813021203,0.437092801859942,0.382562737028968,0.311836231347885,0.445075808101018,0.429898199,0.193023625589476,0.385661919213194,0.27024914737333,0.33310381502634,0.265061061645502,0.322572793033639,0.280913405202719,0.354903243420534,0.352067660564393,0.273417596782303,0.336079414221829,0.286165557753402,0.332189848606013,0.444712504138616,0.317738054614974,0.322117571,0.386145008839381,0.266250442415233,0.246606847867352,0.212939839192284
"NM1704PAR",3,175,10,5,6.15,5.55,5.5717658522,5.7,7.5,6.85,0.459158684786788,0.44153265128519,0.389443872571243,0.404348860173147,0.424602316416763,0.480719965483185,0.390131969853332,0.448113817555889,0.406356515001539,0.334497594307494,0.455242559310829,0.453902709294622,0.147523201884377,0.391195308119718,0.291518222237176,0.346065187801199,0.289545084896129,0.342356515264334,0.223743927950927,0.330023948650575,0.354352726153801,0.283436790795591,0.27820636,0.305629189276862,0.316443641290376,0.439327520877019,0.368305782278234,0.29799004772683,0.392682567250263,0.281737299236241,0.27247474555433,0.278387094642373
"MESQUITE",2,176,10,4,5.8,5.05,5.5662133362,5.25,7.4,6.35,0.467188873844508,0.443049162,0.403502156122294,0.389572774065289,0.412535700554732,0.485721842693912,0.386269579726288,0.427848259976321,0.390956109589918,0.320855598567084,0.435777327962815,0.413039518608201,0.204774564097791,0.390537724999728,0.302225474774494,0.306146304675716,0.277488455816629,0.324948920327625,0.258346560846561,0.331922238981063,0.345801550679599,0.29151513323278,0.295161048689139,0.293905913381357,0.327863657090743,0.446796711179781,0.346811378571302,0.296309156378601,0.395422866323838,0.302625177486582,0.252203759,0.266099276502045
"TMA_990",2,177,10,3,7.15,6.45,6.9890965102,6.8,9.2,6.75,0.488531692,0.441462197960518,0.367679497621742,0.386701740794676,0.40716414016587,0.476408060215663,0.381605346258354,0.379546549596362,0.370950029930625,0.303030484181847,0.438269811695417,0.41463234685783,0.201109991775315,0.379042578754231,0.26887808874737,0.321037780966045,0.26217748096306,0.328233109952842,0.262416603,0.337343220626256,0.32608261603043,0.253667882517191,0.338435778805904,0.284024773369157,0.332524981938781,0.428574936188848,0.300791753015569,0.306215571831846,0.381012240026004,0.27730367718688,0.223607220666044,0.219782692275546
"AMERISTAND_803T",1,178,10,2,6.45,5.35,5.7222980874,5.75,8.25,6.4,0.469052551927411,0.453656453203617,0.396799538890911,0.400925606983633,0.445104561432416,0.489259853,0.404880458222704,0.355823155059046,0.394674789741039,0.31286079,0.441917472585141,0.407907630310173,0.216970324522214,0.396792378759966,0.277737494730959,0.324590033772243,0.275998923676942,0.326743160280736,0.251401921879863,0.347007320751941,0.328421044760914,0.257640020110608,0.317675561452651,0.293496020958284,0.33430181,0.441679174484053,0.292047317811551,0.304332713,0.400442775,0.282246844798654,0.23858876884087,0.230095429
"NUMEX_BILL_MELTON",1,179,10,1,5.75,5.05,4.8520116754,4.45,6.8,5.8,0.458781070825602,0.453002719031975,0.44981658538813,0.408518930409708,0.438057445200302,0.478710304819882,0.396911842887075,0.343366344436742,0.41989945561917,0.33197360984305,0.437095933263816,0.407755387613034,0.423133653560705,0.423164131757903,0.332217558361349,0.314576389655299,0.334188236915941,0.310114867212708,0.249882794186592,0.358856877953499,0.406305169070843,0.300671622209002,0.237563829526817,0.292638737763211,0.360418186654507,0.470250156347717,0.353493975903614,0.269496367505065,0.393665836039165,0.275189522258964,0.264330963154493,0.28188021329589
"NUMEX_BILL_MELTON",1,180,11,1,7.45,5.85,5.3263522434,4.8,7.65,6.45,0.456397661862183,0.454651793187014,0.393288935523245,0.41564002111639,0.418272676717746,0.497781886167081,0.402190296185496,0.41882510563374,0.41924435962537,0.315623652,0.445976371083713,0.417261715309107,0.366435917721519,0.415334640588799,0.297266276,0.3192688444984,0.334904342968859,0.308687716863981,0.225682189542484,0.348867157366638,0.36770826986035,0.298886274509804,0.256568309221317,0.283757505879532,0.355742833069681,0.464105139241438,0.333686733040257,0.270135805294881,0.407970016218211,0.275222831540771,0.263497809380162,0.277499058268403
"NUMEX_BILL_MELTON",1,181,11,2,7.45,5.8,5.6805000554,5.35,8.05,6.35,0.461574310883774,0.450866723500995,0.360303902175868,0.410927673729689,0.409012845334212,0.459265141520002,0.382363725721293,0.422922028955914,0.41593935097053,0.287968095590047,0.458259045710742,0.41306805189932,0.251615006886349,0.409423281211219,0.294593671351204,0.308651362984218,0.312459470354207,0.308077637130802,0.232541433239963,0.307242863503686,0.34840456886101,0.295033841506773,0.273551002423441,0.276529164987086,0.308642350614281,0.458460250892102,0.293936270081655,0.277224591138276,0.387329237338563,0.278226008602634,0.262470816,0.259273022
"NUMEX_BILL_MELTON",2,182,11,3,6.55,5.25,5.3475599062,5.1,7.75,5.85,0.459711859075181,0.448580149,0.358339415607998,0.394513773386216,0.417001531004559,0.464457463597034,0.383006845158722,0.459366967760887,0.400521299533307,0.300526785955984,0.450578179989945,0.405357613991475,0.255258555162571,0.407129783175563,0.29216480263826,0.311283523,0.287268890186347,0.303162074956565,0.232302163893446,0.300088658352647,0.360263789101666,0.287236400201106,0.259407505324227,0.282700600470363,0.31607232776379,0.477612134471581,0.306060844685933,0.274586207939966,0.380189934747993,0.264452133794694,0.254287150757739,0.265762604333948
"NUMEX_BILL_MELTON",2,183,11,4,5.9,4.55,4.1620655242,4.5,6.7,6.05,0.466012080599007,0.455380643656911,0.3803916235095,0.392772457820337,0.424169790465206,0.476783417556612,0.378161032372262,0.464013777612991,0.414255609411915,0.298504050548527,0.41092179594036,0.403280742178263,0.278583407550163,0.418360907,0.302641908545782,0.28431335619284,0.234349345185258,0.313912534127575,0.230345082477435,0.302756934939194,0.369632707135874,0.306702601359269,0.240568480023588,0.283568338322562,0.293758667214613,0.469619063,0.310567586,0.269538605325399,0.373936275408751,0.288518856257729,0.251419884192993,0.265699480133059
"NUMEX_BILL_MELTON",3,184,11,5,6.85,5.75,5.2882107542,5.2,7.8,6.6,0.452246443,0.453351052270866,0.399856669875287,0.39682404261196,0.417452250508046,0.486680907232292,0.38319639150752,0.469297882668186,0.412490733911857,0.319028180070924,0.451974122982526,0.435977593817373,0.225148920327625,0.406709523286848,0.285470180161715,0.322107383291027,0.272226276780356,0.345597031960057,0.226782282634169,0.316446308354486,0.379086875356603,0.29418079436903,0.256497025776603,0.297254514105588,0.306484048199671,0.472195121951219,0.372917902547007,0.278540115892036,0.383148633308294,0.272653074772016,0.270309390724616,0.276574394463668
"NUMEX_BILL_MELTON",3,185,11,6,7.9,6,6.1795717702,5.7,8.4,6.7,0.449476622703642,0.440980017405136,0.375618857,0.385192420618908,0.396820673698253,0.467677014098064,0.405173346151535,0.461547348454317,0.406038104781582,0.302085054273003,0.464147873261227,0.430421178737617,0.276878707799824,0.413482728307421,0.276527460028177,0.344199315748814,0.298313577630466,0.327122958550509,0.238329248366013,0.336472310632505,0.379909097312587,0.316153786,0.261574796210619,0.279434330826378,0.326580027359781,0.483258286429018,0.385302265440955,0.279925626396978,0.385534175623325,0.262800894,0.268986484488215,0.257886258649061
