"plotNumber","germplasmName","replicate","rowNumber","colNumber","name","value","trait","doy","harvest","GDD_sum","loc","year"
184,"NUMEX_BILL_MELTON_CA_2019",3,11,5,"GNDVI_61.5013888888889",-0.0716548519466649,"GNDVI",62,"1",208,"NMSU-NOR","2022"
185,"NUMEX_BILL_MELTON_CA_2019",3,11,6,"GNDVI_61.5013888888889",-0.0444464930032914,"GNDVI",62,"1",208,"NMSU-NOR","2022"
186,"NUMEX_BILL_MELTON_CA_2019",4,11,7,"GNDVI_61.5013888888889",-0.041394465848843,"GNDVI",62,"1",208,"NMSU-NOR","2022"
187,"NUMEX_BILL_MELTON_CA_2019",4,11,8,"GNDVI_61.5013888888889",-0.0627291971104277,"GNDVI",62,"1",208,"NMSU-NOR","2022"
188,"NM170506PAR",4,12,8,"GNDVI_61.5013888888889",-0.057747199486062,"GNDVI",62,"1",208,"NMSU-NOR","2022"
189,"NUMEX_BILL_MELTON_FG2012",4,12,7,"GNDVI_61.5013888888889",-0.0593245075125722,"GNDVI",62,"1",208,"NMSU-NOR","2022"
190,"AMERISTAND_803T",3,12,6,"GNDVI_61.5013888888889",-0.00760001094413031,"GNDVI",62,"1",208,"NMSU-NOR","2022"
191,"NM1701PAR",3,12,5,"GNDVI_61.5013888888889",-0.0501873478262856,"GNDVI",62,"1",208,"NMSU-NOR","2022"
192,"NM170506PAR",2,12,4,"GNDVI_61.5013888888889",-0.0628989664602286,"GNDVI",62,"1",208,"NMSU-NOR","2022"
193,"NM1702PAR",2,12,3,"GNDVI_61.5013888888889",-0.067447165361252,"GNDVI",62,"1",208,"NMSU-NOR","2022"
194,"NM1713PAR",1,12,2,"GNDVI_61.5013888888889",-0.0964102595310305,"GNDVI",62,"1",208,"NMSU-NOR","2022"
195,"NM1705PAR",1,12,1,"GNDVI_61.5013888888889",-0.0241323782712841,"GNDVI",62,"1",208,"NMSU-NOR","2022"
196,"SW_9812",1,13,1,"GNDVI_61.5013888888889",-0.101019136740356,"GNDVI",62,"1",208,"NMSU-NOR","2022"
197,"NM1712PAR",1,13,2,"GNDVI_61.5013888888889",-0.00832763982891029,"GNDVI",62,"1",208,"NMSU-NOR","2022"
198,"AFX_779",2,13,3,"GNDVI_61.5013888888889",-0.0445134077986076,"GNDVI",62,"1",208,"NMSU-NOR","2022"
199,"SW_8421S",2,13,4,"GNDVI_61.5013888888889",-0.0277176396096082,"GNDVI",62,"1",208,"NMSU-NOR","2022"
200,"SW_1011",3,13,5,"GNDVI_61.5013888888889",-0.0288336134491673,"GNDVI",62,"1",208,"NMSU-NOR","2022"
201,"SW_9813",3,13,6,"GNDVI_61.5013888888889",0.0137368815482737,"GNDVI",62,"1",208,"NMSU-NOR","2022"
202,"SW_9812",4,13,7,"GNDVI_61.5013888888889",-0.00110035813904318,"GNDVI",62,"1",208,"NMSU-NOR","2022"
203,"DONA_ANA",4,13,8,"GNDVI_61.5013888888889",-0.0310244288147449,"GNDVI",62,"1",208,"NMSU-NOR","2022"
204,"NUMEX_BILL_MELTON_CA_2019",4,14,8,"GNDVI_61.5013888888889",-0.110438693927248,"GNDVI",62,"1",208,"NMSU-NOR","2022"
205,"NUMEX_BILL_MELTON_CA_2019",4,14,7,"GNDVI_61.5013888888889",-0.0904213895837856,"GNDVI",62,"1",208,"NMSU-NOR","2022"
206,"NUMEX_BILL_MELTON_CA_2019",3,14,6,"GNDVI_61.5013888888889",-0.0444047828353429,"GNDVI",62,"1",208,"NMSU-NOR","2022"
