"Germplasm","Plot","Rep","Row","Range","GNDVI_62","GNDVI_76","GNDVI_90","GNDVI_96","GNDVI_104","GNDVI_110","GNDVI_114","GNDVI_130","GNDVI_138","GNDVI_144","GNDVI_150","yld2","GNDVI_166","GNDVI_174","GNDVI_180","yld3","yld4","GNDVI_256","GNDVI_264","GNDVI_270","GNDVI_278","GNDVI_284","GNDVI_292","yld5"
"NUMEX_BILL_MELTON_CA_2019","385","3","11","6",-0.0277191806674368,0.00354366929663673,-0.0524052639422326,0.0109546170353437,-0.0826921780282581,0.0167579649296755,0.00981113068884331,0.0256187384171243,-0.0449685778387005,0.00589167998941505,-0.0155525575610327,-0.234136051036089,-0.0115998827154452,-0.0141691607158079,-0.0322282134261935,0.901490324452299,0.0203143627532333,-0.0358843863797714,-0.0175907727229105,-0.0233018768851787,-0.0701763950195613,0.00920064987796746,-0.0277766355342847,0.211897262875918
"NUMEX_BILL_MELTON_CA_2019","386","4","11","7",-0.0108162111800472,-0.00337644203284529,-0.0518236499170691,0.0169545308144966,-0.0852617365363546,0.0338113972299207,0.0103889860201394,0.00404098161937112,-0.0541037806004453,0.00504620655143696,-0.0229916802445889,-0.239645391373368,-0.0159391486158717,-0.0316964768164451,-0.0408543800681103,0.716323222950731,-0.0872746709521856,-0.0307183164362448,-0.000909111206352491,0.00423121070219954,-0.0694759782372559,0.00513002354657335,-0.0264751749007949,0.305912724600138
"NUMEX_BILL_MELTON_CA_2019","387","4","11","8",-0.0240474795077187,-0.022883883045887,-0.0497007913586435,0.0182686461632818,-0.0846678498783635,0.0250356977965376,0.0171930555962604,-0.0164676749630014,-0.0429522455900222,-0.00969154070996224,-0.0496922246940524,-0.793758279086025,-0.027761103607842,-0.0498134407156326,-0.0188109983170899,-0.350851516254061,-0.268854057498781,-0.0357383474185893,-0.0150876360724536,0.00037578331456282,-0.0777219328050498,0.00219676490799342,0.00282579150262625,-0.0103472853993466
"NUMEX_BILL_MELTON_FG2012","388","4","12","8",0.0217136976282146,0.0359783283652666,-0.0361731053369261,-0.0258601189448341,-0.0676542365377524,-0.0454351988892792,-0.00265387040737978,0.0256444533937937,-0.00755075624281719,0.0247524822297788,0.0790638306764865,0.745941405352073,0.0444873045109764,-0.00140509688629734,0.0136256535503048,0.688312825754031,0.12950282080642,0.00787557441292828,0.0335341265408219,0.0749321739582104,-0.0304462806797919,0.00780976565646148,0.0122275514548943,0.851445024676312
"NM170506PAR","389","4","12","7",0.00742635662516345,0.0307792165241735,-0.071711868206839,-0.0428395425479191,-0.0839793561540757,-0.0468585073639058,-0.0178691653448871,0.015978679420441,-0.0281924233678498,0.0201113610104748,0.0824928494186141,0.748728051560336,0.0582593608747581,-0.00508913286634093,-0.0155891293235605,0.86537659517659,0.140775165723511,-0.0193980124999895,0.00608580219539467,0.0495053754104078,-0.0554542494859357,0.00400574865037368,-0.0146514886895324,0.39492372577461
"NM170506PAR","390","3","12","6",-0.00983024120065589,0.0146925494157476,-0.0620518440008774,-0.032174615532658,-0.0770871308269161,-0.0485322219235493,-0.00705648665733035,0.0131457842191838,-0.0431455719510982,0.00865936387386382,0.0476045999127434,0.703223763259643,0.0356038459615626,-0.0191766684188215,-0.0160373252396602,0.820076022482568,-0.00229831214683981,-0.0333611732316201,-0.0114887506413148,0.000157206644503778,-0.0585803027389213,0.00536169717308539,-0.0198818512561285,0.349922857050306
"NM1702PAR","391","3","12","5",-0.0333601731529699,0.000946890209222751,-0.0572000194461053,-0.0276609420062973,-0.0686995171192744,-0.0476519676637872,0.0155590445598282,0.000983405569427182,-0.0550096773612773,-0.00395395248933082,-0.00899093120692972,-0.17126128800307,-0.0170786648347943,-0.0315129902665744,-0.0211041510921425,0.00210607791927716,-0.132497103306409,-0.0675733640113341,-0.0378073344429968,-0.0446322703526734,-0.0722378649669259,0.00456362965012346,-0.0272008088093725,-0.236583415221547
"AMERISTAND_803T","392","2","12","4",-0.0397370073987852,0.00557947856005465,-0.055165866308822,-0.0213584240413496,-0.0690836802120198,-0.0269368103823235,0.0135416684641995,0.00463235843118505,-0.0594661457590949,-0.0122960763936829,-0.0142930766160634,-0.330483974224655,-0.0093220211460287,-0.0402506253522317,-0.0172114255369761,0.132969633104075,-0.257698415067453,-0.0561028545530911,-0.031223194393845,-0.0502666007938286,-0.0776253783274565,0.00590283488847804,-0.0269521318789511,-0.217006125351811
"NM1701PAR","393","2","12","3",-0.0304590010159699,0.00653361310089646,-0.0537010548352626,-0.0156211151676706,-0.097655298222841,0.0283231300984621,0.0161843470511832,0.013796572090838,-0.0344512385150239,0.0108976952456443,0.0191947703366555,0.0873395611141983,0.0140644602963994,-0.0191572001970775,0.00356421265572163,0.910429190336003,0.0173244372447601,-0.0237605101363027,-0.00987809925487417,0.00141140433522685,-0.0720211412856009,0.00711233551512523,-0.0195278747111221,0.21795366712888
"NM1705PAR","394","1","12","2",-0.00748855633439529,-0.0112947796842092,-0.0504129491807655,-0.00193931565923582,-0.102435461480266,0.034907920508867,0.0238732107276366,-0.00697471316112328,-0.0551351676298959,0.00198946850921077,-0.0199341529915355,-0.301169879236988,-0.0284686982830208,-0.0464081975823942,-0.0137583433954489,0.667195852188055,-0.11325202536176,-0.0474404108526872,-0.0234048040244966,-0.00963100021395271,-0.075967735027044,0.00437365992673718,-0.0115761194978256,0.266790243470744
"NM1713PAR","395","1","12","1",-0.0215949668743603,-0.0394576770530274,-0.0481964882588153,0.00709004238291147,-0.104147158854833,0.0184209668639883,0.0287793865098188,-0.0404268699531954,-0.0556406395157594,-0.0237111131053705,-0.0605158454865562,-1.05985512302634,-0.0479317732535698,-0.0696384147968434,-0.0103758177536084,-0.527138191363666,-0.301728549875005,-0.038904477544499,-0.023699036838605,-0.00174903771616674,-0.0822101108476676,0.00547903226314167,0.0158066822700108,0.129683239509141
"NM1712PAR","396","1","13","1",0.0260720693067969,0.0359378240727599,-0.0204028363548077,-0.0264393048863341,-0.0506962532693352,-0.0252212786669626,0.000920444024201214,0.0361541145014195,-0.0100884877202336,0.0343747579977166,0.0683618058563664,0.729577329817602,0.0464969410352917,-0.00566204973577383,0.023749119480602,0.960811207991072,0.140116806523829,-0.0204412002143568,-0.000940839164965786,0.0474595409939134,-0.0367357201677803,-0.0102724276790464,-0.00998070514345539,0.365690600928278
"SW_9812","397","1","13","2",0.0108284474460458,0.0295403233666838,-0.056722712811908,-0.0431265044614884,-0.0590067232919039,-0.00840105307611995,-0.0135556510823854,0.0248907219183022,-0.0318060323170916,0.0231595987763658,0.0712456661167633,0.61060812385294,0.0559784992228802,-0.0134463481442854,0.0108337658057869,0.773716208463523,0.121475568677489,-0.0300616264095235,-0.00555096211734062,0.0458002735792974,-0.0560779867904451,-0.0123016091214251,-0.025097565010122,-0.0123341832845052
"SW_1011","398","2","13","3",-0.0134205675290386,0.0116341019068178,-0.0475770815766691,-0.0346162585665789,-0.0596605119261899,-0.0028247639271389,-0.00981305169391686,0.00727774294668359,-0.0517742986764702,0.00717664639508819,0.0528862232553206,0.64462280518115,0.0322543453044544,-0.0298980578536725,0.0114559280809288,0.714596753087204,0.0148866104110934,-0.0389977760521872,-0.0262321964245479,-0.0100986690397797,-0.0621829735532121,-0.0138169531184119,-0.0314449301350844,0.0336556941990691
"SW_9813","399","2","13","4",-0.0309091154514214,0.00490383380301798,-0.0421089678116163,-0.0304319555707191,-0.048535646897789,-0.00802847473118296,0.0163737237393975,0.010194299474309,-0.0544409938560157,0.00551527680986437,0.00934100562459248,0.0240921200028239,-0.00926345456326886,-0.0335486745607652,0.0120045747646671,0.0840962907692228,-0.0887958228458105,-0.0536748267921791,-0.0294901047762023,-0.0269343096693364,-0.070764162441131,-0.0100394598164734,-0.0331084628495434,-0.261857211268223
"AFX_779","400","3","13","5",-0.0399763752323801,0.00660821594190422,-0.0410577599145158,-0.0253567894903782,-0.0510435825072228,0.00355370652871805,0.0152327810827678,0.0156514758743853,-0.0507839831550108,0.00278368698303822,0.0086913091641429,-0.137756798452607,0.00277425254950373,-0.0396542188961651,0.0122461930966313,0.0964253917036202,-0.215554774457065,-0.041350146407692,-0.0222714502739283,-0.0152690739015628,-0.0715932906124769,-0.00693879614998853,-0.0253124308649015,-0.176701192049213
