"Germplasm","Rep","Plot","Row","Range","yld1","yld2","yld3","yld4","yld5","yld6","GNDVI_62","GNDVI_76","GNDVI_90","GNDVI_96","GNDVI_104","GNDVI_110","GNDVI_114","GNDVI_124","GNDVI_130","GNDVI_138","GNDVI_144","GNDVI_150","GNDVI_160","GNDVI_166","GNDVI_174","GNDVI_180","GNDVI_188","GNDVI_194","GNDVI_200","GNDVI_206","GNDVI_216","GNDVI_222","GNDVI_228","GNDVI_236","GNDVI_240","GNDVI_250","GNDVI_256","GNDVI_264","GNDVI_270","GNDVI_278","GNDVI_284","GNDVI_292"
"SW_8421S",1,100,1,1,8.65,4.95,5.6282017794,4.25,7.55,6,0.0328406102927246,0.0338316035269794,0.186799418230182,0.246545043248556,0.324351272468279,0.347615081329547,0.260241026248776,-0.0288275230503773,0.225951884621499,0.27041929768546,0.306800091539488,0.20026691053264,-0.0231101432315204,0.0890962489898094,0.159363680521966,0.298644311074377,0.0152061369639757,0.102232817790464,0.197004707581136,0.268708518518311,-0.00133642321405265,0.133343199922506,0.159068236243286,0.280881056076038,0.283824594624533,0.0783857667894552,0.143850793027699,0.211827924530833,0.312537968346095,0.209837922424466,0.177382887306392,0.282542400368924
"SW_1011",1,101,1,2,8.25,5.2,5.2720288434,4.2,7.55,5.85,0.0335551686502355,0.0138933424177253,0.16108875822427,0.202789717378782,0.279979235161793,0.370231127042175,0.21404378443158,-0.0114564293773628,0.215111922959321,0.276661562601036,0.294876639931627,0.201771147538461,0.000488553196290471,0.0857068729167136,0.165513070986968,0.278354954696705,0.0314563098180548,0.0711278245580892,0.179363998982285,0.25587931487308,0.0159220215076549,0.137061674129616,0.164639389397493,0.282615655838825,0.289729610090972,0.0900614065441878,0.131257089134412,0.19461228320925,0.300957038004688,0.19798784684945,0.184181140436236,0.265872342259239
"SW_9813",2,102,1,3,8.1,6.25,5.0111388022,4.55,7.6,6.2,0.0470701671561056,0.0135829361003428,0.148541835296467,0.189873867720608,0.263706565799375,0.322010548178647,0.216467942444383,0.0079801800828834,0.198151056102928,0.255663433046702,0.278315495426532,0.229371472251382,0.0302722202296485,0.107402060015218,0.179301784891778,0.278017087016715,0.0336870300807948,0.0620004805655065,0.181970812137867,0.254036571387711,0.0215206494619837,0.128479409109168,0.163720905844786,0.268496885969879,0.267745637902828,0.0581442727039778,0.117295179946817,0.185439405496274,0.289148156463085,0.203237327234187,0.192805584872196,0.283191185872799
"DONA_ANA",2,103,1,4,7.2,5.5,5.1393579382,4.35,6.65,5.85,0.029870457848085,0.0112411776777579,0.122051048578054,0.183186511677547,0.251531651129348,0.346410527589452,0.190215721725282,-0.0337281913372323,0.196808007271335,0.251246586389303,0.279134374248904,0.225448518760485,0.0432094771391291,0.117799656286599,0.189720243163176,0.278274693865172,0.0419770219463839,0.0672201041780616,0.179615259971791,0.253097691804676,0.0299741340852103,0.14246209433753,0.184127052892509,0.267265511355966,0.27292030187504,0.0655858830918955,0.142387918538546,0.20056523061545,0.321060943680901,0.206154306760843,0.178660288385246,0.252846326262247
"NM1715PAR",3,104,1,5,3.85,3.55,3.1241909342,2.6,5.3,4.5,-0.057163995792802,-0.0650010365639794,0.0290581928600232,0.0936899551266796,0.169164121490995,0.325215046048162,0.114139590295786,-0.00244658492275714,0.090321961373115,0.155372945531034,0.190198551909036,0.138286061614684,0.029913099417525,0.0724576843109021,0.13100459511669,0.23295636846682,0.0421816764755843,-0.00128868379286425,0.101505004322728,0.164619930093668,0.00879447547761924,0.081842014156992,0.135409709686406,0.224732410859339,0.246797403812962,0.055305563623089,0.0707617291038527,0.133219391163441,0.279378520558699,0.213373432001777,0.171728368869936,0.278856406177343
"NM170506PAR",3,105,1,6,5.1,4.65,4.7782899642,4,6.45,5.45,-0.0119042032837206,-0.0379905400143868,0.0344764886975302,0.115192358649716,0.181364043086297,0.350295800096479,0.143627719228327,0.00707917274560244,0.147468435192009,0.190336660898777,0.247201726262611,0.207380355538823,0.0555753446327634,0.113649842980783,0.180408681420868,0.288210789796162,0.0482901540975771,0.064478102747849,0.150172937198906,0.246644339840902,0.0388723289373442,0.119784200106816,0.154087969551315,0.253409555715274,0.271120754800878,0.089599264946592,0.109931042386965,0.167942832343772,0.304514122115395,0.217896879152566,0.163854821988111,0.280541232470649
"NM1704PAR",4,106,1,7,5.45,5.15,4.5367336588,3.9,5.95,5.6,-0.0346002748752517,-0.0398946194267045,0.0459882383702121,0.10914123112975,0.180589516992419,0.316522204207931,0.143107258646913,0.00488105817516805,0.120762906205858,0.197960902446872,0.244900696506764,0.217752911658345,0.0347233778191572,0.0910292837386727,0.176692444322638,0.300745398664641,0.0429869802277006,0.0410191528298967,0.142896253195969,0.257863664468833,0.038006458183944,0.111601511392626,0.165844186305512,0.245321419217539,0.265095474742971,0.0730055451949894,0.0861059350700493,0.17325167197875,0.309912632668781,0.223640833858172,0.180925466224541,0.291402991241684
"NM1712PAR",4,107,1,8,3.7,3.4,3.2349250888,2.9,4.85,4.3,-0.0929553940798541,-0.0830321584428994,0.0222325069382014,0.0642697951732166,0.159599021458694,0.339274153005281,0.133731926261425,0.0114507390611948,0.0932734259641822,0.190332146753842,0.209009808377812,0.181944131053765,0.00923679352192256,0.0379558967578695,0.130771657807389,0.262379298811054,0.0407875134191225,0.0086345860796446,0.104580809451492,0.215805085326964,0.0272337158806135,0.0860211496401397,0.160464758223187,0.222202092616636,0.231531840357676,0.0632723891602083,0.0780848093790115,0.162475196078305,0.270293054504258,0.200508183138875,0.157550736208621,0.260108131677197
"NUMEX_BILL_MELTON",4,108,2,8,6.15,5.55,4.4770782048,4.35,6.15,5.5,-0.0696491063944592,-0.0212522164650473,0.0439001908987176,0.119113813245988,0.185113823151737,0.37311068789304,0.191915845132087,-0.0186072098833915,0.106571305178067,0.184435100048304,0.229705320119051,0.245990050769776,-0.00310219471744595,0.0206577746336793,0.120408859164682,0.277802089408177,0.0119856496375506,-0.00569715249649348,0.117457159228356,0.237412574144694,0.0296583909486107,0.0690949685334101,0.172927091629391,0.238464216568105,0.228990097916672,0.0528420197328606,0.0486119255958969,0.156779426772328,0.278401343207508,0.201747458216674,0.167876998634528,0.262190343931982
"NUMEX_BILL_MELTON",4,109,2,7,4.95,4.6,3.9865131968,3.7,5.7,5.6,-0.0671238707592469,-0.0342603205980691,0.00282264594672618,0.0862726771599999,0.143716890878126,0.364302285109693,0.160534611712832,-0.0463870140129258,0.0886035501969586,0.150077839889962,0.205611154973761,0.207258768225367,0.0131447623698332,0.043681105777225,0.119031624890818,0.263157709641382,0.0284186127632254,0.00923790088001991,0.131135325120389,0.213375474207127,0.0245956924894572,0.0655530619719509,0.140791693386589,0.232184536739947,0.214539097678342,0.0535040862118637,0.0426105852839617,0.15295152590964,0.280346595683503,0.212269815110197,0.178915496549465,0.286544474628507
