"","ALF47_merged","ALF45_merged","ALF38_merged","ALF37_merged","ALF14_merged","ALF39_merged","ALF13_merged","ALF17_merged","ALF32_merged","ALF01_merged","ALF21_merged","ALF12_merged","ALF30_merged","ALF08_merged","ALF18_merged","ALF16_merged","ALF43_merged","ALF31_merged","ALF07_merged","ALF46_merged","ALF27_merged","ALF02_merged","ALF41_merged","ALF06_merged","ALF34_merged","ALF15_merged","ALF11_merged","ALF09_merged","ALF19_merged","ALF03_merged","ALF04_merged","ALF28_merged","ALF05_merged","ALF20_merged","ALF40_merged","ALF10_merged","ALF22_merged","ALF44_merged","ALF23_merged","ALF25_merged","ALF26_merged","ALF42_merged","ALF33_merged","ALF24_merged","ALF35_merged","ALF36_merged"
"ALF21_merged",-0.00248952309827605,-0.0480721408562199,0.0596210489966272,0.0254602144594273,-0.0837725775530597,0.012089589167254,-0.0961027285979023,-0.157486130932635,0.055561477200444,-0.110578014161178,0.833817747889733,-0.132998585319903,0.0300210373281901,-0.0855780731465322,-0.154918579863411,-0.149255293001719,-0.00644790412553989,0.174376846361399,-0.090122377340468,0.0242385009822336,-0.0195165734477084,-0.0814960123752979,-0.0540776888179341,-0.0622450077058385,-0.0147046910213404,-0.0789214054935266,-0.0185998610236754,-0.0377617141384711,-0.0426349673697858,-0.0968759076982911,-0.0964573007724963,-0.080673840813949,-0.1002310477922,0.119219525409638,-0.0698372921567803,-0.002381035256571,0.211835835618109,0.0512455459867784,0.0826307823743813,0.16253648038618,0.0394939222790154,-0.0647615484369136,0.0779517173352023,0.0456422902963495,0.0330970019514642,0.000158258295188669
"ALF12_merged",-0.195286046517281,-0.121036597241673,-0.072701544011366,-0.133357945027336,0.0686337376772981,-0.106119015045039,0.158527254855599,0.219721202881222,-0.0879244421695922,0.130539065764955,-0.132998585319903,1.17867579353271,-0.114283142769927,0.0938817180986514,0.200762337661352,0.19680325732303,-0.0852833248555679,-0.0737971909133233,0.102222136880389,-0.113713740965736,-0.173333589110676,0.087304894014663,-0.0709085173292061,0.199471726941238,-0.143672051888114,0.0893516233089109,-0.0542209447496493,0.0596870479963658,0.0818639763785014,0.251115494453546,0.11855629008499,-0.100542270959478,0.131781289897055,-0.0322250458331656,-0.0629299819641429,-0.02824810823744,-0.207763202531075,-0.145675502544103,-0.167619469696623,-0.129816817620641,-0.165791922835103,-0.0041241376726793,-0.240886800099219,-0.147816338217453,-0.112240919049961,-0.144581652574995
"ALF30_merged",-0.0445485859722426,-0.0175185464169236,0.0464637817242451,0.0819604313650544,-0.0767136417331642,0.0175608791466066,-0.104819964351756,-0.115998705700307,0.0945494552881864,-0.0697091870598948,0.0300210373281901,-0.114283142769927,0.864152344331758,-0.118271426984337,-0.117830198797066,-0.125462127698928,0.00803339885061722,0.0198035339315539,-0.126013276295932,0.0985304536585912,-0.0231142156055602,-0.0794364685778761,-0.0478228944158157,-0.0885463973072785,-0.0674510726899126,-0.0853390134023514,0.063197757359797,-0.00763294630500786,-0.0731476900294252,-0.0783111153843859,-0.105857560412694,-0.0543292591335274,-0.112308547820236,-0.0352100379348456,-0.0480814313984865,0.0378730671767639,0.0302711450041111,0.190928977380893,-0.0132859506853864,0.00974989093352095,0.0878098408212826,-0.0244449187555207,0.0490232680644371,0.141811416379405,0.0854623160299401,0.0182853288638344
"ALF08_merged",-0.142509058822933,-0.195255106961584,-0.134178316834383,-0.0927705923012716,0.191734028966586,-0.0806578012374256,0.168799732783139,0.084850363087785,-0.110290158823506,0.139314037045101,-0.0855780731465322,0.0938817180986514,-0.118271426984337,0.884954760426824,0.11042909191399,0.0751570870493085,-0.140345155453439,-0.102775832588566,0.36354524013666,-0.0962248790946545,-0.124290072133689,0.202967128822165,-0.210851347728177,0.202482154443952,-0.165162960387501,0.110234005384134,-0.0396700684826379,0.0799497950496017,0.094981922131914,0.163938533980787,0.231985675736614,-0.208775615907041,0.247993054422128,0.00143247455007958,-0.191646218658413,0.0308221937023565,-0.133963073820822,-0.0950382327631712,-0.154550075190743,-0.0517633826264507,-0.122175789112569,-0.100963230354064,-0.186281048970359,-0.0500198846682191,-0.212496732171963,-0.132948862507315
"ALF18_merged",-0.2033681242131,-0.0943108538932028,-0.0309710353525677,-0.143262977983473,0.123773011027064,-0.119979984885279,0.255840492411988,0.383117274224016,-0.0468612042275489,0.215407915310684,-0.154918579863411,0.200762337661352,-0.117830198797066,0.11042909191399,1.13744384816203,0.342701911986228,-0.0927544036459108,-0.0570216820491621,0.0928578114818142,-0.112603257063204,-0.198725078449752,0.138268712980245,-0.0338674126743403,0.000314329061018453,-0.144596281771649,0.152016090532414,-0.057135139213669,-0.0701095858194533,0.0604495943150362,0.0556578558593393,0.0696597432461654,-0.0633465885961597,0.0619572138701021,-0.0420134981143303,-0.0510224992998291,-0.10418421354817,-0.223141276893027,-0.15725731661295,-0.184822715889244,-0.132620885442932,-0.158636870958875,0.0226282233972283,-0.255846658461983,-0.145347449258272,-0.0632547722343211,-0.163474912227829
"ALF16_merged",-0.193726645089709,-0.0795043095552667,-0.00847599462453422,-0.141130434175453,0.101028874921805,-0.125986167158466,0.281443219694716,0.391863149768727,-0.0513573255160801,0.176757958502465,-0.149255293001719,0.19680325732303,-0.125462127698928,0.0751570870493085,0.342701911986228,1.31400547533882,-0.0645986848803506,-0.061265843380841,0.0600338481968729,-0.119824668040896,-0.198547477925537,0.0956915363703285,0.0335069958903642,-0.027926778350479,-0.137885440703438,0.111232956844796,-0.0776669699774404,-0.0943096787387109,0.0491408720465833,0.011294235063193,0.0252404864470013,-0.0407346444048904,0.0358837606920475,-0.0502584593729265,-0.0294556705402175,-0.102812180482427,-0.229756331821786,-0.177114483329125,-0.1635162460445,-0.13886027203238,-0.174987996262986,0.0818368183052817,-0.242224338670257,-0.16959075933087,-0.0421117195026698,-0.165275503828668
"ALF43_merged",0.0212885620439436,0.0727140669431206,0.0452556202297245,0.0464209780177927,-0.155404400154879,0.0749390194482309,-0.128448988107509,-0.0791470559625785,0.0104426138964708,-0.0934205399076297,-0.00644790412553989,-0.0852833248555679,0.00803339885061722,-0.140345155453439,-0.0927544036459108,-0.0645986848803506,1.22906020112141,0.0122464504773,-0.162011773403663,0.0274399434193665,0.0367595646413929,-0.135998037344737,0.067879553401287,-0.15461371581626,0.0488203386554497,-0.109493034461431,-0.0293630537939012,-0.0957938421411584,-0.0865133134713745,-0.137575151018531,-0.142327370494759,0.0732034662058642,-0.15854626222338,-0.0624894875512082,0.084795285973422,-0.0847929921203965,0.0385280914085152,-0.0108188344669558,0.0526486583610493,-0.029765106904869,0.0490928884554158,0.114876905139166,0.0608718797412513,-0.0210772402361641,0.0208941224949898,0.070818063616418
"ALF31_merged",-0.0702794192671024,-0.00786216027106029,0.175940868167429,0.00848796623209523,-0.114695839292317,-0.00709391543144761,-0.0939648091127499,-0.0415888395788079,0.15829029204816,-0.0493869885791641,0.174376846361399,-0.0737971909133233,0.0198035339315539,-0.102775832588566,-0.0570216820491621,-0.061265843380841,0.0122464504773,1.03274418197849,-0.133295618572635,0.0140211522214079,-0.0631867878805756,-0.106684829018731,-0.035766058573219,-0.129428666588008,-0.0386417181432682,-0.0412524653313782,-0.0104976410302703,-0.0815551692060015,-0.0647820639145873,-0.112390125619422,-0.127661761268899,-0.0563294049760717,-0.136947399962263,0.0822243859361322,-0.00263807729431568,-0.061794887193753,-0.0013680748244889,0.0304387840095727,-0.0445142052953656,0.206078590192324,-0.00604535273047975,0.0214806126421358,-0.059396302413999,0.0137158299739516,0.0644860754109541,-0.0204264392806355
"ALF07_merged",-0.126946643662341,-0.209876323390751,-0.135355111504768,-0.123022375452268,0.187082663853326,-0.0878661917223437,0.157076569224764,0.0811824097672133,-0.135622445985084,0.11510485961068,-0.090122377340468,0.102222136880389,-0.126013276295932,0.36354524013666,0.0928578114818142,0.0600338481968729,-0.162011773403663,-0.133295618572635,0.961489807870487,-0.104748094784818,-0.124306215365316,0.178925814994287,-0.20055790963124,0.268600049526336,-0.180912030663167,0.112745738599078,-0.0376987390753356,0.105832515899745,0.0836486391529204,0.167303481539773,0.299309714706862,-0.191236931088936,0.335937729871725,-0.000264376730359979,-0.201104980557761,0.0576228149802404,-0.136411547323429,-0.10482938126754,-0.168810516639829,-0.0598658594282463,-0.135425029405591,-0.126266714515954,-0.191200142814772,-0.0821379902607042,-0.21791975933187,-0.136693490078063
"ALF46_merged",0.00328329990326746,-0.00851817144646582,0.0181986766115431,0.0973783561616484,-0.0794185895118105,0.0307429588553701,-0.0982179541198988,-0.113955780120129,0.0404683912511982,-0.0818050782651442,0.0242385009822336,-0.113713740965736,0.0985304536585912,-0.0962248790946545,-0.112603257063204,-0.119824668040896,0.0274399434193665,0.0140211522214079,-0.104748094784818,0.8584544243552,0.0112033328396279,-0.0732272090033085,-0.0709175959291163,-0.0797351646849798,-0.0397896748277989,-0.0553966186456936,0.0514091376971864,-0.00924770652999125,-0.055981254908722,-0.0832762651952839,-0.0989084961925182,-0.0485582319077445,-0.100176034934623,-0.0158994811126206,-0.0259078341409877,0.0255692798759048,0.0195289195582777,0.116924540477872,-0.00864626491773199,0.0078700615425315,0.0726877062423748,0.00369744187488361,0.0212159156829969,0.103003169853285,0.025792419974868,0.0230399633042516
"ALF27_merged",0.176282001604539,0.290031478464452,-0.0729946756825077,0.0476300779130582,-0.0882266029103586,0.0673761496056462,-0.151892361894761,-0.20769698558685,-0.0491242477810447,-0.139785048714259,-0.0195165734477084,-0.173333589110676,-0.0231142156055602,-0.124290072133689,-0.198725078449752,-0.198547477925537,0.0367595646413929,-0.0631867878805756,-0.124306215365316,0.0112033328396279,0.934251334619969,-0.0951237217786761,0.0271673016071939,-0.113717548062258,0.24652087905687,-0.116411528428561,-0.0405705714985044,-0.0674824977690205,-0.0648384876133042,-0.0956113915872781,-0.119915824823827,0.113620186073076,-0.117565254065336,-0.0282668334642694,0.170088783758891,-0.0429870735954993,0.0608546625258062,-0.015318775661222,0.121954891118361,-0.00196180602614381,0.0713853461233995,-0.0218821125990412,0.140067606388844,0.0119725110619379,-0.0778644343426918,0.127091686401166
"ALF02_merged",-0.119986216416994,-0.167755568974344,-0.123588306917469,-0.0760151559459361,0.234530814169243,-0.0495431775860663,0.204405528755132,0.111996926185329,-0.101841254829217,0.166569947488977,-0.0814960123752979,0.087304894014663,-0.0794364685778761,0.202967128822165,0.138268712980245,0.0956915363703285,-0.135998037344737,-0.106684829018731,0.178925814994287,-0.0732272090033085,-0.0951237217786761,0.725098329452477,-0.206129173747884,0.135679329034753,-0.13420118066331,0.135586191403429,-0.0484312780231501,0.0439678412867442,0.111394399016246,0.153104836052079,0.170457460841786,-0.204238602902997,0.163253813441367,0.0141376399467887,-0.172276402232444,0.0283216045065868,-0.116350348896415,-0.0772787841453269,-0.148801206715595,-0.0523616298738627,-0.100124853939048,-0.112137914980644,-0.167097453369179,-0.0294738422268372,-0.20863649042924,-0.113427627848055
"ALF41_merged",0.202946223242923,0.132843308608016,0.0281858355779571,-0.0653270541565168,-0.221503312957168,-0.0461764706632994,-0.198440073801615,0.0210840558642341,-0.0156420445901902,-0.113713765147655,-0.0540776888179341,-0.0709085173292061,-0.0478228944158157,-0.210851347728177,-0.0338674126743403,0.0335069958903642,0.067879553401287,-0.035766058573219,-0.20055790963124,-0.0709175959291163,0.0271673016071939,-0.206129173747884,1.51303590596031,-0.238256018579678,0.11957132666391,-0.129814470717275,-0.0736983856381943,-0.173901559074251,-0.135340444999707,-0.191195383738674,-0.217356478508446,0.374504603245185,-0.241678960048843,-0.111446685715216,0.214074697542137,-0.168036456117778,0.0540950610608827,-0.0579206933690142,0.128591571441693,-0.107154073541183,0.0136460279260417,0.106588679729405,0.233619023851481,-0.103597739604322,0.226192720029309,0.04356577817362
"ALF06_merged",-0.132681693666303,-0.201333413714338,-0.141530956715675,-0.0854704162079541,0.143187027815163,-0.0705467397170112,0.0980770568604542,-0.0281386771884128,-0.126329452091713,0.03379253390425,-0.0622450077058385,0.199471726941238,-0.0885463973072785,0.202482154443952,0.000314329061018453,-0.027926778350479,-0.15461371581626,-0.129428666588008,0.268600049526336,-0.0797351646849798,-0.113717548062258,0.135679329034753,-0.238256018579678,0.922291923362977,-0.180964055437656,0.0220679272601532,0.0168426497527401,0.244165675613587,0.0602792904531869,0.253892259417992,0.283682072124246,-0.220476306813743,0.347573901291849,-0.00773604112586679,-0.211826809431995,0.123728517944533,-0.0652632905514488,-0.0638544283498486,-0.13681390873514,-0.0409442878518924,-0.114414057389196,-0.134459626885191,-0.147181820811561,-0.0474706902579664,-0.18814243245901,-0.11608002231173
"ALF34_merged",0.234291880281999,0.273673210063233,-0.0440179557456122,0.0117081003345699,-0.148369628387495,0.0170088521712928,-0.168223831712595,-0.13888628865758,-0.0343928718466683,-0.116495638599638,-0.0147046910213404,-0.143672051888114,-0.0674510726899126,-0.165162960387501,-0.144596281771649,-0.137885440703438,0.0488203386554497,-0.0386417181432682,-0.180912030663167,-0.0397896748277989,0.24652087905687,-0.13420118066331,0.11957132666391,-0.180964055437656,1.19336985737423,-0.125057244652174,-0.069763066221154,-0.131021725951906,-0.048049736428126,-0.146381480678274,-0.156718368702973,0.213965487175175,-0.181718321942937,-0.00147894611199762,0.225656228157465,-0.119157231286422,-0.0025082533103747,-0.052147987330477,0.133346169250899,-0.0485608517949046,0.0804468537941911,0.0198526449449515,0.134034768294233,-0.0467762886099528,-0.043038681431031,0.11847896138097
"ALF15_merged",-0.137246729003873,-0.108915879256143,-0.0297838572382956,-0.061960511819669,0.139441403266521,-0.0640130537589896,0.147118340309984,0.134083883576113,-0.0525041714687078,0.11683543022394,-0.0789214054935266,0.0893516233089109,-0.0853390134023514,0.110234005384134,0.152016090532414,0.111232956844796,-0.109493034461431,-0.0412524653313782,0.112745738599078,-0.0553966186456936,-0.116411528428561,0.135586191403429,-0.129814470717275,0.0220679272601532,-0.125057244652174,0.989480606581413,-0.0431376608051056,-0.0430189683866979,0.0869860450159437,0.0776461653256275,0.0804696248058707,-0.114554080899598,0.0771558754621842,0.0121373915941001,-0.0970421956557729,-0.0222169255999904,-0.141582708273237,-0.107067285861777,-0.143691557054852,-0.0373909208277956,-0.108645231053785,-0.0602441876786331,-0.179947622043083,-0.0712574482224745,-0.120901914916356,-0.107780608537388
"ALF11_merged",-0.0590066442755878,-0.0405803197695859,0.00790593636375567,0.0137431010355454,-0.0556582088945132,0.00661882203199455,-0.067322880997124,-0.0802530953528706,0.018312718084251,-0.0308835641036761,-0.0185998610236754,-0.0542209447496493,0.063197757359797,-0.0396700684826379,-0.057135139213669,-0.0776669699774404,-0.0293630537939012,-0.0104976410302703,-0.0376987390753356,0.0514091376971864,-0.0405705714985044,-0.0484312780231501,-0.0736983856381943,0.0168426497527401,-0.069763066221154,-0.0431376608051056,0.866602171129726,0.115298637009805,-0.0351433788868164,-0.0435702491901725,-0.0312812635638306,-0.0646333140208006,-0.0128234861290626,-0.029688082496792,-0.0491221290685432,0.153064195013951,-0.0531380870066426,0.080797233975838,-0.0612028121578346,-0.0218162157598152,0.00477159618199848,-0.0171972993721863,-0.0732119187051642,0.0490447231533527,-0.0104313412582812,-0.0101910082479541
"ALF09_merged",-0.0692905777829362,-0.140048486785673,-0.105848677122084,-0.0271328460202665,0.0415868803891331,-0.0517156872933561,-0.00168545696389211,-0.0786758442867065,-0.0741598136485287,-0.0471198200696367,-0.0377617141384711,0.0596870479963658,-0.00763294630500786,0.0799497950496017,-0.0701095858194533,-0.0943096787387109,-0.0957938421411584,-0.0815551692060015,0.105832515899745,-0.00924770652999125,-0.0674824977690205,0.0439678412867442,-0.173901559074251,0.244165675613587,-0.131021725951906,-0.0430189683866979,0.115298637009805,0.958853714864369,0.00201981786393904,0.111657605892202,0.126744919020655,-0.176603872240002,0.178167467295486,-0.0167572694901346,-0.160856215479782,0.253631969677546,-0.0444213503275581,0.0204910928357007,-0.0863490550436279,-0.0204547054097594,-0.0517269110656609,-0.0935656343468946,-0.0996345982137311,0.0227869120430974,-0.138488543745038,-0.0684711333420464
"ALF19_merged",-0.0591894240266245,-0.0895317792365726,-0.066866948119673,-0.0521283491245936,0.104959137724932,-0.0316345840618793,0.100566601543346,0.0476441617270208,-0.0770038255439682,0.0685140632663477,-0.0426349673697858,0.0818639763785014,-0.0731476900294252,0.094981922131914,0.0604495943150362,0.0491408720465833,-0.0865133134713745,-0.0647820639145873,0.0836486391529204,-0.055981254908722,-0.0648384876133042,0.111394399016246,-0.135340444999707,0.0602792904531869,-0.048049736428126,0.0869860450159437,-0.0351433788868164,0.00201981786393904,0.723013096162662,0.0860933989635431,0.0569260642141646,-0.0933549705465238,0.0592644874627954,0.062146996573352,-0.0785766007311155,-0.00297314295345269,-0.0872136740044158,-0.0761080371821468,-0.0776901197560605,-0.0399426867039514,-0.0692016767244624,-0.057449132035184,-0.137290413436907,-0.0477165029360353,-0.137370015269154,-0.0522193439978634
"ALF03_merged",-0.110677153098259,-0.170281293791922,-0.119391228435588,-0.0664903831885362,0.172550728299571,-0.0571846742983369,0.115807843899976,0.015512857564149,-0.104795061492482,0.0838500260872933,-0.0968759076982911,0.251115494453546,-0.0783111153843859,0.163938533980787,0.0556578558593393,0.011294235063193,-0.137575151018531,-0.112390125619422,0.167303481539773,-0.0832762651952839,-0.0956113915872781,0.153104836052079,-0.191195383738674,0.253892259417992,-0.146381480678274,0.0776461653256275,-0.0435702491901725,0.111657605892202,0.0860933989635431,0.870387321175716,0.189289587276057,-0.154195133710523,0.178138127259576,-0.00496879129138256,-0.14809591727187,0.0557969454578554,-0.118933308407625,-0.080127800882998,-0.143801493470485,-0.0367592670455606,-0.114153297232348,-0.1083217199464,-0.154414359873846,-0.0452577865180129,-0.198852935722963,-0.0911486277788252
