"Germplasm","Rep","Plot","Row","Range","NDVI_125","NDVI_142","NDVI_145","NDVI_150","NDVI_152","NDVI_156","NDVI_164","NDVI_166","NDVI_172","NDVI_178","NDVI_184","NDVI_187","NDVI_193","NDVI_198","NDVI_213","NDVI_223","NDVI_228","NDVI_251","NDVI_255","NDVI_265","NDVI_277","NDVI_300","NDVI_306"
"NY0651",2,2112340,2,37,0.462257944,0.618384239,0.593612788,0.540224927,0.485307595,0.467053863,0.393496306,0.425909515,0.421555994,0.49890119,0.469488126,0.445623788,0.474532786,0.444003159,0.400088533,0.417418598,0.503218364,0.447350886,0.370863097,0.453718666,0.489622779,0.466979774,0.628371351
"NY1517",2,2112350,2,38,0.455467193,0.616118047,0.589225087,0.528948839,0.473334725,0.463120452,0.400982307,0.462791429,0.409042599,0.466512976,0.4473455,0.431055328,0.452603155,0.481659985,0.35723291,0.392603806,0.482585262,0.440184023,0.421636076,0.388477757,0.429537441,0.473341481,0.62174413
"SW3407",2,2112360,2,39,0.479227267,0.624118259,0.588394599,0.54000045,0.475892179,0.457321959,0.372581181,0.389155914,0.428601971,0.506241904,0.465530217,0.453598258,0.449041431,0.469902106,0.425881758,0.421684819,0.508378491,0.443898964,0.354708316,0.504589863,0.500883984,0.476685951,0.631208738
"ALFABAR",2,2112370,2,40,0.46155785,0.609548825,0.581313905,0.543771811,0.488628817,0.463645713,0.410824363,0.446023465,0.414944139,0.496788197,0.469392298,0.451976825,0.440375093,0.459890005,0.385969151,0.391837315,0.488868658,0.462544402,0.40243754,0.415175377,0.452818257,0.471789212,0.620558526
"SW5210",2,2112380,2,41,0.47488875,0.621339295,0.585779773,0.541920216,0.481212817,0.468130655,0.402798211,0.43822976,0.428809986,0.505511093,0.469640849,0.457291891,0.455567138,0.46188337,0.410762115,0.419949058,0.50200449,0.469299918,0.372547006,0.464616506,0.470927463,0.489081417,0.622653413
"SEEDWAY_9558_SBR",2,2112390,2,42,0.453758654,0.602009459,0.576934372,0.533504921,0.473996609,0.432769759,0.413878794,0.452783759,0.42258367,0.495421576,0.464589537,0.455273439,0.457777528,0.467504554,0.376398043,0.406779546,0.49908306,0.456399954,0.407489734,0.411043301,0.446253253,0.487014817,0.621548684
"WL_349HQ",2,2112400,2,43,0.474759103,0.613403704,0.580904164,0.538139204,0.473134212,0.437688859,0.364972823,0.353802314,0.479129718,0.515763639,0.475529297,0.468953291,0.452791788,0.44451968,0.463661183,0.426283447,0.487084146,0.456351954,0.348946949,0.510934802,0.497451884,0.479487233,0.626505388
"ALGONQUIN",2,2112410,2,44,0.443104662,0.61874722,0.589696785,0.547777928,0.486561966,0.466953967,0.442631893,0.494543327,0.408711698,0.473373349,0.472173653,0.464194498,0.494584394,0.483218556,0.358570659,0.357475517,0.448064045,0.454977124,0.38721186,0.359383828,0.371986416,0.489735725,0.578863013
"PLUSS_III",2,2112420,2,45,0.478613454,0.609288622,0.585151312,0.53742093,0.480001565,0.476418457,0.410901397,0.416294278,0.445147072,0.511318157,0.471658773,0.477000168,0.497921016,0.461790269,0.425862191,0.429862465,0.467280138,0.436104319,0.33905226,0.490642961,0.479310303,0.473960528,0.632370271
"SW4602Z",2,2112430,2,46,0.454520697,0.616641507,0.583078744,0.54004207,0.477658537,0.447049661,0.439496105,0.473313567,0.401403068,0.486032191,0.470929676,0.463662847,0.499609561,0.461441975,0.383684732,0.445883586,0.472459431,0.469425841,0.383839177,0.414927414,0.442026608,0.47885792,0.628336057
"NY0465",2,2112440,2,47,0.473555631,0.621193453,0.590727758,0.542343797,0.48507804,0.44970509,0.472419454,0.516664611,0.401286741,0.485910364,0.471721359,0.466596998,0.51575709,0.463948467,0.35890598,0.460592288,0.464048996,0.462792734,0.402602121,0.386797746,0.465236506,0.475962445,0.643835
"VERNAL",2,2112450,2,48,0.479867984,0.603488518,0.573078893,0.531881933,0.482936906,0.449720542,0.501239293,0.54177017,0.377396111,0.46192803,0.460453223,0.468394982,0.531438954,0.4759939,0.336228511,0.417683618,0.437949685,0.475960991,0.450202958,0.320880046,0.391372886,0.451697714,0.618235348
"NY1615",2,2112460,2,49,0.508360711,0.590421685,0.568506282,0.533776426,0.483400026,0.441916928,0.486510821,0.51992189,0.40358262,0.503164377,0.483563222,0.517616406,0.542390874,0.475309804,0.384338327,0.476048795,0.462768185,0.470127494,0.421392503,0.398175738,0.485656089,0.468953897,0.652698142
"NY1614",2,2112470,2,50,0.502194439,0.596758966,0.573469114,0.536416197,0.472253902,0.465297972,0.495661556,0.52890623,0.389820771,0.510978762,0.494723368,0.557285906,0.565565312,0.488695861,0.381201003,0.47761934,0.457597168,0.461851144,0.449879769,0.375104273,0.492458869,0.457900602,0.653767935
"HI-GEST_360",2,2112480,2,51,0.520583444,0.587838072,0.579147939,0.541285403,0.466456763,0.48799272,0.462318881,0.46451406,0.428648756,0.546526166,0.5071675,0.591944863,0.592077258,0.54179114,0.411163747,0.516266017,0.467437099,0.450903081,0.384280165,0.45816071,0.515337173,0.44627582,0.646644137
"NY2003",3,2113010,3,1,0.265265485,0.637943747,0.603042863,0.55634017,0.528745011,0.500184649,0.517142428,0.543698007,0.381471953,0.410310791,0.472603876,0.502846543,0.560707699,0.369715061,0.417630696,0.524723655,0.4275593,0.479011984,0.433472275,0.317348984,0.399052192,0.482777438,0.618539384
"LIGHTNING_BOLT",3,2113020,3,2,0.436857414,0.62556572,0.586555794,0.559332582,0.534608356,0.499170948,0.50231885,0.492997266,0.380740777,0.475538808,0.484658962,0.509141306,0.562286068,0.503368046,0.445903056,0.520763568,0.438182006,0.463356165,0.347766289,0.463105951,0.501893092,0.47542211,0.639498883
"SW5210",3,2113030,3,3,0.499378398,0.633178892,0.592707282,0.554135336,0.525362897,0.483019943,0.480198575,0.479525876,0.387996981,0.479214352,0.479121297,0.492686441,0.547333181,0.511901235,0.46383305,0.505916337,0.445326149,0.476298884,0.343383926,0.479987594,0.505014909,0.474577511,0.611465004
"N-R-GEE",3,2113040,3,4,0.499042495,0.611155024,0.590141331,0.550052467,0.515724186,0.477651451,0.455469419,0.49195098,0.36252274,0.455683903,0.472664712,0.470154826,0.551835036,0.496547831,0.409080413,0.481105082,0.445168171,0.469504909,0.373281881,0.415436083,0.47059992,0.47737883,0.605300555
"ALGONQUIN",3,2113050,3,5,0.476044274,0.634325552,0.604058541,0.564812411,0.523874962,0.482333063,0.445227604,0.516334915,0.349504371,0.405505313,0.460012563,0.460763226,0.561978861,0.505515033,0.36324408,0.465819943,0.433643626,0.464946056,0.430026093,0.364081297,0.392626881,0.490159794,0.574631115
"SW3407",3,2113060,3,6,0.505035981,0.64119026,0.601956755,0.564494779,0.509900594,0.473496178,0.399250635,0.407941659,0.404958841,0.470679976,0.474833765,0.47025645,0.558814444,0.493619201,0.436382069,0.496104349,0.456973533,0.428690295,0.3398247,0.505158938,0.511358398,0.46579895,0.631566568
"N-R-GEE",3,2113070,3,7,0.482006733,0.614411998,0.586589545,0.553426426,0.489257511,0.454684271,0.389464632,0.451429633,0.364816046,0.434238436,0.460766603,0.445283665,0.555902346,0.511004014,0.349977115,0.455576098,0.42550007,0.456044832,0.378176647,0.388576378,0.450488229,0.462305,0.6127482
"SW5210",3,2113080,3,8,0.465444508,0.630865271,0.594360177,0.554455687,0.487242989,0.462549423,0.400058657,0.452253321,0.371615018,0.450032902,0.455448151,0.445832519,0.558849099,0.498672912,0.430412769,0.487602645,0.451148389,0.451236338,0.340438806,0.484204182,0.496505454,0.464950961,0.633730233
"SW3407",3,2113090,3,9,0.474677801,0.639313949,0.59935506,0.562299301,0.48372123,0.470587761,0.37345567,0.420699777,0.391041523,0.468616187,0.462333506,0.445704321,0.553425168,0.477637328,0.436353806,0.483392475,0.460588148,0.465386939,0.34049638,0.491141513,0.504882894,0.474858637,0.640798095
"NY2003",3,2113100,3,10,0.473269973,0.639439609,0.5948101,0.559230411,0.469577099,0.458009305,0.396203555,0.518355471,0.33376957,0.375510649,0.430540588,0.420823514,0.555017819,0.484632825,0.399882142,0.456159344,0.450607518,0.48809322,0.424215225,0.362460468,0.409377704,0.480293307,0.598198626
"ALGONQUIN",3,2113110,3,11,0.481597077,0.639137069,0.600078232,0.5645966,0.486337811,0.467426847,0.392378571,0.492923658,0.34130355,0.418690291,0.447258697,0.462353694,0.561836456,0.492385693,0.450195094,0.465238712,0.461476338,0.508972636,0.417238411,0.383692758,0.414876629,0.4888415,0.601588734
"LIGHTNING_BOLT",3,2113120,3,12,0.483426988,0.631924319,0.587051379,0.561797685,0.482748576,0.464350913,0.412054926,0.448531467,0.358371802,0.452616158,0.448374907,0.472056479,0.564542538,0.452368156,0.494189735,0.466744767,0.463795912,0.447390713,0.328379437,0.472758739,0.493038396,0.470545008,0.636896333
"BORDER",1,2113121,3,13,0.48628436,0.638159451,0.590460202,0.561031928,0.477845485,0.461979793,0.428711255,0.409084598,0.395311782,0.472928875,0.455095945,0.475638496,0.560915251,0.535899492,0.449143873,0.455925777,0.479726123,0.464787195,0.340458946,0.470665389,0.494609199,0.486399628,0.626359455
"BORDER",1,2113122,3,14,0.474427235,0.640553012,0.596245031,0.564345278,0.483922423,0.471115936,0.455695739,0.400982642,0.403534249,0.473890445,0.456637686,0.477466824,0.559227121,0.602463371,0.441542287,0.43840069,0.491884612,0.468186503,0.373743277,0.45361412,0.49482984,0.484645358,0.63461549
"BORDER",1,2113123,3,15,0.460306286,0.637199517,0.593963702,0.566151586,0.494409808,0.466941385,0.440043158,0.388861164,0.392341754,0.478458939,0.457548595,0.472164246,0.552156863,0.6157435,0.441845309,0.419139417,0.500837951,0.40692517,0.328466695,0.4374471,0.49429743,0.490350526,0.630698
"VERNAL",3,2113130,3,16,0.413789807,0.63995412,0.590433193,0.555348834,0.491052563,0.460005653,0.501213564,0.48518473,0.360456456,0.405935263,0.434804554,0.454096571,0.542541105,0.63046841,0.336716647,0.331747516,0.49224224,0.401636216,0.402830357,0.333212448,0.394908669,0.496049349,0.592881912
"ALGONQUIN",3,2113140,3,17,0.412543457,0.641302222,0.595415755,0.571719434,0.502989609,0.48434532,0.49464525,0.473086789,0.342137539,0.440192225,0.445224457,0.470377838,0.533793394,0.61732287,0.356341769,0.311353151,0.473547852,0.380376734,0.358328341,0.355189035,0.389707529,0.491862049,0.595880878
"REGEN",3,2113150,3,18,0.431081872,0.638079452,0.593029218,0.562030802,0.49310412,0.461326923,0.488390435,0.475955431,0.341141467,0.44719221,0.439896383,0.469144629,0.510982921,0.570433373,0.35288452,0.331383165,0.485304427,0.422201463,0.368995366,0.392914501,0.475587217,0.476411156,0.63921156
"WL_349HQ",3,2113160,3,19,0.444338989,0.630268526,0.580959912,0.560476598,0.488157558,0.471368294,0.411539833,0.381314047,0.406834963,0.487168201,0.449175436,0.475452949,0.468015566,0.507891939,0.436207571,0.31232178,0.457504675,0.413507603,0.319897808,0.483289648,0.523101454,0.477203061,0.641759507
"WL_349HQ",3,2113170,3,20,0.443931791,0.631943738,0.582935804,0.556495473,0.491799487,0.476125571,0.391217745,0.389597881,0.4046649,0.482676478,0.451385791,0.47830186,0.426024973,0.43902077,0.432597467,0.288888714,0.429870017,0.440982706,0.334153927,0.49767132,0.519100018,0.473712916,0.638402406
"SW3407",3,2113180,3,21,0.473062248,0.647374799,0.585370048,0.564163669,0.495379157,0.469247398,0.399493532,0.418016603,0.376767356,0.480311532,0.457794606,0.482473737,0.448098073,0.474407779,0.420217209,0.304418271,0.449909105,0.433719985,0.309793853,0.49665688,0.520671779,0.47575184,0.644739809
"N-R-GEE",3,2113190,3,22,0.471874131,0.621499022,0.575958581,0.556865149,0.485406846,0.471714912,0.443201272,0.468999518,0.360708002,0.451669557,0.448601986,0.467473729,0.425903708,0.456470298,0.386284694,0.340708393,0.442907693,0.42705447,0.350197756,0.43736139,0.488416946,0.487685133,0.634502157
"NY0651",3,2113200,3,23,0.461707207,0.639176966,0.587392336,0.561326722,0.483790966,0.478625184,0.433371927,0.456099473,0.36314325,0.443294651,0.441465471,0.465917073,0.431590404,0.480970892,0.375129758,0.375759323,0.43453472,0.455432984,0.36977968,0.437407988,0.488173881,0.461073394,0.634184712
"SW4107",3,2113210,3,24,0.481319387,0.635385404,0.583927077,0.555212868,0.474622842,0.469965959,0.401126268,0.425946237,0.360759529,0.464949387,0.44230694,0.453833126,0.419638486,0.456739417,0.399518364,0.426614367,0.45612295,0.443783952,0.350959585,0.494767633,0.504549026,0.499778851,0.641708335
"HI-GEST_360",3,2113220,3,25,0.471946849,0.629525644,0.583096069,0.560395905,0.484775271,0.473721351,0.426491493,0.44015147,0.342550037,0.459303425,0.440853578,0.462057273,0.427870954,0.464417284,0.375584597,0.430790459,0.455429619,0.456663514,0.356677056,0.473737346,0.493136566,0.485901837,0.642150866
"LIGHTNING_BOLT",3,2113230,3,26,0.478153314,0.631226415,0.586989513,0.560971678,0.483077816,0.47048372,0.43457594,0.420100727,0.367380376,0.463128511,0.446542694,0.463857541,0.432780801,0.459232389,0.386663554,0.431881921,0.481938305,0.419795458,0.346487788,0.460206615,0.488471863,0.483442968,0.631586891
"WL_358LH",3,2113240,3,27,0.461123714,0.636805504,0.58543185,0.55973751,0.484023129,0.46721089,0.438021879,0.424803118,0.360773822,0.460603501,0.449512718,0.462549396,0.434488449,0.453784604,0.391164113,0.421771521,0.497157124,0.419184586,0.32787447,0.446744249,0.466514632,0.500742368,0.62836384
"SW4602Z",3,2113250,3,28,0.444585245,0.636661543,0.590750517,0.563272771,0.479249598,0.455273898,0.462331286,0.44475933,0.36078214,0.457775703,0.443405785,0.455795975,0.445592439,0.464511108,0.371154461,0.409951841,0.508455737,0.425363643,0.36496279,0.411961047,0.446089841,0.506690161,0.626249835
"SEEDWAY_9558_SBR",3,2113260,3,29,0.469515641,0.622088161,0.578243203,0.548251784,0.475086475,0.4562018,0.474438742,0.474857369,0.380303298,0.453222622,0.445049623,0.458397238,0.459067796,0.483096825,0.358823529,0.417393314,0.513574772,0.441204486,0.408454625,0.39518161,0.455571841,0.511099616,0.630169753
"PERSIST_III",3,2113270,3,30,0.470634445,0.632578429,0.592020473,0.560198482,0.484890517,0.455845861,0.462649073,0.44680103,0.378563722,0.473766544,0.456384008,0.472280019,0.461544369,0.478762382,0.38494947,0.430998043,0.49505535,0.435453425,0.362152752,0.425751603,0.473942258,0.486290306,0.636195561
"LANDER",3,2113280,3,31,0.479125962,0.625092669,0.585839326,0.547136203,0.486563193,0.438981653,0.43103424,0.43454222,0.35257921,0.472032072,0.451318613,0.459643851,0.460833828,0.452055128,0.37391035,0.428379665,0.502408727,0.374843353,0.33550706,0.414593191,0.452767504,0.498597669,0.618988527
"SW315_LH",3,2113290,3,32,0.430514996,0.638317358,0.591031575,0.54511333,0.488556324,0.452123025,0.396462533,0.468818308,0.35555436,0.43571147,0.431813372,0.449099358,0.4649348,0.487978214,0.341427175,0.39965099,0.467776577,0.381112357,0.394205544,0.351866977,0.391472938,0.497549975,0.607928748
"NY1614",3,2113300,3,33,0.458879154,0.620263989,0.580877905,0.526627841,0.490707187,0.452706212,0.411659956,0.477748473,0.341069947,0.466952114,0.440059686,0.470052504,0.46484347,0.476775018,0.371042616,0.426488152,0.491797492,0.415803078,0.402496581,0.407979031,0.469615537,0.481319523,0.641108781
"NY1615",3,2113310,3,34,0.472442405,0.619441819,0.585221595,0.511153685,0.478746157,0.437144641,0.415535575,0.45822549,0.36217325,0.467031257,0.452052401,0.468533005,0.463630003,0.478771068,0.386248378,0.426576145,0.485246347,0.388865884,0.387181517,0.418233583,0.473849726,0.492818414,0.642646749
"PLUSS_III",3,2113320,3,35,0.47674907,0.637063581,0.594345884,0.525867628,0.485031607,0.453592823,0.39282613,0.413466088,0.356878911,0.486379737,0.457220746,0.471625748,0.452732407,0.47354677,0.417285934,0.431980266,0.462811455,0.359797235,0.33823907,0.475581415,0.500795004,0.47675148,0.647234326
"NY0465",3,2113330,3,36,0.450212216,0.641755912,0.592241621,0.529802269,0.495349767,0.448927517,0.42319585,0.464733871,0.352887802,0.455080995,0.456777529,0.466494262,0.464206016,0.469055338,0.36103971,0.407667639,0.471683771,0.329169681,0.392777091,0.401419204,0.468968211,0.475053318,0.645943892
"ONEIDA_ULTRA",3,2113340,3,37,0.449830551,0.631079268,0.585008356,0.515179439,0.48837094,0.438935913,0.398949542,0.447436122,0.337792766,0.461836438,0.453941431,0.462544617,0.468599958,0.465145679,0.357859019,0.407392436,0.472964147,0.310406594,0.365502278,0.40673334,0.46364666,0.48587788,0.639361205
"GUARDSMAN_II",3,2113350,3,38,0.434538254,0.627295915,0.56625843,0.511308988,0.489277003,0.426415924,0.39185485,0.439492928,0.346778416,0.462545463,0.442652061,0.452090382,0.465419082,0.466461023,0.370838597,0.417413369,0.471353586,0.29427564,0.342009447,0.432700187,0.485442597,0.468688159,0.64644264
"SW4412Y",3,2113360,3,39,0.47178374,0.636081317,0.565772973,0.515023965,0.49113482,0.420947749,0.366746305,0.41084023,0.380846087,0.488135995,0.453943129,0.46339708,0.482774039,0.455397821,0.421447108,0.431456788,0.48294318,0.303089795,0.329662428,0.471232052,0.501379845,0.474604657,0.654826726
"AMERISTAND_427_TQ",3,2113370,3,40,0.462812035,0.637797997,0.567273363,0.521392983,0.489611234,0.422273669,0.358329926,0.399138204,0.415167203,0.491857484,0.460100972,0.460251509,0.466444691,0.456017572,0.446707058,0.437910594,0.478304613,0.369510668,0.351010932,0.484894138,0.51039646,0.479583367,0.645310127
"ONEIDA_VR",3,2113380,3,41,0.449340176,0.627174142,0.557046362,0.522519488,0.484427112,0.426990213,0.421995389,0.481516715,0.343782606,0.459196864,0.435199241,0.434919831,0.481319484,0.470394476,0.351011973,0.409274345,0.484192483,0.360548477,0.381846831,0.406917399,0.462570456,0.475819022,0.643296959
"SEEDWAY_9558",3,2113390,3,42,0.427752718,0.633283197,0.558662587,0.525510583,0.47945976,0.426981672,0.411793804,0.49036654,0.353668746,0.461155722,0.449878392,0.458502855,0.477795605,0.474280755,0.370681949,0.421645943,0.480068215,0.411106866,0.38358764,0.412162045,0.467621559,0.470377663,0.640504816
"SW5606",3,2113400,3,43,0.472990283,0.639876678,0.570329334,0.529297423,0.474800922,0.397186783,0.33535063,0.386215204,0.442044933,0.493205875,0.470441953,0.477241509,0.474972602,0.461773856,0.467800045,0.453620282,0.496198948,0.412379483,0.347273537,0.515053128,0.517614744,0.474432699,0.646524202
"55V50",3,2113410,3,44,0.472457035,0.637112959,0.567979079,0.528079183,0.478792053,0.412341946,0.396128971,0.469676063,0.393655049,0.478111244,0.469678635,0.474437879,0.468694418,0.474757153,0.414489169,0.443794797,0.500847389,0.413774786,0.368932686,0.471731186,0.50853999,0.466919989,0.647517248
"EZRA",3,2113420,3,45,0.48226313,0.633158959,0.570114789,0.527817203,0.486998478,0.451242946,0.45248632,0.511346142,0.375745157,0.456915211,0.470153068,0.47389259,0.473373394,0.47355057,0.381487317,0.446560935,0.507823826,0.394957425,0.371159103,0.428783279,0.499920163,0.472523356,0.659325416
"FSG_415BR",3,2113430,3,46,0.481591801,0.633700724,0.568115468,0.531990766,0.47832838,0.453424928,0.457045913,0.520765268,0.389924911,0.468101315,0.472950147,0.4724486,0.463866403,0.461501054,0.41204848,0.478457911,0.50552516,0.443752227,0.384700605,0.448912203,0.507185111,0.475693979,0.651707963
"FSG_421LH",3,2113440,3,47,0.474427525,0.650635559,0.570097965,0.522726617,0.471827138,0.450359513,0.473174179,0.522845351,0.366473425,0.456515643,0.474449368,0.453233117,0.470387052,0.469610893,0.404498608,0.485261613,0.485372381,0.391331877,0.368031245,0.412406384,0.465905509,0.47483898,0.638166386
"NY2003",3,2113450,3,48,0.461926801,0.640928298,0.563581136,0.523437007,0.479535151,0.435096965,0.535644766,0.558832701,0.367668012,0.430407274,0.455669369,0.439753988,0.462349727,0.474480965,0.354214039,0.456771309,0.460258979,0.432251861,0.423414469,0.346145264,0.417805654,0.453141737,0.615418895
"ALFABAR",3,2113460,3,49,0.499212557,0.627874622,0.558866705,0.524027853,0.488045911,0.464842389,0.533103761,0.544116361,0.371523288,0.480108191,0.474395269,0.492207103,0.479783684,0.460409877,0.384936769,0.495644395,0.468885762,0.459026177,0.3924084,0.422101461,0.488951578,0.472448767,0.629526602
"NY1517",3,2113470,3,50,0.490863145,0.639534767,0.567163429,0.522137225,0.484645248,0.479885373,0.552008338,0.562122865,0.372482165,0.467817497,0.473532057,0.515848583,0.491253132,0.474708061,0.350673344,0.479281409,0.464601338,0.48753081,0.441907848,0.369927423,0.450795846,0.458701,0.6324928
"SW5210",3,2113480,3,51,0.506337349,0.639082903,0.566440216,0.51627346,0.471576714,0.448164696,0.509149051,0.496947445,0.39892468,0.514515584,0.490360071,0.550662048,0.502211982,0.456643334,0.426111637,0.511561113,0.477105113,0.447080314,0.373242048,0.459301274,0.504067233,0.469945745,0.641028409
"NY2003",4,2114010,4,1,0.512288734,0.616408381,0.623236593,0.547771931,0.518501978,0.555035206,0.474052823,0.539517036,0.367516929,0.446789382,0.523255247,0.551149896,0.546774441,0.617319392,0.324946449,0.506465349,0.481618083,0.368020483,0.371589406,0.359094823,0.409155208,0.474759105,0.640638823
"LIGHTNING_BOLT",4,2114020,4,2,0.547460802,0.619746105,0.610848333,0.553130509,0.538080431,0.566950548,0.491562946,0.474148166,0.344825839,0.53324263,0.530582463,0.554079341,0.546622646,0.597259695,0.406251352,0.513421062,0.48947966,0.38725622,0.289018937,0.496078584,0.493841999,0.48029442,0.654080704
"ALGONQUIN",4,2114030,4,3,0.541970432,0.621791067,0.624557107,0.56598227,0.54988357,0.559254014,0.496183952,0.526152435,0.340828101,0.472291139,0.535051348,0.542092882,0.546446377,0.615608424,0.331143928,0.50652912,0.479253061,0.376664646,0.348074012,0.39480109,0.42051791,0.484167804,0.630603557
"SW5210",4,2114040,4,4,0.554519794,0.623121566,0.626077538,0.552436181,0.530314272,0.549373946,0.506883344,0.499738599,0.349363227,0.509056956,0.539592548,0.539630108,0.53323424,0.599906173,0.411843888,0.509572949,0.48176096,0.381411351,0.328272211,0.477771361,0.485376283,0.474714934,0.652288937
"NY2003",4,2114050,4,5,0.516882214,0.615744947,0.617698093,0.547511843,0.514419721,0.50559614,0.525214066,0.553644213,0.371731839,0.445266551,0.512020824,0.513832627,0.542324466,0.609897645,0.296895387,0.494544932,0.459949703,0.398881337,0.40452679,0.357069033,0.414923678,0.472319142,0.630857779
"SW5210",4,2114060,4,6,0.545078194,0.623038462,0.614200575,0.547541974,0.509077171,0.500645416,0.501811769,0.501156344,0.351422554,0.50925007,0.519815307,0.526426677,0.551185062,0.605700218,0.389344986,0.507608398,0.469707015,0.42612147,0.328178577,0.481786278,0.50356626,0.472442491,0.642746284
"ALGONQUIN",4,2114070,4,7,0.489960418,0.622285501,0.607007789,0.555693487,0.511042129,0.470626781,0.521322362,0.550632433,0.354529396,0.453093978,0.505933396,0.511333645,0.55282766,0.609541031,0.308101509,0.488494785,0.432599201,0.395132156,0.37544633,0.377186517,0.427394162,0.466632884,0.618322523
"SW3407",4,2114080,4,8,0.506656903,0.626894461,0.603772884,0.558425513,0.507162158,0.444779369,0.461087637,0.465163662,0.37352346,0.501289405,0.517717785,0.514846417,0.559226187,0.613475501,0.399124585,0.509568749,0.458532693,0.412804301,0.302383481,0.495260744,0.518164587,0.447484894,0.64209772
"LIGHTNING_BOLT",4,2114090,4,9,0.487864895,0.611196386,0.58791207,0.551953139,0.494912047,0.443387803,0.498927488,0.482303761,0.346632622,0.491745291,0.5151537,0.517189303,0.55008303,0.610341322,0.361119235,0.522790685,0.445402815,0.444126601,0.327239884,0.461144876,0.500412829,0.440892918,0.629696967
"SW3407",4,2114100,4,10,0.502058563,0.618396177,0.592656012,0.558762967,0.492566062,0.421479953,0.48797938,0.458789058,0.373295612,0.502984453,0.519742976,0.515702087,0.551352506,0.610360227,0.398828404,0.530807282,0.452625511,0.448246403,0.320740942,0.480062397,0.508573358,0.451911563,0.641022425
"N-R-GEE",4,2114110,4,11,0.493850386,0.592707932,0.582296068,0.550329802,0.484743446,0.418758522,0.467720648,0.482213505,0.364556107,0.486611385,0.513541602,0.504282363,0.538240211,0.597749891,0.376601261,0.528350558,0.447758108,0.469642155,0.344220762,0.452909245,0.487633719,0.443920726,0.642609648
"N-R-GEE",4,2114120,4,12,0.494303354,0.592965702,0.573937237,0.546309819,0.493767507,0.438183636,0.470635865,0.480314851,0.359850094,0.49194211,0.51586317,0.504936676,0.545172881,0.600146405,0.396078882,0.52698892,0.446902007,0.434389426,0.310085094,0.462831113,0.485134276,0.448449555,0.640708281
"BORDER",1,2114121,4,13,0.490354824,0.609867939,0.588822785,0.554271901,0.502611365,0.447215363,0.511611556,0.455435415,0.387155284,0.507573548,0.522772929,0.521897533,0.547893246,0.598172985,0.42590613,0.537290988,0.453582671,0.403901471,0.303887337,0.472044277,0.494261302,0.44505456,0.637269653
"BORDER",1,2114122,4,14,0.471338595,0.606253213,0.587098964,0.547453679,0.501231599,0.416018766,0.478464147,0.435419039,0.38615814,0.513488062,0.524174971,0.523934736,0.531290783,0.596970225,0.421090332,0.537246512,0.453712916,0.385447421,0.312312043,0.474318523,0.497811787,0.439445011,0.646852309
"BORDER",1,2114123,4,15,0.452353987,0.611978389,0.586767972,0.537980167,0.498351898,0.427208489,0.473979272,0.408716651,0.386679728,0.521955301,0.535785291,0.529522373,0.523712149,0.595312233,0.423402132,0.536053764,0.465181268,0.376427638,0.281440929,0.465710761,0.487453807,0.446755721,0.643632735
"FSG_415BR",4,2114130,4,16,0.439088502,0.606914949,0.586731579,0.543636691,0.497547995,0.394587887,0.527786686,0.486176945,0.343840854,0.503162895,0.529653729,0.527041825,0.517411596,0.597123754,0.358161925,0.519752705,0.462594816,0.393676917,0.28191984,0.43969007,0.483042316,0.440375448,0.638277107
"ONEIDA_ULTRA",4,2114140,4,17,0.428255806,0.605419439,0.587060763,0.536686904,0.493128647,0.438668461,0.554737324,0.518347477,0.344216516,0.478055222,0.522893812,0.522618717,0.526616454,0.580837618,0.343249162,0.498146778,0.452442994,0.392460835,0.24629265,0.391037165,0.44121338,0.448329507,0.632754836
"SW3407",4,2114150,4,18,0.452943209,0.617363503,0.594647669,0.557427595,0.506364941,0.434118672,0.504878759,0.43895272,0.384148275,0.51781483,0.531125065,0.534208983,0.538543033,0.571032709,0.407450935,0.505244477,0.464046383,0.354192584,0.283244649,0.492225156,0.497071765,0.462169897,0.644715813
"PERSIST_III",4,2114160,4,19,0.446628453,0.606932287,0.59462769,0.557663399,0.510760054,0.424792445,0.549590859,0.486899905,0.35245545,0.505884872,0.52656594,0.536424262,0.537663449,0.568399419,0.35479875,0.497983262,0.460905556,0.387349344,0.233264896,0.443752655,0.493790977,0.464706041,0.646086959
"SW5210",4,2114170,4,20,0.455932329,0.617733854,0.595549898,0.549984073,0.49628527,0.428781603,0.526081663,0.469723153,0.37092093,0.508425296,0.526778794,0.537820756,0.539926289,0.543844735,0.397662872,0.494353516,0.464281462,0.401033153,0.256254289,0.4644596,0.493384183,0.489940678,0.646060818
"SW4602Z",4,2114180,4,21,0.392099073,0.616162247,0.588966485,0.548567951,0.492785705,0.418885866,0.512925586,0.477137729,0.346266266,0.488704963,0.519677879,0.531773923,0.532696067,0.529114452,0.390182224,0.493703786,0.463593358,0.415109763,0.261445604,0.443089587,0.485846675,0.486029293,0.649005304
"NY1614",4,2114190,4,22,0.336324196,0.600902996,0.587706459,0.543789201,0.490442676,0.42141476,0.525946424,0.489129507,0.368946177,0.471145495,0.514898,0.527289377,0.539949065,0.515321429,0.373808494,0.488025039,0.450726873,0.48350655,0.358935622,0.383096982,0.460857733,0.479187878,0.627567334
