"Germplasm","Rep","Plot","Row","Range","NDVI_125","NDVI_142","NDVI_145","NDVI_150","NDVI_152","NDVI_156","NDVI_164","NDVI_166","NDVI_172","NDVI_178","NDVI_184","NDVI_187","NDVI_193","NDVI_198","NDVI_213","NDVI_223","NDVI_228","NDVI_251","NDVI_255","NDVI_265","NDVI_277","NDVI_300","NDVI_306"
"SW3407",1,2111120,1,12,0.461792663,0.64417066,0.608777822,0.549768843,0.499160384,0.499858455,0.421197085,0.423290323,0.389317339,0.540156062,0.321675809,0.346106172,0.492752348,0.523542745,0.45760919,0.500991693,0.389174595,0.391404108,0.313686224,0.471879536,0.523655455,0.456132974,0.643437238
"BORDER",1,2111121,1,13,0.467602773,0.634311266,0.604176739,0.552603711,0.497086735,0.495096642,0.433208669,0.458744616,0.374894243,0.530317609,0.493743776,0.528010428,0.549731241,0.512972549,0.408040863,0.537923286,0.457786364,0.478512588,0.354378205,0.468630347,0.533342525,0.454666857,0.645676845
"BORDER",1,2111122,1,14,0.46712398,0.640923233,0.604544791,0.564936068,0.496071429,0.505601886,0.409896884,0.424632827,0.383826393,0.533194463,0.512107744,0.527630732,0.543066728,0.491318809,0.409520834,0.529471211,0.456577281,0.463966647,0.367106815,0.449613662,0.530405404,0.444950453,0.630731608
"BORDER",1,2111123,1,15,0.479593271,0.642132551,0.610275135,0.564501409,0.490280423,0.503262655,0.407082899,0.43462735,0.387153343,0.528465757,0.515146225,0.524401051,0.536578842,0.475588842,0.422349314,0.526789319,0.456866811,0.436217161,0.381846342,0.431878405,0.527497998,0.443506057,0.627923021
"ALGONQUIN",1,2111130,1,16,0.460396048,0.649239056,0.614662309,0.571299544,0.489290205,0.509786062,0.457490509,0.533622707,0.350958766,0.500064618,0.504206547,0.511848596,0.53043345,0.473712592,0.345363619,0.46854752,0.436374698,0.490818469,0.474142878,0.358838565,0.424823766,0.407601734,0.590516549
"SW315_LH",1,2111140,1,17,0.447807879,0.63524328,0.605731535,0.559563621,0.482408243,0.504332777,0.433393062,0.531976037,0.365513677,0.467084019,0.490094072,0.498029299,0.527115582,0.482693391,0.331988956,0.447833583,0.424695951,0.521124894,0.50158373,0.330599938,0.402947938,0.407857682,0.594928589
"NY0465",1,2111150,1,18,0.463743887,0.638461911,0.609388337,0.562973781,0.480187538,0.501837478,0.459087561,0.522694471,0.369452019,0.494327361,0.493193031,0.505535394,0.532455734,0.483458533,0.357561094,0.466192374,0.447248165,0.507474056,0.478551757,0.378713711,0.483372463,0.440916378,0.643331003
"HI-GEST_360",1,2111160,1,19,0.473963706,0.624266567,0.598203597,0.556894899,0.47364045,0.506198072,0.44059281,0.478432954,0.379915481,0.525456553,0.511852078,0.515311988,0.533932368,0.473408982,0.397619734,0.49598037,0.463108099,0.507474837,0.417932996,0.442203849,0.514738886,0.435679028,0.635474434
"N-R-GEE",1,2111170,1,20,0.48796557,0.619557729,0.592258931,0.542595941,0.472785879,0.49839071,0.466284556,0.491335705,0.363618592,0.515374298,0.49312725,0.504050185,0.516685759,0.454705811,0.384750142,0.450070028,0.429206742,0.496162282,0.406135655,0.393263224,0.467097479,0.416597048,0.624634498
"PLUSS_III",1,2111180,1,21,0.497528305,0.623112251,0.599495883,0.551475235,0.476415112,0.508842631,0.443831639,0.424111379,0.395028114,0.528550531,0.494591178,0.51798434,0.517772751,0.462054031,0.402397928,0.492690925,0.459349445,0.486070751,0.359170379,0.468871177,0.527965558,0.450971832,0.651453528
"SEEDWAY_9558_SBR",1,2111190,1,22,0.499272383,0.618630145,0.587696339,0.534678687,0.478369543,0.504122197,0.475149819,0.476428789,0.364137614,0.505280186,0.484291185,0.499739482,0.511497305,0.450729557,0.347990127,0.472451358,0.45757292,0.509086064,0.460726086,0.413498458,0.496687204,0.455934889,0.642755716
"NY1517",1,2111200,1,23,0.492936193,0.625525538,0.596920494,0.537316505,0.479517412,0.499549793,0.476439346,0.500239312,0.374830215,0.488486209,0.473348399,0.496553361,0.502896828,0.496818736,0.324970936,0.458722766,0.437739726,0.491088081,0.478624318,0.375717992,0.448653121,0.428227475,0.637947924
"SW5606",1,2111210,1,24,0.524763738,0.631948146,0.601626692,0.554770342,0.500395287,0.500575377,0.440655606,0.428154472,0.401791203,0.536369214,0.495712984,0.510891036,0.510369819,0.474500363,0.38706218,0.502218619,0.464152815,0.486449045,0.352560766,0.477398732,0.53192327,0.453639032,0.659662667
"EZRA",1,2111220,1,25,0.506724841,0.620968365,0.593888889,0.543905828,0.498131386,0.487449527,0.460730098,0.486833808,0.365200821,0.529370415,0.487790926,0.499208888,0.495819085,0.464484532,0.340982978,0.477976877,0.454150985,0.495605879,0.45302693,0.405342885,0.498405551,0.45856242,0.656347241
"FSG_421LH",1,2111230,1,26,0.48062186,0.63095831,0.598733424,0.539391781,0.486230614,0.48053472,0.455790301,0.472869495,0.371458946,0.547700117,0.461559913,0.484672351,0.482514816,0.446280383,0.339475545,0.474071014,0.454037729,0.492505482,0.38851368,0.393145449,0.474478561,0.451171502,0.65519176
"ONEIDA_VR",1,2111240,1,27,0.478283413,0.630899864,0.596024114,0.53902667,0.494688579,0.492960481,0.489635395,0.510721063,0.368287853,0.533541268,0.459570237,0.481976472,0.472067323,0.479975163,0.324334619,0.464942505,0.443257771,0.480731758,0.419715035,0.384271202,0.491391417,0.466084091,0.654798117
"PERSIST_III",1,2111250,1,28,0.488491691,0.64637004,0.604925484,0.555784314,0.503290987,0.50511332,0.45947595,0.484609266,0.379415458,0.563148222,0.473168096,0.497222237,0.48200059,0.446559768,0.344096809,0.484151859,0.452106711,0.488688323,0.379266699,0.424523712,0.528311725,0.470782777,0.660545126
"ONEIDA_ULTRA",1,2111260,1,29,0.470704121,0.64100378,0.596872743,0.537671644,0.487594974,0.491725291,0.477742043,0.505172453,0.374472572,0.523176678,0.474443333,0.48790702,0.471786866,0.446934771,0.327183913,0.465187122,0.432695033,0.494539537,0.412780554,0.391373006,0.485869594,0.446400249,0.632668648
"WL_349HQ",1,2111270,1,30,0.502180037,0.636828517,0.592575432,0.546033055,0.492251657,0.48487896,0.421108257,0.400318627,0.430075744,0.54117484,0.488245644,0.491575551,0.468930256,0.427192012,0.376053052,0.491677453,0.447932929,0.493109288,0.324535226,0.484995585,0.554633571,0.474433012,0.65466539
"FSG_415BR",1,2111280,1,31,0.49826302,0.647812817,0.599205413,0.551194351,0.496704491,0.496592155,0.4847816,0.516383743,0.382497031,0.504800142,0.483385225,0.473896771,0.472419674,0.46597923,0.348490214,0.47428945,0.4365758,0.486684615,0.389838657,0.420942097,0.520452074,0.444195519,0.638325796
"GUARDSMAN_II",1,2111290,1,32,0.492202203,0.640169904,0.594561883,0.544121695,0.482816921,0.484633941,0.484323068,0.499507906,0.392211784,0.5010831,0.479159795,0.469039106,0.474842393,0.470116504,0.346867505,0.478905606,0.439735794,0.481341459,0.380933723,0.398655532,0.51924503,0.448332159,0.647367466
"AMERISTAND_427_TQ",1,2111300,1,33,0.52150895,0.63636533,0.58920679,0.54222657,0.477208295,0.494066088,0.440838934,0.434538267,0.394617749,0.532529456,0.478310839,0.476901206,0.477150342,0.477386056,0.377082647,0.496470065,0.437738854,0.473335696,0.338496313,0.438182895,0.544357863,0.444170356,0.662463139
"LIGHTNING_BOLT",1,2111310,1,34,0.513647123,0.637905026,0.591719939,0.543904629,0.479162909,0.497369418,0.443741433,0.436302797,0.372153972,0.519718258,0.479633144,0.480461393,0.470962878,0.449112854,0.357181395,0.489835388,0.444779905,0.479884073,0.337500618,0.426434848,0.533673787,0.447338234,0.658182942
"VERNAL",1,2111320,1,35,0.492170045,0.629492667,0.578066908,0.52606596,0.465276814,0.4862129,0.466098019,0.49357432,0.370110853,0.467721904,0.463498591,0.475664064,0.465996244,0.480848947,0.322018088,0.444007113,0.417407043,0.464442229,0.420206566,0.334660384,0.425953986,0.38069216,0.614551011
"REBOUND_6XT",1,2111330,1,36,0.542072066,0.629467197,0.579450115,0.544731125,0.467894092,0.47625488,0.383324221,0.353974383,0.43514113,0.545244765,0.486046459,0.508179667,0.471710819,0.450721418,0.430166625,0.512241936,0.456293996,0.433744974,0.306257854,0.507600373,0.552412342,0.458933504,0.652577243
"SEEDWAY_9558",1,2111340,1,37,0.520929084,0.629020167,0.581358671,0.541388889,0.463785227,0.502112598,0.462931482,0.486723883,0.362397185,0.50417856,0.470331666,0.481650779,0.479642209,0.486087217,0.347875442,0.486057748,0.440598864,0.447523079,0.402642402,0.390795589,0.488985118,0.447822367,0.64087952
"NY2003",1,2111350,1,38,0.497196727,0.64029183,0.588186312,0.537950171,0.448554861,0.482905023,0.48455846,0.518237928,0.384306553,0.46159901,0.450257533,0.472613716,0.466764448,0.472773856,0.334921436,0.454353168,0.419118809,0.461293569,0.40637989,0.345184794,0.407470829,0.408330552,0.620416806
"LANDER",1,2111360,1,39,0.542284771,0.626227791,0.580876384,0.537526256,0.486273292,0.491536139,0.456394564,0.472031662,0.384388298,0.52040179,0.471886378,0.495309184,0.488572191,0.468762963,0.355809464,0.481290937,0.452727442,0.463437381,0.349781988,0.409155827,0.494979171,0.446557258,0.64528691
"NY1615",1,2111370,1,40,0.5333568,0.621843599,0.581232599,0.529485839,0.492782401,0.470745736,0.470593902,0.486205265,0.399966919,0.531097921,0.467815537,0.499932621,0.498793933,0.485552941,0.365268617,0.443774356,0.425968921,0.474031447,0.417896079,0.386479847,0.499363354,0.474306418,0.648931444
"55V50",1,2111380,1,41,0.535141728,0.630772856,0.583767865,0.533441566,0.493695231,0.482549548,0.432079875,0.454168406,0.411484462,0.555159545,0.468530572,0.500696606,0.491861176,0.484717502,0.378683222,0.487557758,0.446380884,0.473459861,0.363540955,0.43546091,0.52314041,0.461398751,0.656018931
"SW5210",1,2111390,1,42,0.525328681,0.634800323,0.593741272,0.538270372,0.501860183,0.49587142,0.450800134,0.464582771,0.404224974,0.563837387,0.473125755,0.504762861,0.50271906,0.487207553,0.401471504,0.505177554,0.462262162,0.479944203,0.383195147,0.441474545,0.53221142,0.476383499,0.665235003
"NY1614",1,2111400,1,43,0.461465578,0.635171928,0.604530546,0.536988055,0.496211121,0.485136459,0.469083686,0.494070051,0.396874377,0.543929424,0.479602637,0.510392727,0.513637697,0.504538862,0.371607875,0.483033189,0.45857756,0.475089635,0.428797803,0.375175998,0.499114763,0.460624473,0.652399678
"WL_358LH",1,2111410,1,44,0.427558283,0.636147069,0.602510073,0.540088348,0.48638407,0.468951867,0.451305684,0.46662334,0.417538287,0.563247077,0.501221896,0.526674325,0.50350019,0.490984895,0.405885619,0.507755536,0.475010164,0.462533274,0.337292154,0.445758204,0.512409622,0.468511438,0.652872484
"SW3407",1,2111420,1,45,0.423944862,0.642967724,0.608641148,0.55412844,0.504067475,0.502035506,0.415860866,0.414198512,0.4714094,0.568478206,0.520462326,0.545419311,0.525926654,0.494112854,0.431702665,0.512796977,0.491996416,0.474622429,0.342670593,0.480496804,0.546145128,0.48548745,0.668064292
"ALFABAR",1,2111430,1,46,0.419627254,0.634202303,0.601354642,0.553746627,0.500638109,0.500133245,0.496668213,0.515255693,0.404353873,0.537533977,0.524388937,0.547885094,0.544226953,0.516401171,0.355693438,0.504749204,0.494315991,0.475911549,0.424938406,0.39131932,0.520041565,0.492911279,0.662177942
"SW4107",1,2111440,1,47,0.434872166,0.639408011,0.611828428,0.552845166,0.487711491,0.494818349,0.461370114,0.459998188,0.480783988,0.55807197,0.532446208,0.572154987,0.562036743,0.527476398,0.426395685,0.514961495,0.492827688,0.481062476,0.363641001,0.455532333,0.537481411,0.501027077,0.670258825
"NY0651",1,2111450,1,48,0.432092199,0.642204487,0.618843139,0.55258493,0.48437094,0.493645302,0.466607434,0.442720746,0.441399688,0.55796111,0.543400051,0.584877653,0.588342255,0.552276398,0.389288689,0.502645484,0.484168525,0.492138023,0.414724352,0.398497519,0.519874553,0.495842273,0.659736389
"SW4412Y",1,2111460,1,49,0.435115364,0.626887802,0.602950556,0.544679349,0.472977523,0.519294764,0.418495206,0.391044908,0.480355686,0.574129948,0.554277615,0.592893912,0.606437177,0.574007072,0.43764326,0.531044179,0.501230717,0.471905905,0.370388717,0.461656537,0.538722835,0.5029949,0.668526106
"SW4602Z",1,2111470,1,50,0.451503258,0.649450722,0.614515176,0.545015291,0.475723338,0.500477084,0.426086411,0.407970428,0.405281752,0.568542825,0.554634751,0.604811212,0.615522782,0.591845137,0.392675105,0.536965715,0.500125017,0.485669885,0.419891324,0.421888638,0.518121598,0.487587685,0.661529511
"REGEN",1,2111480,1,51,0.488511536,0.638298809,0.611190168,0.540009294,0.479035868,0.54044766,0.406001351,0.411834598,0.401787779,0.582255272,0.569528837,0.610814631,0.613127467,0.614265069,0.367405165,0.531674228,0.496723701,0.457955736,0.438639952,0.396242823,0.527653139,0.495461591,0.672381495
"ALGONQUIN",2,2112010,2,1,0.483936373,0.60896823,0.597252055,0.541604605,0.540370245,0.53988362,0.465243725,0.490436907,0.364807522,0.464656974,0.496749795,0.530713643,0.419046442,0.33728061,0.394002192,0.548518756,0.446802545,0.497848477,0.433641056,0.371231747,0.413630078,0.474473832,0.599677545
"NY2003",2,2112020,2,2,0.452459672,0.599795803,0.581215924,0.539631229,0.536932655,0.52774039,0.461717765,0.514295066,0.40512277,0.40819513,0.471498131,0.514759391,0.523573151,0.305878781,0.377188874,0.52326762,0.403209361,0.471787509,0.449627057,0.355606715,0.367179874,0.476149883,0.592583011
"SW5210",2,2112030,2,3,0.511572191,0.597032804,0.576045752,0.533894974,0.529329507,0.530991915,0.445919538,0.479090646,0.380479448,0.490671972,0.500231844,0.538367928,0.558664522,0.342026579,0.430727422,0.54765024,0.429428608,0.500954964,0.37483072,0.491441923,0.513535114,0.454562573,0.621754583
"SW3407",2,2112040,2,4,0.509425265,0.607232555,0.579477422,0.53740305,0.524239769,0.528209418,0.42904451,0.44901518,0.397958279,0.499011753,0.494698356,0.536285642,0.551948,0.348000871,0.424087691,0.545793751,0.417553985,0.502780356,0.335374496,0.516390898,0.524506205,0.460820299,0.631826572
"LIGHTNING_BOLT",2,2112050,2,5,0.483641069,0.601245638,0.568906796,0.534865084,0.510510326,0.524273441,0.436219759,0.476577441,0.37301102,0.469946794,0.490174343,0.529299859,0.566583777,0.331813943,0.419371756,0.53583722,0.420479045,0.493484519,0.341926483,0.476764533,0.509205258,0.456862355,0.63464685
"N-R-GEE",2,2112060,2,6,0.497328258,0.57832827,0.557555049,0.521810577,0.495645928,0.497099667,0.424471287,0.480265497,0.378181283,0.458949358,0.477537391,0.526656611,0.553303586,0.32943843,0.412439126,0.517019817,0.414629217,0.507626444,0.392446324,0.440802158,0.492072136,0.448408973,0.628781689
"SW5210",2,2112070,2,7,0.487372091,0.602198309,0.570693586,0.522796785,0.489112126,0.496160894,0.435140355,0.459298623,0.376148927,0.471756258,0.488036456,0.527197802,0.546588928,0.334441249,0.420342451,0.511264024,0.431576265,0.5135123,0.362717393,0.498359596,0.522558211,0.470339247,0.637092452
"NY2003",2,2112080,2,8,0.397784244,0.610044739,0.57668723,0.522849523,0.488343581,0.493233073,0.450539538,0.506902604,0.381136109,0.407697301,0.446405342,0.500761689,0.55004875,0.323636416,0.389018797,0.479326841,0.415453954,0.506787045,0.438235042,0.368439807,0.420802263,0.471338508,0.601078321
"LIGHTNING_BOLT",2,2112090,2,9,0.463860352,0.597693195,0.575303348,0.523158392,0.485638016,0.478587926,0.433745155,0.455200664,0.350276793,0.474119722,0.482602956,0.527732529,0.563582892,0.327366158,0.416348337,0.498187571,0.438836278,0.499480007,0.360370846,0.4871774,0.515286858,0.457115487,0.635595066
"SW3407",2,2112100,2,10,0.482633095,0.61343335,0.586040081,0.532264646,0.481323942,0.480159056,0.388100215,0.40649067,0.349690653,0.523992412,0.485104019,0.519983241,0.573284828,0.32288031,0.424266079,0.483753673,0.446799205,0.507131234,0.337597256,0.517062778,0.527686373,0.459409117,0.635921519
"N-R-GEE",2,2112110,2,11,0.489962306,0.601324018,0.583190108,0.526173991,0.480204687,0.474509959,0.360799169,0.43118965,0.337992363,0.503213582,0.469061257,0.495209605,0.569987965,0.328596078,0.438823438,0.462468806,0.456160702,0.511770277,0.372251672,0.470403677,0.511185008,0.467685866,0.631941143
"ALGONQUIN",2,2112120,2,12,0.458547722,0.61552025,0.597228639,0.537584254,0.475157478,0.476690489,0.324804082,0.432067996,0.323351266,0.466998651,0.470413547,0.495090619,0.425069973,0.419208569,0.435471746,0.446480046,0.454604881,0.533496935,0.413529082,0.396975864,0.450138015,0.463208305,0.600272873
"BORDER",1,2112121,2,13,0.477413462,0.609106127,0.590571858,0.538286862,0.474985262,0.481805673,0.329223849,0.388744937,0.386698191,0.506393224,0.489467787,0.510771385,0.531074339,0.570295091,0.388495039,0.429779883,0.463807674,0.50613576,0.352588118,0.488217552,0.521342424,0.45932354,0.632119947
"BORDER",1,2112122,2,14,0.477156805,0.610919788,0.5868714,0.536312886,0.469419764,0.484284064,0.31963541,0.363421932,0.383191962,0.493171046,0.486066356,0.499180732,0.594092078,0.592106754,0.403804855,0.421086121,0.459079372,0.486880696,0.39117713,0.470825351,0.517460733,0.455711988,0.624702911
"BORDER",1,2112123,2,15,0.479098149,0.604399422,0.582611855,0.529485088,0.466635885,0.471894688,0.306356064,0.367205408,0.398453331,0.491131712,0.4825734,0.4930678,0.578148237,0.598663762,0.430349918,0.430755138,0.46324691,0.44639114,0.36352421,0.458630924,0.517443981,0.461614015,0.627559225
"SW5606",2,2112130,2,16,0.490722778,0.609335711,0.582203612,0.525823004,0.466147093,0.478570985,0.333692012,0.381415943,0.388805276,0.486619833,0.471460035,0.482151117,0.567090106,0.580991285,0.418588547,0.415840906,0.474351826,0.494771706,0.371492864,0.480460438,0.519963458,0.467189638,0.623259969
"ONEIDA_VR",2,2112140,2,17,0.479147645,0.589404769,0.569073179,0.514317933,0.461404461,0.470634522,0.392205871,0.482181056,0.361563627,0.444479125,0.447634984,0.456003136,0.550761385,0.578647785,0.339284227,0.366454942,0.475420355,0.484514323,0.430100595,0.383912126,0.469185531,0.470556566,0.631095069
"LANDER",2,2112150,2,18,0.487113666,0.596485858,0.571883216,0.516314385,0.464019999,0.467348577,0.365376068,0.43368074,0.34077136,0.466427015,0.456180517,0.459905245,0.536757939,0.518099782,0.343946326,0.379360057,0.492128403,0.518436956,0.418238902,0.400449921,0.477441266,0.480962599,0.620024181
"WL_358LH",2,2112160,2,19,0.479152326,0.602837936,0.573473304,0.515565899,0.458864049,0.452059243,0.366103226,0.43374367,0.35448154,0.469117573,0.4557156,0.455786708,0.511426872,0.450331083,0.360466098,0.395941407,0.483342045,0.514326991,0.377703293,0.4306528,0.489372496,0.478957355,0.629999049
"SW4412Y",2,2112170,2,20,0.485276011,0.602462671,0.572205101,0.521897528,0.463597903,0.450093995,0.405466703,0.43047976,0.392083849,0.48932284,0.454603301,0.465933946,0.511500503,0.440470414,0.373386037,0.408431441,0.487433789,0.504883654,0.416698298,0.457273817,0.517837118,0.484678763,0.636627302
"GUARDSMAN_II",2,2112180,2,21,0.478289558,0.604394773,0.573462709,0.520802344,0.457935394,0.425779981,0.407900569,0.456878857,0.378684277,0.472754139,0.442321818,0.448084105,0.489067656,0.418876253,0.344180611,0.393333858,0.480750656,0.523333304,0.431914444,0.405327607,0.488301194,0.474362483,0.623316086
"SW315_LH",2,2112190,2,22,0.459301752,0.607865785,0.577825187,0.523538706,0.463270293,0.428562334,0.3784842,0.456652119,0.37614363,0.431017148,0.423115405,0.438152824,0.481049186,0.450685403,0.32703722,0.36182071,0.472033559,0.500197474,0.437069143,0.369507782,0.399936136,0.494485343,0.588902438
"SEEDWAY_9558",2,2112200,2,23,0.462029215,0.600431042,0.570398559,0.52748411,0.476604669,0.421355559,0.401426596,0.468300285,0.378904841,0.44997599,0.438966245,0.458222845,0.493069648,0.454378215,0.33350005,0.371620506,0.47539872,0.507305378,0.412013055,0.400867988,0.457217595,0.469501553,0.624180943
"LIGHTNING_BOLT",2,2112210,2,24,0.468790705,0.602373434,0.574380577,0.526558335,0.470932568,0.409369555,0.379749844,0.427878978,0.388522854,0.482272465,0.446802944,0.452929206,0.485136346,0.449388962,0.349499216,0.398518402,0.484487675,0.497087864,0.369594485,0.469570259,0.499828178,0.483884782,0.629702251
"PERSIST_III",2,2112220,2,25,0.449926238,0.611759968,0.589380202,0.538282623,0.480074779,0.417399986,0.392314608,0.465023087,0.387315315,0.459189454,0.446911241,0.452523476,0.490743993,0.462219222,0.355385291,0.382327087,0.475389572,0.498728893,0.398681232,0.425542169,0.487466213,0.481107418,0.638243547
"EZRA",2,2112230,2,26,0.452247601,0.608381757,0.59049706,0.533280266,0.477284466,0.410548262,0.387301843,0.456374718,0.377083146,0.460439435,0.44742453,0.463102301,0.497783897,0.464163689,0.343953447,0.394549377,0.487338759,0.497161856,0.407915368,0.385724195,0.468812763,0.480604391,0.630992055
"AMERISTAND_427_TQ",2,2112240,2,27,0.462050074,0.613117191,0.592691798,0.542414403,0.482792922,0.451679431,0.377109991,0.415345387,0.430198862,0.506545433,0.46514266,0.47360758,0.497647208,0.448398765,0.40995336,0.433224987,0.494780051,0.481649335,0.352369973,0.465689056,0.521889324,0.481557058,0.629683845
"REGEN",2,2112250,2,28,0.452696224,0.609031903,0.589468768,0.534183758,0.477034912,0.442109808,0.395799545,0.452204719,0.390947291,0.476552399,0.465880542,0.472167995,0.501375968,0.472063181,0.352371008,0.395714904,0.496011058,0.509480036,0.419260047,0.38630858,0.46680098,0.474920666,0.627538869
"REBOUND_6XT",2,2112260,2,29,0.456367044,0.612292939,0.578378668,0.532312223,0.468405548,0.44657647,0.350331035,0.38662054,0.449032241,0.514005602,0.471942384,0.480214324,0.497346927,0.461214234,0.442884147,0.422603716,0.487037247,0.480634917,0.323520518,0.508544094,0.533774845,0.484859841,0.634082244
"SW4107",2,2112270,2,30,0.473098897,0.612859297,0.589091101,0.531094022,0.479465588,0.460555092,0.379985214,0.425097565,0.427493702,0.51219095,0.478829415,0.477437454,0.500143686,0.456351363,0.429943268,0.421883839,0.499548427,0.475708316,0.348154581,0.481143247,0.522892,0.496233581,0.635663278
"FSG_421LH",2,2112280,2,31,0.415505355,0.626278217,0.588634166,0.530309558,0.467005435,0.456059392,0.369295033,0.443399747,0.386787322,0.451428127,0.456687022,0.450961718,0.498792247,0.471702687,0.358332432,0.377044319,0.485592214,0.474758331,0.369332773,0.379925718,0.439092684,0.492577586,0.620514513
"55V50",2,2112290,2,32,0.45672093,0.620826875,0.588705019,0.530287732,0.471229589,0.456668752,0.385808167,0.440730151,0.410101939,0.480062544,0.462372952,0.458910986,0.492472405,0.448269281,0.368955965,0.388125291,0.490227877,0.453518567,0.335295124,0.432407201,0.499619247,0.48582095,0.628754376
"ONEIDA_ULTRA",2,2112300,2,33,0.454355126,0.606037144,0.578549557,0.525739614,0.468362245,0.455315984,0.38123234,0.440362251,0.404440376,0.473929424,0.460705656,0.457355335,0.497433044,0.470025127,0.346690719,0.373330114,0.493270549,0.480975014,0.380594667,0.381589956,0.461315592,0.473920679,0.627961945
"N-R-GEE",2,2112310,2,34,0.457187994,0.603347516,0.577841351,0.52628067,0.481470023,0.47223066,0.399505937,0.440919513,0.409349911,0.482433862,0.46057087,0.464123991,0.493535658,0.465079884,0.384253577,0.392584845,0.511709965,0.462416576,0.356793274,0.420612818,0.484119684,0.462673311,0.629978846
"FSG_415BR",2,2112320,2,35,0.452979998,0.614849944,0.591274808,0.53219314,0.478868919,0.472304632,0.380617594,0.422957072,0.410361056,0.482156863,0.45836324,0.446073566,0.493358996,0.464504139,0.378144395,0.401630341,0.507481879,0.475295992,0.375047082,0.43042531,0.487294951,0.473747668,0.631205738
"NY2003",2,2112330,2,36,0.413770106,0.612759402,0.578944869,0.531113809,0.471702022,0.470863733,0.375663333,0.444500474,0.396754039,0.434030056,0.435617273,0.417963801,0.467087203,0.471998857,0.337035778,0.337812044,0.463343323,0.403769876,0.402383314,0.350462772,0.36318178,0.472666962,0.579182572
