"Germplasm","Rep","Plot","Row","Range","yld1","yld2","yld3","tot23","GNDVI_125","GNDVI_142","GNDVI_145","GNDVI_150","GNDVI_152","GNDVI_156","GNDVI_164","GNDVI_166","GNDVI_172","GNDVI_178","GNDVI_184","GNDVI_187","GNDVI_193","GNDVI_198","GNDVI_213","GNDVI_223","GNDVI_228","GNDVI_251","GNDVI_255","GNDVI_265","GNDVI_277","GNDVI_300","GNDVI_306"
"FSG_421LH",1,123,1,26,2.57,1.77,1.19,5.53,0.254937797293209,0.298669419202122,0.338851777205843,0.279607690589481,0.276477804704358,0.273347657045232,-0.0927040842413297,-0.136412020799739,0.102669135256957,0.267060465058043,0.258176747533253,0.247047000452656,0.269628653650452,0.267875456548664,0.0884276907875677,0.243457626583684,0.215474536056743,-0.0787650345966366,-0.0675529112899833,0.146770739687218,0.222770850626283,0.157840159910915,0.547174613790417
"ONEIDA_VR",1,124,1,27,2.61,1.53,1.03,5.17,0.212469927410278,0.261860737854426,0.300427122443933,0.239245833331955,0.235696451952421,0.234557960747683,-0.109610081106779,-0.158144971893178,0.0703000678957893,0.205871557588637,0.22262494607144,0.205587996192029,0.216077621052412,0.249125410434234,0.0507343542431798,0.20174442707102,0.174133894759601,-0.0759908669489791,-0.0767792837885245,0.128516600846614,0.21029184132918,0.143341082391735,0.532474795457315
"PERSIST_III",1,125,1,28,2.71,1.64,1.07,5.41,0.230221054574583,0.283476664146224,0.308669123432853,0.251607478243042,0.243484592666295,0.25425402833685,-0.10387585378894,-0.153209901674087,0.0877767022333463,0.2292653938127,0.242593793074551,0.223416652712684,0.225273781421391,0.234903181895917,0.0658175421786572,0.218891923289153,0.183182491556056,-0.0857396165261719,-0.0674581728686098,0.159176724307969,0.239709413301118,0.139480169962088,0.533478937359557
"ONEIDA_ULTRA",1,126,1,29,2.44,1.53,1.05,5.01,0.219208563140796,0.278837208885535,0.294974827298447,0.235165854312466,0.22879858388136,0.242006785494518,-0.0950940415907075,-0.155615646752585,0.0813212187554436,0.225610316932722,0.237565940044002,0.209914402919828,0.214096431675063,0.228266255837272,0.0575699829635119,0.200141753614082,0.161642090947411,-0.0922762487745338,-0.0768272090180937,0.130073968839955,0.207472899755169,0.110989229585149,0.506241450620573
"WL_349HQ",1,127,1,30,2.38,1.72,1.09,5.19,0.236380195643211,0.291484993208009,0.304346371504843,0.255268939085546,0.242201621297583,0.250045119564347,-0.0625512161080398,-0.110372268127686,0.15530025952444,0.300204606735567,0.266275740104417,0.226382760689434,0.234486782819948,0.229986806097959,0.102951507268838,0.234543529639012,0.184929229637689,-0.0908710697399897,-0.0287066632689874,0.198322003696612,0.256860173402806,0.122438379513628,0.526322917922801
"FSG_415BR",1,128,1,31,2.71,1.51,1.13,5.36,0.237793920956971,0.298146157630495,0.309150923444979,0.257194988896689,0.240658295617268,0.251987503992818,-0.0864719671877539,-0.143971586851833,0.08312981374609,0.265278683016077,0.247432275624581,0.199841844672355,0.222652693997725,0.244563868162464,0.0616254037724321,0.212194796362858,0.170659884461784,-0.1007870796832,-0.0681585079231886,0.142229637298424,0.236244715316435,0.110314125620882,0.513781060837993
"GUARDSMAN_II",1,129,1,32,2.49,1.6,1.08,5.16,0.237142368506421,0.294766709224178,0.304667451892164,0.254067572256785,0.237284360377077,0.245837268148262,-0.0872082385675439,-0.13408235833721,0.0756431953232377,0.261049800643196,0.247198058624501,0.201363958666351,0.229363060580305,0.257795016337322,0.0664736402076844,0.220180788473246,0.176173187180014,-0.0806519577102334,-0.0676048049341931,0.125785108235368,0.241336116972498,0.122733118798604,0.530836095107526
"AMERISTAND_427_TQ",1,130,1,33,2.32,1.69,1,5.01,0.257517436281044,0.295940899451558,0.307402575609345,0.253848092474206,0.231658147330106,0.255799033661498,-0.0843103697421412,-0.0991104146795268,0.120942122987175,0.295173005131069,0.254606257602665,0.218100669475217,0.246589200557275,0.270453682493694,0.0977220000271533,0.235371457417712,0.179985891985079,-0.0825674039700064,-0.0496934604145277,0.149507950688752,0.260518080061173,0.107762907264811,0.549837094720752
"LIGHTNING_BOLT",1,131,1,34,2.57,1.73,1.06,5.36,0.250890253360117,0.297864268420221,0.315594379463566,0.255085339253312,0.229864867926922,0.258031536431335,-0.0814024876665409,-0.0937433941502441,0.099640780663607,0.279160160263116,0.237573198283216,0.214070527054837,0.234792269700011,0.251887226189739,0.0990737626453966,0.22676695296363,0.181343861810053,-0.0800829494053576,-0.0475495240842202,0.140163989253834,0.254178091818115,0.101393877655964,0.548090753504028
"VERNAL",1,132,1,35,2.44,1.23,0.84,4.51,0.236336576001026,0.285302760808393,0.299601394495102,0.235028120688295,0.213501574995672,0.243403229442065,-0.0869216582305347,-0.113622151683015,0.0358146836977818,0.222012136816256,0.208673052727208,0.199587936119028,0.198583597836489,0.259746051619363,0.0620284958799384,0.182563381041352,0.151250261815297,-0.0724093986083597,-0.0799035013741552,0.071239874012939,0.189276682003953,0.053850727474716,0.516028894715381
"REBOUND_6XT",1,133,1,36,2.64,2.11,1.11,5.86,0.282646189841652,0.323099126401511,0.322460589243677,0.276247516818244,0.238012000009889,0.255721898763899,-0.0442480687144288,-0.0443900789659479,0.144163942109653,0.318727365552012,0.262372510891926,0.265413769347617,0.265522751616082,0.276162227149803,0.146039173689119,0.257930898088964,0.202764573232901,-0.0632825711635252,-0.0152745703783795,0.201752570333355,0.289499667137657,0.118917656720305,0.551590420891311
"SEEDWAY_9558",1,134,1,37,2.79,1.8,1.01,5.61,0.258707606533638,0.309604660162739,0.316133541846885,0.267692190835537,0.217593971328207,0.263672441141901,-0.0808156543816856,-0.107300086703349,0.044847947485694,0.246282436833183,0.221352397041822,0.221198489954699,0.236909650537658,0.273374320406741,0.0888348044732356,0.218233765249359,0.169746540207984,-0.0671634283394411,-0.0700503012663777,0.118923793412257,0.23299734064027,0.11597816084117,0.531760228881286
"NY2003",1,135,1,38,2.44,1.49,0.96,4.9,0.264150245313397,0.346300667253921,0.348754309455805,0.287202974773597,0.238088050325168,0.271329817853435,-0.0827135738931567,-0.117503659573481,0.0288962886709851,0.224326476896027,0.226770548147595,0.233619985111654,0.248777964634297,0.276256438769518,0.074218806020547,0.218353121683044,0.188608949351223,-0.0539501703946061,-0.0720091197930346,0.0858709983583996,0.20376825957606,0.120657490928672,0.519917783328373
"LANDER",1,136,1,39,2.96,1.79,1.08,5.84,0.254966742444747,0.317861847568809,0.316416046743451,0.274740689444833,0.231930503593705,0.256851338698212,-0.0762487074724202,-0.100395270026543,0.0807249637521221,0.242349906660072,0.220537025629179,0.225178350600864,0.234805240670854,0.254076037744048,0.0883372791235691,0.21336779576281,0.168542482916004,-0.0455093706076612,-0.0512215434429606,0.138653758349541,0.243968007815712,0.126084125362859,0.529500532121415
"NY1615",1,137,1,40,3.07,1.9,1.08,6.05,0.262260270686565,0.33794295364932,0.333223892293546,0.289923577756048,0.247666101657666,0.25133722018174,-0.0690204020133161,-0.0910486469737641,0.100775097343213,0.254637545434681,0.23326330130223,0.240096649599319,0.25925086184067,0.284376398143898,0.0945189191108697,0.19957441626613,0.165558902382231,-0.0582037465314371,-0.0689130890331147,0.127862944134316,0.251203086963304,0.156345448263119,0.537806936788067
"55V50",1,138,1,41,3.11,1.92,1.19,6.22,0.282359071311206,0.360695100805219,0.37039475340913,0.304091126813815,0.270832193327789,0.272621959649317,-0.0646954107542223,-0.0813617501947402,0.126949006312905,0.273899119809122,0.254941733551421,0.268144054009201,0.285948227595999,0.296986492538551,0.116723395838511,0.243981104794295,0.204480977677304,-0.0629382103772313,-0.0465021919266271,0.154479875233268,0.278560601919628,0.166317031376475,0.543143658298408
"SW5210",1,139,1,42,3.21,2.01,1.22,6.44,0.272536878170412,0.368913382243311,0.414622032464893,0.31161830644925,0.278764678828009,0.287694660675683,-0.0639775767327586,-0.0910579170797212,0.12737839354137,0.278799423110608,0.25474073981935,0.273427610828252,0.290812939058839,0.302273262377759,0.147189928890028,0.270666876795499,0.225081794277138,-0.073843803414485,-0.0586849400903978,0.163545630823985,0.291764062622097,0.186965773679521,0.553696964630664
"NY1614",1,140,1,43,3.23,1.87,1.13,6.22,0.206475763190094,0.384092461546954,0.427253027204301,0.287817664318901,0.250913624659235,0.261698204126328,-0.0479092099581923,-0.102851556947367,0.0851521407046759,0.239850242585546,0.230170482963196,0.248776613606966,0.27534911588139,0.306478050632948,0.10695884033798,0.225897199799428,0.18581678921859,-0.0757783033904138,-0.079340378828873,0.0942506177967416,0.239624970196764,0.170385732429513,0.537446567889417
"WL_358LH",1,141,1,44,2.8,1.63,1.12,5.54,0.193587110067332,0.44616423574105,0.443505143624872,0.303742210141626,0.264692109966659,0.271491410030789,-0.0412817406437726,-0.098258228919777,0.12882676161935,0.279716810819373,0.260176548134593,0.284968918766942,0.294082558998094,0.326725189818726,0.159103486031764,0.264010488273833,0.215749357988873,-0.0681662892483227,-0.0198024140108792,0.156801614952687,0.262753653161855,0.180922281742542,0.537045640501392
"SW3407",1,142,1,45,2.97,1.79,1.41,6.17,0.194350000653643,0.485224345147039,0.452657311751902,0.320894008044096,0.277617198552175,0.295992526881624,-0.0332530202263919,-0.0994928188384862,0.15159132745035,0.305526808990016,0.267757001547668,0.301961428437216,0.309142584035227,0.330168300961469,0.181049700795461,0.279603125022312,0.230514628101003,-0.0659915688953576,-0.0160653182481079,0.186249491722316,0.292069606469728,0.188349730580662,0.555400779796196
"ALFABAR",1,143,1,46,3.29,1.46,1.17,5.93,0.163692908439279,0.478744297848464,0.447287379702352,0.304129566994037,0.258126208375459,0.278113545851492,-0.0542705931808719,-0.143620718786466,0.0802964577722105,0.261118332663042,0.234013530312863,0.283060749031702,0.291172831536484,0.339533620388148,0.131095747778885,0.251107527590512,0.20677774729451,-0.0817630977291284,-0.0798514406211601,0.120649847987317,0.259503540254287,0.193130623992518,0.550643913304652
"SW4107",1,144,1,47,3.03,1.69,1.22,5.94,0.16278720085233,0.480255885574808,0.464574148683278,0.31171206861172,0.254232900297121,0.276935934277455,-0.0489372175571987,-0.125206313120184,0.125785342317115,0.303150241828213,0.25414316420366,0.308905231378108,0.30294548436515,0.338754284200037,0.176646990423474,0.277470226575574,0.215060675699264,-0.076764600686978,-0.0522045683870566,0.160103059752521,0.275421562184512,0.202332662564184,0.561826808891184
"NY0651",1,145,1,48,2.88,1.63,1.13,5.64,0.138254265718392,0.481444711515433,0.481758783613299,0.313430950867447,0.244473544219222,0.273105243036935,-0.0596120827623256,-0.132765366784998,0.116309442999588,0.293800874652641,0.244269456342363,0.299540761986343,0.287570543039926,0.34363915108828,0.162452117940729,0.255794692396636,0.200758941465341,-0.0748148032849509,-0.0784666402769868,0.123464679150576,0.255627074294493,0.206374600933155,0.55644951775733
"SW4412Y",1,146,1,49,3.04,2.04,1.43,6.51,0.146041225511294,0.475559105227329,0.487477784829272,0.313205797356526,0.241658634257274,0.295494891243384,-0.0464651186489514,-0.110937068639932,0.145695029427573,0.327706408313888,0.26233435756261,0.315415748810848,0.301158676838732,0.355683657282787,0.193937027730623,0.297450652383787,0.226701774717497,-0.0643355171875648,-0.0618106378372293,0.183045973808662,0.293386127963049,0.227289561593232,0.575568325027885
