"Germplasm","Rep","Plot","Row","Range","yld1","yld2","yld3","tot23","GNDVI_125","GNDVI_142","GNDVI_145","GNDVI_150","GNDVI_152","GNDVI_156","GNDVI_164","GNDVI_166","GNDVI_172","GNDVI_178","GNDVI_184","GNDVI_187","GNDVI_193","GNDVI_198","GNDVI_213","GNDVI_223","GNDVI_228","GNDVI_251","GNDVI_255","GNDVI_265","GNDVI_277","GNDVI_300","GNDVI_306"
"SW4602Z",2,243,2,46,2.43,1.75,1.18,5.36,0.206985564039584,0.317592335340961,0.332465384760264,0.27423540566673,0.282068199827278,0.243405292678989,-0.0826760730083902,-0.134793132882641,0.107783302993741,0.233326287474795,0.246592025493664,0.245302758654051,0.268374551917362,0.303713943396986,0.139877169952952,0.24403648737255,0.187350353845752,-0.054195245246894,-0.0628928383594285,0.125162710976063,0.203513904271087,0.200700204005392,0.512724857883646
"NY0465",2,244,2,47,3.07,1.89,1.18,6.14,0.186346747245028,0.305053133586658,0.325322622807663,0.263626512975366,0.263510951744067,0.212454301762836,-0.114325653779476,-0.163326332522172,0.0791350226367727,0.203415894491012,0.220958833659715,0.218054633810402,0.236985743267756,0.271343032499942,0.0966736776744862,0.218960115985309,0.154426380915004,-0.0472786670969292,-0.0642210945080134,0.100805519297176,0.213574168374361,0.208216156789801,0.522522985785717
"VERNAL",2,245,2,48,3.35,1.63,0.91,5.89,0.178784770672886,0.276922223186871,0.302917967951549,0.246239986352209,0.251806379902742,0.20279264838202,-0.145865740500901,-0.190366284962415,0.0456600904947183,0.17335138409291,0.193424969291994,0.200342359770636,0.207696728745851,0.281495805867901,0.0758441962514778,0.1851480772927,0.13883185548058,-0.0643711485048681,-0.0950980721354357,0.0407524232837741,0.166785661965303,0.168037213935778,0.506147992564865
"NY1615",2,246,2,49,3.65,2.07,1.38,7.1,0.201484761502764,0.293387391956939,0.320282408845653,0.264057266619764,0.267306306611382,0.202081610941498,-0.151109944048723,-0.181330939331227,0.0817743862157275,0.222342977575711,0.212349727076141,0.236047944016067,0.256179028168794,0.301615348283061,0.119828238887634,0.240498821451435,0.181511902451174,-0.0594501795895793,-0.0860124216794331,0.107189866710146,0.234302024113919,0.212142412518261,0.540154419369067
"NY1614",2,247,2,50,3.42,1.88,1.23,6.53,0.199559293812445,0.284882765689675,0.318449457969516,0.256886897022204,0.25119038427771,0.209474199238078,-0.160150739741896,-0.192880441683474,0.0523553648952158,0.215741308785316,0.200853117901858,0.239742419299173,0.243562281484495,0.297748363501984,0.110419808722085,0.222202943306704,0.167149318055891,-0.067231347639633,-0.113149640026833,0.0898001097197761,0.236598428504169,0.216289970537643,0.553215026040776
"HI-GEST_360",2,248,2,51,3.18,1.89,1.19,6.27,0.222080735444678,0.2909135209772,0.330251241917944,0.27870671360925,0.275969372515749,0.259887342839596,-0.154609823045562,-0.174836992716497,0.10845112407521,0.273384562446044,0.219234217139557,0.27773314460556,0.273224953214348,0.344799561357303,0.146125965689778,0.258742381507845,0.200535903591487,-0.0613521803204703,-0.0886115610033569,0.164125165209852,0.282429966488178,0.235801001472727,0.567413825856327
"VERNAL",3,313,3,16,2.42,1.52,0.95,4.89,0.117733452045658,0.254580381860525,0.287532910036713,0.230823373253484,0.22652278792887,0.221070551713566,-0.0396083682618399,-0.0925376803849325,0.00999102278077655,0.119353025221664,0.178009098149969,0.190810570143543,0.157035970615757,0.31156729025562,0.0756158282179696,0.135660339582049,0.155405820276904,0.00438076341831856,-0.0561582774021726,0.0804120700351221,0.140785975001061,0.134956964002689,0.503315562150547
"ALGONQUIN",3,314,3,17,2.56,1.68,0.77,5.01,0.136711382441406,0.269412801420048,0.294081357803634,0.250122024490276,0.243725808313363,0.238208395007798,-0.040563569377087,-0.0889215107853234,0.0177372414977197,0.143282140899164,0.190039042586849,0.200517050270253,0.180017566010135,0.315202135959536,0.0654166411845723,0.124276338552099,0.157619425326165,0.00269214300186157,-0.0471721533415178,0.0767684545808279,0.138696996242456,0.139891837620083,0.510915761355436
"REGEN",3,315,3,18,2.76,1.94,1.32,6.01,0.138577423039405,0.273254256114709,0.294169614593006,0.257793524284712,0.244845175055651,0.237281965719298,-0.035508044894748,-0.0850604393787449,0.0361704238201771,0.162429721945301,0.204128446566231,0.216870347515521,0.206571137478386,0.320003302149607,0.086532672796937,0.129304561270628,0.167785487085357,-0.0270098488437169,-0.0577596121051608,0.129769797556948,0.197986344560858,0.16978845951468,0.5370280973689
"WL_349HQ",3,316,3,19,2.46,1.84,1.27,5.58,0.149304071851307,0.266008467050462,0.291278452813577,0.257121384172205,0.244969470663847,0.249996136262335,-0.00894576512405218,-0.0392521111358729,0.118454767141968,0.221391084319053,0.230441339168659,0.246190855561258,0.212323913148595,0.315334140098531,0.148029118655922,0.118648092046621,0.185007962365981,-0.0246579599588988,-0.0169373997215307,0.182024104200535,0.236611715700583,0.184228886389419,0.543180665900844
"WL_349HQ",3,317,3,20,2.33,1.77,1.19,5.29,0.149693707014916,0.25765520953076,0.285035337795887,0.249149022328722,0.247128047697427,0.251806111604431,0.00212732130625489,-0.033793617559741,0.127555760351258,0.220230036099239,0.233735763963238,0.247991349812017,0.195752755354869,0.299464513951829,0.150006064445588,0.0827216079944651,0.180682194610377,-0.0345204550626967,-0.0169738288371421,0.186190241595605,0.228085076769385,0.177432200634681,0.540673860590773
"SW3407",3,318,3,21,2.42,1.92,1.38,5.71,0.187228980505605,0.288982155354972,0.303989480876517,0.273041785816565,0.264419648526239,0.263814899382035,-0.00551576067850419,-0.0485497892754349,0.112388127267668,0.218833449812338,0.241582867443564,0.25563754383115,0.219984972049963,0.316400477296499,0.150089899480697,0.108391192456341,0.190570530861512,-0.0255208926057819,-0.016278097145525,0.199081141610588,0.243987436974069,0.187884002886936,0.548466596189036
"N-R-GEE",3,319,3,22,2.38,1.7,1.2,5.28,0.171119466102844,0.258461914929426,0.28219764106033,0.248424152648253,0.235419933799082,0.23768482130017,-0.0267999495794043,-0.0778349730328222,0.0511815734013729,0.163936990126041,0.210239750980708,0.221068122792444,0.186833669341925,0.289828380840167,0.119653935773827,0.130696546501902,0.149486981693715,-0.0197815866002254,-0.0510434589110214,0.148727354284164,0.200739460229686,0.167335299676555,0.53168537212467
"NY0651",3,320,3,23,2.39,1.79,1.25,5.43,0.182216511260062,0.262176276808595,0.287112677270738,0.245619797277353,0.228691810921186,0.246944555876743,-0.0238894755104018,-0.0740983031315836,0.0436330060532535,0.157899554627407,0.20116022129605,0.213585245383116,0.191039488170655,0.30791572063197,0.100019415724938,0.163774963126684,0.13078981773185,-0.0333185981298484,-0.0566049801392687,0.141102776627855,0.19701756993927,0.165866250694671,0.529573892149766
"SW4107",3,321,3,24,2.35,1.77,1.24,5.36,0.189523731793867,0.265436498538998,0.29999732848151,0.247593586848586,0.231402998832518,0.252013990615066,-0.00810422393318927,-0.0563909968919153,0.0972403822422589,0.183958018005961,0.211481994865537,0.225981223629874,0.195078893702661,0.284098676727826,0.123766507801176,0.224558977313936,0.146773151592752,-0.022734557865578,-0.0338384314967772,0.165282363219366,0.212876862841263,0.159989441208731,0.538233402757417
"HI-GEST_360",3,322,3,25,2.22,1.53,1.01,4.75,0.187817479521673,0.251649314550805,0.290078821517146,0.239466960900298,0.23008409594821,0.249083162259674,-0.0188291784733632,-0.0671480097528171,0.0734217480514518,0.178822331700234,0.203365822399897,0.218608561751624,0.194935708623728,0.294801104870341,0.110974653822321,0.22396036240695,0.146918153224909,-0.0321830381989236,-0.0312885726296162,0.168559985800715,0.210961402436529,0.169485092369435,0.540618168473326
"LIGHTNING_BOLT",3,323,3,26,2.35,1.72,1.13,5.2,0.181166071721435,0.246168098392038,0.286459973743838,0.238610666571514,0.229900504407271,0.238807090430073,-0.0128507975574603,-0.0575753324548366,0.0858926844215909,0.181329154460244,0.209538172830923,0.21942564473502,0.202214951423647,0.28087336482248,0.110302555872066,0.228186146707001,0.169901052339904,-0.0148331680455052,-0.0307936838213621,0.156694787256457,0.20884224318357,0.16339695868117,0.534423035685187
"WL_358LH",3,324,3,27,2.16,1.52,1.02,4.7,0.194222499623817,0.271182994992027,0.301356098624906,0.254974741349739,0.247952101118641,0.244991024664985,-0.0101489642181919,-0.0539342806895194,0.0771300801453029,0.18908578033101,0.220093765103552,0.232574994343491,0.222355462993828,0.29019620730807,0.119324124329552,0.235089147272334,0.195620280129685,-0.00051454460264353,-0.00459418963438385,0.162140048905024,0.20286900936392,0.1623830112621,0.531452539867564
"SW4602Z",3,325,3,28,2.27,1.58,1.1,4.95,0.202001935471065,0.275314902778388,0.311943845171901,0.261719127910127,0.252340706960917,0.243483884974408,-0.014246582981519,-0.0603949393962812,0.0621410018545769,0.191084572519949,0.219608534453142,0.233238794633151,0.234710509256755,0.294544782583387,0.108875712132065,0.236130960222373,0.200660110334855,0.00296649677487339,-0.0395161365756207,0.142240180196256,0.195174224940756,0.161142701696136,0.536271093610039
"SEEDWAY_9558_SBR",3,326,3,29,2.57,1.54,1.16,5.26,0.188686080427365,0.25889973394474,0.285540021172766,0.240945291128965,0.230713573064621,0.218796246230618,-0.0289035019455509,-0.0727072179416693,0.0417406942963955,0.169202892041664,0.20455128996616,0.216094033034,0.230085529851217,0.304514007960324,0.0858940707320372,0.221450290748277,0.184330620716195,-0.00347679230781176,-0.0551863855052281,0.138502574050828,0.192439786564561,0.158685610024122,0.530590432398006
"PERSIST_III",3,327,3,30,2.59,1.55,0.97,5.12,0.192411965537369,0.259175380702589,0.302166112254814,0.244759677305556,0.23818217515578,0.229175890036869,-0.0122991714517113,-0.0494022139938042,0.0637889703036589,0.183854138769278,0.211896877682752,0.226976325601087,0.23298305769605,0.296038668871838,0.100961293248664,0.233652402526418,0.186664479052404,0.00188769132069741,-0.0319442922345638,0.151600735203322,0.205306945528567,0.167905925065724,0.533301771192829
"LANDER",3,328,3,31,2.59,1.69,1.02,5.3,0.169024854985542,0.246525631310598,0.283730332054338,0.229246981696374,0.232614364432896,0.202045606664893,-0.0139329244552127,-0.0579614684684329,0.0630763282406371,0.176213489288372,0.200072397449084,0.208846140683888,0.214808895127875,0.283064832772444,0.0914929210059873,0.218101112201399,0.169382532980778,0.00907841615593232,-0.0245023812801175,0.143595162444375,0.184786659109474,0.149467025849723,0.516034166446701
"SW315_LH",3,329,3,32,2.23,1.53,0.94,4.71,0.181863364426924,0.27460017262631,0.310668594015765,0.258969040115493,0.260017976495424,0.23563833865935,-0.00305000603028602,-0.0743753929462858,0.00425548242506969,0.144788446098043,0.201716436412294,0.214894252419527,0.232261394366657,0.310860541250475,0.0756929243172218,0.220271865533223,0.180522903787274,-0.00340602269786072,-0.053467884388787,0.104473922133624,0.160927339509283,0.155316770853124,0.517259589473778
"NY1614",3,330,3,33,2.67,1.93,1.17,5.77,0.167438459677154,0.250779140459478,0.273223450943805,0.235644033169445,0.242447833675356,0.210269990725819,-0.00271211305024442,-0.0878385385667493,0.0196120224870591,0.162778353418163,0.199541492309396,0.2138762169002,0.2299055665166,0.311392628017271,0.0891650469006979,0.226120353094494,0.178341542115195,-0.0110855108492382,-0.0568269029628709,0.136654957588793,0.190392224507732,0.175090433501249,0.539951963276011
"NY1615",3,331,3,34,2.78,1.85,1.11,5.74,0.18308444025233,0.270663393959384,0.291047684839633,0.233666880079467,0.240892309641554,0.215661637346119,0.000170659061880544,-0.0904472509211825,0.021311338873361,0.180900318887612,0.211201102682047,0.226511756273853,0.244178671057465,0.309083432835318,0.0998235164587083,0.236586427575794,0.187617784620894,-0.00456464693681577,-0.0470407622040001,0.152231168018927,0.206010296206435,0.179826174376532,0.538675031475205
"PLUSS_III",3,332,3,35,2.31,1.93,0.88,5.12,0.181270892678759,0.263666090037488,0.278390989587842,0.234467804398858,0.245602209362511,0.226895278362969,0.0124414997109834,-0.0645300462550426,0.0742742562989632,0.213084129809366,0.226144335162793,0.236596027451527,0.238498056206794,0.30074481800905,0.133927107494304,0.248181014868135,0.187298404177637,-0.0010408210101071,-0.0118272782787028,0.18756482523943,0.226901838118052,0.180788746253614,0.547225630038574
"NY0465",3,333,3,36,2.39,1.75,1.2,5.33,0.167837645762854,0.278814733946801,0.286356964111732,0.242482328662591,0.249205631453851,0.223984965433458,-0.00294977140098605,-0.0914151489244709,0.015836720382203,0.168115717852374,0.204451631170636,0.218031315752872,0.223610093035732,0.29173334721438,0.10280699801495,0.213169359870954,0.167937156213238,-0.0100471706829119,-0.0598967211810842,0.138647480333819,0.204841403274314,0.181254619021256,0.537570937497084
"ONEIDA_ULTRA",3,334,3,37,2.41,1.59,1.09,5.09,0.157601225187333,0.260516585207264,0.26985898295149,0.221173308861179,0.236182474439782,0.204656765579307,0.000457225353585923,-0.0803380204046731,0.0317862702559125,0.176848528008043,0.19815302773736,0.212936656496265,0.227580247915458,0.291269486281469,0.0967225241381257,0.202964154545117,0.165819509376847,-0.0218373251725386,-0.0499853446179813,0.145810354314046,0.197214223717506,0.171117233960276,0.533152778985114
"GUARDSMAN_II",3,335,3,38,2.5,1.7,1.14,5.34,0.15286031405071,0.259617749018912,0.267085698687723,0.224855921448161,0.24561687196179,0.208577959701479,-0.00595010734934769,-0.0790728515315242,0.0389786803871833,0.188501971539042,0.202421246178886,0.213360947280744,0.240501235222977,0.300185651384201,0.106474886466807,0.214439389770859,0.186985146213488,-0.0144551358489651,-0.037064229639445,0.164155684048311,0.216060685767741,0.189520631216339,0.543966480038692
"SW4412Y",3,336,3,39,2.59,1.89,1.12,5.6,0.176469092140731,0.286595468670286,0.282167845502852,0.234359060590708,0.256534952097892,0.220005345232248,-0.00401957784338989,-0.0625558893558323,0.0901690080134234,0.224604482434624,0.227775444395984,0.2372680877566,0.266243792444987,0.300635735107534,0.146186710695615,0.23844695698671,0.214860668813732,-0.0127856187585212,-0.0384299361565598,0.18997399452547,0.237420131386088,0.194405910133136,0.55582705202283
"AMERISTAND_427_TQ",3,337,3,40,2.45,1.72,1.06,5.23,0.1687380585876,0.276577679955753,0.290905913903817,0.236548921691604,0.248737147148407,0.204889509051589,-0.0139044270482135,-0.0581781210093168,0.107146485161445,0.223598475565326,0.227013347096028,0.222622581907246,0.242971975515919,0.284966135480834,0.159746916327099,0.23697183828508,0.206549646528792,-0.035917082359594,-0.0564048612984534,0.186794032627387,0.230856474933631,0.191218905196115,0.541392644352425
"ONEIDA_VR",3,338,3,41,2.65,1.66,0.93,5.24,0.142262949193748,0.247852653549165,0.260452421263429,0.231876698448907,0.223469418988309,0.191836485953878,-0.042181407962033,-0.0999617233865607,0.0103060193820192,0.159898880982014,0.179646130216599,0.172016654388272,0.215650731593055,0.275819356988743,0.0900504433038304,0.196500392969893,0.18082582475511,-0.0311871159585244,-0.0802999764589045,0.129132142897453,0.186972551696048,0.18817695643004,0.541479283054919
"SEEDWAY_9558",3,339,3,42,2.45,1.58,0.97,5.01,0.152403400068367,0.256467878030699,0.267051002135072,0.248003676291106,0.227263196380735,0.204796219650063,-0.0448874592185549,-0.0978387397111389,0.0188934208227696,0.170858271029546,0.193956626987258,0.187806856579638,0.233899693285047,0.305176224987312,0.0985999447159993,0.207987240374329,0.195382727277631,-0.0568519522340269,-0.0863076477464223,0.125949827685617,0.195809031673884,0.198277579098946,0.540126310993683
"SW5606",3,340,3,43,2.8,2.01,1.33,6.13,0.207801980439389,0.303654227744515,0.31036282476969,0.281988008941129,0.258565294051692,0.227267298036255,-0.0191695264843818,-0.046318537994813,0.137120356071665,0.251879303821748,0.249998427427571,0.245143287599944,0.275809091729711,0.322068138589679,0.178161513130506,0.274580297423221,0.250191541350346,-0.0572134943388176,-0.0371805872585987,0.209021117594507,0.256633762347785,0.219397567565377,0.549247043114406
"55V50",3,341,3,44,2.91,1.65,1.21,5.77,0.2028530852332,0.299326239416302,0.309954959201401,0.27625761902211,0.26173663830196,0.223353344698744,-0.0444128008175543,-0.0926288988124716,0.0957595775544704,0.218683489576612,0.237579484719929,0.227959241131818,0.25215592052796,0.318879997348735,0.145422067884523,0.253968908795249,0.232837501640825,-0.0637303116741075,-0.0619513595135842,0.180182525792288,0.243986605790195,0.219133839565899,0.547574635263375
"EZRA",3,342,3,45,2.93,1.53,1.23,5.69,0.20197456091146,0.290518158669411,0.295633300774163,0.26762829216271,0.251522312407417,0.231657667223385,-0.0665308776326428,-0.139608260062415,0.0504880261134816,0.18860399757125,0.220561331377553,0.200501529610821,0.24109596310701,0.311409647608755,0.110150647978224,0.223886680515297,0.207468193649727,-0.0695325011665234,-0.0835857439745806,0.143905798175932,0.228063927395937,0.224270302151917,0.553535891043986
"FSG_415BR",3,343,3,46,2.8,1.62,1.33,5.76,0.201454651187753,0.28396226190532,0.293796525145508,0.270578491449925,0.244698302756625,0.238061971303467,-0.0727029733119591,-0.158071822350084,0.0789785807631304,0.19409222361365,0.219962676409333,0.199563066226349,0.23983671327078,0.318448191263507,0.130782411555659,0.235536481021662,0.212897057583434,-0.0824020532828996,-0.0842524242294804,0.148122400326826,0.233960359225732,0.219417769760485,0.542880284984923
"FSG_421LH",3,344,3,47,2.83,1.82,1.38,6.03,0.22798102741746,0.311239686881665,0.32331728376998,0.289227854176785,0.276667067490745,0.269578152950535,-0.102664489251642,-0.187283406441806,0.057045431393176,0.205754829021518,0.238287109617337,0.204685910858373,0.26185463908206,0.329082749407702,0.145840236860396,0.255270002221614,0.236344242422852,-0.0700618822834885,-0.0816440651067783,0.127839301124074,0.220481435590958,0.233216373271805,0.541370247803271
"NY2003",3,345,3,48,2.99,1.44,1.1,5.53,0.201939659957471,0.295220435510363,0.317014710895426,0.279207267945338,0.270293356463078,0.236506663982813,-0.168902179248545,-0.234427720517501,0.00914089218023913,0.163417144454536,0.213552810045502,0.178756184581396,0.245148687625338,0.324572605054819,0.0899438466872934,0.222389628005763,0.216993036484235,-0.0848893810971203,-0.0966237234844265,0.0653896248894144,0.174704960496597,0.228624639081468,0.51232809634503
"ALFABAR",3,346,3,49,3.3,1.89,1.19,6.39,0.203276167660357,0.254670784449298,0.276852822847682,0.255800081874469,0.255554904657524,0.233810274038192,-0.179818878281068,-0.221686788144086,0.0593049597843131,0.200811795158018,0.199118717038325,0.173994328720523,0.222185078373171,0.290344698540813,0.101393021010391,0.224348901480158,0.203353313140276,-0.0907799306719305,-0.0856025341841827,0.126078451599047,0.210010966689703,0.231155082258359,0.524742563366835
"NY1517",3,347,3,50,2.87,1.44,1.17,5.48,0.22165313438126,0.27930661150059,0.296936864284511,0.267575250995774,0.258134634308945,0.242772792436092,-0.18690173132038,-0.22439543953276,0.0244842138060421,0.203443995039746,0.206246574321471,0.183955775684766,0.24893353628136,0.310097813805693,0.0768048870470201,0.214810413532674,0.199716099621971,-0.101171614714834,-0.117362677185517,0.0883379423232002,0.191707922656974,0.243500507880397,0.543308195120537
"SW5210",3,348,3,51,2.82,1.92,1.34,6.08,0.242088729617909,0.286609725398993,0.306033334094818,0.266063624010906,0.264738514305355,0.249347665075736,-0.170788352983286,-0.197017361155611,0.0992776468640274,0.272637739672259,0.236635309447784,0.220013746537891,0.284599333426609,0.29318593483598,0.147346346297517,0.253299837323055,0.237085708447539,-0.0863552936437361,-0.086649819881238,0.163400704361469,0.244027919031618,0.266878595361739,0.572736915081973
"FSG_415BR",4,413,4,16,2.78,1.67,1.1,5.54,0.198746148845596,0.258059516501924,0.286837472787672,0.215645149796259,0.260294976501511,0.197030981162087,-0.0652755432088444,-0.143469809641512,0.0385602256016507,0.217185607814446,0.22596966382703,0.213290459420181,0.218551478574706,0.327119807249007,0.127691175310905,0.245821509680763,0.210906616085656,-0.0195641666393169,-0.0604151019592533,0.1567445310505,0.240889509078943,0.133496459035804,0.527718906061941
"ONEIDA_ULTRA",4,414,4,17,2.52,1.49,0.98,4.99,0.187166800122586,0.252550294728776,0.277557612518598,0.210411260062255,0.252371704297935,0.214029335840158,-0.0756895745321721,-0.155310150710345,-0.00387158932409934,0.18903703371119,0.211980211404272,0.200454536202985,0.228415572675077,0.332789575488773,0.100663336346682,0.225760051667563,0.194572651317876,-0.0255322905647492,-0.0786331643874325,0.121995473822735,0.212623995032647,0.132063568634067,0.520584692894196
"SW3407",4,415,4,18,2.6,1.79,1.13,5.51,0.216220375368992,0.279984318630302,0.291757013333622,0.247247790999884,0.282868454893433,0.241688768280498,-0.055541041087294,-0.114403081912777,0.0807103014815927,0.247483289760795,0.245740866971113,0.237255313962394,0.25432983524769,0.348416827943323,0.154368148485238,0.259091055148696,0.230174933213387,-0.00572714331697826,-0.00958015548924576,0.200466805567128,0.262486820078254,0.145741960948248,0.534358894251487
"PERSIST_III",4,416,4,19,2.53,1.55,1.05,5.13,0.20608178555414,0.259590497839234,0.275525384436794,0.242417197340629,0.278123238697611,0.218708526809314,-0.0677517053912623,-0.136816368556396,0.0360819605213832,0.212340158102833,0.221497033174678,0.218960028457875,0.237324385720371,0.351148735641949,0.12885135413705,0.241150516665985,0.213785336698482,-0.0253696394413591,-0.0466489531555093,0.163967574995272,0.252058043141779,0.160289455634828,0.53253716033236
"SW5210",4,417,4,20,2.7,1.67,1.07,5.45,0.226342298485906,0.282740872091049,0.292987161721545,0.25575825978471,0.287651975225642,0.245896513592159,-0.0614548671637192,-0.127769230772497,0.0640191912341391,0.236634075557458,0.247395340502424,0.242924124224765,0.257884185947821,0.350268418585051,0.152223159422894,0.260061290742469,0.240019132649962,-0.0211833384161922,-0.0225407503062795,0.188578403826374,0.262252596650396,0.171815504194982,0.541693563240881
"SW4602Z",4,418,4,21,2.48,1.75,1.36,5.58,0.18633951936784,0.281065787474591,0.289626897805223,0.251481597098253,0.280070505629709,0.235402885022315,-0.057842698503928,-0.132266780251204,0.0465046452968156,0.223299484881538,0.247135614664906,0.241922177905802,0.24129982873095,0.339194000830005,0.152239782066864,0.263018052188187,0.229039548361784,-0.0254653211929094,-0.037175720520063,0.167787969885372,0.253617736950763,0.175520381517939,0.546154445417777
"NY1614",4,419,4,22,2.74,1.54,1.05,5.33,0.118480096689299,0.258820580551167,0.267463245162856,0.23217261415211,0.250054861496676,0.212335197793788,-0.082454701234133,-0.157260543763645,0.00813284622835032,0.184155376118688,0.21802493937404,0.212005189161201,0.228432110341801,0.327784702793125,0.119197674028191,0.233388409344754,0.191030772474042,-0.0526823603390113,-0.0741047326002621,0.112267113894816,0.21493118943118,0.142720085557562,0.527497541313008
"AMERISTAND_427_TQ",4,420,4,23,2.61,1.81,1.19,5.61,0.120150860286224,0.260067048799949,0.269993966511589,0.233253968294389,0.250903377614761,0.224666999135264,-0.0577282362848256,-0.110410332955757,0.0804214789081269,0.234280201012047,0.236917172221497,0.224256423681813,0.225298715424759,0.327420348606744,0.154485843150498,0.252823129371158,0.196076821109242,-0.0472643751454504,-0.0274209089291792,0.17146332044496,0.255840507912552,0.158137353879448,0.543564840831705
"WL_358LH",4,421,4,24,2.16,1.51,1.02,4.68,0.147308987855346,0.268432323351505,0.28290576539912,0.240204967048435,0.263315629116272,0.243681886386719,-0.0639509151748891,-0.131241169241761,0.0437918602138623,0.209055727699866,0.22833132431763,0.220530248872474,0.228809155548537,0.337999829285826,0.136398543866366,0.245722717479734,0.201671090461157,-0.0269037170289143,-0.0214917811953027,0.14971143439089,0.224416606014509,0.148130408260224,0.520231949844078
"55V50",4,422,4,25,3.01,1.89,1.36,6.26,0.20861614325759,0.281097651306159,0.284960951853596,0.247053802033813,0.265709624972965,0.209890707622853,-0.068584192513789,-0.125546232166654,0.0583301845281649,0.226171456774381,0.23107781754776,0.232260434645299,0.21513316820253,0.316013364852095,0.129848524058108,0.245459636507948,0.202125017253308,-0.0392238598922809,-0.0359715408934594,0.161013730311019,0.255095883621229,0.174967322412149,0.540765861094383
"VERNAL",4,423,4,26,2.44,1.16,0.94,4.54,0.209699850047111,0.257080875769877,0.28288446998115,0.226333463681927,0.242644612444536,0.223311255476542,-0.0720681785256505,-0.148693736790481,-0.00375183979364085,0.159706302542796,0.183393914186536,0.185181234772168,0.185198951533151,0.319206673623741,0.0860392182010748,0.186465792612562,0.156861593101012,-0.0336365941967276,-0.0706310865588321,0.0608277347736552,0.175762697697482,0.142826459563482,0.510114149195705
"SEEDWAY_9558_SBR",4,424,4,27,2.64,1.64,1.07,5.35,0.236648415014341,0.273219001070701,0.285199866112502,0.241371672354775,0.259080937567947,0.221177833414922,-0.0701884037612772,-0.141963024164824,0.0237621440418329,0.201534214833265,0.208927738768144,0.203555453710279,0.218361872457035,0.325486545336952,0.112755393406715,0.220182946987167,0.186833100902774,-0.0277737970990975,-0.0501550725280748,0.122511382419946,0.227160635228988,0.17593122162998,0.524999868376007
"NY0651",4,425,4,28,2.63,1.85,1.2,5.68,0.242807026375668,0.280690435868648,0.295729538605268,0.242652230344545,0.255777948914831,0.224324564105199,-0.0557435870038896,-0.120289102370066,0.0539719973454357,0.21188891184305,0.218861686806762,0.205108169567702,0.201764777104184,0.317838906964002,0.137642911443728,0.224102145231682,0.194318137498308,-0.00670132788530011,-0.025599199041771,0.140571412846924,0.231572124968574,0.178414265387133,0.52770689029551
"NY2003",4,426,4,29,2.35,1.33,1,4.68,0.235544827239636,0.290980584596437,0.304042823198605,0.258428424661661,0.269611874781628,0.224500534985736,-0.0720193497703259,-0.145554320421895,0.00285948657345189,0.183805797163211,0.209695526076826,0.198930652672263,0.16331958717096,0.330686923005632,0.113836526053845,0.215935932075792,0.203276025645738,0.00338209370593773,-0.0467798653024923,0.0842786718178791,0.193182181133987,0.166218509018258,0.514221948229523
"NY0465",4,427,4,30,2.72,1.62,1.36,5.7,0.22897423036729,0.280545906235911,0.293885645749092,0.25180707488993,0.264292941662181,0.236780244563598,-0.0733601945483763,-0.139104023135908,0.0202452596102563,0.197507363031755,0.203857185338623,0.199181372876906,0.104978560826751,0.332576777322576,0.106323244112869,0.201364455974151,0.190690508816241,-0.0030569424498759,-0.0507576788776213,0.130778853780034,0.238185623311657,0.188749879452183,0.53640855229464
"NY1615",4,428,4,31,2.66,1.76,1.36,5.77,0.228284936301218,0.277910569536559,0.290128865672796,0.243815898923918,0.257555853180479,0.222976879729298,-0.0748961255061084,-0.134542997552007,0.0395070183721006,0.212448514030652,0.21152467037656,0.201364046892219,0.0780765814674834,0.333615143584383,0.114986145827216,0.220449834888773,0.217725568794403,-0.00709547233266792,-0.0616954507983972,0.143951776150475,0.239864921822748,0.181082215402412,0.528716388442575
"EZRA",4,429,4,32,2.76,1.6,1.14,5.49,0.237595062679678,0.286344225854924,0.296228813563388,0.247791221291718,0.266163614152835,0.233152559443129,-0.0786046823864746,-0.141197190292048,0.0369853974735743,0.215618968273746,0.217780971839897,0.203912869810607,0.0834094941714661,0.343759015572513,0.0955158524098738,0.205913659556104,0.215982647503388,-0.0103321025504808,-0.0613717370867843,0.144948706355504,0.242329241521982,0.179800890590652,0.529763457619685
"WL_349HQ",4,430,4,33,2.37,1.81,1.32,5.5,0.241140709768373,0.272760164211182,0.273780081505543,0.24306776360552,0.261191643380388,0.228144880856642,-0.0444541170768871,-0.0818671955835272,0.10915692581839,0.259721783163481,0.24512453263747,0.227658623736906,0.113019590790082,0.32968107763167,0.150807030958384,0.244806776178629,0.251460220635857,0.0163777733839982,0.00650668718720277,0.203159669208088,0.272849501535849,0.175675796326719,0.531853504335413
"ALFABAR",4,431,4,34,2.72,1.48,0.88,5.08,0.237789495140827,0.267788053764032,0.278667707379706,0.238535584652223,0.260770465163107,0.232992643334251,-0.0739571877897805,-0.1363182133779,0.0382098575268797,0.212703096338172,0.225780055207205,0.205482100740183,0.191467274345565,0.334460527050866,0.102007385919916,0.217004418622428,0.235467015034692,-0.00675844275533202,-0.0421408621162907,0.149609524004344,0.248322787316547,0.172082328446495,0.527447340729898
