"","Germplasm","Rep","Row","Range","Plot","yld1","yld2","yld3","tot23","GNDVI_125","NDRE_125","NDVI_125","GNDVI_142","NDRE_142","NDVI_142","GNDVI_145","NDRE_145","NDVI_145","GNDVI_150","NDRE_150","NDVI_150","GNDVI_152","NDRE_152","NDVI_152","GNDVI_156","NDRE_156","NDVI_156","GNDVI_164","NDRE_164","NDVI_164","GNDVI_166","NDRE_166","NDVI_166","GNDVI_172","NDRE_172","NDVI_172","GNDVI_178","NDRE_178","NDVI_178","GNDVI_184","NDRE_184","NDVI_184","GNDVI_187","NDRE_187","NDVI_187","GNDVI_193","NDRE_193","NDVI_193","GNDVI_198","NDRE_198","NDVI_198","GNDVI_213","NDRE_213","NDVI_213","GNDVI_223","NDRE_223","NDVI_223","GNDVI_228","NDRE_228","NDVI_228","GNDVI_251","NDRE_251","NDVI_251","GNDVI_255","NDRE_255","NDVI_255","GNDVI_265","NDRE_265","NDVI_265","GNDVI_277","NDRE_277","NDVI_277","GNDVI_300","NDRE_300","NDVI_300","GNDVI_306","NDRE_306","NDVI_306"
"47","EZRA",2,2,26,223,2.81,1.59,0.96,5.36,0.171382881334538,0.300202076,0.452247601,0.262344754177943,0.488642501,0.608381757,0.294306060146266,0.422548423,0.59049706,0.238195168419199,0.410829885,0.533280266,0.251162811172251,0.426474501,0.477284466,0.187328111943972,0.314394511,0.410548262,-0.00526558149199316,0.396589494,0.387301843,-0.0425512434229059,0.37835014,0.456374718,0.0747150737916276,0.376628103,0.377083146,0.179625041992617,0.25321373,0.460439435,0.215609485223419,0.332742568,0.44742453,0.223651366989536,0.342698892,0.463102301,0.249275372050453,0.45320839,0.497783897,0.267266878727687,0.466045316,0.464163689,0.101636656539846,0.300048859,0.343953447,0.205412997536438,0.348593718,0.394549377,0.158494082212544,0.350544367,0.487338759,-0.0495192940239714,0.544701724,0.497161856,-0.0544257510859574,0.365007174,0.407915368,0.140108363995991,0.32061375,0.385724195,0.201272725162711,0.293605512,0.468812763,0.168595352791169,0.291640274,0.480604391,0.510710564182403,0.306665398,0.630992055
"48","AMERISTAND_427_TQ",2,2,27,224,2.53,1.67,1.04,5.25,0.175853938688999,0.308487171,0.462050074,0.276411869972833,0.473234395,0.613117191,0.297373840214603,0.419903375,0.592691798,0.24886005752214,0.412707621,0.542414403,0.260902878255761,0.43605078,0.482792922,0.21469835725757,0.349777571,0.451679431,0.00978935289733859,0.396290238,0.377109991,-0.0170141698511961,0.364729347,0.415345387,0.137797459355626,0.323315508,0.430198862,0.231293353892443,0.336972419,0.506545433,0.239310972285604,0.368457133,0.46514266,0.244670941244832,0.367138667,0.47360758,0.268178914129173,0.45003737,0.497647208,0.261125263121189,0.462414388,0.448398765,0.147910435133456,0.278487555,0.40995336,0.244422762597366,0.404317474,0.433224987,0.18365065256406,0.379684306,0.494780051,-0.0532328624522686,0.531658267,0.481649335,-0.0295067612968348,0.362550446,0.352369973,0.180971018769302,0.358980049,0.465689056,0.236119485953264,0.332793172,0.521889324,0.175420116643993,0.292907612,0.481557058,0.511651113288912,0.305553575,0.629683845
"49","REGEN",2,2,28,225,2.67,1.59,1.01,5.27,0.172468375121594,0.305448204,0.452696224,0.279801044325214,0.483468306,0.609031903,0.29557720471995,0.426076193,0.589468768,0.24675872173109,0.419364736,0.534183758,0.258391324388112,0.432580618,0.477034912,0.214523304973575,0.341061551,0.442109808,-0.00376727029903942,0.407711122,0.395799545,-0.0357252821900655,0.385191985,0.452204719,0.0831954412878324,0.379666979,0.390947291,0.192858322150466,0.266253464,0.476552399,0.22451406791654,0.335824576,0.465880542,0.226544452065078,0.344670449,0.472167995,0.251223111729345,0.438879445,0.501375968,0.277806830843073,0.49336122,0.472063181,0.10581033508844,0.310438631,0.352371008,0.211320663974706,0.354154309,0.395714904,0.164321432429945,0.356484063,0.496011058,-0.0577269969494628,0.554022941,0.509480036,-0.0599643445634242,0.372336285,0.419260047,0.133531207305361,0.320206743,0.38630858,0.199735342715612,0.296415515,0.46680098,0.16349131335131,0.284237715,0.474920666,0.504955126759757,0.307927725,0.627538869
"50","REBOUND_6XT",2,2,29,226,2.05,1.47,1.07,4.59,0.185690009237442,0.323077313,0.456367044,0.278292968528119,0.492683273,0.612292939,0.292935530657679,0.435500469,0.578378668,0.245190245184193,0.427807227,0.532312223,0.258235238823232,0.437623929,0.468405548,0.222432716527232,0.355929097,0.44657647,0.0145289655626343,0.390670691,0.350331035,0.00967041761908233,0.347703632,0.38662054,0.160168074932434,0.299976126,0.449032241,0.244351167119352,0.370988247,0.514005602,0.25201784171821,0.383945604,0.471942384,0.257308155612915,0.39935642,0.480214324,0.280289407647066,0.452960269,0.497346927,0.283715089134962,0.481924183,0.461214234,0.173404925496714,0.337564307,0.442884147,0.242237373150136,0.404619066,0.422603716,0.189430042458792,0.38990321,0.487037247,-0.0455336097335605,0.548851467,0.480634917,0.00127802211687541,0.347002609,0.323520518,0.208767171597632,0.403665814,0.508544094,0.244171359103114,0.368032641,0.533774845,0.167917499902958,0.288893645,0.484859841,0.516181801193439,0.303018612,0.634082244
"51","SW4107",2,2,30,227,2.5,1.8,1.11,5.42,0.168852271753623,0.289530171,0.473098897,0.277304557681202,0.500374331,0.612859297,0.29708919001688,0.427773153,0.589091101,0.251489721066219,0.434890268,0.531094022,0.2658947140751,0.440518934,0.479465588,0.235523347280063,0.364375083,0.460555092,0.000678024160217389,0.405276687,0.379985214,-0.00790380533858451,0.365629032,0.425097565,0.147641659737437,0.323748944,0.427493702,0.235493799838981,0.329253331,0.51219095,0.249938158416514,0.370474832,0.478829415,0.250790759745586,0.377426201,0.477437454,0.277433540813265,0.445054504,0.500143686,0.27952795534715,0.468873698,0.456351363,0.162522349982285,0.323557789,0.429943268,0.237767670599892,0.397960456,0.421883839,0.188126434449691,0.39043653,0.499548427,-0.0313399213996511,0.545475417,0.475708316,-0.0143896268774657,0.347132993,0.348154581,0.194872028588582,0.372306181,0.481143247,0.235924392810177,0.352245874,0.522892,0.161604504442104,0.277579258,0.496233581,0.518022081235946,0.309098611,0.635663278
"52","FSG_421LH",2,2,31,228,2.04,1.44,0.93,4.41,0.190527572007507,0.325850438,0.415505355,0.296115875581979,0.50574884,0.626278217,0.314078288822653,0.474413555,0.588634166,0.261028733556565,0.445039725,0.530309558,0.278686369672332,0.454207904,0.467005435,0.258844601027408,0.424017356,0.456059392,-0.0113359742349038,0.42031065,0.369295033,-0.0292303481418445,0.379846616,0.443399747,0.0753754333702545,0.388266341,0.386787322,0.198496593583136,0.338315326,0.451428127,0.239681035628101,0.370978897,0.456687022,0.239358301093461,0.364536738,0.450961718,0.281075971750458,0.473118757,0.498792247,0.295278932535697,0.514613508,0.471702687,0.1162469065414,0.298116372,0.358332432,0.207924115882041,0.331449268,0.377044319,0.175764422357047,0.389572153,0.485592214,-0.0306885662887083,0.541833417,0.474758331,-0.0411091140104386,0.361834463,0.369332773,0.133664060980362,0.32105773,0.379925718,0.193118339588508,0.302963905,0.439092684,0.154425488765076,0.301247743,0.492577586,0.509187321435059,0.289420072,0.620514513
"53","55V50",2,2,32,229,2.68,1.69,1.03,5.41,0.188419843210632,0.30013211,0.45672093,0.289662594779307,0.505838305,0.620826875,0.305725014163467,0.442122322,0.588705019,0.256178970770895,0.440271355,0.530287732,0.264672116899401,0.446755824,0.471229589,0.234815153188104,0.386804516,0.456668752,-0.0162482568150807,0.432226516,0.385808167,-0.0256278093334296,0.377176792,0.440730151,0.119188539870227,0.338522849,0.410101939,0.214596622036318,0.34434233,0.480062544,0.238388248716999,0.353989535,0.462372952,0.23817037785309,0.367001168,0.458910986,0.261468576642784,0.438585913,0.492472405,0.267153744193726,0.45631358,0.448269281,0.129490305037822,0.291893113,0.368955965,0.202737981543277,0.337490946,0.388125291,0.171450578481695,0.364448007,0.490227877,-0.0167034583771703,0.541177252,0.453518567,-0.0219542643783509,0.339941604,0.335295124,0.170100209367735,0.340385107,0.432407201,0.222893853909636,0.328056228,0.499619247,0.154253679357381,0.268229726,0.48582095,0.509344190589085,0.298859461,0.628754376
"54","ONEIDA_ULTRA",2,2,33,230,2.37,1.4,0.96,4.73,0.16633325917281,0.299970449,0.454355126,0.264561682141534,0.467757787,0.606037144,0.281596447248944,0.395447817,0.578549557,0.234767353235358,0.399425888,0.525739614,0.241708432668598,0.410686144,0.468362245,0.212321317602397,0.354571643,0.455315984,-0.00735526115081879,0.429174228,0.38123234,-0.0334325038601158,0.369677956,0.440362251,0.0830126565816457,0.386391953,0.404440376,0.185065109355628,0.28235383,0.473929424,0.213427433679161,0.316468212,0.460705656,0.213137617956808,0.345873495,0.457355335,0.234355114080522,0.424488309,0.497433044,0.268109224063992,0.469721714,0.470025127,0.102268613604234,0.30752927,0.346690719,0.173929141702966,0.310805716,0.373330114,0.142073398188773,0.323302754,0.493270549,-0.0312044240145561,0.549717943,0.480975014,-0.0481662554958773,0.33701974,0.380594667,0.130191517937457,0.317695032,0.381589956,0.189538439265933,0.298831922,0.461315592,0.136215200856052,0.264320972,0.473920679,0.503536720876751,0.300197646,0.627961945
"55","N-R-GEE",2,2,34,231,2.55,1.57,1.05,5.18,0.169203840501564,0.293462213,0.457187994,0.270191245313043,0.455151088,0.603347516,0.2862129628129,0.383044352,0.577841351,0.248077334650725,0.422118999,0.52628067,0.256818151734161,0.424989696,0.481470023,0.227396007844644,0.370383864,0.47223066,-0.0166488429363318,0.441345089,0.399505937,-0.052332798877981,0.390660183,0.440919513,0.100759779424987,0.36236229,0.409349911,0.197703065676272,0.295702281,0.482433862,0.222754332476721,0.323466851,0.46057087,0.226945580889953,0.354184084,0.464123991,0.248003327252408,0.43665882,0.493535658,0.281960081165583,0.476415977,0.465079884,0.126553531646879,0.299433774,0.384253577,0.190869667340426,0.339570188,0.392584845,0.160472068800579,0.340641117,0.511709965,-0.0314640667041642,0.553798796,0.462416576,-0.0479789276382807,0.337104382,0.356793274,0.157353337342132,0.321933841,0.420612818,0.205242640729435,0.300279346,0.484119684,0.14597019109872,0.267352011,0.462673311,0.507406970535599,0.312201536,0.629978846
"56","FSG_415BR",2,2,35,232,2.87,1.68,1.04,5.59,0.177041785832593,0.294175155,0.452979998,0.285380233538865,0.488295841,0.614849944,0.298159955273676,0.42256439,0.591274808,0.254677412761535,0.435205822,0.53219314,0.256981301294404,0.440880657,0.478868919,0.230912638322322,0.384853842,0.472304632,-0.0125081687312957,0.423431242,0.380617594,-0.0642557582941526,0.399666696,0.422957072,0.093624483365239,0.376022225,0.410361056,0.20161742035276,0.311062944,0.482156863,0.220256584164212,0.32931613,0.45836324,0.231188536789871,0.370461733,0.446073566,0.236577752327748,0.448967439,0.493358996,0.275638159129253,0.478992738,0.464504139,0.125585381890601,0.286343165,0.378144395,0.193568386293781,0.37083256,0.401630341,0.165022143873624,0.348693488,0.507481879,-0.0355800241654863,0.563375981,0.475295992,-0.0513777347516977,0.335705569,0.375047082,0.164182329251598,0.330072846,0.43042531,0.214392672661327,0.311827038,0.487294951,0.143753941811256,0.259467271,0.473747668,0.510722786237416,0.309374901,0.631205738
"57","NY2003",2,2,36,233,NA,1.18,0.74,NA,0.167421571647767,0.327848613,0.413770106,0.295248687874467,0.50444306,0.612759402,0.304753068563929,0.449906948,0.578944869,0.267905807112608,0.454874078,0.531113809,0.272090868002721,0.464383241,0.471702022,0.240737740136648,0.394005056,0.470863733,-0.0130745521671497,0.431905206,0.375663333,-0.0909195818242575,0.424441493,0.444500474,0.0462256042112675,0.415000883,0.396754039,0.154667683219718,0.288660946,0.434030056,0.215230191730502,0.333071819,0.435617273,0.234766774990121,0.354075391,0.417963801,0.228586688442238,0.442581286,0.467087203,0.292385813642752,0.503359834,0.471998857,0.0956666725135631,0.306053876,0.337035778,0.174516609151282,0.293774869,0.337812044,0.165012327821578,0.35917956,0.463343323,-0.00309353347530479,0.536326978,0.403769876,-0.0549168980027721,0.342952503,0.402383314,0.0928873553825913,0.332428109,0.350462772,0.142106993561884,0.283088586,0.36318178,0.116511317594811,0.257357182,0.472666962,0.476126857939971,0.260170147,0.579182572
"58","NY0651",2,2,37,234,NA,1.91,1.18,NA,0.176050413731505,0.305925955,0.462257944,0.29105510896655,0.498510922,0.618384239,0.300622806791389,0.424055578,0.593612788,0.263255947962418,0.433569078,0.540224927,0.263554909574577,0.439693579,0.485307595,0.228268231452119,0.370836572,0.467053863,-0.00874885395873019,0.432202862,0.393496306,-0.0803403837070277,0.430671167,0.425909515,0.116850673531816,0.36260196,0.421555994,0.210378282889621,0.289439479,0.49890119,0.227532657562188,0.333921109,0.469488126,0.236669968423508,0.373093562,0.445623788,0.208353574024492,0.423067149,0.474532786,0.268665316393177,0.434832109,0.444003159,0.139756296694978,0.28467698,0.400088533,0.197201889702741,0.364761494,0.417418598,0.163817196785323,0.341213642,0.503218364,-0.0335420626825887,0.554062963,0.447350886,-0.0663374606360295,0.357235772,0.370863097,0.166146704438217,0.348845766,0.453718666,0.212193514330182,0.303014023,0.489622779,0.145880117128569,0.242297465,0.466979774,0.506952082513138,0.304571641,0.628371351
"59","NY1517",2,2,38,235,2.54,1.4,1.05,4.99,0.176481807020492,0.302836879,0.455467193,0.301520373631648,0.491269483,0.616118047,0.305822326235924,0.435817441,0.589225087,0.258387331569515,0.421048456,0.528948839,0.256136925777957,0.429848789,0.473334725,0.228028683051455,0.377464491,0.463120452,-0.0133558227172748,0.442691434,0.400982307,-0.0915658771300795,0.444240987,0.462791429,0.0685666374008876,0.397519329,0.409042599,0.185429848428673,0.28034888,0.466512976,0.222670797261502,0.334222222,0.4473455,0.216633126938412,0.342067921,0.431055328,0.198540260405185,0.403413179,0.452603155,0.301069518116948,0.505450254,0.481659985,0.106023899060548,0.31841485,0.35723291,0.187346175981875,0.317627149,0.392603806,0.165930250436183,0.349322641,0.482585262,-0.0302850198317417,0.551069514,0.440184023,-0.0913193187728005,0.364145682,0.421636076,0.125671452100666,0.342002554,0.388477757,0.190567341317946,0.293496216,0.429537441,0.142300695650452,0.255079825,0.473341481,0.504668906140183,0.303179122,0.62174413
"60","SW3407",2,2,39,236,2.64,1.8,1.33,5.76,0.197411945019511,0.299067001,0.479227267,0.319833235086903,0.516148457,0.624118259,0.317196743450827,0.458634002,0.588394599,0.271744535123113,0.442599538,0.54000045,0.278458328390764,0.459582975,0.475892179,0.249330859748461,0.424561052,0.457321959,-0.00807561416082007,0.427101185,0.372581181,-0.0639468866275285,0.430667457,0.389155914,0.14772893561136,0.293157971,0.428601971,0.252658110649729,0.371886384,0.506241904,0.252798233092948,0.377624748,0.465530217,0.24794467490314,0.397468131,0.453598258,0.218983359360519,0.395884179,0.449041431,0.294537967383228,0.493150182,0.469902106,0.168381333471831,0.298390958,0.425881758,0.220817488568209,0.39883059,0.421684819,0.195250173636386,0.402080429,0.508378491,-0.0264289495935012,0.550660825,0.443898964,-0.0522746449152835,0.352153842,0.354708316,0.195863030797969,0.365853329,0.504589863,0.239685774613059,0.328403116,0.500883984,0.170645234868834,0.278959691,0.476685951,0.511610737876667,0.304232411,0.631208738
"61","ALFABAR",2,2,40,237,2.59,1.61,1.04,5.24,0.168795459076702,0.291829341,0.46155785,0.287532454278881,0.475977522,0.609548825,0.294433735287017,0.388939774,0.581313905,0.263874534930353,0.422808809,0.543771811,0.267608307419452,0.432599406,0.488628817,0.230001007289984,0.363684575,0.463645713,-0.0204351221450609,0.434622706,0.410824363,-0.0835176781210553,0.463029733,0.446023465,0.101190405571311,0.381309418,0.414944139,0.214722040354361,0.28261675,0.496788197,0.229851072096636,0.338992502,0.469392298,0.223763876199967,0.359047499,0.451976825,0.185866945628195,0.334432751,0.440375093,0.282885809984273,0.472445691,0.459890005,0.134226188968008,0.307666185,0.385969151,0.184457900479199,0.337273904,0.391837315,0.163362378288663,0.345792822,0.488868658,-0.0240951287338743,0.542582902,0.462544402,-0.0665309476312168,0.366181171,0.40243754,0.128656567256841,0.304273269,0.415175377,0.196781556859935,0.292700885,0.452818257,0.168744439342323,0.2769526,0.471789212,0.497270504452029,0.276326445,0.620558526
"62","SW5210",2,2,41,238,2.74,1.82,1.1,5.66,0.209087319264698,0.316214133,0.47488875,0.32135917011653,0.513158027,0.621339295,0.318920366018619,0.452119344,0.585779773,0.281431608092282,0.436824731,0.541920216,0.283284565800642,0.451503326,0.481212817,0.253771604411236,0.401592885,0.468130655,-0.0235183007626707,0.434122824,0.402798211,-0.0795053895648892,0.46259377,0.43822976,0.136994339653217,0.313752362,0.428809986,0.253212091662456,0.360825515,0.505511093,0.255573113457484,0.387402565,0.469640849,0.247092660044235,0.391865139,0.457291891,0.220685096193435,0.402307609,0.455567138,0.294359139205414,0.469352651,0.46188337,0.158482298199735,0.296910186,0.410762115,0.219245696010524,0.400041536,0.419949058,0.191931083616039,0.390051895,0.50200449,-0.023481809790758,0.545949434,0.469299918,-0.0424094142995843,0.343076678,0.372547006,0.161745892541176,0.319021625,0.464616506,0.22106608293082,0.323580411,0.470927463,0.183625737232284,0.283835298,0.489081417,0.506061741098055,0.285370315,0.622653413
"63","SEEDWAY_9558_SBR",2,2,42,239,2.66,1.61,1.07,5.34,0.18011529232527,0.296810531,0.453758654,0.304417929614889,0.488914642,0.602009459,0.305440777476707,0.428986182,0.576934372,0.264989875477174,0.430448802,0.533504921,0.259799781861508,0.424396331,0.473996609,0.21781702170894,0.351910623,0.432769759,-0.0344561740833918,0.451735117,0.413878794,-0.0931490807528338,0.455067265,0.452783759,0.101021768888703,0.375328632,0.42258367,0.223055475006089,0.305348065,0.495421576,0.236884677108996,0.350567524,0.464589537,0.221587133491995,0.352444412,0.455273439,0.209331533078778,0.372623011,0.457777528,0.293910879018935,0.487087682,0.467504554,0.128309993652039,0.298974982,0.376398043,0.195106228218702,0.37251764,0.406779546,0.169787972021707,0.354462585,0.49908306,-0.0399144594612002,0.544232003,0.456399954,-0.0791042662532716,0.384918452,0.407489734,0.122910944870135,0.296823292,0.411043301,0.196910746294382,0.302364029,0.446253253,0.184150140989753,0.28140148,0.487014817,0.501048205052264,0.2887585,0.621548684
"64","WL_349HQ",2,2,43,240,2.66,2.01,1.32,5.99,0.186340241986964,0.320326189,0.474759103,0.309153918078467,0.496454699,0.613403704,0.312444236091098,0.425545432,0.580904164,0.265353904115505,0.420557354,0.538139204,0.266523027971211,0.435122125,0.473134212,0.21836488027134,0.362651261,0.437688859,-0.0233858592597689,0.434015465,0.364972823,-0.0542128381599974,0.397313404,0.353802314,0.184039771714674,0.232523754,0.479129718,0.269302948217068,0.396575519,0.515763639,0.258895882322015,0.377488471,0.475529297,0.245544901127852,0.389420384,0.468953291,0.216757569280474,0.36595213,0.452791788,0.276209306733433,0.442648511,0.44451968,0.184178111207744,0.309531705,0.463661183,0.228184652466111,0.420975358,0.426283447,0.186388682416972,0.384983244,0.487084146,-0.0390583343124548,0.551219769,0.456351954,-0.0272456346014281,0.330252796,0.348946949,0.168431478812882,0.351161437,0.510934802,0.228946188657424,0.35356325,0.497451884,0.200333690153165,0.291565203,0.479487233,0.508442762518178,0.290681437,0.626505388
"65","ALGONQUIN",2,2,44,241,2.59,1.38,0.78,4.75,0.191703669754544,0.3798924,0.443104662,0.317347062897214,0.505321633,0.61874722,0.322156645681422,0.438656278,0.589696785,0.261431336736807,0.425878755,0.547777928,0.266750447636323,0.451003279,0.486561966,0.230097911686575,0.367460236,0.466953967,-0.0724625348839265,0.481441239,0.442631893,-0.127396722967875,0.412633618,0.494543327,0.0770040409060337,0.401553626,0.408711698,0.193397282682367,0.281470662,0.473373349,0.220110670540162,0.31943281,0.472173653,0.210241066193488,0.339805597,0.464194498,0.223527416125414,0.415066126,0.494584394,0.299945910469955,0.493933597,0.483218556,0.104115395783615,0.317799119,0.358570659,0.175076790516568,0.329648854,0.357475517,0.155676180762588,0.346066235,0.448064045,-0.0383988198092685,0.573743627,0.454977124,-0.0600689381976701,0.331876295,0.38721186,0.0739017021822478,0.295322691,0.359383828,0.141960879696511,0.272418301,0.371986416,0.160484819268217,0.244310333,0.489735725,0.480178957733742,0.245377757,0.578863013
"66","PLUSS_III",2,2,45,242,2.53,1.83,1.05,5.4,0.196217160606048,0.362288298,0.478613454,0.306523444420052,0.486761865,0.609288622,0.31103040815727,0.428745038,0.585151312,0.270538162386342,0.430732176,0.53742093,0.272613539843667,0.441714882,0.480001565,0.241315995356843,0.382495593,0.476418457,-0.0735071772383206,0.476338266,0.410901397,-0.110408171301415,0.413425587,0.416294278,0.150995789499912,0.300361859,0.445147072,0.250893142411982,0.381129341,0.511318157,0.250311822684124,0.371033925,0.471658773,0.247446718358949,0.379061266,0.477000168,0.26050218580805,0.43194238,0.497921016,0.300870942415343,0.481777778,0.461790269,0.156306329696042,0.301376874,0.425862191,0.229222703814109,0.404454231,0.429862465,0.183973924135469,0.372896339,0.467280138,-0.0350816115355659,0.545596069,0.436104319,-0.0278170124203228,0.320906842,0.33905226,0.163578762056381,0.337141539,0.490642961,0.219111119061101,0.322380018,0.479310303,0.204327109085847,0.288031818,0.473960528,0.514891919518911,0.288048651,0.632370271
"67","SW4602Z",2,2,46,243,2.43,1.75,1.18,5.36,0.206985564039584,0.419135899,0.454520697,0.317592335340961,0.507541499,0.616641507,0.332465384760264,0.468248991,0.583078744,0.27423540566673,0.439243182,0.54004207,0.282068199827278,0.455678623,0.477658537,0.243405292678989,0.382692576,0.447049661,-0.0826760730083902,0.485208889,0.439496105,-0.134793132882641,0.404996996,0.473313567,0.107783302993741,0.371599364,0.401403068,0.233326287474795,0.401506973,0.486032191,0.246592025493664,0.376857685,0.470929676,0.245302758654051,0.381240816,0.463662847,0.268374551917362,0.450041812,0.499609561,0.303713943396986,0.492487436,0.461441975,0.139877169952952,0.310458889,0.383684732,0.24403648737255,0.397391671,0.445883586,0.187350353845752,0.368566757,0.472459431,-0.054195245246894,0.576896969,0.469425841,-0.0628928383594285,0.324534052,0.383839177,0.125162710976063,0.304856161,0.414927414,0.203513904271087,0.326604365,0.442026608,0.200700204005392,0.298502474,0.47885792,0.512724857883646,0.283431813,0.628336057
"68","NY0465",2,2,47,244,3.07,1.89,1.18,6.14,0.186346747245028,0.354930642,0.473555631,0.305053133586658,0.494223512,0.621193453,0.325322622807663,0.435964425,0.590727758,0.263626512975366,0.415872009,0.542343797,0.263510951744067,0.426922482,0.48507804,0.212454301762836,0.349802772,0.44970509,-0.114325653779476,0.483267708,0.472419454,-0.163326332522172,0.426376977,0.516664611,0.0791350226367727,0.42987351,0.401286741,0.203415894491012,0.319967246,0.485910364,0.220958833659715,0.31481606,0.471721359,0.218054633810402,0.33046817,0.466596998,0.236985743267756,0.407689922,0.51575709,0.271343032499942,0.458319774,0.463948467,0.0966736776744862,0.346739385,0.35890598,0.218960115985309,0.387273337,0.460592288,0.154426380915004,0.270830284,0.464048996,-0.0472786670969292,0.572649953,0.462792734,-0.0642210945080134,0.329131747,0.402602121,0.100805519297176,0.280964409,0.386797746,0.213574168374361,0.314291011,0.465236506,0.208216156789801,0.279513346,0.475962445,0.522522985785717,0.309640248,0.643835
"69","VERNAL",2,2,48,245,3.35,1.63,0.91,5.89,0.178784770672886,0.340295686,0.479867984,0.276922223186871,0.467396516,0.603488518,0.302917967951549,0.405288311,0.573078893,0.246239986352209,0.390099089,0.531881933,0.251806379902742,0.417352087,0.482936906,0.20279264838202,0.352505166,0.449720542,-0.145865740500901,0.453472915,0.501239293,-0.190366284962415,0.435465124,0.54177017,0.0456600904947183,0.460288995,0.377396111,0.17335138409291,0.281589673,0.46192803,0.193424969291994,0.28799931,0.460453223,0.200342359770636,0.324906988,0.468394982,0.207696728745851,0.385451702,0.531438954,0.281495805867901,0.461986638,0.4759939,0.0758441962514778,0.366456354,0.336228511,0.1851480772927,0.343123352,0.417683618,0.13883185548058,0.279990097,0.437949685,-0.0643711485048681,0.578822375,0.475960991,-0.0950980721354357,0.360872243,0.450202958,0.0407524232837741,0.273570968,0.320880046,0.166785661965303,0.291259708,0.391372886,0.168037213935778,0.238851715,0.451697714,0.506147992564865,0.288534316,0.618235348
"70","NY1615",2,2,49,246,3.65,2.07,1.38,7.1,0.201484761502764,0.337203912,0.508360711,0.293387391956939,0.473954264,0.590421685,0.320282408845653,0.407722118,0.568506282,0.264057266619764,0.41205995,0.533776426,0.267306306611382,0.42321673,0.483400026,0.202081610941498,0.347981756,0.441916928,-0.151109944048723,0.435256596,0.486510821,-0.181330939331227,0.432231723,0.51992189,0.0817743862157275,0.418826099,0.40358262,0.222342977575711,0.31162302,0.503164377,0.212349727076141,0.345518832,0.483563222,0.236047944016067,0.379801732,0.517616406,0.256179028168794,0.440719501,0.542390874,0.301615348283061,0.475562092,0.475309804,0.119828238887634,0.340860429,0.384338327,0.240498821451435,0.403114418,0.476048795,0.181511902451174,0.288224549,0.462768185,-0.0594501795895793,0.584043528,0.470127494,-0.0860124216794331,0.382246244,0.421392503,0.107189866710146,0.27254481,0.398175738,0.234302024113919,0.320234688,0.485656089,0.212142412518261,0.28148741,0.468953897,0.540154419369067,0.325718239,0.652698142
"71","NY1614",2,2,50,247,3.42,1.88,1.23,6.53,0.199559293812445,0.312988313,0.502194439,0.284882765689675,0.47383347,0.596758966,0.318449457969516,0.395377343,0.573469114,0.256886897022204,0.395052363,0.536416197,0.25119038427771,0.399741055,0.472253902,0.209474199238078,0.352256039,0.465297972,-0.160150739741896,0.432737119,0.495661556,-0.192880441683474,0.390956831,0.52890623,0.0523553648952158,0.431498431,0.389820771,0.215741308785316,0.277866999,0.510978762,0.200853117901858,0.359678352,0.494723368,0.239742419299173,0.388993632,0.557285906,0.243562281484495,0.426480657,0.565565312,0.297748363501984,0.464742629,0.488695861,0.110419808722085,0.34273424,0.381201003,0.222202943306704,0.384666919,0.47761934,0.167149318055891,0.301289233,0.457597168,-0.067231347639633,0.581358151,0.461851144,-0.113149640026833,0.40638375,0.449879769,0.0898001097197761,0.282723281,0.375104273,0.236598428504169,0.309579766,0.492458869,0.216289970537643,0.301012018,0.457900602,0.553215026040776,0.326694643,0.653767935
"72","HI-GEST_360",2,2,51,248,3.18,1.89,1.19,6.27,0.222080735444678,0.350569621,0.520583444,0.2909135209772,0.468829524,0.587838072,0.330251241917944,0.41735891,0.579147939,0.27870671360925,0.396975734,0.541285403,0.275969372515749,0.402081475,0.466456763,0.259887342839596,0.389247988,0.48799272,-0.154609823045562,0.413782156,0.462318881,-0.174836992716497,0.389938365,0.46451406,0.10845112407521,0.328705818,0.428648756,0.273384562446044,0.355894802,0.546526166,0.219234217139557,0.414217584,0.5071675,0.27773314460556,0.436010199,0.591944863,0.273224953214348,0.455706004,0.592077258,0.344799561357303,0.511455192,0.54179114,0.146125965689778,0.310503401,0.411163747,0.258742381507845,0.395857561,0.516266017,0.200535903591487,0.307665412,0.467437099,-0.0613521803204703,0.563561254,0.450903081,-0.0886115610033569,0.405257788,0.384280165,0.164125165209852,0.308684973,0.45816071,0.282429966488178,0.366253526,0.515337173,0.235801001472727,0.340864455,0.44627582,0.567413825856327,0.319562867,0.646644137
