"","Germplasm","Rep","Row","Range","Plot","yld1","yld2","yld3","tot23","GNDVI_125","NDRE_125","NDVI_125","GNDVI_142","NDRE_142","NDVI_142","GNDVI_145","NDRE_145","NDVI_145","GNDVI_150","NDRE_150","NDVI_150","GNDVI_152","NDRE_152","NDVI_152","GNDVI_156","NDRE_156","NDVI_156","GNDVI_164","NDRE_164","NDVI_164","GNDVI_166","NDRE_166","NDVI_166","GNDVI_172","NDRE_172","NDVI_172","GNDVI_178","NDRE_178","NDVI_178","GNDVI_184","NDRE_184","NDVI_184","GNDVI_187","NDRE_187","NDVI_187","GNDVI_193","NDRE_193","NDVI_193","GNDVI_198","NDRE_198","NDVI_198","GNDVI_213","NDRE_213","NDVI_213","GNDVI_223","NDRE_223","NDVI_223","GNDVI_228","NDRE_228","NDVI_228","GNDVI_251","NDRE_251","NDVI_251","GNDVI_255","NDRE_255","NDVI_255","GNDVI_265","NDRE_265","NDVI_265","GNDVI_277","NDRE_277","NDVI_277","GNDVI_300","NDRE_300","NDVI_300","GNDVI_306","NDRE_306","NDVI_306"
"21","REBOUND_6XT",1,1,36,133,2.64,2.11,1.11,5.86,0.282646189841652,0.351699714,0.542072066,0.323099126401511,0.482497596,0.629467197,0.322460589243677,0.46886188,0.579450115,0.276247516818244,0.414207648,0.544731125,0.238012000009889,0.376902917,0.467894092,0.255721898763899,0.43212512,0.47625488,-0.0442480687144288,0.446903376,0.383324221,-0.0443900789659479,0.408353257,0.353974383,0.144163942109653,0.354532286,0.43514113,0.318727365552012,0.440201562,0.545244765,0.262372510891926,0.365781286,0.486046459,0.265413769347617,0.416225184,0.508179667,0.265522751616082,0.439103577,0.471710819,0.276162227149803,0.432145994,0.450721418,0.146039173689119,0.304457763,0.430166625,0.257930898088964,0.438351006,0.512241936,0.202764573232901,0.315513922,0.456293996,-0.0632825711635252,0.553032153,0.433744974,-0.0152745703783795,0.424041129,0.306257854,0.201752570333355,0.320951256,0.507600373,0.289499667137657,0.422237349,0.552412342,0.118917656720305,0.423844555,0.458933504,0.551590420891311,0.321823216,0.652577243
"22","SEEDWAY_9558",1,1,37,134,2.79,1.8,1.01,5.61,0.258707606533638,0.320130487,0.520929084,0.309604660162739,0.46982814,0.629020167,0.316133541846885,0.473527621,0.581358671,0.267692190835537,0.396807579,0.541388889,0.217593971328207,0.359392896,0.463785227,0.263672441141901,0.457472528,0.502112598,-0.0808156543816856,0.459467833,0.462931482,-0.107300086703349,0.405185149,0.486723883,0.044847947485694,0.413049176,0.362397185,0.246282436833183,0.264514102,0.50417856,0.221352397041822,0.303658444,0.470331666,0.221198489954699,0.326315538,0.481650779,0.236909650537658,0.44260496,0.479642209,0.273374320406741,0.46375742,0.486087217,0.0888348044732356,0.345017616,0.347875442,0.218233765249359,0.38466164,0.486057748,0.169746540207984,0.290281747,0.440598864,-0.0671634283394411,0.565974091,0.447523079,-0.0700503012663777,0.460471192,0.402642402,0.118923793412257,0.323439119,0.390795589,0.23299734064027,0.334369549,0.488985118,0.11597816084117,0.398172938,0.447822367,0.531760228881286,0.313077961,0.64087952
"23","NY2003",1,1,38,135,2.44,1.49,0.96,4.9,0.264150245313397,0.378427461,0.497196727,0.346300667253921,0.507679944,0.64029183,0.348754309455805,0.457658969,0.588186312,0.287202974773597,0.434690142,0.537950171,0.238088050325168,0.399234474,0.448554861,0.271329817853435,0.466845103,0.482905023,-0.0827135738931567,0.472638,0.48455846,-0.117503659573481,0.38731208,0.518237928,0.0288962886709851,0.431200398,0.384306553,0.224326476896027,0.260118566,0.46159901,0.226770548147595,0.309126333,0.450257533,0.233619985111654,0.344260869,0.472613716,0.248777964634297,0.455592052,0.466764448,0.276256438769518,0.474970661,0.472773856,0.074218806020547,0.350728429,0.334921436,0.218353121683044,0.393429825,0.454353168,0.188608949351223,0.336495214,0.419118809,-0.0539501703946061,0.547101676,0.461293569,-0.0720091197930346,0.418415096,0.40637989,0.0858709983583996,0.339451443,0.345184794,0.20376825957606,0.301939496,0.407470829,0.120657490928672,0.38070873,0.408330552,0.519917783328373,0.29055741,0.620416806
"24","LANDER",1,1,39,136,2.96,1.79,1.08,5.84,0.254966742444747,0.333912616,0.542284771,0.317861847568809,0.460173539,0.626227791,0.316416046743451,0.454310144,0.580876384,0.274740689444833,0.401614154,0.537526256,0.231930503593705,0.39065971,0.486273292,0.256851338698212,0.43437336,0.491536139,-0.0762487074724202,0.455519463,0.456394564,-0.100395270026543,0.414411122,0.472031662,0.0807249637521221,0.380463251,0.384388298,0.242349906660072,0.25224223,0.52040179,0.220537025629179,0.294657927,0.471886378,0.225178350600864,0.348267983,0.495309184,0.234805240670854,0.427096569,0.488572191,0.254076037744048,0.413841394,0.468762963,0.0883372791235691,0.346160016,0.355809464,0.21336779576281,0.384918912,0.481290937,0.168542482916004,0.306646832,0.452727442,-0.0455093706076612,0.551080447,0.463437381,-0.0512215434429606,0.420398094,0.349781988,0.138653758349541,0.299067734,0.409155827,0.243968007815712,0.336739546,0.494979171,0.126084125362859,0.319725551,0.446557258,0.529500532121415,0.306230015,0.64528691
"25","NY1615",1,1,40,137,3.07,1.9,1.08,6.05,0.262260270686565,0.346070609,0.5333568,0.33794295364932,0.465129527,0.621843599,0.333223892293546,0.45830646,0.581232599,0.289923577756048,0.400254526,0.529485839,0.247666101657666,0.392068171,0.492782401,0.25133722018174,0.41007627,0.470745736,-0.0690204020133161,0.459531084,0.470593902,-0.0910486469737641,0.411324945,0.486205265,0.100775097343213,0.344939057,0.399966919,0.254637545434681,0.304149215,0.531097921,0.23326330130223,0.318242424,0.467815537,0.240096649599319,0.359940925,0.499932621,0.25925086184067,0.457099238,0.498793933,0.284376398143898,0.458297313,0.485552941,0.0945189191108697,0.362742169,0.365268617,0.19957441626613,0.358923863,0.443774356,0.165558902382231,0.311758462,0.425968921,-0.0582037465314371,0.548219495,0.474031447,-0.0689130890331147,0.433566245,0.417896079,0.127862944134316,0.308837585,0.386479847,0.251203086963304,0.337598725,0.499363354,0.156345448263119,0.311357299,0.474306418,0.537806936788067,0.30896781,0.648931444
"26","55V50",1,1,41,138,3.11,1.92,1.19,6.22,0.282359071311206,0.402868169,0.535141728,0.360695100805219,0.481856458,0.630772856,0.37039475340913,0.437701249,0.583767865,0.304091126813815,0.417268693,0.533441566,0.270832193327789,0.397079084,0.493695231,0.272621959649317,0.437602768,0.482549548,-0.0646954107542223,0.458664219,0.432079875,-0.0813617501947402,0.421638836,0.454168406,0.126949006312905,0.317879146,0.411484462,0.273899119809122,0.41757251,0.555159545,0.254941733551421,0.360209603,0.468530572,0.268144054009201,0.40497738,0.500696606,0.285948227595999,0.458179332,0.491861176,0.296986492538551,0.477933914,0.484717502,0.116723395838511,0.326966849,0.378683222,0.243981104794295,0.425747247,0.487557758,0.204480977677304,0.35156642,0.446380884,-0.0629382103772313,0.540989441,0.473459861,-0.0465021919266271,0.41611834,0.363540955,0.154479875233268,0.299621043,0.43546091,0.278560601919628,0.380747619,0.52314041,0.166317031376475,0.294696748,0.461398751,0.543143658298408,0.316792517,0.656018931
"27","SW5210",1,1,42,139,3.21,2.01,1.22,6.44,0.272536878170412,0.377469957,0.525328681,0.368913382243311,0.489912556,0.634800323,0.414622032464893,0.461382226,0.593741272,0.31161830644925,0.421901871,0.538270372,0.278764678828009,0.426506115,0.501860183,0.287694660675683,0.474439454,0.49587142,-0.0639775767327586,0.450375448,0.450800134,-0.0910579170797212,0.402768724,0.464582771,0.12737839354137,0.315153121,0.404224974,0.278799423110608,0.447666622,0.563837387,0.25474073981935,0.351544132,0.473125755,0.273427610828252,0.415995718,0.504762861,0.290812939058839,0.472359919,0.50271906,0.302273262377759,0.460769354,0.487207553,0.147189928890028,0.309601161,0.401471504,0.270666876795499,0.446759813,0.505177554,0.225081794277138,0.390388759,0.462262162,-0.073843803414485,0.559810511,0.479944203,-0.0586849400903978,0.418864977,0.383195147,0.163545630823985,0.303780552,0.441474545,0.291764062622097,0.408978574,0.53221142,0.186965773679521,0.325057768,0.476383499,0.553696964630664,0.3219393,0.665235003
"28","NY1614",1,1,43,140,3.23,1.87,1.13,6.22,0.206475763190094,0.335240275,0.461465578,0.384092461546954,0.48901674,0.635171928,0.427253027204301,0.454476378,0.604530546,0.287817664318901,0.394106829,0.536988055,0.250913624659235,0.382321464,0.496211121,0.261698204126328,0.439860856,0.485136459,-0.0479092099581923,0.469568101,0.469083686,-0.102851556947367,0.415335705,0.494070051,0.0851521407046759,0.362770155,0.396874377,0.239850242585546,0.398348525,0.543929424,0.230170482963196,0.309938602,0.479602637,0.248776613606966,0.3935218,0.510392727,0.27534911588139,0.46184831,0.513637697,0.306478050632948,0.493620734,0.504538862,0.10695884033798,0.35076493,0.371607875,0.225897199799428,0.381626978,0.483033189,0.18581678921859,0.321566885,0.45857756,-0.0757783033904138,0.578881864,0.475089635,-0.079340378828873,0.432428305,0.428797803,0.0942506177967416,0.308675524,0.375175998,0.239624970196764,0.328218257,0.499114763,0.170385732429513,0.287707758,0.460624473,0.537446567889417,0.313507763,0.652399678
"29","WL_358LH",1,1,44,141,2.8,1.63,1.12,5.54,0.193587110067332,0.370528558,0.427558283,0.44616423574105,0.481324468,0.636147069,0.443505143624872,0.455025965,0.602510073,0.303742210141626,0.419105251,0.540088348,0.264692109966659,0.393885657,0.48638407,0.271491410030789,0.426847495,0.468951867,-0.0412817406437726,0.45643132,0.451305684,-0.098258228919777,0.400680582,0.46662334,0.12882676161935,0.311646299,0.417538287,0.279716810819373,0.50700621,0.563247077,0.260176548134593,0.365491576,0.501221896,0.284968918766942,0.428006664,0.526674325,0.294082558998094,0.455938783,0.50350019,0.326725189818726,0.492210312,0.490984895,0.159103486031764,0.324574007,0.405885619,0.264010488273833,0.448864889,0.507755536,0.215749357988873,0.356433824,0.475010164,-0.0681662892483227,0.547492916,0.462533274,-0.0198024140108792,0.413483685,0.337292154,0.156801614952687,0.331836849,0.445758204,0.262753653161855,0.379880022,0.512409622,0.180922281742542,0.304631793,0.468511438,0.537045640501392,0.307779729,0.652872484
"30","SW3407",1,1,45,142,2.97,1.79,1.41,6.17,0.194350000653643,0.372528595,0.423944862,0.485224345147039,0.484962414,0.642967724,0.452657311751902,0.459515387,0.608641148,0.320894008044096,0.416215147,0.55412844,0.277617198552175,0.396973523,0.504067475,0.295992526881624,0.481567332,0.502035506,-0.0332530202263919,0.465450959,0.415860866,-0.0994928188384862,0.432115949,0.414198512,0.15159132745035,0.314279456,0.4714094,0.305526808990016,0.51909386,0.568478206,0.267757001547668,0.372828679,0.520462326,0.301961428437216,0.452109204,0.545419311,0.309142584035227,0.483434534,0.525926654,0.330168300961469,0.489459695,0.494112854,0.181049700795461,0.293186114,0.431702665,0.279603125022312,0.449378651,0.512796977,0.230514628101003,0.354301993,0.491996416,-0.0659915688953576,0.54782889,0.474622429,-0.0160653182481079,0.402447918,0.342670593,0.186249491722316,0.34874987,0.480496804,0.292069606469728,0.429117563,0.546145128,0.188349730580662,0.293503132,0.48548745,0.555400779796196,0.326065211,0.668064292
"31","ALFABAR",1,1,46,143,3.29,1.46,1.17,5.93,0.163692908439279,0.364412547,0.419627254,0.478744297848464,0.488098271,0.634202303,0.447287379702352,0.460587937,0.601354642,0.304129566994037,0.405222462,0.553746627,0.258126208375459,0.36653498,0.500638109,0.278113545851492,0.441259555,0.500133245,-0.0542705931808719,0.492160079,0.496668213,-0.143620718786466,0.453474225,0.515255693,0.0802964577722105,0.33972625,0.404353873,0.261118332663042,0.382804677,0.537533977,0.234013530312863,0.314038986,0.524388937,0.283060749031702,0.437526238,0.547885094,0.291172831536484,0.459127905,0.544226953,0.339533620388148,0.529029173,0.516401171,0.131095747778885,0.333863921,0.355693438,0.251107527590512,0.397067932,0.504749204,0.20677774729451,0.301768975,0.494315991,-0.0817630977291284,0.576822001,0.475911549,-0.0798514406211601,0.458966012,0.424938406,0.120649847987317,0.296800472,0.39131932,0.259503540254287,0.37093378,0.520041565,0.193130623992518,0.296317961,0.492911279,0.550643913304652,0.333006467,0.662177942
"32","SW4107",1,1,47,144,3.03,1.69,1.22,5.94,0.16278720085233,0.381877846,0.434872166,0.480255885574808,0.484464681,0.639408011,0.464574148683278,0.474077598,0.611828428,0.31171206861172,0.414232289,0.552845166,0.254232900297121,0.35900926,0.487711491,0.276935934277455,0.429969593,0.494818349,-0.0489372175571987,0.4785761,0.461370114,-0.125206313120184,0.450569975,0.459998188,0.125785342317115,0.39930102,0.480783988,0.303150241828213,0.406717354,0.55807197,0.25414316420366,0.341127595,0.532446208,0.308905231378108,0.476950226,0.572154987,0.30294548436515,0.463610335,0.562036743,0.338754284200037,0.515670007,0.527476398,0.176646990423474,0.3064354,0.426395685,0.277470226575574,0.438772886,0.514961495,0.215060675699264,0.312074128,0.492827688,-0.076764600686978,0.563403704,0.481062476,-0.0522045683870566,0.443424702,0.363641001,0.160103059752521,0.338341018,0.455532333,0.275421562184512,0.414206689,0.537481411,0.202332662564184,0.304285301,0.501027077,0.561826808891184,0.3388849,0.670258825
"33","NY0651",1,1,48,145,2.88,1.63,1.13,5.64,0.138254265718392,0.372389822,0.432092199,0.481444711515433,0.494780283,0.642204487,0.481758783613299,0.463113066,0.618843139,0.313430950867447,0.406362858,0.55258493,0.244473544219222,0.339241598,0.48437094,0.273105243036935,0.418950036,0.493645302,-0.0596120827623256,0.443423019,0.466607434,-0.132765366784998,0.42447549,0.442720746,0.116309442999588,0.365673267,0.441399688,0.293800874652641,0.324788286,0.55796111,0.244269456342363,0.318203888,0.543400051,0.299540761986343,0.460555935,0.584877653,0.287570543039926,0.451635267,0.588342255,0.34363915108828,0.519578794,0.552276398,0.162452117940729,0.331669138,0.389288689,0.255794692396636,0.386132399,0.502645484,0.200758941465341,0.304572356,0.484168525,-0.0748148032849509,0.575379062,0.492138023,-0.0784666402769868,0.456770395,0.414724352,0.123464679150576,0.305682712,0.398497519,0.255627074294493,0.361887823,0.519874553,0.206374600933155,0.290529498,0.495842273,0.55644951775733,0.323904899,0.659736389
"34","SW4412Y",1,1,49,146,3.04,2.04,1.43,6.51,0.146041225511294,0.371214887,0.435115364,0.475559105227329,0.466452424,0.626887802,0.487477784829272,0.449421293,0.602950556,0.313205797356526,0.410958356,0.544679349,0.241658634257274,0.327969393,0.472977523,0.295494891243384,0.444847545,0.519294764,-0.0464651186489514,0.408771535,0.418495206,-0.110937068639932,0.420372549,0.391044908,0.145695029427573,0.375513867,0.480355686,0.327706408313888,0.367069643,0.574129948,0.26233435756261,0.351176586,0.554277615,0.315415748810848,0.48302846,0.592893912,0.301158676838732,0.47109361,0.606437177,0.355683657282787,0.504380585,0.574007072,0.193937027730623,0.308471787,0.43764326,0.297450652383787,0.435420642,0.531044179,0.226701774717497,0.346169036,0.501230717,-0.0643355171875648,0.558748712,0.471905905,-0.0618106378372293,0.463822229,0.370388717,0.183045973808662,0.351626348,0.461656537,0.293386127963049,0.421796068,0.538722835,0.227289561593232,0.328835588,0.5029949,0.575568325027885,0.335263904,0.668526106
"35","SW4602Z",1,1,50,147,2.62,1.65,1.31,5.58,0.172212876696814,0.331825719,0.451503258,0.484356253621502,0.466847239,0.649450722,0.500263660863238,0.462090459,0.614515176,0.313258515890607,0.429311927,0.545015291,0.253701897673058,0.356054349,0.475723338,0.294861075134891,0.436828054,0.500477084,-0.0552376103208711,0.391964046,0.426086411,-0.128487164964679,0.386120058,0.407970428,0.103085468398987,0.362611917,0.405281752,0.310968106067309,0.355920294,0.568542825,0.249285251315543,0.350790255,0.554634751,0.313409191487266,0.468946135,0.604811212,0.294558753151475,0.461748824,0.615522782,0.342256434630454,0.49363303,0.591845137,0.179805498261653,0.291816812,0.392675105,0.299649165551729,0.430398149,0.536965715,0.225917910641225,0.35792111,0.500125017,-0.0698913884623672,0.557924597,0.485669885,-0.0910908913753055,0.488831445,0.419891324,0.159068107552003,0.332455424,0.421888638,0.281571385460347,0.410477406,0.518121598,0.217591568236154,0.319121382,0.487587685,0.57484024111265,0.325966363,0.661529511
"36","REGEN",1,1,51,148,2.86,1.8,1.37,6.03,0.19003449727703,0.34200737,0.488511536,0.480456153430221,0.481987103,0.638298809,0.491053392526862,0.446652969,0.611190168,0.301295013231297,0.391008725,0.540009294,0.236315314531828,0.308067475,0.479035868,0.301479323075471,0.428119691,0.54044766,-0.0497857431220512,0.37421453,0.406001351,-0.134259726296445,0.384786528,0.411834598,0.0849338125762626,0.348322585,0.401787779,0.306449161254532,0.290366369,0.582255272,0.225659270841065,0.306355126,0.569528837,0.296641578209177,0.430456047,0.610814631,0.281884808415671,0.46112683,0.613127467,0.361415277837957,0.521820915,0.614265069,0.139207637671177,0.342000558,0.367405165,0.270607830369262,0.359312265,0.531674228,0.194132380958425,0.31030341,0.496723701,-0.0544257612245785,0.562015819,0.457955736,-0.099739545936003,0.499288849,0.438639952,0.142689321077459,0.306125274,0.396242823,0.275956053779459,0.377839753,0.527653139,0.219556844637923,0.2955107,0.495461591,0.582956250708432,0.335320526,0.672381495
"37","SW5606",2,2,16,213,2.58,2.04,1.19,5.81,0.191151036223915,0.40488226,0.490722778,0.2934506215444,0.498962668,0.609335711,0.31365806032474,0.465428112,0.582203612,0.258269707544606,0.429687627,0.525823004,0.270263045008112,0.441346246,0.466147093,0.275930870752446,0.479786497,0.478570985,0.00447969484047505,0.384182016,0.333692012,-0.0144712519359683,0.41428126,0.381415943,0.125929500361089,0.404973744,0.388805276,0.23879326305127,0.374825189,0.486619833,0.257884773615467,0.413872733,0.471460035,0.242092482846982,0.394001652,0.482151117,0.292535684576157,0.463227637,0.567090106,0.301979107915498,0.432565287,0.580991285,0.170821562612169,0.309581365,0.418588547,0.235754973274283,0.395719833,0.415840906,0.209285622306326,0.404065898,0.474351826,-0.0477727768715907,0.522867393,0.494771706,-0.0209890093112857,0.407995503,0.371492864,0.193913782498434,0.29699382,0.480460438,0.261837229267276,0.375850942,0.519963458,0.184293943680684,0.328801288,0.467189638,0.530628041155034,0.293223493,0.623259969
"38","ONEIDA_VR",2,2,17,214,2.55,1.57,0.82,4.94,0.146353480060706,0.296569063,0.479147645,0.243085334363387,0.395189681,0.589404769,0.266774268608933,0.376854687,0.569073179,0.214677992963475,0.385759748,0.514317933,0.232123848920296,0.406835703,0.461404461,0.236549814613544,0.417869014,0.470634522,-0.0216438508342917,0.387425741,0.392205871,-0.0598810694225472,0.44212587,0.482181056,0.0259607980017435,0.485260065,0.361563627,0.156340261673818,0.2298884,0.444479125,0.207736936865447,0.32429084,0.447634984,0.187332077211894,0.32133939,0.456003136,0.246073533653445,0.441005645,0.550761385,0.268978700650741,0.455524473,0.578647785,0.0894479846959716,0.298619235,0.339284227,0.176326510538059,0.286018941,0.366454942,0.161766288542532,0.329613448,0.475420355,-0.0493081456304816,0.543553191,0.484514323,-0.062284505469775,0.446591468,0.430100595,0.115651940651307,0.303561768,0.383912126,0.201005687827778,0.28487395,0.469185531,0.170509008285248,0.314686342,0.470556566,0.524354916191774,0.309309661,0.631095069
"39","LANDER",2,2,18,215,2.48,1.59,1,5.06,0.154601852904993,0.309151486,0.487113666,0.251053041454579,0.417436604,0.596485858,0.274863426505015,0.399442732,0.571883216,0.213555759565453,0.377126582,0.516314385,0.232232578908065,0.403985218,0.464019999,0.224692369025719,0.413321406,0.467348577,-0.00944169475272326,0.378386959,0.365376068,-0.0505056988496796,0.419192441,0.43368074,0.0498383436461071,0.437333911,0.34077136,0.172327993992751,0.241884754,0.466427015,0.213802044648516,0.337447642,0.456180517,0.191542179840839,0.346020411,0.459905245,0.24009015013971,0.429809167,0.536757939,0.232858194975842,0.430890922,0.518099782,0.099512020534623,0.292732776,0.343946326,0.175649366523328,0.306003917,0.379360057,0.160616101463268,0.346090338,0.492128403,-0.0609143182956548,0.538926845,0.518436956,-0.0531040844619824,0.433655181,0.418238902,0.136161723680016,0.283787446,0.400449921,0.202374986463223,0.297277906,0.477441266,0.15445837151613,0.278334492,0.480962599,0.510472561771053,0.292618281,0.620024181
"40","WL_358LH",2,2,19,216,2.26,1.57,1.02,4.84,0.178869049316596,0.36383225,0.479152326,0.270753380880155,0.458620611,0.602837936,0.28737841447953,0.435641508,0.573473304,0.23496156707689,0.402929933,0.515565899,0.254519750106359,0.430982827,0.458864049,0.234677936705412,0.426433783,0.452059243,-0.00935035329368295,0.375896887,0.366103226,-0.0491568283190571,0.397492607,0.43374367,0.0727755702879657,0.422874349,0.35448154,0.199117708973066,0.29607191,0.469117573,0.233512409924742,0.380621586,0.4557156,0.216927974863718,0.371196461,0.455786708,0.26231852761481,0.447416982,0.511426872,0.222011100757126,0.390169792,0.450331083,0.128619124261799,0.282863276,0.360466098,0.212291030872578,0.341859673,0.395941407,0.190143982227719,0.40156584,0.483342045,-0.0517611794025027,0.527070381,0.514326991,-0.0243006210579567,0.418907139,0.377703293,0.167606433155893,0.292509174,0.4306528,0.222321300501071,0.315768404,0.489372496,0.169480717916911,0.307387856,0.478957355,0.521267764486063,0.300629331,0.629999049
"41","SW4412Y",2,2,20,217,2.61,1.9,1.17,5.68,0.188641960377763,0.345349076,0.485276011,0.272103248173166,0.484908947,0.602462671,0.291235122016213,0.450315482,0.572205101,0.238324244310083,0.408026895,0.521897528,0.252596903645765,0.42718624,0.463597903,0.231009131212015,0.426790013,0.450093995,-0.0155100215097391,0.40463188,0.405466703,-0.056336560422803,0.391898482,0.43047976,0.0978054927891121,0.383545899,0.392083849,0.211562635981528,0.304961837,0.48932284,0.235413187545788,0.368037261,0.454603301,0.231849458201267,0.376874716,0.465933946,0.274083795999686,0.462246587,0.511500503,0.231847780123437,0.411737026,0.440470414,0.131780525449741,0.265845897,0.373386037,0.232056229197004,0.358922493,0.408431441,0.199251632349934,0.408429456,0.487433789,-0.0633560464851754,0.531989995,0.504883654,-0.0481200093444851,0.425878829,0.416698298,0.174120722619233,0.32261901,0.457273817,0.242838870695293,0.343141696,0.517837118,0.179933479650567,0.31365902,0.484678763,0.526519556749333,0.313987506,0.636627302
"42","GUARDSMAN_II",2,2,21,218,2.71,1.84,1.14,5.68,0.176060082698674,0.323158723,0.478289558,0.24559493083955,0.464150864,0.604394773,0.28164871798644,0.427280121,0.573462709,0.229374164901139,0.391715423,0.520802344,0.241851262901266,0.421182905,0.457935394,0.201417829211493,0.370341002,0.425779981,-0.0170018777808536,0.394850165,0.407900569,-0.0620249244985169,0.371179092,0.456878857,0.0730837451797528,0.387961899,0.378684277,0.185637111456964,0.255018896,0.472754139,0.214788586133628,0.337305266,0.442321818,0.205901195550768,0.356329814,0.448084105,0.245477739127266,0.431304739,0.489067656,0.225716557853539,0.389692665,0.418876253,0.0960964359160695,0.294795609,0.344180611,0.204683890517959,0.333688442,0.393333858,0.181176673963275,0.381932296,0.480750656,-0.062796691911461,0.536145415,0.523333304,-0.0609592650769057,0.419855868,0.431914444,0.144384067103303,0.30022474,0.405327607,0.213042369794971,0.297880153,0.488301194,0.17209484172306,0.312026769,0.474362483,0.514097291434767,0.299401972,0.623316086
"43","SW315_LH",2,2,22,219,2.52,1.56,0.96,5.04,0.184105908090941,0.376656731,0.459301752,0.247934554258922,0.478787347,0.607865785,0.301700391826557,0.454572595,0.577825187,0.240117000965306,0.420897194,0.523538706,0.25433892604884,0.448395635,0.463270293,0.211090643624561,0.386122696,0.428562334,-0.0142771917288207,0.381843133,0.3784842,-0.0673730171203814,0.343192758,0.456652119,0.0360608683344926,0.424115131,0.37614363,0.154703069334267,0.236148089,0.431017148,0.202737799109808,0.324320281,0.423115405,0.202918194300988,0.338184085,0.438152824,0.240297924844454,0.459293144,0.481049186,0.250192240135122,0.451715759,0.450685403,0.0617427729279542,0.318039651,0.32703722,0.187842357814967,0.312834137,0.36182071,0.16416931498115,0.359262325,0.472033559,-0.0595184321527335,0.509037061,0.500197474,-0.0671113943790666,0.392954265,0.437069143,0.111202474927322,0.312469271,0.369507782,0.170132416147095,0.302237374,0.399936136,0.14598417562529,0.306831856,0.494485343,0.486860309546069,0.264668081,0.588902438
"44","SEEDWAY_9558",2,2,23,220,2.46,1.57,0.86,4.89,0.158774756688804,0.313470542,0.462029215,0.216489132308714,0.435960589,0.600431042,0.269669970640063,0.366245775,0.570398559,0.222363079636093,0.385089944,0.52748411,0.238168748725775,0.4188004,0.476604669,0.182695143296258,0.332369713,0.421355559,-0.0149925371749622,0.391765104,0.401426596,-0.0679072335218801,0.362509646,0.468300285,0.0640945310812647,0.382651067,0.378904841,0.166606260630871,0.226531798,0.44997599,0.204657104196961,0.302601703,0.438966245,0.207378273543307,0.336409059,0.458222845,0.235169144940728,0.444452633,0.493069648,0.255088667127601,0.459633059,0.454378215,0.0750026158778084,0.324172136,0.33350005,0.180481003194,0.301142878,0.371620506,0.149931755405043,0.330153738,0.47539872,-0.0567950450462543,0.533426458,0.507305378,-0.0562035472700655,0.37973336,0.412013055,0.150733761570625,0.333238076,0.400867988,0.184635767157735,0.280789276,0.457217595,0.159455080385291,0.286547171,0.469501553,0.505349742667339,0.29649243,0.624180943
"45","LIGHTNING_BOLT",2,2,24,221,2.43,1.77,1.07,5.27,0.168262893204819,0.311464128,0.468790705,0.234730108489863,0.467050068,0.602373434,0.281032074742503,0.408100546,0.574380577,0.225457345148907,0.399415671,0.526558335,0.240869380404099,0.425134249,0.470932568,0.180661655364993,0.318020238,0.409369555,-0.00714062705718799,0.395895264,0.379749844,-0.043925526584912,0.363670363,0.427878978,0.107696638695331,0.345627232,0.388522854,0.202629588793757,0.28870274,0.482272465,0.217764117797734,0.336464033,0.446802944,0.220528980160561,0.362203668,0.452929206,0.246513456937213,0.45454961,0.485136346,0.249681462569228,0.443931155,0.449388962,0.103160178370372,0.26656901,0.349499216,0.208607802138844,0.354175667,0.398518402,0.171340546720246,0.362224555,0.484487675,-0.0620191328268094,0.551226869,0.497087864,-0.0386710978381242,0.384493973,0.369594485,0.18981747931579,0.395525672,0.469570259,0.212739079696595,0.304144883,0.499828178,0.170475868312624,0.289928525,0.483884782,0.503710754495578,0.308744994,0.629702251
"46","PERSIST_III",2,2,25,222,2.49,1.51,0.96,4.97,0.169528405561355,0.295116044,0.449926238,0.24609552362533,0.464713717,0.611759968,0.287743499219498,0.41154302,0.589380202,0.240038652912581,0.410469987,0.538282623,0.251926065495942,0.444035477,0.480074779,0.191309707513319,0.323232735,0.417399986,-0.0102067247305509,0.387758231,0.392314608,-0.0473865878440504,0.369318153,0.465023087,0.0706733091968929,0.377868221,0.387315315,0.176173278596306,0.256604271,0.459189454,0.210857530036387,0.32410616,0.446911241,0.219192111679688,0.340847565,0.452523476,0.241611244862727,0.449287009,0.490743993,0.26042596968373,0.454822387,0.462219222,0.0928293650484639,0.304741652,0.355385291,0.198936040581622,0.336541609,0.382327087,0.159330706621723,0.344006133,0.475389572,-0.0603403323515823,0.546601758,0.498728893,-0.0494139344489676,0.379464036,0.398681232,0.161959909793531,0.349946265,0.425542169,0.215135963547998,0.309546836,0.487466213,0.172799642784416,0.295165333,0.481107418,0.511991001250854,0.313676801,0.638243547
