"Germplasm","Rep","Plot","Row","Range","yld1","yld2","yld3","tot23","sca_yld1","sca_yld2","sca_yld3","NDRE_125","NDRE_142","NDRE_145","NDRE_150","NDRE_152","NDRE_156","NDRE_164","NDRE_166","NDRE_172","NDRE_178","NDRE_184","NDRE_187","NDRE_193","NDRE_198","NDRE_213","NDRE_223","NDRE_228","NDRE_251","NDRE_255","NDRE_265","NDRE_277","NDRE_300","NDRE_306"
"WL_349HQ",2,240,2,43,2.66,2.01,1.32,5.99,0.239182965451253,0.350267871836416,0.239900034709897,0.320326189,0.496454699,0.425545432,0.420557354,0.435122125,0.362651261,0.434015465,0.397313404,0.232523754,0.396575519,0.377488471,0.389420384,0.36595213,0.442648511,0.309531705,0.420975358,0.384983244,0.551219769,0.330252796,0.351161437,0.35356325,0.291565203,0.290681437
"ALGONQUIN",2,241,2,44,2.59,1.38,0.78,4.75,0.232888676886746,0.240482419469778,0.141759111419484,0.3798924,0.505321633,0.438656278,0.425878755,0.451003279,0.367460236,0.481441239,0.412633618,0.401553626,0.281470662,0.31943281,0.339805597,0.415066126,0.493933597,0.317799119,0.329648854,0.346066235,0.573743627,0.331876295,0.295322691,0.272418301,0.244310333,0.245377757
"PLUSS_III",2,242,2,45,2.53,1.83,1.05,5.4,0.227493572402883,0.318900599731662,0.190829573064691,0.362288298,0.486761865,0.428745038,0.430732176,0.441714882,0.382495593,0.476338266,0.413425587,0.300361859,0.381129341,0.371033925,0.379061266,0.43194238,0.481777778,0.301376874,0.404454231,0.372896339,0.545596069,0.320906842,0.337141539,0.322380018,0.288031818,0.288048651
"SW4602Z",2,243,2,46,2.43,1.75,1.18,5.36,0.218501731596445,0.304959589907327,0.214456091634605,0.419135899,0.507541499,0.468248991,0.439243182,0.455678623,0.382692576,0.485208889,0.404996996,0.371599364,0.401506973,0.376857685,0.381240816,0.450041812,0.492487436,0.310458889,0.397391671,0.368566757,0.576896969,0.324534052,0.304856161,0.326604365,0.298502474,0.283431813
"NY0465",2,244,2,47,3.07,1.89,1.18,6.14,0.276049512757649,0.329356357099913,0.214456091634605,0.354930642,0.494223512,0.435964425,0.415872009,0.426922482,0.349802772,0.483267708,0.426376977,0.42987351,0.319967246,0.31481606,0.33046817,0.407689922,0.458319774,0.346739385,0.387273337,0.270830284,0.572649953,0.329131747,0.280964409,0.314291011,0.279513346,0.309640248
"VERNAL",2,245,2,48,3.35,1.63,0.91,5.89,0.301226667015675,0.284048075170825,0.165385629989398,0.340295686,0.467396516,0.405288311,0.390099089,0.417352087,0.352505166,0.453472915,0.435465124,0.460288995,0.281589673,0.28799931,0.324906988,0.385451702,0.461986638,0.366456354,0.343123352,0.279990097,0.578822375,0.360872243,0.273570968,0.291259708,0.238851715,0.288534316
"NY1615",2,246,2,49,3.65,2.07,1.38,7.1,0.32820218943499,0.360723629204667,0.250804581742165,0.337203912,0.473954264,0.407722118,0.41205995,0.42321673,0.347981756,0.435256596,0.432231723,0.418826099,0.31162302,0.345518832,0.379801732,0.440719501,0.475562092,0.340860429,0.403114418,0.288224549,0.584043528,0.382246244,0.27254481,0.320234688,0.28148741,0.325718239
"NY1614",2,247,2,50,3.42,1.88,1.23,6.53,0.307520955580182,0.327613730871872,0.223543214161495,0.312988313,0.47383347,0.395377343,0.395052363,0.399741055,0.352256039,0.432737119,0.390956831,0.431498431,0.277866999,0.359678352,0.388993632,0.426480657,0.464742629,0.34273424,0.384666919,0.301289233,0.581358151,0.40638375,0.282723281,0.309579766,0.301012018,0.326694643
"HI-GEST_360",2,248,2,51,3.18,1.89,1.19,6.27,0.285940537644731,0.329356357099913,0.216273516139983,0.350569621,0.468829524,0.41735891,0.396975734,0.402081475,0.389247988,0.413782156,0.389938365,0.328705818,0.355894802,0.414217584,0.436010199,0.455706004,0.511455192,0.310503401,0.395857561,0.307665412,0.563561254,0.405257788,0.308684973,0.366253526,0.340864455,0.319562867
"VERNAL",3,313,3,16,2.42,1.52,0.95,4.89,0.217602547515801,0.264879186662364,0.17265532801091,0.28961752,0.481551495,0.465037007,0.402627121,0.42557941,0.384216509,0.452879916,0.436093668,0.380922533,0.371249685,0.247508826,0.337037933,0.306473539,0.48496427,0.310428681,0.284725846,0.304101472,0.414016284,0.337648708,0.307851106,0.260700694,0.25954313,0.284434114
"ALGONQUIN",3,314,3,17,2.56,1.68,0.77,5.01,0.230191124644815,0.292761206311034,0.139941686914106,0.347368528,0.498092731,0.471662572,0.427997092,0.454110517,0.404235307,0.453466329,0.444717133,0.357923057,0.308307027,0.266988767,0.352982993,0.323570341,0.48735142,0.331064861,0.339174094,0.307800013,0.425620316,0.355387416,0.289877073,0.275258556,0.275549863,0.30014434
"REGEN",3,315,3,18,2.76,1.94,1.32,6.01,0.248174806257691,0.338069488240123,0.239900034709897,0.339453234,0.487832106,0.467424866,0.416391856,0.442003314,0.387641282,0.418230409,0.434856881,0.308641202,0.272021994,0.301913978,0.370321512,0.362265275,0.491458409,0.302603266,0.36323187,0.326562355,0.485155651,0.368138822,0.293039934,0.311917703,0.29335379,0.341018436
"WL_349HQ",3,316,3,19,2.46,1.84,1.27,5.58,0.221199283838377,0.320643225959704,0.230812912183007,0.360611789,0.480460669,0.453043759,0.407430396,0.446558497,0.419310138,0.381451714,0.404080681,0.274838047,0.273184829,0.360361106,0.413481221,0.361116247,0.476292229,0.297623968,0.368790973,0.3734118,0.478394163,0.33805566,0.378531343,0.365700919,0.31439503,0.356009991
"WL_349HQ",3,317,3,20,2.33,1.77,1.19,5.29,0.209509890790007,0.308444842363411,0.216273516139983,0.343327322,0.479073168,0.449745128,0.405236403,0.44268597,0.412942093,0.359434293,0.405465686,0.267143669,0.289210499,0.351542088,0.406393532,0.321224392,0.451997386,0.299531316,0.413072245,0.373991875,0.486702647,0.335998285,0.387685284,0.354108708,0.289918072,0.341658414
"SW3407",3,318,3,21,2.42,1.92,1.38,5.71,0.217602547515801,0.334584235784039,0.250804581742165,0.379353967,0.505972397,0.472906785,0.447867872,0.474514325,0.423332805,0.361238251,0.408301866,0.26023007,0.327595631,0.356466908,0.415936487,0.385705744,0.501300523,0.292914797,0.395324389,0.417122595,0.481518727,0.320842038,0.381334563,0.392741285,0.306314648,0.343523667
"N-R-GEE",3,319,3,22,2.38,1.7,1.2,5.28,0.214005811193226,0.296246458767118,0.218090940645361,0.271344099,0.458098508,0.451220242,0.404625197,0.45237822,0.389216792,0.369899518,0.448282064,0.324708491,0.261846072,0.296331834,0.370407886,0.32772475,0.471475962,0.288811538,0.364188295,0.349464792,0.498599523,0.354233431,0.305806574,0.307315006,0.26449691,0.333428512
"NY0651",3,320,3,23,2.39,1.79,1.25,5.43,0.21490499527387,0.311930094819495,0.227178063172251,0.285112472,0.478778946,0.455025368,0.405202013,0.457709839,0.405072322,0.371729052,0.453761706,0.359912319,0.267584515,0.297470646,0.367312137,0.332334912,0.495740562,0.301649434,0.323749622,0.324091627,0.505195927,0.357598575,0.294426569,0.29842929,0.257571539,0.330049955
"SW4107",3,321,3,24,2.35,1.77,1.24,5.36,0.211308258951295,0.308444842363411,0.225360638666873,0.299785901,0.490850729,0.467759465,0.409674702,0.438476588,0.407451633,0.361990832,0.424038583,0.280731483,0.339470751,0.314667357,0.3890992,0.324313427,0.455643958,0.268952521,0.34902693,0.351263097,0.483887702,0.34152718,0.313848331,0.333614058,0.246503604,0.344465261
"HI-GEST_360",3,322,3,25,2.22,1.53,1.01,4.75,0.199618865902925,0.266621812890406,0.183559875043178,0.302226887,0.446168978,0.450951145,0.397704473,0.444578584,0.408217538,0.37396857,0.435577241,0.32320406,0.341134528,0.304430184,0.367420144,0.332461541,0.480885403,0.272070838,0.350721075,0.340996858,0.482466955,0.346445522,0.30824663,0.316884217,0.268626497,0.341552553
"LIGHTNING_BOLT",3,323,3,26,2.35,1.72,1.13,5.2,0.211308258951295,0.299731711223202,0.205368969107715,0.290395003,0.454942776,0.449705762,0.391815491,0.421726788,0.391311579,0.398546311,0.429979443,0.310785211,0.351765447,0.307631879,0.377224005,0.336742845,0.463815977,0.272590785,0.371816208,0.358721898,0.450985859,0.349946219,0.280512526,0.309619889,0.262742758,0.326094067
"WL_358LH",3,324,3,27,2.16,1.52,1.02,4.7,0.194223761419062,0.264879186662364,0.185377299548557,0.343164923,0.496749743,0.461452532,0.424508602,0.45240833,0.414737161,0.401655096,0.428281742,0.322042899,0.376430869,0.322692245,0.382126713,0.359113784,0.480100218,0.280472483,0.39186624,0.378823123,0.439870095,0.344012104,0.277282158,0.30798608,0.268692763,0.321120932
"SW4602Z",3,325,3,28,2.27,1.58,1.1,4.95,0.204114786306144,0.275334944030615,0.199916695591581,0.369667524,0.504744632,0.466178778,0.43432197,0.457447068,0.41298876,0.419949062,0.439193232,0.341868602,0.388592029,0.335662354,0.395129179,0.385763667,0.482456125,0.2839436,0.408589621,0.373610579,0.425786483,0.362448589,0.286730039,0.302789481,0.270479186,0.327372582
"SEEDWAY_9558_SBR",3,326,3,29,2.57,1.54,1.16,5.26,0.231090308725458,0.268364439118448,0.210821242623849,0.315917869,0.474887331,0.46816501,0.408245638,0.428529194,0.367877986,0.444216199,0.466308982,0.368036914,0.321542247,0.286552585,0.35416987,0.377206573,0.490063502,0.307127753,0.363145576,0.315775137,0.451401306,0.374262603,0.290013659,0.301148168,0.244105887,0.343862096
"PERSIST_III",3,327,3,30,2.59,1.55,0.97,5.12,0.232888676886746,0.27010706534649,0.176290177021666,0.3236072,0.471123028,0.453766377,0.409995943,0.43302094,0.376927768,0.432553645,0.461290522,0.347145951,0.34406859,0.301386526,0.377157816,0.371401303,0.493998402,0.298818907,0.39132886,0.324589664,0.447078346,0.368053731,0.279918537,0.304963966,0.253180625,0.348306733
"LANDER",3,328,3,31,2.59,1.69,1.02,5.3,0.232888676886746,0.294503832539076,0.185377299548557,0.291944647,0.469438851,0.452337904,0.405315153,0.423297074,0.338151744,0.400748446,0.461844719,0.376803649,0.324915151,0.292628026,0.356542483,0.350186661,0.443507674,0.297691956,0.374452617,0.307528633,0.431722985,0.362241352,0.282488862,0.27996793,0.243265664,0.328891355
"SW315_LH",3,329,3,32,2.23,1.53,0.94,4.71,0.200518049983569,0.266621812890406,0.170837903505532,0.363605259,0.508141214,0.477220581,0.458848714,0.469653667,0.387886959,0.349098633,0.471396146,0.462715204,0.313194611,0.30451054,0.361865335,0.397672833,0.509729993,0.317948225,0.367220951,0.340003978,0.423912647,0.365867016,0.334888638,0.293608981,0.279442927,0.310961257
"NY1614",3,330,3,33,2.67,1.93,1.17,5.77,0.240082149531897,0.336326862012081,0.212638667129227,0.294989686,0.467461476,0.444993699,0.433477994,0.420954741,0.353941291,0.353452417,0.454548859,0.455909385,0.31352378,0.310422402,0.36056842,0.376439493,0.497424256,0.306243249,0.38249964,0.330013475,0.443684062,0.375650197,0.291519167,0.297742495,0.282983074,0.35237981
"NY1615",3,331,3,34,2.78,1.85,1.11,5.74,0.249973174418978,0.322385852187746,0.201734120096959,0.315261699,0.487141708,0.47267944,0.4329031,0.430423413,0.365013837,0.355420375,0.441995889,0.44457674,0.353310361,0.343739015,0.37439887,0.397241321,0.4964032,0.311133826,0.38749897,0.356618954,0.443481639,0.371991787,0.291063566,0.306171041,0.286668118,0.360395135
"PLUSS_III",3,332,3,35,2.31,1.93,0.88,5.12,0.207711522628719,0.336326862012081,0.159933356473264,0.330034623,0.474539575,0.46455298,0.43457922,0.426286683,0.380142083,0.341273721,0.411212311,0.370467259,0.40711203,0.395719395,0.388232623,0.369849534,0.49229301,0.282664291,0.416564204,0.350333815,0.441332361,0.353051088,0.287679142,0.331846396,0.287287157,0.348536426
"NY0465",3,333,3,36,2.39,1.75,1.2,5.33,0.21490499527387,0.304959589907327,0.218090940645361,0.329386994,0.499684481,0.47513057,0.459784088,0.443486979,0.382538211,0.359764179,0.43147296,0.409280339,0.331914247,0.391907653,0.367190391,0.370109349,0.491339288,0.293146294,0.36804377,0.341550797,0.44267339,0.372293738,0.29960231,0.306120042,0.284563551,0.358500119
"ONEIDA_ULTRA",3,334,3,37,2.41,1.59,1.09,5.09,0.216703363435158,0.277077570258657,0.198099271086203,0.330032931,0.468557755,0.455970991,0.439748606,0.429842007,0.353044492,0.340631868,0.432432518,0.39915659,0.349005084,0.415589056,0.363237878,0.37690914,0.490212636,0.304108433,0.358987977,0.353862037,0.450398219,0.375520149,0.292626663,0.299104981,0.276692989,0.346899276
"GUARDSMAN_II",3,335,3,38,2.5,1.7,1.14,5.34,0.224796020160952,0.296246458767118,0.207186393613093,0.320585483,0.471752231,0.461753837,0.420522876,0.423040924,0.33551231,0.342789144,0.436827387,0.400028807,0.354103716,0.42056167,0.366616891,0.383369582,0.4835326,0.286467316,0.378116096,0.396786283,0.43366683,0.360259928,0.284533996,0.315267868,0.312149616,0.35098892
"SW4412Y",3,336,3,39,2.59,1.89,1.12,5.6,0.232888676886746,0.329356357099913,0.203551544602337,0.358690406,0.506466086,0.482669591,0.426189618,0.44798574,0.365688293,0.330316883,0.406660294,0.364168018,0.398301246,0.445853719,0.39347827,0.426033708,0.471646187,0.292087865,0.41236003,0.437215407,0.432188412,0.350858523,0.292225003,0.348114278,0.307212632,0.357149243
"AMERISTAND_427_TQ",3,337,3,40,2.45,1.72,1.06,5.23,0.220300099757733,0.299731711223202,0.192646997570069,0.328493809,0.483513832,0.452165796,0.420845166,0.433735577,0.3320738,0.328911422,0.404123023,0.361011835,0.378512146,0.422684837,0.375944654,0.373785339,0.439557127,0.310672353,0.407039251,0.409506261,0.443224718,0.366051163,0.293514775,0.348689569,0.27525883,0.340531266
"ONEIDA_VR",3,338,3,41,2.65,1.66,0.93,5.24,0.238283781370609,0.28927595385495,0.169020479000154,0.276446832,0.429276699,0.42584789,0.396171674,0.409389679,0.327559844,0.355913665,0.422724687,0.454830017,0.287974449,0.330891611,0.320856719,0.365250171,0.431950785,0.301821186,0.346528563,0.355415244,0.42627531,0.361548838,0.286811579,0.295500136,0.277209675,0.343830459
"SEEDWAY_9558",3,339,3,42,2.45,1.58,0.97,5.01,0.220300099757733,0.275334944030615,0.176290177021666,0.292391966,0.442791691,0.437048848,0.407592792,0.42108663,0.349226464,0.36122799,0.437374605,0.433150762,0.310871311,0.342305407,0.351237445,0.385421356,0.461799855,0.307973925,0.340781786,0.365067286,0.43234737,0.384579862,0.282455515,0.30492256,0.298382488,0.339492234
"SW5606",3,340,3,43,2.8,2.01,1.33,6.13,0.251771542580266,0.350267871836416,0.241717459215275,0.400742845,0.508660382,0.480565703,0.438467433,0.434212078,0.359897443,0.337185678,0.400096753,0.251875512,0.422134928,0.423239377,0.417480927,0.424400978,0.462407117,0.329933428,0.412534724,0.441108226,0.434334761,0.348323851,0.343809494,0.393765248,0.328948978,0.341257207
"55V50",3,341,3,44,2.91,1.65,1.21,5.77,0.261662567467348,0.287533327626909,0.219908365150739,0.384090935,0.506008261,0.469907631,0.440293892,0.435526803,0.374031643,0.365463517,0.455402922,0.280925197,0.394698768,0.40127584,0.401971238,0.408323429,0.463606826,0.296194222,0.38293153,0.403931733,0.423856811,0.366062574,0.312938365,0.368810038,0.314130424,0.343090078
"EZRA",3,342,3,45,2.93,1.53,1.23,5.69,0.263460935628636,0.266621812890406,0.223543214161495,0.346531689,0.487064785,0.465196451,0.42038751,0.416908482,0.388939704,0.381124369,0.487294434,0.323363792,0.345004669,0.356655166,0.363500955,0.385707613,0.447436633,0.301582267,0.337426792,0.355083171,0.414659759,0.365695084,0.279976875,0.334194505,0.324120759,0.350614533
"FSG_415BR",3,343,3,46,2.8,1.62,1.33,5.76,0.251771542580266,0.282305448942783,0.241717459215275,0.337374257,0.487442159,0.456201242,0.43335432,0.418003177,0.383294509,0.385786573,0.486192587,0.287602462,0.365932299,0.357683399,0.380014373,0.391111985,0.460730598,0.279318966,0.381516543,0.366004118,0.389191331,0.365950791,0.287828287,0.356177903,0.309312973,0.329027927
"FSG_421LH",3,344,3,47,2.83,1.82,1.38,6.03,0.254469094822197,0.31715797350362,0.250804581742165,0.402851075,0.507407803,0.499889529,0.464940425,0.470773966,0.424326553,0.413567898,0.452578431,0.307652251,0.391158241,0.39928744,0.385554486,0.431539452,0.485872912,0.28801982,0.400082311,0.430287903,0.347083696,0.350277799,0.286924896,0.352739477,0.378110854,0.289687314
"NY2003",3,345,3,48,2.99,1.44,1.1,5.53,0.268856040112498,0.250938176838029,0.199916695591581,0.344394034,0.513837915,0.48611467,0.448470588,0.467638624,0.389542378,0.441429604,0.450774668,0.384614624,0.312986083,0.361142315,0.350403969,0.412610941,0.471626741,0.317373126,0.336157316,0.381772866,0.352323276,0.362269497,0.297911564,0.297326005,0.348726714,0.26935243
"ALFABAR",3,346,3,49,3.3,1.89,1.19,6.39,0.296730746612456,0.329356357099913,0.216273516139983,0.293501136,0.486821853,0.433524052,0.398804341,0.424431286,0.375329463,0.436652255,0.411699775,0.322584081,0.30741378,0.310344227,0.347139769,0.36760792,0.41926565,0.31456617,0.366557772,0.340949958,0.402191252,0.396703164,0.28889341,0.33586154,0.284373939,0.263350166
"NY1517",3,347,3,50,2.87,1.44,1.17,5.48,0.258065831144773,0.250938176838029,0.212638667129227,0.346317735,0.50509077,0.467693616,0.436729927,0.443515577,0.416471252,0.477291934,0.374258697,0.358975011,0.319174336,0.317968374,0.357359766,0.42845446,0.475614815,0.327517661,0.331759302,0.348148987,0.48263329,0.449075348,0.287051697,0.316769201,0.308232338,0.287772636
"SW5210",3,348,3,51,2.82,1.92,1.34,6.08,0.253569910741554,0.334584235784039,0.243534883720653,0.370661823,0.499206134,0.487192967,0.417289231,0.426866484,0.391266077,0.484598279,0.408270331,0.302116234,0.408295466,0.376082958,0.397342729,0.444885336,0.445756127,0.293928732,0.395278215,0.411886239,0.492068713,0.448387324,0.312843947,0.368876561,0.342089376,0.310023395
"FSG_415BR",4,413,4,16,2.78,1.67,1.1,5.54,0.249973174418978,0.291018580082992,0.199916695591581,0.353236685,0.448363827,0.459192312,0.408091503,0.415273792,0.352056913,0.371550173,0.501245731,0.329798215,0.263533413,0.412662872,0.33313522,0.350089961,0.512027144,0.284272075,0.436304375,0.401096117,0.486674339,0.350990964,0.288495021,0.368164752,0.281909866,0.300077298
"ONEIDA_ULTRA",4,414,4,17,2.52,1.49,0.98,4.99,0.226594388322239,0.259651307978239,0.178107601527044,0.344000168,0.431344787,0.460169815,0.406385141,0.410407547,0.406650269,0.395190312,0.527672292,0.375267139,0.305121752,0.404964264,0.3138897,0.355774099,0.507560058,0.294807286,0.407295913,0.381132823,0.485208363,0.329560844,0.286942879,0.334131247,0.284470903,0.285338131
"SW3407",4,415,4,18,2.6,1.79,1.13,5.51,0.23378786096739,0.311930094819495,0.205368969107715,0.399559753,0.495617527,0.463670701,0.441732626,0.451838268,0.419179688,0.406159096,0.505017868,0.29461476,0.261954411,0.449294578,0.3700243,0.359642485,0.512492355,0.311794217,0.44295229,0.429377933,0.470702651,0.270875012,0.312707056,0.389516244,0.293522009,0.29913473
"PERSIST_III",4,416,4,19,2.53,1.55,1.05,5.13,0.227493572402883,0.27010706534649,0.190829573064691,0.375984738,0.459537306,0.465595995,0.419840799,0.429662536,0.389546625,0.378172855,0.526639943,0.346200532,0.2652212,0.416695923,0.333510139,0.332091019,0.514055919,0.279890976,0.413189639,0.391984074,0.49599868,0.311270634,0.281979087,0.371648036,0.317516276,0.299231146
"SW5210",4,417,4,20,2.7,1.67,1.07,5.45,0.242779701773828,0.291018580082992,0.194464422075447,0.407891519,0.505196729,0.461333542,0.441788896,0.446484252,0.40820411,0.395417281,0.533262472,0.318566929,0.276213893,0.444407337,0.367445263,0.364484843,0.519737981,0.304566467,0.425676991,0.433982814,0.492641714,0.306570851,0.310497661,0.384393335,0.3360977,0.309894021
"SW4602Z",4,418,4,21,2.48,1.75,1.36,5.58,0.222997651999664,0.304959589907327,0.247169732731409,0.405732071,0.499478457,0.453958128,0.437885658,0.444384505,0.392883654,0.374966958,0.515943707,0.332815061,0.267584071,0.445206601,0.362988221,0.343087521,0.518093682,0.285326444,0.436392401,0.452819499,0.480341885,0.339580798,0.290959522,0.384384471,0.361488499,0.307185416
"NY1614",4,419,4,22,2.74,1.54,1.05,5.33,0.246376438096403,0.268364439118448,0.190829573064691,0.320469453,0.461633156,0.472319608,0.406511063,0.421200643,0.37231806,0.416214395,0.53988172,0.380494884,0.327994753,0.404750813,0.319089277,0.335388476,0.49607665,0.297138234,0.402907789,0.389646786,0.500715613,0.372197303,0.324590988,0.308130169,0.285659389,0.294044581
"AMERISTAND_427_TQ",4,420,4,23,2.61,1.81,1.19,5.61,0.234687045048034,0.315415347275578,0.216273516139983,0.336509902,0.472448439,0.468710825,0.396669665,0.402824921,0.397108985,0.396979875,0.505532305,0.315912597,0.247438235,0.41058766,0.34854267,0.331691009,0.493979956,0.306943529,0.4461795,0.396903604,0.489073413,0.401561244,0.316477983,0.370033308,0.300399005,0.311543578
"WL_358LH",4,421,4,24,2.16,1.51,1.02,4.68,0.194223761419062,0.263136560434322,0.185377299548557,0.33935624,0.483848726,0.451180052,0.412951995,0.425614709,0.430699646,0.348603651,0.520149273,0.332778498,0.257139597,0.384157089,0.336190356,0.348554677,0.518924473,0.285461721,0.427136796,0.394672893,0.482977284,0.396328435,0.321455842,0.321693904,0.284969348,0.288807327
"55V50",4,422,4,25,3.01,1.89,1.36,6.26,0.270654408273786,0.329356357099913,0.247169732731409,0.410269927,0.493045522,0.461050963,0.414390504,0.419314291,0.359379917,0.387715502,0.536488107,0.338919668,0.257028737,0.389797021,0.365938974,0.31238336,0.488977001,0.304969815,0.438116531,0.375284447,0.509553247,0.401449823,0.319703319,0.348543923,0.301567645,0.314214738
"VERNAL",4,423,4,26,2.44,1.16,0.94,4.54,0.219400915677089,0.202144642452857,0.170837903505532,0.353845519,0.464793461,0.449468171,0.399265455,0.414113473,0.409066259,0.39219224,0.534648798,0.382555732,0.294208202,0.325387039,0.300715602,0.314269846,0.495825999,0.338148789,0.339089162,0.302384271,0.504945058,0.353906562,0.382424595,0.26717482,0.27620987,0.287065233
"SEEDWAY_9558_SBR",4,424,4,27,2.64,1.64,1.07,5.35,0.237384597289965,0.285790701398867,0.194464422075447,0.348586051,0.461850801,0.444756354,0.40469359,0.413030042,0.405499422,0.40637029,0.526604267,0.362459147,0.266479332,0.350274623,0.3345452,0.341615551,0.489017893,0.328181583,0.403877394,0.332036405,0.507939843,0.334908505,0.329012872,0.317428796,0.320227164,0.312534935
"NY0651",4,425,4,28,2.63,1.85,1.2,5.68,0.236485413209321,0.322385852187746,0.218090940645361,0.343687422,0.493817521,0.454584564,0.413246788,0.41939161,0.417790554,0.399967532,0.503434587,0.338460278,0.321402783,0.352864355,0.348144198,0.322989459,0.473360058,0.313569826,0.418735318,0.329417428,0.474140235,0.301211102,0.323264796,0.31430918,0.321706416,0.32137717
"NY2003",4,426,4,29,2.35,1.33,1,4.68,0.211308258951295,0.231769288329569,0.1817424505378,0.385410003,0.512290267,0.476442003,0.440747051,0.454308421,0.413612123,0.394749546,0.522739325,0.397275502,0.334252368,0.345426478,0.328745601,0.33560265,0.515833696,0.30741782,0.39971491,0.362102442,0.46098784,0.308373229,0.36456013,0.277604973,0.332774853,0.311585352
"NY0465",4,427,4,30,2.72,1.62,1.36,5.7,0.244578069935116,0.282305448942783,0.247169732731409,0.349173361,0.496454589,0.464343219,0.419539336,0.426971349,0.447289783,0.37390866,0.531746996,0.375960881,0.337484772,0.337479731,0.333846762,0.38220374,0.506240959,0.325819969,0.401858539,0.343091517,0.493711375,0.328199552,0.314361193,0.339612193,0.35308798,0.330822209
"NY1615",4,428,4,31,2.66,1.76,1.36,5.77,0.239182965451253,0.306702216135369,0.247169732731409,0.344031892,0.487317777,0.436824693,0.407167656,0.417399417,0.416616816,0.403340822,0.523407586,0.357310179,0.362645503,0.384457347,0.32300067,0.413092626,0.496331881,0.301792617,0.415668667,0.400130825,0.495103359,0.379307871,0.314298865,0.332468694,0.334680629,0.318307547
"EZRA",4,429,4,32,2.76,1.6,1.14,5.49,0.248174806257691,0.278820196486699,0.207186393613093,0.35227282,0.506442737,0.447358524,0.405206821,0.415559028,0.4326245,0.418480197,0.528031309,0.358006349,0.366039601,0.382374447,0.308423951,0.420412224,0.520896048,0.317666282,0.392433037,0.396557883,0.500907962,0.389643669,0.310378279,0.340951493,0.333599369,0.312548827
"WL_349HQ",4,430,4,33,2.37,1.81,1.32,5.5,0.213106627112582,0.315415347275578,0.239900034709897,0.34373957,0.499897993,0.431840212,0.395533018,0.402245294,0.393848051,0.37685377,0.479914497,0.26828769,0.44467135,0.401712725,0.350862242,0.394023144,0.482428515,0.31703706,0.444869456,0.422871509,0.481774868,0.338856511,0.317584724,0.381992119,0.33094171,0.301020004
"ALFABAR",4,431,4,34,2.72,1.48,0.88,5.08,0.244578069935116,0.257908681750197,0.159933356473264,0.330447782,0.513121457,0.4299933,0.393542634,0.414543542,0.426819075,0.41495299,0.513885747,0.346871042,0.359247551,0.397194805,0.319930424,0.351470684,0.505100799,0.298265616,0.392143165,0.416838729,0.505675605,0.375850386,0.299167633,0.343550706,0.32468896,0.304721094
"WL_349HQ",4,432,4,35,2.4,1.88,1.17,5.45,0.215804179354514,0.327613730871872,0.212638667129227,0.353852453,0.497893465,0.418707583,0.387226869,0.401325508,0.374737446,0.399305463,0.494540323,0.270116343,0.448031657,0.40311552,0.365027652,0.429580489,0.48651247,0.30369455,0.4538565,0.406831237,0.476029273,0.310059038,0.314803051,0.382122445,0.320062654,0.313573608
"SW5606",4,433,4,36,2.42,1.84,1.13,5.39,0.217602547515801,0.320643225959704,0.205368969107715,0.408839174,0.483800037,0.467642295,0.43488712,0.445848535,0.446619332,0.387487001,0.485163979,0.259110233,0.465340507,0.435526582,0.40396993,0.47575549,0.476451126,0.275587686,0.455766139,0.454142563,0.483718765,0.30999807,0.314687243,0.389038108,0.328221883,0.302801297
"SW4412Y",4,434,4,37,2.56,1.77,1.12,5.45,0.230191124644815,0.308444842363411,0.203551544602337,0.367271589,0.499086396,0.459002481,0.409829014,0.427437416,0.398762267,0.39950338,0.499619545,0.309633579,0.423572837,0.455506181,0.382564346,0.436854503,0.42762716,0.28684648,0.430689219,0.418673915,0.490491265,0.332622518,0.285960568,0.361450365,0.318134427,0.301010926
"LIGHTNING_BOLT",4,435,4,38,2.3,1.63,1.18,5.11,0.206812338548076,0.284048075170825,0.214456091634605,0.332107553,0.507218879,0.423595517,0.389897679,0.401429329,0.393441017,0.410252346,0.523016287,0.326048723,0.394521068,0.450574895,0.360110249,0.452709554,0.478089179,0.300152071,0.433064254,0.391218433,0.494471402,0.382154719,0.271265556,0.344520211,0.316105729,0.291981498
"SW4107",4,436,4,39,2.65,1.89,1.38,5.92,0.238283781370609,0.329356357099913,0.250804581742165,0.336319271,0.503726778,0.459980347,0.417101097,0.434718317,0.406284573,0.428013961,0.530550145,0.334721726,0.401851704,0.463766177,0.363675453,0.44239117,0.434703837,0.312687771,0.449707903,0.416899568,0.489084834,0.370656867,0.280701588,0.366231413,0.340095279,0.30144436
"ALGONQUIN",4,437,4,40,2.46,1.64,0.89,4.99,0.221199283838377,0.285790701398867,0.161750780978642,0.371780988,0.49128172,0.469312084,0.433986328,0.43653925,0.382499226,0.401869813,0.547127451,0.377152661,0.323959658,0.417803577,0.314552498,0.400561888,0.449881336,0.317017531,0.390494794,0.382456614,0.48291813,0.3510673,0.320507685,0.281288395,0.336239388,0.26606737
