"Germplasm","Rep","Plot","Row","Range","yld1","yld2","yld3","tot23","GNDVI_125","GNDVI_136","GNDVI_144","GNDVI_150","GNDVI_152","GNDVI_156","GNDVI_164","GNDVI_166","GNDVI_172","GNDVI_177","GNDVI_179","GNDVI_186","GNDVI_192","GNDVI_195","GNDVI_198","GNDVI_213","GNDVI_223","GNDVI_228","GNDVI_244","GNDVI_248","GNDVI_251","GNDVI_255","GNDVI_263","GNDVI_274","GNDVI_278","GNDVI_300","GNDVI_305"
"NY1615",2,228,2,21,2.1,1.72,0.79,4.61,0.282503865564944,0.171503268733909,0.177818274057555,0.32820439940457,0.14004111003798,0.143572922462681,0.114400922562584,0.0916994128173079,0.14278572659045,0.146053707545508,0.202007982270538,0.207159567799776,0.193741989849971,0.224088984637957,0.240431111317661,0.0602303606195022,0.114478641347964,0.173153633801944,0.257772781611439,0.215843935644059,0.222670527634062,0.135516773166603,0.0279911131361308,0.170612509165112,0.191266180109885,0.184142362760252,0.100321204304965
"GUARDSMAN_II",2,229,2,20,1.99,1.69,0.86,4.54,0.308688004947792,0.202097043149492,0.182754440904241,0.341375278891731,0.125891160390044,0.139093808547219,0.142912593237708,0.116565215330732,0.164971701294098,0.154706102437191,0.202538885579564,0.205373746163556,0.191686097976128,0.265538664313189,0.246042329127774,0.0944675749624879,0.155835992109026,0.199634155920318,0.291005247000856,0.26222172136511,0.234633908130219,0.158618790382375,0.0645638166909164,0.210162731124891,0.236389907680882,0.224917878516819,0.145747959262297
"SW4412Y",2,230,2,19,2.28,2.31,1.15,5.74,0.329397145970126,0.208305855139577,0.200701312098211,0.35720147601476,0.108780542954789,0.129065111527087,0.183925005647502,0.147514890462827,0.183385329337635,0.171046724638613,0.237308192481455,0.221117526589021,0.199513299832496,0.26303729412225,0.241548358945487,0.131749258700907,0.202518137350622,0.221789423185843,0.296943602502261,0.26981207986705,0.246525453099835,0.177036674412979,0.0715093361561205,0.216863640589794,0.244805502472647,0.230765704445592,0.147197149026399
"FSG_415BR",2,231,2,18,2.02,2.02,1.02,5.06,0.316123003134516,0.181789594520523,0.191082286199728,0.352154767573622,0.100323701230282,0.12516754372359,0.139227104419861,0.102822809399827,0.158334308456828,0.14876371915353,0.197123967694233,0.197368206172425,0.171313711365389,0.254384841776983,0.228484491973323,0.0971416102787567,0.201629627989333,0.199921708518609,0.27471909894449,0.250898847969367,0.206484337788266,0.156813006787586,0.0587293663471778,0.19757507974014,0.22614602473221,0.23152703651604,0.14588261138954
"LANDER",2,232,2,17,1.55,1.64,0.82,4.02,0.282261076672869,0.154665534151522,0.149821622680566,0.323557266451098,0.0996210075688545,0.131362283335968,0.116485504844298,0.0819775825918641,0.12465485448145,0.131564021759214,0.160269640716115,0.185983125647629,0.176764208632312,0.262436423141196,0.243893715944712,0.0855054246359724,0.180091148424031,0.16477744075873,0.249599002288262,0.234232895520104,0.177948606909674,0.142078436450668,0.067438974282274,0.16747569440582,0.185998727196773,0.193241904953885,0.0907553184426258
"SW5606",2,233,2,16,2.01,2.12,0.83,4.96,0.333622037332966,0.203684080026924,0.194796555709514,0.366175740812254,0.107685527915917,0.148454467799076,0.224229702591223,0.193093624299927,0.208016454508683,0.192469327131363,0.220644588096749,0.211922036886975,0.174004921314606,0.273430074869113,0.229623286856664,0.176409510491505,0.246866413043015,0.213833970732455,0.262027466624004,0.22729521096557,0.213999975745018,0.15445726639881,0.103566007206663,0.203342149765067,0.247233637828795,0.20305357557427,0.123024885332803
"VERNAL",2,234,2,15,1.72,1.33,0.68,3.73,0.262518469359237,0.155822295934603,0.170078232020946,0.325933529033664,0.11049352414273,0.131237478353085,0.0671223946370614,0.0346740668349763,0.105822491244286,0.123418825306777,0.149401814046138,0.165952432826596,0.181352272977736,0.271234691991833,0.246877574580794,0.0418994267983486,0.154665460802161,0.147647506609447,0.24822994576707,0.251729243417901,0.180256322906946,0.144505617334976,0.0288490579090254,0.155127380111252,0.156099049193678,0.181352032090018,0.064880389638763
"SW5210",2,235,2,14,2.43,2.34,1.15,5.92,0.342234926575442,0.216374136001111,0.213079623871118,0.367184978547293,0.0957875854923857,0.124795041714962,0.173477743182395,0.139671168129138,0.192424156860301,0.186492742260503,0.222599567652381,0.20993888401339,0.192939202668003,0.276176876610817,0.260130484814476,0.152315468118084,0.239871957710309,0.227267470958443,0.297654939337207,0.278782505118891,0.246529330217088,0.176467458096685,0.0904076957061733,0.232026694344608,0.259320473776208,0.236168038125146,0.14392890652424
"55V50",2,236,2,13,2.09,2.18,1.07,5.34,0.327023685872168,0.187586320165351,0.198231756844266,0.361650760402922,0.1108727080387,0.130823251381759,0.157227145279617,0.131479064870196,0.175172167304635,0.173423023058346,0.210432521993082,0.19452426387646,0.195909813856073,0.285499969214372,0.260578303681406,0.118939770670785,0.225778525870126,0.218185099011004,0.287448878545894,0.254079614785294,0.219744769816183,0.159686243886812,0.0779696565991206,0.22040578916531,0.244398589434216,0.237589502491053,0.1350003948286
"N-R-GEE",2,237,2,12,1.92,1.75,0.76,4.43,0.298180165961212,0.164738445691185,0.171435937657338,0.335715396490912,0.110186759660622,0.124218175253214,0.13682560409518,0.111129643683691,0.155315426693026,0.155141372776313,0.18684181852096,0.179701004572511,0.184735028616054,0.160465130345892,0.237934397306231,0.1269718358432,0.212573249488603,0.19436858676922,0.246979457866357,0.213381723592494,0.181009896645866,0.106835374052946,0.0542816008882637,0.203690327961018,0.225416918593381,0.229154306509809,0.12913594856951
"WL_358LH",2,238,2,11,1.71,1.63,0.74,4.08,0.305334914138058,0.16573205722843,0.177373291062136,0.351072967204889,0.11908018606528,0.140288951355295,0.171668099844009,0.134550560629934,0.172181949763642,0.1817287156618,0.210342530503944,0.206461648414016,0.221031920757642,0.182618808708809,0.248654101416733,0.142966985843068,0.202384256072313,0.206271755317153,0.255845045321767,0.204635286532151,0.187965801717849,0.117346574497777,0.0989914422517213,0.218405521860769,0.227214391134719,0.2119496104836,0.10854108382665
"HI-GEST_360",2,239,2,10,1.86,1.68,0.65,4.19,0.30626121106719,0.154748768740291,0.163281876015459,0.351955216885071,0.0983904157851539,0.120362721267518,0.176008028584154,0.136975601411864,0.171301293078924,0.183684904989397,0.19381716701608,0.204718684295023,0.228590212958217,0.119127304817162,0.259937975357879,0.121147682445759,0.118954359271672,0.173665206491318,0.227973460485989,0.186309707736527,0.177545902377478,0.114870916900512,0.0818824710158566,0.19571043526067,0.217840802910665,0.208943895325795,0.111908879930343
"NY0651",2,240,2,9,1.97,1.72,0.75,4.44,0.322379486269645,0.165087173719245,0.160333829146311,0.346219132877786,0.116291675229532,0.133177581986881,0.145829094423312,0.117800077906331,0.15045969715324,0.170554880144108,0.18871604215692,0.200197921820881,0.238297348802416,0.15673777504595,0.260587243754236,0.092819383217408,0.0741164648095458,0.156745699656886,0.240393870602645,0.217650575018923,0.1846915502303,0.129237929613505,0.0692534661613988,0.188844304555987,0.212706466506969,0.218056689365835,0.119174759912016
"REGEN",2,241,2,8,2.08,1.82,0.93,4.82,0.339021275762261,0.173333163611579,0.170406659900736,0.344217535830292,0.080826522962977,0.115168945298188,0.124114700836439,0.101893154342448,0.146541410636364,0.179803225806452,0.198490443268466,0.206641353722077,0.251861714735629,0.167846520792285,0.267652745400614,0.0956992502693728,0.112302779745795,0.177687660044211,0.256324818292574,0.217646029735386,0.201213247644245,0.130348088095942,0.0494636734176949,0.194316082127072,0.223282676947322,0.223245179121482,0.123511317316463
"SW4107",2,242,2,7,2.04,1.84,0.86,4.74,0.354076566360556,0.166617933819803,0.169394938721153,0.3556104627993,0.0735718730628939,0.116712954376707,0.163567797353071,0.141149692879598,0.16769141633263,0.206289585455985,0.231063658193417,0.232878798077258,0.241642012114303,0.159228032981747,0.252516647902135,0.13003463387588,0.164948595754949,0.197595204553839,0.263043694700348,0.238587272666926,0.212580842945529,0.128807769230636,0.0737332866489215,0.19605861122143,0.237297056045112,0.223398546947657,0.12492580177328
"PERSIST_III",2,243,2,6,2.01,1.89,1.02,4.92,0.363515196868465,0.154976973880933,0.167678782753394,0.359095064556535,0.0713886088093406,0.0982764416141377,0.146424425684386,0.117787307777773,0.15950106940304,0.195365717500046,0.212771196193986,0.221709243688567,0.273219375568054,0.130091853522828,0.279818401643955,0.091161731677369,0.185531722721089,0.210113290889137,0.270234618545583,0.250685843017734,0.223122938890907,0.136133458569853,0.0629092505715503,0.187041666744834,0.240536062071441,0.227439779282202,0.124171003288774
"LIGHTNING_BOLT",2,244,2,5,1.59,1.86,0.97,4.42,0.34631713498317,0.131902330191327,0.146515281593285,0.348432019932302,0.0771747978149867,0.095847117241748,0.156625026437338,0.124337277013821,0.146033443460307,0.192894564562426,0.212892466166069,0.227339670149357,0.268438070507145,0.136852204136415,0.266087575154027,0.100438317531222,0.200774795934148,0.21905660735596,0.25361511788869,0.241905840774797,0.225779238560371,0.135110396988497,0.0532957328099389,0.148905142840401,0.227939078783554,0.218703773509872,0.111544049203853
"SEEDWAY_9558",2,245,2,4,1.43,1.68,0.89,4,0.344635692243186,0.151103082206178,0.149799237427872,0.354539718231216,0.079381573545441,0.0798623183176579,0.124478109324146,0.0883245117580242,0.128632294852192,0.17530873037895,0.189747371974171,0.216890322746517,0.275958157251301,0.130231762110146,0.295313287418109,0.0556399199434369,0.183178457901485,0.191913115484018,0.237810511028021,0.23881253123674,0.220109399545856,0.124556304270896,0.0207700884939491,0.0984232879641946,0.200820215332384,0.211525812188298,0.098148569852622
"ONEIDA_ULTRA",2,246,2,3,1.95,1.75,1.03,4.73,0.383167528363753,0.172992572022378,0.17111261516446,0.385974418113742,0.0782879091703113,0.0670649699892615,0.113887788805417,0.0770224695869357,0.11499520298849,0.172179516225059,0.199668028848487,0.235623663978669,0.282761433305161,0.109707992713548,0.298240235452817,0.0644446396823721,0.196773187488507,0.19168865753492,0.247557548700333,0.251275047407803,0.228725405083954,0.135706823339429,0.0262775790738145,0.0700568427449924,0.200864248048914,0.195576702273043,0.0816688026806895
"SW315_LH",2,247,2,2,2.03,1.76,0.84,4.64,0.422483215906095,0.208918548984883,0.212043225175847,0.423733590255921,0.072645295274084,0.0583292221766153,0.10781560433596,0.068013472023321,0.122316147910497,0.179492231739365,0.206049351081031,0.251879527870622,0.286701276146894,0.168633171106962,0.309934307468935,0.05309390486418,0.203204948182447,0.190912555719423,0.246956393077268,0.2530686786391,0.239372641653754,0.145240070765738,0.0165315771147272,0.0460081870297186,0.186783691899191,0.216130519222181,0.0984038305087692
"ALFABAR",2,248,2,1,NA,1.79,1.09,NA,0.439098118956997,0.207579142772329,0.199120173973328,0.428264580115116,0.0288837250456878,0.0245312127613144,0.1426228078883,0.11252782717916,0.133927757709985,0.187321021022203,0.194605537829603,0.268087409582406,0.296018280406248,0.207371151582797,0.32577672242815,0.0980977325871259,0.229998471344465,0.200329064303516,0.274909869946751,0.277570877632534,0.252425561550349,0.166390585268865,0.0212745747954368,0.0422736735022649,0.217047660381984,0.216585263102463,0.1085015947072
"55V50",3,313,3,36,2.23,1.99,0.85,5.06,0.289205342231373,0.233774847919013,0.21385976871021,0.315181517346758,0.106355274616238,0.10688674121036,0.157076701163928,0.164227179652265,0.18833112356683,0.184405040626502,0.25325521177348,0.216039870279303,0.225686149513734,0.295310357213931,0.336879718980902,0.119111983097716,0.203015729157708,0.198536640397105,0.262699358608437,0.235015340474247,0.209501293463573,0.0861704215580669,0.0562501876980432,0.237137559157541,0.221512124705651,0.184641851069914,0.0982681487171602
"SW4107",3,314,3,35,2.27,2,0.84,5.12,0.305365669491564,0.230160834911081,0.205177967279974,0.314567890248998,0.107145187629879,0.116652617555884,0.204243159062127,0.213892373340642,0.1973843484092,0.185903984530015,0.257239232562183,0.218978291651227,0.217189179640628,0.28303079345451,0.341748208684813,0.149799113387235,0.217185656035786,0.199901124471456,0.257616908425367,0.217483026736565,0.21200252171776,0.0734751825242778,0.0920367523081608,0.256264749238136,0.238348483407492,0.18528194644964,0.106137798711669
"ONEIDA_ULTRA",3,315,3,34,2.25,1.9,0.92,5.07,0.302961072171753,0.228935408105362,0.181668922130194,0.292516004838157,0.123723046492106,0.119885432143427,0.141474501951819,0.150603324770095,0.141830112878799,0.157998155856164,0.23029132502057,0.205028580803693,0.208752608547928,0.272484452521212,0.330514253239178,0.0997261562462435,0.200292687181174,0.174427332683542,0.238306968864673,0.204878766845946,0.194948492712689,0.0493686932183726,0.0620063860862112,0.230921336254668,0.217106186200306,0.173978918300556,0.103454879318654
"SW5606",3,316,3,33,2.01,2.01,0.76,4.78,0.324066497311692,0.248795733789289,0.211748493868687,0.321490670914656,0.127145351431678,0.139640272304457,0.180962237723994,0.199839156527975,0.174912519636185,0.197790912675185,0.264459660294763,0.233156442033169,0.185202117809503,0.261159549205531,0.285225787646303,0.164685423622451,0.22801855745399,0.184857438473373,0.245029854698324,0.181708178433527,0.202257522405092,0.0662143934478091,0.107079928807673,0.22802012309393,0.221532638203281,0.146519903741803,0.0818486826233284
"REBOUND_6XT",3,317,3,32,1.91,1.96,0.77,4.64,0.307841109799718,0.229263909206846,0.198396055952324,0.310586797112936,0.10748500172076,0.152124124710196,0.21739216507992,0.22003881105015,0.181479573061474,0.197150042912304,0.260433623925259,0.233245934474877,0.170946895043771,0.251082186189561,0.252174538030559,0.176978565539984,0.229465773090157,0.188932345040774,0.247074591661279,0.190512972217444,0.182836161506768,0.0469127144289723,0.122859867230969,0.238905778328584,0.230580383701301,0.151574070119796,0.0811464823682549
"NY1615",3,318,3,31,2.28,2.08,0.8,5.15,0.311979921599643,0.2276964626052,0.202395267298487,0.301090907379917,0.0964030330049464,0.136257716229616,0.126946229309796,0.141323839905469,0.136761625666207,0.166964128742547,0.241621205814894,0.219636332617751,0.192860485472572,0.258343516484072,0.244610015383556,0.108521531267148,0.190970422769336,0.15789617487583,0.234607658692014,0.179542174867061,0.202695553703822,0.0568681039587892,0.0243991231984971,0.200266017096214,0.196634454325974,0.167529298508543,0.097128859719343
"SEEDWAY_9558_SBR",3,319,3,30,2.04,2.01,0.8,4.84,0.302488024535547,0.214847590799442,0.194473801432007,0.294549054035966,0.113733694040184,0.150996914262552,0.0994202594851007,0.12507235454915,0.132262530064778,0.159621123105404,0.236530830239977,0.20159011747112,0.192325854324406,0.251012793884417,0.221710103184703,0.114701645863548,0.192567629951066,0.150853753618648,0.222523216622646,0.165635158706203,0.183781608681489,0.0423826175169059,0.0389329570496193,0.204533441793776,0.207030273857925,0.167043260144172,0.0953265289871425
"ALFABAR",3,320,3,29,2,1.83,0.86,4.69,0.299482608873612,0.206729183591927,0.184112412482075,0.297800524372574,0.117937044638469,0.153900364301186,0.0756213828639466,0.1122236460273,0.13022489926065,0.161393946856981,0.218837841990618,0.206171499322077,0.205951678983038,0.253776926146131,0.230429338649245,0.105402932406743,0.195808732887822,0.156969077102547,0.243321148162219,0.187838939121649,0.189593307252605,0.0632434600512901,0.0441922405333936,0.195923281010765,0.198061912525388,0.162359845394671,0.0892861427977383
"SW4412Y",3,321,3,28,2.15,2.11,0.76,5.02,0.315585436805527,0.230298051853553,0.198437967784725,0.30910869156819,0.108037551261933,0.152719968608556,0.106902328872609,0.148716063060789,0.168716722301443,0.186178733914705,0.246924869061946,0.221302377987053,0.181412480405737,0.243960402154404,0.208849683991239,0.158605993449921,0.210783565384596,0.177462979274233,0.248184064625618,0.182223092799438,0.207071372954847,0.0743813617251297,0.0810313142909196,0.214040394628784,0.21812850348858,0.154848762843719,0.0951264225617815
"GUARDSMAN_II",3,322,3,27,2.35,2.01,0.86,5.21,0.316901953875366,0.23550510501873,0.200840410841013,0.305744632033804,0.104114508406045,0.146734089285117,0.0812574112238015,0.11739218212134,0.153983712324635,0.168767278329469,0.228322800612593,0.203117664125762,0.184663183530949,0.258748778381905,0.218766408282804,0.107112740901087,0.186874129612416,0.163560742645869,0.240634527686131,0.197597777864129,0.198824409587116,0.0677650055928604,0.0672918292529881,0.213676982712716,0.202588448062841,0.178912006257458,0.112717845839974
"NY0651",3,323,3,26,2.48,2.1,0.77,5.35,0.316791426634514,0.231160113245016,0.199975378916942,0.304131213157039,0.113781044666322,0.155020676062314,0.100074043790433,0.128632674936478,0.152747219089351,0.164217914519674,0.225523565546736,0.200492452701906,0.16338260227158,0.23847841411707,0.192470492083706,0.118498306522001,0.185115508942427,0.155976059459436,0.229561415311318,0.191343891311032,0.183567444716506,0.0508453112894738,0.0920551914963875,0.231869436937959,0.217728824241596,0.177649250043713,0.112615585020205
"VERNAL",3,324,3,25,2.11,1.64,0.69,4.44,0.300193263610369,0.218192080667769,0.1807197365705,0.286460058853349,0.0965533915888869,0.139624803726631,0.0196929797533167,0.0562509853143841,0.0941470246698968,0.132222408170759,0.179550632469075,0.18699591288638,0.1822300307588,0.252484861321036,0.204576973170341,0.0528353159472705,0.1449363852351,0.124914484626545,0.20627437577902,0.193787801641326,0.152621578083777,0.0478527189706183,0.0330210626363295,0.178007292798729,0.159743727863327,0.148456561903745,0.0688210182772385
"SW5210",3,325,3,24,2.4,2.1,0.91,5.41,0.333365559191386,0.25322888831343,0.219766629884936,0.317137293731246,0.0965682324960149,0.155579863703639,0.155096893843602,0.192509391719346,0.187713929414237,0.196025228993679,0.263146494669202,0.231675204924774,0.194865092816896,0.269409611712285,0.220299242631868,0.146494237226609,0.208740394024328,0.181542454933897,0.262698706686006,0.236200336322001,0.227287969106418,0.104257772021466,0.102649737396885,0.248873476515606,0.246197897937908,0.188609004319671,0.123300358786554
"EZRA",3,326,3,23,2.36,2,0.93,5.29,0.319979293713622,0.195688359111072,0.214411153909367,0.306805509940654,0.110785618304476,0.161035903275434,0.0954373195263253,0.137429525167226,0.145304036714077,0.157307920134531,0.228843719522873,0.210190348076701,0.177488825988556,0.254528366028756,0.211858892015999,0.0953933451595426,0.185801402490969,0.167048090171507,0.248452506018267,0.215164229515493,0.203681866313972,0.0906884965986735,0.076940201885278,0.222256347091212,0.213517349644064,0.180553996763344,0.0984465404955599
"SEEDWAY_9558",3,327,3,22,1.79,1.66,0.74,4.19,0.291295250607947,0.171863913831538,0.191233357259571,0.29155724975293,0.118482796603959,0.164364904948825,0.0905895908386501,0.119473594494647,0.130957630000527,0.142380530672026,0.205867128291844,0.192968702386136,0.17677740846825,0.226560539386942,0.200278392866601,0.0707649066833786,0.168201918773835,0.148767580722755,0.23463780052006,0.209678696778582,0.193561698644172,0.0724909687925084,0.0548128167390826,0.202045734229667,0.191915238826135,0.167734287386026,0.0899490133500251
"REGEN",3,328,3,21,2.16,1.86,0.85,4.88,0.318543512851357,0.191447207342003,0.191713281737474,0.295609048267277,0.121208078227131,0.165144901301053,0.0862888500873035,0.117348096271454,0.139709468992388,0.157306627165583,0.214835530691949,0.202658772943277,0.18954379820493,0.22901965406782,0.213285744350792,0.0765434774374172,0.174611242064999,0.149494519142277,0.228078889427423,0.210176492422843,0.189425832757766,0.0750638903241203,0.0355037001004938,0.206338295818097,0.20320368289707,0.171235110412631,0.0902745699557966
"HI-GEST_360",3,329,3,20,2.11,1.77,0.75,4.62,0.327584206149449,0.196270057757174,0.200610273379193,0.311378959183522,0.106051898736111,0.165901223098696,0.153789580559961,0.167792708660774,0.179803314038693,0.183196274810403,0.229483220391268,0.21640533641276,0.182409238495331,0.229010254513108,0.213310001619909,0.13839763294998,0.201087637920494,0.157211678337907,0.227438210296656,0.214509554703351,0.189596114530563,0.0730509154835364,0.0904555430257564,0.235472352079943,0.223410644618044,0.177418715107943,0.102424935791129
"SW3407",3,330,3,19,2.17,1.94,0.83,4.94,0.349868065463884,0.216938398721564,0.228563702405454,0.328669012707914,0.114537253462631,0.164431163048622,0.140169042153499,0.172613823604354,0.184105961061101,0.200064459554769,0.259821209934787,0.240656372141726,0.206641837936268,0.243428417931764,0.232852248617355,0.146805939583988,0.21832342909385,0.177845763573249,0.244756145051568,0.223057562817837,0.20670970609516,0.102574990809331,0.0943085692156887,0.240911254010645,0.227076778892779,0.179198465439797,0.10795993774033
"SW4602Z",3,331,3,18,2.08,2.03,0.7,4.8,0.346893177453961,0.215122148184731,0.217770593536412,0.322022794035998,0.105950745290366,0.153941347647814,0.118650442883945,0.140067594331175,0.170826045978304,0.173804374177874,0.242284705982955,0.236929131200829,0.188323367636235,0.23392759783694,0.218323329502745,0.127442273129314,0.209809449737507,0.167795359721974,0.228337124321509,0.20159475738046,0.198832491948958,0.077308728831095,0.0707003031640946,0.23202137695095,0.221246250793735,0.191885650967367,0.115690702221689
"PERSIST_III",3,332,3,17,2.33,2.18,0.83,5.34,0.336935434199929,0.198078997889826,0.216967636792298,0.314849750609198,0.104349164066568,0.158780806371676,0.11593190329354,0.142093254814116,0.162439851254634,0.16492366140495,0.227581884130654,0.212042575381123,0.189762096759613,0.215567416066607,0.212470182402287,0.111419444024953,0.192941330781791,0.157718095624017,0.2270798606546,0.192566180883629,0.18817236087512,0.0838695673693017,0.075163476745357,0.227537746249644,0.215964235607671,0.195309028187508,0.109913240246382
"SW315_LH",3,333,3,16,1.81,1.72,0.63,4.16,0.336275531507786,0.226372780763726,0.238793380791978,0.313079394829422,0.12394756525087,0.17324883182589,0.0800791584330589,0.0939807655547429,0.136207770915411,0.153718249804723,0.219763949956118,0.217137146593367,0.210376218480625,0.233307883239958,0.220202826100703,0.0475397396696342,0.170564061405117,0.139702883465816,0.21160230891535,0.168091089898763,0.190936551856164,0.0785576746319263,0.0383305234394705,0.200618626725301,0.186936190279118,0.190332887061034,0.0930852665529606
"N-R-GEE",3,334,3,15,1.93,1.92,0.61,4.46,0.333964558606797,0.209358937521949,0.213655050007756,0.29699550060776,0.119964542337471,0.16824852287954,0.120125919348707,0.1365957185448,0.154008501560436,0.162696299461955,0.219223409481954,0.202827817683589,0.19759518280469,0.199321577281112,0.198300832472642,0.0805036231284834,0.165685848641819,0.121573805604827,0.184735039146598,0.143611813877984,0.164630807539501,0.0544753541455534,0.0704389352669839,0.210694614251457,0.204063893157242,0.193806292426337,0.10321367130221
"NY2003",3,335,3,14,1.62,1.45,0.52,3.6,0.335835993286344,0.220212265674489,0.244252845343452,0.314566860390227,0.122445014817467,0.16917037929567,0.0629834063716879,0.0727355954546305,0.139489153290719,0.170581559144729,0.225660156508534,0.21706054878683,0.216335051490923,0.236177986714007,0.235141258922342,0.02229425242763,0.152683439851145,0.122499258079864,0.198837324963252,0.174821887470489,0.162129892292008,0.0520355738561738,0.0406067875340741,0.191029874576581,0.166735990811833,0.19763979222502,0.0977185935166103
"LIGHTNING_BOLT",3,336,3,13,2.22,2.26,1,5.48,0.342123166468823,0.209043852752536,0.226353232267022,0.308445867476765,0.0975633645323142,0.164586149820461,0.191314344170702,0.187563275651888,0.192072071329129,0.202099582106836,0.2399128012724,0.216487614157413,0.205779114507543,0.221022251729612,0.221315987611381,0.147389174232745,0.215228769204795,0.178445648256132,0.256731401210973,0.218452774035625,0.212159809153222,0.0868081985751241,0.110191192658055,0.245580333134804,0.245634933450639,0.233115201424802,0.147916632073108
"PLUSS_III",3,337,3,12,1.95,2.04,0.9,4.89,0.344310078962342,0.20352959687845,0.225325144705788,0.31433690922207,0.0937788393533932,0.161939061679862,0.196973868244316,0.187438329192597,0.202106537303069,0.208203492884919,0.252550912161493,0.233326834304213,0.218921034094589,0.237584111346685,0.239909307254931,0.168392441220562,0.233540191522078,0.203698839441955,0.259460103277632,0.204972442515611,0.221870017364027,0.100025782820779,0.108554984298029,0.250404747280403,0.258204027152103,0.230755015716788,0.152107155681314
"NY1517",3,338,3,11,2,1.65,0.78,4.43,0.333377362963762,0.204662831283737,0.217422404458531,0.306972823977979,0.105759887042941,0.155247518501526,0.0883837942572984,0.0862315106101564,0.140038408019363,0.182322869356188,0.218536324958805,0.217824344909241,0.229652080640892,0.226446520962221,0.231774418881365,0.059619443695412,0.183599793268981,0.167822992883153,0.235878777899327,0.191545748166551,0.219449133801635,0.0913747808456843,0.0313394575828885,0.187396244545556,0.198881152942525,0.206629511573248,0.117437887714638
"NY1614",3,339,3,10,1.91,1.8,0.69,4.4,0.322356091670229,0.19297910335681,0.203076369130284,0.298453819918404,0.10128649914251,0.1491702497106,0.100468747820465,0.0976769673244982,0.139118208697615,0.175470153873783,0.210450443376478,0.204539932344164,0.212703555826102,0.215141668756052,0.214001198392071,0.0706069518779042,0.160061254323039,0.145740971523777,0.216554934314523,0.188256043233437,0.200803874720557,0.0649949817553282,0.0486483489233712,0.183168145178836,0.197943118378789,0.186363981252621,0.11848380075796
"NY0465",3,340,3,9,2.06,1.87,0.97,4.9,0.341392462712057,0.203509605337414,0.205491006979576,0.319577296673327,0.10773556414493,0.159734030061815,0.0980290686021199,0.103111299764976,0.136789396392159,0.177492632637891,0.212101930896472,0.216584813808835,0.206108041084959,0.234182114553068,0.218145544640699,0.0893824889606913,0.181873444162841,0.16264656393739,0.230138556586185,0.186519643043015,0.198296650536837,0.0811467102593112,0.0552279259007195,0.180089333954983,0.213620197899299,0.193744308037218,0.119464259951965
"ALGONQUIN",3,341,3,8,1.88,1.89,0.73,4.5,0.337460795832039,0.206734409971119,0.205512402400664,0.316132916671006,0.106363340611428,0.157220231914085,0.0794857089540634,0.082472824157736,0.121364976947086,0.16625649209749,0.202056959061325,0.207557104694148,0.20399498130345,0.244685320527386,0.219406779974205,0.0816308126454159,0.168845201815716,0.149749659491253,0.213108072098203,0.179694999712231,0.183571293463869,0.0641684557500054,0.0412338759478073,0.162551253765326,0.168176185217589,0.174485536081731,0.0948999139343124
"FSG_415BR",3,342,3,7,2.05,2.12,1.01,5.19,0.35425836811473,0.210130037484662,0.207837092185641,0.339742767812873,0.100665835091776,0.150221127588312,0.0977060219302865,0.10984752057366,0.13907187077828,0.18963630743828,0.225888604854092,0.227476448073726,0.204921867937067,0.241962518481361,0.223382398310592,0.123201983210322,0.198507987406548,0.17760536880214,0.240032840663041,0.198587114669646,0.206086614026759,0.0922917012332207,0.0853827741330092,0.196767460788168,0.216463218023353,0.185051498189081,0.118653565461526
"LANDER",3,343,3,6,1.57,1.81,0.88,4.26,0.338732779600144,0.185044062073325,0.190777281462543,0.329770351100694,0.107579657433634,0.152736290585201,0.0888336648249994,0.0870416687086525,0.115116748993155,0.167305692001273,0.209722678461346,0.217175257579815,0.216941860476789,0.253850287432663,0.236679930652406,0.116237470775292,0.191272314155196,0.181006887948425,0.23338551009857,0.19762435822362,0.202380166528184,0.0909925021849461,0.0724601645163213,0.188315637463037,0.214511970229405,0.179107904513845,0.118549179524583
"ONEIDA_VR",3,344,3,5,1.71,1.76,0.89,4.37,0.347819362295637,0.190922242840857,0.186543802953421,0.329438599101537,0.100411093865983,0.140840082778839,0.0922663962048878,0.0805649305743778,0.110950329120957,0.166810964250115,0.204641532606174,0.216587111657288,0.228993900214923,0.249327192508569,0.231536195457387,0.0949785534718898,0.182814946863554,0.180664095135664,0.231493853297651,0.204491439062081,0.215631386727285,0.108343417263808,0.0465471120200741,0.19122785861604,0.207989989964848,0.186650082064517,0.130068248510063
"WL_358LH",3,345,3,4,1.94,1.7,0.7,4.34,0.380750480155316,0.223055387243515,0.219875750513194,0.363397946358417,0.103812566150546,0.134044823538132,0.144003044154721,0.110199997660568,0.143145359862156,0.191400774984891,0.234229024745015,0.252462611633059,0.256387875737571,0.268649311302726,0.248394595928936,0.157994743442061,0.21210011710452,0.203744141662113,0.230616531062765,0.207559076159056,0.205590277460972,0.0990622667000187,0.121948648434392,0.236061121821857,0.230961777128342,0.188881254286858,0.128345381914537
