"Germplasm","Rep","Row","Range","Plot","yld1","yld2","yld3","tot23","sca_yld1","sca_yld2","sca_yld3","GNDVI_125","NDVI_125","GNDVI_142","NDVI_142","GNDVI_145","NDVI_145","GNDVI_150","NDVI_150","GNDVI_152","NDVI_152","GNDVI_156","NDVI_156","GNDVI_164","NDVI_164","GNDVI_166","NDVI_166","GNDVI_172","NDVI_172","GNDVI_178","NDVI_178","GNDVI_184","NDVI_184","GNDVI_187","NDVI_187","GNDVI_193","NDVI_193","GNDVI_198","NDVI_198","GNDVI_213","NDVI_213","GNDVI_223","NDVI_223","GNDVI_228","NDVI_228"
"WL_358LH","2","2","19","216",2.26,1.57,1.02,4.84,0.2032156022255,0.273592317802574,0.185377299548557,0.178869049316596,0.479152326,0.270753380880155,0.602837936,0.28737841447953,0.573473304,0.23496156707689,0.515565899,0.254519750106359,0.458864049,0.234677936705412,0.452059243,-0.00935035329368295,0.366103226,-0.0491568283190571,0.43374367,0.0727755702879657,0.35448154,0.199117708973066,0.469117573,0.233512409924742,0.4557156,0.216927974863718,0.455786708,0.26231852761481,0.511426872,0.222011100757126,0.450331083,0.128619124261799,0.360466098,0.212291030872578,0.395941407,0.190143982227719,0.483342045
"SW4412Y","2","2","20","217",2.61,1.9,1.17,5.68,0.234687045048034,0.331098983327955,0.212638667129227,0.188641960377763,0.485276011,0.272103248173166,0.602462671,0.291235122016213,0.572205101,0.238324244310083,0.521897528,0.252596903645765,0.463597903,0.231009131212015,0.450093995,-0.0155100215097391,0.405466703,-0.056336560422803,0.43047976,0.0978054927891121,0.392083849,0.211562635981528,0.48932284,0.235413187545788,0.454603301,0.231849458201267,0.465933946,0.274083795999686,0.511500503,0.231847780123437,0.440470414,0.131780525449741,0.373386037,0.232056229197004,0.408431441,0.199251632349934,0.487433789
"GUARDSMAN_II","2","2","21","218",2.71,1.84,1.14,5.68,0.243678885854472,0.320643225959704,0.207186393613093,0.176060082698674,0.478289558,0.24559493083955,0.604394773,0.28164871798644,0.573462709,0.229374164901139,0.520802344,0.241851262901266,0.457935394,0.201417829211493,0.425779981,-0.0170018777808536,0.407900569,-0.0620249244985169,0.456878857,0.0730837451797528,0.378684277,0.185637111456964,0.472754139,0.214788586133628,0.442321818,0.205901195550768,0.448084105,0.245477739127266,0.489067656,0.225716557853539,0.418876253,0.0960964359160695,0.344180611,0.204683890517959,0.393333858,0.181176673963275,0.480750656
"SW315_LH","2","2","22","219",2.52,1.56,0.96,5.04,0.226594388322239,0.271849691574532,0.174472752516288,0.184105908090941,0.459301752,0.247934554258922,0.607865785,0.301700391826557,0.577825187,0.240117000965306,0.523538706,0.25433892604884,0.463270293,0.211090643624561,0.428562334,-0.0142771917288207,0.3784842,-0.0673730171203814,0.456652119,0.0360608683344926,0.37614363,0.154703069334267,0.431017148,0.202737799109808,0.423115405,0.202918194300988,0.438152824,0.240297924844454,0.481049186,0.250192240135122,0.450685403,0.0617427729279542,0.32703722,0.187842357814967,0.36182071,0.16416931498115,0.472033559
"SEEDWAY_9558","2","2","23","220",2.46,1.57,0.86,4.89,0.221199283838377,0.273592317802574,0.156298507462508,0.158774756688804,0.462029215,0.216489132308714,0.600431042,0.269669970640063,0.570398559,0.222363079636093,0.52748411,0.238168748725775,0.476604669,0.182695143296258,0.421355559,-0.0149925371749622,0.401426596,-0.0679072335218801,0.468300285,0.0640945310812647,0.378904841,0.166606260630871,0.44997599,0.204657104196961,0.438966245,0.207378273543307,0.458222845,0.235169144940728,0.493069648,0.255088667127601,0.454378215,0.0750026158778084,0.33350005,0.180481003194,0.371620506,0.149931755405043,0.47539872
"LIGHTNING_BOLT","2","2","24","221",2.43,1.77,1.07,5.27,0.218501731596445,0.308444842363411,0.194464422075447,0.168262893204819,0.468790705,0.234730108489863,0.602373434,0.281032074742503,0.574380577,0.225457345148907,0.526558335,0.240869380404099,0.470932568,0.180661655364993,0.409369555,-0.00714062705718799,0.379749844,-0.043925526584912,0.427878978,0.107696638695331,0.388522854,0.202629588793757,0.482272465,0.217764117797734,0.446802944,0.220528980160561,0.452929206,0.246513456937213,0.485136346,0.249681462569228,0.449388962,0.103160178370372,0.349499216,0.208607802138844,0.398518402,0.171340546720246,0.484487675
"PERSIST_III","2","2","25","222",2.49,1.51,0.96,4.97,0.223896836080308,0.263136560434322,0.174472752516288,0.169528405561355,0.449926238,0.24609552362533,0.611759968,0.287743499219498,0.589380202,0.240038652912581,0.538282623,0.251926065495942,0.480074779,0.191309707513319,0.417399986,-0.0102067247305509,0.392314608,-0.0473865878440504,0.465023087,0.0706733091968929,0.387315315,0.176173278596306,0.459189454,0.210857530036387,0.446911241,0.219192111679688,0.452523476,0.241611244862727,0.490743993,0.26042596968373,0.462219222,0.0928293650484639,0.355385291,0.198936040581622,0.382327087,0.159330706621723,0.475389572
"EZRA","2","2","26","223",2.81,1.59,0.96,5.36,0.25267072666091,0.277077570258657,0.174472752516288,0.171382881334538,0.452247601,0.262344754177943,0.608381757,0.294306060146266,0.59049706,0.238195168419199,0.533280266,0.251162811172251,0.477284466,0.187328111943972,0.410548262,-0.00526558149199316,0.387301843,-0.0425512434229059,0.456374718,0.0747150737916276,0.377083146,0.179625041992617,0.460439435,0.215609485223419,0.44742453,0.223651366989536,0.463102301,0.249275372050453,0.497783897,0.267266878727687,0.464163689,0.101636656539846,0.343953447,0.205412997536438,0.394549377,0.158494082212544,0.487338759
"AMERISTAND_427_TQ","2","2","27","224",2.53,1.67,1.04,5.25,0.227493572402883,0.291018580082992,0.189012148559313,0.175853938688999,0.462050074,0.276411869972833,0.613117191,0.297373840214603,0.592691798,0.24886005752214,0.542414403,0.260902878255761,0.482792922,0.21469835725757,0.451679431,0.00978935289733859,0.377109991,-0.0170141698511961,0.415345387,0.137797459355626,0.430198862,0.231293353892443,0.506545433,0.239310972285604,0.46514266,0.244670941244832,0.47360758,0.268178914129173,0.497647208,0.261125263121189,0.448398765,0.147910435133456,0.40995336,0.244422762597366,0.433224987,0.18365065256406,0.494780051
"REGEN","2","2","28","225",2.67,1.59,1.01,5.27,0.240082149531897,0.277077570258657,0.183559875043178,0.172468375121594,0.452696224,0.279801044325214,0.609031903,0.29557720471995,0.589468768,0.24675872173109,0.534183758,0.258391324388112,0.477034912,0.214523304973575,0.442109808,-0.00376727029903942,0.395799545,-0.0357252821900655,0.452204719,0.0831954412878324,0.390947291,0.192858322150466,0.476552399,0.22451406791654,0.465880542,0.226544452065078,0.472167995,0.251223111729345,0.501375968,0.277806830843073,0.472063181,0.10581033508844,0.352371008,0.211320663974706,0.395714904,0.164321432429945,0.496011058
"REBOUND_6XT","2","2","29","226",2.05,1.47,1.07,4.59,0.18433273653198,0.256166055522155,0.194464422075447,0.185690009237442,0.456367044,0.278292968528119,0.612292939,0.292935530657679,0.578378668,0.245190245184193,0.532312223,0.258235238823232,0.468405548,0.222432716527232,0.44657647,0.0145289655626343,0.350331035,0.00967041761908233,0.38662054,0.160168074932434,0.449032241,0.244351167119352,0.514005602,0.25201784171821,0.471942384,0.257308155612915,0.480214324,0.280289407647066,0.497346927,0.283715089134962,0.461214234,0.173404925496714,0.442884147,0.242237373150136,0.422603716,0.189430042458792,0.487037247
"SW4107","2","2","30","227",2.5,1.8,1.11,5.42,0.224796020160952,0.313672721047537,0.201734120096959,0.168852271753623,0.473098897,0.277304557681202,0.612859297,0.29708919001688,0.589091101,0.251489721066219,0.531094022,0.2658947140751,0.479465588,0.235523347280063,0.460555092,0.000678024160217389,0.379985214,-0.00790380533858451,0.425097565,0.147641659737437,0.427493702,0.235493799838981,0.51219095,0.249938158416514,0.478829415,0.250790759745586,0.477437454,0.277433540813265,0.500143686,0.27952795534715,0.456351363,0.162522349982285,0.429943268,0.237767670599892,0.421883839,0.188126434449691,0.499548427
"FSG_421LH","2","2","31","228",2.04,1.44,0.93,4.41,0.183433552451337,0.250938176838029,0.169020479000154,0.190527572007507,0.415505355,0.296115875581979,0.626278217,0.314078288822653,0.588634166,0.261028733556565,0.530309558,0.278686369672332,0.467005435,0.258844601027408,0.456059392,-0.0113359742349038,0.369295033,-0.0292303481418445,0.443399747,0.0753754333702545,0.386787322,0.198496593583136,0.451428127,0.239681035628101,0.456687022,0.239358301093461,0.450961718,0.281075971750458,0.498792247,0.295278932535697,0.471702687,0.1162469065414,0.358332432,0.207924115882041,0.377044319,0.175764422357047,0.485592214
"55V50","2","2","32","229",2.68,1.69,1.03,5.41,0.24098133361254,0.294503832539076,0.187194724053935,0.188419843210632,0.45672093,0.289662594779307,0.620826875,0.305725014163467,0.588705019,0.256178970770895,0.530287732,0.264672116899401,0.471229589,0.234815153188104,0.456668752,-0.0162482568150807,0.385808167,-0.0256278093334296,0.440730151,0.119188539870227,0.410101939,0.214596622036318,0.480062544,0.238388248716999,0.462372952,0.23817037785309,0.458910986,0.261468576642784,0.492472405,0.267153744193726,0.448269281,0.129490305037822,0.368955965,0.202737981543277,0.388125291,0.171450578481695,0.490227877
"ONEIDA_ULTRA","2","2","33","230",2.37,1.4,0.96,4.73,0.213106627112582,0.243967671925862,0.174472752516288,0.16633325917281,0.454355126,0.264561682141534,0.606037144,0.281596447248944,0.578549557,0.234767353235358,0.525739614,0.241708432668598,0.468362245,0.212321317602397,0.455315984,-0.00735526115081879,0.38123234,-0.0334325038601158,0.440362251,0.0830126565816457,0.404440376,0.185065109355628,0.473929424,0.213427433679161,0.460705656,0.213137617956808,0.457355335,0.234355114080522,0.497433044,0.268109224063992,0.470025127,0.102268613604234,0.346690719,0.173929141702966,0.373330114,0.142073398188773,0.493270549
"N-R-GEE","2","2","34","231",2.55,1.57,1.05,5.18,0.229291940564171,0.273592317802574,0.190829573064691,0.169203840501564,0.457187994,0.270191245313043,0.603347516,0.2862129628129,0.577841351,0.248077334650725,0.52628067,0.256818151734161,0.481470023,0.227396007844644,0.47223066,-0.0166488429363318,0.399505937,-0.052332798877981,0.440919513,0.100759779424987,0.409349911,0.197703065676272,0.482433862,0.222754332476721,0.46057087,0.226945580889953,0.464123991,0.248003327252408,0.493535658,0.281960081165583,0.465079884,0.126553531646879,0.384253577,0.190869667340426,0.392584845,0.160472068800579,0.511709965
"FSG_415BR","2","2","35","232",2.87,1.68,1.04,5.59,0.258065831144773,0.292761206311034,0.189012148559313,0.177041785832593,0.452979998,0.285380233538865,0.614849944,0.298159955273676,0.591274808,0.254677412761535,0.53219314,0.256981301294404,0.478868919,0.230912638322322,0.472304632,-0.0125081687312957,0.380617594,-0.0642557582941526,0.422957072,0.093624483365239,0.410361056,0.20161742035276,0.482156863,0.220256584164212,0.45836324,0.231188536789871,0.446073566,0.236577752327748,0.493358996,0.275638159129253,0.464504139,0.125585381890601,0.378144395,0.193568386293781,0.401630341,0.165022143873624,0.507481879
"NY2003","2","2","36","233",NA,1.18,0.74,NA,NA,0.205629894908941,0.134489413397972,0.167421571647767,0.413770106,0.295248687874467,0.612759402,0.304753068563929,0.578944869,0.267905807112608,0.531113809,0.272090868002721,0.471702022,0.240737740136648,0.470863733,-0.0130745521671497,0.375663333,-0.0909195818242575,0.444500474,0.0462256042112675,0.396754039,0.154667683219718,0.434030056,0.215230191730502,0.435617273,0.234766774990121,0.417963801,0.228586688442238,0.467087203,0.292385813642752,0.471998857,0.0956666725135631,0.337035778,0.174516609151282,0.337812044,0.165012327821578,0.463343323
"NY0651","2","2","37","234",NA,1.91,1.18,NA,NA,0.332841609555997,0.214456091634605,0.176050413731505,0.462257944,0.29105510896655,0.618384239,0.300622806791389,0.593612788,0.263255947962418,0.540224927,0.263554909574577,0.485307595,0.228268231452119,0.467053863,-0.00874885395873019,0.393496306,-0.0803403837070277,0.425909515,0.116850673531816,0.421555994,0.210378282889621,0.49890119,0.227532657562188,0.469488126,0.236669968423508,0.445623788,0.208353574024492,0.474532786,0.268665316393177,0.444003159,0.139756296694978,0.400088533,0.197201889702741,0.417418598,0.163817196785323,0.503218364
"NY1517","2","2","38","235",2.54,1.4,1.05,4.99,0.228392756483527,0.243967671925862,0.190829573064691,0.176481807020492,0.455467193,0.301520373631648,0.616118047,0.305822326235924,0.589225087,0.258387331569515,0.528948839,0.256136925777957,0.473334725,0.228028683051455,0.463120452,-0.0133558227172748,0.400982307,-0.0915658771300795,0.462791429,0.0685666374008876,0.409042599,0.185429848428673,0.466512976,0.222670797261502,0.4473455,0.216633126938412,0.431055328,0.198540260405185,0.452603155,0.301069518116948,0.481659985,0.106023899060548,0.35723291,0.187346175981875,0.392603806,0.165930250436183,0.482585262
"SW3407","2","2","39","236",2.64,1.8,1.33,5.76,0.237384597289965,0.313672721047537,0.241717459215275,0.197411945019511,0.479227267,0.319833235086903,0.624118259,0.317196743450827,0.588394599,0.271744535123113,0.54000045,0.278458328390764,0.475892179,0.249330859748461,0.457321959,-0.00807561416082007,0.372581181,-0.0639468866275285,0.389155914,0.14772893561136,0.428601971,0.252658110649729,0.506241904,0.252798233092948,0.465530217,0.24794467490314,0.453598258,0.218983359360519,0.449041431,0.294537967383228,0.469902106,0.168381333471831,0.425881758,0.220817488568209,0.421684819,0.195250173636386,0.508378491
"ALFABAR","2","2","40","237",2.59,1.61,1.04,5.24,0.232888676886746,0.280562822714741,0.189012148559313,0.168795459076702,0.46155785,0.287532454278881,0.609548825,0.294433735287017,0.581313905,0.263874534930353,0.543771811,0.267608307419452,0.488628817,0.230001007289984,0.463645713,-0.0204351221450609,0.410824363,-0.0835176781210553,0.446023465,0.101190405571311,0.414944139,0.214722040354361,0.496788197,0.229851072096636,0.469392298,0.223763876199967,0.451976825,0.185866945628195,0.440375093,0.282885809984273,0.459890005,0.134226188968008,0.385969151,0.184457900479199,0.391837315,0.163362378288663,0.488868658
"SW5210","2","2","41","238",2.74,1.82,1.1,5.66,0.246376438096403,0.31715797350362,0.199916695591581,0.209087319264698,0.47488875,0.32135917011653,0.621339295,0.318920366018619,0.585779773,0.281431608092282,0.541920216,0.283284565800642,0.481212817,0.253771604411236,0.468130655,-0.0235183007626707,0.402798211,-0.0795053895648892,0.43822976,0.136994339653217,0.428809986,0.253212091662456,0.505511093,0.255573113457484,0.469640849,0.247092660044235,0.457291891,0.220685096193435,0.455567138,0.294359139205414,0.46188337,0.158482298199735,0.410762115,0.219245696010524,0.419949058,0.191931083616039,0.50200449
"SEEDWAY_9558_SBR","2","2","42","239",2.66,1.61,1.07,5.34,0.239182965451253,0.280562822714741,0.194464422075447,0.18011529232527,0.453758654,0.304417929614889,0.602009459,0.305440777476707,0.576934372,0.264989875477174,0.533504921,0.259799781861508,0.473996609,0.21781702170894,0.432769759,-0.0344561740833918,0.413878794,-0.0931490807528338,0.452783759,0.101021768888703,0.42258367,0.223055475006089,0.495421576,0.236884677108996,0.464589537,0.221587133491995,0.455273439,0.209331533078778,0.457777528,0.293910879018935,0.467504554,0.128309993652039,0.376398043,0.195106228218702,0.406779546,0.169787972021707,0.49908306
"WL_349HQ","2","2","43","240",2.66,2.01,1.32,5.99,0.239182965451253,0.350267871836416,0.239900034709897,0.186340241986964,0.474759103,0.309153918078467,0.613403704,0.312444236091098,0.580904164,0.265353904115505,0.538139204,0.266523027971211,0.473134212,0.21836488027134,0.437688859,-0.0233858592597689,0.364972823,-0.0542128381599974,0.353802314,0.184039771714674,0.479129718,0.269302948217068,0.515763639,0.258895882322015,0.475529297,0.245544901127852,0.468953291,0.216757569280474,0.452791788,0.276209306733433,0.44451968,0.184178111207744,0.463661183,0.228184652466111,0.426283447,0.186388682416972,0.487084146
"ALGONQUIN","2","2","44","241",2.59,1.38,0.78,4.75,0.232888676886746,0.240482419469778,0.141759111419484,0.191703669754544,0.443104662,0.317347062897214,0.61874722,0.322156645681422,0.589696785,0.261431336736807,0.547777928,0.266750447636323,0.486561966,0.230097911686575,0.466953967,-0.0724625348839265,0.442631893,-0.127396722967875,0.494543327,0.0770040409060337,0.408711698,0.193397282682367,0.473373349,0.220110670540162,0.472173653,0.210241066193488,0.464194498,0.223527416125414,0.494584394,0.299945910469955,0.483218556,0.104115395783615,0.358570659,0.175076790516568,0.357475517,0.155676180762588,0.448064045
"PLUSS_III","2","2","45","242",2.53,1.83,1.05,5.4,0.227493572402883,0.318900599731662,0.190829573064691,0.196217160606048,0.478613454,0.306523444420052,0.609288622,0.31103040815727,0.585151312,0.270538162386342,0.53742093,0.272613539843667,0.480001565,0.241315995356843,0.476418457,-0.0735071772383206,0.410901397,-0.110408171301415,0.416294278,0.150995789499912,0.445147072,0.250893142411982,0.511318157,0.250311822684124,0.471658773,0.247446718358949,0.477000168,0.26050218580805,0.497921016,0.300870942415343,0.461790269,0.156306329696042,0.425862191,0.229222703814109,0.429862465,0.183973924135469,0.467280138
"SW4602Z","2","2","46","243",2.43,1.75,1.18,5.36,0.218501731596445,0.304959589907327,0.214456091634605,0.206985564039584,0.454520697,0.317592335340961,0.616641507,0.332465384760264,0.583078744,0.27423540566673,0.54004207,0.282068199827278,0.477658537,0.243405292678989,0.447049661,-0.0826760730083902,0.439496105,-0.134793132882641,0.473313567,0.107783302993741,0.401403068,0.233326287474795,0.486032191,0.246592025493664,0.470929676,0.245302758654051,0.463662847,0.268374551917362,0.499609561,0.303713943396986,0.461441975,0.139877169952952,0.383684732,0.24403648737255,0.445883586,0.187350353845752,0.472459431
"NY0465","2","2","47","244",3.07,1.89,1.18,6.14,0.276049512757649,0.329356357099913,0.214456091634605,0.186346747245028,0.473555631,0.305053133586658,0.621193453,0.325322622807663,0.590727758,0.263626512975366,0.542343797,0.263510951744067,0.48507804,0.212454301762836,0.44970509,-0.114325653779476,0.472419454,-0.163326332522172,0.516664611,0.0791350226367727,0.401286741,0.203415894491012,0.485910364,0.220958833659715,0.471721359,0.218054633810402,0.466596998,0.236985743267756,0.51575709,0.271343032499942,0.463948467,0.0966736776744862,0.35890598,0.218960115985309,0.460592288,0.154426380915004,0.464048996
"VERNAL","2","2","48","245",3.35,1.63,0.91,5.89,0.301226667015675,0.284048075170825,0.165385629989398,0.178784770672886,0.479867984,0.276922223186871,0.603488518,0.302917967951549,0.573078893,0.246239986352209,0.531881933,0.251806379902742,0.482936906,0.20279264838202,0.449720542,-0.145865740500901,0.501239293,-0.190366284962415,0.54177017,0.0456600904947183,0.377396111,0.17335138409291,0.46192803,0.193424969291994,0.460453223,0.200342359770636,0.468394982,0.207696728745851,0.531438954,0.281495805867901,0.4759939,0.0758441962514778,0.336228511,0.1851480772927,0.417683618,0.13883185548058,0.437949685
"NY1615","2","2","49","246",3.65,2.07,1.38,7.1,0.32820218943499,0.360723629204667,0.250804581742165,0.201484761502764,0.508360711,0.293387391956939,0.590421685,0.320282408845653,0.568506282,0.264057266619764,0.533776426,0.267306306611382,0.483400026,0.202081610941498,0.441916928,-0.151109944048723,0.486510821,-0.181330939331227,0.51992189,0.0817743862157275,0.40358262,0.222342977575711,0.503164377,0.212349727076141,0.483563222,0.236047944016067,0.517616406,0.256179028168794,0.542390874,0.301615348283061,0.475309804,0.119828238887634,0.384338327,0.240498821451435,0.476048795,0.181511902451174,0.462768185
"NY1614","2","2","50","247",3.42,1.88,1.23,6.53,0.307520955580182,0.327613730871872,0.223543214161495,0.199559293812445,0.502194439,0.284882765689675,0.596758966,0.318449457969516,0.573469114,0.256886897022204,0.536416197,0.25119038427771,0.472253902,0.209474199238078,0.465297972,-0.160150739741896,0.495661556,-0.192880441683474,0.52890623,0.0523553648952158,0.389820771,0.215741308785316,0.510978762,0.200853117901858,0.494723368,0.239742419299173,0.557285906,0.243562281484495,0.565565312,0.297748363501984,0.488695861,0.110419808722085,0.381201003,0.222202943306704,0.47761934,0.167149318055891,0.457597168
"HI-GEST_360","2","2","51","248",3.18,1.89,1.19,6.27,0.285940537644731,0.329356357099913,0.216273516139983,0.222080735444678,0.520583444,0.2909135209772,0.587838072,0.330251241917944,0.579147939,0.27870671360925,0.541285403,0.275969372515749,0.466456763,0.259887342839596,0.48799272,-0.154609823045562,0.462318881,-0.174836992716497,0.46451406,0.10845112407521,0.428648756,0.273384562446044,0.546526166,0.219234217139557,0.5071675,0.27773314460556,0.591944863,0.273224953214348,0.592077258,0.344799561357303,0.54179114,0.146125965689778,0.411163747,0.258742381507845,0.516266017,0.200535903591487,0.467437099
"VERNAL","3","3","16","313",2.42,1.52,0.95,4.89,0.217602547515801,0.264879186662364,0.17265532801091,0.117733452045658,0.413789807,0.254580381860525,0.63995412,0.287532910036713,0.590433193,0.230823373253484,0.555348834,0.22652278792887,0.491052563,0.221070551713566,0.460005653,-0.0396083682618399,0.501213564,-0.0925376803849325,0.48518473,0.00999102278077655,0.360456456,0.119353025221664,0.405935263,0.178009098149969,0.434804554,0.190810570143543,0.454096571,0.157035970615757,0.542541105,0.31156729025562,0.63046841,0.0756158282179696,0.336716647,0.135660339582049,0.331747516,0.155405820276904,0.49224224
"ALGONQUIN","3","3","17","314",2.56,1.68,0.77,5.01,0.230191124644815,0.292761206311034,0.139941686914106,0.136711382441406,0.412543457,0.269412801420048,0.641302222,0.294081357803634,0.595415755,0.250122024490276,0.571719434,0.243725808313363,0.502989609,0.238208395007798,0.48434532,-0.040563569377087,0.49464525,-0.0889215107853234,0.473086789,0.0177372414977197,0.342137539,0.143282140899164,0.440192225,0.190039042586849,0.445224457,0.200517050270253,0.470377838,0.180017566010135,0.533793394,0.315202135959536,0.61732287,0.0654166411845723,0.356341769,0.124276338552099,0.311353151,0.157619425326165,0.473547852
"REGEN","3","3","18","315",2.76,1.94,1.32,6.01,0.248174806257691,0.338069488240123,0.239900034709897,0.138577423039405,0.431081872,0.273254256114709,0.638079452,0.294169614593006,0.593029218,0.257793524284712,0.562030802,0.244845175055651,0.49310412,0.237281965719298,0.461326923,-0.035508044894748,0.488390435,-0.0850604393787449,0.475955431,0.0361704238201771,0.341141467,0.162429721945301,0.44719221,0.204128446566231,0.439896383,0.216870347515521,0.469144629,0.206571137478386,0.510982921,0.320003302149607,0.570433373,0.086532672796937,0.35288452,0.129304561270628,0.331383165,0.167785487085357,0.485304427
"WL_349HQ","3","3","19","316",2.46,1.84,1.27,5.58,0.221199283838377,0.320643225959704,0.230812912183007,0.149304071851307,0.444338989,0.266008467050462,0.630268526,0.291278452813577,0.580959912,0.257121384172205,0.560476598,0.244969470663847,0.488157558,0.249996136262335,0.471368294,-0.00894576512405218,0.411539833,-0.0392521111358729,0.381314047,0.118454767141968,0.406834963,0.221391084319053,0.487168201,0.230441339168659,0.449175436,0.246190855561258,0.475452949,0.212323913148595,0.468015566,0.315334140098531,0.507891939,0.148029118655922,0.436207571,0.118648092046621,0.31232178,0.185007962365981,0.457504675
"WL_349HQ","3","3","20","317",2.33,1.77,1.19,5.29,0.209509890790007,0.308444842363411,0.216273516139983,0.149693707014916,0.443931791,0.25765520953076,0.631943738,0.285035337795887,0.582935804,0.249149022328722,0.556495473,0.247128047697427,0.491799487,0.251806111604431,0.476125571,0.00212732130625489,0.391217745,-0.033793617559741,0.389597881,0.127555760351258,0.4046649,0.220230036099239,0.482676478,0.233735763963238,0.451385791,0.247991349812017,0.47830186,0.195752755354869,0.426024973,0.299464513951829,0.43902077,0.150006064445588,0.432597467,0.0827216079944651,0.288888714,0.180682194610377,0.429870017
"SW3407","3","3","21","318",2.42,1.92,1.38,5.71,0.217602547515801,0.334584235784039,0.250804581742165,0.187228980505605,0.473062248,0.288982155354972,0.647374799,0.303989480876517,0.585370048,0.273041785816565,0.564163669,0.264419648526239,0.495379157,0.263814899382035,0.469247398,-0.00551576067850419,0.399493532,-0.0485497892754349,0.418016603,0.112388127267668,0.376767356,0.218833449812338,0.480311532,0.241582867443564,0.457794606,0.25563754383115,0.482473737,0.219984972049963,0.448098073,0.316400477296499,0.474407779,0.150089899480697,0.420217209,0.108391192456341,0.304418271,0.190570530861512,0.449909105
"N-R-GEE","3","3","22","319",2.38,1.7,1.2,5.28,0.214005811193226,0.296246458767118,0.218090940645361,0.171119466102844,0.471874131,0.258461914929426,0.621499022,0.28219764106033,0.575958581,0.248424152648253,0.556865149,0.235419933799082,0.485406846,0.23768482130017,0.471714912,-0.0267999495794043,0.443201272,-0.0778349730328222,0.468999518,0.0511815734013729,0.360708002,0.163936990126041,0.451669557,0.210239750980708,0.448601986,0.221068122792444,0.467473729,0.186833669341925,0.425903708,0.289828380840167,0.456470298,0.119653935773827,0.386284694,0.130696546501902,0.340708393,0.149486981693715,0.442907693
"NY0651","3","3","23","320",2.39,1.79,1.25,5.43,0.21490499527387,0.311930094819495,0.227178063172251,0.182216511260062,0.461707207,0.262176276808595,0.639176966,0.287112677270738,0.587392336,0.245619797277353,0.561326722,0.228691810921186,0.483790966,0.246944555876743,0.478625184,-0.0238894755104018,0.433371927,-0.0740983031315836,0.456099473,0.0436330060532535,0.36314325,0.157899554627407,0.443294651,0.20116022129605,0.441465471,0.213585245383116,0.465917073,0.191039488170655,0.431590404,0.30791572063197,0.480970892,0.100019415724938,0.375129758,0.163774963126684,0.375759323,0.13078981773185,0.43453472
"SW4107","3","3","24","321",2.35,1.77,1.24,5.36,0.211308258951295,0.308444842363411,0.225360638666873,0.189523731793867,0.481319387,0.265436498538998,0.635385404,0.29999732848151,0.583927077,0.247593586848586,0.555212868,0.231402998832518,0.474622842,0.252013990615066,0.469965959,-0.00810422393318927,0.401126268,-0.0563909968919153,0.425946237,0.0972403822422589,0.360759529,0.183958018005961,0.464949387,0.211481994865537,0.44230694,0.225981223629874,0.453833126,0.195078893702661,0.419638486,0.284098676727826,0.456739417,0.123766507801176,0.399518364,0.224558977313936,0.426614367,0.146773151592752,0.45612295
"HI-GEST_360","3","3","25","322",2.22,1.53,1.01,4.75,0.199618865902925,0.266621812890406,0.183559875043178,0.187817479521673,0.471946849,0.251649314550805,0.629525644,0.290078821517146,0.583096069,0.239466960900298,0.560395905,0.23008409594821,0.484775271,0.249083162259674,0.473721351,-0.0188291784733632,0.426491493,-0.0671480097528171,0.44015147,0.0734217480514518,0.342550037,0.178822331700234,0.459303425,0.203365822399897,0.440853578,0.218608561751624,0.462057273,0.194935708623728,0.427870954,0.294801104870341,0.464417284,0.110974653822321,0.375584597,0.22396036240695,0.430790459,0.146918153224909,0.455429619
"LIGHTNING_BOLT","3","3","26","323",2.35,1.72,1.13,5.2,0.211308258951295,0.299731711223202,0.205368969107715,0.181166071721435,0.478153314,0.246168098392038,0.631226415,0.286459973743838,0.586989513,0.238610666571514,0.560971678,0.229900504407271,0.483077816,0.238807090430073,0.47048372,-0.0128507975574603,0.43457594,-0.0575753324548366,0.420100727,0.0858926844215909,0.367380376,0.181329154460244,0.463128511,0.209538172830923,0.446542694,0.21942564473502,0.463857541,0.202214951423647,0.432780801,0.28087336482248,0.459232389,0.110302555872066,0.386663554,0.228186146707001,0.431881921,0.169901052339904,0.481938305
"WL_358LH","3","3","27","324",2.16,1.52,1.02,4.7,0.194223761419062,0.264879186662364,0.185377299548557,0.194222499623817,0.461123714,0.271182994992027,0.636805504,0.301356098624906,0.58543185,0.254974741349739,0.55973751,0.247952101118641,0.484023129,0.244991024664985,0.46721089,-0.0101489642181919,0.438021879,-0.0539342806895194,0.424803118,0.0771300801453029,0.360773822,0.18908578033101,0.460603501,0.220093765103552,0.449512718,0.232574994343491,0.462549396,0.222355462993828,0.434488449,0.29019620730807,0.453784604,0.119324124329552,0.391164113,0.235089147272334,0.421771521,0.195620280129685,0.497157124
