"plotNumber","germplasmName","replicate","rowNumber","colNumber","name","value","trait","doy","harvest","GDD_sum","loc","year"
2111010,"ALGONQUIN",1,1,1,"GNDVI_124.5",0.325163823920407,"GNDVI",125,"1",230.85,"NY-sny","2023"
2111020,"NY2003",1,1,2,"GNDVI_124.5",0.313374475667523,"GNDVI",125,"1",230.85,"NY-sny","2023"
2111030,"N-R-GEE",1,1,3,"GNDVI_124.5",0.308758969339678,"GNDVI",125,"1",230.85,"NY-sny","2023"
2111040,"SW5210",1,1,4,"GNDVI_124.5",0.330812818028765,"GNDVI",125,"1",230.85,"NY-sny","2023"
2111050,"NY2003",1,1,5,"GNDVI_124.5",0.288126217866346,"GNDVI",125,"1",230.85,"NY-sny","2023"
2111060,"LIGHTNING_BOLT",1,1,6,"GNDVI_124.5",0.272802168204297,"GNDVI",125,"1",230.85,"NY-sny","2023"
2111070,"N-R-GEE",1,1,7,"GNDVI_124.5",0.265032514369128,"GNDVI",125,"1",230.85,"NY-sny","2023"
2111080,"SW5210",1,1,8,"GNDVI_124.5",0.275445123189581,"GNDVI",125,"1",230.85,"NY-sny","2023"
2111090,"SW3407",1,1,9,"GNDVI_124.5",0.265477715369448,"GNDVI",125,"1",230.85,"NY-sny","2023"
2111100,"ALGONQUIN",1,1,10,"GNDVI_124.5",0.222318352676802,"GNDVI",125,"1",230.85,"NY-sny","2023"
2111110,"LIGHTNING_BOLT",1,1,11,"GNDVI_124.5",0.2051221596236,"GNDVI",125,"1",230.85,"NY-sny","2023"
2111120,"SW3407",1,1,12,"GNDVI_124.5",0.226687942063582,"GNDVI",125,"1",230.85,"NY-sny","2023"
2111121,"BORDER",1,1,13,"GNDVI_124.5",0.218810226289127,"GNDVI",125,"1",230.85,"NY-sny","2023"
2111122,"BORDER",1,1,14,"GNDVI_124.5",0.226789104432688,"GNDVI",125,"1",230.85,"NY-sny","2023"
2111123,"BORDER",1,1,15,"GNDVI_124.5",0.229957232590825,"GNDVI",125,"1",230.85,"NY-sny","2023"
2111130,"ALGONQUIN",1,1,16,"GNDVI_124.5",0.219641497350842,"GNDVI",125,"1",230.85,"NY-sny","2023"
2111140,"SW315_LH",1,1,17,"GNDVI_124.5",0.224911484002348,"GNDVI",125,"1",230.85,"NY-sny","2023"
2111150,"NY0465",1,1,18,"GNDVI_124.5",0.211720596854546,"GNDVI",125,"1",230.85,"NY-sny","2023"
2111160,"HI-GEST_360",1,1,19,"GNDVI_124.5",0.220116023853191,"GNDVI",125,"1",230.85,"NY-sny","2023"
2111170,"N-R-GEE",1,1,20,"GNDVI_124.5",0.224327804782107,"GNDVI",125,"1",230.85,"NY-sny","2023"
2111180,"PLUSS_III",1,1,21,"GNDVI_124.5",0.23999590517543,"GNDVI",125,"1",230.85,"NY-sny","2023"
2111190,"SEEDWAY_9558_SBR",1,1,22,"GNDVI_124.5",0.240030829320665,"GNDVI",125,"1",230.85,"NY-sny","2023"
2111200,"NY1517",1,1,23,"GNDVI_124.5",0.245049948683343,"GNDVI",125,"1",230.85,"NY-sny","2023"
2111210,"SW5606",1,1,24,"GNDVI_124.5",0.27689722490171,"GNDVI",125,"1",230.85,"NY-sny","2023"
2111220,"EZRA",1,1,25,"GNDVI_124.5",0.240852399731301,"GNDVI",125,"1",230.85,"NY-sny","2023"
