"Germplasm","Rep","Plot","Row","Range","yld1","yld2","yld3","tot22","sca_yld1","sca_yld2","sca_yld3","NDVI_131","NDVI_145","NDVI_154","NDVI_159","NDVI_162","NDVI_164","NDVI_175","NDVI_178","NDVI_181","NDVI_187","NDVI_189","NDVI_192","NDVI_201","NDVI_203","NDVI_210","NDVI_215","NDVI_223","NDVI_236","NDVI_238","NDVI_243","NDVI_259","NDVI_263"
"SW5210",2,235,2,14,2.04,1.32,0.72,4.08,0.241979873384629,0.428802784935753,0.14139858259234,0.487605845781641,0.540737672427462,0.513214700316461,0.426170962639921,0.465459201034756,0.419166025580886,0.55715262066365,0.510545495715428,0.554529442412289,0.516916805031492,0.561266431268766,0.55232554001637,0.41453303792099,0.387290577445635,0.400379518,0.455310694495834,0.526942692486477,0.434196703705473,0.475321682203633,0.470319108,0.363120507544903,0.339581701159931
"55V50",2,236,2,13,2.18,1.32,0.73,4.22,0.258586335283574,0.428802784935753,0.143362451795011,0.487473299784059,0.555736483272554,0.513564556398391,0.412151111,0.457997279763245,0.399072632505246,0.581914534,0.53474265442975,0.552957008592524,0.520038888849416,0.572725339,0.553997575426999,0.444344865189226,0.380204686633287,0.392011000401633,0.43465276821111,0.526556636095298,0.436729208550623,0.471875173,0.467463388982836,0.379036745763559,0.362027545966483
"N-R-GEE",2,237,2,12,1.54,1.04,0.57,3.15,0.182671080888397,0.33784461843423,0.111940544552269,0.451851187629523,0.532151974,0.519920328,0.426489107604626,0.454714674137775,0.392618194327173,0.537183808,0.500382344685739,0.530058362958592,0.520398971443062,0.565162643909964,0.562461980628699,0.475603998343595,0.401275740421692,0.399274841119243,0.429242216599902,0.500849014336918,0.413839110605488,0.460083979814717,0.470173999011369,0.385440318533065,0.356694348327566
"WL_358LH",2,238,2,11,1.59,0.9,0.54,3.03,0.18860196013802,0.292365535183468,0.106048936944255,0.459829890672413,0.522237461022145,0.531530779383935,0.406227272649926,0.462790218199843,0.398679050567595,0.560404621250209,0.513623594511785,0.528113410766802,0.498178271584462,0.551280654208032,0.539354157377694,0.432690015526276,0.399508902741603,0.390112174992515,0.423803818043203,0.495167501267748,0.385630274845599,0.436027247262541,0.44390750810128,0.36996744784547,0.355242404953102
"HI-GEST_360",2,239,2,10,1.54,0.99,0.57,3.11,0.182671080888397,0.321602088701815,0.111940544552269,0.452596442466737,0.545241134189525,0.538899384571347,0.423023676818727,0.466177329409475,0.421021708773012,0.552047250913213,0.506249955774443,0.534533576092536,0.509146932115037,0.566288029,0.548439138653219,0.420769003041204,0.403611428088415,0.396603800357381,0.448537575321568,0.518913925785368,0.417329500634682,0.46146594361176,0.45766460008661,0.37474075705761,0.334763661291376
"NY0651",2,240,2,9,1.79,1.07,0.55,3.4,0.212325477136513,0.347590136273679,0.108012806146926,0.472742894383961,0.536446144495534,0.507075680231541,0.407180734960964,0.467748526962534,0.392357930258154,0.557404134196414,0.518624030870618,0.547585361524106,0.500151975957872,0.556544910758722,0.545139591013089,0.409938900902756,0.401640823693494,0.341096504835222,0.43361714595413,0.517342931245774,0.432350987194907,0.467595716903919,0.438490683944811,0.374854801559962,0.32893653021697
"REGEN",2,241,2,8,2.02,1.16,0.72,3.9,0.23960752168478,0.376826689792026,0.14139858259234,0.457592336540869,0.527598171344009,0.523157133,0.42956698355767,0.485969532839416,0.425946774243988,0.544861320596615,0.508922476725563,0.547226859914506,0.497644883446038,0.555454199519731,0.558896794545725,0.400929732386093,0.408562489278709,0.358219756005486,0.429551948283867,0.51968545751634,0.436447043,0.47693799337917,0.450572527050036,0.388682098606314,0.366867765791438
"SW4107",2,242,2,7,2,1.2,0.68,3.88,0.237235169984931,0.389820713577958,0.133543105781654,0.470794066072149,0.529225067385445,0.52662245757995,0.423456809030419,0.481146979549914,0.419080479653823,0.55397838203804,0.527561367383474,0.55375293077694,0.500912537982943,0.552644789834931,0.559831343661624,0.382257435978201,0.398501585109158,0.375335562,0.450952913186263,0.528494434909242,0.43017034377049,0.460436971203334,0.423482825505274,0.386121356890032,0.35744446706018
"PERSIST_III",2,243,2,6,1.91,1.04,0.81,3.76,0.226559587335609,0.33784461843423,0.159073405416382,0.431753780142292,0.53238042386766,0.526233640252532,0.413800191603153,0.479123391618668,0.395639079361199,0.554636307,0.53819555008338,0.56445844547753,0.507814713123596,0.539357090123431,0.558051000906394,0.376092506038051,0.389552655,0.403391750420271,0.442930651385803,0.544492953431372,0.443763542177778,0.493064823880897,0.475894138477309,0.407758150666848,0.368133038454005
"LIGHTNING_BOLT",2,244,2,5,1.54,0.89,0.75,3.18,0.182671080888397,0.289117029236985,0.147290190200354,0.395795812657482,0.496193779398552,0.526965316540241,0.419992437185048,0.480576008224327,0.390518560215155,0.519316754972864,0.518520955838127,0.537907257348743,0.49341912252964,0.534655964603778,0.535141098181559,0.35711009752033,0.392701518251715,0.399340961564178,0.429318394024276,0.52165151275564,0.437750779059686,0.48319225872167,0.463904102817598,0.409846988,0.376225762224979
"SEEDWAY_9558",2,245,2,4,1.26,0.88,0.73,2.87,0.149458157090506,0.285868523290502,0.143362451795011,0.374038245140237,0.468601685957402,0.529990776521476,0.415587550338572,0.478935214342696,0.365200403137857,0.4890625656044,0.489818333,0.510772799454991,0.476249026002477,0.532900925558266,0.529689544,0.347875592715862,0.39747338012167,0.39124789864431,0.423323127771462,0.511866653989182,0.44297196253566,0.495161055459316,0.474537102512238,0.418716421314761,0.37107924745925
"ONEIDA_ULTRA",2,246,2,3,1.47,0.85,0.77,3.09,0.174367849938924,0.276123005451053,0.151217928605697,0.374705508023517,0.51476388668675,0.500746147607462,0.449300886717613,0.482323237,0.391949652895297,0.484384295919222,0.482330769430351,0.49033376991609,0.451830592177415,0.500473036562153,0.482873437621018,0.318970704335694,0.412101074739519,0.395429566405245,0.414116793670873,0.489472380349989,0.426565464895636,0.478633225377219,0.452717086834734,0.416420950235458,0.347475541081484
"SW315_LH",2,247,2,2,2,0.82,0.81,3.64,0.237235169984931,0.266377487611604,0.159073405416382,0.482514229986591,0.563105411976111,0.500946679,0.455898546754176,0.499583948821888,0.44327710541952,0.47989358136417,0.494799664121633,0.501202642,0.455468761,0.495689985251574,0.472065051065798,0.324647408492836,0.412328739935273,0.388433299245624,0.394388538585268,0.478696411215348,0.444307700196784,0.490669595110772,0.499238314933817,0.452623986943727,0.3361475
"ALFABAR",2,248,2,1,2.13,0.89,0.76,3.78,0.252655456033951,0.289117029236985,0.149254059403025,0.499538638985006,0.566221922731357,0.530745034,0.459370706332685,0.510696332260761,0.43404509227294,0.513901458,0.508912216396242,0.521115013169447,0.482408953435221,0.516341799497041,0.472252086486351,0.3251749077759,0.39887215036203,0.400805397427788,0.404053851113825,0.504600727387729,0.458976518931187,0.499498255127915,0.504694042000362,0.449950932907874,0.335399552208427
"55V50",3,313,3,36,2.2,0.89,0.52,3.6,0.260958686983424,0.289117029236985,0.102121198538912,0.550919791637363,0.569582342370911,0.526057440007633,0.361255323964177,0.474760070792317,0.402362182893582,0.480123884489693,0.517594813698365,0.550331204227684,0.550349712964349,0.469177381045044,0.505577569983903,0.419338929241087,0.413207406237334,0.395027860606608,0.412967427408122,0.537563909972591,0.431904900441021,0.458328442224206,0.452135419204965,0.330695832897204,0.358118325530904
"SW4107",3,314,3,35,2.01,1,0.46,3.46,0.238421345834855,0.324850594648298,0.0903379833228837,0.593967096443637,0.587155673590191,0.537581858371897,0.37497115827681,0.466972661,0.373551490133534,0.529917968,0.555692359946505,0.588264018715458,0.576429965163914,0.546394614624389,0.562866508832635,0.442369076698943,0.414503887011886,0.395542940454593,0.435295498127566,0.552212881381001,0.424841618938858,0.437754892389758,0.446268468171582,0.316078764653286,0.361578126060113
"ONEIDA_ULTRA",3,315,3,34,2.02,0.99,0.51,3.52,0.23960752168478,0.321602088701815,0.100157329336241,0.537818475070564,0.56802547434068,0.536077318194107,0.342360368132472,0.466094628104957,0.340802916231062,0.51454300737389,0.545329309397282,0.582918888384669,0.558740399167277,0.557982585512508,0.554980982464514,0.424091943439924,0.42046548,0.383547617501557,0.403017318780982,0.511798902584907,0.406843277652096,0.424709694587194,0.458441020243714,0.349038875635772,0.381420018062719
"SW5606",3,316,3,33,1.97,0.72,0.49,3.17,0.233676642435157,0.233892428146775,0.0962295909308978,0.570764762145891,0.578865149833518,0.531409442933702,0.378069890341511,0.452490664200098,0.321853431309872,0.531912628833585,0.529853312671153,0.558543348829622,0.526815854,0.458958800650057,0.454367334635359,0.346800256374219,0.403067516625173,0.379952645844306,0.402127882118239,0.520919249420198,0.419337469984672,0.432625302037784,0.452955319113947,0.342584685854264,0.370155709342561
"REBOUND_6XT",3,317,3,32,1.68,0.77,0.45,2.9,0.199277542787342,0.250134957879189,0.0883741141202123,0.554991331934277,0.571854288885365,0.526271806370561,0.414452141468697,0.457288847665469,0.335639365794165,0.531341714951505,0.529295480973576,0.561066653233351,0.506115401831707,0.413138862102218,0.434528316213079,0.318769968292543,0.419454046528372,0.392367982258387,0.401116891314982,0.51558868428837,0.424938732167161,0.427901329096559,0.447320590981491,0.350841195373855,0.371414115035581
"NY1615",3,318,3,31,2.13,0.8,0.49,3.42,0.252655456033951,0.259880475718638,0.0962295909308978,0.539535802364944,0.557436182019978,0.524389103573303,0.429136084250664,0.477707290819774,0.366211632332258,0.513521372758505,0.500187398428636,0.545184156363793,0.514857527797659,0.457254854690189,0.465533987695644,0.325086267644737,0.411779000937258,0.398217885003464,0.394837953396295,0.475668089816572,0.389694556,0.412982607782116,0.431114802085218,0.346842659726095,0.398252663002917
"SEEDWAY_9558_SBR",3,319,3,30,1.98,0.74,0.49,3.21,0.234862818285081,0.24038944003974,0.0962295909308978,0.535241009660039,0.551281513,0.527006822193598,0.427200080876035,0.480231541624288,0.398799361196978,0.488903714016836,0.492855508617497,0.539479794854081,0.497006812777518,0.457814125289235,0.467497388621297,0.340513007602512,0.400092204,0.394789118885626,0.390192691488485,0.475648532581136,0.372809550482923,0.413492038029238,0.445950654234296,0.341891253619871,0.403517470656083
"ALFABAR",3,320,3,29,2.17,0.85,0.53,3.55,0.25740015943365,0.276123005451053,0.104085067741583,0.543734117271969,0.551942286348502,0.549248445525818,0.423999936599156,0.479017788414438,0.396000875629359,0.504302467775119,0.494747536931289,0.530509218612818,0.502418829592472,0.444034332633729,0.455744195831423,0.339625152769088,0.404610341664243,0.386283622025067,0.400103113136488,0.518283045977011,0.430932396580098,0.460656061969207,0.467897071,0.352095893200188,0.425474418402211
"SW4412Y",3,321,3,28,2.07,0.92,0.5,3.49,0.245538400934403,0.298862547076434,0.0981934601335692,0.551610778218509,0.54838948787062,0.536407455115055,0.416271180287904,0.453244753874556,0.379226742480652,0.518313091796548,0.501241028,0.54229899202157,0.502500061595633,0.46219025942103,0.473961990048502,0.375504898721219,0.395092204457267,0.385614942653131,0.416468572857194,0.524943732869492,0.423356448211528,0.458156954591006,0.449665674488974,0.306170328,0.38865680289874
"GUARDSMAN_II",3,322,3,27,2.11,0.96,0.55,3.63,0.250283104334102,0.311856570862366,0.108012806146926,0.558133126,0.557351487764917,0.53146351160091,0.423847615936073,0.469915937304777,0.401136583005533,0.50923254985755,0.479416717968313,0.542070985477626,0.515701478114921,0.469903977,0.474125999,0.361258710053891,0.39421274,0.393951823,0.388856957899022,0.512341399,0.410626041218879,0.450862628088869,0.440404216,0.330509612285145,0.398105182694609
"NY0651",3,323,3,26,2.08,1,0.52,3.6,0.246724576784328,0.324850594648298,0.102121198538912,0.583261362890446,0.554491911344298,0.525452655634469,0.417194308868533,0.464369674489374,0.371885464319271,0.506610430574799,0.492526116665841,0.551182592130391,0.511732140615637,0.468068594361563,0.492355621,0.385243756313819,0.396032267899978,0.384094971321862,0.379638665502043,0.528042946,0.425021063599607,0.448317545199898,0.44769956610095,0.30224474,0.371368749575955
"VERNAL",3,324,3,25,2.02,0.69,0.58,3.29,0.23960752168478,0.224146910307326,0.11390441375494,0.551504921262145,0.554704561069711,0.515235596266081,0.436425935926654,0.49148202,0.441824061043875,0.451875288042567,0.415607376115369,0.506498246472555,0.49391381058231,0.435721985173234,0.438417200978822,0.349185852852009,0.384774896391928,0.373789631147442,0.360217224457818,0.503900835657539,0.422995902428292,0.43426853455851,0.439685066183336,0.341342173604895,0.416909966754868
"SW5210",3,325,3,24,2.37,0.72,0.54,3.63,0.281123676432143,0.233892428146775,0.106048936944255,0.591275083,0.551461867765974,0.522067490418714,0.422030051859906,0.469518589344764,0.383123992,0.530798820596615,0.507314317522991,0.558257411112231,0.516963918179365,0.492467267190769,0.517659199902871,0.409801031,0.383789147104952,0.389513423424073,0.411087258218406,0.542042878979549,0.445996870734712,0.462567849162712,0.441413277639823,0.308678370028063,0.355209444331366
"EZRA",3,326,3,23,2.25,0.7,0.49,3.44,0.266889566233047,0.227395416253809,0.0962295909308978,0.554337919,0.543638946144495,0.509325254838351,0.429868538002143,0.486109361660439,0.408458454514182,0.499040076416005,0.475406108551925,0.5304101479104,0.507872505204522,0.503879852326659,0.505447262709931,0.398341277829666,0.399999502780699,0.394609233638534,0.410225721112818,0.511235373181531,0.407104821702801,0.43846256684492,0.403547822885023,0.295384009710968,0.376359872472852
"SEEDWAY_9558",3,327,3,22,1.75,NA,0.43,NA,0.207580773736814,NA,0.0844463757148695,0.519890461852322,0.54100602505153,0.515713944945375,0.412846164648788,0.48747470607662,0.422457891609594,0.458894947854224,0.455608862094098,0.515725755808468,0.483665378867229,0.477177371610258,0.495257861872196,0.404372109819042,0.396939006664928,0.37929644567259,0.425361811771608,0.517009619041582,0.40786976929991,0.430634053877633,0.42411709781952,0.31871272398158,0.387189887053601
"REGEN",3,328,3,21,1.95,NA,0.48,NA,0.231304290735307,NA,0.0942657217282265,0.537005701371893,0.54488782305375,0.525976496,0.41252891248306,0.484643258380505,0.405334306078908,0.497812578557064,0.475678655920446,0.520963969,0.488573679494784,0.480379773706668,0.482281350674144,0.372250389188731,0.39724813977829,0.370460769253938,0.404510492721679,0.517846168037107,0.414421107632541,0.437203811101906,0.43636325763182,0.323429063017659,0.390678743469706
"HI-GEST_360",3,329,3,20,1.73,NA,0.47,NA,0.205208422036965,NA,0.0923018525255551,0.575540029,0.561394085936261,0.523982634416297,0.412935584,0.47630480392793,0.39395352909904,0.490377545248869,0.489838971797067,0.52795846831791,0.473276705294994,0.462463247111767,0.471288541232462,0.374959471481928,0.390232568391123,0.382560747154798,0.413903674725839,0.538410137762001,0.431842322487093,0.440952126305067,0.455612127203823,0.35429794152277,0.366583621683968
"SW3407",3,330,3,19,1.8,NA,0.5,NA,0.213511652986438,NA,0.0981934601335692,0.55723286331595,0.538807541884678,0.499317939665728,0.420202731791319,0.468635159007833,0.380140976326735,0.503363289760349,0.470180298752485,0.498861772788431,0.447855540512199,0.421789047629156,0.425833809556704,0.32929428,0.407541459045819,0.37656522439713,0.421238003398081,0.516127450980392,0.420614216011938,0.428251738595566,0.411715384192893,0.338259118482864,0.37002944568831
"SW4602Z",3,331,3,18,1.85,0.91,0.47,3.23,0.219442532236061,0.295614041129951,0.0923018525255551,0.563070606052081,0.533310739390096,0.503661085,0.405690466183291,0.474591105665548,0.36388619378195,0.506101865,0.508445076575078,0.548558091292541,0.477154990838776,0.475482530315145,0.487226537887494,0.368911645,0.397074190945347,0.370202114943856,0.407410723852382,0.506449274213996,0.415413440787845,0.420776405312445,0.415021131740367,0.329382394340893,0.365105356793106
"PERSIST_III",3,332,3,17,1.82,0.9,0.5,3.21,0.215884004686287,0.292365535183468,0.0981934601335692,0.537528513374088,0.537993763543153,0.538064977815944,0.404099883500949,0.484702167155877,0.370545238936899,0.502983466356628,0.493093383149001,0.525882069317602,0.480066148938135,0.458861464064893,0.471047189026139,0.345482999259386,0.404895124018924,0.395870743734756,0.408923561728931,0.522461122379986,0.457196079878766,0.457657626687038,0.413458643731465,0.359597938450338,0.399124474984222
"SW315_LH",3,333,3,16,1.83,0.74,0.46,3.03,0.217070180536212,0.24038944003974,0.0903379833228837,0.530840038,0.546557132,0.495297457182386,0.3740116544337,0.49579253932447,0.38984828181076,0.453585737179487,0.471716635649809,0.525021469316868,0.479937190481942,0.481827541554334,0.496527965301633,0.372067815873073,0.387363208569508,0.393784524562513,0.400861255,0.492100332068311,0.402076286335011,0.42574401847807,0.405005550411272,0.34665071085136,0.385827125313793
"N-R-GEE",3,334,3,15,1.85,0.78,0.43,3.07,0.219442532236061,0.253383463825672,0.0844463757148695,0.55772206508185,0.557224248,0.532207591876978,0.383215305869446,0.467717715741735,0.337231837,0.522533274551791,0.487109134523532,0.524395980560073,0.480135068884421,0.464716518236996,0.477102761676892,0.347593900047946,0.40151912926956,0.406529414169691,0.403092598379508,0.507236995013523,0.430982042185738,0.44383470161432,0.403411227504701,0.336600942663736,0.37737105638103
"NY2003",3,335,3,14,1.93,0.82,0.53,3.28,0.228931939035458,0.266377487611604,0.104085067741583,0.565104777,0.560181280059194,0.519501773134233,0.395936062,0.492531181572623,0.436792471751519,0.455617484707558,0.463295381908327,0.524277119705235,0.47413770620265,0.470877176810936,0.487620913637153,0.350621490486834,0.390072112726311,0.423390006615236,0.398310166360451,0.495983554712207,0.430288306361151,0.426892920804686,0.404074616147829,0.321676110488813,0.372863016486872
"LIGHTNING_BOLT",3,336,3,13,2.25,1.13,0.61,3.98,0.266889566233047,0.367081171952577,0.119796021362954,0.568551260772123,0.571500317107975,0.510712116152219,0.410393860491244,0.471458507483196,0.392687118866685,0.543854533,0.512314282142545,0.552450140809933,0.516037279480121,0.511224210603284,0.519265904290616,0.369837416207446,0.391200461419511,0.408069807096149,0.437617816,0.546264103701826,0.480211896607105,0.471006826164005,0.444417421870709,0.369467214288578,0.371338899044634
"PLUSS_III",3,337,3,12,2.06,1.1,0.56,3.72,0.244352225084479,0.357335654113128,0.109976675349598,0.56094597724545,0.577832963374029,0.505959480304693,0.41618895262938,0.46748311939142,0.376161716444665,0.541385617416131,0.527170649325531,0.565102884804521,0.517123646173048,0.533993821733129,0.535437193987235,0.38516671007812,0.397033415252068,0.416447692777589,0.449523112050935,0.540050023242055,0.456331696331002,0.458708533302634,0.432751621196424,0.352760788271434,0.343816783
"NY1517",3,338,3,11,2.16,0.85,0.58,3.58,0.256213983583725,0.276123005451053,0.11390441375494,0.522196904,0.546896437820411,0.506428923556446,0.400183183152584,0.485514861766241,0.398584254057076,0.484836653678565,0.481922007344981,0.52939365371791,0.504412350615566,0.52197952710496,0.506695281934702,0.380695027470364,0.389849143664059,0.426208883553421,0.418054426071504,0.511948397638625,0.45283218772118,0.467295036465611,0.437037171032797,0.381330029688023,0.387212700997354
"NY1614",3,339,3,10,2.12,0.81,0.53,3.47,0.251469280184026,0.263128981665121,0.104085067741583,0.543863757841731,0.551572194915702,0.529210756484265,0.424117607354203,0.480975773607087,0.359401694968258,0.504413990489358,0.495361033863804,0.526572537505337,0.49852236582518,0.484977462655939,0.46310734179441,0.335545949183052,0.391984324967328,0.424270594259209,0.419296627819071,0.509396789426978,0.447166509624445,0.471545571611814,0.444663320174797,0.367663436,0.372510889476898
"NY0465",3,340,3,9,2.01,0.8,0.6,3.4,0.238421345834855,0.259880475718638,0.117832152160283,0.532997840587136,0.549236336730232,0.514729577151217,0.404367054467365,0.495233605738707,0.327385808549895,0.504432758113952,0.499381196000594,0.525859852137576,0.494654677911749,0.469409070281922,0.44431242765068,0.317669124070161,0.398616238685153,0.424873077,0.402084895889139,0.505737816052807,0.45255559077547,0.466274748854914,0.447108914153897,0.365367028015891,0.38138204762874
"ALGONQUIN",3,341,3,8,1.85,0.71,0.56,3.12,0.219442532236061,0.230643922200292,0.109976675349598,0.509524127680723,0.550778896,0.513866227756309,0.402669058019227,0.481073032619996,0.318510370520795,0.473030443480811,0.482507907529666,0.516979590955541,0.487989452423833,0.447753813422398,0.422372973957385,0.310633549337584,0.406747458866142,0.433439129771047,0.406666641517121,0.493010215939824,0.453698019,0.468279831294705,0.456615742187286,0.39445410437832,0.386685273443451
"FSG_415BR",3,342,3,7,2.06,0.85,0.64,3.54,0.244352225084479,0.276123005451053,0.125687628970969,0.540028566014164,0.557571217166112,0.503090183,0.403729554643036,0.471250227428587,0.380472714763736,0.532459385997989,0.510688433,0.535330459563321,0.495769010966426,0.470915504419018,0.439771468240625,0.314955804016278,0.398229153,0.429085648732693,0.414184052491671,0.521858264811301,0.474125353166947,0.479261886024261,0.452284176415664,0.394602830907414,0.41147513111793
"LANDER",3,343,3,6,1.72,0.76,0.56,3.04,0.20402224618704,0.246886451932706,0.109976675349598,0.497021900582328,0.559567940383701,0.523960052796463,0.404554331692836,0.470261247059332,0.389431172311816,0.505437161481295,0.490451879055484,0.528554911076248,0.485627349139922,0.454048135647702,0.434478572041606,0.315162168466991,0.401330414136553,0.418704617330803,0.425598363206849,0.516722274931478,0.458961466,0.472439873957219,0.452032624814632,0.380661489358711,0.384548205441346
"ONEIDA_VR",3,344,3,5,1.69,0.74,0.57,3,0.200463718637266,0.24038944003974,0.111940544552269,0.48711635299744,0.545016251783732,0.5300658365536,0.398407683,0.477445191300841,0.407855547,0.507053795877325,0.49114097220748,0.524054687307514,0.490943759280659,0.493093736953461,0.464336626077782,0.348608007,0.41338312512327,0.42403462125591,0.421023008061687,0.516279343094997,0.464875083,0.484193513396247,0.465925109769935,0.395786081675652,0.371372685
"WL_358LH",3,345,3,4,1.78,0.81,0.5,3.09,0.211139301286588,0.263128981665121,0.0981934601335692,0.544032604092824,0.575986074,0.517280823115945,0.393632740203027,0.456605372181792,0.350494417862839,0.539674328598961,0.517613211530252,0.537216682621438,0.497219182502754,0.484969207218554,0.452182882334102,0.328784349537994,0.399725100806575,0.412308953999851,0.420948452240641,0.503904306346194,0.406323952774437,0.449598929051553,0.444643501,0.350787558,0.351243503629826
"FSG_421LH",3,346,3,3,2.19,0.8,0.55,3.54,0.259772511133499,0.259880475718638,0.108012806146926,0.533970635,0.569284525,0.512074646565845,0.40914715675519,0.484147432251728,0.393334208962692,0.51302240447461,0.495486988251333,0.512402115524563,0.487543963110066,0.46363603059353,0.413312065511589,0.329386878331827,0.408740245178837,0.434433253247331,0.39940913822753,0.464180823191346,0.405894076830555,0.448145876464738,0.434165101334652,0.354157859462804,0.356792289612848
"AMERISTAND_427_TQ",3,347,3,2,2.21,0.87,0.61,3.69,0.262144862833348,0.282620017344019,0.119796021362954,0.569396697946569,0.595110062893082,0.521326749677973,0.440837615720692,0.479500255101716,0.373055825066249,0.533284497025306,0.509887066,0.523565768211726,0.490082381906148,0.452035319119829,0.414488598898511,0.341348416749649,0.407872647591479,0.436147826261895,0.414430539240786,0.507523719165085,0.444373473904214,0.476549836335445,0.461091395462294,0.351538064565852,0.358218401122935
"WL_349HQ",3,348,3,1,1.91,0.83,0.56,3.3,0.226559587335609,0.269625993558087,0.109976675349598,0.52166955017301,0.585833597589979,0.512754003466756,0.44022974227731,0.468239772711369,0.362066360196391,0.53189594092455,0.498500576701269,0.514003962552259,0.48225282573724,0.442323268775813,0.405053933605042,0.327337833031573,0.390435489524832,0.430746771908813,0.413096641206574,0.498007125802907,0.447077205430042,0.47040215296873,0.439595540176855,0.343727005581932,0.360078534743531
"SW5606",4,413,4,36,1.38,0.46,0.36,2.21,0.163692267289602,0.149431273538217,0.0706992912961698,0.585886260004539,0.594419296,0.502521985274239,0.460122680632967,0.415032552505786,0.376448114355006,0.475498182713256,0.450816698627003,0.506504603309393,0.489314750080976,0.38463197477641,0.362306345,0.315276793,0.410858182711308,0.378399867244825,0.415838429259987,0.467383076614266,0.383491171621819,0.458473174160829,0.42730001589677,0.351501820285653,0.28492211812583
"PLUSS_III",4,414,4,35,1.29,0.44,0.37,2.1,0.15301668464028,0.142934261645251,0.0726631604988412,0.599041292748568,0.596171713968606,0.521772339105959,0.468099211035829,0.426033352799948,0.385567138247704,0.495489515250545,0.462714317051252,0.508749526235745,0.50683759605163,0.393029123414071,0.375450946899524,0.313752004792563,0.428358576303812,0.390733004312836,0.434485085628946,0.480915367,0.419090255132096,0.480225617519735,0.451559144205627,0.366794823525246,0.282623609932319
"WL_349HQ",4,415,4,34,1.31,0.51,0.41,2.24,0.15538903634013,0.165673803270632,0.0805186373095268,0.58049942563829,0.58749093599704,0.517898637151535,0.447824668934368,0.378197061,0.364873753009976,0.498486375278163,0.471097477845944,0.506596957354021,0.482711396,0.373100011085873,0.342622201010222,0.304036831833602,0.409031491384433,0.377769159914671,0.424258136770191,0.479126212312882,0.409546864438549,0.472847781878436,0.432518811446147,0.350497707913803,0.29062433000882
"SW4602Z",4,416,4,33,1.25,0.46,0.35,2.05,0.148271981240582,0.149431273538217,0.0687354220934985,0.570301873,0.577135457956768,0.498292861345674,0.447445568677266,0.374452040241182,0.355640366513432,0.462001686,0.432101268271052,0.476686360866833,0.464298269493215,0.350824635543706,0.323899086697773,0.317191046277216,0.385910222,0.356775564389867,0.404801928467148,0.433198635057471,0.356714531977994,0.409264894177902,0.407444059976932,0.340041337226469,0.281177691837981
"EZRA",4,417,4,32,1.5,0.44,0.42,2.36,0.177926377488698,0.142934261645251,0.0824825065121982,0.564434996858619,0.57152410020612,0.502369975152919,0.479722938312111,0.425138015753962,0.403629243539891,0.457067255320932,0.442612444953923,0.477790891252513,0.452788479393106,0.363575830909773,0.328176305218361,0.310965430348846,0.407605466428996,0.366031296337715,0.418088401116366,0.435365538688594,0.384105300790132,0.437087471352177,0.434615536355387,0.365977140065917,0.297853992808196
"LANDER",4,418,4,31,1.27,0.4,0.41,2.08,0.150644332940431,0.129940237859319,0.0805186373095268,0.559167210614111,0.58604183182707,0.519205349617544,0.481738994304656,0.430219979583127,0.374929855833881,0.466512496326154,0.407122555506023,0.450836943536896,0.440879356936639,0.3255943325243,0.325180389226257,0.305335860257468,0.393746257636259,0.365836826574123,0.403719885764168,0.430004569176809,0.402072530003611,0.431914589139113,0.426243642555061,0.373519491455255,0.3080358697308
"N-R-GEE",4,419,4,30,1.68,0.53,0.37,2.57,0.199277542787342,0.172170815163598,0.0726631604988412,0.564400183794226,0.582167697267586,0.502533276084156,0.47315939306383,0.436648001618401,0.379093973793664,0.500837426357788,0.466470776931006,0.5287606087211,0.478383658468138,0.430355403974512,0.356675814,0.345183093911825,0.407164308604131,0.384512394204994,0.427118535586277,0.453540480708412,0.40964760304358,0.445598654314479,0.41614939309057,0.357781246,0.276737992644339
"ONEIDA_VR",4,420,4,29,1.69,0.51,0.48,2.68,0.200463718637266,0.165673803270632,0.0942657217282265,0.522583060189832,0.584040219861529,0.528224321358714,0.491918124535243,0.459082575344069,0.394586094251024,0.52394445491872,0.464768977481526,0.54848023623445,0.508260244856164,0.464195342518097,0.367886740476056,0.368636133271144,0.389996240799449,0.396333100202481,0.429287780686045,0.48045119122918,0.4497152252796,0.476039343009931,0.458289946115432,0.408046646805218,0.338950946468553
"PERSIST_III",4,421,4,28,1.64,0.64,0.54,2.82,0.194532839387643,0.207904380574911,0.106048936944255,0.526193584461586,0.593364383489245,0.535542038388754,0.476886656273457,0.448202137256174,0.360328235919567,0.508950408,0.485927191759658,0.554740058993704,0.494938291780053,0.463559084165364,0.364209354073646,0.356490792456096,0.386015085633594,0.386920488789162,0.432055305582129,0.475754667914911,0.455133254305635,0.483876628756496,0.449125611028725,0.398711557498999,0.298730578736685
"NY0465",4,422,4,27,1.55,0.61,0.48,2.65,0.183857256738321,0.198158862735462,0.0942657217282265,0.518668710908562,0.567361529517467,0.534456371356328,0.476960472970296,0.433147651338972,0.371855271,0.49972007499581,0.461785108606176,0.540879738242251,0.509493119016585,0.451005563749125,0.350837839139072,0.352574530660114,0.402405020213925,0.390423469768135,0.415468660582513,0.464870862,0.451807288,0.463983204037057,0.428368429724831,0.369811743250935,0.283139968790284
