"Germplasm","Rep","Plot","Row","Range","NDRE_125","NDRE_142","NDRE_145","NDRE_150","NDRE_152","NDRE_156","NDRE_164","NDRE_166","NDRE_172","NDRE_178","NDRE_184","NDRE_187","NDRE_193","NDRE_198","NDRE_213","NDRE_223","NDRE_228","NDRE_251","NDRE_255","NDRE_265","NDRE_277","NDRE_300","NDRE_306"
"NY0651",2,2112340,2,37,0.305925955,0.498510922,0.424055578,0.433569078,0.439693579,0.370836572,0.432202862,0.430671167,0.36260196,0.289439479,0.333921109,0.373093562,0.423067149,0.434832109,0.28467698,0.364761494,0.341213642,0.554062963,0.357235772,0.348845766,0.303014023,0.242297465,0.304571641
"NY1517",2,2112350,2,38,0.302836879,0.491269483,0.435817441,0.421048456,0.429848789,0.377464491,0.442691434,0.444240987,0.397519329,0.28034888,0.334222222,0.342067921,0.403413179,0.505450254,0.31841485,0.317627149,0.349322641,0.551069514,0.364145682,0.342002554,0.293496216,0.255079825,0.303179122
"SW3407",2,2112360,2,39,0.299067001,0.516148457,0.458634002,0.442599538,0.459582975,0.424561052,0.427101185,0.430667457,0.293157971,0.371886384,0.377624748,0.397468131,0.395884179,0.493150182,0.298390958,0.39883059,0.402080429,0.550660825,0.352153842,0.365853329,0.328403116,0.278959691,0.304232411
"ALFABAR",2,2112370,2,40,0.291829341,0.475977522,0.388939774,0.422808809,0.432599406,0.363684575,0.434622706,0.463029733,0.381309418,0.28261675,0.338992502,0.359047499,0.334432751,0.472445691,0.307666185,0.337273904,0.345792822,0.542582902,0.366181171,0.304273269,0.292700885,0.2769526,0.276326445
"SW5210",2,2112380,2,41,0.316214133,0.513158027,0.452119344,0.436824731,0.451503326,0.401592885,0.434122824,0.46259377,0.313752362,0.360825515,0.387402565,0.391865139,0.402307609,0.469352651,0.296910186,0.400041536,0.390051895,0.545949434,0.343076678,0.319021625,0.323580411,0.283835298,0.285370315
"SEEDWAY_9558_SBR",2,2112390,2,42,0.296810531,0.488914642,0.428986182,0.430448802,0.424396331,0.351910623,0.451735117,0.455067265,0.375328632,0.305348065,0.350567524,0.352444412,0.372623011,0.487087682,0.298974982,0.37251764,0.354462585,0.544232003,0.384918452,0.296823292,0.302364029,0.28140148,0.2887585
"WL_349HQ",2,2112400,2,43,0.320326189,0.496454699,0.425545432,0.420557354,0.435122125,0.362651261,0.434015465,0.397313404,0.232523754,0.396575519,0.377488471,0.389420384,0.36595213,0.442648511,0.309531705,0.420975358,0.384983244,0.551219769,0.330252796,0.351161437,0.35356325,0.291565203,0.290681437
"ALGONQUIN",2,2112410,2,44,0.3798924,0.505321633,0.438656278,0.425878755,0.451003279,0.367460236,0.481441239,0.412633618,0.401553626,0.281470662,0.31943281,0.339805597,0.415066126,0.493933597,0.317799119,0.329648854,0.346066235,0.573743627,0.331876295,0.295322691,0.272418301,0.244310333,0.245377757
"PLUSS_III",2,2112420,2,45,0.362288298,0.486761865,0.428745038,0.430732176,0.441714882,0.382495593,0.476338266,0.413425587,0.300361859,0.381129341,0.371033925,0.379061266,0.43194238,0.481777778,0.301376874,0.404454231,0.372896339,0.545596069,0.320906842,0.337141539,0.322380018,0.288031818,0.288048651
"SW4602Z",2,2112430,2,46,0.419135899,0.507541499,0.468248991,0.439243182,0.455678623,0.382692576,0.485208889,0.404996996,0.371599364,0.401506973,0.376857685,0.381240816,0.450041812,0.492487436,0.310458889,0.397391671,0.368566757,0.576896969,0.324534052,0.304856161,0.326604365,0.298502474,0.283431813
"NY0465",2,2112440,2,47,0.354930642,0.494223512,0.435964425,0.415872009,0.426922482,0.349802772,0.483267708,0.426376977,0.42987351,0.319967246,0.31481606,0.33046817,0.407689922,0.458319774,0.346739385,0.387273337,0.270830284,0.572649953,0.329131747,0.280964409,0.314291011,0.279513346,0.309640248
"VERNAL",2,2112450,2,48,0.340295686,0.467396516,0.405288311,0.390099089,0.417352087,0.352505166,0.453472915,0.435465124,0.460288995,0.281589673,0.28799931,0.324906988,0.385451702,0.461986638,0.366456354,0.343123352,0.279990097,0.578822375,0.360872243,0.273570968,0.291259708,0.238851715,0.288534316
"NY1615",2,2112460,2,49,0.337203912,0.473954264,0.407722118,0.41205995,0.42321673,0.347981756,0.435256596,0.432231723,0.418826099,0.31162302,0.345518832,0.379801732,0.440719501,0.475562092,0.340860429,0.403114418,0.288224549,0.584043528,0.382246244,0.27254481,0.320234688,0.28148741,0.325718239
"NY1614",2,2112470,2,50,0.312988313,0.47383347,0.395377343,0.395052363,0.399741055,0.352256039,0.432737119,0.390956831,0.431498431,0.277866999,0.359678352,0.388993632,0.426480657,0.464742629,0.34273424,0.384666919,0.301289233,0.581358151,0.40638375,0.282723281,0.309579766,0.301012018,0.326694643
"HI-GEST_360",2,2112480,2,51,0.350569621,0.468829524,0.41735891,0.396975734,0.402081475,0.389247988,0.413782156,0.389938365,0.328705818,0.355894802,0.414217584,0.436010199,0.455706004,0.511455192,0.310503401,0.395857561,0.307665412,0.563561254,0.405257788,0.308684973,0.366253526,0.340864455,0.319562867
"NY2003",3,2113010,3,1,0.500639189,0.512622498,0.504578439,0.45688348,0.473181862,0.484624631,0.382398733,0.381079235,0.359171792,0.283019578,0.283187626,0.345330162,0.393473356,0.426445944,0.336755552,0.391839254,0.421589391,0.507551172,0.340055879,0.298901661,0.321059809,0.344529079,0.320724672
"LIGHTNING_BOLT",3,2113020,3,2,0.325593769,0.457837064,0.446845734,0.422930509,0.439405616,0.456377288,0.396273239,0.415334529,0.258802114,0.274954426,0.291340808,0.372150327,0.382119258,0.498977342,0.361397735,0.391765316,0.393513469,0.52993615,0.379012187,0.293543741,0.380091216,0.317276588,0.337772056
"SW5210",3,2113030,3,3,0.31704985,0.504078431,0.479189781,0.439946333,0.452473545,0.466458258,0.394549684,0.418765831,0.257964489,0.294387385,0.336585915,0.400358309,0.382690112,0.493231663,0.400951557,0.412547029,0.430660632,0.533480731,0.353520099,0.327954239,0.399510991,0.344960284,0.320409019
"N-R-GEE",3,2113040,3,4,0.279616592,0.46385641,0.459299525,0.410110032,0.427518108,0.460473419,0.380374523,0.400839026,0.276551302,0.264619477,0.300138692,0.358511766,0.373808563,0.488466299,0.346964881,0.3422106,0.394834065,0.518045326,0.318743053,0.259644319,0.320529969,0.323601721,0.314144853
"ALGONQUIN",3,2113050,3,5,0.338235004,0.504432518,0.482731252,0.428087146,0.448408678,0.459908437,0.37109792,0.379526724,0.348750141,0.349696175,0.269914721,0.321519284,0.370162548,0.4977374,0.312755235,0.287995677,0.383895839,0.523315504,0.306481579,0.318947288,0.286343274,0.320307576,0.295733203
"SW3407",3,2113060,3,6,0.364569394,0.515497694,0.486119318,0.454185861,0.469516636,0.472968478,0.411412154,0.429268402,0.285470846,0.271572925,0.339452475,0.37604824,0.390885701,0.500705168,0.383273947,0.37155112,0.397602889,0.514531201,0.291222645,0.33471401,0.389348851,0.338942658,0.315461906
"N-R-GEE",3,2113070,3,7,0.308723723,0.45756043,0.443299388,0.410340739,0.42791096,0.406928937,0.403728752,0.425143106,0.300129541,0.271648363,0.303773676,0.333557808,0.367012336,0.499539295,0.28941387,0.280467206,0.364303387,0.525805882,0.336785723,0.27437331,0.289595581,0.365118835,0.312633225
"SW5210",3,2113080,3,8,0.381446571,0.504114713,0.478696384,0.431920459,0.447041607,0.466108373,0.405840237,0.424723909,0.280527224,0.262198213,0.347963557,0.361222314,0.382601235,0.504757008,0.370450255,0.395076123,0.402807011,0.535039246,0.323236762,0.316923796,0.36303892,0.368833532,0.319266364
"SW3407",3,2113090,3,9,0.363702694,0.511463433,0.489921509,0.444104876,0.462323203,0.478446538,0.402011937,0.42833979,0.272996205,0.292863516,0.357635099,0.382877263,0.370249155,0.475385911,0.36983921,0.432075102,0.414184468,0.52620903,0.31487574,0.312763817,0.362668063,0.344765899,0.325041537
"NY2003",3,2113100,3,10,0.344036672,0.518432249,0.500080546,0.449442416,0.469578807,0.453327246,0.389128314,0.439801075,0.371573057,0.292033702,0.312675551,0.336975089,0.362963046,0.477725054,0.302653284,0.386276607,0.424357779,0.525207042,0.33234883,0.298240733,0.282792789,0.348479431,0.301761212
"ALGONQUIN",3,2113110,3,11,0.320757863,0.494765914,0.482798701,0.420277928,0.445313682,0.420489,0.362933422,0.435284957,0.358999106,0.271675337,0.286714738,0.348329552,0.330098805,0.454397055,0.328255273,0.362743215,0.376187738,0.470539428,0.344008806,0.307354031,0.289906619,0.306500445,0.303923194
"LIGHTNING_BOLT",3,2113120,3,12,0.286938075,0.469491635,0.448323284,0.409579061,0.440678405,0.414742217,0.371432553,0.434477071,0.285665104,0.250729032,0.313213961,0.385549229,0.348294488,0.393233758,0.355019103,0.39966389,0.39517819,0.438650303,0.352501531,0.278227902,0.311516909,0.320831704,0.323173868
"BORDER",1,2113121,3,13,0.339421963,0.494752703,0.471300624,0.427547442,0.447346637,0.42703028,0.385546739,0.43067568,0.254994781,0.26640182,0.343493535,0.409989408,0.376471338,0.417207262,0.291484731,0.372161291,0.393763213,0.437601531,0.348637346,0.281455662,0.32901892,0.316860779,0.309406153
"BORDER",1,2113122,3,14,0.345066316,0.501326824,0.473517352,0.436603861,0.450645112,0.429776092,0.413505873,0.429073288,0.238231245,0.253556534,0.338839975,0.403010923,0.370570298,0.490710984,0.303252984,0.335328548,0.379550431,0.483277817,0.372285065,0.277099434,0.334904711,0.321895504,0.325898418
"BORDER",1,2113123,3,15,0.338414772,0.501541121,0.474695907,0.435267434,0.454725968,0.429064062,0.424816028,0.409942441,0.240780245,0.248548605,0.342456158,0.410914632,0.368389178,0.473900799,0.312446272,0.343634707,0.38468297,0.425297407,0.348951312,0.257942139,0.320624846,0.306969883,0.324265723
"VERNAL",3,2113130,3,16,0.28961752,0.481551495,0.465037007,0.402627121,0.42557941,0.384216509,0.452879916,0.436093668,0.380922533,0.371249685,0.247508826,0.337037933,0.306473539,0.48496427,0.310428681,0.284725846,0.304101472,0.414016284,0.337648708,0.307851106,0.260700694,0.25954313,0.284434114
"ALGONQUIN",3,2113140,3,17,0.347368528,0.498092731,0.471662572,0.427997092,0.454110517,0.404235307,0.453466329,0.444717133,0.357923057,0.308307027,0.266988767,0.352982993,0.323570341,0.48735142,0.331064861,0.339174094,0.307800013,0.425620316,0.355387416,0.289877073,0.275258556,0.275549863,0.30014434
"REGEN",3,2113150,3,18,0.339453234,0.487832106,0.467424866,0.416391856,0.442003314,0.387641282,0.418230409,0.434856881,0.308641202,0.272021994,0.301913978,0.370321512,0.362265275,0.491458409,0.302603266,0.36323187,0.326562355,0.485155651,0.368138822,0.293039934,0.311917703,0.29335379,0.341018436
"WL_349HQ",3,2113160,3,19,0.360611789,0.480460669,0.453043759,0.407430396,0.446558497,0.419310138,0.381451714,0.404080681,0.274838047,0.273184829,0.360361106,0.413481221,0.361116247,0.476292229,0.297623968,0.368790973,0.3734118,0.478394163,0.33805566,0.378531343,0.365700919,0.31439503,0.356009991
"WL_349HQ",3,2113170,3,20,0.343327322,0.479073168,0.449745128,0.405236403,0.44268597,0.412942093,0.359434293,0.405465686,0.267143669,0.289210499,0.351542088,0.406393532,0.321224392,0.451997386,0.299531316,0.413072245,0.373991875,0.486702647,0.335998285,0.387685284,0.354108708,0.289918072,0.341658414
"SW3407",3,2113180,3,21,0.379353967,0.505972397,0.472906785,0.447867872,0.474514325,0.423332805,0.361238251,0.408301866,0.26023007,0.327595631,0.356466908,0.415936487,0.385705744,0.501300523,0.292914797,0.395324389,0.417122595,0.481518727,0.320842038,0.381334563,0.392741285,0.306314648,0.343523667
"N-R-GEE",3,2113190,3,22,0.271344099,0.458098508,0.451220242,0.404625197,0.45237822,0.389216792,0.369899518,0.448282064,0.324708491,0.261846072,0.296331834,0.370407886,0.32772475,0.471475962,0.288811538,0.364188295,0.349464792,0.498599523,0.354233431,0.305806574,0.307315006,0.26449691,0.333428512
"NY0651",3,2113200,3,23,0.285112472,0.478778946,0.455025368,0.405202013,0.457709839,0.405072322,0.371729052,0.453761706,0.359912319,0.267584515,0.297470646,0.367312137,0.332334912,0.495740562,0.301649434,0.323749622,0.324091627,0.505195927,0.357598575,0.294426569,0.29842929,0.257571539,0.330049955
"SW4107",3,2113210,3,24,0.299785901,0.490850729,0.467759465,0.409674702,0.438476588,0.407451633,0.361990832,0.424038583,0.280731483,0.339470751,0.314667357,0.3890992,0.324313427,0.455643958,0.268952521,0.34902693,0.351263097,0.483887702,0.34152718,0.313848331,0.333614058,0.246503604,0.344465261
"HI-GEST_360",3,2113220,3,25,0.302226887,0.446168978,0.450951145,0.397704473,0.444578584,0.408217538,0.37396857,0.435577241,0.32320406,0.341134528,0.304430184,0.367420144,0.332461541,0.480885403,0.272070838,0.350721075,0.340996858,0.482466955,0.346445522,0.30824663,0.316884217,0.268626497,0.341552553
"LIGHTNING_BOLT",3,2113230,3,26,0.290395003,0.454942776,0.449705762,0.391815491,0.421726788,0.391311579,0.398546311,0.429979443,0.310785211,0.351765447,0.307631879,0.377224005,0.336742845,0.463815977,0.272590785,0.371816208,0.358721898,0.450985859,0.349946219,0.280512526,0.309619889,0.262742758,0.326094067
"WL_358LH",3,2113240,3,27,0.343164923,0.496749743,0.461452532,0.424508602,0.45240833,0.414737161,0.401655096,0.428281742,0.322042899,0.376430869,0.322692245,0.382126713,0.359113784,0.480100218,0.280472483,0.39186624,0.378823123,0.439870095,0.344012104,0.277282158,0.30798608,0.268692763,0.321120932
"SW4602Z",3,2113250,3,28,0.369667524,0.504744632,0.466178778,0.43432197,0.457447068,0.41298876,0.419949062,0.439193232,0.341868602,0.388592029,0.335662354,0.395129179,0.385763667,0.482456125,0.2839436,0.408589621,0.373610579,0.425786483,0.362448589,0.286730039,0.302789481,0.270479186,0.327372582
"SEEDWAY_9558_SBR",3,2113260,3,29,0.315917869,0.474887331,0.46816501,0.408245638,0.428529194,0.367877986,0.444216199,0.466308982,0.368036914,0.321542247,0.286552585,0.35416987,0.377206573,0.490063502,0.307127753,0.363145576,0.315775137,0.451401306,0.374262603,0.290013659,0.301148168,0.244105887,0.343862096
"PERSIST_III",3,2113270,3,30,0.3236072,0.471123028,0.453766377,0.409995943,0.43302094,0.376927768,0.432553645,0.461290522,0.347145951,0.34406859,0.301386526,0.377157816,0.371401303,0.493998402,0.298818907,0.39132886,0.324589664,0.447078346,0.368053731,0.279918537,0.304963966,0.253180625,0.348306733
"LANDER",3,2113280,3,31,0.291944647,0.469438851,0.452337904,0.405315153,0.423297074,0.338151744,0.400748446,0.461844719,0.376803649,0.324915151,0.292628026,0.356542483,0.350186661,0.443507674,0.297691956,0.374452617,0.307528633,0.431722985,0.362241352,0.282488862,0.27996793,0.243265664,0.328891355
"SW315_LH",3,2113290,3,32,0.363605259,0.508141214,0.477220581,0.458848714,0.469653667,0.387886959,0.349098633,0.471396146,0.462715204,0.313194611,0.30451054,0.361865335,0.397672833,0.509729993,0.317948225,0.367220951,0.340003978,0.423912647,0.365867016,0.334888638,0.293608981,0.279442927,0.310961257
"NY1614",3,2113300,3,33,0.294989686,0.467461476,0.444993699,0.433477994,0.420954741,0.353941291,0.353452417,0.454548859,0.455909385,0.31352378,0.310422402,0.36056842,0.376439493,0.497424256,0.306243249,0.38249964,0.330013475,0.443684062,0.375650197,0.291519167,0.297742495,0.282983074,0.35237981
"NY1615",3,2113310,3,34,0.315261699,0.487141708,0.47267944,0.4329031,0.430423413,0.365013837,0.355420375,0.441995889,0.44457674,0.353310361,0.343739015,0.37439887,0.397241321,0.4964032,0.311133826,0.38749897,0.356618954,0.443481639,0.371991787,0.291063566,0.306171041,0.286668118,0.360395135
"PLUSS_III",3,2113320,3,35,0.330034623,0.474539575,0.46455298,0.43457922,0.426286683,0.380142083,0.341273721,0.411212311,0.370467259,0.40711203,0.395719395,0.388232623,0.369849534,0.49229301,0.282664291,0.416564204,0.350333815,0.441332361,0.353051088,0.287679142,0.331846396,0.287287157,0.348536426
"NY0465",3,2113330,3,36,0.329386994,0.499684481,0.47513057,0.459784088,0.443486979,0.382538211,0.359764179,0.43147296,0.409280339,0.331914247,0.391907653,0.367190391,0.370109349,0.491339288,0.293146294,0.36804377,0.341550797,0.44267339,0.372293738,0.29960231,0.306120042,0.284563551,0.358500119
"ONEIDA_ULTRA",3,2113340,3,37,0.330032931,0.468557755,0.455970991,0.439748606,0.429842007,0.353044492,0.340631868,0.432432518,0.39915659,0.349005084,0.415589056,0.363237878,0.37690914,0.490212636,0.304108433,0.358987977,0.353862037,0.450398219,0.375520149,0.292626663,0.299104981,0.276692989,0.346899276
"GUARDSMAN_II",3,2113350,3,38,0.320585483,0.471752231,0.461753837,0.420522876,0.423040924,0.33551231,0.342789144,0.436827387,0.400028807,0.354103716,0.42056167,0.366616891,0.383369582,0.4835326,0.286467316,0.378116096,0.396786283,0.43366683,0.360259928,0.284533996,0.315267868,0.312149616,0.35098892
"SW4412Y",3,2113360,3,39,0.358690406,0.506466086,0.482669591,0.426189618,0.44798574,0.365688293,0.330316883,0.406660294,0.364168018,0.398301246,0.445853719,0.39347827,0.426033708,0.471646187,0.292087865,0.41236003,0.437215407,0.432188412,0.350858523,0.292225003,0.348114278,0.307212632,0.357149243
"AMERISTAND_427_TQ",3,2113370,3,40,0.328493809,0.483513832,0.452165796,0.420845166,0.433735577,0.3320738,0.328911422,0.404123023,0.361011835,0.378512146,0.422684837,0.375944654,0.373785339,0.439557127,0.310672353,0.407039251,0.409506261,0.443224718,0.366051163,0.293514775,0.348689569,0.27525883,0.340531266
"ONEIDA_VR",3,2113380,3,41,0.276446832,0.429276699,0.42584789,0.396171674,0.409389679,0.327559844,0.355913665,0.422724687,0.454830017,0.287974449,0.330891611,0.320856719,0.365250171,0.431950785,0.301821186,0.346528563,0.355415244,0.42627531,0.361548838,0.286811579,0.295500136,0.277209675,0.343830459
"SEEDWAY_9558",3,2113390,3,42,0.292391966,0.442791691,0.437048848,0.407592792,0.42108663,0.349226464,0.36122799,0.437374605,0.433150762,0.310871311,0.342305407,0.351237445,0.385421356,0.461799855,0.307973925,0.340781786,0.365067286,0.43234737,0.384579862,0.282455515,0.30492256,0.298382488,0.339492234
"SW5606",3,2113400,3,43,0.400742845,0.508660382,0.480565703,0.438467433,0.434212078,0.359897443,0.337185678,0.400096753,0.251875512,0.422134928,0.423239377,0.417480927,0.424400978,0.462407117,0.329933428,0.412534724,0.441108226,0.434334761,0.348323851,0.343809494,0.393765248,0.328948978,0.341257207
"55V50",3,2113410,3,44,0.384090935,0.506008261,0.469907631,0.440293892,0.435526803,0.374031643,0.365463517,0.455402922,0.280925197,0.394698768,0.40127584,0.401971238,0.408323429,0.463606826,0.296194222,0.38293153,0.403931733,0.423856811,0.366062574,0.312938365,0.368810038,0.314130424,0.343090078
"EZRA",3,2113420,3,45,0.346531689,0.487064785,0.465196451,0.42038751,0.416908482,0.388939704,0.381124369,0.487294434,0.323363792,0.345004669,0.356655166,0.363500955,0.385707613,0.447436633,0.301582267,0.337426792,0.355083171,0.414659759,0.365695084,0.279976875,0.334194505,0.324120759,0.350614533
"FSG_415BR",3,2113430,3,46,0.337374257,0.487442159,0.456201242,0.43335432,0.418003177,0.383294509,0.385786573,0.486192587,0.287602462,0.365932299,0.357683399,0.380014373,0.391111985,0.460730598,0.279318966,0.381516543,0.366004118,0.389191331,0.365950791,0.287828287,0.356177903,0.309312973,0.329027927
"FSG_421LH",3,2113440,3,47,0.402851075,0.507407803,0.499889529,0.464940425,0.470773966,0.424326553,0.413567898,0.452578431,0.307652251,0.391158241,0.39928744,0.385554486,0.431539452,0.485872912,0.28801982,0.400082311,0.430287903,0.347083696,0.350277799,0.286924896,0.352739477,0.378110854,0.289687314
"NY2003",3,2113450,3,48,0.344394034,0.513837915,0.48611467,0.448470588,0.467638624,0.389542378,0.441429604,0.450774668,0.384614624,0.312986083,0.361142315,0.350403969,0.412610941,0.471626741,0.317373126,0.336157316,0.381772866,0.352323276,0.362269497,0.297911564,0.297326005,0.348726714,0.26935243
"ALFABAR",3,2113460,3,49,0.293501136,0.486821853,0.433524052,0.398804341,0.424431286,0.375329463,0.436652255,0.411699775,0.322584081,0.30741378,0.310344227,0.347139769,0.36760792,0.41926565,0.31456617,0.366557772,0.340949958,0.402191252,0.396703164,0.28889341,0.33586154,0.284373939,0.263350166
"NY1517",3,2113470,3,50,0.346317735,0.50509077,0.467693616,0.436729927,0.443515577,0.416471252,0.477291934,0.374258697,0.358975011,0.319174336,0.317968374,0.357359766,0.42845446,0.475614815,0.327517661,0.331759302,0.348148987,0.48263329,0.449075348,0.287051697,0.316769201,0.308232338,0.287772636
"SW5210",3,2113480,3,51,0.370661823,0.499206134,0.487192967,0.417289231,0.426866484,0.391266077,0.484598279,0.408270331,0.302116234,0.408295466,0.376082958,0.397342729,0.444885336,0.445756127,0.293928732,0.395278215,0.411886239,0.492068713,0.448387324,0.312843947,0.368876561,0.342089376,0.310023395
"NY2003",4,2114010,4,1,0.361541388,0.502244853,0.499173943,0.420692721,0.426056258,0.458712181,0.360945734,0.353849887,0.367449803,0.296974938,0.278148353,0.321300247,0.420631584,0.503630422,0.277515402,0.341942498,0.474922173,0.389907042,0.305493,0.291150637,0.335639818,0.321621647,0.308850487
"LIGHTNING_BOLT",4,2114020,4,2,0.312869675,0.476189224,0.456731877,0.39832329,0.422391548,0.456327368,0.411510936,0.415987508,0.368623755,0.326143791,0.29289783,0.328570471,0.394409587,0.454236166,0.271669663,0.38790273,0.451980241,0.47075379,0.365325749,0.298098953,0.378801374,0.262878434,0.309986576
"ALGONQUIN",4,2114030,4,3,0.348009375,0.492701411,0.455787746,0.401568928,0.431393765,0.440470178,0.38852337,0.397587445,0.3626784,0.356238347,0.264088322,0.28314881,0.389404927,0.471713725,0.269786346,0.348511608,0.42875604,0.456440562,0.348835733,0.273092819,0.309785739,0.283667169,0.291658002
"SW5210",4,2114040,4,4,0.368342132,0.494285132,0.445816249,0.418062505,0.443176197,0.459628411,0.403070818,0.456474692,0.312763877,0.278235739,0.300341326,0.337899998,0.413010579,0.478762527,0.302278313,0.390466089,0.453529818,0.473222181,0.376461191,0.311689385,0.37929606,0.304010976,0.310159713
"NY2003",4,2114050,4,5,0.371509816,0.50437145,0.483969618,0.43098414,0.45145898,0.434896091,0.371982363,0.451257116,0.367495624,0.321348391,0.287917155,0.307490244,0.443847838,0.504636791,0.22375829,0.390186926,0.45434294,0.489832171,0.326390772,0.310423085,0.317949916,0.327855275,0.302061974
"SW5210",4,2114060,4,6,0.371426523,0.498790069,0.460035583,0.417634317,0.439693579,0.457361094,0.380932778,0.484023338,0.308165179,0.247332563,0.318522224,0.345070914,0.425343376,0.480721569,0.276065181,0.391022717,0.425513864,0.509674094,0.367179139,0.32286772,0.378091226,0.287944719,0.308402436
"ALGONQUIN",4,2114070,4,7,0.355587016,0.486259606,0.464022891,0.391738863,0.419381244,0.421409863,0.374753466,0.485253616,0.364758234,0.340282187,0.313785021,0.286819172,0.424087067,0.499630065,0.240319314,0.33128582,0.36362022,0.525113794,0.340039249,0.325323665,0.296385651,0.295704167,0.282076209
"SW3407",4,2114080,4,8,0.368926146,0.507895465,0.451933557,0.432822628,0.448320182,0.439609831,0.370707379,0.477995731,0.290501651,0.267478547,0.353167385,0.369155833,0.441368177,0.502729447,0.297409462,0.412256318,0.41631383,0.519554448,0.318172452,0.335875566,0.378815737,0.303522038,0.295088411
"LIGHTNING_BOLT",4,2114090,4,9,0.33507944,0.45521245,0.447230932,0.404722822,0.408326768,0.437087607,0.364719513,0.489615236,0.308819943,0.272526047,0.335907308,0.332440686,0.404767324,0.511293972,0.267547509,0.406856223,0.37886436,0.541400327,0.32497118,0.291123914,0.353911077,0.29798213,0.27383968
"SW3407",4,2114100,4,10,0.381589979,0.487966532,0.455683738,0.419272651,0.432745359,0.417153369,0.363517742,0.47440876,0.289243705,0.258145925,0.382575333,0.350961782,0.421250462,0.501665059,0.301954491,0.439732402,0.421660394,0.536403898,0.306427217,0.313801237,0.376928355,0.287364521,0.293122813
"N-R-GEE",4,2114110,4,11,0.317178881,0.425748032,0.437721649,0.383172113,0.390185122,0.37290201,0.32429792,0.455695044,0.315573541,0.288465164,0.357255247,0.323183701,0.399096925,0.487185621,0.282216776,0.424042551,0.407048456,0.534844017,0.312114576,0.291448267,0.332416575,0.323333856,0.299878276
"N-R-GEE",4,2114120,4,12,0.330198048,0.433620317,0.422004208,0.389370145,0.407015782,0.403605619,0.326513853,0.453862263,0.310392456,0.254521661,0.370212602,0.326567909,0.410771904,0.511308497,0.294437649,0.423684597,0.403173497,0.50783035,0.321229242,0.299482838,0.334739346,0.318435082,0.298139758
"BORDER",1,2114121,4,13,0.37251108,0.459761776,0.454565337,0.417003958,0.443788879,0.430593422,0.358331917,0.495915808,0.306359943,0.248607147,0.392159623,0.355382183,0.403304158,0.523227015,0.310870476,0.447210317,0.434176511,0.509844315,0.336194551,0.305555781,0.361165658,0.296494298,0.291561996
"BORDER",1,2114122,4,14,0.361511496,0.453727189,0.450538843,0.411566679,0.428435112,0.400009473,0.364923356,0.491744307,0.286766187,0.250742816,0.400751153,0.347001006,0.382511321,0.507721859,0.309831956,0.460902283,0.425095687,0.490428011,0.344335494,0.318146498,0.371553695,0.31259142,0.305792744
"BORDER",1,2114123,4,15,0.363879548,0.460248521,0.463635443,0.420521073,0.438003739,0.403367867,0.356083978,0.489276278,0.287518856,0.266659701,0.430748203,0.359605329,0.37622563,0.504826892,0.309911152,0.468537409,0.439935008,0.484786473,0.348587178,0.301393511,0.36824408,0.31552706,0.30269093
"FSG_415BR",4,2114130,4,16,0.353236685,0.448363827,0.459192312,0.408091503,0.415273792,0.352056913,0.371550173,0.501245731,0.329798215,0.263533413,0.412662872,0.33313522,0.350089961,0.512027144,0.284272075,0.436304375,0.401096117,0.486674339,0.350990964,0.288495021,0.368164752,0.281909866,0.300077298
"ONEIDA_ULTRA",4,2114140,4,17,0.344000168,0.431344787,0.460169815,0.406385141,0.410407547,0.406650269,0.395190312,0.527672292,0.375267139,0.305121752,0.404964264,0.3138897,0.355774099,0.507560058,0.294807286,0.407295913,0.381132823,0.485208363,0.329560844,0.286942879,0.334131247,0.284470903,0.285338131
"SW3407",4,2114150,4,18,0.399559753,0.495617527,0.463670701,0.441732626,0.451838268,0.419179688,0.406159096,0.505017868,0.29461476,0.261954411,0.449294578,0.3700243,0.359642485,0.512492355,0.311794217,0.44295229,0.429377933,0.470702651,0.270875012,0.312707056,0.389516244,0.293522009,0.29913473
"PERSIST_III",4,2114160,4,19,0.375984738,0.459537306,0.465595995,0.419840799,0.429662536,0.389546625,0.378172855,0.526639943,0.346200532,0.2652212,0.416695923,0.333510139,0.332091019,0.514055919,0.279890976,0.413189639,0.391984074,0.49599868,0.311270634,0.281979087,0.371648036,0.317516276,0.299231146
"SW5210",4,2114170,4,20,0.407891519,0.505196729,0.461333542,0.441788896,0.446484252,0.40820411,0.395417281,0.533262472,0.318566929,0.276213893,0.444407337,0.367445263,0.364484843,0.519737981,0.304566467,0.425676991,0.433982814,0.492641714,0.306570851,0.310497661,0.384393335,0.3360977,0.309894021
"SW4602Z",4,2114180,4,21,0.405732071,0.499478457,0.453958128,0.437885658,0.444384505,0.392883654,0.374966958,0.515943707,0.332815061,0.267584071,0.445206601,0.362988221,0.343087521,0.518093682,0.285326444,0.436392401,0.452819499,0.480341885,0.339580798,0.290959522,0.384384471,0.361488499,0.307185416
"NY1614",4,2114190,4,22,0.320469453,0.461633156,0.472319608,0.406511063,0.421200643,0.37231806,0.416214395,0.53988172,0.380494884,0.327994753,0.404750813,0.319089277,0.335388476,0.49607665,0.297138234,0.402907789,0.389646786,0.500715613,0.372197303,0.324590988,0.308130169,0.285659389,0.294044581
