"Germplasm","Rep","Plot","Row","Range","GNDVI_125","GNDVI_136","GNDVI_144","GNDVI_150","GNDVI_152","GNDVI_156","GNDVI_164","GNDVI_166","GNDVI_172","GNDVI_177","GNDVI_179","GNDVI_186","GNDVI_192","GNDVI_195","GNDVI_198","GNDVI_213","GNDVI_223","GNDVI_228","GNDVI_244","GNDVI_248","GNDVI_251","GNDVI_255","GNDVI_263","GNDVI_274","GNDVI_278","GNDVI_300","GNDVI_305"
"GUARDSMAN_II",2,2122050,2,47,0.26738530847728,0.175160321095848,0.188313982759369,0.365357662278377,0.0944605305365484,0.126195315490712,0.20037921301373,0.0941524367614106,0.175359670240294,0.189360720744071,0.179603185439612,-0.130608978087585,0.0300143633594782,0.262777547237906,0.145987420352804,0.191600827846435,0.192764989486797,0.187049980101853,0.134761513424232,0.134047782367224,0.143765733070855,0.13174684147708,0.183823070111298,0.189895375010439,0.0334527307366313,0.113481234265231,0.0186300646210484
"SEEDWAY_9558_SBR",2,2122060,2,46,0.254800680447526,0.177049755384337,0.195355818663926,0.35806048794605,0.0975870407485295,0.12703100618195,0.16309736322586,0.0740664059316199,0.171556362807976,0.190957224699771,0.17236857438952,-0.140565373253577,0.0227392913802221,0.277261754806118,0.136435871794114,0.201500200262756,0.183609310015241,0.174233585437603,0.111068228142752,0.105089868992549,0.123336070795225,0.120292873990047,0.176239731163038,0.193401895305081,0.0400803687992273,0.118801938916493,0.0300029002337514
"GUARDSMAN_II",2,2122070,2,45,0.269145079550576,0.195496751740101,0.200451403190435,0.363379607651695,0.109339439329853,0.137866195776025,0.181247860153647,0.105967456672826,0.186528031324157,0.198732787966399,0.17701359469058,-0.120266438743652,0.0474297903619841,0.255021679419439,0.156877876220626,0.202271048346672,0.182304716873199,0.178204443049829,0.144698952177005,0.134898502843326,0.144635766969071,0.125523909185208,0.183398218260688,0.181307043389153,0.0298032911440525,0.124708932745807,0.0354830248963645
"WL_349HQ",2,2122080,2,44,0.281953433882877,0.192368386506685,0.186648065460136,0.35847104254917,0.0987290291728074,0.139722974085621,0.210390039844638,0.17040738173976,0.221021002855484,0.222630574655911,0.200703343519785,-0.151223242201899,0.0727835028394165,0.253570822107124,0.171969513670457,0.212747108038461,0.174718968211713,0.159544427002043,0.134313709748637,0.131878928803096,0.146937774116986,0.129410717474997,0.188126585399882,0.179576580413065,0.029000430897232,0.124389158222183,0.0323357380486935
"SEEDWAY_9558_SBR",2,2122090,2,43,0.300907898380712,0.198528595382498,0.20919426106784,0.360510394976612,0.0932962462553774,0.123846051447333,0.103866979652841,0.0943175617819774,0.181342364932166,0.184865242118579,0.194730847551225,-0.177569649964873,0.0402239159184661,0.240540184763344,0.151881464919807,0.199921991265808,0.188210512139023,0.167799812605022,0.1402217368088,0.113710827809206,0.139151725549134,0.117008568749501,0.176170154903322,0.184870644305664,0.011499752818178,0.13432717212802,0.0379429331681494
"VERNAL",2,2122100,2,42,0.259720623499898,0.168336038076944,0.180307607348212,0.339307826761074,0.110372845212875,0.141656063060622,0.0699476525893202,0.0586050987988241,0.112444923103503,0.164802306151907,0.150170919921765,-0.171743965515195,0.00976609446358459,0.243740277867372,0.111954271565238,0.185854230664024,0.173112788458101,0.146872355207787,0.134163236472471,0.110137104566984,0.122676327545455,0.103755534904062,0.1738546857469,0.157810708615367,0.01977787219995,0.0700871811596911,-0.00205948598073946
"SW5606",2,2122110,2,41,0.312838679291233,0.215779405452618,0.216393489387919,0.371499802096713,0.109964013954243,0.158467293088726,0.199667485545547,0.204154191198989,0.208145730968235,0.228864995372845,0.228341860649465,-0.149181163137565,0.0754250944890196,0.253202623602035,0.189304738126028,0.23623772840302,0.217124597870474,0.173825619833862,0.153304345220939,0.129393729093369,0.167404519269912,0.124669741874699,0.223660723084358,0.19713749232088,0.0338759836263655,0.0896049615471914,0.0202097656063338
"REGEN",2,2122120,2,40,0.283828935578686,0.199281036478485,0.195713443135163,0.348713446538344,0.124809389614335,0.157428045703937,0.149034980387159,0.147120681357217,0.157360584288334,0.193583871643703,0.176131745116515,-0.164187718399744,0.106353961861997,0.226052615037721,0.17575808657399,0.224485391491855,0.207661586363297,0.180302116322324,0.18390934522492,0.179712576449969,0.166871743343675,0.102007308809063,0.188339853061367,0.183767843314987,0.0503050668499167,0.0919012876820274,0.000727734936663767
"BORDER",1,2122121,2,39,0.292417561898539,0.215427363124345,0.210909296212089,0.367707771359017,0.0922696202950154,0.143068385925851,0.175630647379306,0.181836285291225,0.187451595014008,0.21987502949147,0.210638584404492,0.194808916348838,0.254829851324051,0.251745073486501,0.288330696514436,0.144188098840141,0.206525221693206,0.209422844291237,0.249011760090543,0.231137672071633,0.202292630873052,0.117316235123071,0.0910166048754509,0.234620420665308,0.232531823504342,0.186020312133764,0.0741155242056181
"BORDER",1,2122122,2,38,0.301737730952701,0.213082437630088,0.213853727867544,0.364055421393431,0.118158760536529,0.154954355532772,0.199933223527495,0.202808954572255,0.203710970575809,0.226502167846161,0.22662324820203,0.264515274669681,0.224086729773671,0.259327973435802,0.275078513410332,0.174865149756705,0.219714376383126,0.222504318028063,0.263505439385539,0.241129560857902,0.211710354220488,0.106781200127396,0.093705095990772,0.225110576030828,0.24562302097483,0.20885045052376,0.0977105481058311
"BORDER",1,2122123,2,37,0.30425964292456,0.199638575173026,0.21599610116525,0.369178545361897,0.116107211561078,0.156822775293635,0.196315397614301,0.199630691938023,0.201093461905368,0.199799125236247,0.231663084628656,0.263355504593496,0.207127653470548,0.256348298076819,0.266438924502857,0.168537718676556,0.22379791076206,0.220477369839153,0.273266523789655,0.240295142484458,0.216897810859681,0.108512847592104,0.0860799863795201,0.221295067434283,0.228233836686677,0.211827940276581,0.116513585564706
"EZRA",2,2122130,2,36,0.266446587868529,0.181235834123514,0.197694749891155,0.345930517388052,0.137542599680972,0.156434825986818,0.120076320032202,0.128186364413517,0.153364976684937,0.163673534530586,0.196858684484578,0.236618360783635,0.219034189388751,0.240852093457595,0.28025731918739,0.118069463382762,0.204872144293829,0.194281352410797,0.276502296212243,0.244036547435888,0.222546561238306,0.0992582464376463,0.0504463490146879,0.1953793486485,0.220073899508856,0.211322668924967,0.116256872631108
"NY0465",2,2122140,2,35,0.249086275093087,0.177363702270163,0.172156103136902,0.339317162735783,0.14413431472654,0.163986694120516,0.109683418804101,0.121177511911982,0.145077154936267,0.160590623044186,0.187193075185731,0.236166945864101,0.209871171100118,0.231357506192105,0.270688591456728,0.104412820740609,0.202305274101557,0.180278790841072,0.262980392910357,0.230890405015802,0.213463906520027,0.0841409531082823,0.0441343590746174,0.179144596410783,0.216681159635645,0.202826321456907,0.0990526557156516
"SW3407",2,2122150,2,34,0.282043318350905,0.202749665803579,0.17846043090485,0.362501120210786,0.128080412403209,0.156524106943505,0.176864253934754,0.184972098334691,0.197473116937242,0.194454211631712,0.226912553449018,0.264382521588392,0.201009046216663,0.230365927797492,0.252786705955391,0.185887363737955,0.239825448305764,0.213881006729535,0.261395682018081,0.226474838790933,0.23532103347173,0.0935874027809176,0.131571597402716,0.203604617462193,0.245792584388397,0.184138793488635,0.097539338674226
"PLUSS_III",2,2122160,2,33,0.27091637133086,0.182418670610131,0.14936658188738,0.35156007666439,0.136027400290212,0.159408304785436,0.183855805284382,0.180412122920682,0.190081333537466,0.177418651636026,0.21707187466832,0.261283939760361,0.203372941522943,0.246621031304631,0.263951379699064,0.169212115279175,0.235455620087867,0.22181804672244,0.263043299959708,0.231238873025501,0.225317154005255,0.0987082154134086,0.126146076062215,0.21716699984243,0.234629089221149,0.200699293630812,0.113075401135786
"NY1517",2,2122170,2,32,0.267502578252687,0.199867476717738,0.163025003983289,0.347627270545362,0.145603772925101,0.161001275198741,0.107428694980264,0.114763307057303,0.157950075179155,0.161642432465363,0.203677809657489,0.250707597678958,0.208690673086543,0.247124834489879,0.263261938407226,0.107855639028543,0.191509577154392,0.203119200580608,0.257322067908658,0.237932758874364,0.236914610583392,0.108914338888478,0.0629461422754041,0.187999104841305,0.224339690181477,0.194647259956324,0.106304757696336
"NY1614",2,2122180,2,31,0.26348220268364,0.171473005976845,0.169185796126368,0.335684776768184,0.124689727075766,0.147217660166863,0.117770835466081,0.130811600561725,0.152516467645986,0.160868673633063,0.202189416757214,0.237753307507272,0.17538575745728,0.231395370603394,0.22113274808651,0.0947948743924547,0.1689861122206,0.182969519996402,0.231770422230136,0.215342855097648,0.213649694379925,0.105521941736736,0.0437278826980428,0.173783858270105,0.191160736383193,0.18789758045572,0.115911542327879
"NY2003",2,2122190,2,30,0.221472664368002,0.160594956771638,0.187338880579204,0.332198108416697,0.149224903656821,0.16436990622371,0.084050881178593,0.0954177565423832,0.143165145817719,0.157562684972309,0.203757943947707,0.237684296041772,0.208943963734427,0.263419069964249,0.263375020013164,0.0668272740256443,0.17503323548238,0.189287863151142,0.238714365878566,0.222541831972388,0.189751320145245,0.107066214942499,0.0231192037543595,0.154959254182234,0.17546843013818,0.198283561797083,0.11016694107378
"ONEIDA_VR",2,2122200,2,29,0.224300608639172,0.141980255136791,0.155146920057758,0.316223205397832,0.133973562958325,0.155547124361172,0.13261212872744,0.149316378471517,0.161635490512399,0.159493578887861,0.186802362886478,0.204855174654148,0.185421122082177,0.260155689963201,0.23481855364261,0.130017785720402,0.208807560699499,0.193678371353033,0.267081571667714,0.240645252730454,0.237057861571683,0.121054906574016,0.0371435310194275,0.195286510954639,0.221959083463239,0.195154590521066,0.125525335439114
"WL_349HQ",2,2122210,2,28,0.227500291218684,0.148820264604997,0.160855427133523,0.331879413754696,0.121632952322074,0.150206833884204,0.192040682315247,0.197230394689934,0.198911638976753,0.189038020936621,0.221360208881384,0.204665816749027,0.211521425882908,0.262810581553485,0.258722273672154,0.190056600437608,0.239423798555397,0.236391266906438,0.279218693641433,0.246488978586704,0.235444463321747,0.111354549126573,0.130073716760208,0.234589390543893,0.254280723623677,0.182672017367588,0.114597044008371
"FSG_421LH",2,2122220,2,27,0.277805673486954,0.19713973540845,0.197527572490397,0.359564305629849,0.125541584812508,0.144313081108122,0.144528955009316,0.141649643343351,0.185050258163657,0.183067285023394,0.239414496972788,0.232503943718967,0.22309270724435,0.25890054703614,0.273730878213764,0.132984579698019,0.216747971062641,0.229076432165328,0.283553547759829,0.255765141829668,0.262530932361237,0.131447076583148,0.0752895481258658,0.211404429104639,0.229657403215678,0.198019014158117,0.127663328556753
"SEEDWAY_9558_SBR",2,2122230,2,26,0.278504711396855,0.184348937269542,0.200867041053876,0.345173766763062,0.142606571800627,0.15535799698248,0.102168609223526,0.0862290528475137,0.155069027063158,0.160230725652778,0.206295393387224,0.188780925504075,0.19009349818207,0.252410631864824,0.23857833600915,0.116595726010167,0.190883914481372,0.207838988677508,0.266863957093467,0.23912402487244,0.232846280225045,0.118725709248366,0.0665835691412471,0.204003735231807,0.223828359579579,0.174852068642399,0.11193154975416
"ALGONQUIN",2,2122240,2,25,0.268954056669815,0.187182612443274,0.183931513462583,0.342108456480228,0.123867868749783,0.140702835497297,0.0788146277514881,0.0535684959753936,0.137851714906469,0.151430348258706,0.188189031718976,0.189456419130151,0.172793676450431,0.298767400602525,0.236058937369695,0.0923058333552585,0.172240875428356,0.203110582687583,0.265400549309674,0.236394197704352,0.213779985981587,0.114895352277134,0.0341163867441429,0.184316734625897,0.190610177900254,0.172263153223946,0.0939242827904305
"AMERISTAND_427_TQ",2,2122250,2,24,0.328045342524255,0.211249942169025,0.176750214259204,0.354964815239093,0.11435063007457,0.1412724377466,0.192937969184112,0.168852089844186,0.204894488274068,0.187713521031228,0.228009597656695,0.210007386590683,0.194357635963821,0.264282480073458,0.242845516240856,0.184445053458312,0.212574406579537,0.235141388232496,0.278879160118837,0.230971971128449,0.225007298559751,0.130430398467304,0.119103740228569,0.23227162170869,0.246408656731346,0.179922240732372,0.109768256146842
"REBOUND_6XT",2,2122260,2,23,0.332359662870646,0.202150637933433,0.191781021686985,0.364246453590757,0.124611429963936,0.15761613043753,0.225085532883475,0.195219052467576,0.21143242600663,0.193275640419368,0.231027792653415,0.234923871139889,0.202359568749156,0.24185977700967,0.240354223588234,0.178130557566917,0.201928956779383,0.236965223255904,0.272455654770397,0.220721884619679,0.218667827556582,0.124952327590672,0.132925346737178,0.227717452710862,0.238817290068232,0.172860613558505,0.0956610934361931
"SW4602Z",2,2122270,2,22,0.323912822703147,0.20423777790578,0.195123210026121,0.367127246144567,0.14871416163144,0.159864948037777,0.159909743895813,0.127749424211941,0.1790749132202,0.165428599145128,0.218286540291904,0.247628489359999,0.205480390157959,0.253506646008601,0.250889497460889,0.118113738310652,0.17187090480212,0.219880036028231,0.264552176442192,0.209768788126896,0.23638069441003,0.140650770476991,0.0575971544886456,0.195348000677912,0.199159930501556,0.188698175130305,0.114130244433051
"NY1615",2,2122280,2,21,0.282503865564944,0.171503268733909,0.177818274057555,0.32820439940457,0.14004111003798,0.143572922462681,0.114400922562584,0.0916994128173079,0.14278572659045,0.146053707545508,0.202007982270538,0.207159567799776,0.193741989849971,0.224088984637957,0.240431111317661,0.0602303606195022,0.114478641347964,0.173153633801944,0.257772781611439,0.215843935644059,0.222670527634062,0.135516773166603,0.0279911131361308,0.170612509165112,0.191266180109885,0.184142362760252,0.100321204304965
"GUARDSMAN_II",2,2122290,2,20,0.308688004947792,0.202097043149492,0.182754440904241,0.341375278891731,0.125891160390044,0.139093808547219,0.142912593237708,0.116565215330732,0.164971701294098,0.154706102437191,0.202538885579564,0.205373746163556,0.191686097976128,0.265538664313189,0.246042329127774,0.0944675749624879,0.155835992109026,0.199634155920318,0.291005247000856,0.26222172136511,0.234633908130219,0.158618790382375,0.0645638166909164,0.210162731124891,0.236389907680882,0.224917878516819,0.145747959262297
"SW4412Y",2,2122300,2,19,0.329397145970126,0.208305855139577,0.200701312098211,0.35720147601476,0.108780542954789,0.129065111527087,0.183925005647502,0.147514890462827,0.183385329337635,0.171046724638613,0.237308192481455,0.221117526589021,0.199513299832496,0.26303729412225,0.241548358945487,0.131749258700907,0.202518137350622,0.221789423185843,0.296943602502261,0.26981207986705,0.246525453099835,0.177036674412979,0.0715093361561205,0.216863640589794,0.244805502472647,0.230765704445592,0.147197149026399
"FSG_415BR",2,2122310,2,18,0.316123003134516,0.181789594520523,0.191082286199728,0.352154767573622,0.100323701230282,0.12516754372359,0.139227104419861,0.102822809399827,0.158334308456828,0.14876371915353,0.197123967694233,0.197368206172425,0.171313711365389,0.254384841776983,0.228484491973323,0.0971416102787567,0.201629627989333,0.199921708518609,0.27471909894449,0.250898847969367,0.206484337788266,0.156813006787586,0.0587293663471778,0.19757507974014,0.22614602473221,0.23152703651604,0.14588261138954
"LANDER",2,2122320,2,17,0.282261076672869,0.154665534151522,0.149821622680566,0.323557266451098,0.0996210075688545,0.131362283335968,0.116485504844298,0.0819775825918641,0.12465485448145,0.131564021759214,0.160269640716115,0.185983125647629,0.176764208632312,0.262436423141196,0.243893715944712,0.0855054246359724,0.180091148424031,0.16477744075873,0.249599002288262,0.234232895520104,0.177948606909674,0.142078436450668,0.067438974282274,0.16747569440582,0.185998727196773,0.193241904953885,0.0907553184426258
"SW5606",2,2122330,2,16,0.333622037332966,0.203684080026924,0.194796555709514,0.366175740812254,0.107685527915917,0.148454467799076,0.224229702591223,0.193093624299927,0.208016454508683,0.192469327131363,0.220644588096749,0.211922036886975,0.174004921314606,0.273430074869113,0.229623286856664,0.176409510491505,0.246866413043015,0.213833970732455,0.262027466624004,0.22729521096557,0.213999975745018,0.15445726639881,0.103566007206663,0.203342149765067,0.247233637828795,0.20305357557427,0.123024885332803
"VERNAL",2,2122340,2,15,0.262518469359237,0.155822295934603,0.170078232020946,0.325933529033664,0.11049352414273,0.131237478353085,0.0671223946370614,0.0346740668349763,0.105822491244286,0.123418825306777,0.149401814046138,0.165952432826596,0.181352272977736,0.271234691991833,0.246877574580794,0.0418994267983486,0.154665460802161,0.147647506609447,0.24822994576707,0.251729243417901,0.180256322906946,0.144505617334976,0.0288490579090254,0.155127380111252,0.156099049193678,0.181352032090018,0.064880389638763
"SW5210",2,2122350,2,14,0.342234926575442,0.216374136001111,0.213079623871118,0.367184978547293,0.0957875854923857,0.124795041714962,0.173477743182395,0.139671168129138,0.192424156860301,0.186492742260503,0.222599567652381,0.20993888401339,0.192939202668003,0.276176876610817,0.260130484814476,0.152315468118084,0.239871957710309,0.227267470958443,0.297654939337207,0.278782505118891,0.246529330217088,0.176467458096685,0.0904076957061733,0.232026694344608,0.259320473776208,0.236168038125146,0.14392890652424
"55V50",2,2122360,2,13,0.327023685872168,0.187586320165351,0.198231756844266,0.361650760402922,0.1108727080387,0.130823251381759,0.157227145279617,0.131479064870196,0.175172167304635,0.173423023058346,0.210432521993082,0.19452426387646,0.195909813856073,0.285499969214372,0.260578303681406,0.118939770670785,0.225778525870126,0.218185099011004,0.287448878545894,0.254079614785294,0.219744769816183,0.159686243886812,0.0779696565991206,0.22040578916531,0.244398589434216,0.237589502491053,0.1350003948286
"N-R-GEE",2,2122370,2,12,0.298180165961212,0.164738445691185,0.171435937657338,0.335715396490912,0.110186759660622,0.124218175253214,0.13682560409518,0.111129643683691,0.155315426693026,0.155141372776313,0.18684181852096,0.179701004572511,0.184735028616054,0.160465130345892,0.237934397306231,0.1269718358432,0.212573249488603,0.19436858676922,0.246979457866357,0.213381723592494,0.181009896645866,0.106835374052946,0.0542816008882637,0.203690327961018,0.225416918593381,0.229154306509809,0.12913594856951
"WL_358LH",2,2122380,2,11,0.305334914138058,0.16573205722843,0.177373291062136,0.351072967204889,0.11908018606528,0.140288951355295,0.171668099844009,0.134550560629934,0.172181949763642,0.1817287156618,0.210342530503944,0.206461648414016,0.221031920757642,0.182618808708809,0.248654101416733,0.142966985843068,0.202384256072313,0.206271755317153,0.255845045321767,0.204635286532151,0.187965801717849,0.117346574497777,0.0989914422517213,0.218405521860769,0.227214391134719,0.2119496104836,0.10854108382665
"HI-GEST_360",2,2122390,2,10,0.30626121106719,0.154748768740291,0.163281876015459,0.351955216885071,0.0983904157851539,0.120362721267518,0.176008028584154,0.136975601411864,0.171301293078924,0.183684904989397,0.19381716701608,0.204718684295023,0.228590212958217,0.119127304817162,0.259937975357879,0.121147682445759,0.118954359271672,0.173665206491318,0.227973460485989,0.186309707736527,0.177545902377478,0.114870916900512,0.0818824710158566,0.19571043526067,0.217840802910665,0.208943895325795,0.111908879930343
"NY0651",2,2122400,2,9,0.322379486269645,0.165087173719245,0.160333829146311,0.346219132877786,0.116291675229532,0.133177581986881,0.145829094423312,0.117800077906331,0.15045969715324,0.170554880144108,0.18871604215692,0.200197921820881,0.238297348802416,0.15673777504595,0.260587243754236,0.092819383217408,0.0741164648095458,0.156745699656886,0.240393870602645,0.217650575018923,0.1846915502303,0.129237929613505,0.0692534661613988,0.188844304555987,0.212706466506969,0.218056689365835,0.119174759912016
"REGEN",2,2122410,2,8,0.339021275762261,0.173333163611579,0.170406659900736,0.344217535830292,0.080826522962977,0.115168945298188,0.124114700836439,0.101893154342448,0.146541410636364,0.179803225806452,0.198490443268466,0.206641353722077,0.251861714735629,0.167846520792285,0.267652745400614,0.0956992502693728,0.112302779745795,0.177687660044211,0.256324818292574,0.217646029735386,0.201213247644245,0.130348088095942,0.0494636734176949,0.194316082127072,0.223282676947322,0.223245179121482,0.123511317316463
"SW4107",2,2122420,2,7,0.354076566360556,0.166617933819803,0.169394938721153,0.3556104627993,0.0735718730628939,0.116712954376707,0.163567797353071,0.141149692879598,0.16769141633263,0.206289585455985,0.231063658193417,0.232878798077258,0.241642012114303,0.159228032981747,0.252516647902135,0.13003463387588,0.164948595754949,0.197595204553839,0.263043694700348,0.238587272666926,0.212580842945529,0.128807769230636,0.0737332866489215,0.19605861122143,0.237297056045112,0.223398546947657,0.12492580177328
"PERSIST_III",2,2122430,2,6,0.363515196868465,0.154976973880933,0.167678782753394,0.359095064556535,0.0713886088093406,0.0982764416141377,0.146424425684386,0.117787307777773,0.15950106940304,0.195365717500046,0.212771196193986,0.221709243688567,0.273219375568054,0.130091853522828,0.279818401643955,0.091161731677369,0.185531722721089,0.210113290889137,0.270234618545583,0.250685843017734,0.223122938890907,0.136133458569853,0.0629092505715503,0.187041666744834,0.240536062071441,0.227439779282202,0.124171003288774
"LIGHTNING_BOLT",2,2122440,2,5,0.34631713498317,0.131902330191327,0.146515281593285,0.348432019932302,0.0771747978149867,0.095847117241748,0.156625026437338,0.124337277013821,0.146033443460307,0.192894564562426,0.212892466166069,0.227339670149357,0.268438070507145,0.136852204136415,0.266087575154027,0.100438317531222,0.200774795934148,0.21905660735596,0.25361511788869,0.241905840774797,0.225779238560371,0.135110396988497,0.0532957328099389,0.148905142840401,0.227939078783554,0.218703773509872,0.111544049203853
"SEEDWAY_9558",2,2122450,2,4,0.344635692243186,0.151103082206178,0.149799237427872,0.354539718231216,0.079381573545441,0.0798623183176579,0.124478109324146,0.0883245117580242,0.128632294852192,0.17530873037895,0.189747371974171,0.216890322746517,0.275958157251301,0.130231762110146,0.295313287418109,0.0556399199434369,0.183178457901485,0.191913115484018,0.237810511028021,0.23881253123674,0.220109399545856,0.124556304270896,0.0207700884939491,0.0984232879641946,0.200820215332384,0.211525812188298,0.098148569852622
"ONEIDA_ULTRA",2,2122460,2,3,0.383167528363753,0.172992572022378,0.17111261516446,0.385974418113742,0.0782879091703113,0.0670649699892615,0.113887788805417,0.0770224695869357,0.11499520298849,0.172179516225059,0.199668028848487,0.235623663978669,0.282761433305161,0.109707992713548,0.298240235452817,0.0644446396823721,0.196773187488507,0.19168865753492,0.247557548700333,0.251275047407803,0.228725405083954,0.135706823339429,0.0262775790738145,0.0700568427449924,0.200864248048914,0.195576702273043,0.0816688026806895
"SW315_LH",2,2122470,2,2,0.422483215906095,0.208918548984883,0.212043225175847,0.423733590255921,0.072645295274084,0.0583292221766153,0.10781560433596,0.068013472023321,0.122316147910497,0.179492231739365,0.206049351081031,0.251879527870622,0.286701276146894,0.168633171106962,0.309934307468935,0.05309390486418,0.203204948182447,0.190912555719423,0.246956393077268,0.2530686786391,0.239372641653754,0.145240070765738,0.0165315771147272,0.0460081870297186,0.186783691899191,0.216130519222181,0.0984038305087692
"ALFABAR",2,2122480,2,1,0.439098118956997,0.207579142772329,0.199120173973328,0.428264580115116,0.0288837250456878,0.0245312127613144,0.1426228078883,0.11252782717916,0.133927757709985,0.187321021022203,0.194605537829603,0.268087409582406,0.296018280406248,0.207371151582797,0.32577672242815,0.0980977325871259,0.229998471344465,0.200329064303516,0.274909869946751,0.277570877632534,0.252425561550349,0.166390585268865,0.0212745747954368,0.0422736735022649,0.217047660381984,0.216585263102463,0.1085015947072
"GUARDSMAN_II",3,2123010,3,51,0.333179236828811,0.216687684318792,0.238135604519262,0.390811400215724,0.0344368197081115,0.102760733867008,0.155903951597276,0.0676306428114428,0.220664057750929,0.151801483817272,0.196486376719465,0.23052078376635,-0.213233571911997,-0.0203002675460119,0.0121550006359436,0.174185038664537,0.273226964274993,0.235472992729187,0.150003576116183,0.164877572898694,0.134283044306371,0.0873156406088615,0.147000497181379,0.203528443323239,0.0592088626832748,0.105446826989441,-0.00182767643984636
"SW5606",3,2123020,3,50,0.328975860212013,0.235623140838597,0.255225343685994,0.392355860769971,0.0418790196906679,0.124094477864552,0.212424895836354,0.120613996671148,0.244842254586106,0.157381535782127,0.242982936380854,0.232055329086132,-0.217773954842271,-0.0302097591956463,0.0345016683469655,0.19467874404825,0.263917675066648,0.240423520200484,0.143192094963306,0.141818116800038,0.119277514202233,0.101706927684386,0.138740228313497,0.20676414551733,0.0672074301566041,0.115218820676056,0.00825768041724811
"VERNAL",3,2123030,3,49,0.29389297590833,0.193399844591306,0.212105091098851,0.368872684921927,0.0441187391201059,0.121715763450519,0.122443699302771,0.033117391436953,0.184154333868565,0.112064848671748,0.178907884508854,0.181319243610786,-0.22675921399392,-0.0733846128862883,-0.0495285580919327,0.18134099669041,0.239932192250341,0.218356683879585,0.154970499432558,0.1417545344887,0.105134499711662,0.103213289254648,0.127796059388332,0.180336827100767,0.0349278886362691,0.0971459038426868,0.00203705578209089
"SEEDWAY_9558_SBR",3,2123040,3,48,0.284550349933579,0.205383079382204,0.210596920663753,0.375707236686334,0.045111521316814,0.115638825632472,0.126044271754804,0.0733506521910177,0.204962057539975,0.12582466184393,0.210200752711977,0.182431481391408,-0.225730638637408,-0.07106188001441,-0.0418617959845487,0.187532357267938,0.204759287170848,0.197701501407823,0.126662176266072,0.106543644612017,0.0985752698041979,0.102471974613704,0.112325064609815,0.204523061080157,0.0420611793057098,0.119904324931087,0.0283641876235121
"REGEN",3,2123050,3,47,0.279558478659232,0.203326868660769,0.194464092313817,0.377115260735901,0.0586379119736387,0.118250301409559,0.102766999218521,0.0733045123562449,0.196201638343803,0.114754792829008,0.181135956573654,0.179717690326319,-0.234736554796768,-0.0577990851943351,-0.0767958190198831,0.172056454141725,0.199642874593015,0.174448089288448,0.146395984828049,0.1330882181201,0.123654071702981,0.112218289909875,0.127931307544234,0.199742536293685,0.0491595375255767,0.108327499126768,0.0130134084178551
"VERNAL",3,2123060,3,46,0.246476422678597,0.185230009081082,0.171754270758187,0.365022748935659,0.0572227356797548,0.102739005927322,0.0226310721675828,0.0296762608000711,0.164789766487641,0.103918241730476,0.134270259575333,0.159764906377679,-0.2587786705725,-0.0646281032948235,-0.111181993360165,0.170294706024515,0.187823270532429,0.145847077342296,0.149962389890324,0.135692326646428,0.128510539444992,0.11295879157281,0.124977140355447,0.157846519000337,0.043894759897766,0.0816203474524448,-0.00923680089569595
"GUARDSMAN_II",3,2123070,3,45,0.271390988878281,0.20397966533605,0.188574774349365,0.366445017631644,0.0852609859577103,0.115224178784078,0.0567168850106153,0.0993549788928096,0.218993239232234,0.133321041976167,0.167023359314025,0.169934784693152,-0.279801777383204,-0.0516561314143544,-0.0773799602339406,0.190301920504193,0.208697635248969,0.16193533159284,0.174275609555606,0.145766804287097,0.154428997513751,0.130200429724299,0.153296263148219,0.170170746888616,0.0623872721957623,0.1096180651222,0.0316523793973928
"WL_349HQ",3,2123080,3,44,0.271871173089375,0.218132888146911,0.180478527377129,0.354397801784487,0.0869936039565281,0.114985805721976,0.112129006702384,0.159993467237889,0.240129583444435,0.143098501639584,0.184901646852207,0.17573163045905,-0.289178122959271,-0.016904138104296,-0.0365495369613862,0.20289682482559,0.204653713323918,0.15528467301308,0.154164187393391,0.13851798558434,0.14100261271008,0.125098534565451,0.153782585408763,0.168789371632278,0.031363510112426,0.0861608125055696,0.0185223228447591
"REGEN",3,2123090,3,43,0.287123321806727,0.232298427659324,0.18899577529781,0.336917895866482,0.107519674934756,0.102798808207766,0.0348511102734755,0.0752605802905071,0.209159971221659,0.126600013530017,0.159400619655083,0.173629026363129,-0.303882406895529,-0.0867575689529762,-0.0691254606637103,0.197708523758096,0.213675812438141,0.177586075834277,0.169318329052566,0.170805636994339,0.136709738893936,0.122471873437771,0.155562237729345,0.172717863136819,0.0325629308020436,0.098821194910904,0.0352892190512374
"WL_349HQ",3,2123100,3,42,0.273027150198352,0.211232477188089,0.187320462900515,0.320928576902255,0.106684189708846,0.107084069324259,0.117167275294459,0.144394803759277,0.231172958935817,0.143505581536769,0.17973986899886,0.178645381619553,-0.294922470745488,-0.038705846680037,0.0153826232150093,0.218725399897505,0.204357109833695,0.174504822787733,0.145397306984924,0.157228447634598,0.138599710349106,0.127414344973376,0.180816453689138,0.171125199606216,0.0312281799512885,0.0928841629394963,0.0411428640937152
