"Germplasm","Rep","Plot","Row","Range","GNDVI_125","GNDVI_136","GNDVI_144","GNDVI_150","GNDVI_152","GNDVI_156","GNDVI_164","GNDVI_166","GNDVI_172","GNDVI_177","GNDVI_179","GNDVI_186","GNDVI_192","GNDVI_195","GNDVI_198","GNDVI_213","GNDVI_223","GNDVI_228","GNDVI_244","GNDVI_248","GNDVI_251","GNDVI_255","GNDVI_263","GNDVI_274","GNDVI_278","GNDVI_300","GNDVI_305"
"PLUSS_III",1,2121180,1,31,0.230405329202341,0.162486860199059,0.183005866004803,0.335856373161319,0.0434660694762588,0.0660245631305755,0.131690301394667,0.146079306502468,0.195843383195458,0.182121688556208,0.185182856582146,0.253509788305785,0.237072862322189,0.268351802825686,0.243815222508955,0.149591767941562,0.196502933899143,0.229885023829385,0.254382197170346,0.202795799086167,0.184027501254877,0.205181557909229,0.0528468560234834,0.227215921906493,0.216953303584332,0.185409893017416,0.0642182419404088
"WL_358LH",1,2121190,1,30,0.215638444097539,0.171958006726612,0.199525848384482,0.332639863299037,0.056982873937,0.0834973158999307,0.113056380012881,0.119983695989152,0.181127220497586,0.1740739655324,0.172203208512389,0.256078723637417,0.246896625832796,0.267757665543396,0.258919962527282,0.146170537115134,0.188863819631672,0.222361309701327,0.256134877857207,0.218617661306705,0.184329090028041,0.204685531422469,0.053623785664735,0.219370142562305,0.210189315356043,0.179318458514417,0.0569909680477201
"NY1614",1,2121200,1,29,0.213723242185314,0.166661633464588,0.190579330260246,0.313377270061524,0.0659769110122644,0.068321205783627,0.0662034091066415,0.0793531526244734,0.155381239032072,0.161875255572882,0.161234577013267,0.237887295107799,0.24294848316782,0.27575164716816,0.246734032246102,0.0885226448439724,0.144634972479284,0.189053828589287,0.256733402969634,0.231096349859338,0.190330463767321,0.186709489824953,-0.0165104084598942,0.197283398044653,0.189430779791819,0.183323413860158,0.0620501111414503
"LANDER",1,2121210,1,28,0.202886337647618,0.153530585385833,0.174126436651667,0.295234944794609,0.0506159113370042,0.0754213801319338,0.0872530621915763,0.0948803822727282,0.148599938164301,0.158731943046312,0.145266032991151,0.222590360625313,0.247669333305383,0.269233830619485,0.256566564649264,0.0931800694794881,0.165199050014316,0.205274824880441,0.266804477405983,0.236541285138418,0.191501117592086,0.168865514904332,-0.00389365422105013,0.17793011455763,0.178046192722699,0.153382705244374,0.0240426394508909
"LIGHTNING_BOLT",1,2121220,1,27,0.252488175251102,0.205716766560247,0.206151234413485,0.319546825857232,0.0444638241724491,0.0608192798174763,0.121174474387994,0.139773582115617,0.187001006757894,0.188488705527565,0.178386154727191,0.245452890057731,0.239390660208061,0.259366980833117,0.23903769327846,0.130900558935487,0.181593343210768,0.219138333285707,0.271682519867705,0.236050356697724,0.204916081091654,0.135429083798649,0.0429139731626049,0.20207679932507,0.226165459673021,0.185870787995821,0.0711369654529397
"N-R-GEE",1,2121230,1,26,0.263214890786127,0.222961313523493,0.205944081815655,0.314819885235069,0.0555557523840482,0.0690083886943766,0.101268788439575,0.108679669356176,0.169588611829035,0.169444541042162,0.154319906780462,0.232669204353234,0.244172275773157,0.253164024866367,0.248586073436782,0.0891834896980231,0.132353142099834,0.171896835095876,0.227546558784644,0.212667460908832,0.16090671227735,0.0791084677388817,0.00821945443583232,0.176316801921493,0.203372915085488,0.170225346640074,0.0660089075884226
"SW4602Z",1,2121240,1,25,0.279981289436686,0.231423209895544,0.230179077643392,0.351765309357673,0.0538648503493633,0.071928012315038,0.0970119668532126,0.108795190963286,0.182052486462961,0.188988166347148,0.188585706184056,0.260514879943968,0.247132508778034,0.266847285400542,0.249305006918808,0.127821431485248,0.184808809858611,0.215431586551104,0.275879449772582,0.256451989758263,0.179138914675583,0.102617152131259,0.00342093964507884,0.181248165939451,0.218597521535787,0.183077018150999,0.0862465636485444
"ONEIDA_VR",1,2121250,1,24,0.250927339094786,0.199731998194737,0.209190804748614,0.334681321703393,0.0520248422848767,0.0654604316870752,0.0632716837443384,0.0785878936688869,0.156158089207784,0.160180365750988,0.156421786275555,0.220784339721688,0.244527020408833,0.237501666941384,0.226751108598833,0.0861865407319952,0.146931060916403,0.189949524802211,0.259772335000958,0.249605046482908,0.163090654271398,0.100050967967661,-0.0157459995147714,0.165929472341876,0.223054498037803,0.166707318523722,0.079702726825238
"REGEN",1,2121260,1,23,0.27119308050085,0.210769736501433,0.209947225647349,0.338746563927823,0.0751708359175155,0.0949331804315224,0.103279337643196,0.101399293813571,0.153191126303995,0.158613675352258,0.156917505141893,0.220393453348575,0.237914571053659,0.229862751097535,0.210422074650745,0.0668258781929086,0.137364738108509,0.192250883136929,0.229759487019733,0.211780444670674,0.154054833349837,0.0817459045234654,-0.0210412421629189,0.16117803314348,0.213512283712169,0.171539583700011,0.0866952425727644
"NY2003",1,2121270,1,22,0.256524401497116,0.213978150796658,0.224378422716268,0.35078572831703,0.0782205050701311,0.0951468460542962,0.0798560624922606,0.0735559417248327,0.153954345549488,0.17413280553869,0.163495179096332,0.229067159601407,0.256723992895526,0.220285457989142,0.221111872891399,-0.000491260621139001,0.0761273352778539,0.149225040501003,0.201213783321948,0.204001939644209,0.12396686024617,0.062968138994573,-0.0477635342907686,0.119421793161501,0.144261506614465,0.138293243810656,0.046949472816117
"NY0651",1,2121280,1,21,0.274007698792086,0.223551279845508,0.204177696761093,0.351721689465383,0.078552081759606,0.0851630872562658,0.140793193931354,0.138453818160094,0.171511307127089,0.174838757980081,0.16227341003697,0.237239826442411,0.262574202979394,0.223300417838032,0.232821524158332,0.0751390891741269,0.121025805064526,0.173213136519679,0.23808225459638,0.236968316575005,0.146591980179355,0.0861776425396224,-0.00335017355356616,0.163289671163451,0.200847219792332,0.164147643734156,0.0803224654890069
"NY1517",1,2121290,1,20,0.275923170676553,0.234582828845131,0.235261357101998,0.359371375917493,0.0823818876876547,0.0758259273537828,0.0495391806294527,0.0596324863874408,0.147161476089005,0.169705959414475,0.171972534332085,0.240776365920605,0.278515310831469,0.236033617635754,0.243186935837982,0.0655953277756893,0.138186123878201,0.186311297626733,0.267981684827451,0.263092509710723,0.171444225290379,0.10926223138691,-0.0399829948829261,0.156742403848824,0.175536571191483,0.164726982291604,0.0718063483496022
"SEEDWAY_9558",1,2121300,1,19,0.270318713456622,0.210724736720853,0.204189540972104,0.350879232772076,0.0802922266734139,0.0783208726681473,0.0755340600461136,0.0840627265593098,0.153161058707602,0.171188829798293,0.171111972360641,0.237268974311578,0.257882633685588,0.241911664509096,0.245331574554428,0.0794184905638641,0.144504387412664,0.189375846938662,0.266652373874331,0.25598392800822,0.173029101041815,0.140724002510172,-0.00698511919287859,0.178783219930498,0.174344668519751,0.174825916766433,0.0911703443728099
"ALFABAR",1,2121310,1,18,0.271898450833389,0.209938061011667,0.191745132351578,0.345099440580683,0.0667035300541465,0.0821804168629244,0.0835413332802056,0.0961833263018082,0.153309154822333,0.174078373092419,0.149078674548815,0.232334362226972,0.256184084953576,0.223819066655529,0.231708878153703,0.0676092520345466,0.130223639709779,0.169742846488311,0.231560496876612,0.217406985954558,0.141262028553757,0.154601720788232,0.00224773927128072,0.168279904946824,0.158028181984967,0.145767476512323,0.050036397103172
"SW4107",1,2121320,1,17,0.285533718753643,0.217069476236698,0.190409817630479,0.357878252063837,0.0294327141758823,0.0702982797049576,0.123988299158607,0.147246586948521,0.180290857225561,0.208083611590098,0.177669323474449,0.240220742708203,0.258296617368657,0.220788980316589,0.221101075421493,0.0844477305953722,0.143650538980433,0.164713718450381,0.219194749120725,0.205764843561453,0.130315362953134,0.174552771693645,0.00207001961704638,0.1719028433141,0.154797236263572,0.134605153795594,0.0483070737859167
"GUARDSMAN_II",1,2121330,1,16,0.276056042826972,0.202551084423514,0.191106548216559,0.353098861153166,0.0397754300203195,0.0866836560124812,0.0904162122729314,0.107542472540359,0.162778261399701,0.195700090093984,0.161513489974069,0.21989756966096,0.259229759290668,0.22602276315196,0.228526531679929,0.0575051959576331,0.154669514756062,0.15850682277686,0.205431660041373,0.197476746496212,0.132912811018256,0.184696148694456,0.0166934064840261,0.167913573307402,0.172856897871534,0.14801734053068,0.0624481737262175
"SW315_LH",1,2121340,1,15,0.293791014639071,0.240860422462729,0.229570917742438,0.377481607626403,0.046140245502632,0.0994837629672216,0.0261708405789628,0.0394206016744702,0.145425841778226,0.199071729850713,0.169049051920168,0.237464627321999,0.275010382132877,0.241317028758776,0.247384728530668,0.0178993930137261,0.146786173409892,0.157174946097213,0.212554369952649,0.196752446834247,0.134825237295508,0.1952310458446,-0.00713685812276221,0.150817162650378,0.130160460147631,0.135443238081574,0.0393874080693319
"SEEDWAY_9558_SBR",1,2121350,1,14,0.308790031271846,0.231896771781495,0.222459026539286,0.374646780517067,0.0257680729802889,0.0778746881056783,0.0673309846183702,0.0904837615129679,0.172182471935831,0.204809799771195,0.171658920871921,0.225250215672935,0.26407749686794,0.216810824638914,0.217874636626857,0.0596093400296118,0.167622844959361,0.164693753016205,0.221874131823661,0.214267327179261,0.134826229890522,0.190395127141678,0.00198249934755204,0.185027689770001,0.181588845171185,0.151210430006363,0.0592211066838626
"FSG_415BR",1,2121360,1,13,0.32005319798896,0.22234460091152,0.208640345585528,0.38949083503055,0.0306142332065038,0.0855061337768898,0.0983810364438222,0.120293301024481,0.17794685892655,0.203625183286933,0.165491876273722,0.228429081494109,0.260994641062012,0.232561069598125,0.254868639515578,0.0871997990469291,0.185084752213358,0.189643822343392,0.235826733573644,0.222900368105923,0.15061570199598,0.186486521419402,0.0250253689053639,0.198391083770485,0.203842728788304,0.170309854725672,0.0607069286275375
"NY1615",1,2121370,1,12,0.313816855140258,0.221490852556147,0.210821606172291,0.384211705464898,0.0223112126796695,0.0697658812760399,0.0943297865528489,0.117083491126158,0.184429573421539,0.203664819635091,0.174030458228825,0.234651988280295,0.27525132865301,0.237403202965744,0.236917591075209,0.0865456888728051,0.174645586747443,0.183949107120897,0.224937112112703,0.214701182953556,0.145621173902673,0.153067273921911,-0.0112285626165079,0.187542954950011,0.193561142762633,0.202950277086683,0.0660644979515217
"REBOUND_6XT",1,2121380,1,11,0.322917388212688,0.225807892726188,0.213367493204567,0.402877491871505,0.0339935082605822,0.0906029984239183,0.182215014984921,0.185561460656223,0.220069812064343,0.236105696671615,0.19617063561192,0.248073997543177,0.240634286549423,0.210142095789113,0.223309421075311,0.14624379678487,0.213574246527907,0.222567206282813,0.241530362763268,0.229690671653776,0.148226976456933,0.157052716415824,0.0320415372958451,0.205346954475693,0.219497815107574,0.208358370585642,0.0673869342155224
"NY0465",1,2121390,1,10,0.30931038360604,0.22294616634449,0.210837762796961,0.388880007089199,0.0217542997963154,0.0457220648248,0.0909620746891306,0.093681888229672,0.173008082899241,0.193938087043065,0.159636159770647,0.230619052197314,0.271038802031512,0.241111874635691,0.25719809103677,0.0787380774612129,0.18280582496542,0.204406181879346,0.247467325783391,0.233654622498163,0.158634148824916,0.161001509551819,-0.0219296926731647,0.185596203520368,0.195960686739917,0.212311626928244,0.0633729489301243
"WL_349HQ",1,2121400,1,9,0.32215839034472,0.223772561551214,0.210445697162491,0.397559787810881,0.00636951891770346,0.0294129916198167,0.157459543436937,0.163969696513818,0.21016036668263,0.226430254711085,0.191464485314044,0.244349879505966,0.245619355562846,0.216803447132913,0.233108994307474,0.145816393299307,0.210018741800209,0.221403733022923,0.23895089693183,0.211893384851011,0.143479095119737,0.155050164518043,0.0240787858421402,0.198570796523784,0.209602421052399,0.19599862347842,0.0627746929130662
"FSG_421LH",1,2121410,1,8,0.329364564019884,0.248115045207165,0.238861010656005,0.418818909966877,0.0544911502323464,0.0554256023587285,0.0830272152249939,0.104050673018267,0.183122811342719,0.215573635958639,0.192264652775521,0.266256245938739,0.286068086233057,0.273753390493681,0.285943366820917,0.121521290803292,0.212263277512307,0.217416274007464,0.249399417797284,0.213843616041748,0.162691709544723,0.148399468645354,0.00410477482959309,0.176336807200464,0.185709466024626,0.192954505222163,0.0611015382452793
"SW3407",1,2121420,1,7,0.343540074870328,0.242573577084347,0.235864066507353,0.413471772371917,0.0280228641961074,0.0428402360309636,0.132483729442632,0.173444122340476,0.209930735430671,0.234710509005002,0.207982112502163,0.260602166454522,0.268288437222336,0.247445408448474,0.26346531570317,0.153113878715834,0.219328573593603,0.226074315199407,0.255939125387437,0.212396684674701,0.163262870346405,0.157059005748907,0.0301058043722243,0.197761933561036,0.196706838273393,0.18671015202643,0.0610620986183062
"SW5606",1,2121430,1,6,0.348383217838935,0.250166805932976,0.243765294218122,0.415629565029357,0.0287454760678841,0.0498344793894056,0.147889093265545,0.184783935839119,0.214385058501711,0.232545443996505,0.210413810224137,0.25868412274926,0.281812084830755,0.247974642129245,0.268141096738968,0.162372327300591,0.229932857375061,0.230662994630817,0.246307876453593,0.209407433381726,0.158904072088514,0.140678383068182,0.0230705535251026,0.182982628737269,0.195339927374329,0.178816493294533,0.0528767907990229
"EZRA",1,2121440,1,5,0.341437108506954,0.252537547953747,0.221822927329037,0.398359428017565,0.0256509354915581,0.0396043253272544,0.0920418522209367,0.125988281866425,0.16682245446833,0.200859723310021,0.170283928911509,0.243803371813588,0.276981973861876,0.260891664510128,0.281359334181809,0.0925855978802436,0.187948703462163,0.205536899762164,0.26283550311596,0.239008157482285,0.172110048785156,0.154980173276499,-0.0117161321678196,0.178435596457205,0.161771875216412,0.184873191341743,0.0596924225215626
"SW5210",1,2121450,1,4,0.370663115347325,0.274706523075647,0.247531490174878,0.423733440778425,0.0154280247498204,0.0274179013078298,0.179920087675403,0.206659740980875,0.217290690519383,0.240505996625164,0.213915901710454,0.266006976591687,0.295531425346318,0.261938986273777,0.275537237853818,0.145638398150548,0.23398866503064,0.242406251951333,0.281980156344771,0.253510139698894,0.211276206337228,0.168079041862204,0.0345424591542933,0.214290056995955,0.2157691999037,0.214335983739216,0.0998484560803921
"PERSIST_III",1,2121460,1,3,0.362478715409091,0.247656632748,0.228659893314981,0.416135506973238,0.0331059043999719,0.0255722050740476,0.157671197853321,0.186426913746392,0.183978367276493,0.21194820358809,0.177421784090617,0.238994015183976,0.269800469760003,0.24304077137974,0.267051395297454,0.108927056739701,0.215491948725709,0.225595108305272,0.263807647974985,0.219353561632215,0.207484270745172,0.16018198462285,0.0480377806839636,0.21576129208978,0.221821334726948,0.234634856715061,0.116156029616571
"ALGONQUIN",1,2121470,1,2,0.355977222697255,0.244327572709749,0.224689565645319,0.404264043773855,0.0473689500046736,0.033823664663143,0.135563822243458,0.160277085291433,0.155296054773587,0.186203225828859,0.143791188389382,0.215786319206629,0.261069090716349,0.23377585113942,0.249626354708713,0.0673932742395173,0.174704207011508,0.177389044232645,0.230390565808194,0.186870089514755,0.178519095515126,0.125415780414244,0.0461096386862167,0.191329849528597,0.180348164442638,0.203913201002837,0.0793138491902919
"ONEIDA_ULTRA",1,2121480,1,1,0.390715966985119,0.243532393354205,0.214178416216479,0.406975241400956,0.0459646951735822,0.016080226056816,0.12390332236593,0.151377920936119,0.154949486708302,0.204688534003732,0.149148452100719,0.232043631530256,0.265126625285397,0.244993781224743,0.25194884052663,0.0911448172434306,0.219156117670733,0.19212489907418,0.247265479930256,0.184141351856999,0.180012525722466,0.11767372838694,0.0230671358110019,0.178849949043865,0.171266975641427,0.174028243234676,0.0519290718892341
"SW5606",2,2122010,2,51,0.308307695553224,0.178979579390403,0.21024641341739,0.384593991261691,0.0884695196648846,0.121338778475134,0.169854697032003,0.174486825664408,0.228746636504095,0.215769495900248,0.193888814058529,-0.0793977548121117,0.0777261260276682,0.303670902248168,0.189728529428116,0.204980202290428,0.240661575348548,0.180000522013656,0.114598541284924,0.162007377256311,0.186030250872278,0.131451528279542,0.192762796342376,0.227760239687972,0.0657645998263736,0.140209740358714,0.030582356622763
"WL_349HQ",2,2122020,2,50,0.279387163770193,0.171781909394384,0.187960584050371,0.376254563669908,0.103610866073281,0.135927173708648,0.212637184881769,0.179329838723682,0.222876635536785,0.211364459699125,0.188767210685836,-0.135806196079561,0.0429116592362862,0.284250115635134,0.151712350337546,0.194866893885761,0.200785440431103,0.14411338152278,0.122326776711488,0.162441790268323,0.164961858128712,0.138385956488828,0.193254226002287,0.205650870044434,0.0494139759480067,0.148339002552564,0.0449011333176537
"VERNAL",2,2122030,2,49,0.253031419725494,0.164324686096943,0.174415507994954,0.357213438503028,0.0953198418464022,0.117725207544485,0.114369934212714,0.0374193359955986,0.136530623105855,0.169662342210775,0.145991698337474,-0.152787296667254,-0.0146903847660841,0.271320619675482,0.108156236620658,0.198725128801491,0.184494159432525,0.16052878194716,0.127621702167876,0.152126288298165,0.128550215307745,0.117393791025911,0.167109845812205,0.18415482824181,0.0264707811723945,0.1103515484744,0.00882548964031564
"REGEN",2,2122040,2,48,0.27177327664086,0.192667940696405,0.199212077260558,0.369713433324775,0.108531120614012,0.130364913785761,0.17955123814347,0.0931880979954464,0.177658442970129,0.196231307498313,0.176067264888895,-0.13414973145802,0.0406516590430286,0.273229508818636,0.150356365701338,0.211596895048843,0.203065016626872,0.193635196548389,0.135863068204038,0.15546733688117,0.139184552832966,0.142779009535769,0.188680009866181,0.197825202957554,0.0347742433827291,0.144702279491415,0.0462379141544158
