"Germplasm","Rep","Plot","Row","Range","yld1","yld2","yld3","tot23","sca_yld1","sca_yld2","sca_yld3","NDVI_125","NDVI_142","NDVI_145","NDVI_150","NDVI_152","NDVI_156","NDVI_164","NDVI_166","NDVI_172","NDVI_178","NDVI_184","NDVI_187","NDVI_193","NDVI_198","NDVI_213","NDVI_223","NDVI_228","NDVI_251","NDVI_255","NDVI_265","NDVI_277","NDVI_300","NDVI_306"
"SW4602Z",2,243,2,46,2.43,1.75,1.18,5.36,0.218501731596445,0.304959589907327,0.214456091634605,0.454520697,0.616641507,0.583078744,0.54004207,0.477658537,0.447049661,0.439496105,0.473313567,0.401403068,0.486032191,0.470929676,0.463662847,0.499609561,0.461441975,0.383684732,0.445883586,0.472459431,0.469425841,0.383839177,0.414927414,0.442026608,0.47885792,0.628336057
"NY0465",2,244,2,47,3.07,1.89,1.18,6.14,0.276049512757649,0.329356357099913,0.214456091634605,0.473555631,0.621193453,0.590727758,0.542343797,0.48507804,0.44970509,0.472419454,0.516664611,0.401286741,0.485910364,0.471721359,0.466596998,0.51575709,0.463948467,0.35890598,0.460592288,0.464048996,0.462792734,0.402602121,0.386797746,0.465236506,0.475962445,0.643835
"VERNAL",2,245,2,48,3.35,1.63,0.91,5.89,0.301226667015675,0.284048075170825,0.165385629989398,0.479867984,0.603488518,0.573078893,0.531881933,0.482936906,0.449720542,0.501239293,0.54177017,0.377396111,0.46192803,0.460453223,0.468394982,0.531438954,0.4759939,0.336228511,0.417683618,0.437949685,0.475960991,0.450202958,0.320880046,0.391372886,0.451697714,0.618235348
"NY1615",2,246,2,49,3.65,2.07,1.38,7.1,0.32820218943499,0.360723629204667,0.250804581742165,0.508360711,0.590421685,0.568506282,0.533776426,0.483400026,0.441916928,0.486510821,0.51992189,0.40358262,0.503164377,0.483563222,0.517616406,0.542390874,0.475309804,0.384338327,0.476048795,0.462768185,0.470127494,0.421392503,0.398175738,0.485656089,0.468953897,0.652698142
"NY1614",2,247,2,50,3.42,1.88,1.23,6.53,0.307520955580182,0.327613730871872,0.223543214161495,0.502194439,0.596758966,0.573469114,0.536416197,0.472253902,0.465297972,0.495661556,0.52890623,0.389820771,0.510978762,0.494723368,0.557285906,0.565565312,0.488695861,0.381201003,0.47761934,0.457597168,0.461851144,0.449879769,0.375104273,0.492458869,0.457900602,0.653767935
"HI-GEST_360",2,248,2,51,3.18,1.89,1.19,6.27,0.285940537644731,0.329356357099913,0.216273516139983,0.520583444,0.587838072,0.579147939,0.541285403,0.466456763,0.48799272,0.462318881,0.46451406,0.428648756,0.546526166,0.5071675,0.591944863,0.592077258,0.54179114,0.411163747,0.516266017,0.467437099,0.450903081,0.384280165,0.45816071,0.515337173,0.44627582,0.646644137
"VERNAL",3,313,3,16,2.42,1.52,0.95,4.89,0.217602547515801,0.264879186662364,0.17265532801091,0.413789807,0.63995412,0.590433193,0.555348834,0.491052563,0.460005653,0.501213564,0.48518473,0.360456456,0.405935263,0.434804554,0.454096571,0.542541105,0.63046841,0.336716647,0.331747516,0.49224224,0.401636216,0.402830357,0.333212448,0.394908669,0.496049349,0.592881912
"ALGONQUIN",3,314,3,17,2.56,1.68,0.77,5.01,0.230191124644815,0.292761206311034,0.139941686914106,0.412543457,0.641302222,0.595415755,0.571719434,0.502989609,0.48434532,0.49464525,0.473086789,0.342137539,0.440192225,0.445224457,0.470377838,0.533793394,0.61732287,0.356341769,0.311353151,0.473547852,0.380376734,0.358328341,0.355189035,0.389707529,0.491862049,0.595880878
"REGEN",3,315,3,18,2.76,1.94,1.32,6.01,0.248174806257691,0.338069488240123,0.239900034709897,0.431081872,0.638079452,0.593029218,0.562030802,0.49310412,0.461326923,0.488390435,0.475955431,0.341141467,0.44719221,0.439896383,0.469144629,0.510982921,0.570433373,0.35288452,0.331383165,0.485304427,0.422201463,0.368995366,0.392914501,0.475587217,0.476411156,0.63921156
"WL_349HQ",3,316,3,19,2.46,1.84,1.27,5.58,0.221199283838377,0.320643225959704,0.230812912183007,0.444338989,0.630268526,0.580959912,0.560476598,0.488157558,0.471368294,0.411539833,0.381314047,0.406834963,0.487168201,0.449175436,0.475452949,0.468015566,0.507891939,0.436207571,0.31232178,0.457504675,0.413507603,0.319897808,0.483289648,0.523101454,0.477203061,0.641759507
"WL_349HQ",3,317,3,20,2.33,1.77,1.19,5.29,0.209509890790007,0.308444842363411,0.216273516139983,0.443931791,0.631943738,0.582935804,0.556495473,0.491799487,0.476125571,0.391217745,0.389597881,0.4046649,0.482676478,0.451385791,0.47830186,0.426024973,0.43902077,0.432597467,0.288888714,0.429870017,0.440982706,0.334153927,0.49767132,0.519100018,0.473712916,0.638402406
"SW3407",3,318,3,21,2.42,1.92,1.38,5.71,0.217602547515801,0.334584235784039,0.250804581742165,0.473062248,0.647374799,0.585370048,0.564163669,0.495379157,0.469247398,0.399493532,0.418016603,0.376767356,0.480311532,0.457794606,0.482473737,0.448098073,0.474407779,0.420217209,0.304418271,0.449909105,0.433719985,0.309793853,0.49665688,0.520671779,0.47575184,0.644739809
"N-R-GEE",3,319,3,22,2.38,1.7,1.2,5.28,0.214005811193226,0.296246458767118,0.218090940645361,0.471874131,0.621499022,0.575958581,0.556865149,0.485406846,0.471714912,0.443201272,0.468999518,0.360708002,0.451669557,0.448601986,0.467473729,0.425903708,0.456470298,0.386284694,0.340708393,0.442907693,0.42705447,0.350197756,0.43736139,0.488416946,0.487685133,0.634502157
"NY0651",3,320,3,23,2.39,1.79,1.25,5.43,0.21490499527387,0.311930094819495,0.227178063172251,0.461707207,0.639176966,0.587392336,0.561326722,0.483790966,0.478625184,0.433371927,0.456099473,0.36314325,0.443294651,0.441465471,0.465917073,0.431590404,0.480970892,0.375129758,0.375759323,0.43453472,0.455432984,0.36977968,0.437407988,0.488173881,0.461073394,0.634184712
"SW4107",3,321,3,24,2.35,1.77,1.24,5.36,0.211308258951295,0.308444842363411,0.225360638666873,0.481319387,0.635385404,0.583927077,0.555212868,0.474622842,0.469965959,0.401126268,0.425946237,0.360759529,0.464949387,0.44230694,0.453833126,0.419638486,0.456739417,0.399518364,0.426614367,0.45612295,0.443783952,0.350959585,0.494767633,0.504549026,0.499778851,0.641708335
"HI-GEST_360",3,322,3,25,2.22,1.53,1.01,4.75,0.199618865902925,0.266621812890406,0.183559875043178,0.471946849,0.629525644,0.583096069,0.560395905,0.484775271,0.473721351,0.426491493,0.44015147,0.342550037,0.459303425,0.440853578,0.462057273,0.427870954,0.464417284,0.375584597,0.430790459,0.455429619,0.456663514,0.356677056,0.473737346,0.493136566,0.485901837,0.642150866
"LIGHTNING_BOLT",3,323,3,26,2.35,1.72,1.13,5.2,0.211308258951295,0.299731711223202,0.205368969107715,0.478153314,0.631226415,0.586989513,0.560971678,0.483077816,0.47048372,0.43457594,0.420100727,0.367380376,0.463128511,0.446542694,0.463857541,0.432780801,0.459232389,0.386663554,0.431881921,0.481938305,0.419795458,0.346487788,0.460206615,0.488471863,0.483442968,0.631586891
"WL_358LH",3,324,3,27,2.16,1.52,1.02,4.7,0.194223761419062,0.264879186662364,0.185377299548557,0.461123714,0.636805504,0.58543185,0.55973751,0.484023129,0.46721089,0.438021879,0.424803118,0.360773822,0.460603501,0.449512718,0.462549396,0.434488449,0.453784604,0.391164113,0.421771521,0.497157124,0.419184586,0.32787447,0.446744249,0.466514632,0.500742368,0.62836384
"SW4602Z",3,325,3,28,2.27,1.58,1.1,4.95,0.204114786306144,0.275334944030615,0.199916695591581,0.444585245,0.636661543,0.590750517,0.563272771,0.479249598,0.455273898,0.462331286,0.44475933,0.36078214,0.457775703,0.443405785,0.455795975,0.445592439,0.464511108,0.371154461,0.409951841,0.508455737,0.425363643,0.36496279,0.411961047,0.446089841,0.506690161,0.626249835
"SEEDWAY_9558_SBR",3,326,3,29,2.57,1.54,1.16,5.26,0.231090308725458,0.268364439118448,0.210821242623849,0.469515641,0.622088161,0.578243203,0.548251784,0.475086475,0.4562018,0.474438742,0.474857369,0.380303298,0.453222622,0.445049623,0.458397238,0.459067796,0.483096825,0.358823529,0.417393314,0.513574772,0.441204486,0.408454625,0.39518161,0.455571841,0.511099616,0.630169753
"PERSIST_III",3,327,3,30,2.59,1.55,0.97,5.12,0.232888676886746,0.27010706534649,0.176290177021666,0.470634445,0.632578429,0.592020473,0.560198482,0.484890517,0.455845861,0.462649073,0.44680103,0.378563722,0.473766544,0.456384008,0.472280019,0.461544369,0.478762382,0.38494947,0.430998043,0.49505535,0.435453425,0.362152752,0.425751603,0.473942258,0.486290306,0.636195561
"LANDER",3,328,3,31,2.59,1.69,1.02,5.3,0.232888676886746,0.294503832539076,0.185377299548557,0.479125962,0.625092669,0.585839326,0.547136203,0.486563193,0.438981653,0.43103424,0.43454222,0.35257921,0.472032072,0.451318613,0.459643851,0.460833828,0.452055128,0.37391035,0.428379665,0.502408727,0.374843353,0.33550706,0.414593191,0.452767504,0.498597669,0.618988527
"SW315_LH",3,329,3,32,2.23,1.53,0.94,4.71,0.200518049983569,0.266621812890406,0.170837903505532,0.430514996,0.638317358,0.591031575,0.54511333,0.488556324,0.452123025,0.396462533,0.468818308,0.35555436,0.43571147,0.431813372,0.449099358,0.4649348,0.487978214,0.341427175,0.39965099,0.467776577,0.381112357,0.394205544,0.351866977,0.391472938,0.497549975,0.607928748
"NY1614",3,330,3,33,2.67,1.93,1.17,5.77,0.240082149531897,0.336326862012081,0.212638667129227,0.458879154,0.620263989,0.580877905,0.526627841,0.490707187,0.452706212,0.411659956,0.477748473,0.341069947,0.466952114,0.440059686,0.470052504,0.46484347,0.476775018,0.371042616,0.426488152,0.491797492,0.415803078,0.402496581,0.407979031,0.469615537,0.481319523,0.641108781
"NY1615",3,331,3,34,2.78,1.85,1.11,5.74,0.249973174418978,0.322385852187746,0.201734120096959,0.472442405,0.619441819,0.585221595,0.511153685,0.478746157,0.437144641,0.415535575,0.45822549,0.36217325,0.467031257,0.452052401,0.468533005,0.463630003,0.478771068,0.386248378,0.426576145,0.485246347,0.388865884,0.387181517,0.418233583,0.473849726,0.492818414,0.642646749
"PLUSS_III",3,332,3,35,2.31,1.93,0.88,5.12,0.207711522628719,0.336326862012081,0.159933356473264,0.47674907,0.637063581,0.594345884,0.525867628,0.485031607,0.453592823,0.39282613,0.413466088,0.356878911,0.486379737,0.457220746,0.471625748,0.452732407,0.47354677,0.417285934,0.431980266,0.462811455,0.359797235,0.33823907,0.475581415,0.500795004,0.47675148,0.647234326
"NY0465",3,333,3,36,2.39,1.75,1.2,5.33,0.21490499527387,0.304959589907327,0.218090940645361,0.450212216,0.641755912,0.592241621,0.529802269,0.495349767,0.448927517,0.42319585,0.464733871,0.352887802,0.455080995,0.456777529,0.466494262,0.464206016,0.469055338,0.36103971,0.407667639,0.471683771,0.329169681,0.392777091,0.401419204,0.468968211,0.475053318,0.645943892
"ONEIDA_ULTRA",3,334,3,37,2.41,1.59,1.09,5.09,0.216703363435158,0.277077570258657,0.198099271086203,0.449830551,0.631079268,0.585008356,0.515179439,0.48837094,0.438935913,0.398949542,0.447436122,0.337792766,0.461836438,0.453941431,0.462544617,0.468599958,0.465145679,0.357859019,0.407392436,0.472964147,0.310406594,0.365502278,0.40673334,0.46364666,0.48587788,0.639361205
"GUARDSMAN_II",3,335,3,38,2.5,1.7,1.14,5.34,0.224796020160952,0.296246458767118,0.207186393613093,0.434538254,0.627295915,0.56625843,0.511308988,0.489277003,0.426415924,0.39185485,0.439492928,0.346778416,0.462545463,0.442652061,0.452090382,0.465419082,0.466461023,0.370838597,0.417413369,0.471353586,0.29427564,0.342009447,0.432700187,0.485442597,0.468688159,0.64644264
"SW4412Y",3,336,3,39,2.59,1.89,1.12,5.6,0.232888676886746,0.329356357099913,0.203551544602337,0.47178374,0.636081317,0.565772973,0.515023965,0.49113482,0.420947749,0.366746305,0.41084023,0.380846087,0.488135995,0.453943129,0.46339708,0.482774039,0.455397821,0.421447108,0.431456788,0.48294318,0.303089795,0.329662428,0.471232052,0.501379845,0.474604657,0.654826726
"AMERISTAND_427_TQ",3,337,3,40,2.45,1.72,1.06,5.23,0.220300099757733,0.299731711223202,0.192646997570069,0.462812035,0.637797997,0.567273363,0.521392983,0.489611234,0.422273669,0.358329926,0.399138204,0.415167203,0.491857484,0.460100972,0.460251509,0.466444691,0.456017572,0.446707058,0.437910594,0.478304613,0.369510668,0.351010932,0.484894138,0.51039646,0.479583367,0.645310127
"ONEIDA_VR",3,338,3,41,2.65,1.66,0.93,5.24,0.238283781370609,0.28927595385495,0.169020479000154,0.449340176,0.627174142,0.557046362,0.522519488,0.484427112,0.426990213,0.421995389,0.481516715,0.343782606,0.459196864,0.435199241,0.434919831,0.481319484,0.470394476,0.351011973,0.409274345,0.484192483,0.360548477,0.381846831,0.406917399,0.462570456,0.475819022,0.643296959
"SEEDWAY_9558",3,339,3,42,2.45,1.58,0.97,5.01,0.220300099757733,0.275334944030615,0.176290177021666,0.427752718,0.633283197,0.558662587,0.525510583,0.47945976,0.426981672,0.411793804,0.49036654,0.353668746,0.461155722,0.449878392,0.458502855,0.477795605,0.474280755,0.370681949,0.421645943,0.480068215,0.411106866,0.38358764,0.412162045,0.467621559,0.470377663,0.640504816
"SW5606",3,340,3,43,2.8,2.01,1.33,6.13,0.251771542580266,0.350267871836416,0.241717459215275,0.472990283,0.639876678,0.570329334,0.529297423,0.474800922,0.397186783,0.33535063,0.386215204,0.442044933,0.493205875,0.470441953,0.477241509,0.474972602,0.461773856,0.467800045,0.453620282,0.496198948,0.412379483,0.347273537,0.515053128,0.517614744,0.474432699,0.646524202
"55V50",3,341,3,44,2.91,1.65,1.21,5.77,0.261662567467348,0.287533327626909,0.219908365150739,0.472457035,0.637112959,0.567979079,0.528079183,0.478792053,0.412341946,0.396128971,0.469676063,0.393655049,0.478111244,0.469678635,0.474437879,0.468694418,0.474757153,0.414489169,0.443794797,0.500847389,0.413774786,0.368932686,0.471731186,0.50853999,0.466919989,0.647517248
"EZRA",3,342,3,45,2.93,1.53,1.23,5.69,0.263460935628636,0.266621812890406,0.223543214161495,0.48226313,0.633158959,0.570114789,0.527817203,0.486998478,0.451242946,0.45248632,0.511346142,0.375745157,0.456915211,0.470153068,0.47389259,0.473373394,0.47355057,0.381487317,0.446560935,0.507823826,0.394957425,0.371159103,0.428783279,0.499920163,0.472523356,0.659325416
"FSG_415BR",3,343,3,46,2.8,1.62,1.33,5.76,0.251771542580266,0.282305448942783,0.241717459215275,0.481591801,0.633700724,0.568115468,0.531990766,0.47832838,0.453424928,0.457045913,0.520765268,0.389924911,0.468101315,0.472950147,0.4724486,0.463866403,0.461501054,0.41204848,0.478457911,0.50552516,0.443752227,0.384700605,0.448912203,0.507185111,0.475693979,0.651707963
"FSG_421LH",3,344,3,47,2.83,1.82,1.38,6.03,0.254469094822197,0.31715797350362,0.250804581742165,0.474427525,0.650635559,0.570097965,0.522726617,0.471827138,0.450359513,0.473174179,0.522845351,0.366473425,0.456515643,0.474449368,0.453233117,0.470387052,0.469610893,0.404498608,0.485261613,0.485372381,0.391331877,0.368031245,0.412406384,0.465905509,0.47483898,0.638166386
"NY2003",3,345,3,48,2.99,1.44,1.1,5.53,0.268856040112498,0.250938176838029,0.199916695591581,0.461926801,0.640928298,0.563581136,0.523437007,0.479535151,0.435096965,0.535644766,0.558832701,0.367668012,0.430407274,0.455669369,0.439753988,0.462349727,0.474480965,0.354214039,0.456771309,0.460258979,0.432251861,0.423414469,0.346145264,0.417805654,0.453141737,0.615418895
"ALFABAR",3,346,3,49,3.3,1.89,1.19,6.39,0.296730746612456,0.329356357099913,0.216273516139983,0.499212557,0.627874622,0.558866705,0.524027853,0.488045911,0.464842389,0.533103761,0.544116361,0.371523288,0.480108191,0.474395269,0.492207103,0.479783684,0.460409877,0.384936769,0.495644395,0.468885762,0.459026177,0.3924084,0.422101461,0.488951578,0.472448767,0.629526602
"NY1517",3,347,3,50,2.87,1.44,1.17,5.48,0.258065831144773,0.250938176838029,0.212638667129227,0.490863145,0.639534767,0.567163429,0.522137225,0.484645248,0.479885373,0.552008338,0.562122865,0.372482165,0.467817497,0.473532057,0.515848583,0.491253132,0.474708061,0.350673344,0.479281409,0.464601338,0.48753081,0.441907848,0.369927423,0.450795846,0.458701,0.6324928
"SW5210",3,348,3,51,2.82,1.92,1.34,6.08,0.253569910741554,0.334584235784039,0.243534883720653,0.506337349,0.639082903,0.566440216,0.51627346,0.471576714,0.448164696,0.509149051,0.496947445,0.39892468,0.514515584,0.490360071,0.550662048,0.502211982,0.456643334,0.426111637,0.511561113,0.477105113,0.447080314,0.373242048,0.459301274,0.504067233,0.469945745,0.641028409
"FSG_415BR",4,413,4,16,2.78,1.67,1.1,5.54,0.249973174418978,0.291018580082992,0.199916695591581,0.439088502,0.606914949,0.586731579,0.543636691,0.497547995,0.394587887,0.527786686,0.486176945,0.343840854,0.503162895,0.529653729,0.527041825,0.517411596,0.597123754,0.358161925,0.519752705,0.462594816,0.393676917,0.28191984,0.43969007,0.483042316,0.440375448,0.638277107
"ONEIDA_ULTRA",4,414,4,17,2.52,1.49,0.98,4.99,0.226594388322239,0.259651307978239,0.178107601527044,0.428255806,0.605419439,0.587060763,0.536686904,0.493128647,0.438668461,0.554737324,0.518347477,0.344216516,0.478055222,0.522893812,0.522618717,0.526616454,0.580837618,0.343249162,0.498146778,0.452442994,0.392460835,0.24629265,0.391037165,0.44121338,0.448329507,0.632754836
"SW3407",4,415,4,18,2.6,1.79,1.13,5.51,0.23378786096739,0.311930094819495,0.205368969107715,0.452943209,0.617363503,0.594647669,0.557427595,0.506364941,0.434118672,0.504878759,0.43895272,0.384148275,0.51781483,0.531125065,0.534208983,0.538543033,0.571032709,0.407450935,0.505244477,0.464046383,0.354192584,0.283244649,0.492225156,0.497071765,0.462169897,0.644715813
"PERSIST_III",4,416,4,19,2.53,1.55,1.05,5.13,0.227493572402883,0.27010706534649,0.190829573064691,0.446628453,0.606932287,0.59462769,0.557663399,0.510760054,0.424792445,0.549590859,0.486899905,0.35245545,0.505884872,0.52656594,0.536424262,0.537663449,0.568399419,0.35479875,0.497983262,0.460905556,0.387349344,0.233264896,0.443752655,0.493790977,0.464706041,0.646086959
"SW5210",4,417,4,20,2.7,1.67,1.07,5.45,0.242779701773828,0.291018580082992,0.194464422075447,0.455932329,0.617733854,0.595549898,0.549984073,0.49628527,0.428781603,0.526081663,0.469723153,0.37092093,0.508425296,0.526778794,0.537820756,0.539926289,0.543844735,0.397662872,0.494353516,0.464281462,0.401033153,0.256254289,0.4644596,0.493384183,0.489940678,0.646060818
"SW4602Z",4,418,4,21,2.48,1.75,1.36,5.58,0.222997651999664,0.304959589907327,0.247169732731409,0.392099073,0.616162247,0.588966485,0.548567951,0.492785705,0.418885866,0.512925586,0.477137729,0.346266266,0.488704963,0.519677879,0.531773923,0.532696067,0.529114452,0.390182224,0.493703786,0.463593358,0.415109763,0.261445604,0.443089587,0.485846675,0.486029293,0.649005304
"NY1614",4,419,4,22,2.74,1.54,1.05,5.33,0.246376438096403,0.268364439118448,0.190829573064691,0.336324196,0.600902996,0.587706459,0.543789201,0.490442676,0.42141476,0.525946424,0.489129507,0.368946177,0.471145495,0.514898,0.527289377,0.539949065,0.515321429,0.373808494,0.488025039,0.450726873,0.48350655,0.358935622,0.383096982,0.460857733,0.479187878,0.627567334
"AMERISTAND_427_TQ",4,420,4,23,2.61,1.81,1.19,5.61,0.234687045048034,0.315415347275578,0.216273516139983,0.34022027,0.610671433,0.591882919,0.549083019,0.490429112,0.441556483,0.472411644,0.41313163,0.396912956,0.511876899,0.523001783,0.53510704,0.526276419,0.506666812,0.430304507,0.497515352,0.458515124,0.476093713,0.310436373,0.46496179,0.503665293,0.466328059,0.65059204
"WL_358LH",4,421,4,24,2.16,1.51,1.02,4.68,0.194223761419062,0.263136560434322,0.185377299548557,0.348797161,0.609324018,0.58675247,0.539934641,0.485668682,0.447799592,0.521342271,0.470786528,0.342253638,0.476444652,0.515466599,0.524109866,0.52576612,0.507905301,0.379277727,0.478448837,0.438256058,0.42298238,0.314053002,0.420984126,0.443933637,0.477593299,0.628579229
"55V50",4,422,4,25,3.01,1.89,1.36,6.26,0.270654408273786,0.329356357099913,0.247169732731409,0.453323744,0.61348102,0.582704602,0.545091879,0.494387722,0.40534824,0.511198203,0.468730794,0.373751827,0.49848947,0.525944339,0.536934688,0.517602402,0.496424503,0.387427226,0.475887888,0.44505172,0.468305225,0.328726791,0.431564854,0.483334941,0.479871405,0.653808978
"VERNAL",4,423,4,26,2.44,1.16,0.94,4.54,0.219400915677089,0.202144642452857,0.170837903505532,0.462031677,0.604367405,0.585738204,0.548015081,0.489754359,0.449826999,0.54548842,0.508978178,0.376250785,0.444546263,0.515318613,0.527547942,0.524691271,0.509169063,0.351697149,0.410630002,0.408916826,0.463927601,0.429674137,0.336992883,0.37883814,0.493612788,0.619240334
"SEEDWAY_9558_SBR",4,424,4,27,2.64,1.64,1.07,5.35,0.237384597289965,0.285790701398867,0.194464422075447,0.490035722,0.595568055,0.575929847,0.542239911,0.493783227,0.442509147,0.536230479,0.490208539,0.370966043,0.48189661,0.523436946,0.531656084,0.521646928,0.504738741,0.396941767,0.455317335,0.443100664,0.437744004,0.357071996,0.392495162,0.46010896,0.474746439,0.639234804
"NY0651",4,425,4,28,2.63,1.85,1.2,5.68,0.236485413209321,0.322385852187746,0.218090940645361,0.495891856,0.611672116,0.586328976,0.552504094,0.493162875,0.445907604,0.503482793,0.44814963,0.379488472,0.499263113,0.540294635,0.533812277,0.500851843,0.490297313,0.410579089,0.477031846,0.448910417,0.440751749,0.323975,0.410255999,0.47657579,0.479530081,0.649080539
"NY2003",4,426,4,29,2.35,1.33,1,4.68,0.211308258951295,0.231769288329569,0.1817424505378,0.458136038,0.60949096,0.577083985,0.544010217,0.484366941,0.419565136,0.538578887,0.50729454,0.37868993,0.4511203,0.513714399,0.508955326,0.458274815,0.508606245,0.350746393,0.446852172,0.431508456,0.432248152,0.363605259,0.331075085,0.392113215,0.482469139,0.63201349
"NY0465",4,427,4,30,2.72,1.62,1.36,5.7,0.244578069935116,0.282305448942783,0.247169732731409,0.473215594,0.617614457,0.584725081,0.550331594,0.497238903,0.463689946,0.544840912,0.506772929,0.380476519,0.485289375,0.525450635,0.52581448,0.417667945,0.507979811,0.381607921,0.454077028,0.460881307,0.450951108,0.387006637,0.399758379,0.477310312,0.488117586,0.661025024
"NY1615",4,428,4,31,2.66,1.76,1.36,5.77,0.239182965451253,0.306702216135369,0.247169732731409,0.487717141,0.612874456,0.576152446,0.541723032,0.492944307,0.440876126,0.524364388,0.485599807,0.367878902,0.497891453,0.52154735,0.522247959,0.375423838,0.508015686,0.38354419,0.472449913,0.46833313,0.459294813,0.4002754,0.410572994,0.48090206,0.522853465,0.651032779
"EZRA",4,429,4,32,2.76,1.6,1.14,5.49,0.248174806257691,0.278820196486699,0.207186393613093,0.497876011,0.629473616,0.586911281,0.537072046,0.497154813,0.47227051,0.539364395,0.502966951,0.378309004,0.499979103,0.525085734,0.53003663,0.378454542,0.513956205,0.366191117,0.465026402,0.471205191,0.469602869,0.374745232,0.412463407,0.482765375,0.491372049,0.654691798
"WL_349HQ",4,430,4,33,2.37,1.81,1.32,5.5,0.213106627112582,0.315415347275578,0.239900034709897,0.506606493,0.639622619,0.577684364,0.531183833,0.495194296,0.457583014,0.425997277,0.366635808,0.430888046,0.52467713,0.536197458,0.534767172,0.394693379,0.50063788,0.454879534,0.487842788,0.458421905,0.413498536,0.322135095,0.508955685,0.518030547,0.480432205,0.649907297
"ALFABAR",4,431,4,34,2.72,1.48,0.88,5.08,0.244578069935116,0.257908681750197,0.159933356473264,0.506650819,0.640749912,0.576451233,0.52052513,0.499700013,0.468750446,0.537791388,0.490385043,0.371535064,0.500788315,0.539539258,0.534243906,0.490674724,0.512306609,0.373893905,0.463995672,0.470418496,0.455412485,0.357780463,0.427592314,0.491989773,0.464237152,0.643965527
"WL_349HQ",4,432,4,35,2.4,1.88,1.17,5.45,0.215804179354514,0.327613730871872,0.212638667129227,0.512829605,0.646487693,0.560224878,0.514684146,0.492077388,0.417944684,0.398455172,0.356405123,0.441204788,0.520121085,0.545780576,0.543621226,0.530336102,0.489288582,0.450885534,0.491529708,0.439645334,0.386030766,0.334115668,0.505906492,0.51800262,0.470187695,0.649406562
"SW5606",4,433,4,36,2.42,1.84,1.13,5.39,0.217602547515801,0.320643225959704,0.205368969107715,0.517332864,0.65550615,0.576361755,0.523811987,0.493707727,0.460021027,0.46677525,0.399497079,0.409024425,0.522486624,0.553321789,0.548152458,0.54664269,0.483311402,0.427591036,0.495010485,0.467657513,0.418853098,0.326792352,0.493204326,0.501501333,0.482602141,0.642374315
"SW4412Y",4,434,4,37,2.56,1.77,1.12,5.45,0.230191124644815,0.308444842363411,0.203551544602337,0.505107223,0.651446323,0.572719039,0.519238675,0.488625538,0.437894384,0.486965106,0.437763125,0.392320248,0.51587183,0.551433845,0.551007274,0.527328941,0.464321569,0.408616615,0.489510009,0.469416034,0.436189048,0.335104667,0.463483193,0.488117675,0.479321865,0.645144803
"LIGHTNING_BOLT",4,435,4,38,2.3,1.63,1.18,5.11,0.206812338548076,0.284048075170825,0.214456091634605,0.48548099,0.636448431,0.571162891,0.521626174,0.492637364,0.442781003,0.516621564,0.457336496,0.376088067,0.510062247,0.548708067,0.551151691,0.547543704,0.49105679,0.393133479,0.487782296,0.469635286,0.465924601,0.36539125,0.451172584,0.482195592,0.466601355,0.637242248
"SW4107",4,436,4,39,2.65,1.89,1.38,5.92,0.238283781370609,0.329356357099913,0.250804581742165,0.496117977,0.621489086,0.572348624,0.520148558,0.496888309,0.45274985,0.507844209,0.459132915,0.392226108,0.513923792,0.546327476,0.545916709,0.55241277,0.470780957,0.425664351,0.495050612,0.474045889,0.474171081,0.34732496,0.47508792,0.498572945,0.479883858,0.648860655
"ALGONQUIN",4,437,4,40,2.46,1.64,0.89,4.99,0.221199283838377,0.285790701398867,0.161750780978642,0.465571693,0.618521471,0.586803951,0.525447323,0.50351831,0.431329264,0.535926782,0.514872707,0.352981752,0.47315504,0.540805014,0.546270374,0.552692594,0.488098184,0.362736425,0.460326434,0.463474729,0.459669653,0.398172958,0.365720186,0.395232998,0.479296228,0.613427743
"NY1517",4,438,4,41,2.83,1.73,1.19,5.75,0.254469094822197,0.301474337451244,0.216273516139983,0.491551958,0.604362048,0.57352033,0.509729246,0.4972036,0.438802129,0.543250892,0.530778005,0.384763007,0.477526418,0.538010808,0.546707367,0.546406665,0.507738126,0.364289147,0.461533674,0.47164297,0.490280248,0.46947402,0.354774236,0.411279756,0.456117969,0.645464723
"FSG_421LH",4,439,4,42,2.55,1.9,1.36,5.81,0.229291940564171,0.331098983327955,0.247169732731409,0.479105972,0.615678603,0.587412481,0.516037713,0.482718838,0.426648093,0.534154832,0.51724241,0.369533598,0.483191647,0.542028636,0.555680529,0.543617828,0.502215556,0.402740475,0.484427756,0.474965152,0.492008,0.429372021,0.392039886,0.452267468,0.443065126,0.648777123
"REGEN",4,440,4,43,3.05,1.98,1.27,6.3,0.274251144596361,0.34503999315229,0.230812912183007,0.503871448,0.60598162,0.581318207,0.516977724,0.483717404,0.425352126,0.529661859,0.51738112,0.374347778,0.503001645,0.545982175,0.561406306,0.557314751,0.515015396,0.384478955,0.479033064,0.474382608,0.502309073,0.445646925,0.395651104,0.478695251,0.435307846,0.652878045
