"Germplasm","Rep","Plot","Row","Range","yld1","yld2","yld3","tot22","sca_yld1","sca_yld2","sca_yld3","NDRE_131","NDRE_145","NDRE_154","NDRE_159","NDRE_162","NDRE_164","NDRE_175","NDRE_178","NDRE_181","NDRE_187","NDRE_189","NDRE_192","NDRE_201","NDRE_203","NDRE_210","NDRE_215","NDRE_223","NDRE_236","NDRE_238","NDRE_243","NDRE_259","NDRE_263"
"SW5606",4,413,4,36,1.38,0.46,0.36,2.21,0.163692267289602,0.149431273538217,0.0706992912961698,0.417264306987561,0.447140743089689,0.462776108010114,0.486348666148138,0.460889407998616,0.418442288433731,0.360113174543322,0.299042958937454,0.426960064671819,0.290742086162977,0.35352981356477,0.408955092659462,0.239926523590592,0.309848577882472,0.381417401990847,0.459663524230958,0.341286210065923,0.217888773579853,0.295748035449775,0.297186600667664,0.19384524213106,0.276476164827751
"PLUSS_III",4,414,4,35,1.29,0.44,0.37,2.1,0.15301668464028,0.142934261645251,0.0726631604988412,0.370371386239814,0.429515881824428,0.443839034397214,0.488996631880414,0.439097359792661,0.419473213144099,0.346644696874476,0.268142385066621,0.444363164889151,0.288514187126933,0.358924924839753,0.407767674166923,0.269141794280622,0.314852760563415,0.380849821410046,0.453661828450704,0.333117023749155,0.222908624585141,0.317916348357525,0.315711161176799,0.205378734501795,0.296659213074797
"WL_349HQ",4,415,4,34,1.31,0.51,0.41,2.24,0.15538903634013,0.165673803270632,0.0805186373095268,0.363907039966685,0.419145326741331,0.413171763433678,0.484491545468313,0.40710742796911,0.388039403321137,0.333018038585884,0.280631564546906,0.443978996051565,0.308275485577732,0.357634864363164,0.413428138416678,0.292784865860429,0.330079778836855,0.380989675399167,0.455223018169016,0.348758828800337,0.219648514901642,0.319513193241445,0.30386752347998,0.196587101098108,0.317162765452202
"SW4602Z",4,416,4,33,1.25,0.46,0.35,2.05,0.148271981240582,0.149431273538217,0.0687354220934985,0.39214586681827,0.433783758786533,0.405974905777396,0.48436048361258,0.414924531878808,0.390849047753073,0.335979004315401,0.278521710620974,0.40909159602182,0.300104502250194,0.366177888706109,0.422779386121909,0.315772572695652,0.324527742777621,0.410219623235042,0.462849971643887,0.350626743154158,0.186253956812665,0.27953453340363,0.298737628384687,0.207741174179283,0.291512314268268
"EZRA",4,417,4,32,1.5,0.44,0.42,2.36,0.177926377488698,0.142934261645251,0.0824825065121982,0.320659268011365,0.361881111,0.387259555411651,0.495464462128751,0.443875586702139,0.420459496930085,0.355907491201609,0.26882522767317,0.392236263235414,0.320254026401391,0.377867290305994,0.425525258678255,0.31604295512871,0.331599055767053,0.431474085198084,0.456929201553117,0.353655386885937,0.196304080058243,0.282898523045582,0.288595284,0.225672927657771,0.306658660696112
"LANDER",4,418,4,31,1.27,0.4,0.41,2.08,0.150644332940431,0.129940237859319,0.0805186373095268,0.289503919930936,0.360381322340257,0.402323998536965,0.494925579361311,0.466295428011724,0.425530850298652,0.355436111810891,0.273985819517269,0.360005301362042,0.321395972327813,0.389734835351198,0.43735276324686,0.30929752919615,0.356763438529724,0.444082895024807,0.456715572843875,0.34646496260142,0.189428245236564,0.28342358966634,0.287223155929038,0.220501660415049,0.33389738525821
"N-R-GEE",4,419,4,30,1.68,0.53,0.37,2.57,0.199277542787342,0.172170815163598,0.0726631604988412,0.286376487467297,0.363292902,0.435209516085428,0.494491210815085,0.474538304063433,0.408480720517872,0.337260445269495,0.273476576965443,0.421956874259369,0.27214861794422,0.348562028475807,0.411110762229521,0.347417098,0.347140118885135,0.446144875154363,0.458609680431312,0.336767077798862,0.216228323469345,0.296829354020738,0.295789311803153,0.236272296611524,0.29238319079019
"ONEIDA_VR",4,420,4,29,1.69,0.51,0.48,2.68,0.200463718637266,0.165673803270632,0.0942657217282265,0.304312041007788,0.344880820252629,0.448680406469157,0.504435516576963,0.496262537199683,0.407982906754314,0.313144560708899,0.254529758493076,0.415116797881374,0.252279729508034,0.316404379627467,0.409031916385643,0.363116922188503,0.350752513582714,0.438821848976177,0.451997775430755,0.299163108791904,0.228257033971779,0.278625923096511,0.315423045930701,0.261299805291144,0.302465296153063
"PERSIST_III",4,421,4,28,1.64,0.64,0.54,2.82,0.194532839387643,0.207904380574911,0.106048936944255,0.291384691330297,0.384202737698853,0.475416567275734,0.488113813572083,0.48922134813305,0.373448541138944,0.35023132111517,0.273103431195647,0.444330246563428,0.264419781682452,0.344022827463717,0.409659484590249,0.354367508907117,0.350704808359251,0.429614504945852,0.457354618671769,0.313190175274354,0.243008147379421,0.297429765760337,0.339547976053166,0.26608800798624,0.27648103670534
"NY0465",4,422,4,27,1.55,0.61,0.48,2.65,0.183857256738321,0.198158862735462,0.0942657217282265,0.309999554580321,0.373043047407642,0.483930315029499,0.496810824335508,0.499869339534849,0.389943021546737,0.317347756410256,0.264716142682262,0.41442822051747,0.263400836138188,0.328042808251555,0.403720194173538,0.347566827974703,0.335919200509793,0.45787825,0.455687579691375,0.33403568416614,0.227213029,0.268243077000326,0.303668039764926,0.232260221433805,0.296416853246489
"ALGONQUIN",4,423,4,26,1.67,0.66,0.52,2.85,0.198091366937417,0.214401392467877,0.102121198538912,0.265652233927815,0.369670207705724,0.478623157292114,0.490977790670102,0.493926543429,0.388245419712063,0.331362336601307,0.259783636779625,0.422314565594542,0.259698968618677,0.332791186966787,0.400697206782399,0.36191307797584,0.353453505301452,0.443514642866018,0.451058100129535,0.311596597151792,0.233965265444777,0.299713124429726,0.318707409647247,0.290640175014047,0.272357103
"NY1615",4,424,4,25,2.01,0.6,0.54,3.15,0.238421345834855,0.194910356788979,0.106048936944255,0.296046197,0.345793034,0.46491516,0.500079579,0.495930586886627,0.418450451399074,0.299044877032009,0.30511141302425,0.439231550905937,0.266914992,0.322426825117704,0.438408095169316,0.373834099595971,0.363969749177724,0.451239781934279,0.442247809870761,0.318914452877925,0.223313315877765,0.266488636585245,0.307860788150877,0.268425451608418,0.26385062349024
"LIGHTNING_BOLT",4,425,4,24,1.7,NA,0.54,NA,0.201649894487191,NA,0.106048936944255,0.301035366322521,0.400732519422863,0.455769285816516,0.481831129587929,0.478215712993393,0.393725615285987,0.332680131347411,0.295576500779549,0.465030326084278,0.273546388122199,0.344875158356496,0.425514896895024,0.364105426041957,0.344288892725641,0.386696063371585,0.449714992775793,0.323447272227857,0.245838096235189,0.293468183256491,0.342320865601142,0.257370321246178,0.275600639811974
"VERNAL",4,426,4,23,1.42,NA,0.43,NA,0.168436970689301,NA,0.0844463757148695,0.290067987581621,0.389530415939961,0.45947124023981,0.496882489932286,0.499180755750157,0.407919728433504,0.326454091251885,0.265286947210016,0.404042115788974,0.267450403496469,0.39307781575279,0.391503442414651,0.326693400045632,0.326900591324022,0.43276447038469,0.449869602698818,0.346719436697093,0.207188770540327,0.260218857474653,0.300341177566917,0.245694872111328,0.312651197503223
"HI-GEST_360",4,427,4,22,1.43,NA,0.39,NA,0.169623146539225,NA,0.076590898904184,0.287163122063747,0.370144548385392,0.428887139608479,0.493063608028811,0.489235598203982,0.379179233386233,0.297686764,0.260532287015612,0.4192428647505,0.284723337335901,0.332470290430541,0.411211344792,0.343785068295022,0.330797443,0.39420819474607,0.449710576398137,0.323669618384988,0.224235450436172,0.264135494102675,0.299447450212962,0.223797286157445,0.276189293710564
"SW4412Y",4,428,4,21,1.59,NA,0.38,NA,0.18860196013802,NA,0.0746270297015126,0.307257311706451,0.392884757676656,0.423950511266956,0.490168738964243,0.490897639959235,0.354511555180286,0.340719661261941,0.311819545573552,0.450140090291071,0.283599997355895,0.299548448,0.428692615083826,0.3732347550808,0.317805174561266,0.374905544212043,0.449181445168332,0.313378047878634,0.253948996739022,0.272420498,0.308456967100566,0.212952747561192,0.258114078039651
"FSG_415BR",4,429,4,20,1.67,NA,0.48,NA,0.198091366937417,NA,0.0942657217282265,0.303684910118997,0.402706780825538,0.415051444746593,0.475922721195858,0.489394067576214,0.365462894018367,0.309952843557123,0.287145222578385,0.442470739501201,0.273032406585052,0.275882919028311,0.42664024935265,0.380103117346207,0.327774002250622,0.377919464081929,0.446509696774885,0.329032387810376,0.262405684204737,0.273336013220778,0.319958861414525,0.230192214457823,0.274867249896629
"REBOUND_6XT",4,430,4,19,1.72,0.88,0.51,3.11,0.20402224618704,0.285868523290502,0.100157329336241,0.355964990013222,0.428397151313356,0.416986944007124,0.475339336034662,0.44865203235275,0.349602127003467,0.385872166708564,0.370827642978279,0.478087383717862,0.300459773844872,0.317648122411935,0.417624241967525,0.357982338886447,0.346213302107961,0.338200174693533,0.45500382468928,0.347452221729209,0.281202118405493,0.304149862325501,0.342670109139546,0.211154385531867,0.278830030902483
"NY1517",4,431,4,18,1.84,0.72,0.57,3.13,0.218256356386136,0.233892428146775,0.111940544552269,0.315646034096731,0.368987368532319,0.440017492804097,0.494701241171416,0.487464772425095,0.355054195,0.304467016507458,0.302896007434611,0.420861579278151,0.256109115011968,0.330981857545333,0.406066981078756,0.374533481,0.359212411478161,0.440681043667314,0.441267386,0.306635304659498,0.271111851809119,0.287889739616852,0.346356016916571,0.237524807283017,0.264407761720605
"NY2003",4,432,4,17,1.67,0.79,0.53,2.99,0.198091366937417,0.256631969772155,0.104085067741583,0.408342710589736,0.403594255540981,0.466697677,0.496004297174336,0.481820217542601,0.357798917972293,0.316777144476634,0.3296532952168,0.470159448658348,0.309086894,0.435954434703028,0.472021719972285,0.382646454487531,0.331697854747326,0.400226267101686,0.447854515212278,0.294244281045752,0.288315769210172,0.361601424168756,0.355004119294777,0.197439674884641,0.260001356944162
"WL_358LH",4,433,4,16,1.49,0.79,0.42,2.69,0.176740201638773,0.256631969772155,0.0824825065121982,0.396762518394782,0.410818534961154,0.459065884261247,0.497726229836434,0.497382090680243,0.316242317822651,0.318260065778448,0.283419307816956,0.448022184161161,0.260671158039973,0.364881019910375,0.420091497685868,0.370021362473524,0.319051187576761,0.335917249274296,0.454137278546656,0.296101145199459,0.266740194269189,0.347520254853522,0.327443963886925,0.202731756394694,0.280335710865922
"SEEDWAY_9558",4,434,4,15,1.53,0.7,0.48,2.72,0.181484905038472,0.227395416253809,0.0942657217282265,0.35202126761752,0.359215422017864,0.425138908767075,0.500093419299508,0.508062487,0.34832110579479,0.312971211454667,0.309677613376639,0.425767018331678,0.252537529768719,0.360730181643209,0.408276448190037,0.352408863395692,0.331206353468229,0.363658323544472,0.441255032478941,0.286318126713051,0.258157294068436,0.34977186357234,0.338524413687043,0.239232975212766,0.273626526082131
"AMERISTAND_427_TQ",4,435,4,14,1.7,0.68,0.44,2.82,0.201649894487191,0.220898404360843,0.0864102449175409,0.427253471929183,0.393973495058401,0.433806752222381,0.495178026173227,0.506813442,0.345856959689777,0.335008738506109,0.275621457532851,0.443678305675096,0.276200474150283,0.372018784658095,0.394629247022819,0.338343454127964,0.355926863345101,0.371935203711114,0.446404440601649,0.316524441134212,0.246551512019881,0.345763544597794,0.328469709452408,0.204907558859201,0.270345041457204
"SW315_LH",4,436,4,13,1.71,0.47,0.51,2.7,0.202836070337116,0.1526797794847,0.100157329336241,0.459205930313899,0.392553644099149,0.452816977561503,0.48472017018598,0.520591606962686,0.34070852481128,0.322916167124312,0.293332437,0.465390141865408,0.31075423702841,0.405495916,0.411700656659492,0.294182438366023,0.339620446141384,0.423852762005084,0.446207772726577,0.326137729285263,0.203399638441041,0.309568050011298,0.29786119348376,0.252855304605575,0.252952167718298
"ALFABAR",4,437,4,12,1.94,0.77,0.6,3.32,0.230118114885383,0.250134957879189,0.117832152160283,0.393568139833647,0.363658633264627,0.431854555285212,0.463334541488209,0.509247439587552,0.331153641679957,0.324993191721133,0.276471059974573,0.467599922278674,0.292499454653295,0.385713140061751,0.413470632194375,0.326571090899748,0.347352824849418,0.420526908175266,0.447277943435439,0.315609055450137,0.239663666,0.333488614395822,0.307662107980447,0.269472473875217,0.271656421738245
"REGEN",4,438,4,11,1.68,0.83,0.64,3.15,0.199277542787342,0.269625993558087,0.125687628970969,0.371938043801222,0.33514269858887,0.439252103112129,0.451922866401326,0.512849619764848,0.296252181255277,0.326979678380988,0.291381913044299,0.460957087753134,0.293279476303144,0.38528822090607,0.450459267725453,0.34670588033785,0.352529851803787,0.424900268514672,0.441361602164576,0.299405003380663,0.24803291952346,0.328172905525847,0.323383533805679,0.254009809910207,0.312408326260582
"ONEIDA_ULTRA",4,439,4,10,1.49,0.68,0.54,2.72,0.176740201638773,0.220898404360843,0.106048936944255,0.326901184050759,0.355435099,0.428960291,0.439654284255419,0.508063631656024,0.288698351095968,0.322089854,0.274030988553246,0.433704548616608,0.274874329884579,0.355954676952748,0.418415296085339,0.336816015613708,0.348220869563088,0.406422632833337,0.434512201966397,0.298926180687329,0.213597685327914,0.313809846601893,0.297544113535825,0.23339962495502,0.323898283
"SW4107",4,440,4,9,1.69,0.81,0.5,3,0.200463718637266,0.263128981665121,0.0981934601335692,0.420301056816797,0.39322102425876,0.422588457929806,0.456877105189392,0.498080199832178,0.299363704054694,0.356720425884029,0.317253628264731,0.460908286205162,0.29316937477127,0.36427023112866,0.429529616907081,0.328564231788895,0.365916316548762,0.372740098189814,0.438621528262431,0.330055675287356,0.235556530134014,0.320457558183325,0.299161527624749,0.224900757849152,0.306244287393093
"NY1614",4,441,4,8,1.86,0.81,0.62,3.29,0.220628708085985,0.263128981665121,0.121759890565626,0.365724175363977,0.336519475714814,0.423976273396625,0.456500454561408,0.521607560680492,0.317938768489852,0.305832338277191,0.257018772864613,0.425159021897398,0.255723552858757,0.348949411008376,0.415034947468899,0.344902562633333,0.36365696997024,0.396255823833547,0.436318516477629,0.311098460889732,0.218942765708926,0.288693404634581,0.307161201735596,0.270872982024191,0.283572562589049
"SEEDWAY_9558_SBR",4,442,4,7,1.93,0.91,0.58,3.42,0.228931939035458,0.295614041129951,0.11390441375494,0.380229695895575,0.333135669362084,0.420246343521653,0.493784808898826,0.520833095,0.340601598010384,0.32796670751634,0.270482093956312,0.447919840344118,0.271705369757085,0.356247990999679,0.459068758281577,0.378832777,0.341942312616691,0.373541437,0.429988248,0.319206125338066,0.195512355676751,0.256194044839447,0.303063722112422,0.273577451058505,0.262597055
"GUARDSMAN_II",4,443,4,6,1.71,1.02,0.63,3.36,0.202836070337116,0.331347606541264,0.123723759768297,0.342879903423009,0.331267374874478,0.421925162603565,0.512815687,0.516955675917762,0.337059181629702,0.331400305848835,0.279004417838349,0.472637176480203,0.311477519997548,0.404837568372712,0.50579244615536,0.428425042936701,0.295169856,0.333752522228074,0.43693487399449,0.299597225743746,0.230574021887488,0.29447089,0.358143257302921,0.310986859886174,0.242478128876412
"FSG_421LH",4,444,4,5,1.83,0.96,0.69,3.48,0.217070180536212,0.311856570862366,0.135506974984326,0.380534402043839,0.415342080228318,0.479122020259848,0.519121354876034,0.519368393,0.313429027113238,0.426721068440525,0.346652773944896,0.522894567663131,0.414289283777287,0.467894165863067,0.474467205479395,0.443037205632985,0.275776594395841,0.357440365246225,0.435506115014312,0.296226939700611,0.219536052407233,0.294850012732366,0.375661448893283,0.328115719238058,0.228304199038106
"NY0651",4,445,4,4,1.55,0.86,0.66,3.07,0.183857256738321,0.279371511397536,0.129615367376311,0.315400502620943,0.319519845674119,0.448104257112415,0.526466569074653,0.54963516,0.321788247328084,0.331853580107257,0.253486507077269,0.486824436160566,0.317620016838143,0.399526703159567,0.467814103328958,0.432503705564377,0.288005875082404,0.352600945754646,0.444205228289536,0.272238025059162,0.221149028002727,0.300663427983229,0.350012004801921,0.34010757677304,0.243461377336728
"SW5210",4,446,4,3,1.95,0.96,0.78,3.68,0.231304290735307,0.311856570862366,0.153181797808368,0.424851379520905,0.389675492838645,0.486020705119031,0.530606987219083,0.535701135298062,0.337231335444292,0.433129828483856,0.355991914388756,0.502940585588141,0.373170601735077,0.434077855850628,0.448367966808801,0.409412612743584,0.294984300300569,0.370497447108366,0.444716022609761,0.336467993318088,0.248695681121788,0.338188220230474,0.344402637767436,0.356580706273958,0.256818780107199
"SW3407",4,447,4,2,2.04,1.03,0.82,3.89,0.241979873384629,0.334596112487747,0.161037274619054,0.416856790540224,0.391030865176259,0.512344989901881,0.538090967822808,0.552867126994851,0.341716984082309,0.442798543028322,0.369143887556225,0.509442661331721,0.374365279533003,0.453015036776523,0.461263886359497,0.407914563303823,0.299254282366166,0.36897904070796,0.445194854658612,0.34566760163117,0.274494027329689,0.375613318054494,0.348303289943428,0.339341031076867,0.249399687902843
"55V50",4,448,4,1,2.17,0.97,0.86,4,0.25740015943365,0.315105076808849,0.168892751429739,0.375662268733414,0.381470720363617,0.500637056,0.538281246409977,0.578161968,0.402419077847224,0.429691558781632,0.371146657,0.491320279029155,0.358374331987844,0.464477093,0.457662172374021,0.39424273261977,0.314723533638129,0.392967462957218,0.449589189389539,0.315913451402066,0.265948469887697,0.378561924129447,0.367800380426143,0.321650511,0.258695569577312
