"Germplasm","Rep","Plot","Row","Range","NDVI_125","NDVI_136","NDVI_144","NDVI_150","NDVI_152","NDVI_156","NDVI_164","NDVI_166","NDVI_172","NDVI_177","NDVI_179","NDVI_186","NDVI_192","NDVI_195","NDVI_198","NDVI_213","NDVI_223","NDVI_228","NDVI_244","NDVI_248","NDVI_251","NDVI_255","NDVI_263","NDVI_274","NDVI_278","NDVI_300","NDVI_305"
"SEEDWAY_9558_SBR",2,2122060,2,46,0.511927986682889,0.447008868294761,0.481120652640618,0.619762595621208,0.379355607915671,0.376484501492905,0.365447967333758,0.372696191360192,0.489679956427015,0.501048630906107,0.492117389720876,0.375141485491448,0.336642913947744,0.482104248262563,0.432986268768886,0.441872609913531,0.444724001521658,0.380866496378287,0.316194422076775,0.290594701851827,0.419419429706803,0.270030490072135,0.326796366171087,0.257648802338993,0.287434355110312,0.266587306981754,0.299225652342421
"GUARDSMAN_II",2,2122070,2,45,0.552364093785662,0.456635499943523,0.491862097637108,0.632846741637832,0.392188709481828,0.3836099791087,0.384420143603293,0.406321035239611,0.509155882352941,0.509025557125505,0.495025234628353,0.328571907723062,0.365755055395067,0.44724958464973,0.447611477023242,0.43375130921934,0.416027987958669,0.359506396782893,0.287028077224156,0.276989565630539,0.347401393402961,0.323792171735951,0.36526645232734,0.291903706477894,0.330258131879632,0.285931977729363,0.342794849282997
"WL_349HQ",2,2122080,2,44,0.552553945180291,0.462907617966516,0.483677922865153,0.632657798545427,0.386742643611594,0.402987164096408,0.427335086811648,0.460150600902751,0.525745076539388,0.524644764493801,0.501334703687645,0.350923397957401,0.388716632051764,0.454749469187972,0.466369704655884,0.453027848820688,0.421548042938417,0.341226595901518,0.279158608570373,0.291149973502915,0.372689473255998,0.322159079954499,0.367035707504552,0.292359581978959,0.320444458715073,0.313711129522231,0.353560081241742
"SEEDWAY_9558_SBR",2,2122090,2,43,0.568967688085335,0.452052940969702,0.494181881998542,0.595607139716873,0.378385432194251,0.378000493396913,0.37954194901406,0.403351499423299,0.512571459694989,0.501165118029591,0.503256161902512,0.409253184681331,0.364627935514791,0.441158133544849,0.444617054028819,0.432982405083245,0.447616911517326,0.364536005297861,0.318396777220307,0.294824084372178,0.422370571035432,0.285911603579485,0.360325816165161,0.276972452455674,0.328924673996544,0.303633951003967,0.342110287500981
"VERNAL",2,2122100,2,42,0.522137339784399,0.426647004438643,0.481708887934736,0.587785105073419,0.372780254619731,0.387211007479915,0.360056880520261,0.369938493864686,0.457610401616787,0.498888683226595,0.489935496994321,0.409127519179641,0.334597843454705,0.435463229580877,0.401258826660821,0.413633574641978,0.418655267422658,0.337792845968539,0.288596159184394,0.260844131179905,0.389621173030616,0.294270441706673,0.386633483574752,0.27082154208438,0.336931672232212,0.28072378495621,0.366779704419081
"SW5606",2,2122110,2,41,0.551343618255383,0.459373450529637,0.491654228601416,0.594696210322694,0.366655366134406,0.418533112241552,0.451499320436705,0.490378578832873,0.511032244008714,0.502288490617486,0.500838433949703,0.385932619141852,0.391401331174672,0.43772442649448,0.464907260201378,0.461540252464622,0.441376445751919,0.351360209281951,0.277110418286889,0.258242425047724,0.316357929136567,0.301151681911703,0.438465626063254,0.300216162153878,0.293062453025849,0.267763601215134,0.299584503798727
"REGEN",2,2122120,2,40,0.525411208254346,0.445814243444926,0.489350306030527,0.5927959704061,0.369881487072605,0.38974777603349,0.398400670311793,0.439958830766571,0.483261764705882,0.505271559951414,0.48563901592224,0.446870834597318,0.381155825209482,0.418151070557488,0.459414843925326,0.426098196854499,0.454949699334726,0.383011313687268,0.337281781399428,0.315307548928239,0.352144701514587,0.350961594077159,0.415633517981183,0.32230583718473,0.267523261123955,0.253842707662095,0.254607967865211
"BORDER",1,2122121,2,39,0.539530458648106,0.464791633137523,0.493162595943052,0.605920368147259,0.395249257696515,0.399458512501991,0.445806827060963,0.480186880411137,0.495229725662195,0.494545095571268,0.489051607499517,0.510747530851775,0.521483444970001,0.430820338306969,0.474594594594595,0.374403713176092,0.471580391717077,0.438118436802034,0.43027458321576,0.396138476269756,0.359579752407624,0.370177239037208,0.351174220677456,0.440339887430154,0.550585571443522,0.449009101053577,0.352595722368549
"BORDER",1,2122122,2,38,0.553218812777636,0.467046328335256,0.489675135456518,0.60312024809924,0.39417442718374,0.400588789361899,0.460041833327217,0.503067535320006,0.513939760348584,0.51197719616481,0.497307360836773,0.579448547579598,0.48263705914098,0.43736667373031,0.452493906798812,0.431241018146389,0.497508394408565,0.467249239392282,0.445113409819292,0.41328097874751,0.370113776019252,0.377102974916614,0.325556970042192,0.457658995198627,0.576586418167461,0.483038520676688,0.411140944415747
"BORDER",1,2122123,2,37,0.563058087084599,0.450754908666613,0.496591544936129,0.606861969266736,0.398644390421464,0.402501459892764,0.437313994421189,0.480720170917709,0.512237581699346,0.495563171187846,0.496229143152129,0.590761424119578,0.482409294633782,0.464895222986976,0.44648244883539,0.442489830714895,0.494842853593159,0.46205061760387,0.459102035572624,0.426770926442727,0.362730048159615,0.374529634862795,0.323341832996278,0.455131718345063,0.55717693676209,0.482022400196385,0.421063624177811
"EZRA",2,2122130,2,36,0.520652132907035,0.432790355831312,0.481775525596502,0.594989637110449,0.380196129539307,0.414627266291132,0.383670813303487,0.416934757256466,0.469927330581355,0.492619419449196,0.488503690856632,0.583758292916893,0.501297313312805,0.430998591426399,0.465024242329351,0.41366410912191,0.490531562189316,0.462030825975614,0.480396515690633,0.450164099974754,0.410672084623323,0.391009642795171,0.320717004550569,0.423367424578497,0.561797290483394,0.48061413701283,0.441605087308555
"NY0465",2,2122140,2,35,0.487632628809099,0.434181150485887,0.464163686118042,0.587809724786776,0.395017289038036,0.409365173048038,0.392775162835907,0.434234578173215,0.46148082788671,0.481245878882527,0.477776687362744,0.568813489587875,0.496135572415691,0.44737128587396,0.46972619678502,0.393126293995859,0.480140763028464,0.432145559978377,0.459549274255157,0.43172569120845,0.410616185070519,0.418738311450441,0.331214406864975,0.397685129173018,0.548676399235094,0.472006873484918,0.416623498625255
"SW3407",2,2122150,2,34,0.52666263475087,0.464489200262868,0.477069404404097,0.599864340354976,0.395556635687561,0.39933110367893,0.411385514904652,0.468093187138345,0.513168409586057,0.503850244943792,0.491330455511887,0.562762564003567,0.45118170694319,0.430018822532192,0.43909147369355,0.44416763338332,0.512569293726238,0.453823193496684,0.440945911534147,0.413411391699703,0.407904371619799,0.356427455938127,0.350448876502573,0.443375325833214,0.585586665525016,0.452400293679822,0.397792376018891
"PLUSS_III",2,2122160,2,33,0.544878288015543,0.464066787972796,0.463583798482897,0.606927685872555,0.398155949276422,0.397651983870471,0.443046083677336,0.479543660710339,0.512912689198486,0.492913782252989,0.495484575484576,0.552017244347847,0.456362760970551,0.42108497563043,0.470730072633187,0.464984054227752,0.510849731840701,0.462668591665741,0.451408933761875,0.429324050216545,0.379528880781402,0.375223648948272,0.376262875332755,0.463545237520453,0.562568499015327,0.466510396669832,0.410857843137255
"NY1517",2,2122170,2,32,0.516266893962972,0.458553159262353,0.450072498585809,0.585394657863145,0.382986963501552,0.380075383553644,0.370924614922555,0.416009032553205,0.480474945533769,0.483133288713716,0.486801891662511,0.543200534860997,0.44747732876205,0.438051497240915,0.472087405097786,0.369829386299975,0.486666324096793,0.449622335473592,0.460248177895237,0.442428543160682,0.423623151014792,0.418466076696165,0.301080999111804,0.38293501961322,0.552737225409329,0.448596102638586,0.424860654535808
"NY1614",2,2122180,2,31,0.518866064944496,0.446772316997935,0.465802456663215,0.596881335493839,0.383970393741209,0.397141872133469,0.394004165415474,0.439885973463427,0.476068409586057,0.473099824000397,0.487097578862285,0.531710377540608,0.402563818973735,0.440359581001292,0.42909068237788,0.395177707446615,0.45095805577089,0.425755565384048,0.425613747182375,0.390254543199706,0.364051427588579,0.405373840785085,0.330735265445621,0.404487230650532,0.526446328167366,0.449820000613704,0.43814278247992
"NY2003",2,2122190,2,30,0.429277626543575,0.371601771202058,0.445492819999046,0.580481591739835,0.373446815663333,0.4265576197034,0.350645970178464,0.403408231498109,0.444618270553836,0.458306700066223,0.44596568090544,0.494716011618469,0.444793286985598,0.447971695565278,0.481066707225877,0.337736207526489,0.437750320493791,0.382662462929371,0.407027348203819,0.400090522231396,0.321295149638803,0.392044817927171,0.328584098876439,0.33800917357367,0.500314667351657,0.415213790459815,0.408840349865436
"ONEIDA_VR",2,2122200,2,29,0.46945623367192,0.416413353987286,0.470629404187609,0.575286832221678,0.377870508259563,0.410908609597685,0.393707747838557,0.44831031771127,0.483816775599129,0.489166944310764,0.479402278095089,0.50659743883869,0.432146069436949,0.426561376828756,0.466530544385216,0.393872785829308,0.504082750067617,0.448198521699429,0.468255115313939,0.451221936402446,0.438041956245263,0.426419014016619,0.31084376039361,0.417156488419734,0.566353069612124,0.448627475133931,0.446407926126978
"WL_349HQ",2,2122210,2,28,0.460451503833857,0.404064998210237,0.464684754680461,0.597742330907567,0.394816235262384,0.415641431600511,0.459840250510685,0.498086130456154,0.512417647058824,0.504422299893409,0.485754354315658,0.477717566163831,0.43028603329594,0.443708994511134,0.464553531819968,0.431262939958592,0.517637383539263,0.460920599272504,0.447000094058918,0.4341456060523,0.408495732864013,0.374525668674549,0.397691710726014,0.473288649067196,0.590048853117181,0.431594218908221,0.422206078571311
"FSG_421LH",2,2122220,2,27,0.502618623206859,0.444964469898845,0.471560966164053,0.595839268442803,0.386558637095668,0.404343152645674,0.400937519973855,0.444939453152511,0.485822905916753,0.484846186262115,0.493210215563157,0.483675783005642,0.444647788959081,0.461058942933415,0.473263401810115,0.388705395201559,0.481925046096169,0.436746768882992,0.455307102365926,0.449339164966532,0.42452329261034,0.413419418898336,0.32954747896429,0.407218444761697,0.553259054713588,0.420215532848507,0.42047629499561
"SEEDWAY_9558_SBR",2,2122230,2,26,0.516232940987843,0.43711994715807,0.475496074342146,0.57968637454982,0.400750150910374,0.382094693967086,0.385063355559334,0.407865916955017,0.47617211328976,0.483414652204494,0.481744406821185,0.476316972221663,0.426406040019894,0.441634776394135,0.461426923710661,0.379673323875005,0.485377347081033,0.454156709183918,0.468298295749276,0.44334542491042,0.435229188166495,0.405617114102278,0.311012020212992,0.420976648903227,0.562103643351676,0.414795371215744,0.434391817359333
"ALGONQUIN",2,2122240,2,25,0.501324637599147,0.440681054369009,0.452066611101289,0.577765106042417,0.414061269328027,0.393885080347929,0.404241153791933,0.412941594185793,0.448552954076367,0.482866767852515,0.472975435328376,0.481819869012721,0.400497174427117,0.474283456128046,0.459978490601328,0.351678610838275,0.46936475162006,0.436123827896308,0.443591490650314,0.419321265218766,0.415119539043688,0.392701717855284,0.348219084865375,0.36590099514498,0.519694061515921,0.395287651302362,0.388682854530089
"AMERISTAND_427_TQ",2,2122250,2,24,0.575359689330278,0.474707092099856,0.487347931873479,0.5879082036402,0.399175799370691,0.379718495585369,0.466634587902447,0.487776755775529,0.516786383442266,0.505217520636573,0.487652213130597,0.466652877747442,0.425002380876798,0.438508090795673,0.455973230921328,0.437858537354336,0.496874478116208,0.46640703858636,0.44867158984806,0.412596236731556,0.429449604403165,0.381387491082962,0.377292647090681,0.451446861481464,0.577933089781279,0.409826014913007,0.406224880499463
"REBOUND_6XT",2,2122260,2,23,0.577309863339275,0.450305031383278,0.470494784431591,0.593550137543807,0.375687607438662,0.402064597768932,0.476377869925263,0.494935203143161,0.507918409586057,0.498627203093627,0.482701219738257,0.489235922445156,0.411570099265728,0.448748776708109,0.451196005694276,0.439260956908016,0.479734766365782,0.44455863241983,0.432575126692774,0.381226815050344,0.377351849234999,0.367883790684415,0.384776428281067,0.454444628632513,0.565139471606207,0.401365892035827,0.384520713054515
"SW4602Z",2,2122270,2,22,0.555203950978599,0.432844794442456,0.479094236358782,0.598033940033412,0.375644159750485,0.424150476361407,0.397719478582569,0.414232111310645,0.475691326969384,0.478487998234046,0.480876017438739,0.51397369074212,0.441121170466575,0.433781379131683,0.46562784389774,0.390951650225307,0.447050907387739,0.436059181381804,0.42110452698688,0.372458042490863,0.374286277079078,0.404416102724276,0.312994544669106,0.380872964780988,0.532457354606083,0.405610288836187,0.400767576200102
"NY1615",2,2122280,2,21,0.530607899725547,0.428207984630241,0.45976423527731,0.554612302320031,0.393138784905327,0.382724212492014,0.387801059288344,0.419160402152885,0.462346187363834,0.465332000641666,0.471861380096674,0.511955452598292,0.440539453773954,0.417802440169906,0.466805906252273,0.356744367312142,0.422436984213894,0.408750587851391,0.435675145479067,0.40113385644639,0.403241139216114,0.409527279938524,0.321734160616869,0.380911175994174,0.52746085090999,0.426026302591865,0.433491732513901
"GUARDSMAN_II",2,2122290,2,20,0.557583774250441,0.476230876055628,0.483167000862276,0.583299864063272,0.374980735147892,0.412490589930353,0.411956816677098,0.432977189883151,0.485981154684096,0.492144964180362,0.477326736138454,0.51381001254419,0.420322106176523,0.459357329509835,0.459685412626589,0.321941785409816,0.449726123487412,0.4384219943484,0.452676205617382,0.433719758637709,0.415803663570691,0.418792777681377,0.313959071638014,0.409870195164313,0.574314415237225,0.450389615105301,0.449659857737118
"SW4412Y",2,2122300,2,19,0.579889346310915,0.449964536186347,0.475180248034068,0.581497599039616,0.363145386742261,0.402457983193277,0.444012452142429,0.467423314045577,0.476608509631923,0.479594457251927,0.479066660243131,0.511195186251031,0.435111363911667,0.452834806310742,0.454952357201492,0.383932773109244,0.464415947303648,0.448139548216948,0.474877780760134,0.451731863143123,0.423567251461988,0.429857960883468,0.356175890776145,0.415097340183845,0.554722745478589,0.445136702568351,0.430575750329921
"FSG_415BR",2,2122310,2,18,0.581201958898037,0.434659913897159,0.490705535401775,0.595117760108528,0.377989322780214,0.401803991365171,0.40676174522949,0.434331196861966,0.475023747276689,0.483369276914306,0.478129292770209,0.512478512267542,0.424200819021618,0.432047750229568,0.458390052853721,0.363113573931988,0.477038195220013,0.458232345569807,0.466144066144066,0.44307129649215,0.406834795321637,0.427262035591031,0.335669020321458,0.408910336566175,0.557951237263464,0.467743471723588,0.455906009169837
"LANDER",2,2122320,2,17,0.556661149308208,0.415953661721619,0.472591274952804,0.588431246938237,0.35787832733232,0.43441991594502,0.400473744082786,0.42467249694616,0.45871220043573,0.467857698145337,0.459935571161652,0.5076930989068,0.426643598615917,0.459319482468934,0.478071012188659,0.358580765639589,0.465130495396544,0.423516455040166,0.446084561770836,0.4289652945043,0.361593206839407,0.400224089635854,0.323305642527369,0.369495587564711,0.523454847732397,0.421358777419965,0.411807417601974
"SW5606",2,2122330,2,16,0.578595124918654,0.44686170106988,0.493067293040016,0.602291140671515,0.343879023200518,0.443040321391715,0.465624468620095,0.487652678550179,0.511643661850705,0.496054492281494,0.479795303324715,0.508122865978413,0.409105033364407,0.447611865258924,0.450617670544396,0.437179962894249,0.503068164576585,0.451350584286578,0.452193522781758,0.423525408348457,0.364041296798256,0.411402295431447,0.323968157484609,0.421675250127411,0.570789094385935,0.432158022114981,0.42320341547734
"VERNAL",2,2122340,2,15,0.497514498757249,0.403213516938923,0.456861126445712,0.564392860283127,0.379850299180172,0.422187074677316,0.385617686899705,0.401708203758048,0.413444226579521,0.464918927256252,0.453109824920597,0.493551841739978,0.436033247621769,0.430613415105394,0.471099502864209,0.326732389925667,0.416909248958374,0.384320923670496,0.442205383381854,0.452869986876551,0.376296869625043,0.431666088264214,0.369608926302698,0.317113459167893,0.470760315285746,0.388779895056614,0.373781598423683
"SW5210",2,2122350,2,14,0.579840067340067,0.449293623805168,0.475461992439741,0.584017284043662,0.384371988535922,0.415496830311072,0.432888933911716,0.449694023612566,0.479337037037037,0.492082992489031,0.472633060868355,0.501661602033903,0.418324815085235,0.438655996410007,0.466753302332378,0.380035165581384,0.481666644768249,0.453332350484053,0.47411154469978,0.465443024443277,0.410281217750258,0.432629334919809,0.361704367195634,0.419972818415725,0.548752747095927,0.444890239037712,0.427049660587852
"55V50",2,2122360,2,13,0.58729769685652,0.425846610874172,0.469744917431693,0.59499449779912,0.347835168833801,0.422304856343758,0.414668085574841,0.434770463161686,0.474861971104231,0.476307950492972,0.468779932564483,0.488557954827501,0.424762261345662,0.476727372449298,0.473449920508744,0.393186037700104,0.473047076854741,0.449294578330598,0.471344836050718,0.449600724177851,0.393252923976608,0.405670754043997,0.337219730941704,0.421671941251336,0.53404638905538,0.451842311203861,0.428630237585461
"N-R-GEE",2,2122370,2,12,0.549887177093059,0.410760864521603,0.475289992338713,0.581193051211516,0.351165465897358,0.409276254361394,0.402926401244382,0.423741183659175,0.475691176470588,0.482835671713619,0.474635201650452,0.483870181921808,0.422078664169391,0.419344727886805,0.456656593965774,0.379053464864207,0.472840377599958,0.444447241451647,0.450218808061945,0.420164623093176,0.353075635145956,0.382741131850971,0.32477849266697,0.426508274992624,0.541832443797509,0.463533306267762,0.449801482782168
"WL_358LH",2,2122380,2,11,0.543361250223995,0.388656551193838,0.46803613172763,0.583081705380649,0.348099112484714,0.417344565591301,0.433009430846574,0.443833968434731,0.47690522875817,0.487328028556555,0.466823443506647,0.497685474007142,0.446190597123901,0.450473887372283,0.463601080071668,0.383684325904275,0.449235322703714,0.429503901413723,0.433398256927669,0.397027685847479,0.351348654770928,0.38504733260069,0.348524282657757,0.411423659001514,0.518696901370932,0.428925097425512,0.394128172881465
"HI-GEST_360",2,2122390,2,10,0.54937222363693,0.417273963278882,0.476697227624412,0.593939028526209,0.363094165473831,0.41452442380461,0.454238075081192,0.468076309767882,0.482127515479876,0.498347091048809,0.47199884376355,0.511408057349978,0.465482190727486,0.379048402577814,0.46846253007458,0.397663134819145,0.397038020032672,0.41171507199371,0.402575379045967,0.377925312335815,0.33737993996463,0.39053667484693,0.331147632901214,0.390730155611631,0.51123371959167,0.423004115226337,0.397099618697512
"NY0651",2,2122400,2,9,0.550657485216309,0.419439970038049,0.461625842551132,0.589403976837372,0.363986396203475,0.409305000922311,0.433509163552253,0.447772106881969,0.475197821350762,0.488172855045102,0.477690063084582,0.511515387315834,0.481548204818895,0.422905733600921,0.470778509602039,0.359806468041762,0.376477185020021,0.400399738945994,0.428280992986875,0.421717147594451,0.378246044031648,0.426660979042551,0.296623582168293,0.400895630482015,0.518795261508257,0.455215602995828,0.439344088381621
"REGEN",2,2122410,2,8,0.566292107965679,0.434385647430034,0.472770355029088,0.583309844117019,0.363523170602514,0.406444911297852,0.409418139246946,0.429052772487528,0.470590707774338,0.498985056577697,0.48295696766285,0.510675381263617,0.475614530755637,0.436494106012823,0.475806207497638,0.331363589206726,0.396733711988777,0.435411687925293,0.454893243128537,0.424795358347492,0.407578259373925,0.414088396420515,0.320088768593809,0.393344867358708,0.53037848084406,0.462707745101101,0.444826833754169
"SW4107",2,2122420,2,7,0.587728475228475,0.443979171696038,0.471365529180042,0.605357643057223,0.370872679344842,0.403665938788432,0.451383065065623,0.46271687131045,0.481819281045752,0.496334746287896,0.490603053926938,0.509882630210255,0.453373044087364,0.424867589489036,0.448670351023292,0.377403810008852,0.450564597972843,0.432672663779168,0.448201435456337,0.442666903207171,0.391845545235638,0.40654269574103,0.34716280741191,0.414908045812348,0.535491528003729,0.45758992979908,0.437723939918848
"PERSIST_III",2,2122430,2,6,0.590504484622132,0.431303278579857,0.478053612170502,0.640834333733493,0.3467914696079,0.408602142611431,0.429120276931733,0.440586957862736,0.484830283224401,0.514409657668377,0.491994608988073,0.515032232530371,0.507061151497836,0.378819041920646,0.48112595051329,0.32566044599658,0.485332439877894,0.454465753162864,0.467097961215608,0.45803930465108,0.441092540969216,0.45237946506036,0.326708438623386,0.403706616336374,0.547920055940863,0.470332811684924,0.441421690566774
"LIGHTNING_BOLT",2,2122440,2,5,0.55044256759943,0.403289711917599,0.447813697427969,0.643831631307231,0.353536064446008,0.424772164141527,0.42842668919511,0.439408504032042,0.472388738390093,0.500652772122065,0.490668556579258,0.522641864997288,0.507275959493349,0.41192716968118,0.462303984656926,0.369240287419316,0.500581616520108,0.45807969002579,0.45451792510616,0.465910646824557,0.42202852750622,0.427718202325178,0.328198237116384,0.370610286460992,0.539854772573755,0.471412939180232,0.432365505236445
"SEEDWAY_9558",2,2122450,2,4,0.526727003932886,0.432902961725596,0.458116865518306,0.644478778058308,0.366879847135664,0.4146851196619,0.4115956600981,0.422761495789576,0.452324618736383,0.509309344883328,0.482457216574864,0.520385761785613,0.51295181516066,0.416520615451097,0.486410204220096,0.320039946413348,0.498993990329114,0.439148983137063,0.458150893445011,0.458489574767465,0.420054040397552,0.426940540227891,0.317893893113234,0.295882621174325,0.513817178982219,0.460020458047718,0.420355602445155
"ONEIDA_ULTRA",2,2122460,2,3,0.582902083392279,0.461394573042199,0.472528440641587,0.656632064590542,0.376273220117269,0.416663176839513,0.393905034798223,0.396542712393967,0.438254901960784,0.51344537815126,0.476767199517022,0.526211095682429,0.50931222641962,0.381369432706331,0.479940444646327,0.328705124561902,0.489703518505081,0.422581226323128,0.457618198794669,0.459117840385197,0.415268317853457,0.410820753079993,0.316643665329913,0.266916704978989,0.492001550741597,0.44313197704747,0.394911350112184
"SW315_LH",2,2122470,2,2,0.61275016740703,0.491618719991417,0.493959658223088,0.672529173104219,0.363919274449042,0.437685758513932,0.359819700806087,0.366576372182305,0.43015200378397,0.523141716863737,0.478330737154267,0.538258275649688,0.503703057045808,0.467935760646146,0.478861941369574,0.284220679576178,0.487737762069313,0.402285192829568,0.451007921596157,0.456247512344458,0.396459838321293,0.397705670272042,0.311456194878029,0.228061802600872,0.450313002445034,0.430276350915953,0.375551860363098
"ALFABAR",2,2122480,2,1,0.646110889938562,0.506340717031303,0.49836006047835,0.669431272509004,0.420103110893511,0.459095584722183,0.397823226713651,0.406150312197353,0.471160348583878,0.53464019236013,0.493929968238969,0.554547995501086,0.505710659230117,0.493848397591713,0.483825747493568,0.319609304591402,0.527483390050235,0.428727701606959,0.477223288987995,0.469068917440541,0.418151874785002,0.411810812820704,0.320890033671079,0.257089123871131,0.492879551141175,0.470386572156249,0.410282411472052
"GUARDSMAN_II",3,2123010,3,51,0.622651467994605,0.539750957854406,0.511592846003003,0.651796862242655,0.323054051184029,0.395713869071656,0.371139724725612,0.378421706813469,0.543426688453159,0.525119357477504,0.511806565924213,0.582275350555321,0.456793435129044,0.296201950232451,0.387541731624777,0.574174156619169,0.578854830318382,0.439159786721706,0.351393104334281,0.376920470078763,0.263176384588923,0.276479264272081,0.353501746444987,0.254751131221719,0.290626694637098,0.273961766240142,0.367962072966463
"SW5606",3,2123020,3,50,0.603012147619991,0.545589408814141,0.501283449198816,0.641760560726533,0.29017745242845,0.412607867708487,0.430019211079474,0.433473980309423,0.562667376160991,0.505673136511242,0.514304275927238,0.572763667117105,0.490145815476757,0.32675807476098,0.425486559223583,0.57411910851297,0.566435119522745,0.449635292198132,0.336661183720007,0.319301022810238,0.238414172686618,0.247732579757567,0.304794217680573,0.249189811261804,0.254876511497369,0.263247155652384,0.319345429714174
"VERNAL",3,2123030,3,49,0.596656339303398,0.523844857415583,0.506323780271064,0.639106153672231,0.284126770727044,0.382258715843317,0.353331009259599,0.343840133591151,0.538728322440087,0.477159392391318,0.49956501956502,0.562466710940278,0.516111822112675,0.333647406414291,0.334737188993244,0.528658236241357,0.54860357061968,0.420908945075828,0.375074272133096,0.344094961033415,0.242610125509037,0.25651136560819,0.307524559183523,0.224026984254714,0.250431805424741,0.249470721113779,0.308443960946156
"SEEDWAY_9558_SBR",3,2123040,3,48,0.561267665410167,0.50592137970807,0.493947556950563,0.627505746693296,0.259202743579369,0.398034670008354,0.360315736613011,0.371237742056366,0.543973965141612,0.479038898966341,0.498844361402831,0.548748599679352,0.524897093213972,0.343944782724739,0.335075386805491,0.497080501765924,0.512746527342573,0.419333352528481,0.346278134513429,0.299155050026042,0.327042894030292,0.216898936565777,0.271010160091852,0.250401679139508,0.256155992236778,0.269516267204549,0.319138329172931
"REGEN",3,2123050,3,47,0.559171311622292,0.474217932727126,0.48419471194804,0.626379051620648,0.296492552283615,0.389940697865721,0.340713490636429,0.371736126390907,0.550207258341933,0.463645918544409,0.488541918825143,0.549648382559775,0.535466069860216,0.351662125227848,0.328068747861135,0.473980137509549,0.502102686059905,0.396448474126493,0.362847186376598,0.334528443250553,0.310908709410823,0.239665394181271,0.300423963697392,0.259225059400652,0.274308706985948,0.248839385136771,0.320254731245732
"VERNAL",3,2123060,3,46,0.525774316460591,0.465620732742049,0.471265206812652,0.624389255702281,0.318298968925808,0.406207921765197,0.306446987430189,0.34955289834971,0.53677037037037,0.45728167373144,0.456473380151623,0.556428505944515,0.561166147898859,0.35311402447052,0.299052859087461,0.470664386966908,0.483484949435645,0.37858109469926,0.369808463926111,0.354595140457296,0.319473254213966,0.263021739669319,0.309276228851195,0.222691648989227,0.254011354663166,0.253743655834791,0.326703525298784
"GUARDSMAN_II",3,2123070,3,45,0.558359623310604,0.46947146334594,0.483863825335487,0.608093353933502,0.357121351248368,0.385549373576026,0.326512451807857,0.386301272719943,0.56472091503268,0.462012611211886,0.460528549940315,0.547328266464528,0.547762504894025,0.347918510485355,0.309698467622343,0.472028326482108,0.498339149498534,0.375929614136403,0.3812801214762,0.352989394342588,0.323565961472308,0.267173250814583,0.338956170703576,0.24263974246415,0.282814477076614,0.25777813701915,0.313065588043639
"WL_349HQ",3,2123080,3,44,0.54872487715625,0.481028102586538,0.479103376859546,0.610358870005401,0.380590561336115,0.417073689124773,0.359935553039101,0.449635923865699,0.570764533883729,0.470321696960723,0.467957669457788,0.540549534394161,0.5091467995725,0.327073698731453,0.367469372486673,0.485708626885097,0.500795352345267,0.38440394268329,0.358968747204041,0.336384131244547,0.304443154454764,0.266700875040282,0.352056676313211,0.252625600171669,0.283136755429974,0.262725775207841,0.378018851819335
"REGEN",3,2123090,3,43,0.547306043629573,0.475115754550637,0.48425732823543,0.598424545233551,0.385206907455196,0.390440241695458,0.343269237826135,0.387581731322666,0.546049019607843,0.462000941969708,0.452420120655415,0.56306820595726,0.558153081270112,0.37451894510718,0.311578387010913,0.474952624528072,0.500584653174014,0.403759398496241,0.381719534660711,0.377842978044947,0.301798920048474,0.2738735612239,0.342762352227562,0.252941310899788,0.256418828063854,0.270975850747185,0.338168762400545
"WL_349HQ",3,2123100,3,42,0.547231417819653,0.474017847563102,0.473366419990066,0.582296416324377,0.373312207953524,0.413671924910315,0.3798103976199,0.445173862049163,0.554122914516684,0.462827892218834,0.454318581515605,0.552822666299956,0.536297260404432,0.329867161952723,0.429999896089861,0.486110826939471,0.49614022125616,0.403726737880664,0.347841347841348,0.35217276099629,0.287415695695181,0.286352346248234,0.398992783569527,0.257447576323784,0.259470464556516,0.282375648224861,0.35199056691594
"SEEDWAY_9558_SBR",3,2123110,3,41,0.529142771064892,0.45354737567779,0.474412344013031,0.572582180854404,0.365518144139917,0.401016287521874,0.326500560837026,0.365082311752514,0.517539869281046,0.458900310001632,0.43192968369439,0.551554383870095,0.556221688007981,0.442198227703435,0.298994385084351,0.445658263305322,0.463048110351015,0.411158084379126,0.337491196314726,0.350833691555731,0.327019770563827,0.267342405988944,0.351306488670727,0.25617955526944,0.249059446680176,0.259426197636233,0.324768478469819
"SW5606",3,2123120,3,40,0.539672518839186,0.467303855281125,0.470945453320873,0.581105442176871,0.363071564169703,0.436146985109833,0.419275960584123,0.472123380004769,0.540587145969499,0.467362134281025,0.459907222472779,0.560387192851824,0.390684299505459,0.333493719589976,0.450988185417251,0.458567774936061,0.465947177345762,0.418429740961485,0.289287364777561,0.314408728344603,0.300818283453732,0.291412651589643,0.358035622125629,0.272924680131971,0.227524474127351,0.225736682946152,0.263391858124079
