"Germplasm","Rep","Plot","Row","Range","NDVI_125","NDVI_136","NDVI_144","NDVI_150","NDVI_152","NDVI_156","NDVI_164","NDVI_166","NDVI_172","NDVI_177","NDVI_179","NDVI_186","NDVI_192","NDVI_195","NDVI_198","NDVI_213","NDVI_223","NDVI_228","NDVI_244","NDVI_248","NDVI_251","NDVI_255","NDVI_263","NDVI_274","NDVI_278","NDVI_300","NDVI_305"
"PLUSS_III",1,2121180,1,31,0.517845943091041,0.394098068499856,0.481484774244606,0.611028411364546,0.350713151568933,0.39687097646076,0.421384047068609,0.450142934314456,0.522567102396514,0.5718155456015,0.501362240405472,0.54817158931083,0.456686031131287,0.453578150904354,0.448435599951985,0.441197905249056,0.555612874285073,0.53774207480349,0.438118816550189,0.363799499296457,0.327541761408647,0.389902084727696,0.31148868984131,0.473951854952325,0.545386186983284,0.457692177634789,0.36006393372504
"WL_358LH",1,2121190,1,30,0.470897938299899,0.369376035134079,0.480655911999836,0.600242008568133,0.330088592861571,0.395071865512032,0.360124528315539,0.393216110789729,0.498352898176815,0.568749411268932,0.483047099386969,0.543557406997467,0.473825135748632,0.464271260527945,0.472118000353294,0.413778602350031,0.544659977989886,0.526261841006594,0.441526782703253,0.387016655635691,0.327699771762822,0.379779050263173,0.302596283850513,0.439686457333516,0.532773567942461,0.433896222651815,0.351259600249943
"NY1614",1,2121200,1,29,0.482561374718238,0.391089245597962,0.483979322944292,0.602971448669154,0.352581446015099,0.399755270529264,0.368090467628099,0.39221175886587,0.483156862745098,0.567930889169827,0.486156605029745,0.551712248361541,0.483392590711406,0.477148205954848,0.463888584446288,0.369261711418574,0.515441533796428,0.512178087093868,0.452797793974265,0.407839151020697,0.351327399380805,0.396694677871148,0.294849612035625,0.4262886854634,0.521899943868863,0.456588542146123,0.389994878548434
"LANDER",1,2121210,1,28,0.48007938865782,0.378233329818271,0.479894975021639,0.601174712037281,0.372212047957415,0.402965355987297,0.37589473823849,0.409201488814704,0.493588126361656,0.560423499796394,0.488068817480582,0.537577103039997,0.49297800069839,0.485572300545563,0.476377722260075,0.377190391308038,0.540883907728828,0.538840155945419,0.479638997286056,0.424925000739189,0.374347265221878,0.406209150326797,0.288631350375986,0.394806469783536,0.512166542987889,0.411064977851205,0.334012705215515
"LIGHTNING_BOLT",1,2121220,1,27,0.550665383998717,0.441442829583589,0.482426523206964,0.607808971122081,0.400155822414691,0.414709076613101,0.436003938693381,0.462424968001596,0.52358735380117,0.573267192339491,0.499553770638108,0.547439621304104,0.471179156594144,0.46595739376488,0.454653535622394,0.438704451477561,0.537849492157522,0.531155616431595,0.470261552614494,0.411454473913449,0.365663054695562,0.375644629533229,0.313786529754555,0.443520425954239,0.538581832538935,0.442001480645973,0.372635173161951
"N-R-GEE",1,2121230,1,26,0.551590828392817,0.433120339449049,0.484156491983557,0.609045986107447,0.374283590090565,0.404754347669949,0.383163735491423,0.413628985840912,0.496848801742919,0.571400890739777,0.482253376371023,0.53592222155141,0.470678179528692,0.455274671852212,0.450705831882302,0.361726464498843,0.473388350517958,0.474161891873734,0.406318082788671,0.36874166255505,0.316426653649012,0.32953949524746,0.29369470281126,0.392482261665756,0.518218084946015,0.429495964896131,0.37849024413687
"SW4602Z",1,2121240,1,25,0.558479637646304,0.424459756857442,0.48511640121601,0.604274786147643,0.365639637740536,0.400796503216671,0.381937421256712,0.407196355831983,0.498973920708634,0.565219999504226,0.484423532911603,0.546337253113128,0.47209929843497,0.464354777723762,0.464900551649992,0.396876872488126,0.514100187568579,0.510896728735547,0.471023659258953,0.447922651255143,0.31795237422333,0.371495500855209,0.296611348770352,0.378752255049833,0.523641792961726,0.42180870845991,0.379124799142358
"ONEIDA_VR",1,2121250,1,24,0.552876689396297,0.413866516856912,0.492018677537803,0.616440076030412,0.363396426138804,0.40819063857427,0.353859400947168,0.390607236478777,0.492333333333333,0.577522427473192,0.48703120232532,0.547852605646103,0.491278907480263,0.467016109262099,0.460115073056249,0.367942028985507,0.522787931344081,0.53224687535833,0.481298563651505,0.464087769310893,0.350060592046384,0.410023232498506,0.302584815039943,0.373422386738553,0.527596659721628,0.436567733770029,0.393899160185376
"REGEN",1,2121260,1,23,0.562514972318894,0.40481847321692,0.48686024500875,0.611961161146073,0.318826431206732,0.395410348754887,0.369147711601052,0.39554115019053,0.497035403050109,0.574790903145399,0.483972037884157,0.545056001645726,0.489720961239326,0.455489599058414,0.436713690000887,0.361301032490291,0.509981594970611,0.5309833536939,0.439133556780616,0.403127422190923,0.325839353285174,0.392287251183659,0.284071478724719,0.389697749283677,0.542557748475421,0.449588535954652,0.401925299970735
"NY2003",1,2121270,1,22,0.513333498382518,0.393650320168635,0.482142090412807,0.605023249078054,0.331340123874277,0.41274687801542,0.330444435600675,0.359855820254233,0.463158217234262,0.571391884187303,0.450785644031831,0.534790337619824,0.490775425118779,0.428124104059933,0.434195876548818,0.32074745049535,0.380853769767352,0.420558002936858,0.367660250013191,0.36167861878541,0.291899294805642,0.370926118726743,0.314166657109325,0.272234724137838,0.434941514208789,0.357935008745282,0.30781338507414
"NY0651",1,2121280,1,21,0.579306369012251,0.45868857460905,0.488239587805925,0.627581615605884,0.354216830524384,0.405781389478868,0.415804802270253,0.441700125073609,0.512936710239651,0.577819092238665,0.486814423469278,0.552800989125139,0.501267689455583,0.435906161574611,0.450710569029315,0.362237016018529,0.489028447534672,0.509673613938968,0.455648454668063,0.431287030529646,0.311842965256278,0.375146377134925,0.278987354999191,0.404982628336447,0.543865889393118,0.453164851125635,0.394906110270465
"NY1517",1,2121290,1,20,0.574960270303408,0.452189559055536,0.486364728373101,0.614627626835488,0.360926887372486,0.394716406071905,0.338272015860899,0.372649854115393,0.466278104575163,0.567233554214637,0.474141521200345,0.547405633481583,0.511048326508153,0.463529162459644,0.463069119539708,0.304276862260056,0.513675123835552,0.531653480105493,0.497333544392368,0.465621794478144,0.368020674091869,0.420202771374036,0.324795956367248,0.345265953166492,0.506688762355986,0.43018435818161,0.382321602770461
"SEEDWAY_9558",1,2121300,1,19,0.579347266008409,0.43130924445505,0.480123927630305,0.616076170378465,0.355754342659554,0.382462523470927,0.374510416858209,0.413760432939619,0.487698120915033,0.563298398164944,0.487052786308633,0.547967326969561,0.497390559029872,0.46822316127129,0.464119264953786,0.359898141074612,0.509961364830781,0.53784967731586,0.489736795619149,0.450335782029494,0.340962364417267,0.392464862051015,0.29902158302718,0.378626243931225,0.528445524255311,0.451035992923761,0.389909046656452
"ALFABAR",1,2121310,1,18,0.575613747182375,0.439042340602452,0.487413529888841,0.613853041216487,0.354634581105169,0.383850681855797,0.34907351463865,0.386678964979437,0.491897930283224,0.575077678648552,0.4763169586699,0.559719809161358,0.499464905489459,0.453511330587041,0.447507507507508,0.316622810740458,0.498825112640099,0.534933728753371,0.459106623812506,0.403339135518676,0.314478715705544,0.38896110656652,0.279875040937282,0.363548604446985,0.507278733909867,0.419822319051077,0.337088800828924
"SW4107",1,2121320,1,17,0.58781783757274,0.448991021357833,0.484368163323724,0.624120148059224,0.38912105141515,0.393405843942928,0.407183593038667,0.443454232742169,0.507706318082789,0.56678317344637,0.484041260511849,0.571185929041476,0.492618752843825,0.439138817213684,0.43532048113363,0.387446596029716,0.505802751738803,0.515184321403549,0.431961538824284,0.389452567942848,0.278234004127967,0.379652283725683,0.276798723648815,0.397192311725184,0.516498867863497,0.420929025131179,0.321669349331772
"GUARDSMAN_II",1,2121330,1,16,0.558281696516991,0.440502492410081,0.488570117613383,0.6285151549409,0.380937989606918,0.390195339674331,0.350183329349245,0.387120630332053,0.492074303405573,0.562349470761756,0.479841588576528,0.571172960003935,0.502464472027343,0.461531813403471,0.451100408366844,0.324425283156741,0.518890332851768,0.520525672824196,0.413711496064437,0.380914365514214,0.293555641554868,0.371614982276096,0.232526821087829,0.378710313139379,0.504203056768559,0.424132682807082,0.355116310340191
"SW315_LH",1,2121340,1,15,0.533170524101897,0.455206573053298,0.481024964730418,0.627382145683385,0.362562857638287,0.395662853770271,0.319900290517831,0.350306559245859,0.432495860566449,0.55037253667987,0.455502775502776,0.57287903440795,0.511215918008353,0.470106245507315,0.472088926068165,0.28449299719888,0.473767447564239,0.473625444329779,0.397595762301645,0.363243425197477,0.282467702084109,0.380806196618274,0.257473395545259,0.291546644343263,0.42002954020036,0.345235835156926,0.309856976582174
"SEEDWAY_9558_SBR",1,2121350,1,14,0.575163516585085,0.475383804637474,0.499660209296256,0.641715340844858,0.402731679343028,0.386320558992828,0.336804153976001,0.371664354994914,0.479859150326797,0.55502412418712,0.483499774499066,0.572802139443986,0.50307609282245,0.443750545354823,0.436833546349117,0.294355864084764,0.505350212306522,0.504434654919236,0.414579132226191,0.386164409845951,0.316280633240411,0.373773084455021,0.267466425057057,0.365600037552641,0.475126295059509,0.411086596969758,0.357621207687055
"FSG_415BR",1,2121360,1,13,0.599840138075432,0.47125303438749,0.506649679336455,0.671408547592078,0.39173630070875,0.390742374987899,0.373939742573947,0.408666327637349,0.49297084623323,0.573379936045215,0.493897601305009,0.579196322159837,0.51275356337894,0.470152505446623,0.484866091232873,0.36267059012157,0.539659314260756,0.544851381570739,0.435988777165248,0.392280436005439,0.324244526375739,0.393860739969537,0.252934422615475,0.413971688247369,0.520831668426711,0.430989597717021,0.355387182955225
"NY1615",1,2121370,1,12,0.585130954738798,0.474394132230309,0.50165281741722,0.666615146058423,0.406550787942389,0.394275248560963,0.372620087336245,0.412227137566369,0.496458061002179,0.575890533204432,0.492319223417735,0.579791419615197,0.517292084709253,0.459682575150985,0.445968806176419,0.334130258163872,0.531031055463567,0.526648650649687,0.424563091229758,0.383958004962802,0.318068885448916,0.376090329937285,0.293400718966991,0.405011789440855,0.511494634243799,0.456596102638586,0.385063918514314
"REBOUND_6XT",1,2121380,1,11,0.597180946642421,0.477223779978523,0.500045748226298,0.673177270908363,0.402168793608555,0.423030019142551,0.487549700980091,0.491349360968594,0.511268300653595,0.579996256946244,0.500242702595644,0.581555792575897,0.479202247547697,0.418269204906823,0.424285841033246,0.439899596202117,0.561263451103023,0.548864809081527,0.444345797286974,0.402607404172665,0.317865927072583,0.369973971889641,0.308694505292856,0.444213674525898,0.545936914309635,0.466892498856449,0.353753003652441
"NY0465",1,2121390,1,10,0.565029378754869,0.479879747726724,0.505763476708846,0.65588976397734,0.405694559673909,0.419612398805676,0.370792264504055,0.397613284082558,0.485440316477468,0.580736682338133,0.491057913571497,0.579673046091512,0.522035279303303,0.476591210505517,0.469380279933913,0.32155795651594,0.544714106344568,0.552002862819136,0.465933007109478,0.426992455722574,0.368796869625043,0.402841884049588,0.314881291439043,0.38281097930321,0.508163631779738,0.460258861984568,0.372967983854727
"WL_349HQ",1,2121400,1,9,0.591739052523366,0.483281629081653,0.496415518241298,0.660582080365779,0.4180944998079,0.422355751665215,0.466551002932686,0.474222209431718,0.512088126361656,0.589155449790536,0.503603710662534,0.570938175703626,0.482994949255555,0.41962439507828,0.434067708531376,0.434546827426623,0.565281561766795,0.56060004030981,0.445419445419445,0.384215960382289,0.317886429522672,0.367410326962643,0.295790819089708,0.43204953447168,0.54389990943176,0.459853079259873,0.360344906262378
"FSG_421LH",1,2121410,1,8,0.584414287600562,0.480421820519959,0.499747175844515,0.663633417492558,0.330415368210106,0.40218659771601,0.348041539760009,0.383423804865704,0.480660259717922,0.585234376936615,0.484819889580107,0.584337166652878,0.520561252023745,0.478565573944544,0.477790766545092,0.369250734110069,0.545951663159376,0.541927713816804,0.443357490416314,0.373078302927225,0.292958048036861,0.365279464784931,0.291677976188201,0.350653998058842,0.475974089296077,0.422186032437666,0.32571992976295
"SW3407",1,2121420,1,7,0.616870384517443,0.48938676872938,0.498552924509209,0.674350027006318,0.363467486295137,0.411104678214653,0.430153917769826,0.467314513806216,0.50625,0.588719011833808,0.499901184607067,0.587214317817445,0.505387130567284,0.45578408519585,0.453189855127571,0.420873949579832,0.541678820288446,0.541812865497076,0.449466655349008,0.376586627195146,0.321696234728877,0.356995116630723,0.281429184704744,0.402337151452042,0.521961307570093,0.439679107644432,0.326764124832606
"SW5606",1,2121430,1,6,0.615699714229126,0.480813662517069,0.502103058302502,0.67541671377071,0.335516323590457,0.405700249330501,0.415252805717473,0.45524564554042,0.505247930283224,0.59685336689742,0.500619805424908,0.58784175090951,0.530838332288775,0.460141522173608,0.468773444725002,0.435586895627816,0.570802630797749,0.555928380162638,0.450060908884438,0.397575914718051,0.31015694874441,0.359951414193996,0.273349924879291,0.387017113274859,0.517811527813454,0.429266455653183,0.315410838676862
"EZRA",1,2121440,1,5,0.619553023229494,0.50963485086237,0.495285802885631,0.664955099686934,0.353890307607303,0.423408997935852,0.375136063405004,0.418853818621258,0.483417505159959,0.583290944696463,0.496104165167346,0.593658016418007,0.54350285176132,0.485546954530912,0.484730217879007,0.351870202626505,0.527303247134189,0.542361291065619,0.477829854300443,0.434478052907742,0.3524935500516,0.408476735827074,0.29682364919712,0.367931765824654,0.510105269667304,0.447373517308158,0.373374914642474
"SW5210",1,2121450,1,4,0.629189874840248,0.51945969056994,0.514388486180217,0.675831229352728,0.371029864637795,0.431639855942377,0.456784582828765,0.485247154210406,0.518703376906318,0.592456668016272,0.51342160084187,0.588958876970791,0.536551749679904,0.461837627613029,0.462377775699575,0.402709932457832,0.55581297675513,0.557119411641309,0.488079064549653,0.44704563184745,0.371453818369453,0.409364817706827,0.2772637202018,0.405616586412434,0.541485548610517,0.464429715548191,0.3861401060363
"PERSIST_III",1,2121460,1,3,0.632290458270851,0.529089276007901,0.517277580131809,0.680997349612491,0.362595258450309,0.420160197858408,0.437647082942901,0.468884831546629,0.517155773420479,0.597276373104308,0.515216606981313,0.596199177584137,0.544481311192218,0.464108862335713,0.477346413678594,0.367741372643333,0.547306713616874,0.56023439590261,0.490502598345736,0.412529177019803,0.387447383408485,0.41891871792965,0.26671916833283,0.417526622139964,0.549719582156006,0.4926051592368,0.420593376519628
"ALGONQUIN",1,2121470,1,2,0.618660696601873,0.540936821034844,0.527013697707507,0.673485824823203,0.337151768400557,0.416003078154339,0.389720807360143,0.427696942266606,0.508317315961472,0.59052011994225,0.502524695732822,0.586558101909306,0.54246055680772,0.468678143009694,0.467090620031797,0.297219008815647,0.494929491365908,0.515561643159466,0.462910733498969,0.392198892604572,0.331277485879698,0.367785875412112,0.238800260469431,0.332364034819065,0.460688462672794,0.413019240709341,0.350292898253829
"ONEIDA_ULTRA",1,2121480,1,1,0.638702147525677,0.538408055920137,0.517162570624357,0.668465915514188,0.35440286340723,0.418082165487604,0.401410259657095,0.424696488617989,0.489002287581699,0.576059428176557,0.500722968958263,0.58236747544268,0.52717479868364,0.465583436171671,0.452309788780377,0.347367068039337,0.550175804312978,0.536185732246888,0.492710892710893,0.398514343679706,0.365206890793006,0.372886641382217,0.259959578814303,0.344793326359271,0.475387923243048,0.416253091533953,0.355611814962122
"SW5606",2,2122010,2,51,0.595864339001594,0.525276728428374,0.50818211712909,0.645241596638656,0.369453199463705,0.405038394399008,0.37753391312857,0.440587894626702,0.568152178649237,0.555315136333535,0.50823207267573,0.294448581120212,0.404997195856216,0.483295988016395,0.498641330406036,0.461001370245068,0.500254415997643,0.405051682934554,0.295088059793942,0.29983833605726,0.247830033957239,0.313418454894249,0.335604412688582,0.293803680158794,0.30802925003092,0.269106294895391,0.339814254133026
"WL_349HQ",2,2122020,2,50,0.569592870818361,0.517689562703682,0.498225022941766,0.658588888470186,0.369878767066621,0.402135007849294,0.425066780510101,0.464762468191716,0.559238476092191,0.539143869001345,0.507920540861717,0.325957640440142,0.387552776102346,0.472336534064929,0.469726575751408,0.454208350006669,0.470877614250814,0.300265797949136,0.302066772655008,0.319829413592091,0.290003382877501,0.328035001611264,0.353883530405728,0.29247578795489,0.289182507063961,0.283123268982181,0.33577654104432
"VERNAL",2,2122030,2,49,0.538447618104481,0.504435305283138,0.497846766443804,0.632334225169889,0.381142593283496,0.39150757738993,0.345470582105928,0.377264051314246,0.510041830065359,0.506013732926799,0.48651446745588,0.359753498845085,0.341752118521327,0.470170712581751,0.428036944507533,0.448597553499514,0.436195504626834,0.340961964815295,0.318752888360732,0.32077166790623,0.307056673546612,0.301398769930785,0.325515554892913,0.278988178296137,0.304951907982989,0.273127742489797,0.365347044890504
"REGEN",2,2122040,2,48,0.53729074121231,0.497729393982627,0.484254203184065,0.635211214530655,0.372422726222175,0.39397863760889,0.373610151361116,0.399968622788113,0.520467320261438,0.515239086785157,0.501641962818433,0.373650046174246,0.361771583970879,0.479216620588023,0.454624831034357,0.455397674221204,0.457208740096441,0.368975379625534,0.2884906296671,0.302729086066627,0.304229446164431,0.300436280706973,0.331999765526539,0.270856555977663,0.29854451484621,0.292223311546841,0.344999878060677
"GUARDSMAN_II",2,2122050,2,47,0.542340538909166,0.476366420261298,0.476589601777451,0.622765698207534,0.37536165962229,0.398956371846397,0.377273127591648,0.400383007509283,0.515769801341589,0.490848110169178,0.488909864055151,0.352569335282167,0.365248722262785,0.465435202254374,0.44007722007722,0.448279137742053,0.436974098824233,0.365346520399643,0.281115951704187,0.284427219443629,0.306477898176815,0.304825322459367,0.348883511291044,0.266750923903057,0.311429702885521,0.286209723888306,0.33696748007547
