"","Germplasm","Rep","Plot","Row","Range","GNDVI_73","NDRE_73","NDVI_73","GNDVI_88","NDRE_88","NDVI_88","GNDVI_95","NDRE_95","NDVI_95","GNDVI_101","NDRE_101","NDVI_101","GNDVI_107","NDRE_107","NDVI_107","GNDVI_117","NDRE_117","NDVI_117","GNDVI_131","NDRE_131","NDVI_131","GNDVI_138","NDRE_138","NDVI_138","GNDVI_145","NDRE_145","NDVI_145","GNDVI_152","NDRE_152","NDVI_152","GNDVI_160","NDRE_160","NDVI_160","GNDVI_161","NDRE_161","NDVI_161","GNDVI_165","NDRE_165","NDVI_165","GNDVI_173","NDRE_173","NDVI_173","GNDVI_179","NDRE_179","NDVI_179","GNDVI_187","NDRE_187","NDVI_187","GNDVI_192","NDRE_192","NDVI_192","GNDVI_201","NDRE_201","NDVI_201","GNDVI_206","NDRE_206","NDVI_206","GNDVI_215","NDRE_215","NDVI_215","GNDVI_223","NDRE_223","NDVI_223","GNDVI_228","NDRE_228","NDVI_228","GNDVI_237","NDRE_237","NDVI_237","GNDVI_242","NDRE_242","NDVI_242","GNDVI_257","NDRE_257","NDVI_257","GNDVI_263","NDRE_263","NDVI_263","GNDVI_270","NDRE_270","NDVI_270","GNDVI_278","NDRE_278","NDVI_278","GNDVI_283","NDRE_283","NDVI_283","GNDVI_293","NDRE_293","NDVI_293","GNDVI_299","NDRE_299","NDVI_299","GNDVI_307","NDRE_307","NDVI_307"
"36","NUMEX_BILL_MELTON_CA_2019",2,135,5,4,0.0509944556279487,0.431749647,0.43775065,0.0553837807312799,0.399882257,0.429444033,0.166698742071722,0.422233894,0.438421601,0.145039961419528,0.380807267,0.440431606,0.212430359574991,0.398470969,0.454996985,0.243523391334282,0.421957248,0.484592899,0.0882717946160327,0.281450458,0.350002027,0.013779435799799,0.420977222,0.439739389,0.244532319937665,0.358653157,0.4679844,0.224309587346578,0.399622022,0.468106477,-0.0537280804389039,0.551142023,0.529459948,0.42102825369301,0.360191518,0.56623347,0.0808485567451097,0.42297123,0.412900658,0.0731270830140802,0.308952681,0.400789285,0.191360809849604,0.322434773,0.445927905,0.0426837573888554,0.181464441,0.326528215,0.0313724384190403,0.427134536,0.428104209,0.113366424432219,0.31226622,0.396063648,0.18722844046384,0.416951137,0.45027824,-0.00161721539659529,0.27213806,0.322534101,0.151088920907797,0.362580743,0.44413651,0.102444871369976,0.302576379,0.345905116,0.305279667076348,0.404257514,0.487959872,0.297601178777137,0.337754156,0.442709194,0.0579054571365965,0.297990649,0.328446763,0.194610124323995,0.354173231,0.446711062,0.174103749505385,0.328963048,0.497499144,0.343930157050428,0.328133171,0.505316458,0.0816293885339455,0.311998655,0.375973947,0.173217344617559,0.35420733,0.394406437,0.127730501374491,0.27083696,0.425943296,0.242244787373141,0.249564328,0.428698245
"37","NUMEX_BILL_MELTON_CA_2019",3,136,5,5,0.0392371290723133,0.443639462,0.440455278,0.046346214705439,0.411031786,0.439667379,0.162398608644041,0.420310604,0.453753739,0.15250252710589,0.408251694,0.455248019,0.191474243804656,0.385220392,0.447425214,0.221209031068651,0.42571431,0.47462346,0.0481601611961347,0.389588797,0.374894355,-0.00788702365574619,0.424554086,0.443549356,0.210777274676185,0.356513191,0.463255414,0.205270816186823,0.389756709,0.46464028,-0.0780056509275573,0.570427292,0.516309256,0.425432717247479,0.317031464,0.567966256,0.0334440085628457,0.422711444,0.392226827,0.0380263148999875,0.317986793,0.386489902,0.137380680221902,0.335109145,0.420178653,0.0468652866033569,0.16622037,0.289014898,0.00101807908236431,0.438921441,0.436055286,0.0529038468166732,0.314664028,0.373909428,0.113455775138811,0.412981011,0.409989721,-0.0468895499591527,0.32389935,0.289626098,0.102037387367846,0.389715642,0.439162049,0.0527571879467736,0.337626329,0.355971395,0.222684708886665,0.355077892,0.423799196,0.203780667929116,0.317151972,0.380352122,-0.00142698185828869,0.31265752,0.320127516,0.118720198316916,0.37069521,0.416000726,0.189234552412142,0.321715762,0.480064854,0.283321879992582,0.282107455,0.443963115,0.0321453874511644,0.398345298,0.399852812,0.121621519396394,0.375510641,0.387909141,0.0845328579068363,0.267368861,0.411609484,0.205481005963289,0.283549593,0.397027252
"38","NUMEX_BILL_MELTON_CA_2019",3,137,5,6,0.0171536972387193,0.447619274,0.446176806,0.0153499272942612,0.403840556,0.443729575,0.139571879344221,0.438332367,0.457070897,0.146242932543309,0.425489879,0.468955411,0.207878671207877,0.411644789,0.460008423,0.222129193070162,0.439566508,0.492978797,0.0677465650865428,0.286548368,0.345477938,-0.0179774788385981,0.429279776,0.45164789,0.198743668315547,0.364310282,0.465659848,0.215404443611671,0.419349345,0.480835668,-0.0638994000675052,0.595822591,0.544263456,0.42719349205473,0.308299134,0.572001824,0.0624398648714562,0.433159573,0.417760597,0.0611629368051694,0.330329766,0.404418315,0.158607555116402,0.348930531,0.46153672,0.0668789595657043,0.137965873,0.315992385,0.0321520189476283,0.432471589,0.439072579,0.089600576828035,0.298497859,0.368242538,0.16973612550314,0.429276721,0.447517824,-0.026121117647003,0.346701932,0.2799601,0.112055684086746,0.3844289,0.445556413,0.0621453299954409,0.3487816,0.355787632,0.248100236832381,0.38616101,0.438549499,0.215082339365267,0.34249986,0.394925505,0.0146762907678242,0.31821035,0.309389035,0.129370511051315,0.390114866,0.418551453,0.188297079915013,0.318596719,0.497930395,0.307219273236233,0.315376427,0.450207659,0.0433947116999586,0.376169921,0.390713275,0.12842655419804,0.405330178,0.407012138,0.0936753106111901,0.295433706,0.424489015,0.214367718213556,0.29174976,0.412693187
"39","NUMEX_BILL_MELTON_CA_2019",4,138,5,7,0.0217776526321023,0.450107635,0.447043959,0.0315104524776684,0.416784321,0.443194201,0.153596427504562,0.450392952,0.457585361,0.159655679834542,0.429834387,0.469669782,0.219947571768633,0.419455837,0.469052711,0.231318944295334,0.436716928,0.499826232,0.073655220351946,0.299180688,0.374839702,-0.000296015649871969,0.409108318,0.457107674,0.207577510811263,0.376813736,0.483000797,0.219274560698146,0.438804507,0.486283292,-0.0652692192319542,0.547859194,0.529615676,0.430903314950487,0.311080711,0.573324213,0.0564885123352033,0.444838002,0.43260971,0.0589944485452617,0.349444322,0.393550197,0.159038993910128,0.360980383,0.440319201,0.0626851988741454,0.1417447,0.301202171,0.0156536830144115,0.44287258,0.443371447,0.100922496438062,0.292170167,0.351489298,0.162235100933744,0.418074177,0.435562189,-0.00704982668839425,0.329022565,0.253447267,0.124356921035784,0.398195534,0.44851998,0.0799931496176343,0.317931408,0.353424977,0.262008164909554,0.369108486,0.420024375,0.228972013141542,0.326020064,0.383850702,0.0546981714442396,0.292706523,0.310282532,0.147266009233937,0.396744358,0.41980347,0.199376037578092,0.350110899,0.506400442,0.310970041031363,0.294504508,0.449778131,0.0633006923277651,0.316254308,0.387883852,0.145356306284698,0.394969896,0.4063286,0.114012398653521,0.287331681,0.411968897,0.228185933018815,0.264585655,0.402771989
"40","NUMEX_BILL_MELTON_CA_2019",4,139,5,8,0.0376332987476644,0.445679117,0.453933909,0.0419673315779846,0.412399247,0.44454254,0.15914274118927,0.437336682,0.455482308,0.170330674481953,0.422723186,0.473058244,0.238853059089421,0.413966573,0.483106705,0.254009488594468,0.440955388,0.514752271,0.0790122649446971,0.316479164,0.368614596,0.032740045514235,0.412329754,0.429840546,0.22712564147511,0.388224083,0.502013838,0.22301100205453,0.428828198,0.489875506,-0.0560089344032202,0.550920882,0.525998821,0.436929339742974,0.320383037,0.575079799,0.0696755456379136,0.432342314,0.420698585,0.0791865751524273,0.310445366,0.385477156,0.185672738344061,0.36322206,0.451719656,0.0685671637327948,0.1450788,0.305621428,0.00498237159745508,0.438385271,0.43835009,0.11890002306892,0.276816673,0.344702487,0.179920686291677,0.415225258,0.454118453,0.0140007738577026,0.227088247,0.233730219,0.142308657697587,0.381272328,0.449474292,0.0946227471308054,0.303545117,0.353339958,0.283896522782953,0.403835178,0.453670936,0.258924970561499,0.352484493,0.415857825,0.0605155332206577,0.290393422,0.313360045,0.157621649634487,0.373107568,0.438775705,0.214925927634931,0.351185167,0.516339532,0.308759776467236,0.299086367,0.469613092,0.0603637832822135,0.332087113,0.397498676,0.145349846344653,0.385336406,0.425097199,0.110638370640881,0.2872938,0.433999863,0.203115587508247,0.261412301,0.414119354
"41","NM1713PAR",4,140,6,8,-0.00758585218378305,0.447215431,0.447185349,0.0232113917613329,0.424023556,0.450268956,0.122118386494791,0.43148606,0.454796593,0.128456435595167,0.421478395,0.471113671,0.178323429575829,0.414633953,0.46815938,0.291624683659166,0.436567238,0.514753955,0.0560733859728324,0.300717412,0.357071483,0.0118939604439419,0.420651913,0.428655531,0.220561997254659,0.382947499,0.453636246,0.231358619329796,0.411177533,0.456378938,-0.0458684576565356,0.534611856,0.501612708,0.439005571187564,0.336434109,0.578408573,0.0667854085794102,0.434358715,0.420501089,0.0661867586611027,0.326491373,0.386350109,0.161352901063869,0.359751844,0.412621882,0.0674087616335304,0.158929043,0.298697615,0.0151858503003258,0.446656883,0.433375316,0.110388217604268,0.266708244,0.316430785,0.153841378876672,0.40412209,0.412393537,0.015009502337074,0.234271952,0.208181661,0.12328658877575,0.389566541,0.413683827,0.0731064096550943,0.292449226,0.323013554,0.351483118069652,0.419325322,0.505372843,0.223543592531278,0.334711353,0.374695303,0.0540936330543159,0.270881722,0.277442814,0.154848307992153,0.378849739,0.403646462,0.247301992892512,0.361946073,0.520055384,0.284667164964529,0.279030977,0.428116399,0.0822518499297985,0.295455147,0.386739099,0.101303181851775,0.435906385,0.418721989,0.0613005992051674,0.289082731,0.423616816,0.145421327140373,0.339127075,0.409455535
"42","AFX_149092",4,141,6,7,0.0499756612616605,0.426561235,0.439071465,0.0420592021976927,0.407735939,0.444219927,0.142188457999208,0.428998305,0.457507838,0.159885286017559,0.42065401,0.463814123,0.201990317058285,0.415098224,0.470465637,0.362773166866919,0.451256535,0.548541577,0.0670340644290434,0.356924683,0.337059683,0.0460138999017932,0.410390848,0.431686598,0.272651842276162,0.394563869,0.501985507,0.272663865945481,0.4412216,0.501543902,-0.0458654290941068,0.568191102,0.535832587,0.438955458878395,0.345918833,0.581988144,0.0994741415253168,0.419144603,0.424566893,0.113880007419832,0.305259725,0.40186477,0.218185449059024,0.357107035,0.472577477,0.0629292220937799,0.161683307,0.279479305,0.0637342839086679,0.415889356,0.441898991,0.138038794752691,0.294597712,0.393464904,0.218762885481781,0.446022087,0.473287757,0.016658087355926,0.30674364,0.255908491,0.1705537023554,0.382245667,0.448393187,0.0926506293270919,0.28088362,0.373311828,0.357157237606253,0.430247164,0.514721191,0.296289129133544,0.351115235,0.434700627,0.0868382471577595,0.272428291,0.317859049,0.198050251711627,0.37723939,0.441306714,0.173734811328596,0.318412564,0.492452986,0.3391141318003,0.319995519,0.492382399,0.0726169201877606,0.325991367,0.385428425,0.207361821150609,0.350435765,0.445289184,0.143407881596548,0.292267181,0.454012022,0.239631587907048,0.267092235,0.447519232
"43","NM1705PAR",3,142,6,6,0.0397733376948887,0.44067173,0.450111949,0.0454875021399325,0.407666522,0.445616727,0.153538831316444,0.432705036,0.459423327,0.164225975764935,0.420184521,0.46673837,0.21223848187624,0.415662184,0.468284117,0.278730511346838,0.435620943,0.518208774,0.0590399709564575,0.378701678,0.336395423,0.0133132542073946,0.421090135,0.44206917,0.253881483115825,0.360494938,0.487016795,0.25107159692664,0.436523439,0.489686364,-0.0495859082453931,0.579872786,0.546665743,0.443909538686135,0.337004104,0.589078887,0.0817593233840563,0.411609313,0.426622919,0.0993867069998973,0.286145385,0.405246478,0.210575535284362,0.334902367,0.478627063,0.0669879360815564,0.170808318,0.29615401,0.0660761586831422,0.413461728,0.441991122,0.137095256582753,0.296889327,0.388991375,0.225789236476336,0.44123518,0.473583623,0.000642111782229172,0.311230923,0.263882743,0.151476219921978,0.365688899,0.443680022,0.0834653329595081,0.285845373,0.375446162,0.325458115615652,0.404798491,0.486238982,0.294213293147783,0.365711273,0.434278944,0.054372661782419,0.272473754,0.317838002,0.184583805829456,0.361170876,0.439127618,0.171337061510997,0.32055082,0.494194838,0.343587702898369,0.330721765,0.506228952,0.0644240860945116,0.33575212,0.383183211,0.190856735110005,0.368962312,0.437478037,0.131248005347205,0.285527043,0.451600356,0.25234740360251,0.280901959,0.454638146
"44","DONA_ANA",3,143,6,5,0.0736934473767032,0.426778363,0.450149043,0.101896538040962,0.397822095,0.458121018,0.207292905210018,0.424536012,0.465072627,0.201029505430509,0.412373579,0.479496625,0.245054884065794,0.397597379,0.484568549,0.23815724995895,0.435363827,0.499088896,0.0515479831579308,0.413292879,0.369317741,0.0383307057763085,0.407386067,0.425689124,0.27318840794889,0.391065422,0.519327181,0.260471220300274,0.424973199,0.508453159,-0.0462116372300989,0.559492886,0.516650306,0.450481166389373,0.371819425,0.601869585,0.0819556177379997,0.405873529,0.402738498,0.118031818880057,0.281063559,0.411555281,0.220321974520673,0.347332894,0.489906334,0.0503780199007236,0.189591826,0.291447434,0.0542424997132107,0.421103947,0.431584734,0.149757498702908,0.322083447,0.37859491,0.22266813360104,0.433473661,0.468461896,-0.0148555947014698,0.335947337,0.276234521,0.173076282040641,0.382150971,0.44456681,0.100388897390677,0.266939514,0.370852638,0.286599255114293,0.38612528,0.466039048,0.302239761132616,0.340229048,0.425173724,0.0452079556781895,0.309333942,0.328554951,0.193421936944006,0.373042722,0.413510462,0.152800442709725,0.325469037,0.462898589,0.336925848755492,0.295449951,0.495931891,0.0597908206398873,0.358151992,0.378431373,0.20408906124162,0.34918652,0.432210626,0.140036780016641,0.294822059,0.445295947,0.257217495559656,0.254579867,0.440954367
"45","NUMEX_BILL_MELTON_FG2011",2,144,6,4,0.0276632043302314,0.449387238,0.458107911,0.0516219491340549,0.424206866,0.45667413,0.156270149239993,0.436324093,0.4615609,0.150093289612457,0.419523606,0.467151308,0.202472204583758,0.409813522,0.466770493,0.275505653096969,0.448232943,0.519598302,0.0781025590784989,0.404030483,0.354079363,0.0040446087028364,0.410190964,0.432369762,0.23164301872819,0.363875852,0.471307824,0.236137129778508,0.427837921,0.487173975,-0.0507439482998626,0.528669072,0.504644708,0.45420691940322,0.409553124,0.607660739,0.0499797969154586,0.433739483,0.411561011,0.0662382575588027,0.274420962,0.410561564,0.185342438376773,0.317747953,0.448133365,0.0312078896708015,0.229970009,0.321784644,0.00900619398642413,0.441736932,0.433228559,0.102587639078529,0.283552215,0.395225081,0.165587297478665,0.406643535,0.434072071,-0.00187294318733645,0.279440917,0.283437274,0.124420384352427,0.373799401,0.432516805,0.0853079795731463,0.315277201,0.338768371,0.298148848678534,0.360305505,0.456471259,0.286860035435536,0.347074221,0.421993066,0.0527810420445556,0.309505384,0.331114086,0.186382337711481,0.345249232,0.399877156,0.223861151625663,0.336937711,0.531078617,0.323467133979157,0.285717569,0.476212706,0.0959807025676318,0.282448576,0.396659037,0.127743921315168,0.402598517,0.387175802,0.0744370482058015,0.287527556,0.395466599,0.189781810924074,0.276350361,0.404443227
"46","SW_8888",2,145,6,3,0.0607688825603997,0.437932062,0.450958179,0.0962520069773849,0.40779525,0.451634845,0.196619237024345,0.424847744,0.463062186,0.21389443921043,0.418108,0.474213525,0.243867816859033,0.416016938,0.48236115,0.23931148980224,0.444106113,0.505472516,0.109413013713375,0.345615838,0.312873287,0.0583035060203528,0.400093715,0.419325836,0.281279877577196,0.382571594,0.495384578,0.273213509720826,0.431891794,0.498525954,-0.0393042293308861,0.52043901,0.484875028,0.455748199995077,0.401459188,0.609074327,0.106739652842483,0.410407921,0.410514197,0.108896482387398,0.321976689,0.411033786,0.244406729303957,0.333784031,0.490774095,0.0716716407103365,0.200429817,0.322499958,0.0783818347243532,0.422666572,0.431214839,0.166894845343796,0.305609421,0.406217189,0.225254244376494,0.421544049,0.462544206,-0.00495687791386362,0.318655285,0.311519149,0.167982810595782,0.366306462,0.442690116,0.116980286182079,0.323224476,0.401183526,0.303014646911243,0.397769529,0.459525973,0.321095970353404,0.361761438,0.442266347,0.0640407384569023,0.295762719,0.349998232,0.203086596560291,0.364767037,0.432000321,0.245173424083654,0.342151657,0.548827325,0.35848293817327,0.331283098,0.512397833,0.07442877979727,0.346799964,0.38382562,0.19153755617127,0.366378279,0.421962694,0.145645813650606,0.290834705,0.434393461,0.250572739141044,0.259207638,0.442941804
"47","DONA_ANA",1,146,6,2,0.110826334030681,0.440419355,0.463192448,0.163047941424544,0.406305098,0.463065178,0.25531791928059,0.428300815,0.47665089,0.289824021826913,0.424757959,0.500349415,0.289162958222842,0.422394937,0.515924358,0.235732878856682,0.441189773,0.503851186,0.124791711089429,0.375940842,0.339305239,0.112706414239935,0.348827261,0.451885644,0.344874047787936,0.403351936,0.565094959,0.346004653979689,0.456472029,0.566794447,-0.0312608664306846,0.518853477,0.509921508,0.4571807098602,0.396853625,0.611559508,0.154372339877738,0.390828171,0.4117797,0.16702397951576,0.32856951,0.453405437,0.30422049203461,0.348229952,0.531352979,0.075347783680695,0.20790153,0.303647898,0.103182704195347,0.4209732,0.446576568,0.212321223290429,0.332299445,0.436740822,0.283980984026542,0.448711592,0.499867834,-0.00331809642069776,0.341054022,0.325913681,0.212977505961332,0.377641744,0.466716531,0.166594605550868,0.263686928,0.396162312,0.308131740523426,0.397405265,0.460868504,0.349837301340854,0.386130675,0.477388302,0.0853209433676426,0.308567508,0.36081799,0.241006567089672,0.374922895,0.467426978,0.269301434620938,0.332801424,0.528139126,0.376129941464297,0.362373115,0.539374682,0.0625127418203292,0.411219581,0.393692272,0.231175945932762,0.360334384,0.471811179,0.190967142197196,0.321899398,0.473577734,0.296389208430845,0.275887543,0.492585518
"48","AFX_149092",1,147,6,1,0.0677162195683222,0.433034685,0.450269559,0.105969459018739,0.397502506,0.44231065,0.17030731732729,0.414195254,0.441596507,0.206989957610163,0.412107023,0.462966305,0.202698517377044,0.416588567,0.476930197,0.219748410763914,0.439553729,0.494091408,0.0788772335827949,0.411123434,0.378810461,0.0994472491493491,0.37916392,0.432218721,0.323751136252353,0.369587173,0.524948326,0.321102171180319,0.425821662,0.52914341,-0.0287095430207568,0.466377385,0.468384376,0.454689647136166,0.400638395,0.613178295,0.162733880708056,0.370954,0.394257045,0.144213267648717,0.343964103,0.438039642,0.300324581789674,0.351296934,0.506389596,0.0824327670977045,0.264096992,0.322959105,0.115774407069777,0.408268056,0.433601404,0.211067407245908,0.326447952,0.40532725,0.26243589746533,0.424505306,0.470668926,0.0206080666586265,0.354666456,0.331016384,0.210327480735757,0.378622136,0.462990811,0.148402785344949,0.323965989,0.399655259,0.250674040685156,0.392728615,0.424281514,0.327192926416983,0.369252424,0.448628321,0.0671626573897925,0.376441183,0.413335699,0.23677195315021,0.387424993,0.450683883,0.239663949427984,0.341347875,0.515742398,0.376048073025197,0.354334055,0.529347207,0.0674311380592706,0.37417238,0.377010605,0.21844550894501,0.370930526,0.455856477,0.205806966952954,0.299170487,0.463629678,0.290767880543086,0.265493088,0.476851736
"49","NUMEX_BILL_MELTON_CA_2019",1,148,7,1,0.0550703674694662,0.433437525,0.442425541,0.118522132907504,0.407709309,0.447458613,0.213700369397671,0.424299398,0.453579317,0.247241573935154,0.412848764,0.476084078,0.246211225295342,0.398745731,0.488567573,0.3217428684862,0.420279342,0.520794585,0.111621080270248,0.358119945,0.326566479,0.0967848986931481,0.363252458,0.424927912,0.306960246829145,0.3630748,0.505617902,0.33621142378755,0.437555888,0.540389007,-0.0443134038244014,0.495224241,0.481387913,0.368859847687502,0.368262654,0.48499772,0.12055238426856,0.387922667,0.402222576,0.129782452289943,0.322178063,0.430335263,0.295761107419738,0.35279853,0.507408428,0.0738145156057751,0.221633303,0.378636672,0.0556196960231691,0.417431791,0.427276243,0.198114539287568,0.344279244,0.43592831,0.265067666042455,0.44600358,0.482819271,0.00445253726203875,0.359779058,0.327269895,0.167598691455938,0.36183737,0.45284194,0.150534047091514,0.329436723,0.402330273,0.345489903464498,0.436572904,0.501978092,0.35493658893334,0.396128801,0.474436522,0.0478377174585719,0.331540037,0.409135674,0.214439873255566,0.381280772,0.45428453,0.23541333751762,0.319100203,0.496336802,0.385102772344754,0.347535487,0.529996195,0.070982265400819,0.346478392,0.375495596,0.164437590071364,0.367723194,0.433780776,0.168518660929795,0.288425256,0.455527283,0.27349881058638,0.259091911,0.470055863
"50","NM170506PAR",1,149,7,2,0.0594201991305884,0.437237118,0.447695342,0.09918054768247,0.421475428,0.45125484,0.19278198606702,0.432098086,0.457915594,0.211006289379929,0.429233986,0.476366607,0.222092721332202,0.41730658,0.480088796,0.287888785619693,0.435439967,0.507787081,0.103787230381981,0.423317816,0.309617945,0.0755782048846282,0.394177597,0.425024204,0.295792916279828,0.362815416,0.500413191,0.321944797943808,0.457420146,0.535161069,-0.0273632757758462,0.488321233,0.48264456,0.367846809823354,0.379594163,0.485316917,0.145190196972949,0.391327736,0.411273536,0.139862801030844,0.310094036,0.431695995,0.273457113073113,0.334638675,0.497549343,0.0747944051540353,0.233396531,0.359712174,0.0669851912467987,0.409091855,0.429274864,0.187965240401298,0.303476657,0.414537127,0.255058384643669,0.453334396,0.480193165,0.0148027838075666,0.314996699,0.308865963,0.176839106951933,0.356715941,0.448690077,0.142273405845291,0.282264024,0.402895823,0.337942715620502,0.439054015,0.500077602,0.334974087875855,0.396796697,0.466819559,0.062105799357243,0.291994747,0.41430025,0.211892902294925,0.37477038,0.465735974,0.215171677967042,0.323393554,0.505176195,0.373996956816323,0.348178058,0.525974794,0.0785627021547333,0.345902316,0.38609613,0.19497540117167,0.356720757,0.46225136,0.157491378897918,0.296016527,0.465899982,0.271133497887074,0.273237454,0.483028137
"51","SW_9720",2,150,7,3,0.0633722933930376,0.430527043,0.446439824,0.0916904256507952,0.408013058,0.444392438,0.186489967398336,0.425070511,0.45248849,0.206777351897319,0.418518519,0.467546758,0.233035128604322,0.410904588,0.476165264,0.267626682700507,0.433446821,0.500187575,0.0858461588067729,0.429215373,0.297919702,0.0328720889359502,0.426456514,0.422660241,0.250120709037398,0.326311107,0.468594217,0.29662314403873,0.457112459,0.523537636,-0.0395318919450984,0.500823475,0.489841454,0.367248580578479,0.384944783,0.486454812,0.11186801394811,0.398322454,0.407559017,0.112751851554045,0.279962827,0.416029813,0.235806275595951,0.307333307,0.474015496,0.0624014932205328,0.242576686,0.368253862,0.034593592601833,0.419393548,0.441215898,0.147970843737217,0.270772838,0.391498463,0.200086913026536,0.420233586,0.463346654,-0.0159753882423273,0.328192927,0.297409263,0.130793287369495,0.342202252,0.435534424,0.116372550431591,0.309064757,0.372651478,0.325701892057822,0.411887742,0.480562451,0.335004106240706,0.374618857,0.454673348,0.0520819891231514,0.277570931,0.342724584,0.198380663037824,0.350784584,0.44189744,0.228161184313523,0.328593844,0.542009054,0.35023832786058,0.322352351,0.502048211,0.0751638853679404,0.323316366,0.367797218,0.175434412245353,0.356413117,0.433362793,0.124933761595548,0.275607259,0.443482993,0.233861460839913,0.24807228,0.42812896
"52","AMERISTAND_803T",2,151,7,4,0.0910748409305451,0.425178854,0.441868263,0.131363659272983,0.399594249,0.458074848,0.226916124945059,0.419931909,0.463073058,0.243101938530905,0.413927047,0.484027472,0.26606874831179,0.386825588,0.486014559,0.302875983863366,0.429316293,0.518209111,0.106306528827127,0.430826761,0.339439192,0.0675058740210192,0.360083004,0.432934448,0.282712517600387,0.357884477,0.505271786,0.318429317885079,0.447906825,0.542260009,-0.0333167049530948,0.487586793,0.487728108,0.36267804,0.387984496,0.484610123,0.137928131992719,0.391560125,0.404836601,0.145686320227821,0.309424089,0.41803241,0.269712597085221,0.32287322,0.512087376,0.0601450342881041,0.257805163,0.377238567,0.0573191847016419,0.412140362,0.428942104,0.184501896364166,0.306406966,0.404462258,0.250347925523866,0.428749375,0.500956297,0.015135095053983,0.306640218,0.300945965,0.1900701822956,0.356060176,0.45857476,0.140500441987929,0.279564496,0.430443256,0.370005774922028,0.429301662,0.516170128,0.386652040371169,0.409550846,0.501978206,0.086440626654348,0.296158001,0.375667737,0.241194518632062,0.358207412,0.477992114,0.0897179840761317,0.357955553,0.466009701,0.38392616135773,0.353615038,0.543888913,0.0867520837360205,0.300569249,0.381089487,0.23301354749636,0.346043659,0.464862842,0.166143558791828,0.288398092,0.460701159,0.277640451927595,0.252360048,0.473411479
"53","SW_8421S",3,152,7,5,0.0567134027057423,0.4250647,0.446356123,0.0845637759951755,0.409897121,0.454146274,0.176573441843901,0.428168003,0.459856885,0.187274442032865,0.426878106,0.476142432,0.207950154013527,0.398536376,0.465303708,0.237790249671696,0.447380092,0.500641022,0.0995393464747618,0.43775453,0.36106152,0.0449644097569012,0.372345629,0.433301924,0.239717232570362,0.347288217,0.491933549,0.258994296836652,0.432270782,0.512911253,-0.0294804578689285,0.451371341,0.45831748,0.357778720152672,0.417305062,0.484610123,0.121853612664579,0.389407071,0.405075345,0.125191331692704,0.273952773,0.426270955,0.221821752169799,0.34097265,0.501887424,0.0631129484319862,0.238250354,0.365272996,0.0514703441283233,0.407850833,0.428108973,0.161099781879045,0.310411504,0.387760574,0.237044460298622,0.442909312,0.487475241,0.00164027631208995,0.32830405,0.285071655,0.157819346744979,0.362528582,0.448489963,0.107241243776322,0.265830861,0.412316405,0.335441496051847,0.413519793,0.484694,0.347024472671825,0.378573572,0.4696243,0.0596361113838654,0.298749548,0.331295535,0.207509289992705,0.365071076,0.461215761,0.156363453986523,0.316641981,0.468399902,0.365602715360785,0.326745498,0.521193825,0.0846471018423398,0.296679418,0.371506264,0.214850721373614,0.3371864,0.434385014,0.145473438407451,0.284044859,0.446007565,0.255721571756692,0.248115488,0.449072388
"54","NM1713PAR",3,153,7,6,0.0037523919145587,0.445329871,0.44819471,0.0461091825794944,0.417630097,0.448471063,0.149535842205697,0.437454854,0.456601997,0.179602361733041,0.418266646,0.473953498,0.217085712820575,0.404113721,0.466179786,0.238130911894071,0.43369535,0.492295608,0.111839257124692,0.444811558,0.384172153,0.0416947632119455,0.401445867,0.440142675,0.227820503124221,0.387909645,0.475497694,0.226432681341818,0.414541788,0.463493862,-0.0446281918115853,0.515670992,0.48708572,0.356421813322056,0.444642043,0.486798906,0.0819567241523237,0.420882442,0.429545495,0.0974498560691178,0.297885593,0.394445003,0.192922626217544,0.358241722,0.465084016,0.0636890185638868,0.219777478,0.356409645,0.0326976090051391,0.438299181,0.444757065,0.125306432317678,0.282678035,0.381507442,0.201354882372904,0.437814131,0.448932022,-0.00492482871781947,0.326509348,0.263776307,0.111711210095386,0.376684972,0.420919899,0.0740663969702998,0.285545291,0.386685282,0.272032221616056,0.395003607,0.433297351,0.261138395942637,0.343185804,0.391345304,0.0373963291335067,0.29284141,0.296751008,0.167524470344004,0.367964734,0.434330797,0.196018622493363,0.327048677,0.499637641,0.323806891384535,0.325641541,0.459228533,0.0729159892300876,0.281745509,0.362166235,0.128811262225793,0.405128304,0.434092051,0.1033262219683,0.299422723,0.416536484,0.214645306615817,0.302010257,0.439480469
