"Germplasm","Plot","Rep","Row","Range","gndvi_138","gndvi_145","gndvi_152","yld2","gndvi_160","gndvi_165","gndvi_173","gndvi_179","yld3","gndvi_187","gndvi_192","gndvi_201","yld4","gndvi_215","gndvi_223","gndvi_228","gndvi_237","gndvi_242","yld5","gndvi_257","gndvi_263","gndvi_278","yld6","gndvi_293","gndvi_299","gndvi_307","yld7"
"NUMEX_BILL_MELTON_CA_2019","110","3","2","6",-0.0138119586657051,-0.0187396025516628,-0.0270145966683749,-1.27618058510902,0.0464674682770777,-0.0164393695682251,0.028012012020455,-0.0176676072230297,-1.19956808545501,0.0529143678447817,0.0143715625734145,-0.00215510363223331,-0.804226787918573,-0.00738938573287429,0.0128426834764539,0.0217647901415735,0.00736523626175279,-0.082357087208864,-0.387176814583482,0.0203851452904961,-0.0166519318511565,-0.00294756799498695,-0.423812974089771,0.0416168339928117,0.0105356095968172,0.00952301156653922,-0.257635322125358
"NUMEX_BILL_MELTON_CA_2019","111","3","2","5",-0.0285433250845254,-0.0359233879131328,-0.0511541947929245,-1.52742906111337,0.0473217678744626,-0.0268026947085639,0.0176384340645039,-0.041024266085286,-1.43170708416629,0.0368083093973594,0.00415327786831465,-0.00719256023744752,-0.928710980345277,-0.0102257314987037,0.00742571671038176,0.016612763273534,0.00975573278490732,-0.0904082652874345,-0.592681873058766,0.0138502894315578,-0.0244788570667822,-0.0198843164457708,-0.702388818808542,0.0331328134171321,-0.00150668297736987,-0.0113222400901059,-0.540718237675361
"NUMEX_BILL_MELTON_CA_2019","112","2","2","4",-0.036388101516054,-0.0497270691072099,-0.0748122669867467,-1.88875575432747,0.0438612519768118,-0.0344272070591375,0.00538534025251917,-0.0593363230147644,-1.86096703499396,0.0302166373181178,-0.010764329496312,-0.021520387217903,-1.26653709882054,0.0124532763213532,-0.00656814292275368,0.00704408973106726,0.0172394974701627,-0.103362497289871,-1.08696994187568,0.00504568841929592,-0.0401120569058481,-0.0203836392170233,-1.04652689773628,0.0167990077094963,-0.0102572442634866,-0.010773904932441,-0.902772552442096
"NUMEX_BILL_MELTON_CA_2019","113","2","2","3",-0.028601046888507,-0.02615154093459,-0.0434364136111937,-1.63139092506058,0.048810668296066,-0.0289020517480337,0.0327457132262939,-0.0286268709254356,-1.55640326555915,0.0402105239728488,-0.00466659521488711,-0.000510789269006661,-1.19165513301618,0.0277852238958533,-0.00287269471807934,0.00867804760427074,0.0211865267861623,-0.101288823087249,-1.23764790465619,-0.00710508875762429,-0.0399062094871586,-0.00864669110596878,-1.08595052656354,0.0244894872368948,0.000686529926480252,0.00380464677760231,-0.770132068252734
"NUMEX_BILL_MELTON_CA_2019","114","1","2","2",-0.00269482900488197,0.00327304558743567,0.0017114660545426,-0.856178907155316,0.0517423347140158,-0.0168542485648705,0.0528366339224609,0.00944193590991057,-0.927248766450711,0.0147110626339706,-0.00781910839633241,0.0210567933137711,-0.746413169928583,0.0182751598552292,0.0158473805881549,0.0161404943130014,0.0142072762218245,-0.0851986912487982,-0.731239831868909,0.014917895859215,-0.0271092790090673,0.0147585026019105,-0.583845651486522,0.0391179128580489,0.0136640268840591,0.0219030498877459,-0.286203117213928
"NUMEX_BILL_MELTON_CA_2019","115","1","2","1",-0.00263700946038806,0.00281553668577037,-0.0021837119170722,-1.03729441132239,0.048726299276771,-0.0135756591626136,0.0508094805004486,0.00828970263925377,-0.976473434913829,-0.00799404289920167,-0.018149205203253,0.0225424597845731,-0.741952513305382,0.00539325098336083,0.0180577596726838,0.0126333391036999,0.0185643599800559,-0.0791696788752946,-0.708539052818359,0.0159713565812747,-0.0349229519239968,0.0110911439875599,-0.613489005524784,0.0319321955243267,0.00752307286527149,0.00946280926197608,-0.349202120708218
"AFX_779","116","1","3","1",0.0208617010023336,0.0291518005103962,0.00897043124733748,-0.567082691337379,0.0154528532175316,0.0163901021909697,0.000290866790757739,0.0100088170241194,-0.565041702885329,0.0319696241762637,0.0218098346298662,0.000765551216561503,-0.519911446672809,-0.0091332711555368,-0.00391177716119051,0.01216703873065,0.00756364655347004,-0.123496293106427,-0.462556059184057,0.00429524974596172,-0.0240017993844447,-0.0257919512736998,-0.373132954806687,0.0162528691272734,0.0190919428378847,-0.00429095240257782,-0.150825131164443
"NM1703PAR","117","1","3","2",-0.00485360253987033,0.005718826072641,-0.0237513303129113,-0.939273423586729,0.0196304004026988,0.00575005937750909,-0.0107594848281988,-0.0179840776968386,-0.924622461461056,0.0425659187489303,0.0150860890168408,-0.0184365131843142,-0.79354123383462,-0.0310563999627045,-0.000793707006966681,0.00403347956890868,0.00463371602002738,-0.124411350945605,-0.501819038641079,-0.00786464431470023,-0.0343439724180611,-0.0141707274442896,-0.604289747887709,0.0167842897767091,0.00219276731922503,-0.00423084506759038,-0.21599900496036
"SW_1011","118","2","3","3",-0.0037394356143997,0.000743103811158034,-0.0318011703783869,-1.01800172251714,0.0345441156574803,0.00353995253387749,-0.0124168373210786,-0.0157436257433249,-0.971718262123236,0.0444851885107371,0.0125665882859157,-0.0226344444635206,-0.764103076047813,-0.0217560442533152,0.0134267371656436,0.00548826952107578,-0.0102861714706016,-0.119671472226486,-0.441728721113955,-0.00989619477397116,-0.0293240902788829,-0.0151864451520704,-0.577631756549282,0.0172984854441521,0.00144597385016285,-0.00275868137540275,-0.273732697929684
"NM1715PAR","119","2","3","4",-0.0207690487846104,-0.0195633551410612,-0.0618217161634348,-1.32557265020189,0.0347380833360679,-0.0107572439507117,-0.0275401643955428,-0.0474507646015534,-1.2577789914791,0.0170554213772004,-0.00227528270364329,-0.0349202958684264,-0.919393907655394,-0.015727531194639,0.00537243141406909,-0.00277133124647185,-0.0304996959294394,-0.128380948858398,-0.602620219148415,-0.0169106956305941,-0.0370121768617912,-0.0327596489757546,-0.786313487760095,0.00832897113993738,-0.0118496256975635,-0.0238714372357239,-0.542062174337521
"NM1703PAR","120","3","3","5",-0.0257784718414916,-0.0324469650134931,-0.075495961111573,-1.62455880478181,0.0288498356142473,-0.0199063137517009,-0.0355867593866126,-0.0585137881925243,-1.68051121470344,0.0186576334327807,-0.0179376740945472,-0.0486571960745666,-1.25214365058283,0.00137983764891443,-0.00683354292435418,-0.00883197493607835,-0.000838338127906523,-0.140095009153103,-1.05157317038218,-0.0242782674108369,-0.0538137389341996,-0.0302204056870294,-1.07995187744921,-0.0099140526273366,-0.0208793253064855,-0.016680866700312,-0.87707410716158
"SW_9720","121","3","3","6",-0.0171626984687098,-0.0102341943262124,-0.0437004569260361,-1.30912628681139,0.0394382720107814,-0.0120316230044378,-0.00774141688456554,-0.0301772816918096,-1.30124792343252,0.0308476271838369,-0.0118368362413948,-0.0222572755014289,-1.12896185427837,0.0275180086329346,-0.00247731924488795,-0.00723818689939395,-0.00706951450293294,-0.136617692730644,-1.13602257168421,-0.0241191544696796,-0.0497154115614542,-0.0138958068828826,-1.05834127541423,-0.000349642326418017,-0.00950897601067054,-0.00414884775326889,-0.710107832722481
"NUMEX_BILL_MELTON_CA_2019","122","4","3","7",0.0102182637446168,0.0180324213991058,0.00337537766288224,-0.474087024215825,0.0451693485021513,0.00159277731669023,0.0114434777968024,0.00813429314582899,-0.650561373983569,0.0234422784759872,-0.0161110480545959,0.00303050074317012,-0.65471211548182,0.0261067037643913,0.0177938052995866,0.00362482323597881,0.0157895052712146,-0.119143448541785,-0.552178953352801,0.008262251992569,-0.0328371586610193,0.0113483839629733,-0.460805550360365,0.016979660830894,0.00422610186431764,0.0106135994520744,-0.213180366088152
"AMERISTAND_803T","123","4","3","8",0.0103738050275994,0.0154753296912167,-0.00246603064989691,-0.621373492367819,0.0450320237824058,0.00490145008883957,0.0123376585335107,0.0101782303228623,-0.685397734231201,0.00969095492936377,-0.0284841237125033,0.00745393618313634,-0.634064810892316,0.0152461394003466,0.0196259351051913,0.00235157109951777,0.0226023545835639,-0.111104529691541,-0.492063386317456,0.0148406770189391,-0.0364151255964318,0.00917062982048184,-0.420557613279734,0.0115598561642548,-0.000581982134696058,-0.000487331345941331,-0.263977665014713
"NM1702PAR","124","4","4","8",0.0223629192622241,0.0292933309093229,0.0038077127350218,-0.477398555413654,0.00607891882575978,0.042246333991196,-0.0254764119878659,0.0135710491795767,-0.394442271233498,0.0425073933770543,0.0219007148703095,0.00551514176520651,-0.351625929685823,-0.02271417266622,0.00944084203789825,0.0103968182244511,0.00465436563398997,-0.114557934568229,-0.441402662632407,-0.00562926590327849,-0.0163217528122443,-0.033152711320711,-0.229810781772157,0.00674947813273493,0.0184803848110971,-0.0114789515237347,-0.0882135979322822
"AFX_779","125","4","4","7",-0.00224184124518869,0.00866518950338094,-0.0284499991308358,-0.754569021144487,0.0123900617664854,0.0336324029405494,-0.0341834048871669,-0.0140422795106864,-0.658653792143319,0.0491718271621373,0.0146648401800283,-0.0137738705121564,-0.591370553748741,-0.0325154163140352,0.00805881305331685,0.0030681007273266,0.00246461451298518,-0.114296254174253,-0.388951676261707,-0.00304406378638146,-0.0244604062715406,-0.0181149070155228,-0.347376052197745,0.00977084910916409,0.00298419388390435,-0.00735362329218533,-0.0792159358727314
"AFX_149092","126","3","4","6",0.000181597445946714,0.00671444888353378,-0.0308175386895643,-0.817084211831519,0.0294409621476579,0.0323072675802079,-0.0334511847774235,-0.00605645152796684,-0.633627116242873,0.0511113972334137,0.0124504615966334,-0.0190063098948581,-0.538275041716016,-0.0163201407502695,0.0186166125107594,0.00154644859496782,0.00699736140313235,-0.107391322844691,-0.286058159050332,-0.00198159529164193,-0.0166880985406161,-0.0146049554631099,-0.288391456500606,0.0118792073345131,0.00329051629480326,-0.00441247517108135,-0.138524541106408
"NUMEX_BILL_MELTON_FG2011","127","3","4","5",-0.0165771658066935,-0.0124061672707069,-0.0542946633261471,-1.15412741935476,0.0286639505761325,0.0170520956518013,-0.0471845427855173,-0.0347518787975235,-0.909145292258961,0.0129967269150948,-0.00370658269957453,-0.0348384348293106,-0.700515833010599,-0.00933752403814079,0.0115977647320317,-0.00484534314455157,-0.0131156651089109,-0.115960289694531,-0.402749660447427,0.00298497653208824,-0.0209468532020043,-0.0198629649861295,-0.415941345872585,0.00395852229253236,-0.00842317169729464,-0.017380889105783,-0.383060052639323
