"","X.1","Germplasm","Rep","Plot","Row","Range","yld2","yld3","yld4","yld5","yld6","GNDVI_131","NDVI_131","GNDVI_138","NDVI_138","GNDVI_145","NDVI_145","GNDVI_152","NDVI_152","GNDVI_160","NDVI_160","GNDVI_165","NDVI_165","GNDVI_173","NDVI_173","GNDVI_179","NDVI_179","GNDVI_192","NDVI_192","GNDVI_201","NDVI_201","GNDVI_206","NDVI_206","GNDVI_263","NDVI_263","GNDVI_278","NDVI_278","GNDVI_293","NDVI_293","GNDVI_299","NDVI_299","GNDVI_307","NDVI_307","sca_yld2","sca_yld3","sca_yld4","sca_yld5","sca_yld6","GNDVI_153","GNDVI_182","GNDVI_208","GNDVI_279","GNDVI_311","spa_int_yld2","spa_slp_yld2","PEE_153","spa_int_yld3","spa_slp_yld3","PEE_182","spa_int_yld4","spa_slp_yld4","PEE_208","spa_int_yld5","spa_slp_yld5","PEE_279","spa_int_yld6","spa_slp_yld6","PEE_311"
"30",30,"NUMEX_BILL_MELTON","2","329","4","3",7.9,8.55,2,5.35,3.75,0.0431989727789275,0.399244500518407,0.108418707759644,0.447984492942476,0.319814803635198,0.55846436593833,0.370396007477703,0.580418957706539,-0.0529463386222628,0.452382930065479,0.0663791369551336,0.391200881959209,0.193332198138267,0.429892579921274,0.33119039645924,0.558587512457971,0.051897328284195,0.451563406967702,0.170536457733117,0.42397423091085,0.153976392671235,0.372200196406993,0.0187344265795559,0.43855282748166,0.312375652530523,0.558275544750453,0.13245592520201,0.453144309442376,0.142262603060011,0.464790943374185,0.310581470748783,0.515250602728654,0.185521820455264,0.244628305681678,0.198472466483231,0.257973354616071,0.259234095450276,0.185521820455264,0.244628305681678,0.198472466483231,0.257973354616071,0.259234095450276,-0.0147496823955323,-0.00220121518766101,-0.0185622989222927,0.00847898845789452,-5.55274608241427e-07,0.0084780266940651,0.0289887386739382,0.00837066465092411,0.043487155079103,-0.020053524805951,-0.00106831589166058,-0.0219039022007544,0.00639328983417782,-0.000721120521771203,0.00514427245754759
"31",31,"NM1704PAR","1","330","4","2",8.75,9.4,1.65,6.8,4.8,0.0488273268149331,0.385731952581415,0.132458736218432,0.461754616376465,0.342690591517043,0.581353129366919,0.390106094932862,0.591058292935871,-0.000274974581066644,0.313297402636948,0.114928594282757,0.414225427867319,0.234713517399649,0.45822444174668,0.359157517756791,0.573166211164515,0.0844026818733296,0.45222949660193,0.149845345092269,0.416260384291837,0.139313251344718,0.351446821574285,0.0987348708701418,0.443481012430646,0.39598822212567,0.617617921150494,0.213624147423803,0.466558644016553,0.171147763149968,0.492599691151828,0.348298572520045,0.56007488867123,0.20548302898526,0.268948078761143,0.163739784848665,0.327891366614819,0.331819642176353,0.20548302898526,0.268948078761143,0.163739784848665,0.327891366614819,0.331819642176353,-0.0254132949378947,0.000613783943090587,-0.0243501899682375,0.00603964146489536,6.75453191214104e-06,0.00605134065729741,0.0505927971620869,0.00352932925585548,0.0567057747231548,0.0599176691162805,0.00320069308104734,0.065461432127863,0.0323698081579062,-0.00363885857443738,0.0260671202529651
"32",32,"TMA_990","1","331","4","1",11.1,7.95,0.7,5.55,6.15,0.0766386382816179,0.408058130480805,0.193473465386592,0.515866346538615,0.39210644711876,0.623058735440265,0.429823494987879,0.625325587024933,0.0179105062503483,0.269744842738122,0.153826421325951,0.424444619436351,0.220809716276354,0.442483967878516,0.347000419193034,0.532598247102064,0.0129466403613004,0.436885486894252,-0.0111835010974813,0.420924646157104,0.034381275150696,0.415557540361587,-0.0268615659518004,0.466842680589566,0.317491138630081,0.523801898866522,0.239401008982933,0.478305556080447,0.202631450610266,0.495555425708432,0.326186744975129,0.51971706593085,0.260669899627016,0.22746140703735,0.0694653632691308,0.267617218340036,0.425143916538452,0.260669899627016,0.22746140703735,0.0694653632691308,0.267617218340036,0.425143916538452,0.0110555217773389,0.00545027098596187,0.0204956679987909,0.0128342612858602,-6.58467800814628e-06,0.0128228562890484,-0.0285503705459734,-0.000940055643132123,-0.0301785946747049,0.00218074281120111,0.00012731088141566,0.00240125172520581,0.0606969505617926,-0.00681482224790067,0.0488933322354585
"33",33,"NUMEX_BILL_MELTON","1","332","5","1",11.95,9.95,1,5.15,5,0.0890501980111637,0.371806255874863,0.185918372216576,0.500364779395921,0.405529343379506,0.621089542617129,0.441027703672139,0.633714251132552,-0.00523566873913546,0.24544017863885,0.118268408695408,0.413234367637794,0.231447483207693,0.466265312879373,0.381397853356804,0.600306657758989,0.0336793411673809,0.441325989324802,0.0424064288712586,0.410440079726134,0.078006949758483,0.377589413487103,-0.0129523807529022,0.450898279238064,0.344138522556543,0.539781733681896,0.164254598231073,0.430625838514011,0.172712800547256,0.45109885696971,0.309640979705169,0.519703925447179,0.280631108157013,0.284684402518444,0.0992362332416154,0.248329490892105,0.345645460600368,0.280631108157013,0.284684402518444,0.0992362332416154,0.248329490892105,0.345645460600368,0.0204671433878872,0.00503741871595149,0.0291922085047859,0.0355663585384313,4.78382164875698e-06,0.0355746443605451,0.00972241032892011,-0.00088422282930242,0.00819089147004859,0.00198951650158997,0.000111571128465738,0.00218276336390595,0.035499184433702,-0.00398512855530496,0.0285967393313832
"34",34,"NUMEX_BILL_MELTON","1","333","5","2",10.4,10.25,2.05,7.4,5.1,0.0705146955096147,0.382645964103045,0.157281585277287,0.482170147470753,0.363158705099529,0.595882879815837,0.410851427090131,0.602864171498858,-0.0252055987189941,0.354510412916423,0.0989145948936223,0.410364420645545,0.21343646437909,0.456827923952107,0.360671795893229,0.583170442807224,0.0752230131574187,0.444256738256651,0.118253859754235,0.407249276684788,0.141777691933803,0.356977632656651,0.0856799312770169,0.445079566385844,0.39232358287138,0.609493292569402,0.175386681538304,0.442000182662207,0.163953754503762,0.456368676792887,0.288184528322789,0.523627485820199,0.244231257308195,0.293267851840608,0.203434278145312,0.356822957786715,0.352558369812375,0.244231257308195,0.293267851840608,0.203434278145312,0.356822957786715,0.352558369812375,-0.00415598793328466,0.00150623741532721,-0.00154710821307723,0.0241022687113985,8.58893738561251e-06,0.0241171451872684,0.0609595113337795,0.00471207396656663,0.0691210628172304,0.0921835162799696,0.00492873831408866,0.100720341419878,0.0363776915894046,-0.00408578324132553,0.0293009074576401
"35",35,"NUMEX_BILL_MELTON","2","334","5","3",8.9,9.3,2.3,6,4.45,0.0479974157015256,0.402382539784447,0.1253690256457,0.466827243718,0.315961462108367,0.589641116810212,0.394138509165836,0.594813950271467,-0.0628190584792107,0.386331503076198,0.0841412969337358,0.414118178436686,0.180377438764967,0.452450010986596,0.354752691134862,0.58511016130135,0.0788526226741132,0.445451872627392,0.163732827951175,0.414424902452348,0.177092367492567,0.371610595896274,0.0367952305064333,0.451351477689921,0.341462002466377,0.578591577715779,0.143182693314435,0.442882991365469,0.154829317858036,0.447862339871715,0.267981365251008,0.50251647503094,0.209005595196436,0.266086928987089,0.228243336455715,0.289315911718958,0.307624459934327,0.209005595196436,0.266086928987089,0.228243336455715,0.289315911718958,0.307624459934327,-0.00473551462369266,0.000732490429889427,-0.00346680398861034,0.018075581063538,3.88652625987257e-06,0.0180823127244556,0.0536073780008047,0.00702172574203053,0.0657693636896693,0.00542134239875974,0.000294320516464979,0.00593112048475932,0.0161726639193878,-0.00181712764661361,0.0130253065253686
"36",36,"NUMEX_BILL_MELTON","2","335","5","4",8.6,8.55,1.75,5.85,4.35,0.0392168872622973,0.389535432775786,0.106444478354939,0.458104609365114,0.319446059003244,0.574070471512292,0.381277580790358,0.593259602333798,-0.0723131774161878,0.44139911194221,0.0863863776496064,0.424980495021109,0.175177977274395,0.457406290151388,0.330565290263599,0.564072444919384,0.0634471966656443,0.443010375712652,0.11170627486931,0.411013262028713,0.138282159797768,0.390872860188965,0.0295040239792401,0.448154460757345,0.311967862818762,0.576213316149315,0.13347442822299,0.445849158809042,0.1567821547302,0.452231117731025,0.277443014413146,0.508646579730519,0.201960462774085,0.244628305681678,0.173663408172827,0.282083013925984,0.30071155072232,0.201960462774085,0.244628305681678,0.173663408172827,0.282083013925984,0.30071155072232,-0.0112575647456544,0.000818603540155563,-0.00983970182904509,0.00991001846008482,-1.31609046069861e-06,0.00990773892454949,0.0300489354007222,0.00231479102921207,0.0340582710547018,-0.00374052049413182,-0.000195456017095906,-0.0040790602449076,0.0131622729064754,-0.00147775760975443,0.0106027216562941
"37",37,"NUMEX_BILL_MELTON","3","336","5","5",9.45,8.6,1.3,6,4.6,0.064896134742629,0.36552930970054,0.14608048412366,0.479169445556,0.360498914850653,0.591357653945793,0.42506199297398,0.615031296469205,-0.0820035713282898,0.483863892155065,0.0880653661387238,0.429066723346972,0.188062852921886,0.446566420189089,0.345468072790987,0.567319774679561,0.0335904762829226,0.430385412104716,0.0809464220859971,0.41344251621466,0.0939482424821401,0.374988774135608,0.0460410432806144,0.446247259142958,0.342406047983617,0.572898883608383,0.162472342370607,0.455795273457922,0.176390557743772,0.480189998909751,0.313758159387468,0.526702596161644,0.221921671304081,0.246058880568706,0.1290071032141,0.289315911718958,0.317993823752338,0.221921671304081,0.246058880568706,0.1290071032141,0.289315911718958,0.317993823752338,0.00946260973436325,0.00232753389880334,0.0134940166858127,0.0134013531726198,2.13293296868748e-06,0.0134050475208746,0.00534189363011423,-0.00164284581738666,0.00249640121783302,0.0159501997697369,0.00085575570755315,0.0174324121276089,0.0330365550146606,-0.00371173083021263,0.0266076486608061
"38",38,"NUMEX_BILL_MELTON","3","337","5","6",9.05,8.55,1.6,5.9,4.25,0.0630203058558285,0.362753822879164,0.11180317846272,0.475158268435579,0.333945558254803,0.578485681167878,0.379907236194975,0.599791207996114,-0.0935890242487482,0.365011454476739,0.0739996338675327,0.427543732559934,0.166500053931163,0.439929426661453,0.313205114947779,0.547722951210453,0.0442458620402671,0.423289192323972,0.0922054848787788,0.399402703231617,0.143273940149646,0.367155167832949,0.0528298386404637,0.449514748132886,0.333020533618768,0.563872880576771,0.138587993986424,0.454094940256861,0.150801986107197,0.466303130915014,0.287219555107157,0.508561882464429,0.212528161407612,0.244628305681678,0.158777973186585,0.284493979856975,0.293798641510312,0.212528161407612,0.244628305681678,0.158777973186585,0.284493979856975,0.293798641510312,-0.00548508127161468,-0.000913838476428125,-0.0070678959357828,0.000786688307099706,1.17314721234238e-06,0.000788720257667362,0.0224531274700532,0.00208429928957128,0.0260632397219946,0.0135877638069023,0.000727579587279667,0.0148479686131137,0.0133951435485023,-0.00150547093443816,0.0107875914121319
"39",39,"NUMEX_BILL_MELTON","4","338","5","7",8.95,8.3,1.35,5.7,4.35,0.0611921124704362,0.395806315137927,0.123943367796962,0.482322014778762,0.328442141537829,0.584606421698759,0.393101533615408,0.605618494311305,-0.0912037045969803,0.44602125831077,0.0774313600517667,0.433408434737942,0.170903085640304,0.450720406817968,0.323347047436582,0.544325810618282,0.0361170536589659,0.451264233118308,0.0679837854321144,0.415937216466079,0.138003748101072,0.362140659679036,0.0539441493446205,0.446614743458359,0.333490668037397,0.56694663923082,0.152018476997267,0.451606648462093,0.165046324188439,0.47786296499563,0.309066339177639,0.498464269721555,0.210179783933495,0.237475431246542,0.133968914876181,0.27485011613301,0.30071155072232,0.210179783933495,0.237475431246542,0.133968914876181,0.27485011613301,0.30071155072232,-0.00411387593531666,-0.000495520012253654,-0.00497214176895661,-0.000485725249101871,-3.09434831483019e-06,-0.000491084817576051,0.0189340047731516,-0.000794778030834224,0.0175574088490227,0.00135659536004945,7.43368340699286e-05,0.00148535053296973,0.0219720022469637,-0.00246815870781488,0.017697025982566
"40",40,"NUMEX_BILL_MELTON","4","339","5","8",8.5,7.9,2,5.6,4.3,0.0720929315938774,0.417188445987866,0.148640519490867,0.491120490428449,0.347236613685041,0.571018651362984,0.415832205611062,0.612325751889695,-0.0871582011508968,0.478702375259047,0.0896600892846977,0.427214741318214,0.177419108267905,0.446464070908515,0.374216471876651,0.576667743565529,0.0300681916734005,0.41006338055267,0.0921147605886973,0.394875119528915,0.102703607692229,0.351425118555061,0.0656125129235685,0.44972707953528,0.338586602659011,0.555992478737626,0.170660288754508,0.454651115184268,0.192329981473517,0.464899003727352,0.31904835652175,0.491808383777981,0.199612085299967,0.226030832150323,0.198472466483231,0.270028184271027,0.297255096116316,0.199612085299967,0.226030832150323,0.198472466483231,0.270028184271027,0.297255096116316,0.00421136245530071,-0.00193588083126814,0.00085831851279807,0.0109903646001897,-5.34615085930067e-07,0.0109894386197024,0.018086757845284,0.00220824753640969,0.0219115547573204,0.0017210245882192,9.13079633644906e-05,0.00187917461921103,0.0369536828243428,-0.00415436337739848,0.0297581144130291
"41",41,"AFX_149092","4","340","6","8",7.3,7.9,1.55,5.85,4.35,0.0567524925993114,0.398421297828173,0.14256657539242,0.481084057554646,0.353211499077209,0.55322946822184,0.398291900086668,0.598179271708683,-0.0529510161286924,0.342660268638377,0.171106919335822,0.437931103620037,0.199475999519044,0.439573446639444,0.375887433550335,0.567984943482624,0.0713388884490877,0.425283831899914,0.0922133655795827,0.395391169097127,0.0930293168223158,0.347561340678517,0.119182550842915,0.46019442436795,0.33858472835251,0.563636763058267,0.222657567956268,0.469939154588916,0.201456425406204,0.48323049887187,0.307675019216493,0.491136979877367,0.17143155561056,0.226030832150323,0.153816161524504,0.282083013925984,0.30071155072232,0.17143155561056,0.226030832150323,0.153816161524504,0.282083013925984,0.30071155072232,-0.00692517330535166,-0.00177300880273843,-0.0099961146205418,0.0185273343458284,-7.17764425623314e-06,0.0185149023013523,0.0285581126958454,-0.00548443674048083,0.0190587896519462,0.015664981658864,0.000829992338631646,0.0171025705529848,0.0394877671201845,-0.00444518604620984,0.031788479072698
"42",42,"NM1713PAR","4","341","6","7",6.45,6.25,0.8,4.3,2.4,0.0669234387370415,0.364188812121272,0.087874257710814,0.460818641181963,0.307697123975705,0.526291406903787,0.343208582932985,0.543339845163157,-0.0941953736475015,0.358034073706504,0.0610384867479286,0.433131567664995,0.160612318025912,0.405320186954174,0.296255037075722,0.502263791385107,0.0224075331273579,0.454997865699856,-0.010130360055459,0.427214102139602,0.103022454430642,0.365465202995505,0.0356833656451968,0.439970262816295,0.306725938343486,0.519024960843791,0.0911500877693547,0.462170027021409,0.11583993723271,0.415257874012141,0.202109724490322,0.460947538219268,0.151470347080563,0.17882186087842,0.0793889865932923,0.207343070065253,0.165909821088176,0.151470347080563,0.17882186087842,0.0793889865932923,0.207343070065253,0.165909821088176,-0.0188629634709637,-0.00475120675902145,-0.0270922949388922,-0.0166612475838925,-9.47983589524393e-07,-0.0166628895396271,0.00531289708137397,-0.00199582673309029,0.00185602379166354,-0.00575587101634231,-0.000307773162599601,-0.00628894976884148,-0.0117868971183514,0.00132125448004592,-0.0094984172391843
"43",43,"NUMEX_BILL_MELTON","3","342","6","6",7.55,6.9,0.85,5,3.25,0.0719353116179724,0.346715262378984,0.102211223953055,0.481233519048645,0.337959134474817,0.564156326202117,0.364813699393867,0.569751703150396,-0.111422468729275,0.367560993521369,0.0289424982265017,0.429573982203323,0.146847030202432,0.412315697538079,0.275564626758077,0.502298290382994,0.0123279574156558,0.449513422788048,0.0275934225199751,0.423161499073289,0.124375286987947,0.349622469488245,0.0534672649380546,0.445007624771031,0.322696926995728,0.548784466689286,0.104690914305426,0.455678499639701,0.128791594776578,0.432177160568193,0.252894752244607,0.502212537595509,0.177302499295853,0.197419334409775,0.0843507982553731,0.241096593099132,0.224669549390239,0.177302499295853,0.197419334409775,0.0843507982553731,0.241096593099132,0.224669549390239,-0.012734207832156,-0.00662127796017252,-0.0242025976200952,-0.0280912474022798,-1.42564783929861e-06,-0.0280937166967604,-0.0129439005707174,7.56974904933232e-05,-0.0128127886717504,-0.0126064258827002,-0.000677847772733264,-0.0137804926597411,-0.0131465844378838,0.00147150939176138,-0.010597855418676
"44",44,"SW_8888","3","343","6","5",7.6,7.65,1.05,4.75,3.8,0.0798526307885428,0.363598449360632,0.112205211795218,0.474815909269691,0.349734768421997,0.555227290017498,0.382250348619389,0.572409997209216,-0.0757558937728092,0.4277476330712,0.0985897047742016,0.428023184555021,0.176350824137306,0.424412044019887,0.318136777116477,0.529083540659375,0.0365352626279104,0.450680621748746,0.0432432827387331,0.415750827079803,0.0837182578727121,0.378402342442109,0.0227499911115488,0.440321751293585,0.302832573698656,0.528298606824142,0.150050133593963,0.464820046232435,0.160082132265516,0.450962138718828,0.25625887184514,0.497086624912137,0.178476688032912,0.218877957715186,0.104198044903696,0.229041763444175,0.262690550056279,0.178476688032912,0.218877957715186,0.104198044903696,0.229041763444175,0.262690550056279,-0.00488644285701796,-0.00404225707870623,-0.0118878374639967,0.000469364015296789,1.70246778829597e-06,0.000472312775991481,0.00399493986064285,-0.00156047925796906,0.00129211051349413,-0.0079742862916916,-0.000425825645144099,-0.00871183794102395,0.0111414104502455,-0.00125670473326341,0.00896473401163282
"45",45,"NM1705PAR","2","344","6","4",8.55,9.45,2.1,7.1,4.9,0.0726808593458114,0.404378223457967,0.105753518565372,0.496703465700006,0.346566439229504,0.596319875714223,0.39459686235955,0.600848462841927,-0.045148084704342,0.351779429228529,0.154041349886517,0.444277152181712,0.20258688911712,0.474508332413641,0.344565188666517,0.579271787878284,0.105295179335748,0.451440926398487,0.108993931408445,0.415714858974148,0.160124396277233,0.390653429860871,0.10229230941409,0.467338180458319,0.340018541588624,0.600802246289611,0.21634790628568,0.487146564375831,0.186460804201537,0.493986222304971,0.286525061325889,0.532221246707638,0.200786274037026,0.270378653648171,0.208396089807392,0.342357162200767,0.33873255138836,0.200786274037026,0.270378653648171,0.208396089807392,0.342357162200767,0.33873255138836,0.00366680851284609,0.000163120913157916,0.00394934222097799,0.0141957615479877,3.05065046607062e-07,0.0141962899361457,0.0394020933103201,0.00151506435429748,0.0420262617372325,0.0306524431315156,0.00164088874381144,0.0334945457929451,0.025123304256177,-0.00282577140479156,0.0202289246338907
"46",46,"DONA_ANA","2","345","6","3",9.8,10.7,2.5,7.3,5.65,0.0851589087475057,0.403792342224439,0.161907157182719,0.504729288397108,0.381515269950817,0.609655971843506,0.404058668233995,0.604671118139753,-0.0256602459971934,0.301102469229027,0.174554360484786,0.460549033555538,0.213593447476275,0.484704020259576,0.370184177505642,0.592116887715801,0.132699797373209,0.454267239088889,0.17434862955397,0.419987686692283,0.206137760052782,0.390253613827551,0.134715114239647,0.4786133195255,0.374128808384589,0.626212876217568,0.231468492367277,0.494883096187399,0.180789864662722,0.485491160657064,0.285689231293566,0.53942437671586,0.230140992463492,0.306143025823855,0.248090583104039,0.352001025924732,0.390579370478415,0.230140992463492,0.306143025823855,0.248090583104039,0.352001025924732,0.390579370478415,0.0100056020961261,-0.00180607932664688,0.00687738095354392,0.000710449772621358,2.84853195662436e-06,0.000715383574675654,0.0525263172512453,0.00302512232585962,0.0577659827958483,0.0203483215695518,0.00108422523738184,0.0222262547593392,0.00963014118372143,-0.00108415060950586,0.00775233725320632
"47",47,"AFX_149092","1","346","6","2",9.8,10.15,1.95,7.55,5.85,0.0864188957714137,0.412843787502408,0.170849735237014,0.493960818113067,0.396201545041593,0.595497643615339,0.42914616744941,0.607493343016219,0.023779460719737,0.318824568285339,0.209892266673318,0.452823056933617,0.243441590325613,0.470532102095947,0.360759644022053,0.574363593882908,0.138616323436061,0.441398955209263,0.154464187571753,0.393094358977213,0.179089155788467,0.371502266296046,0.141484399563521,0.43806177418045,0.396209786383828,0.61266068317862,0.264097519025453,0.488414653417782,0.176603535796717,0.478856495120856,0.305209475733338,0.554297964465412,0.230140992463492,0.290406702066554,0.19351065482115,0.364055855579689,0.40440518890243,0.230140992463492,0.290406702066554,0.19351065482115,0.364055855579689,0.40440518890243,0.00552242679121087,0.00125250982948064,0.00769183744337068,0.0413646939449798,-4.83227928060437e-06,0.041356324191786,0.0979727001934049,-0.000429272101363648,0.0972291791068203,0.104268392784954,0.00556716940064067,0.113911012999069,0.0587639782316885,-0.00660555374271372,0.0473228235871782
"48",48,"DONA_ANA","1","347","6","1",11.8,11.25,1.65,7,6.05,0.101539472963349,0.421237430202491,0.206259635704517,0.525149546998286,0.424616839843328,0.62217404012861,0.438686758284463,0.623577819811811,0.0263513890358005,0.246806578857474,0.207350011776886,0.467487728692548,0.272087435416279,0.481900266279351,0.388712608377314,0.594337352835328,0.0821058959710112,0.439100678822212,0.0977213868482007,0.403638501898087,0.122572959090206,0.365083551986615,0.0706594923674056,0.449921791566434,0.380106787250206,0.597834099637672,0.20770490241742,0.479657728815908,0.185230332768679,0.478989562684132,0.315988115383255,0.53874883286648,0.277108541945837,0.321879349581156,0.163739784848665,0.337535230338784,0.418231007326445,0.277108541945837,0.321879349581156,0.163739784848665,0.337535230338784,0.418231007326445,0.0142582197389671,0.00181145747440835,0.017395756106682,0.0158702100725907,3.34341937189515e-06,0.0158760010447886,0.0133049551291761,0.000941014079850841,0.014934839318993,0.0295041334065566,0.00157992575162618,0.0322406450686013,0.00750674232898656,-0.000836650868940681,0.00605762052211715
"49",49,"NM170506PAR","1","348","7","1",11.7,10.85,1.4,6.9,5.8,0.0986459123019887,0.382371872432963,0.196002527381952,0.48852498264263,0.410620005368751,0.622427696829191,0.435620878239231,0.621759172804924,0.0125628312922682,0.244800342457846,0.197571733132525,0.453768713197015,0.258218380284279,0.478365522569253,0.351042974127407,0.569565917715723,0.0841287504114372,0.444734613264408,0.0806260682252151,0.400583199080682,0.115045355571261,0.389777206088491,0.0684513921416978,0.455516121724685,0.376233528464459,0.583496833730795,0.163104324350322,0.454522272691051,0.130030904724135,0.436837096538738,0.30588763693367,0.534564420985082,0.27476016447172,0.310434750484937,0.138930726538262,0.332713298476802,0.400948734296426,0.27476016447172,0.310434750484937,0.138930726538262,0.332713298476802,0.400948734296426,0.0139031902913465,0.00255502783562942,0.0183286282980707,0.00886400793715669,9.74579184155476e-07,0.00886569595781227,0.0110505719264818,-0.00108315460381595,0.00917449312841869,0.0271392244169764,0.00145399716316716,0.0296576213666378,-0.0169218207807157,0.00191199735491833,-0.0136101442325315
"50",50,"NUMEX_BILL_MELTON","1","349","7","2",9.9,9.65,1.25,6.5,4.6,0.077745143858108,0.379101678471346,0.143343295337722,0.468257901451179,0.369025520698664,0.591403500342346,0.422636312188751,0.609200802092055,-0.0532143400518219,0.381748717717311,0.0895691551649171,0.426670796119726,0.195366523664505,0.447142147665821,0.301397571835433,0.55445274142076,0.0383541138755867,0.449761704513597,0.0829098333813212,0.411259229579917,0.129716627976586,0.389791034641375,0.0862412428554626,0.448846290762775,0.345245829944192,0.583191678148885,0.135061369124815,0.443267418532903,0.0723272725290975,0.40389491860792,0.246894196405638,0.500036543955909,0.232489369937609,0.27610095319628,0.124045291552019,0.313425571028871,0.317993823752338,0.232489369937609,0.27610095319628,0.124045291552019,0.313425571028871,0.317993823752338,-0.00384798720409102,0.000313134368059861,-0.00330562257138544,0.00403756924103652,3.51674820933776e-06,0.0040436604275859,0.0236932400949079,0.00448259597436344,0.0314573240383809,0.0617901563020669,0.00329825428954943,0.0675029002828844,-0.0105453758677914,0.00118601358981097,-0.00849114008074845
"51",51,"SW_8421S","2","350","7","3",9.2,9.9,2,7.4,5.35,0.062611786164005,0.392645372440758,0.129886582580764,0.456287814271008,0.362870566712403,0.595952303731376,0.403125184834251,0.601099649141227,-0.0344351048924248,0.320661327308349,0.164342265138021,0.433852184336474,0.194114636888458,0.455872788139646,0.325824282822731,0.571305397099939,0.0951637432690351,0.447788643538903,0.124496857082466,0.396983280327883,0.1715171220182,0.391198405477323,0.112533606539533,0.468976961773156,0.366648508569927,0.619134957190478,0.211558328549895,0.475928058125223,0.120935145388804,0.465547183311977,0.278723327391096,0.531036877977229,0.216050727618788,0.283253827631417,0.198472466483231,0.356822957786715,0.369840642842393,0.216050727618788,0.283253827631417,0.198472466483231,0.356822957786715,0.369840642842393,0.00707053182867451,0.00142351119903797,0.00953612553977719,0.000386363396302368,-1.79722089687434e-06,0.00038325051841016,0.0216871804318808,0.00344442144935495,0.0276530933587732,0.0253482261233799,0.00135646991313398,0.0276977009215996,-0.00869440538373347,0.000976765727823638,-0.00700259752344396
"52",52,"NM1713PAR","2","351","7","4",6.65,5.95,0.55,3.6,2.55,0.0492735812248685,0.385249752659018,0.0551461339052524,0.452583141099577,0.311221986995133,0.526165079060009,0.336604209277643,0.52242532929531,-0.085962091618679,0.410581033099129,0.0666901267847293,0.431390438740989,0.140849825380736,0.384182809577358,0.215033743279234,0.477752162119735,0.0241980853737044,0.456839461823746,0.00121616371048483,0.425318148639712,0.0762119388028356,0.422905032596265,0.0022440594080312,0.449426743546015,0.246110361701371,0.483027848820688,0.0772679703265327,0.458696479743285,0.0806074943690142,0.433790501529086,0.168649251646951,0.445423094610979,0.156167102028798,0.170238411556256,0.0545799282828885,0.173589547031375,0.176279184906187,0.156167102028798,0.170238411556256,0.0545799282828885,0.173589547031375,0.176279184906187,-0.0212772550180567,-0.00174624427876978,-0.0243018388180953,-0.0277573604381491,-1.09379094719382e-05,-0.0277763054530003,-0.0130043188283213,-0.00113356915225343,-0.0149677181853372,-0.0410539679010954,-0.00219568582715136,-0.0448570072945616,-0.026178850970603,0.00293918731365968,-0.0210880292326289
"53",53,"SW_9720","3","352","7","5",9.15,8.5,1.55,5.7,4.55,0.045067181953268,0.38620339412736,0.0899139972119951,0.4473758613551,0.34838396601253,0.580332296283839,0.386442937043641,0.576891447937199,-0.0729765434571156,0.427708179023036,0.118249503129306,0.429404180647051,0.178211782613261,0.441878931685244,0.284945940262973,0.512165183399558,0.0404688876657991,0.449047710470594,0.0526453547291393,0.410072794710884,0.0933414769053189,0.386240061859713,0.0282371177464522,0.44874642310951,0.324245433881061,0.539070452032425,0.163489394073112,0.459948374919336,0.144765216335264,0.473848664395939,0.251787698349863,0.490514119692113,0.21487653888173,0.243197730794651,0.153816161524504,0.27485011613301,0.314537369146335,0.21487653888173,0.243197730794651,0.153816161524504,0.27485011613301,0.314537369146335,-0.00335628719984351,0.00403521334156514,0.00363290729658506,-0.0045962658637724,-2.41106964873481e-06,-0.00460044195888634,-0.00613707405084541,-0.00014652458317625,-0.0063908620723555,-0.0116124817660942,-0.000616502525196305,-0.0126802954580625,-0.0017382605307286,0.000191635703892061,-0.00140633775649379
"54",54,"AMERISTAND_803T","3","353","7","6",8.25,7.85,1.3,5.65,4.4,0.0533196435856559,0.349484299984594,0.09943960021021,0.447214131504789,0.339445306204915,0.585400625432938,0.384952636362327,0.576380318425033,-0.0839649069469479,0.335707934182201,0.104375135330529,0.429604654870078,0.177766131946576,0.438291211418902,0.288075413589758,0.500858154966821,0.0281550357058913,0.442450213522408,0.0327036354866684,0.410015108640306,0.129526250271611,0.359935758248725,0.0711897570608883,0.453866553039701,0.339409566160011,0.578258192707022,0.160111700531977,0.451396573240008,0.158658113998901,0.461847952827347,0.258696884216395,0.497300817955147,0.193741141614674,0.224600257263295,0.1290071032141,0.272439150202019,0.304168005328324,0.193741141614674,0.224600257263295,0.1290071032141,0.272439150202019,0.304168005328324,-0.0154382282440375,-6.11634327311572e-05,-0.0155441664166302,-0.0263280193239191,-3.51437150401771e-07,-0.0263286280309166,-0.0216465036471875,0.00333020526217233,-0.0158784189586777,-0.00989752300246145,-0.000531406064403735,-0.0108179453014368,-0.0156730301149717,0.00175806724883555,-0.0126279683301723
