"Germplasm","Rep","Plot","Row","Range","yld2","yld3","yld4","yld5","yld6","yld7","GNDVI_73","GNDVI_88","GNDVI_95","GNDVI_101","GNDVI_107","GNDVI_117","GNDVI_131","GNDVI_138","GNDVI_145","GNDVI_152","GNDVI_160","GNDVI_161","GNDVI_165","GNDVI_173","GNDVI_179","GNDVI_187","GNDVI_192","GNDVI_201","GNDVI_206","GNDVI_215","GNDVI_223","GNDVI_228","GNDVI_237","GNDVI_242","GNDVI_257","GNDVI_263","GNDVI_270","GNDVI_278","GNDVI_283","GNDVI_293","GNDVI_299","GNDVI_307"
"NUMEX_BILL_MELTON",3,110,2,6,4.65,3.74883212344444,2.7,3.4,3.8,2.65,0.0375392416918383,0.0159070569076076,0.163234220534168,0.134725211205781,0.228600475465268,0.197813433355525,0.0230795893548987,0.0113383741374066,0.222640116485242,0.248563201135743,-0.0342756765546925,0.00649321561112393,0.000893652955520684,0.157779709048852,0.184490657106122,0.0665295000049459,0.0382442175040371,0.129982099986906,0.167249448841402,0.0129120257133101,0.111431745776477,0.13643236053771,0.322405492323325,0.258517898905977,0.0376271206338065,0.151480635089283,0.16425214330398,0.325379139106831,0.0195954037432364,0.18817884387082,0.130856554716449,0.278934432589318
"NUMEX_BILL_MELTON",3,111,2,5,4.8,4.13858877077778,3.05,3.9,4.15,2.55,0.0600867698455627,0.046659276118155,0.18852104258125,0.163265945615537,0.232613133502225,0.252887403492544,0.0331469910346844,0.016265254117161,0.208122799617617,0.236920406021387,-0.0319296515286747,0.00588949311408346,0.0105170632437148,0.151118828788216,0.180236708460387,0.0572656329393477,0.0368232847770825,0.129624281720242,0.154032390808271,0.00190972638033566,0.127361618743233,0.140576900453506,0.312046734448526,0.282542876514405,0.0564913973279416,0.172530440791574,0.215324938636415,0.328298675684984,0.0187275646808889,0.187031920619999,0.122242192359366,0.264798951779569
"NUMEX_BILL_MELTON",2,112,2,4,5.1,4.19483519411111,3.2,4.15,4.35,3.05,0.0785830568467992,0.0805874984690549,0.198476348468191,0.189420904734498,0.279917247424108,0.21562430375761,0.0412128170867021,0.0348125431322697,0.237664396871219,0.26383366626605,-0.0291885351457576,0.0102211150255825,0.0171933277545592,0.169415839322163,0.20131442743806,0.0581561805967187,0.0544450439681682,0.140549246732989,0.171005262331074,-0.00141981793559694,0.137337346581973,0.153373899208064,0.299072366927692,0.297094025505876,0.0533581806313357,0.168876275786752,0.212467094013191,0.326859589960446,0.0154178556573739,0.19317104801658,0.126587405318192,0.277965203517286
"NUMEX_BILL_MELTON",2,113,2,3,4.9,4.06166780622222,3.4,4.35,4.8,3.15,0.0464625211915106,0.0405527669968767,0.118251251576796,0.145796563950576,0.223388951937795,0.216798371559832,0.0542187805035084,0.0404241520037214,0.235021549782076,0.275698343106227,-0.0303701434562589,0.0155430702489522,0.0319394287835853,0.170680401296938,0.211732010098161,0.0744166179191704,0.0670944682713669,0.143594233115383,0.195913089320467,0.00624045743088225,0.150072247317879,0.1647341525034,0.287987615747885,0.305849192499253,0.0625120931464584,0.190492071379549,0.241595627785682,0.357321794835547,0.0154410587406971,0.210406559315085,0.154264725075752,0.307897965005969
"NUMEX_BILL_MELTON",1,114,2,2,5.15,4.67561825644444,3.1,4.3,4.45,3.35,0.0556027889145516,0.0854153430663441,0.149410899249739,0.188174013433288,0.242917912520923,0.195023677853638,0.0653242261012638,0.0679635062996996,0.280303678401122,0.312295743764241,-0.0491167224777937,0.0193273328510956,0.027234128806175,0.17479245142708,0.243545998012028,0.0694763417475469,0.0565067127549306,0.131140599527284,0.17753493601545,-0.02786736952701,0.119430952558546,0.142169313853865,0.331339977089344,0.301168477904242,0.0409046941686154,0.181913392890303,0.262346667579497,0.353442230592325,0.0150063854463944,0.197985067433804,0.151423104073037,0.304304237272273
"NUMEX_BILL_MELTON",1,115,2,1,5.9,5.17482203888889,3.5,4.55,4.7,3.4,0.0776829620460264,0.125297245967972,0.178546084671319,0.23032254465654,0.262033518449779,0.220244058761948,0.0737605349875261,0.110525984587287,0.323288628795224,0.358483209810986,-0.0484711186015642,0.0189309839032062,0.0567361666425761,0.197177790792655,0.277140687377617,0.0603269934673462,0.0787465186666871,0.16929484409431,0.198895817005777,-0.0076914100175909,0.119339306905177,0.157860539443468,0.342101783312081,0.310835408724618,0.0464761503432908,0.194139330109824,-0.0171549218328541,0.344971042515623,0.01142146733452,0.206835748284961,0.181650267585634,0.318762172384123
"AFX_779",1,116,3,1,5.7,5.54752962488889,3.75,4.3,4.75,3.25,0.0728185933185495,0.116156856284946,0.161317603289168,0.213478990493902,0.253432232161607,0.250929160525068,0.084947018571412,0.118825136795765,0.344020551704917,0.343924901734333,-0.0610748538176327,0.527156262473612,0.0966243883298619,0.183447269529973,0.299387712823053,0.0622591468309771,0.0861381151299609,0.166447969385149,0.216500415960712,0.0060553838527729,0.14153565702785,0.186355733640425,0.320421927575366,0.267665360125737,0.0477693016592049,0.203018918286331,-0.0325491344500295,0.345109478301086,0.0255892938786019,0.189716062197628,0.178987213749893,0.310743741772774
"NM1703PAR",1,117,3,2,5.15,5.08179119244444,3.65,4.55,4.6,3.3,0.0796172172963151,0.102535549323236,0.151720685627124,0.202491700269317,0.249815688391333,0.249301057578917,0.0865765239799134,0.0859286602973367,0.310635490258587,0.314676082310207,-0.0546533866942695,0.526542261745441,0.103915634865319,0.169445652405343,0.267409617314084,0.0813765329196205,0.102646331770519,0.154986048065464,0.220609591109542,-0.00705774260705078,0.169241021401875,0.179402645524853,0.321928824519147,0.283433667840868,0.0447458807994859,0.190768754176945,0.256801546703713,0.37460891568142,0.0182100309197336,0.214376251229125,0.168543681535585,0.314019296818826
"SW_1011",2,118,3,3,5.35,4.85496419822222,3.55,4.15,4.1,3.35,0.0774334189710382,0.0845805382242562,0.148000187585034,0.189120808320596,0.246661567564374,0.247713726169598,0.0888220007423667,0.067855078225065,0.279986085640325,0.28360066110293,-0.0194875658021699,0.526148486896558,0.0844493745731758,0.149406831076382,0.232234386028152,0.0718551102397736,0.0814951542687867,0.129834601611506,0.181403317733542,0.00141131091544515,0.148601234630096,0.139350971204125,0.286815405144167,0.247534331993286,0.0305916054168194,0.161042589715243,0.251296322545225,0.319313745600229,0.0444797919318768,0.190145037351398,0.138500756138759,0.288376764089809
"NM1715PAR",2,119,3,4,3.05,2.05091838211111,1.25,1.95,2.15,0.75,0.00148134972925077,0.0103080653839313,0.128055379621515,0.114406362079676,0.196791389424793,0.201392614061322,0.0627834725264713,0.00256616399110106,0.189816521618765,0.171261735127744,-0.0349910350060161,0.527151504317774,0.00777355127180989,0.047788822613524,0.0843917215127003,0.041527544161652,0.0226218097278832,0.0456412534394238,0.0709518109738142,-0.00680122972249661,0.0657539851722196,0.0730168142245232,0.187521327540374,0.137250763194453,-0.0204106989255846,0.0878445934898674,0.191835258944541,0.242342234927365,0.0540296462722538,0.0868507374898252,0.0316089767561448,0.161138447910821
"NM1703PAR",3,120,3,5,5.15,4.71085543277778,3.9,4.75,4.85,3.35,0.0844169402914695,0.0735338429126565,0.20491289686837,0.177906758390117,0.236399055598204,0.239591841772877,0.0733836818984634,0.0544306230620806,0.236417413198386,0.237791144382694,-0.0411812645725326,0.531040043314648,0.066825682770655,0.135185136330414,0.212409875747847,0.0554955079570263,0.0628599263671138,0.125998555137851,0.200841936892044,0.00951753698389709,0.163613270871006,0.164394753424492,0.329157642437509,0.288274611194907,0.0470040895196822,0.187021137817457,0.21134316093658,0.34545255438357,0.0257179854993477,0.20491795214337,0.144672204266983,0.303557347052222
"SW_9720",3,121,3,6,4.45,4.12806382144444,2.7,3.5,3.85,2.75,0.0276987522003569,-0.0102473932111914,0.130708799453525,0.107684088725428,0.197681953569724,0.202898058768277,0.0435422788399117,0.00405219978895504,0.20116877216143,0.219305571323925,-0.0295702890287776,0.537530932372039,0.0337733784889358,0.113895934711293,0.153600866082003,0.0554153368357262,0.0316770994229423,0.0977939971901302,0.149666643465596,0.0173064670559043,0.0989814657226941,0.110523509658886,0.257743215291336,0.207763880897925,0.0144985184875164,0.121862293864762,0.146207622084566,0.304150921389924,0.0277064643208324,0.157580323199166,0.0994166746332169,0.239887724721561
"NUMEX_BILL_MELTON",4,122,3,7,5.45,4.95441304322222,3.55,4.2,4.5,3.2,0.049611683616795,0.0503663365539115,0.165390612822473,0.164821436889481,0.255267366113023,0.250787787334962,0.0800374408428901,0.0560473818247816,0.268749122290426,0.287004431879869,-0.0332300510699343,0.54040427364098,0.0473830765725018,0.156275002463463,0.24827847963638,0.0327715658526797,0.0115558869504801,0.157705943606553,0.231346251629316,0.0107029006053313,0.173035083367556,0.155212584003241,0.336821880255476,0.298180349897251,0.0754755226299687,0.182313416989553,0.226964613915943,0.350760216279207,0.0322364703152441,0.184866484640422,0.134638138996953,0.293514470717166
"AMERISTAND_803T",4,123,3,8,5.3,5.13060314722222,3.95,4.9,4.9,3.65,0.050912434278645,0.0443898545362151,0.143554354470551,0.155648231640209,0.249444812689922,0.248203646625163,0.0673253587332261,0.0580397244711433,0.27146326687988,0.28664641175131,-0.0236255841209184,0.537719521056128,0.0747796119709509,0.169815708809084,0.261205370008854,0.0251613672633402,0.0193524985234133,0.179371105830856,0.230816537055991,0.0156982579896613,0.195946935773538,0.17187956807248,0.354705027336442,0.31653585479317,0.0964251374003284,0.19311731779177,0.173159890261379,0.356139004847129,0.0240339170426571,0.213949431400202,0.155116444123034,0.290938872348977
"NM1702PAR",4,124,4,8,4.8,4.33783351922222,3.5,4.15,4.6,2.8,0.033714210892011,0.0364117325777771,0.152292578319205,0.161111036206446,0.238637688391524,0.314644555334754,0.0750660289706177,0.0343275512347783,0.228904409241952,0.236176911848131,-0.0329791634639741,0.532545866109725,0.0797549067130968,0.096924280727924,0.212992099201242,0.0639578723683748,0.012031521691172,0.137169624217187,0.207651195671417,0.0314671546304217,0.16249963719167,0.131379289068202,0.325616450884706,0.266007889809197,0.0781968436608063,0.176438003781989,0.236994050684784,0.321383184763944,0.0579879596384082,0.168324415717633,0.118665358907017,0.245092022807476
"AFX_779",4,125,4,7,5.3,4.88853977922222,3.45,4.15,4.25,2.9,0.0578639166939516,0.0707918829816245,0.188613434471055,0.191662403368519,0.265105089282747,0.298599284493676,0.0958942652501299,0.0702266787189752,0.272458225171057,0.285565826942329,-0.0342364048490731,0.527811105909024,0.0871963203701845,0.134524739361707,0.239553376526285,0.0640176047499387,0.0365520573972971,0.152220313255084,0.231652028712207,0.0220740087184025,0.174751242822115,0.143030117722304,0.34554543951648,0.255727148489888,0.0617541021537499,0.185890306409737,0.198231552930062,0.324791885294739,0.0623613364572698,0.167265500169003,0.13842075207661,0.278779527476947
"AFX_149092",3,126,4,6,6,5.79354103544444,4,4.15,4.65,3.9,0.0973264935548151,0.081172310692624,0.213752009363958,0.220211933892419,0.2838852673378,0.286480190773999,0.109019571933929,0.0960256063873651,0.313594831665446,0.326996786535733,-0.0202409703218825,0.526296764661018,0.131182609966527,0.167673039964821,0.261471055903437,0.0797928191402978,0.101825209511533,0.16132310945997,0.261835741878764,0.0237157750212895,0.184410971182777,0.142207231287539,0.326909020214477,0.268277595797164,0.0511225181731497,0.209628308190546,0.18154736270527,0.348576445013944,0.0465030677717677,0.230857235551982,0.177033642187234,0.32494285319447
"NUMEX_BILL_MELTON",3,127,4,5,4.25,3.59956699677778,2.35,3.35,3.65,2.1,0.0414975899339939,0.0490175431336508,0.17978581464219,0.165111626887874,0.204661409615154,0.280523980444243,0.0619854624922555,0.0186491995848792,0.198420878117297,0.215964362291648,-0.0666626569434106,0.526586308071084,0.0250765606368235,0.0619202206763834,0.160353384766673,0.0458724275191189,0.0150380906547743,0.0526487770027726,0.14194171483721,-0.0259522176169925,0.101455215162563,0.105640959591953,0.305641941280723,0.214311170819946,-0.00299724126399937,0.117923379574314,0.229059236382724,0.276707837642221,0.0201019202293914,0.0975856151158743,0.0747583766124972,0.223767588937163
"NUMEX_BILL_MELTON",2,128,4,4,5,4.44042595411111,3.35,4.5,4.95,3.3,0.069698403966122,0.0902589631137097,0.203062952723984,0.185259036999273,0.260959532203736,0.215606677604147,0.0877647004542483,0.0381126914187304,0.255034861494209,0.247447430065209,-0.0460271788685247,0.527499597500666,0.05540675845284,0.0904444966417652,0.194901070804315,0.0309642187856617,0.0376481129083228,0.109121559126268,0.196966876496498,0.00235413330086048,0.139459089519705,0.131818931527905,0.248107751988237,0.284097067873528,0.0474058114074457,0.195304522198707,0.227497154354503,0.344608939567242,0.0631855949141283,0.178011498381056,0.140938589354655,0.289515529323647
"AFX_149092",2,129,4,3,5.75,5.36625263422222,3.8,4.35,4.8,4.05,0.113695675210699,0.126941563144582,0.192357170932703,0.238752765169407,0.275397968833081,0.293280795794489,0.109063569869047,0.095246306026146,0.31804302654278,0.31864532901105,-0.0146274957406057,0.527187091610125,0.143309042671038,0.156519219517879,0.270829945432018,0.0842439900937009,0.1134060589239,0.155479206252054,0.241870916749372,0.0182517459456374,0.189368833939179,0.144188687516413,0.331262044507521,0.278195588242824,0.0547752397561517,0.214747690630854,0.158683140192636,0.344917968664771,0.0788210323811514,0.235765569302357,0.181174993195491,0.317367450950731
"TMA_990",1,130,4,2,6.15,6.24290404044444,4.75,5.55,5.55,4.8,0.0959420835682875,0.112891785237296,0.164498734932316,0.235957413909978,0.267681122853174,0.267764291799443,0.0826674380271045,0.0891623134782906,0.32939186330204,0.312368899491331,-0.0545447877333429,0.526399849702444,0.148036362121939,0.154316406587374,0.272164705386079,0.0931098564521572,0.125197977631562,0.182472950855388,0.25880510425788,0.0052113087371356,0.205044018926688,0.200949725289764,0.314946363612897,0.312109638077066,0.072860918391968,0.227266739204008,0.240418347838496,0.357112075223897,0.0354883497760681,0.237862467366011,0.193673564022031,0.313815871540763
"NM1704PAR",1,131,4,1,5.85,5.52151510888889,3.95,4.1,4.75,3.15,0.090261856037146,0.136008709545948,0.185364112574972,0.254913281213156,0.277645639938401,0.24359999554504,0.0660002297432421,0.117234699647263,0.337254764413925,0.350635755673351,-0.0772813177081344,0.528688139635512,0.122748010789715,0.143103571156165,0.295726311183259,0.0741864866664556,0.0903000857241975,0.15898564557889,0.241683397721983,-0.0135433385423762,0.156872068870795,0.169095946476012,0.3108442880783,0.278650975814311,0.0344325549149517,0.200398894352106,0.14268587010551,0.323967306569788,0.0315046325262959,0.171665957204986,0.164178793574333,0.289119150905106
"NUMEX_BILL_MELTON",1,132,5,1,6.2,5.91450519888889,4.05,4.2,4.5,3.2,0.0638874649976915,0.11040305650738,0.169024632614284,0.232174137143541,0.237326228635073,0.338662841426809,0.0733263752082924,0.101600749366836,0.328215075280669,0.321409888399715,-0.0683141208754075,0.40894864949038,0.117513336342208,0.119055093341348,0.286122594830045,0.0779853442446913,0.0791647773694761,0.169045025488743,0.221163711916675,-0.0132989167305305,0.170601085256919,0.137848939127167,0.301980429059825,0.257377995594052,0.0271356152248639,0.176217906727399,0.164839901702764,0.327440631725153,0.0309061728810279,0.155991988788025,0.157473888861087,0.255826547752231
"NUMEX_BILL_MELTON",1,133,5,2,5.5,4.88959711044444,3.2,4.1,4.35,3.2,0.0560829255787768,0.0836661319185656,0.147493868543446,0.209904649484142,0.241781439597993,0.287772094641047,0.114068663568796,0.0607396302053297,0.2846124177952,0.258765573858647,-0.0697493309023613,0.414947112542966,0.102510137238754,0.0966983190628501,0.230075330150621,0.0825139477780605,0.0587081229455567,0.127023176052609,0.192999412963269,-0.0450004735559773,0.140705741060686,0.123793800484162,0.273821116629818,0.256857981162743,0.020960018801477,0.156873143263483,0.240070533494009,0.337909943528486,0.0278307109635288,0.154347848970701,0.131982184667771,0.253103198949543
"NUMEX_BILL_MELTON",2,134,5,3,4.55,4.35346583822222,3.2,3.95,4.2,2.9,0.0438574856271578,0.0557772497710151,0.138771755623383,0.174274015483684,0.218385242695152,0.242806242283156,0.109860105950794,0.0215951634787002,0.243484787140925,0.222083449039523,-0.0500950148350985,0.417692263108296,0.0878845629005156,0.0728643090326259,0.198043782135319,0.0760760264655739,0.0520141769236245,0.122953600719753,0.185907693609106,-0.0120104335571036,0.145235463247174,0.106976067951283,0.291424839582023,0.275090548262733,0.0423927788564909,0.171723390579154,0.179686906745154,0.334396805636852,0.0638117410923656,0.166174663788301,0.126949736966934,0.250136607565692
"NUMEX_BILL_MELTON",2,135,5,4,4.6,4.65365367411111,3.2,4.2,4.55,3.1,0.0509944556279487,0.0553837807312799,0.166698742071722,0.145039961419528,0.212430359574991,0.243523391334282,0.0882717946160327,0.013779435799799,0.244532319937665,0.224309587346578,-0.0537280804389039,0.42102825369301,0.0808485567451097,0.0731270830140802,0.191360809849604,0.0426837573888554,0.0313724384190403,0.113366424432219,0.18722844046384,-0.00161721539659529,0.151088920907797,0.102444871369976,0.305279667076348,0.297601178777137,0.0579054571365965,0.194610124323995,0.174103749505385,0.343930157050428,0.0816293885339455,0.173217344617559,0.127730501374491,0.242244787373141
"NUMEX_BILL_MELTON",3,136,5,5,4.45,3.63197491077778,2.6,3.4,3.9,2.6,0.0392371290723133,0.046346214705439,0.162398608644041,0.15250252710589,0.191474243804656,0.221209031068651,0.0481601611961347,-0.00788702365574619,0.210777274676185,0.205270816186823,-0.0780056509275573,0.425432717247479,0.0334440085628457,0.0380263148999875,0.137380680221902,0.0468652866033569,0.00101807908236431,0.0529038468166732,0.113455775138811,-0.0468895499591527,0.102037387367846,0.0527571879467736,0.222684708886665,0.203780667929116,-0.00142698185828869,0.118720198316916,0.189234552412142,0.283321879992582,0.0321453874511644,0.121621519396394,0.0845328579068363,0.205481005963289
"NUMEX_BILL_MELTON",3,137,5,6,4.35,4.02193575944444,2.8,3.2,3.6,2.35,0.0171536972387193,0.0153499272942612,0.139571879344221,0.146242932543309,0.207878671207877,0.222129193070162,0.0677465650865428,-0.0179774788385981,0.198743668315547,0.215404443611671,-0.0638994000675052,0.42719349205473,0.0624398648714562,0.0611629368051694,0.158607555116402,0.0668789595657043,0.0321520189476283,0.089600576828035,0.16973612550314,-0.026121117647003,0.112055684086746,0.0621453299954409,0.248100236832381,0.215082339365267,0.0146762907678242,0.129370511051315,0.188297079915013,0.307219273236233,0.0433947116999586,0.12842655419804,0.0936753106111901,0.214367718213556
"NUMEX_BILL_MELTON",4,138,5,7,4.8,4.24299389322222,2.95,3.7,3.95,2.75,0.0217776526321023,0.0315104524776684,0.153596427504562,0.159655679834542,0.219947571768633,0.231318944295334,0.073655220351946,-0.000296015649871969,0.207577510811263,0.219274560698146,-0.0652692192319542,0.430903314950487,0.0564885123352033,0.0589944485452617,0.159038993910128,0.0626851988741454,0.0156536830144115,0.100922496438062,0.162235100933744,-0.00704982668839425,0.124356921035784,0.0799931496176343,0.262008164909554,0.228972013141542,0.0546981714442396,0.147266009233937,0.199376037578092,0.310970041031363,0.0633006923277651,0.145356306284698,0.114012398653521,0.228185933018815
"NUMEX_BILL_MELTON",4,139,5,8,4.9,4.68673120922222,3.4,4.15,4.15,3.05,0.0376332987476644,0.0419673315779846,0.15914274118927,0.170330674481953,0.238853059089421,0.254009488594468,0.0790122649446971,0.032740045514235,0.22712564147511,0.22301100205453,-0.0560089344032202,0.436929339742974,0.0696755456379136,0.0791865751524273,0.185672738344061,0.0685671637327948,0.00498237159745508,0.11890002306892,0.179920686291677,0.0140007738577026,0.142308657697587,0.0946227471308054,0.283896522782953,0.258924970561499,0.0605155332206577,0.157621649634487,0.214925927634931,0.308759776467236,0.0603637832822135,0.145349846344653,0.110638370640881,0.203115587508247
"NM1713PAR",4,140,6,8,3.9,3.41181900322222,2.4,2.35,2.85,1.4,-0.00758585218378305,0.0232113917613329,0.122118386494791,0.128456435595167,0.178323429575829,0.291624683659166,0.0560733859728324,0.0118939604439419,0.220561997254659,0.231358619329796,-0.0458684576565356,0.439005571187564,0.0667854085794102,0.0661867586611027,0.161352901063869,0.0674087616335304,0.0151858503003258,0.110388217604268,0.153841378876672,0.015009502337074,0.12328658877575,0.0731064096550943,0.351483118069652,0.223543592531278,0.0540936330543159,0.154848307992153,0.247301992892512,0.284667164964529,0.0822518499297985,0.101303181851775,0.0613005992051674,0.145421327140373
"AFX_149092",4,141,6,7,5.05,4.82028630722222,3.55,4.1,4.55,3.3,0.0499756612616605,0.0420592021976927,0.142188457999208,0.159885286017559,0.201990317058285,0.362773166866919,0.0670340644290434,0.0460138999017932,0.272651842276162,0.272663865945481,-0.0458654290941068,0.438955458878395,0.0994741415253168,0.113880007419832,0.218185449059024,0.0629292220937799,0.0637342839086679,0.138038794752691,0.218762885481781,0.016658087355926,0.1705537023554,0.0926506293270919,0.357157237606253,0.296289129133544,0.0868382471577595,0.198050251711627,0.173734811328596,0.3391141318003,0.0726169201877606,0.207361821150609,0.143407881596548,0.239631587907048
