"","X","Germplasm","Rep","Plot","Row","Range","yld1","yld2","yld3","yld4","yld5","GNDVI_62","NDRE_62","NDVI_62","GNDVI_76","NDRE_76","NDVI_76","GNDVI_90","NDRE_90","NDVI_90","GNDVI_96","NDRE_96","NDVI_96","GNDVI_104","NDRE_104","NDVI_104","GNDVI_110","NDRE_110","NDVI_110","GNDVI_114","NDRE_114","NDVI_114","GNDVI_124","NDRE_124","NDVI_124","GNDVI_130","NDRE_130","NDVI_130","GNDVI_138","NDRE_138","NDVI_138","GNDVI_144","NDRE_144","NDVI_144","GNDVI_150","NDRE_150","NDVI_150","GNDVI_160","NDRE_160","NDVI_160","GNDVI_166","NDRE_166","NDVI_166","GNDVI_174","NDRE_174","NDVI_174","GNDVI_180","NDRE_180","NDVI_180","GNDVI_188","NDRE_188","NDVI_188","GNDVI_194","NDRE_194","NDVI_194","GNDVI_200","NDRE_200","NDVI_200","GNDVI_206","NDRE_206","NDVI_206","GNDVI_216","NDRE_216","NDVI_216","GNDVI_222","NDRE_222","NDVI_222","GNDVI_228","NDRE_228","NDVI_228","GNDVI_236","NDRE_236","NDVI_236","GNDVI_240","NDRE_240","NDVI_240","GNDVI_250","NDRE_250","NDVI_250","GNDVI_256","NDRE_256","NDVI_256","GNDVI_264","NDRE_264","NDVI_264","GNDVI_270","NDRE_270","NDVI_270","GNDVI_278","NDRE_278","NDVI_278","GNDVI_284","NDRE_284","NDVI_284","GNDVI_292","NDRE_292","NDVI_292"
"37",37,"NUMEX_BILL_MELTON",3,336,5,5,11,6.8,8,0.95,7.55,-0.0597081539142966,0.448323218,0.492229766,-0.00119600625076945,0.430399512,0.473413904,0.0132507348086314,0.355529366,0.476951118,0.285210698585427,0.431569706,0.521618249,0.180722523650625,0.397173408,0.454801085,0.198566444143951,0.364617399,0.465006725,0.345427100160992,0.45745836,0.59809206,-0.00386774746914838,0.501089026,0.415566446,0.274285091503297,0.405790028,0.504057617,0.154462839253654,0.328297319,0.449769118,0.355894871770195,0.440121847,0.578594708,0.320001137503446,0.413087991,0.501839292,0.0433083478561465,0.217554932,0.2606981,0.0722029507567959,0.428425904,0.457771268,0.124318019262361,0.334161113,0.413098239,0.281043795630104,0.323934433,0.533689974,0.0361781886757919,0.424625641,0.432930518,0.0738408536392567,0.400032365,0.433505882,0.0265702750321333,0.444458627,0.46855437,0.104324263385571,0.422227823,0.420285134,0.041174781658026,0.384214848,0.392874141,0.0509511314772956,0.235020207,0.273060946,0.0455079449721631,0.38622489,0.29515411,0.0881350881561641,0.202384089,0.285079799,0.0612679362159131,0.445782717,0.192408919,-0.0231666763265412,0.460568741,0.433578477,0.052961423201626,0.280582503,0.475770136,0.169174664894016,0.313544862,0.445789082,0.329853563414173,0.429505026,0.566200712,0.204417091722172,0.341183441,0.435003029,0.202623985323655,0.293796046,0.409503868,0.314204172866767,0.297820537,0.526310324
"38",38,"NUMEX_BILL_MELTON",3,337,5,6,10,6.2,7.25,0.65,6.75,-0.0581827716405109,0.443977603,0.493810632,-0.00961991748627719,0.434171028,0.468531598,0.0191665192158897,0.367512261,0.470447023,0.262538933991705,0.429168305,0.510542597,0.150887357162764,0.38222554,0.461411402,0.205295380622004,0.366414027,0.463616445,0.335762807715807,0.443121949,0.59301415,-0.000446243137856724,0.461251946,0.382792347,0.238235916944806,0.399004408,0.487203792,0.139520374116308,0.328718742,0.452657292,0.321147254010686,0.431817348,0.565751465,0.286479055535905,0.393469921,0.485527992,0.0203927593629202,0.259019071,0.183540413,0.0505695040373199,0.436876806,0.45851164,0.0941073672656881,0.313497774,0.398955781,0.268328392706999,0.344346677,0.534143618,0.022755234255935,0.433154461,0.440344204,0.0365390276093298,0.414403938,0.430886036,-0.0164880861649194,0.44639239,0.467399627,0.071838600490937,0.4210532,0.414921513,0.0276886061897389,0.377098114,0.411751113,0.0122559862883998,0.258832343,0.327843979,0.0223013144466918,0.458864615,0.310512892,0.0320983553842308,0.25686719,0.193067119,0.0328442762282698,0.454101434,0.21001428,-0.0267931305104913,0.452093924,0.444380077,0.0145355147818678,0.260449592,0.489621039,0.131770027351792,0.304777409,0.442297246,0.30953069193539,0.418015118,0.559613306,0.180554177563333,0.328064392,0.413913425,0.184108776866372,0.279451606,0.400537579,0.283127773455214,0.27852937,0.513856651
"39",39,"NUMEX_BILL_MELTON",4,338,5,7,10.5,7.1,7.85,0.9,7.1,-0.0648226463179795,0.442273084,0.487805893,-0.00784441623262559,0.432893034,0.46704846,0.0318363960585044,0.381688552,0.48278118,0.258005599851281,0.431300358,0.512664692,0.181099179352593,0.413089029,0.452306965,0.183337854944473,0.370392898,0.455223533,0.338905700953755,0.457078188,0.595310042,0.0135297489266661,0.451122431,0.372232701,0.246156602390902,0.402315073,0.495943697,0.17249663899265,0.342799359,0.465904459,0.349362520864447,0.45801937,0.576202592,0.327690155907418,0.427419568,0.521749155,0.0311624537782159,0.243364424,0.218111696,0.0760149809927638,0.415987618,0.447507226,0.113692764238758,0.360126595,0.454094677,0.302179204667139,0.37408532,0.538227509,0.022096836020247,0.438138361,0.446748115,0.0725284337387911,0.402223083,0.422945247,0.0206427570449627,0.437739287,0.469016692,0.0948489342101113,0.410548689,0.418914947,0.0227405250891575,0.390583208,0.399807273,0.0110828370720378,0.233911144,0.29757657,0.0605794647015679,0.256316871,0.18104988,0.0720468140132958,0.168132677,0.245372716,0.0431243545784676,0.482394741,0.214632733,-0.0300871511179169,0.458815863,0.445013526,0.0373758600309417,0.277654432,0.494969009,0.143859140555178,0.299431029,0.466598764,0.31794012976401,0.429527756,0.559184529,0.204436344657733,0.345622734,0.439585437,0.184971747676862,0.275902844,0.406278397,0.298204095535688,0.29270595,0.51648911
"40",40,"NUMEX_BILL_MELTON",4,339,5,8,9.05,5.25,6.3,0.55,6.65,-0.0702496681682668,0.452778864,0.499874463,0.00408414228625581,0.433793445,0.470407855,0.0199319546499215,0.387404476,0.469875625,0.250436231128515,0.430219973,0.507972037,0.177100921400892,0.42115034,0.458309478,0.194633233946117,0.385735117,0.468105214,0.335180397836149,0.43507693,0.59070582,-0.0446142778068119,0.485035764,0.312147484,0.225508391069449,0.391928302,0.476947789,0.188689874874921,0.333397886,0.421663439,0.334881086093365,0.43672717,0.549382146,0.239142027896503,0.385398681,0.453943381,-0.0139990423064983,0.421158989,0.213961252,0.0352190436263292,0.434465064,0.447899549,0.0900441435632939,0.376840772,0.380613187,0.321364604769979,0.37903979,0.545223231,0.00749955912711347,0.433454138,0.438814973,0.0151446357918778,0.41807476,0.43718772,-0.0459290535121389,0.440500026,0.471852876,0.0289116950907008,0.434943899,0.431208292,-0.0387059241496007,0.381322086,0.359328529,-0.0621806077922543,0.477245367,0.458495029,-0.0196356885184522,0.428038878,0.352734162,-0.04950013882816,0.435013062,0.391673448,-0.0561173289556938,0.506649478,0.428066669,-0.0626427037263481,0.487316194,0.43774835,0.0233620929912447,0.358045555,0.454204609,0.133379355313471,0.273471809,0.411185626,0.275087916060474,0.389328341,0.514909506,0.201207199833914,0.332807245,0.434564387,0.210246794887756,0.29178921,0.428427612,0.330671855137889,0.323997557,0.53218136
"41",41,"AFX_149092",4,340,6,8,8,4.55,6.3,0.4,6.7,-0.0686656255392376,0.448691306,0.49009595,-0.000499894711046824,0.436390716,0.462879234,0.0207669172898649,0.459836615,0.495899969,0.234514063628724,0.427459018,0.503585476,0.163876682285489,0.431152578,0.442786271,0.155525392580622,0.392846906,0.455225746,0.333923136264267,0.42118593,0.560401771,0.00239044718715138,0.511167891,0.345203539,0.263585464438411,0.407889112,0.504444182,0.191553296683225,0.331225829,0.408607239,0.341691430073259,0.436933137,0.543306873,0.241463933573875,0.397084175,0.449654789,-0.00814585702776683,0.439367146,0.224059898,0.0853843670478257,0.415603014,0.450806751,0.093531300187624,0.369468602,0.362972262,0.337095977073641,0.388207334,0.541843764,0.0258469025325388,0.437550089,0.431218335,0.0322348917604348,0.415998809,0.437791611,-0.0500555894161502,0.44393327,0.467470758,0.028056327329444,0.438709195,0.421638794,-0.0332518351828826,0.384512783,0.31948271,-0.0714608922746372,0.484490828,0.486272334,-0.0287000687071403,0.465586712,0.43504526,-0.0484663914601525,0.42622409,0.40473191,-0.0554148497858384,0.505311666,0.432721447,-0.0312051865168507,0.481366728,0.446736923,0.00426293119986554,0.472646566,0.484969006,0.142419642186197,0.286509728,0.407005814,0.300727553780374,0.407426722,0.534992296,0.211028692945968,0.36210301,0.434163617,0.217716534086164,0.302057788,0.43219607,0.341931792624633,0.330404364,0.536295473
"42",42,"NM1713PAR",4,341,6,7,7,4.15,5.85,0.45,5.05,-0.132219552120394,0.475554493,0.486068323,-0.0660369629263353,0.474873343,0.456533757,-0.0106619708208521,0.450183904,0.492504674,0.187153501596465,0.423246464,0.491197466,0.129842491914592,0.440022163,0.443684311,0.190715379933719,0.406164083,0.484152915,0.304344653088008,0.412769487,0.548707305,0.0632184356181156,0.467673081,0.446745674,0.175538440321108,0.403654351,0.465403763,0.139336605159747,0.349482812,0.414028194,0.298981809482968,0.410576321,0.515520911,0.22862182579223,0.389861442,0.437788292,0.0185902024572258,0.310811959,0.185942108,0.0481646978333293,0.430865666,0.445521365,0.0769823832384334,0.373033907,0.371364683,0.297161169954033,0.337182843,0.515089163,0.0271330799972906,0.440118564,0.447406774,-0.000189799233900295,0.435486547,0.438238706,-0.0688474227560924,0.462395056,0.469482955,0.0366662218534173,0.433951921,0.424603281,0.0340133003960546,0.405392809,0.408916075,-0.0108252100578261,0.31503969,0.396393711,0.0502116640643741,0.299060991,0.221643256,0.0582058697202009,0.159635471,0.201804334,0.0260366603694338,0.486110501,0.22855832,-0.0683343831290357,0.480136729,0.456327153,-0.0649270829643024,0.380826105,0.512307358,0.0719156294950266,0.270241611,0.430608468,0.223622875675781,0.395861337,0.487552309,0.176313713313907,0.344050213,0.398389941,0.188247316681626,0.289089319,0.402860776,0.295466972709361,0.325580563,0.514646803
"43",43,"NUMEX_BILL_MELTON",3,342,6,6,7.85,4.55,5.7,0.55,5.9,-0.107199954993721,0.464199476,0.49957127,-0.0483262722906063,0.460766891,0.453798597,-0.0146548289356958,0.419336743,0.488820229,0.21379013938526,0.431279545,0.502591634,0.112734512006379,0.387873753,0.458204635,0.186144108588644,0.404016339,0.478162884,0.319597193154686,0.410905099,0.564944593,0.051712392706505,0.416645262,0.353658537,0.163156764473537,0.407793034,0.465969349,0.113005205778941,0.341242883,0.405011595,0.291259189185911,0.406545919,0.520624781,0.221829183812206,0.358933281,0.431957178,0.0109799227031417,0.313773528,0.159127485,0.0184345390847213,0.445565665,0.449515515,0.0640275432883827,0.324316669,0.362464224,0.259780626555025,0.321541379,0.523825068,0.0247778458766732,0.424702215,0.439634734,0.00417152459492523,0.435108265,0.453897046,-0.0508995859168154,0.455024879,0.456536539,0.0462717171129364,0.429224515,0.422695619,0.0356337526453891,0.384495652,0.413515446,-0.00265731503483532,0.316133132,0.394974158,0.0152750080001401,0.470330807,0.374539179,0.0199521127600186,0.296708373,0.250723779,0.0290117588866392,0.485460847,0.287730133,-0.0456672361201857,0.462859365,0.434472895,-0.0330305951754847,0.273468615,0.481282049,0.0911410955310819,0.287395094,0.458469329,0.260717977014865,0.406997473,0.535754691,0.146527765936295,0.312035817,0.390002191,0.160385494581622,0.272109544,0.391136123,0.279548984344586,0.29102838,0.517755832
"44",44,"SW_8888",3,343,6,5,8.05,4.2,6.5,0.6,5.9,-0.108398132346505,0.474469853,0.485579961,-0.047792649544318,0.46741734,0.451017639,-0.00287841067888912,0.388684237,0.484691089,0.231322717269416,0.432476126,0.512235793,0.145274404891099,0.406909601,0.448472209,0.233855241418224,0.408433044,0.51343179,0.323358299515388,0.432184695,0.569598774,0.0462350754901472,0.477694775,0.381915154,0.225814874046339,0.410226703,0.482385217,0.124163290687326,0.353140805,0.41683713,0.313056846996619,0.420327447,0.527136325,0.241698324556518,0.40716131,0.441497007,0.03154117036094,0.315868535,0.21775001,0.0329060418466913,0.438784093,0.452489294,0.0926908016299443,0.348313206,0.393322548,0.279733135828729,0.333925686,0.513153449,0.0516567314051761,0.426248152,0.437279758,0.0408421561695238,0.414391083,0.436106752,-0.0227425933719267,0.446520071,0.471442557,0.0803585646921623,0.427870728,0.418456204,0.0550300915004819,0.390462544,0.396192578,0.0321167189460048,0.223578086,0.343524645,0.0324468676618503,0.434910853,0.363973491,0.0793801969415342,0.184082246,0.227153037,0.0529923874194823,0.469193224,0.214545533,-0.031602351107953,0.471301838,0.447266393,0.00167375017473809,0.246750754,0.493251495,0.123583903432624,0.262194438,0.422350652,0.272277019396285,0.393111558,0.53040215,0.171931768406242,0.329024486,0.389708342,0.179641902490116,0.261048878,0.371035654,0.291248959894322,0.275831645,0.482273084
"45",45,"NM1705PAR",2,344,6,4,9.55,6.4,8.55,0.8,7.1,-0.0802800368836766,0.463273398,0.474739646,-0.0272305639530081,0.4450733,0.457678151,0.0180172682551371,0.392787364,0.480581767,0.263323212744276,0.432440204,0.518007099,0.169148627109308,0.393848611,0.440183488,0.19585088761887,0.383438839,0.47213711,0.325974495292248,0.452320449,0.580884548,-0.00560412058391953,0.522897669,0.481102352,0.280152315659042,0.41894374,0.516025551,0.158450108792804,0.322937296,0.456658455,0.3561330662906,0.440166226,0.575136203,0.325233116427071,0.408655728,0.501807228,0.0655860043190054,0.22863346,0.245812293,0.119146073800697,0.423488985,0.46479318,0.13309784056455,0.312178935,0.407395247,0.298748803280821,0.350099362,0.528984104,0.0561447280846243,0.419673203,0.432996481,0.0861506759507753,0.388296649,0.422879722,0.0171530618679166,0.437762411,0.460457516,0.0978377397480564,0.418207652,0.422024525,0.0411568779593715,0.382906914,0.407134238,0.0224555175398,0.230935684,0.312962329,0.073500884001168,0.292227431,0.230225957,0.0787280305821924,0.187268558,0.234032302,0.0631569541607063,0.402624361,0.256812009,-0.0214876787163475,0.460549079,0.426237294,0.0444348881025434,0.251968761,0.490490549,0.171352826677526,0.308670044,0.441232891,0.335733450394058,0.431779444,0.583205517,0.208559072274271,0.356632562,0.454126609,0.211620629466956,0.312380614,0.424824265,0.296009901911181,0.280054653,0.523209715
"46",46,"DONA_ANA",2,345,6,3,9.4,5.95,8.3,1,8.2,-0.0780923603667323,0.475030005,0.477458503,-0.0367411042870199,0.454413186,0.452418301,0.0347837165706298,0.387553298,0.480571858,0.26760127690853,0.432133308,0.524351353,0.17333995822695,0.386328549,0.454532411,0.260031328743368,0.40563005,0.511957683,0.339617402470682,0.436011333,0.584319291,-0.0230264840985057,0.556699864,0.462875651,0.288892179418985,0.413320911,0.517530902,0.168116470372766,0.318482349,0.449411257,0.35309743862404,0.439821539,0.573022886,0.30984600262712,0.410453396,0.493182597,0.0578463249685458,0.173236241,0.228562252,0.111281035253703,0.424266854,0.4620141,0.137195317515777,0.285260973,0.396173156,0.297465219609637,0.341011711,0.541246653,0.05345763041766,0.42481267,0.431283861,0.0742055244430226,0.414617924,0.438344314,0.0187874153259474,0.444704464,0.454439441,0.0917906644522293,0.41572873,0.417601996,0.0222409880171394,0.392169897,0.397887455,0.0211418830121027,0.211499299,0.284567562,0.0445046932092558,0.39025721,0.257025499,0.0449646771026396,0.154802224,0.20789185,0.0095299767387233,0.40576507,0.356261881,-0.0263967927838523,0.453367561,0.433870208,0.062884387861397,0.259649756,0.470541336,0.191142248470664,0.319872396,0.466618219,0.345415325111167,0.444312985,0.593487559,0.231288785029823,0.381346947,0.454937268,0.223079968009612,0.328691332,0.428339396,0.273542025365495,0.231999259,0.510999082
"47",47,"AFX_149092",1,346,6,2,9.55,5.6,8.6,0.8,7.75,-0.0815551765690484,0.483640558,0.477528615,-0.041518159277055,0.466588718,0.458408138,0.0421731928659022,0.379013653,0.475815578,0.274668969096224,0.438600747,0.525343227,0.197951485238098,0.391528623,0.448484046,0.348080823653865,0.431239066,0.563933973,0.354372356384242,0.44552591,0.58519776,0.00784601404310215,0.510227173,0.428245898,0.322244784286084,0.438180781,0.534963286,0.201372689715838,0.307211319,0.433439268,0.367466399954786,0.468732144,0.571263293,0.321622895749809,0.442215616,0.490468129,0.0664441365965856,0.23120583,0.228606333,0.0948517044221481,0.421463362,0.461757285,0.155746549837117,0.294136409,0.404648126,0.310283778101007,0.333553732,0.532592617,0.0689115298646299,0.42001086,0.430203318,0.0910168830634674,0.403802234,0.429750509,0.0258863276747881,0.440257735,0.446103842,0.111224234995559,0.420313247,0.420059964,0.0468798857528844,0.370686368,0.380657319,0.0346678727924027,0.22848856,0.316055036,-0.0260819205751713,0.50396583,0.484803574,0.0623860824872829,0.177870641,0.211857865,0.0182283695003985,0.43795222,0.367527993,-0.0175026499060778,0.455617678,0.437242125,0.053134712835255,0.255212025,0.48751407,0.206487369735209,0.309363508,0.471352522,0.362404648358985,0.440668787,0.573762465,0.236798981847287,0.382625045,0.479134493,0.236314590884137,0.332638757,0.444001504,0.307591852264967,0.261697638,0.528393428
"48",48,"DONA_ANA",1,347,6,1,9.55,4.85,7.7,0.8,7.65,-0.101200043940423,0.487195554,0.466911943,-0.0672154576838944,0.483972218,0.464709058,0.0671568543194275,0.350279727,0.475094827,0.297433364715097,0.450732127,0.548994928,0.201484635358532,0.386157626,0.482545476,0.318414943512567,0.426712137,0.552650203,0.36493263011644,0.452981674,0.590146042,0.0728057224689337,0.382589724,0.340474752,0.273554628516692,0.420644285,0.520867723,0.209353060021969,0.351706266,0.420899272,0.326210243447505,0.452541871,0.558248086,0.271107725650943,0.425628976,0.473743762,0.00931898209272116,0.438016817,0.225575063,0.0326004932320087,0.446416122,0.471337924,0.143568582270308,0.311785922,0.39775443,0.321147517785998,0.360738706,0.539465885,0.0278590493136363,0.416286471,0.423482135,0.0480571944421215,0.417473121,0.43898133,-0.0235726991459359,0.454917655,0.453966907,0.0837882717583596,0.429386749,0.425650407,0.033355959591029,0.386328511,0.403745787,-0.0525046596262845,0.471279487,0.475903926,-0.113500023162526,0.542748433,0.544245766,-0.0437790469282542,0.435652976,0.409223966,-0.0497707435969543,0.472099966,0.426619866,-0.0218931657908146,0.446870545,0.432127517,0.0522483833479209,0.255958324,0.407991855,0.220363300302459,0.319277295,0.480856985,0.343477160304,0.430843451,0.566802822,0.249278063257036,0.38914148,0.513405183,0.230339571407863,0.319091981,0.454540477,0.311163262771944,0.25130473,0.528430129
"49",49,"NM170506PAR",1,348,7,1,10.9,5.75,8.9,0.95,8.25,-0.0843369380457338,0.487686778,0.469194254,-0.051205000301997,0.473289075,0.461806167,0.0596550450910005,0.340203555,0.493231264,0.290460590580253,0.447487491,0.552370284,0.220387931626826,0.372505406,0.474023999,0.333847762765573,0.432449683,0.562055604,0.350429579269208,0.489286998,0.595835546,0.00501344245265155,0.459536233,0.362547354,0.300126925993704,0.445687081,0.539393018,0.216423076165741,0.359247605,0.44064932,0.352096133378068,0.495647405,0.576929752,0.318409299939656,0.429043134,0.479173656,0.0179363971134044,0.466346604,0.240902656,0.0578358671398342,0.439927063,0.472350756,0.156788028554391,0.301734036,0.406281379,0.333340790651213,0.364611857,0.542152423,0.0451307694803553,0.415700955,0.422748115,0.0677790532596917,0.403726275,0.425520784,0.00105726788741091,0.434815642,0.454392953,0.0857394960081933,0.43887448,0.42732719,0.0348512094799947,0.37453733,0.378134427,-0.051654513193602,0.490341439,0.490134374,-0.120749052472105,0.53223608,0.561929726,-0.0361600229575683,0.433256115,0.412020514,-0.0488189363892958,0.487085043,0.431795676,-0.00839906891067309,0.44787568,0.436927646,0.0402581865901995,0.263594861,0.429946223,0.210879098748002,0.300241601,0.475421201,0.327374436491797,0.442907715,0.570297873,0.241962036703152,0.362426165,0.503767959,0.236070383138546,0.313387064,0.45284507,0.337047593767483,0.28957327,0.554665174
"50",50,"NUMEX_BILL_MELTON",1,349,7,2,10.45,5.7,7.95,0.75,7.75,-0.0821984670817021,0.472885142,0.486773115,-0.0435241183727628,0.459758251,0.465212317,0.0346559496542297,0.370731129,0.484967497,0.261837236463662,0.439165251,0.536018157,0.200984429429252,0.383804038,0.459024809,0.316991855575375,0.439202695,0.546495114,0.335675579479356,0.473739094,0.596229477,0.0617923851089259,0.466549803,0.338158884,0.260812011765419,0.413498993,0.504022713,0.175440766021607,0.319278128,0.414774731,0.352245703539543,0.474529641,0.567263145,0.311568584943433,0.416282535,0.478341364,0.0428691361232229,0.394368276,0.214012741,0.0256693108917618,0.42928806,0.452964019,0.123150977974672,0.311709402,0.39494572,0.30915108547513,0.349712047,0.542315711,0.0446885111116123,0.419879806,0.433554571,0.0410428631474127,0.413988425,0.434823822,0.00799286421711407,0.427993673,0.462747265,0.0842016385090698,0.431147224,0.427529154,0.0391290295066679,0.385613499,0.371741327,0.0300554268661925,0.212844149,0.284955102,-0.0663503057518826,0.508748603,0.509771172,0.0641058673534203,0.187901771,0.225382814,0.0230748017992878,0.471584781,0.364527295,-0.0176552899064161,0.45282901,0.431719396,0.0237682113473983,0.249216706,0.506329377,0.188313652649687,0.28764477,0.469862478,0.317856172727954,0.42311899,0.56258308,0.200971495972805,0.333120227,0.459317588,0.208374771416348,0.284560833,0.409714826,0.288024380850191,0.26349422,0.49502993
"51",51,"SW_8421S",2,350,7,3,9.5,5.3,8.15,0.9,7.55,-0.0754092234844832,0.504020026,0.483911205,-0.0421681784949213,0.478978572,0.464446745,0.0326539017733264,0.373488136,0.477355998,0.251212249204868,0.431102205,0.51935592,0.167875541043579,0.368312292,0.457965627,0.283389379245667,0.428229465,0.528407763,0.308526613473718,0.447488719,0.593822844,0.0571802418903834,0.435955235,0.323477289,0.291555141608645,0.406030036,0.517544225,0.161479314172712,0.298775778,0.420591858,0.365712015999682,0.437604957,0.578926442,0.303266487019385,0.397295483,0.473984044,0.0387826714553217,0.279954826,0.216330168,0.0941929528310243,0.415046469,0.458039137,0.122398535889894,0.287109145,0.381408112,0.310743391424218,0.339687809,0.550976129,0.0517229908213194,0.418820066,0.430299975,0.0721156785236857,0.395620352,0.423440655,0.00912746020736267,0.44012871,0.45092957,0.0823964953011197,0.414178531,0.406907442,0.00994824873529751,0.397899321,0.392162707,0.0149958922317431,0.198297409,0.261487183,0.0171443479919929,0.420674475,0.393043672,0.0291150751885996,0.209342038,0.20100306,0.0101442599132519,0.436110032,0.34625642,-0.0200249816827876,0.4667596,0.453323576,0.0401772527814499,0.267830602,0.494282056,0.177411646188991,0.30511902,0.446845388,0.332975788296473,0.418565747,0.586031748,0.210189547854955,0.363830454,0.444658258,0.205297054264249,0.295468444,0.409406498,0.27695501223368,0.239516577,0.509309815
"52",52,"NM1713PAR",2,351,7,4,8.75,4.6,6.5,0.6,5.15,-0.130205860650905,0.484137821,0.494746608,-0.0719887474142019,0.474678512,0.460725999,0.00805811100817184,0.407355441,0.487602403,0.224668285225481,0.424997635,0.503271348,0.154753941248233,0.391087816,0.455558584,0.308063016951302,0.415985077,0.530744548,0.34238313250761,0.440992413,0.583193918,0.0164951864077765,0.539483932,0.421767834,0.220011953787571,0.413000266,0.486785606,0.139427266673915,0.317575774,0.413316008,0.342802803075412,0.414524221,0.541351516,0.261835353663698,0.396570954,0.459672259,0.0313505061857185,0.347583734,0.184977302,0.0471989238743068,0.430538358,0.447174519,0.101045868302865,0.316851525,0.366061325,0.300761644258039,0.345128068,0.536742926,0.0480632612374182,0.43974101,0.44689589,0.0405319234464992,0.408044071,0.433779402,-0.0386407536248262,0.438558152,0.466799434,0.0527577931985588,0.431462648,0.426180616,0.0232690271788256,0.419117836,0.405974548,0.0132807951446604,0.188269884,0.252009251,0.0548197651850776,0.30833378,0.345119872,0.0697141154684547,0.186268287,0.222176295,0.0310854860239655,0.453407494,0.271932955,-0.0815642309135841,0.472199101,0.451344183,-0.0689745273249855,0.259673295,0.562789567,0.0645520296825597,0.27942359,0.437944228,0.178659803166863,0.381859176,0.471635188,0.150660334420225,0.341220622,0.413639915,0.172292468071196,0.286314868,0.387653181,0.278073353957259,0.307554702,0.501942431
"53",53,"SW_9720",3,352,7,5,9.6,5.1,7.1,0.75,6.2,-0.0796536909300704,0.471007305,0.480704411,-0.0360315126177077,0.465270214,0.453992444,0.0180575897501242,0.381706071,0.480060272,0.260025866202007,0.433824069,0.519643524,0.158775497885167,0.373620717,0.448971325,0.236816682977417,0.413577671,0.501333367,0.340783883229887,0.458586519,0.598784028,-0.00713806260205248,0.479523444,0.364202745,0.273972432144303,0.420961571,0.501324641,0.138573950296327,0.333504159,0.437851434,0.347952434876896,0.415847835,0.542449861,0.268988277578989,0.402399916,0.450796704,0.0251008077743863,0.418966211,0.222706178,0.0517993794213212,0.421189751,0.447117803,0.0835308011462558,0.350880313,0.386957525,0.297306380628292,0.329065387,0.516548294,0.0475374273826043,0.42665974,0.438137,0.0558253100442748,0.404329412,0.427918824,-0.0129141924372239,0.432163639,0.467312776,0.0825501584542482,0.421420005,0.41745282,0.0373599953970622,0.406440045,0.392667421,0.0308597906606898,0.194834338,0.242541749,0.017974155433986,0.452238243,0.428746572,0.0799571687147292,0.202177598,0.230226022,0.0418304295339116,0.470331357,0.264530324,-0.049394068639643,0.493772435,0.456821334,-0.0257227796600683,0.253297104,0.501223823,0.122582956619923,0.266553559,0.433519493,0.2469464800565,0.405788915,0.517970213,0.17232105178417,0.328841501,0.397027533,0.190275031596912,0.279173721,0.38572523,0.294149983846317,0.288716329,0.497487875
"54",54,"AMERISTAND_803T",3,353,7,6,8.95,5.1,7.45,0.8,6.55,-0.0783111279496461,0.463129621,0.480416232,-0.0373341392685833,0.455148631,0.460243922,0.0207848581955782,0.386489425,0.48279746,0.259586368379756,0.42232589,0.511266668,0.144863444780742,0.363544936,0.459357447,0.197041026135895,0.408522854,0.473872226,0.341541821678244,0.452140288,0.607189699,0.054914693002842,0.375607239,0.346122839,0.276502983423834,0.409159146,0.497587348,0.153445455083907,0.335575648,0.439336419,0.359706120849573,0.401999603,0.555892784,0.284372696492545,0.39062478,0.458607392,0.0111404542576554,0.369375906,0.182783246,0.07798197157557,0.419662917,0.439947465,0.097163966109805,0.315422602,0.367953187,0.291527925434665,0.362165438,0.550252862,0.0356550933129405,0.425753196,0.435881436,0.0470340161719727,0.402127998,0.429945643,-0.0230834327103695,0.448718221,0.465457575,0.063678598530229,0.427341537,0.414262407,0.0264524382309999,0.387944005,0.401894231,0.00613957353935621,0.250041779,0.328353303,0.00774051747802329,0.456100582,0.43404806,0.0194803964066305,0.306786387,0.21803854,0.0256737267152729,0.471184844,0.315037578,-0.0466442656586724,0.460195764,0.43637254,-0.014783445212237,0.257972546,0.50029944,0.129447946475887,0.29289826,0.435697528,0.303414653136114,0.408180571,0.54660803,0.171768592526074,0.344792401,0.405431453,0.188647211812605,0.285314297,0.40487477,0.297323126463368,0.280842994,0.516098835
