"Germplasm","Rep","Plot","Row","Range","NDRE_73","NDRE_88","NDRE_95","NDRE_101","NDRE_107","NDRE_117","NDRE_131","NDRE_138","NDRE_145","NDRE_152","NDRE_160","NDRE_161","NDRE_165","NDRE_173","NDRE_179","NDRE_187","NDRE_192","NDRE_201","NDRE_206","NDRE_215","NDRE_223","NDRE_228","NDRE_237","NDRE_242","NDRE_257","NDRE_263","NDRE_270","NDRE_278","NDRE_283","NDRE_293","NDRE_299","NDRE_307"
"NUMEX_BILL_MELTON_CA_2019",3,110,2,6,0.441908281,0.416473403,0.424647928,0.405264883,0.418549175,0.379637865,0.386746145,0.4334112,0.355539606,0.427327005,0.360209702,0.561924305,0.430270826,0.272721626,0.334624941,0.165902395,0.425001247,0.274942947,0.392813147,0.299986907,0.359152404,0.302021213,0.357648233,0.314760228,0.337338755,0.352543245,0.323662918,0.289890985,0.434632684,0.315522345,0.271827792,0.255092533
"NUMEX_BILL_MELTON_CA_2019",3,111,2,5,0.441558508,0.408002409,0.414476992,0.41360045,0.407276692,0.411780702,0.391296537,0.444774408,0.355983856,0.419970896,0.341396963,0.560829913,0.414756312,0.262415296,0.32520359,0.188218866,0.426257571,0.304564076,0.39670448,0.286989988,0.364382912,0.29544909,0.349792303,0.342685282,0.319735475,0.352350401,0.324970758,0.286969041,0.463638714,0.326486026,0.289498319,0.255367769
"NUMEX_BILL_MELTON_CA_2019",2,112,2,4,0.433329175,0.399643853,0.396548826,0.397539229,0.425982126,0.387938777,0.399566557,0.440590158,0.347296064,0.424136148,0.372411539,0.555540356,0.426811556,0.275840551,0.327937712,0.17614773,0.428420968,0.307634142,0.413062621,0.288561856,0.366583669,0.309554977,0.338359652,0.351809039,0.303326109,0.365971411,0.334874118,0.32210589,0.480879914,0.313043831,0.285695569,0.251458491
"NUMEX_BILL_MELTON_CA_2019",2,113,2,3,0.436527339,0.408495488,0.400295798,0.39775714,0.426938121,0.420876586,0.394364911,0.447654233,0.327403132,0.397537844,0.409354268,0.568285454,0.404102591,0.274339661,0.317309642,0.182169677,0.420048887,0.300472034,0.411670474,0.288868622,0.353928786,0.290855566,0.321892251,0.356685409,0.312685407,0.3772309,0.352846626,0.324680989,0.478073568,0.337858343,0.28394378,0.268711415
"NUMEX_BILL_MELTON_CA_2019",1,114,2,2,0.438840525,0.418398315,0.417124129,0.397071055,0.422860589,0.414454407,0.412119169,0.427425829,0.343323644,0.412410866,0.452884337,0.583584131,0.416657049,0.288685866,0.341594091,0.17431796,0.438779064,0.308753772,0.389483681,0.307895414,0.369792636,0.356086624,0.347465241,0.362815385,0.312126891,0.37499021,0.350013146,0.321710012,0.485491311,0.344691877,0.286549474,0.279901148
"NUMEX_BILL_MELTON_CA_2019",1,115,2,1,0.454282784,0.415541069,0.403423492,0.395811495,0.422096825,0.425311292,0.410772557,0.391026867,0.352199226,0.438530681,0.549261236,0.563634291,0.394247491,0.307623883,0.330650768,0.248876136,0.435468986,0.33696072,0.367192084,0.291191306,0.372794569,0.353655571,0.353724648,0.357807994,0.358984669,0.38332901,0.442601381,0.311368732,0.481261303,0.354481315,0.292749478,0.28581776
"AFX_779",1,116,3,1,0.445988581,0.417525196,0.404290437,0.407071579,0.431769186,0.40262639,0.417035662,0.364301046,0.377178829,0.414511331,0.599525568,0.493296854,0.411121384,0.319889019,0.346204734,0.270718639,0.435779294,0.336872761,0.392631988,0.302965242,0.378353871,0.30519306,0.384023712,0.335026919,0.342264085,0.378581341,0.4423072,0.299738376,0.439545271,0.369583052,0.290471523,0.281222682
"NM1703PAR",1,117,3,2,0.434336997,0.411970037,0.410097073,0.403136399,0.439778429,0.391782017,0.408795906,0.348699333,0.354626162,0.41805899,0.516521217,0.501481988,0.398322794,0.288413031,0.325729115,0.196148281,0.43157425,0.305218658,0.407399162,0.308952242,0.357993222,0.307963423,0.377244451,0.337120522,0.310486993,0.375164587,0.376454746,0.31459646,0.464610944,0.381856306,0.298273042,0.259811238
"SW_1011",2,118,3,3,0.429645261,0.397756186,0.401463505,0.394255591,0.431681504,0.404163362,0.38132006,0.389570804,0.345663416,0.413182795,0.434823771,0.469174647,0.398136628,0.285389766,0.308615366,0.181401099,0.419865311,0.282983437,0.399634998,0.286518834,0.369308001,0.295699936,0.375165112,0.340876665,0.30207852,0.365301561,0.385743842,0.29560308,0.448606382,0.36240784,0.276375123,0.263237599
"NM1715PAR",2,119,3,4,0.460853416,0.435522084,0.435142227,0.415406071,0.440120799,0.426491215,0.425275477,0.417018454,0.375901564,0.394199893,0.523077323,0.444642043,0.441983708,0.301285934,0.396097166,0.215471736,0.458955137,0.298366987,0.434667275,0.26597078,0.417166458,0.34011173,0.338772624,0.292686304,0.318032468,0.399454265,0.335801083,0.242035672,0.416306249,0.350811359,0.283099689,0.258266093
"NM1703PAR",3,120,3,5,0.4365788,0.39420913,0.425947712,0.415846924,0.40991331,0.416487933,0.367647879,0.384791432,0.361386167,0.406086797,0.425111148,0.427336981,0.404838373,0.292869672,0.34159908,0.189851891,0.424165727,0.31899176,0.420095611,0.290535356,0.37285001,0.291985536,0.368478713,0.352131248,0.299331698,0.375943086,0.350230908,0.324519482,0.435912873,0.355138929,0.304404737,0.263733087
"SW_9720",3,121,3,6,0.445331005,0.410051251,0.430717926,0.415872171,0.428107538,0.432462809,0.383818058,0.448362409,0.359577771,0.430651757,0.391964308,0.437916097,0.423938651,0.278037786,0.337956172,0.158135564,0.422897113,0.26870654,0.396818696,0.271847952,0.367265695,0.308569636,0.335975616,0.328015958,0.3020562,0.369398214,0.342159559,0.269042097,0.397549891,0.367075727,0.273507508,0.262686219
"NUMEX_BILL_MELTON_CA_2019",4,122,3,7,0.4455046,0.412059502,0.426272095,0.420775331,0.4392992,0.441171756,0.379251343,0.393887653,0.384826618,0.466108178,0.443248447,0.444231646,0.426795083,0.288552956,0.380536102,0.178071406,0.428424685,0.286207432,0.424972561,0.337896487,0.361140909,0.267319886,0.362028272,0.370264517,0.269307285,0.37138084,0.358464204,0.312142625,0.377643796,0.383324811,0.288866133,0.268768404
"AMERISTAND_803T",4,123,3,8,0.436245773,0.419015351,0.427030864,0.418600783,0.430081836,0.442928464,0.371993683,0.384856164,0.386835834,0.456364718,0.492230659,0.45120839,0.414302838,0.292042525,0.381258073,0.206473674,0.41599487,0.291445614,0.389486964,0.275110369,0.359302818,0.260864066,0.374485429,0.386612127,0.284371656,0.379119677,0.331441402,0.331532229,0.379921645,0.371465437,0.296132644,0.266399794
"NM1702PAR",4,124,4,8,0.44889091,0.419046074,0.443806482,0.433665946,0.43943682,0.420608188,0.337912063,0.427999146,0.362629186,0.430862098,0.545705333,0.43381213,0.421401421,0.282357156,0.363341746,0.191691012,0.431386292,0.276268985,0.389367376,0.205472144,0.354214566,0.300589042,0.412996456,0.358415116,0.302981167,0.374763605,0.368449979,0.328642055,0.341990154,0.376193306,0.284583331,0.264780267
"AFX_779",4,125,4,7,0.443583012,0.408475277,0.438483209,0.430906847,0.43130538,0.410838448,0.35026252,0.406008678,0.390019575,0.432432024,0.537943066,0.431988144,0.432698868,0.314293242,0.372868518,0.170611886,0.434966651,0.307361126,0.414692017,0.319960779,0.391103532,0.291763048,0.41784427,0.338145805,0.312247956,0.380696426,0.340490969,0.311458041,0.324341179,0.403997167,0.29819684,0.272223616
"AFX_149092",3,126,4,6,0.437019459,0.38615883,0.432628407,0.428507218,0.436220563,0.429678142,0.333948272,0.348945117,0.411084632,0.447840512,0.472551151,0.45376197,0.406597066,0.320246784,0.379230765,0.182412258,0.418670164,0.31504968,0.425668736,0.315385709,0.359984516,0.295800142,0.411039614,0.34600434,0.311199834,0.372317299,0.313419423,0.334876735,0.384709506,0.369570124,0.309690647,0.250997254
"NUMEX_BILL_MELTON_FG2011",3,127,4,5,0.441523777,0.396336654,0.427118592,0.413341546,0.396062786,0.419253443,0.356430216,0.437690861,0.361493771,0.378583215,0.50257063,0.438075695,0.422688595,0.297260052,0.345332506,0.164835973,0.442760472,0.316708521,0.40949201,0.315242162,0.388031408,0.320446839,0.387328737,0.302509114,0.324516287,0.365483517,0.375335698,0.280940416,0.42296294,0.369939999,0.274000898,0.278895961
"NUMEX_BILL_MELTON_CA_2019",2,128,4,4,0.441531891,0.407760065,0.435299892,0.390314282,0.427106041,0.410627468,0.333344034,0.408186989,0.35206778,0.413666343,0.535215786,0.435795714,0.422504637,0.289320954,0.326507084,0.179220232,0.433613864,0.307744461,0.41939174,0.269691818,0.371862237,0.28486013,0.342264276,0.33513828,0.302800158,0.364041382,0.357854935,0.324461759,0.381295379,0.362845565,0.276813924,0.252678152
"AFX_149092",2,129,4,3,0.436758624,0.408395123,0.418950068,0.425979851,0.437097918,0.440399902,0.29961621,0.373318813,0.379523422,0.419892208,0.469031,0.465481076,0.393015038,0.308801929,0.332813945,0.211546006,0.431579178,0.328620318,0.42451829,0.292605308,0.374518005,0.30159974,0.381929244,0.336975747,0.32121705,0.377086345,0.327112554,0.334543124,0.376548978,0.372281958,0.305138951,0.269307001
"TMA_990",1,130,4,2,0.431213287,0.403246862,0.410936448,0.41569107,0.434878691,0.430880819,0.335692168,0.365220794,0.366909029,0.416774724,0.558040743,0.489466484,0.380370193,0.282061342,0.316896081,0.210320034,0.42382676,0.319512493,0.414353116,0.302878021,0.368692734,0.294750802,0.374408221,0.365470161,0.305849568,0.364690362,0.358697748,0.349436326,0.440968477,0.375374332,0.301670667,0.258071604
"NM1704PAR",1,131,4,1,0.442092317,0.410727492,0.410380083,0.425327157,0.438333668,0.441725221,0.429148932,0.363259667,0.389887654,0.429522507,0.58680381,0.467213862,0.39286134,0.319054556,0.339537587,0.23064393,0.423332457,0.345709164,0.423173445,0.351040581,0.367075259,0.300904487,0.394951464,0.345227695,0.380096482,0.372915056,0.37664924,0.332646087,0.402308234,0.383833397,0.293201469,0.268270866
"NUMEX_BILL_MELTON_CA_2019",1,132,5,1,0.439579512,0.410215164,0.410343166,0.41632138,0.412822544,0.428107812,0.421070312,0.374333532,0.37567238,0.415758288,0.53772915,0.349475604,0.401952991,0.326675312,0.334913202,0.202858853,0.42448936,0.310884561,0.393987368,0.34656979,0.370450616,0.32602905,0.389748539,0.317893606,0.386387986,0.362363047,0.330639354,0.285752647,0.390511457,0.389142117,0.276889687,0.257645496
"NUMEX_BILL_MELTON_CA_2019",1,133,5,2,0.431157191,0.402829269,0.415358028,0.417567457,0.415158077,0.430246424,0.2942986,0.395672852,0.35344869,0.403555867,0.582224751,0.357820337,0.409987982,0.288851326,0.317053274,0.165324491,0.430899122,0.284011043,0.409541348,0.35936579,0.372576904,0.329457179,0.407286955,0.336270598,0.330663239,0.374131732,0.332243896,0.309383355,0.460297079,0.380545897,0.282798095,0.271151769
"NUMEX_BILL_MELTON_CA_2019",2,134,5,3,0.440444835,0.410878282,0.421375573,0.422816082,0.41358216,0.429617248,0.273389403,0.414659577,0.352158985,0.415268246,0.565096831,0.373575011,0.415211171,0.306386896,0.310386373,0.159902855,0.430410593,0.304371303,0.426251899,0.296399342,0.374444849,0.318725797,0.416865896,0.350997964,0.295817573,0.367883743,0.304255276,0.321570425,0.369034776,0.375781094,0.285677091,0.252000348
"NUMEX_BILL_MELTON_CA_2019",2,135,5,4,0.431749647,0.399882257,0.422233894,0.380807267,0.398470969,0.421957248,0.281450458,0.420977222,0.358653157,0.399622022,0.551142023,0.360191518,0.42297123,0.308952681,0.322434773,0.181464441,0.427134536,0.31226622,0.416951137,0.27213806,0.362580743,0.302576379,0.404257514,0.337754156,0.297990649,0.354173231,0.328963048,0.328133171,0.311998655,0.35420733,0.27083696,0.249564328
"NUMEX_BILL_MELTON_CA_2019",3,136,5,5,0.443639462,0.411031786,0.420310604,0.408251694,0.385220392,0.42571431,0.389588797,0.424554086,0.356513191,0.389756709,0.570427292,0.317031464,0.422711444,0.317986793,0.335109145,0.16622037,0.438921441,0.314664028,0.412981011,0.32389935,0.389715642,0.337626329,0.355077892,0.317151972,0.31265752,0.37069521,0.321715762,0.282107455,0.398345298,0.375510641,0.267368861,0.283549593
"NUMEX_BILL_MELTON_CA_2019",3,137,5,6,0.447619274,0.403840556,0.438332367,0.425489879,0.411644789,0.439566508,0.286548368,0.429279776,0.364310282,0.419349345,0.595822591,0.308299134,0.433159573,0.330329766,0.348930531,0.137965873,0.432471589,0.298497859,0.429276721,0.346701932,0.3844289,0.3487816,0.38616101,0.34249986,0.31821035,0.390114866,0.318596719,0.315376427,0.376169921,0.405330178,0.295433706,0.29174976
"NUMEX_BILL_MELTON_CA_2019",4,138,5,7,0.450107635,0.416784321,0.450392952,0.429834387,0.419455837,0.436716928,0.299180688,0.409108318,0.376813736,0.438804507,0.547859194,0.311080711,0.444838002,0.349444322,0.360980383,0.1417447,0.44287258,0.292170167,0.418074177,0.329022565,0.398195534,0.317931408,0.369108486,0.326020064,0.292706523,0.396744358,0.350110899,0.294504508,0.316254308,0.394969896,0.287331681,0.264585655
"NUMEX_BILL_MELTON_CA_2019",4,139,5,8,0.445679117,0.412399247,0.437336682,0.422723186,0.413966573,0.440955388,0.316479164,0.412329754,0.388224083,0.428828198,0.550920882,0.320383037,0.432342314,0.310445366,0.36322206,0.1450788,0.438385271,0.276816673,0.415225258,0.227088247,0.381272328,0.303545117,0.403835178,0.352484493,0.290393422,0.373107568,0.351185167,0.299086367,0.332087113,0.385336406,0.2872938,0.261412301
"NM1713PAR",4,140,6,8,0.447215431,0.424023556,0.43148606,0.421478395,0.414633953,0.436567238,0.300717412,0.420651913,0.382947499,0.411177533,0.534611856,0.336434109,0.434358715,0.326491373,0.359751844,0.158929043,0.446656883,0.266708244,0.40412209,0.234271952,0.389566541,0.292449226,0.419325322,0.334711353,0.270881722,0.378849739,0.361946073,0.279030977,0.295455147,0.435906385,0.289082731,0.339127075
"AFX_149092",4,141,6,7,0.426561235,0.407735939,0.428998305,0.42065401,0.415098224,0.451256535,0.356924683,0.410390848,0.394563869,0.4412216,0.568191102,0.345918833,0.419144603,0.305259725,0.357107035,0.161683307,0.415889356,0.294597712,0.446022087,0.30674364,0.382245667,0.28088362,0.430247164,0.351115235,0.272428291,0.37723939,0.318412564,0.319995519,0.325991367,0.350435765,0.292267181,0.267092235
"NM1705PAR",3,142,6,6,0.44067173,0.407666522,0.432705036,0.420184521,0.415662184,0.435620943,0.378701678,0.421090135,0.360494938,0.436523439,0.579872786,0.337004104,0.411609313,0.286145385,0.334902367,0.170808318,0.413461728,0.296889327,0.44123518,0.311230923,0.365688899,0.285845373,0.404798491,0.365711273,0.272473754,0.361170876,0.32055082,0.330721765,0.33575212,0.368962312,0.285527043,0.280901959
"DONA_ANA",3,143,6,5,0.426778363,0.397822095,0.424536012,0.412373579,0.397597379,0.435363827,0.413292879,0.407386067,0.391065422,0.424973199,0.559492886,0.371819425,0.405873529,0.281063559,0.347332894,0.189591826,0.421103947,0.322083447,0.433473661,0.335947337,0.382150971,0.266939514,0.38612528,0.340229048,0.309333942,0.373042722,0.325469037,0.295449951,0.358151992,0.34918652,0.294822059,0.254579867
"NUMEX_BILL_MELTON_FG2011",2,144,6,4,0.449387238,0.424206866,0.436324093,0.419523606,0.409813522,0.448232943,0.404030483,0.410190964,0.363875852,0.427837921,0.528669072,0.409553124,0.433739483,0.274420962,0.317747953,0.229970009,0.441736932,0.283552215,0.406643535,0.279440917,0.373799401,0.315277201,0.360305505,0.347074221,0.309505384,0.345249232,0.336937711,0.285717569,0.282448576,0.402598517,0.287527556,0.276350361
"SW_8888",2,145,6,3,0.437932062,0.40779525,0.424847744,0.418108,0.416016938,0.444106113,0.345615838,0.400093715,0.382571594,0.431891794,0.52043901,0.401459188,0.410407921,0.321976689,0.333784031,0.200429817,0.422666572,0.305609421,0.421544049,0.318655285,0.366306462,0.323224476,0.397769529,0.361761438,0.295762719,0.364767037,0.342151657,0.331283098,0.346799964,0.366378279,0.290834705,0.259207638
"DONA_ANA",1,146,6,2,0.440419355,0.406305098,0.428300815,0.424757959,0.422394937,0.441189773,0.375940842,0.348827261,0.403351936,0.456472029,0.518853477,0.396853625,0.390828171,0.32856951,0.348229952,0.20790153,0.4209732,0.332299445,0.448711592,0.341054022,0.377641744,0.263686928,0.397405265,0.386130675,0.308567508,0.374922895,0.332801424,0.362373115,0.411219581,0.360334384,0.321899398,0.275887543
"AFX_149092",1,147,6,1,0.433034685,0.397502506,0.414195254,0.412107023,0.416588567,0.439553729,0.411123434,0.37916392,0.369587173,0.425821662,0.466377385,0.400638395,0.370954,0.343964103,0.351296934,0.264096992,0.408268056,0.326447952,0.424505306,0.354666456,0.378622136,0.323965989,0.392728615,0.369252424,0.376441183,0.387424993,0.341347875,0.354334055,0.37417238,0.370930526,0.299170487,0.265493088
"NUMEX_BILL_MELTON_CA_2019",1,148,7,1,0.433437525,0.407709309,0.424299398,0.412848764,0.398745731,0.420279342,0.358119945,0.363252458,0.3630748,0.437555888,0.495224241,0.368262654,0.387922667,0.322178063,0.35279853,0.221633303,0.417431791,0.344279244,0.44600358,0.359779058,0.36183737,0.329436723,0.436572904,0.396128801,0.331540037,0.381280772,0.319100203,0.347535487,0.346478392,0.367723194,0.288425256,0.259091911
"NM170506PAR",1,149,7,2,0.437237118,0.421475428,0.432098086,0.429233986,0.41730658,0.435439967,0.423317816,0.394177597,0.362815416,0.457420146,0.488321233,0.379594163,0.391327736,0.310094036,0.334638675,0.233396531,0.409091855,0.303476657,0.453334396,0.314996699,0.356715941,0.282264024,0.439054015,0.396796697,0.291994747,0.37477038,0.323393554,0.348178058,0.345902316,0.356720757,0.296016527,0.273237454
"SW_9720",2,150,7,3,0.430527043,0.408013058,0.425070511,0.418518519,0.410904588,0.433446821,0.429215373,0.426456514,0.326311107,0.457112459,0.500823475,0.384944783,0.398322454,0.279962827,0.307333307,0.242576686,0.419393548,0.270772838,0.420233586,0.328192927,0.342202252,0.309064757,0.411887742,0.374618857,0.277570931,0.350784584,0.328593844,0.322352351,0.323316366,0.356413117,0.275607259,0.24807228
"AMERISTAND_803T",2,151,7,4,0.425178854,0.399594249,0.419931909,0.413927047,0.386825588,0.429316293,0.430826761,0.360083004,0.357884477,0.447906825,0.487586793,0.387984496,0.391560125,0.309424089,0.32287322,0.257805163,0.412140362,0.306406966,0.428749375,0.306640218,0.356060176,0.279564496,0.429301662,0.409550846,0.296158001,0.358207412,0.357955553,0.353615038,0.300569249,0.346043659,0.288398092,0.252360048
"SW_8421S",3,152,7,5,0.4250647,0.409897121,0.428168003,0.426878106,0.398536376,0.447380092,0.43775453,0.372345629,0.347288217,0.432270782,0.451371341,0.417305062,0.389407071,0.273952773,0.34097265,0.238250354,0.407850833,0.310411504,0.442909312,0.32830405,0.362528582,0.265830861,0.413519793,0.378573572,0.298749548,0.365071076,0.316641981,0.326745498,0.296679418,0.3371864,0.284044859,0.248115488
"NM1713PAR",3,153,7,6,0.445329871,0.417630097,0.437454854,0.418266646,0.404113721,0.43369535,0.444811558,0.401445867,0.387909645,0.414541788,0.515670992,0.444642043,0.420882442,0.297885593,0.358241722,0.219777478,0.438299181,0.282678035,0.437814131,0.326509348,0.376684972,0.285545291,0.395003607,0.343185804,0.29284141,0.367964734,0.327048677,0.325641541,0.281745509,0.405128304,0.299422723,0.302010257
"NUMEX_BILL_MELTON_FG2011",4,154,7,7,0.434609467,0.414831692,0.424372679,0.42303163,0.402527713,0.427484717,0.421600285,0.39557296,0.375093622,0.427502428,0.537181464,0.440857273,0.420978975,0.296066096,0.340529898,0.222292711,0.433718663,0.265795022,0.441899511,0.356313232,0.360496446,0.30114226,0.41523061,0.374100583,0.289523401,0.362991437,0.366827882,0.314155898,0.268854955,0.401179529,0.293508586,0.291498467
"TMA_990",4,155,7,8,0.420208793,0.39971491,0.415674725,0.412040753,0.405542588,0.431399658,0.323108192,0.363512145,0.341795954,0.436713133,0.461989083,0.417031464,0.36630031,0.280005334,0.324448362,0.213748404,0.392533066,0.287394509,0.431408829,0.310565366,0.366670767,0.268624261,0.410740787,0.373400673,0.273765905,0.357576135,0.32966845,0.300315765,0.304873672,0.322015358,0.285466248,0.240864654
"NUMEX_BILL_MELTON_CA_2019",4,156,8,8,0.444855872,0.435853009,0.42383725,0.427700015,0.408727321,0.422152024,0.350006889,0.404005843,0.352667099,0.445243128,0.485702207,0.418513452,0.415045964,0.289991993,0.329941367,0.233829347,0.430685125,0.260117969,0.429648365,0.326869536,0.345817628,0.276489197,0.435276334,0.366407801,0.280097849,0.350789885,0.322669188,0.326978832,0.262021127,0.37985119,0.288792245,0.296192687
"NUMEX_BILL_MELTON_CA_2019",4,157,8,7,0.445146874,0.418337591,0.421303326,0.418350702,0.399573688,0.426832521,0.435606554,0.398519114,0.347147113,0.453403155,0.479200512,0.432626539,0.417449563,0.2821534,0.328768279,0.255384947,0.441433479,0.25706749,0.439203815,0.352135274,0.343721029,0.291084901,0.417831519,0.398376711,0.283791579,0.356392941,0.324001153,0.33083322,0.227221909,0.380637414,0.282869423,0.301371121
"NUMEX_BILL_MELTON_CA_2019",3,158,8,6,0.443163268,0.416212171,0.416996655,0.423454925,0.401368762,0.43344901,0.436422914,0.401840712,0.3639331,0.456042541,0.508522191,0.427360829,0.421907807,0.281370894,0.337386656,0.263880097,0.432028648,0.267213269,0.435153512,0.334752552,0.362421472,0.281969608,0.445238636,0.382206571,0.286731661,0.364709853,0.312535014,0.331269656,0.225087383,0.367757908,0.309148664,0.324234528
"NUMEX_BILL_MELTON_CA_2019",3,159,8,5,0.426831804,0.412334622,0.413220967,0.418677402,0.378736875,0.441636168,0.437958761,0.385433883,0.339389462,0.452558469,0.437468229,0.418673051,0.407935183,0.268653837,0.327079339,0.240590718,0.427684259,0.291198917,0.45094793,0.33368787,0.370309225,0.285506907,0.40873046,0.402569816,0.292620749,0.343393095,0.321234414,0.326173473,0.215761354,0.36719872,0.286235889,0.307821537
"NUMEX_BILL_MELTON_CA_2019",2,160,8,4,0.437402111,0.412065071,0.422534543,0.427654608,0.392505371,0.436752288,0.436667375,0.387158957,0.320616063,0.468079896,0.490396082,0.425900593,0.418564217,0.27803456,0.296749211,0.23554075,0.427465766,0.268757726,0.419435517,0.355114363,0.34626001,0.292313496,0.422004236,0.383893273,0.288200565,0.334806039,0.31047834,0.327666891,0.231994962,0.385439585,0.286144604,0.307433451
"NUMEX_BILL_MELTON_CA_2019",2,161,8,3,0.435849412,0.414104078,0.415302586,0.418156156,0.389923042,0.439226463,0.441085262,0.35730883,0.343578501,0.470578086,0.495318641,0.423187415,0.401757841,0.273984656,0.318656001,0.259033626,0.427421227,0.271379682,0.445908007,0.358727925,0.331820836,0.296684512,0.400226822,0.417430669,0.309934248,0.355589372,0.324210478,0.34968238,0.228917388,0.361894735,0.296436366,0.326346733
"NUMEX_BILL_MELTON_CA_2019",1,162,8,2,0.4331846,0.4163651,0.425421139,0.415985659,0.397701429,0.445176841,0.443153166,0.374769416,0.340804094,0.458518079,0.534080595,0.401869585,0.408540128,0.289942059,0.311604345,0.270970097,0.432193619,0.326458854,0.432057029,0.350389286,0.347992997,0.294708033,0.412668569,0.388975298,0.324111838,0.379019337,0.310216674,0.336411673,0.245963714,0.405016324,0.279109914,0.309154923
"NUMEX_BILL_MELTON_CA_2019",1,163,8,1,0.43790262,0.415832338,0.414336362,0.413047526,0.400150029,0.438045951,0.391910819,0.376242452,0.348964953,0.450355671,0.507219455,0.430620155,0.413360148,0.318052189,0.336034378,0.187304369,0.426130892,0.374917816,0.446630514,0.409625617,0.356919499,0.361601029,0.407504414,0.416060203,0.370793154,0.374272669,0.321127972,0.378375232,0.349361909,0.39394385,0.286219443,0.319621779
"NUMEX_BILL_MELTON_FG2011",1,164,9,1,0.443537711,0.426527057,0.414719477,0.415997807,0.409809989,0.435901127,0.439777039,0.396514276,0.353528439,0.445695784,0.487456238,0.451801186,0.42813887,0.342388501,0.351727253,0.202394195,0.431383684,0.365978199,0.449729822,0.386011998,0.384484329,0.400794034,0.415649662,0.409962123,0.339566425,0.395670496,0.320403011,0.364766518,0.309861233,0.410680157,0.298323239,0.331890427
"SW_9720",1,165,9,2,0.430575683,0.407598092,0.411328741,0.410960084,0.405235395,0.443226328,0.42050138,0.408321147,0.323630329,0.466296939,0.445868257,0.424692202,0.388060471,0.31071313,0.313496353,0.372891801,0.410585047,0.326032179,0.421250717,0.349102175,0.346141746,0.364672855,0.400943,0.390176514,0.31968605,0.3716128,0.319665484,0.328052469,0.223210105,0.366623288,0.263385611,0.316113411
"NM1712PAR",2,166,9,3,0.450147804,0.419761973,0.41055633,0.424287936,0.410109067,0.447025939,0.412517756,0.436701543,0.332280395,0.474951931,0.389357696,0.417761058,0.422070248,0.322196936,0.314412983,0.355215915,0.432442286,0.26158463,0.418232674,0.326022755,0.361883954,0.382685837,0.411374373,0.382272329,0.315032169,0.378225098,0.341123908,0.349700497,0.253459593,0.398019093,0.3006396,0.310063555
"NUMEX_BILL_MELTON_FG2012",2,167,9,4,0.444155551,0.425243911,0.40946006,0.429204594,0.407463568,0.447620202,0.404589402,0.403536027,0.32498237,0.478112582,0.411752347,0.443000456,0.43338834,0.323984843,0.315906542,0.366952903,0.42354657,0.275116832,0.420222226,0.337530681,0.368084356,0.379976396,0.419279857,0.398792987,0.28681957,0.378109057,0.338748327,0.348397944,0.236266406,0.389113461,0.30001588,0.320187578
"NM1702PAR",3,168,9,5,0.430558896,0.416224529,0.414661338,0.426584955,0.408860107,0.447670716,0.403255453,0.435458464,0.31237892,0.443334717,0.342589642,0.447058824,0.409114547,0.32460334,0.301971189,0.351271342,0.4209962,0.280532411,0.39823949,0.327773586,0.347381958,0.340007581,0.419557417,0.411541588,0.273835517,0.354624691,0.366596807,0.331058255,0.239337626,0.352201938,0.274137251,0.320097605
"AFX_779",3,169,9,6,0.438629601,0.420661524,0.419245629,0.426897258,0.410993227,0.441622707,0.409662756,0.420173903,0.354256539,0.453811221,0.351425551,0.444482444,0.413428096,0.299195085,0.365844642,0.330650952,0.425216628,0.294521778,0.440862225,0.317933792,0.373772008,0.359526857,0.419524935,0.400936553,0.286972234,0.399898016,0.313774872,0.364336,0.268291421,0.388368582,0.318258001,0.328502968
"SW_8421S",4,170,9,7,0.434728554,0.421655472,0.410496192,0.421855683,0.421902359,0.45898669,0.35750114,0.37442553,0.328736555,0.459272919,0.289869429,0.448814409,0.382810534,0.277230459,0.336026628,0.323997479,0.400665885,0.275630727,0.440413485,0.326534968,0.351353555,0.313174729,0.434901132,0.424764865,0.287201231,0.372215876,0.338588047,0.343102442,0.260785185,0.337784378,0.299125113,0.323523858
"SW_8888",4,171,9,8,0.44360761,0.426955978,0.412161531,0.424107154,0.419785272,0.45353118,0.305770151,0.384131217,0.343016074,0.461077197,0.356368743,0.444687642,0.40487335,0.306463415,0.357902177,0.319672334,0.412544511,0.273685465,0.456056883,0.294730799,0.380403475,0.323030631,0.42669983,0.410836667,0.282531163,0.373207908,0.3668435,0.379386669,0.287039957,0.367205802,0.298516726,0.32524684
"NM1703PAR",4,172,10,8,0.443772888,0.431573536,0.425401333,0.427682752,0.420366782,0.425714647,0.318785568,0.385428833,0.316499688,0.488152173,0.251513828,0.425170999,0.391259011,0.285562097,0.352980536,0.341008129,0.388315792,0.258986143,0.458005574,0.24129242,0.350175998,0.345527201,0.398548605,0.412360513,0.276420495,0.372870614,0.325862836,0.378047126,0.405254888,0.32686516,0.295097762,0.341481748
"SW_9813",4,173,10,7,0.433111727,0.411038852,0.408850519,0.415840109,0.412952128,0.424277059,0.331707361,0.378546884,0.326826837,0.48029529,0.246597779,0.448358413,0.389608073,0.26664637,0.345916447,0.358643691,0.40120637,0.26072241,0.434859304,0.300146932,0.349442301,0.346916123,0.403452591,0.408097112,0.285789255,0.368217197,0.329452908,0.37005531,0.371785914,0.342468367,0.2907218,0.339379643
