"Germplasm","Plot","Rep","Row","Range","ndvi_145","ndvi_152","yld2","ndvi_160","ndvi_165","ndvi_173","ndvi_179","yld3","ndvi_192","ndvi_201","ndvi_206","yld4","ndvi_263","ndvi_270","ndvi_278","yld5","ndvi_299","ndvi_307","yld6"
"SW_1011","300","1","1","1",-0.696400825665811,-0.92305504155713,-0.820808321045235,-0.531815855815614,-1.37107945166179,-1.59948468811633,-2.51146456758382,-2.85451967727729,-0.280515442272014,0.986934858525882,1.46318379809059,-1.91969264487367,2.99609053098466,0.786573700137403,-2.56833627992837,-2.7885758151309,0.875584322819692,-2.03272155909968,-2.49313631145903
"SW_8421S","301","1","1","2",-1.19954944916236,-0.984747170865266,-1.17586018865057,-2.13425686238059,-1.86178629770297,3.22102181716241,1.7139580780264,-0.599032375506247,-1.41991781995952,-2.43335742562351,-0.636728833621743,0.116105006090792,1.03357506244614,0.65088789430276,1.52123601920883,1.26937996056319,1.86075922926841,0.810182718938006,0.545489077958927
"NM1715PAR","302","2","1","3",-1.0633330277177,-1.00046010254654,-0.989691095938247,-2.50759336269052,-2.07426212469923,2.98984747106937,1.43581040691642,-0.155673274819957,-0.903704552443299,-1.74458883615606,-0.152967853730158,0.556342125079538,0.522713137996975,0.784078037568516,1.03951018213458,0.731012502780221,1.82827034381421,0.88828308358219,0.745231181147789
"NM170506PAR","303","2","1","4",-1.69792662454262,-0.660813604840246,-1.41439598005777,-1.83912135818077,-2.10523092493982,2.29220376079069,1.29828806802197,-0.724721562375015,-1.81354971599692,-1.30911681453093,-0.833073758192813,0.171927508298974,0.547921008023498,0.525138164289149,0.608434931787217,0.456143372227979,1.85148095106219,0.528774392389139,0.113147324902136
"SW_9813","304","3","1","5",-1.48759400938349,-0.102784787531635,-0.995644983555597,-1.18741961235047,-2.85454226333803,1.57263745153563,1.5368875736084,-0.546032137409583,-2.48828941827408,-2.5076972930804,-0.591399878933334,-0.0926448893622352,-0.256047707411181,0.17991308145874,-0.201378347659154,-0.0397049089000342,1.64658531938326,0.242091088208953,0.454089237948279
"DONA_ANA","305","3","1","6",-1.17004398236068,0.543612786265941,-1.30618818452501,-2.20734081081447,-3.03721682351726,2.26741826212562,0.934241171296469,-1.38064063307405,-2.45213994764548,-3.20052298885873,-0.456647134821778,-1.01949936404322,-0.181056569819879,0.866257483835614,-0.817597754287956,-0.731956579690543,0.764191340422824,-0.0364415469994194,-0.219624124621789
"NM1712PAR","306","4","1","7",-0.518513368408137,1.44734547425086,-0.78866156650062,-2.96808463880544,-3.14875007197068,1.97932631282052,0.403449287066412,-1.20193436519673,-0.835093161842205,-1.52566367947559,0.572366921161977,-1.48782556749969,-1.2036141173577,1.48286371851124,-1.09685846761858,-0.916125743277233,0.419131121431319,-0.256239680019315,-0.421827786693634
"NM1704PAR","307","4","1","8",-0.136291099879754,1.61632345259272,-0.83459389976867,-2.30452826220537,-2.86880731248506,2.2329426813528,0.509982943267185,-1.691670415266,-3.97291644282982,-2.77847894003665,-2.03278562236442,-1.33629579691275,-1.27118657176908,1.41703155313116,-1.33423062808317,-1.35654400583579,0.503567085882522,-0.69335546426981,-0.850206698502222
"NUMEX_BILL_MELTON_CA_2019","308","4","2","8",-0.719014894786883,-0.661764878314121,-0.233393078184059,-0.316856123263151,-2.44131317536447,-2.53927867721218,-3.16401229846806,-3.04144530569304,0.468082876457913,1.55897186246844,1.50077095874115,-1.55215909768862,3.96418606643621,0.496186414967207,-1.93631818360195,-2.59903193259483,0.94258286338188,-1.33036895572688,-2.53728836274932
"NUMEX_BILL_MELTON_CA_2019","309","4","2","7",-1.43920285752151,-0.867727773219604,-0.596682011929356,-1.97000086597192,-2.78778938927164,2.66726830928116,1.82804702605561,0.24188338825636,-0.542061472445359,-1.54440475789845,-1.52561558686514,1.2079626972257,1.56975297693716,0.259232450500563,2.32379251124846,2.00295726247241,1.94956543578552,1.59477254290637,1.12913208300009
"NUMEX_BILL_MELTON_CA_2019","310","3","2","6",-1.50580583286904,-0.959786400262443,-0.480818951681211,-1.09442711227197,-2.58081730138235,1.64980969965264,1.08030518006626,0.481607938386306,-0.45589009903504,-0.329867064267207,-0.789339712023866,1.45283374548228,0.955760324863911,0.249297722063428,1.2988811742524,0.988091221834533,1.96621624841041,1.44577870559896,1.30000986421453
"NUMEX_BILL_MELTON_CA_2019","311","3","2","5",-2.25865625481898,-0.907928784920134,-1.07966526701707,-0.874275253492926,-2.01260875492022,0.985585010601446,0.530003341796221,-0.434497411127117,-1.24339673792207,-0.244087509303549,-1.40879285448493,0.55771718625811,0.237482669335191,-0.149289423503027,0.87859602136674,0.304280886674317,1.98026801310366,1.14887891734969,0.513645048644477
"NUMEX_BILL_MELTON_CA_2019","312","2","2","4",-1.92253991573279,-0.451094986634466,-0.706062992478187,-1.21504504097005,-1.9393885370705,0.48158960782999,0.818733425350352,-0.441326738831168,-1.16329781077887,-0.3978053971598,-0.907365206925674,0.312288053390937,0.273047801621624,-0.451160052630382,0.223301126139947,-0.0959051129029713,1.81023628658541,0.851083584665358,0.593341670662501
"NUMEX_BILL_MELTON_CA_2019","313","2","2","3",-1.57517867500209,-0.00781463369721475,-0.932852263816938,-2.31957466134938,-1.53738282440054,1.16239421166128,0.274779589377494,-0.927227523091912,-0.849050695708809,-0.493398134829527,-0.830144920358885,-0.156772113217361,-0.390932431143436,0.102417267429692,-0.375871904862214,-0.518998714167963,0.943273273468332,0.541383388583365,0.0641634955631792
"NUMEX_BILL_MELTON_CA_2019","314","1","2","2",-0.947489102812573,1.08879433117017,-0.174898739627517,-2.239273816695,-1.19719433718853,1.19231945747821,0.45045577863824,-0.340844870513139,-0.675457586405047,0.379394223485922,-0.0565200379726431,-0.530958036615716,-0.697101718824943,0.723300685533846,-0.695629307867801,-0.379261068558545,0.665612200869169,0.481546621987613,0.299188481829751
"NUMEX_BILL_MELTON_CA_2019","315","1","2","1",-0.579533913280873,1.40410518956172,-0.285970139912636,-2.37781437707141,-0.916590322522653,1.54590957638602,0.651919119554691,-0.759179067143775,-4.05468953537292,-1.08767874318448,-2.38523930655265,-0.512446875059775,-0.996633081150284,0.742314040258029,-0.537177699330116,-0.527106030872756,0.769080524607977,0.16462954016941,-0.0877619302424173
"NM1703PAR","316","1","3","1",-0.206874199233722,-0.03367038679591,0.22861475600246,0.578847603871376,-0.709442698765173,-1.76291802482326,-2.74623561190244,-2.63088479616185,0.401865452792812,1.59412152397304,1.20339956173928,-1.05475355322396,2.95838898755541,0.254571225664895,-1.46178342309568,-2.29300932115391,0.878289675561698,-0.660635010635722,-1.58570554902514
"AFX_779","317","1","3","2",-0.955976562072423,-0.222501712212331,-0.279524584542603,-1.1801841810117,-0.483951083914407,2.05107315831306,1.71059180386102,1.08418633549564,-0.161629129315745,-0.35665462002794,-1.53822200497533,2.42705163118325,0.865216998974375,-0.07675100456136,2.43281886543182,2.25667894909757,1.89249758964823,1.97768537906141,1.82279446310383
"NM1703PAR","318","2","3","3",-1.01238399183788,-0.106230167592106,-0.26449995898924,0.191529998551131,-0.145121861650901,0.960465510770049,1.29386247165821,1.13814047260205,-0.128341703804664,1.19062262635735,0.0262009867347401,2.61491340265385,0.737494101061435,-0.262771016183683,1.29619759562262,1.09826413745931,1.96647421097298,1.76256114059913,1.8354926950299
"SW_9720","319","2","3","4",-1.69931517065419,-0.181648302354463,-0.736369090660635,0.53032837633614,0.397797884115378,0.145821189224537,0.561453768512191,0.185850244389231,-1.18343265084969,0.374104739052976,-1.15798559423131,1.41975077734025,0.00443887163377259,-0.759589526894177,0.867992442949466,0.507109996782052,2.02140893548699,1.58482931416266,1.29286676704659
"SW_1011","320","3","3","5",-1.3591648990547,-0.0270181927682118,-0.62061702384249,-0.221273011900528,0.358678046984962,-0.652371404852082,0.231743824300705,-0.2096606537198,-0.583967339145918,0.713209740605692,-0.655230401618167,0.538476849142464,-0.195030676907914,-0.978025162886266,0.338630463269664,0.0491876488548797,1.90294616490873,1.30774896845383,0.812876095970388
"NM1715PAR","321","3","3","6",-1.11196972142401,-0.098738318918015,-0.948670687254433,-1.23273108616989,0.294518742575073,-0.479722567142032,-0.296692354003177,-0.427698744425729,-0.959938181249534,0.525813807953073,-1.1925322619147,0.218207685652269,-0.213078852038748,-0.489177209875805,0.188886877237537,-0.21362829372039,1.07199707362738,1.10488666679966,0.298317938386738
"AMERISTAND_803T","322","4","3","7",-0.609727309975733,0.694020981045744,-0.406018654217716,-1.13694218472309,0.245003506847931,-0.113288074224069,0.176712088374469,0.0301129389261599,-1.01379045896446,0.778933660246531,-0.55031253942554,0.0969324069954886,-0.741781355509146,0.141558662755493,0.178981656649505,-0.141344233726339,0.883502616947629,1.40105818672186,0.351569238307399
