"Germplasm","Rep","Plot","Row","Range","NDVI_73","NDVI_88","NDVI_95","NDVI_101","NDVI_107","NDVI_117","NDVI_131","NDVI_138","NDVI_145","NDVI_152","NDVI_160","NDVI_161","NDVI_165","NDVI_173","NDVI_179","NDVI_187","NDVI_192","NDVI_201","NDVI_206","NDVI_215","NDVI_223","NDVI_228","NDVI_237","NDVI_242","NDVI_257","NDVI_263","NDVI_270","NDVI_278","NDVI_283","NDVI_293","NDVI_299","NDVI_307"
"AMERISTAND_803T",2,151,7,4,0.441868263,0.458074848,0.463073058,0.484027472,0.486014559,0.518209111,0.339439192,0.432934448,0.505271786,0.542260009,0.487728108,0.484610123,0.404836601,0.41803241,0.512087376,0.377238567,0.428942104,0.404462258,0.500956297,0.300945965,0.45857476,0.430443256,0.516170128,0.501978206,0.375667737,0.477992114,0.466009701,0.543888913,0.381089487,0.464862842,0.460701159,0.473411479
"SW_8421S",3,152,7,5,0.446356123,0.454146274,0.459856885,0.476142432,0.465303708,0.500641022,0.36106152,0.433301924,0.491933549,0.512911253,0.45831748,0.484610123,0.405075345,0.426270955,0.501887424,0.365272996,0.428108973,0.387760574,0.487475241,0.285071655,0.448489963,0.412316405,0.484694,0.4696243,0.331295535,0.461215761,0.468399902,0.521193825,0.371506264,0.434385014,0.446007565,0.449072388
"NM1713PAR",3,153,7,6,0.44819471,0.448471063,0.456601997,0.473953498,0.466179786,0.492295608,0.384172153,0.440142675,0.475497694,0.463493862,0.48708572,0.486798906,0.429545495,0.394445003,0.465084016,0.356409645,0.444757065,0.381507442,0.448932022,0.263776307,0.420919899,0.386685282,0.433297351,0.391345304,0.296751008,0.434330797,0.499637641,0.459228533,0.362166235,0.434092051,0.416536484,0.439480469
"NUMEX_BILL_MELTON_FG2011",4,154,7,7,0.437823557,0.438251256,0.447740864,0.466580227,0.462922297,0.493498981,0.367258806,0.419633932,0.483919988,0.484894699,0.509840375,0.488508892,0.423877641,0.400699876,0.475673044,0.362237489,0.437053384,0.377582642,0.469214532,0.269967513,0.435455685,0.358327234,0.466110351,0.443112981,0.318780627,0.439639425,0.533127783,0.480895065,0.362062586,0.411117229,0.423960152,0.420015334
"TMA_990",4,155,7,8,0.431289379,0.435389205,0.444140145,0.460397016,0.466322619,0.49741099,0.341353518,0.42259313,0.499807893,0.52403939,0.457822102,0.498996808,0.409927276,0.403447007,0.489406849,0.330332193,0.422402445,0.400151156,0.482969889,0.266505222,0.479626477,0.398446047,0.491778469,0.457400989,0.337774063,0.466605668,0.479793,0.494406281,0.366057154,0.434289256,0.453558183,0.430485528
"NUMEX_BILL_MELTON_CA_2019",4,156,8,8,0.447944853,0.463800801,0.456159764,0.47764399,0.477856671,0.500419998,0.346695011,0.428329592,0.478974522,0.526172253,0.47628657,0.509165527,0.420850382,0.389505987,0.488829018,0.345696847,0.435322045,0.384691986,0.465694854,0.253246074,0.415286047,0.360640656,0.506453434,0.458483508,0.322267429,0.423066383,0.497821126,0.520004315,0.370855457,0.415459957,0.443334054,0.435896044
"NUMEX_BILL_MELTON_CA_2019",4,157,8,7,0.454846251,0.460265645,0.45473985,0.480817808,0.483921676,0.50556462,0.338537194,0.424382277,0.493194112,0.519762536,0.495376533,0.510077519,0.424277769,0.408913772,0.496961485,0.369470942,0.445571716,0.381622105,0.476830358,0.253601365,0.441583587,0.375440333,0.499017301,0.481649037,0.338947625,0.430105951,0.507002633,0.515045743,0.361209708,0.425497358,0.441583743,0.452674652
"NUMEX_BILL_MELTON_CA_2019",3,158,8,6,0.457699668,0.468930734,0.470009558,0.491049636,0.491973745,0.529241364,0.329079727,0.425808035,0.490288972,0.505495333,0.508645995,0.513905792,0.431071134,0.414519001,0.491476289,0.373260356,0.448774475,0.369244273,0.48098324,0.265355536,0.44628281,0.36861948,0.532168481,0.462407975,0.331562482,0.439781092,0.479515715,0.509075701,0.350633289,0.427756055,0.451450862,0.467384693
"NUMEX_BILL_MELTON_CA_2019",3,159,8,5,0.449075969,0.458288215,0.454807624,0.476891133,0.465908977,0.506389587,0.329060889,0.437756123,0.498288268,0.531197907,0.474269251,0.523894209,0.410175254,0.401734674,0.488732145,0.352776165,0.433219249,0.388833369,0.485379863,0.257456057,0.452969225,0.371721125,0.475973577,0.484045429,0.347113379,0.427153429,0.481825751,0.52242752,0.344800333,0.432583079,0.439979969,0.460050762
"NUMEX_BILL_MELTON_CA_2019",2,160,8,4,0.448533026,0.457956589,0.460161678,0.483283695,0.47812123,0.501560882,0.335026282,0.434435073,0.474778075,0.534768951,0.493040894,0.534815321,0.415954089,0.392770236,0.472319883,0.35632074,0.440115398,0.381674215,0.457315633,0.27701153,0.436330115,0.367853925,0.486261927,0.459017362,0.348953023,0.422940151,0.495572114,0.508504145,0.352433212,0.420550197,0.439662319,0.459878087
"NUMEX_BILL_MELTON_CA_2019",2,161,8,3,0.450635855,0.459414309,0.460095434,0.482960661,0.490600934,0.522351426,0.321340484,0.438974708,0.502079304,0.557047362,0.476518592,0.538873689,0.409092209,0.427535268,0.512958066,0.375943429,0.434800545,0.41995044,0.491549085,0.30811714,0.453749668,0.41309559,0.467619251,0.510376537,0.369434833,0.447357822,0.533188053,0.540119805,0.348861261,0.437890724,0.452080065,0.482594207
"NUMEX_BILL_MELTON_CA_2019",1,162,8,2,0.448266032,0.454842574,0.45595907,0.475341783,0.478789257,0.519783295,0.314995227,0.429715133,0.488813279,0.536138272,0.501348339,0.541450068,0.411337124,0.413672516,0.481469981,0.389906944,0.440015502,0.412408322,0.468989075,0.313857222,0.44230415,0.370537445,0.483035048,0.46698966,0.436373433,0.43570757,0.503607412,0.505410703,0.352274218,0.422304161,0.423799017,0.463571144
"NUMEX_BILL_MELTON_CA_2019",1,163,8,1,0.451746406,0.454651027,0.452610416,0.467985169,0.476932841,0.513973851,0.346379518,0.425077855,0.48434756,0.53231593,0.493404765,0.539056088,0.417366972,0.427073519,0.486369121,0.395414006,0.439745584,0.432632063,0.474848148,0.377708453,0.44755107,0.438735963,0.494682521,0.494589688,0.417601428,0.448190177,0.490998294,0.519608257,0.371253676,0.426517698,0.456890278,0.48658772
"NUMEX_BILL_MELTON_FG2011",1,164,9,1,0.453898962,0.463285412,0.458208674,0.471973268,0.488933025,0.501511883,0.40756279,0.442163581,0.473548866,0.520709444,0.470812751,0.530825353,0.407153836,0.426528695,0.483724263,0.363494038,0.438110258,0.428265864,0.457174609,0.341725042,0.44357422,0.451279544,0.468034323,0.473147456,0.404928638,0.436301833,0.446799442,0.492603543,0.368883349,0.438935091,0.442983013,0.47816931
"SW_9720",1,165,9,2,0.44116219,0.444881132,0.443694548,0.463377759,0.470738641,0.505983044,0.292733487,0.440960723,0.467358899,0.529212586,0.42894611,0.529069767,0.41215208,0.429423537,0.484248126,0.360324561,0.434604426,0.426829539,0.465351048,0.319678401,0.440012368,0.438643345,0.478702317,0.47212911,0.416997213,0.42965469,0.497714609,0.483688453,0.319861303,0.426967913,0.439279938,0.450347875
"NM1712PAR",2,166,9,3,0.457010948,0.458588901,0.454252617,0.474893017,0.481959642,0.505041506,0.317473846,0.449577601,0.443859681,0.517180033,0.354059493,0.518445052,0.415366916,0.415802628,0.468899553,0.357138264,0.437056625,0.376346411,0.464495164,0.285796017,0.438691619,0.442289252,0.477195042,0.460663304,0.387371786,0.43788293,0.540685267,0.519280637,0.361784565,0.437299655,0.425381406,0.461504899
"NUMEX_BILL_MELTON_FG2012",2,167,9,4,0.457846311,0.46656744,0.462618082,0.48421002,0.489328869,0.509270999,0.320140369,0.421740281,0.472332798,0.532602836,0.491353706,0.520383037,0.411963984,0.411567156,0.481674215,0.348736143,0.436175941,0.368701736,0.468712655,0.284689991,0.441659203,0.450548995,0.46730274,0.461052056,0.357049657,0.448028297,0.510769314,0.504710377,0.336731626,0.43643324,0.433856294,0.467356495
"NM1702PAR",3,168,9,5,0.446090686,0.446838613,0.441599687,0.454972291,0.46027012,0.481521481,0.302813563,0.425257631,0.423168908,0.491303213,0.476841111,0.531782946,0.416020688,0.402260267,0.453375973,0.352515649,0.431665517,0.379780324,0.467561031,0.294894162,0.443936397,0.450376338,0.477255102,0.472185521,0.368220793,0.456528991,0.46219495,0.514656605,0.33303075,0.437324608,0.440713381,0.471728468
"AFX_779",3,169,9,6,0.456911674,0.468406039,0.46865353,0.483627735,0.495267285,0.512838469,0.339150026,0.436599076,0.475885555,0.524158826,0.447835334,0.522982216,0.419633172,0.417343376,0.51430164,0.352248037,0.429434119,0.395814185,0.493972709,0.285442833,0.441942807,0.448396908,0.478082328,0.466964661,0.337014489,0.465991112,0.474120479,0.5403501,0.351898247,0.445109914,0.438867228,0.499338392
"SW_8421S",4,170,9,7,0.441269556,0.459022831,0.455538571,0.474919975,0.495494709,0.524540702,0.337959639,0.427969497,0.502892745,0.541713179,0.42085174,0.523552212,0.402547025,0.423298354,0.520871529,0.366733375,0.436324159,0.431588381,0.520255574,0.304170328,0.474227841,0.453738889,0.521063383,0.500423895,0.380041506,0.492035769,0.506377015,0.554866168,0.361231134,0.464861715,0.461151025,0.482089143
"SW_8888",4,171,9,8,0.448729662,0.463252629,0.460793007,0.485374395,0.498859691,0.527607069,0.332918574,0.431527919,0.500986877,0.547264589,0.447573782,0.542248062,0.410615359,0.420051687,0.523223218,0.349279235,0.43616336,0.428123793,0.509487843,0.297226394,0.480798945,0.416702227,0.511906479,0.477888643,0.335151165,0.479869161,0.542137215,0.556685759,0.380382381,0.414201842,0.449530704,0.471467069
"NM1703PAR",4,172,10,8,0.460299537,0.468652853,0.464079977,0.477726788,0.499891325,0.472498506,0.329465431,0.436990811,0.496619896,0.53697089,0.396542288,0.551983584,0.405534478,0.409518993,0.521657326,0.320182349,0.424917951,0.421799058,0.50250169,0.250114961,0.458118377,0.449110807,0.442308336,0.498077982,0.32195983,0.482949027,0.520319752,0.560331259,0.410645477,0.451271612,0.458289492,0.498241056
"SW_9813",4,173,10,7,0.439582386,0.456309901,0.458384805,0.483288298,0.504059352,0.488713563,0.329571889,0.428632703,0.49110129,0.543735405,0.390526727,0.522138623,0.403054913,0.416743944,0.510463916,0.332598028,0.426181271,0.398749725,0.495796251,0.278599509,0.451139545,0.456746795,0.493198665,0.485854963,0.327197959,0.455356788,0.518903701,0.533045957,0.373946629,0.44411153,0.449520013,0.48614546
"TMA_990",3,174,10,6,0.410803469,0.452150756,0.452420201,0.472404842,0.498249249,0.4959705,0.34262877,0.427725085,0.511234589,0.562072254,0.398770599,0.486092111,0.397933294,0.396630838,0.517767541,0.331221947,0.419982006,0.401091912,0.502204668,0.291534728,0.457485065,0.462178011,0.518441487,0.495161963,0.345070507,0.470475443,0.468514698,0.543641629,0.331905075,0.482655868,0.474080911,0.506053648
"NM1704PAR",3,175,10,5,0.459244881,0.465283207,0.466856273,0.489040436,0.497972191,0.490716878,0.311751444,0.436821003,0.487214981,0.5551007,0.474158136,0.482398541,0.413626666,0.420732811,0.515811561,0.285688547,0.447733669,0.39389904,0.49149997,0.272899129,0.454310806,0.454696856,0.463569042,0.495095684,0.357780606,0.475143921,0.493021717,0.531055648,0.329622546,0.454211662,0.453997239,0.493490556
"MESQUITE",2,176,10,4,0.449591625,0.445003639,0.442995082,0.459275407,0.468467026,0.516910316,0.318777666,0.429300478,0.460374162,0.527234865,0.486998882,0.483173735,0.412688595,0.412213079,0.471795257,0.293996057,0.449652089,0.388086711,0.459951883,0.288078089,0.446418952,0.460658003,0.5052292,0.444959096,0.385420713,0.444240095,0.535277938,0.475888743,0.324053751,0.437729161,0.430756836,0.449054839
"TMA_990",2,177,10,3,0.436124405,0.437090473,0.43179252,0.451814289,0.464930309,0.520207949,0.301255628,0.429179368,0.501386896,0.549527039,0.33673654,0.47754218,0.39007209,0.410582649,0.518126399,0.313268428,0.436937292,0.413638455,0.495243252,0.289585269,0.470822302,0.493715132,0.505787659,0.504521724,0.365714218,0.459849966,0.550459775,0.534731667,0.336445284,0.45567082,0.452498609,0.478716975
"AMERISTAND_803T",1,178,10,2,0.448779314,0.445071092,0.443008307,0.453402034,0.468197917,0.518674176,0.288266572,0.422555713,0.456529193,0.518465496,0.409883928,0.470451436,0.403924745,0.452157735,0.502903474,0.307471529,0.433980148,0.415761483,0.483576576,0.334646174,0.443592267,0.466075332,0.492461966,0.490927081,0.388215286,0.452573383,0.505927023,0.522963094,0.317785721,0.441647825,0.434303655,0.479580283
"NUMEX_BILL_MELTON_FG2012",1,179,10,1,0.453144767,0.452088337,0.443325333,0.450471934,0.466074835,0.522706284,0.410729915,0.425918431,0.429315306,0.482089653,0.477198376,0.467419061,0.406875144,0.419010227,0.456641554,0.279589993,0.436800391,0.424987943,0.444970692,0.362143309,0.435926279,0.44737089,0.522913568,0.427028535,0.409442025,0.413507304,0.47345121,0.484559603,0.381735057,0.425979587,0.411545732,0.454025937
"NUMEX_BILL_MELTON_CA_2019",1,180,11,1,0.444238465,0.44868852,0.446359509,0.463508185,0.481002135,0.489202805,0.407670088,0.428131522,0.455766636,0.502881502,0.486539781,0.563315093,0.415537666,0.410500681,0.467683924,0.302813037,0.435767429,0.396402919,0.459499291,0.317423825,0.442964534,0.44927745,0.456837161,0.441124118,0.382481752,0.421095347,0.461849512,0.496564022,0.375101614,0.422700853,0.44112048,0.452138119
"NUMEX_BILL_MELTON_CA_2019",1,181,11,2,0.450476357,0.45048951,0.445087329,0.46392444,0.48283136,0.499050674,0.340623523,0.43771386,0.47506957,0.534565999,0.490421482,0.565640675,0.419327958,0.425943883,0.497558582,0.314099686,0.448812645,0.414288354,0.469847736,0.29833234,0.446575763,0.455686237,0.472268596,0.461814341,0.346655048,0.437926243,0.465926443,0.513691095,0.330690211,0.429909123,0.432950083,0.474218764
"NUMEX_BILL_MELTON_CA_2019",2,182,11,3,0.448494662,0.451888697,0.442865675,0.468124587,0.47874669,0.496812568,0.325238822,0.42747354,0.488850517,0.535547482,0.451867474,0.574076607,0.420897708,0.409304896,0.487409374,0.33450849,0.445501153,0.394534008,0.484642517,0.25212226,0.445344572,0.450176688,0.460272706,0.451247405,0.335348336,0.442622741,0.470320258,0.494980293,0.362620023,0.422639743,0.429330273,0.448645951
"NUMEX_BILL_MELTON_CA_2019",2,183,11,4,0.456737547,0.453201379,0.452366825,0.464367549,0.479082241,0.491242921,0.354150756,0.435949263,0.470200843,0.5179372,0.484736291,0.577656179,0.419362701,0.404288665,0.451871624,0.315280595,0.450332395,0.339256709,0.436117348,0.264493857,0.431494257,0.441830065,0.422839222,0.426865455,0.327894343,0.42070524,0.446225876,0.457368837,0.37213129,0.424363223,0.413977356,0.430961897
"NUMEX_BILL_MELTON_CA_2019",3,184,11,5,0.454293733,0.459934697,0.460326363,0.479602854,0.492731241,0.511169651,0.358239624,0.430032577,0.486093527,0.535516218,0.474209068,0.580072959,0.422679697,0.409147445,0.499816506,0.303459939,0.448187616,0.376641702,0.481834666,0.267669241,0.447789238,0.456422839,0.466699381,0.465560736,0.334030763,0.453434081,0.449985169,0.515344403,0.348736372,0.432895658,0.434275012,0.442389418
"NUMEX_BILL_MELTON_CA_2019",3,185,11,6,0.440191433,0.468990635,0.475085038,0.512828456,0.53493306,0.556223406,0.3654793,0.441772052,0.541109203,0.566826607,0.453834089,0.577086183,0.415522433,0.425322904,0.534184388,0.304960919,0.438484454,0.403737705,0.505955624,0.303730454,0.461373794,0.462075006,0.504945371,0.494428865,0.326060499,0.481063137,0.434536237,0.574325011,0.348887391,0.444605615,0.456029721,0.495379989
"NUMEX_BILL_MELTON_CA_2019",4,186,11,7,0.447667051,0.462127415,0.468243111,0.497587398,0.524785694,0.538944093,0.359115565,0.42435155,0.512366915,0.547929747,0.438510012,0.578590971,0.409961589,0.403963874,0.518247065,0.30789662,0.430987575,0.377648611,0.491608815,0.284326674,0.446096638,0.445092849,0.494391444,0.481639379,0.318594196,0.483792354,0.490337146,0.555397177,0.388897076,0.437221839,0.447045149,0.503483284
"NUMEX_BILL_MELTON_CA_2019",4,187,11,8,0.454659528,0.457858912,0.454802648,0.468095976,0.489597371,0.499658862,0.367672892,0.427336076,0.502716749,0.535019366,0.46301029,0.585499316,0.40603006,0.399769058,0.512546478,0.30742115,0.43869236,0.394195092,0.492210749,0.280503962,0.466563165,0.461628584,0.488881031,0.469684125,0.315821725,0.470258749,0.515587173,0.515300071,0.370413165,0.421658868,0.444197383,0.472356603
"NM170506PAR",4,188,12,8,0.458251796,0.459420312,0.460314402,0.475864636,0.502740066,0.526848842,0.395597248,0.426525855,0.531010019,0.549159426,0.454879929,0.593182855,0.399143933,0.422560472,0.536295114,0.358011941,0.44410487,0.425460445,0.513405381,0.274159035,0.456318994,0.448409173,0.498041537,0.501547978,0.336549681,0.482080796,0.533651902,0.541502369,0.364857436,0.450571493,0.455914968,0.496302277
"NUMEX_BILL_MELTON_FG2012",4,189,12,7,0.46078104,0.466835945,0.479462174,0.507742597,0.53572382,0.486797835,0.413139509,0.439830865,0.533919177,0.558571706,0.455182606,0.60250798,0.408306676,0.425838943,0.524097678,0.359920615,0.444579114,0.386171398,0.492311146,0.296922306,0.44443586,0.442446693,0.409715718,0.508964646,0.324633162,0.468957027,0.50940836,0.558459881,0.370116349,0.449240866,0.445484985,0.497543904
"AMERISTAND_803T",3,190,12,6,0.432243714,0.460946339,0.47316836,0.499512016,0.534125185,0.478460166,0.374734839,0.460204899,0.554175279,0.56702365,0.45467201,0.595371637,0.410703112,0.435629985,0.542205924,0.36332256,0.444473224,0.426101105,0.510497095,0.30261372,0.46529999,0.463919854,0.448525639,0.495154319,0.354692899,0.480182394,0.490610516,0.567354911,0.362897,0.485317138,0.471224645,0.503362041
"NM1701PAR",3,191,12,5,0.451373536,0.459714842,0.46601235,0.488547695,0.509652776,0.500347536,0.351711608,0.427943751,0.503631585,0.534502897,0.458699726,0.585864113,0.409107817,0.412249223,0.502420906,0.352059329,0.444031856,0.372250402,0.467980453,0.272137497,0.431915395,0.42971914,0.452732911,0.446116473,0.342404996,0.440474572,0.476402743,0.507144216,0.355748568,0.431201262,0.425367682,0.443538598
"NM170506PAR",2,192,12,4,0.457978377,0.457849922,0.459323334,0.475235488,0.493684307,0.515940528,0.355147182,0.436407529,0.496654143,0.517204329,0.477361154,0.582330141,0.405104947,0.431511807,0.483350724,0.351743197,0.451242791,0.385532063,0.467483156,0.262712131,0.445465461,0.457526701,0.452674211,0.458268964,0.383392286,0.456854263,0.45903117,0.499410637,0.32510539,0.457044496,0.432797633,0.456055333
"NM1702PAR",2,193,12,3,0.453337828,0.449630637,0.449447344,0.456427814,0.473567307,0.556437806,0.325694582,0.424282234,0.44767628,0.497145426,0.506065305,0.584176927,0.419510783,0.417325166,0.453740938,0.371997243,0.451365733,0.392847415,0.461060447,0.273558029,0.43706381,0.445370699,0.501806178,0.446869701,0.389968786,0.41806382,0.465315479,0.478781243,0.322888313,0.431316326,0.431433899,0.452141037
"NM1713PAR",1,194,12,2,0.457794655,0.463361091,0.455102547,0.471330778,0.48561498,0.545460898,0.357510194,0.443649841,0.443235132,0.485640339,0.49541357,0.596899225,0.42517941,0.411884174,0.456085981,0.357550341,0.450746201,0.378173086,0.435410471,0.320529884,0.430419549,0.436223937,0.502498528,0.392357069,0.371877705,0.388741291,0.447609778,0.425730125,0.362065373,0.434892141,0.425546187,0.421464282
"NM1705PAR",1,195,12,1,0.450485794,0.465485116,0.462183784,0.477907833,0.503427684,0.509685214,0.386715698,0.444863583,0.529983424,0.550367756,0.472645469,0.603875969,0.402694794,0.468378489,0.523842073,0.358831784,0.446423969,0.425201927,0.502788268,0.341808684,0.457976984,0.475961106,0.507001451,0.484771677,0.400968935,0.444788537,0.435790634,0.538312387,0.346920509,0.452363727,0.450277829,0.505621173
"SW_9812",1,196,13,1,0.456614738,0.450883031,0.448243299,0.462610031,0.47605717,0.466063867,0.308884027,0.432272615,0.441966175,0.500802422,0.498362657,0.615275878,0.419028308,0.403951551,0.438384326,0.350679003,0.448332197,0.43010503,0.451664686,0.310753749,0.436997707,0.43928418,0.440958457,0.411402148,0.382615782,0.424214594,0.44351276,0.440069783,0.316046047,0.449661319,0.436572111,0.44173652
"NM1712PAR",1,197,13,2,0.449888738,0.459965776,0.457777018,0.484171786,0.505136977,0.516731914,0.306490062,0.427048728,0.52970722,0.541308239,0.494990666,0.612950296,0.403740546,0.457490927,0.504349353,0.391165291,0.442300335,0.40847271,0.492509027,0.322364734,0.456561919,0.470286257,0.468508755,0.47166663,0.372305664,0.460935365,0.473655865,0.497849527,0.3174206,0.447376814,0.446311541,0.483943383
"AFX_779",2,198,13,3,0.46149973,0.468217581,0.477431264,0.493718005,0.504612439,0.49917568,0.303449769,0.444651782,0.507751339,0.528682146,0.493986176,0.608002736,0.412623058,0.421848314,0.480492603,0.387793999,0.45293497,0.401196686,0.471591397,0.294915637,0.44783849,0.44924967,0.454947258,0.446881476,0.391421211,0.452859785,0.439102428,0.499887967,0.303778203,0.457811147,0.444403791,0.492026562
"SW_8421S",2,199,13,4,0.457502006,0.460975518,0.469280724,0.489512913,0.498769067,0.496777882,0.315749982,0.429676429,0.513344925,0.526859508,0.421711614,0.600638395,0.403502447,0.412409872,0.468719291,0.378092287,0.443471473,0.36759116,0.463820047,0.236646156,0.443742501,0.454588868,0.442835686,0.448640107,0.365388831,0.455418656,0.461657515,0.481673678,0.319277213,0.440304212,0.431564174,0.466553026
"SW_1011",3,200,13,5,0.462517674,0.468783582,0.473176704,0.492443918,0.504390742,0.503829802,0.366663714,0.442323179,0.510599908,0.516652396,0.385989004,0.594436845,0.40597747,0.431149616,0.476219149,0.371886001,0.435992312,0.364569139,0.476066856,0.265286385,0.44573873,0.442114547,0.438867065,0.438352479,0.322175469,0.449799907,0.470174785,0.470625607,0.331786643,0.426333874,0.424370566,0.431264371
"SW_9813",3,201,13,6,0.439993417,0.465181831,0.478180721,0.506204915,0.537829633,0.545802036,0.37489978,0.448338622,0.546969255,0.552989649,0.403079279,0.593821249,0.402581438,0.453854836,0.517318321,0.36094397,0.437536005,0.41653981,0.513763702,0.326633304,0.469831413,0.465533619,0.49104968,0.488898671,0.348755804,0.491654079,0.475549353,0.557591463,0.342910622,0.463340814,0.475873354,0.477893028
"SW_9812",4,202,13,7,0.412493419,0.469314343,0.477590979,0.510723813,0.542587558,0.558024735,0.416050415,0.453351218,0.566051844,0.56226779,0.411219118,0.595064233,0.40226243,0.470986537,0.544158578,0.379117615,0.439787019,0.419465939,0.529160418,0.326622378,0.489840795,0.487137869,0.512127,0.510340311,0.361874911,0.523559911,0.520522574,0.545569983,0.339557116,0.476789693,0.478154745,0.505963181
"DONA_ANA",4,203,13,8,0.450629207,0.464057265,0.476692398,0.505225798,0.540222732,0.553141037,0.414417,0.449575026,0.571767016,0.570510189,0.406229074,0.598996808,0.40430115,0.453946947,0.546076159,0.357971103,0.449125883,0.459041764,0.53936195,0.306640658,0.494360408,0.490754346,0.553145253,0.541139921,0.374264811,0.530593317,0.54604051,0.569253276,0.395273806,0.461414908,0.466029148,0.502251121
"NUMEX_BILL_MELTON_CA_2019",4,204,14,8,0.449132262,0.445121277,0.44722517,0.456518102,0.487916943,0.517350542,0.410848941,0.425975586,0.466103697,0.503758343,0.40624391,0.601823985,0.418866217,0.400222595,0.463819495,0.374360285,0.442926353,0.366465879,0.473318968,0.268836309,0.415192716,0.407745256,0.467494259,0.481972704,0.335505826,0.461714265,0.508310328,0.517587353,0.360855561,0.41696923,0.424339337,0.419217986
"NUMEX_BILL_MELTON_CA_2019",4,205,14,7,0.460535068,0.458245178,0.454497264,0.478378118,0.51307231,0.50529589,0.426934972,0.427457159,0.505221284,0.533687955,0.421035047,0.614090287,0.421720923,0.398348416,0.491123743,0.3673331,0.450824325,0.366345875,0.490477709,0.267651246,0.445176444,0.438559126,0.442317626,0.49698908,0.336086746,0.459474477,0.470780707,0.520296414,0.347194059,0.438082359,0.43568439,0.457104341
"NUMEX_BILL_MELTON_CA_2019",3,206,14,6,0.455520237,0.476277153,0.486488177,0.513015992,0.550315496,0.512623444,0.376671095,0.451636399,0.540211694,0.554449632,0.446364117,0.614090287,0.421395044,0.427135452,0.506899435,0.378057725,0.443223736,0.396835692,0.488376751,0.318852522,0.463002785,0.429580261,0.446374995,0.484125498,0.349498729,0.449873545,0.480512565,0.545153645,0.332425234,0.446608712,0.463983177,0.488656333
"NUMEX_BILL_MELTON_CA_2019",3,207,14,5,0.458349282,0.464656863,0.465452043,0.487466657,0.517738393,0.496388082,0.366715471,0.434611405,0.498156935,0.50762455,0.435824461,0.611559508,0.417274676,0.380157635,0.452076184,0.380851596,0.441843816,0.338025283,0.450353366,0.226179207,0.445934251,0.417536524,0.412214567,0.42780169,0.316610269,0.424320845,0.474710871,0.470686953,0.34212812,0.414409511,0.42617539,0.464650818
"NUMEX_BILL_MELTON_CA_2019",2,208,14,4,0.457284348,0.4554397,0.4629976,0.481430812,0.503470423,0.50339457,0.309590739,0.449440119,0.484603419,0.500443165,0.491639429,0.621477428,0.413226603,0.413929443,0.430660136,0.396454977,0.448999635,0.327043523,0.421879025,0.20220098,0.438946681,0.454937921,0.427971645,0.41601126,0.353552532,0.38899326,0.4421928,0.453249056,0.334045807,0.418066713,0.398923241,0.461820624
"NUMEX_BILL_MELTON_CA_2019",2,209,14,3,0.465781652,0.46895634,0.471365305,0.489708268,0.514926784,0.564940436,0.31578741,0.443023631,0.491600099,0.518168541,0.513800625,0.624874601,0.410522167,0.424659898,0.458902434,0.412994988,0.451442204,0.356606019,0.444339818,0.27622663,0.443757607,0.448422831,0.47788218,0.452896251,0.382910609,0.4219283,0.454623534,0.47328891,0.366940825,0.429721498,0.42393613,0.473710806
"NUMEX_BILL_MELTON_CA_2019",1,210,14,2,0.458241691,0.465757847,0.456012326,0.470154454,0.501757221,0.516651332,0.309571331,0.438207559,0.490499586,0.521937096,0.508262766,0.622379986,0.416404517,0.428143604,0.462599253,0.360929246,0.451987069,0.368643158,0.451219695,0.280131152,0.435963257,0.445271911,0.484211416,0.44928736,0.383385812,0.415906111,0.44074046,0.47141887,0.347840455,0.427419589,0.426253555,0.465913778
"NUMEX_BILL_MELTON_CA_2019",1,211,14,1,0.456826557,0.466171665,0.463763273,0.480425084,0.517849062,0.491584371,0.37145305,0.420340932,0.5025696,0.531387391,0.49522629,0.621751026,0.41534539,0.441381194,0.487014082,0.407310684,0.44778093,0.390858358,0.47255525,0.299752182,0.439063305,0.451502564,0.487788749,0.46505007,0.384686867,0.430442959,0.439134071,0.477527879,0.336767493,0.440367687,0.438577798,0.498041499
"NM1701PAR",1,212,15,1,0.458381551,0.461751147,0.460483596,0.470682119,0.509991502,0.53355773,0.399978435,0.429568014,0.50725628,0.517645157,0.503509132,0.577108983,0.40992543,0.423206092,0.481362109,0.406414633,0.443200654,0.378809818,0.468557241,0.24539378,0.438061952,0.445460394,0.463737611,0.464651718,0.351860612,0.418098048,0.466735094,0.488226001,0.41338197,0.419373686,0.415844532,0.464804479
"NM1715PAR",1,213,15,2,0.458816097,0.466143622,0.465238206,0.471810389,0.50307383,0.510637571,0.325841036,0.431921617,0.481428681,0.49806082,0.507040457,0.579092567,0.419770727,0.428147004,0.446182541,0.339499336,0.451185743,0.362451655,0.440404529,0.259085759,0.427369787,0.434648029,0.428619818,0.422389787,0.412318676,0.423406513,0.441821133,0.469988962,0.403493938,0.456237904,0.443762983,0.437925241
"NM1703PAR",2,214,15,3,0.456754146,0.461542092,0.470272784,0.469910819,0.512559869,0.526938095,0.313575733,0.426540445,0.515374203,0.529094304,0.494119625,0.576789786,0.406273093,0.451512136,0.487229494,0.444671918,0.448823363,0.387929285,0.475252158,0.249718415,0.443136763,0.448042875,0.469682014,0.479526864,0.389173002,0.462687509,0.42450359,0.527080066,0.437102304,0.447124873,0.445456719,0.497124148
