"Germplasm","Plot","Rep","Row","Range","ndvi_145","ndvi_152","yld2","ndvi_160","ndvi_165","ndvi_173","ndvi_179","yld3","ndvi_187","ndvi_201","ndvi_206","yld4","ndvi_237","ndvi_242","yld5","ndvi_257","ndvi_263","ndvi_278","yld6","ndvi_293","ndvi_299","ndvi_307","yld7"
"NM170506PAR","149","1","7","2",-0.0135152408747,0.00159318336042141,-0.516055655387391,0.0334914501848819,0.0170089334453944,0.00937025310960425,0.0154759729162274,0.11214329981762,-0.0178811171899701,0.0143725040282957,0.0135334979973034,0.196692732135442,0.0184578776130236,-0.0101236335494166,0.178880097798393,0.0520226474416712,0.0167154796743928,0.00136554569104648,0.277074552109078,0.0144296236667287,0.00262030908705009,-0.0287041687733776,0.0526835697913651
"SW_9720","150","2","7","3",-0.0159311000799959,0.00528733483584975,-0.373140055206621,0.0680404870224799,0.00544443824302792,0.0149841689986615,0.0241355784917964,0.335004301481093,-0.0235531464310474,0.0204014331919733,0.0224347272281783,0.333537759037331,0.0193699880512366,0.00403586088405076,0.419789553904359,0.0262789382474496,0.0191275951814947,0.0197634962551545,0.349328428427216,0.0159531130437636,0.00511781983507128,-0.0288955420622694,-0.0150420907190169
"AMERISTAND_803T","151","2","7","4",-0.0195589847178224,-0.00115845045979222,-0.724606842517268,0.0681491988861757,0.00819382187440439,0.0113624955750818,0.014793117336627,-0.00180378116174567,-0.0175550466774752,0.0120885190363467,0.017220263696402,0.117749875292777,0.0216534816445992,-0.0045664087356788,0.205189204094224,0.0188398385993431,0.0145392865874325,0.00936026321252492,0.0315317081073826,-0.000984146542927622,-0.0057008736249947,-0.0419553814702862,-0.241228870954746
"SW_8421S","152","3","7","5",-0.0305178718846223,-0.0285633853209609,-1.12704906431282,0.0656212657599518,0.00918642190609641,0.00899825795586945,0.00247713618716401,-0.648349689334212,-0.0224636511427271,-0.000392628459441138,0.00571293504090824,-0.395149106304826,0.00521909007085668,-0.0272056038757184,-0.372111769496573,0.00581211886750787,0.00167199537395849,-0.00618675372926963,-0.466141605086467,0.000186554849424383,-0.013408652273738,-0.0448626675189443,-0.543597845314984
"NM1713PAR","153","3","7","6",-0.0177419725604065,-0.0306155996794742,-0.726672246075211,0.0906482866519632,0.0255793582493995,0.0191446097911438,0.0155787139176287,-0.309246931661269,-0.0265218685288884,0.0117819259249249,0.0137835815342118,-0.158154061156714,-0.0160461308014958,-0.0353042462656238,-0.254674654098807,-0.00968502533406968,0.00856845625761118,-0.00739907822406813,-0.259241592737176,0.0109704084457454,-0.00471873076861693,-0.0301072351691494,-0.210742862142133
"NUMEX_BILL_MELTON_FG2011","154","4","7","7",-0.00955737524599244,-0.0194785443261348,-0.134372574026191,0.108944537538694,0.0232907819190802,0.0194965813624181,0.0155590297399183,0.0339355906229665,-0.00666453454553463,0.0142210435122827,0.0144650637272016,0.00672427752067598,-0.0129463980421924,-0.0357314455664518,-0.0386977221445251,0.00316898999547805,0.00780954918355703,-0.00194110203066018,0.021026664165331,0.0134904051682306,-0.000526598429238692,-0.0293174154446855,-0.0247432274095526
"TMA_990","155","4","7","8",-0.0131410468115061,-0.0124920830102794,-0.348306400619746,0.0791852402684017,0.017768713938675,0.0131209396951418,0.00834261757238294,-0.039576840196784,-0.0335401420406678,0.0114664669750697,0.00740850440348242,-0.0908674578172113,-0.005219144247208,-0.0431358231352834,-0.284517674698166,1.45770326883499e-05,0.00532174060833573,-0.00517020668383183,-0.0998560198341824,0.00563023297894186,0.00272959955496928,-0.0373196625230125,-0.156524477730193
"NUMEX_BILL_MELTON_CA_2019","156","4","8","8",-0.0185981550527609,0.00115749059431462,-0.49473740304397,0.0226077531006418,0.0170676761561242,0.0134591409425058,0.0138218762569228,0.0322051632323407,0.0166588068239126,0.0383343132488703,0.0099029539826335,0.285290326927573,0.0139088270858053,0.00208450938051234,0.0904124329016958,0.073719658594817,0.00565482324365108,-0.00407143933228862,0.179832961614409,0.00932693238014409,0.00275558386498331,-0.0173901669785604,-0.107616421935107
"NUMEX_BILL_MELTON_CA_2019","157","4","8","7",-0.0189300311087144,0.00774353008237997,-0.423606071600593,0.0296254134868063,0.0206906724615987,0.0125079456492203,0.0150643163781087,0.153287244260156,0.00987773627121286,0.0265399636152143,0.0144114746898137,0.287470714106456,0.0105849813650031,0.00421587292084513,0.16475568369271,0.0692575628702352,0.00480422782962813,-0.00348464216297928,0.189830266766722,0.0127686606333249,0.0010658414190737,-0.0195269399336015,-0.0278153799459672
"NUMEX_BILL_MELTON_CA_2019","158","3","8","6",-0.0166347835706233,0.0184147643666574,-0.115904767073143,0.0414299010758751,0.00845939523532355,0.0183433821327938,0.0266874288669084,0.540819066409568,-0.0175962983745622,0.0308919857264199,0.025012993808579,0.506043182991177,0.00848829543596609,0.0190693261020032,0.571218494209126,0.0413133447656702,0.00543209714456615,0.018828792509024,0.386820908164555,0.0151578397658742,0.00508300723040182,-0.0187337300436376,-0.00924152850262191
"NUMEX_BILL_MELTON_CA_2019","159","3","8","5",-0.01995716377143,0.0107405282500927,-0.473715733258731,0.0605653936863119,0.0118789477840873,0.0133597000782417,0.0154296028655292,0.201636357002006,-0.035211547064453,0.00789584824977773,0.0163423112262012,0.283669996775674,0.0144453209289737,0.00420192301089367,0.352967291423431,0.0265267247993375,-0.00271148858176483,0.00180481007013858,0.0695211023490663,0.00155474897637703,-0.0038669046765184,-0.0305909763831506,-0.171833161460352
"NUMEX_BILL_MELTON_CA_2019","160","2","8","4",-0.0283049901282554,-0.0111291501181895,-0.742278518843675,0.0564294066459655,0.0139834591511713,0.0126022064444888,0.00705755754213091,-0.275997380106394,-0.0312447239919787,0.00319097728968268,0.00988337242330756,-0.104407842877245,0.0182051231588673,-0.0101199170242394,-0.0363655051534404,0.0181682364657427,-0.0107615504771661,-0.00129500333593153,-0.285312048593316,0.00587737713412291,-0.00830604506049798,-0.0301117243440031,-0.348114365462177
"NUMEX_BILL_MELTON_CA_2019","161","2","8","3",-0.0137076716666099,-0.0138862097389546,-0.277102398308497,0.0872989508683353,0.0265222239401033,0.0236949769591817,0.0233875252271862,0.123617399246369,-0.0141926090846808,0.00653720256879904,0.01900647265903,0.193953926913091,0.0350361002612562,-0.0160138197656441,0.155004315724419,0.00424373098770394,-0.00458395094505818,0.00328538967991494,0.0327731345292026,0.0170791468076678,0.0023957421319437,-0.0142046356350882,0.0674172673489978
"NUMEX_BILL_MELTON_CA_2019","162","1","8","2",-0.00663499468130321,-0.00137825340086935,0.253500211375139,0.0827019892071764,0.0227349857560238,0.0220534419230761,0.0257916321475445,0.430151637138437,0.00420781063171986,0.0161685794554891,0.0193334500934422,0.321393521940032,0.0229602326451882,-0.0161227360901725,0.326308205216671,0.0151743876577234,-0.00670507431149591,0.0142911735272733,0.312443021231671,0.0174975289350357,0.0046901731431074,-0.013894544760967,0.214802306845233
"NUMEX_BILL_MELTON_CA_2019","163","1","8","1",-0.0119058446963729,0.00264065303562164,-0.0375028749934322,0.06374659105426,0.0188364804004443,0.0146933582149366,0.0191965577142326,0.252001443742707,-0.0197291994528347,0.0173401919988913,0.0115925822358515,0.131869512010849,0.0196682435998912,-0.0271645995165674,-0.0113087622919824,0.00396267504142889,-0.0105471708849689,0.0126627605397252,0.0968485147422961,0.00766962785790511,0.00613642727497582,-0.0245864116491241,0.017788291004027
"NUMEX_BILL_MELTON_FG2011","164","1","9","1",-0.0401214387991908,-0.00893407898813241,-0.698067135249525,0.0117891986544973,0.0158293172379233,0.0104685314429648,0.00757499541143787,-0.290287144946288,-0.0163339221058157,0.0356341823020736,0.00574962730975338,0.0561100530159242,-0.00195873043596118,-0.000637778610640718,-0.17853148370339,0.0692138016773523,0.00935658653245955,-0.00841321830216683,-0.0839423977316165,0.0130931678165928,-0.00133401944873089,-0.014177232023642,-0.293788397616991
"SW_9720","165","1","9","2",-0.038265629995188,0.00170556960737606,-0.578937286190063,-0.0288597776358321,0.0192607679342579,0.0126685372258024,0.013046366144084,-0.0787665947764256,-0.016429557909329,0.0298309111104571,0.0131263175718023,0.101057262447457,0.00573664544026045,0.00611292637063063,-0.00543001140457732,0.0658530298580961,0.012506149265782,-0.00227627986628329,-0.00115331770957064,0.0163245519554734,-0.00130391530518013,-0.0149231878452487,-0.166921446425097
"NM1712PAR","166","2","9","3",-0.0342705534574959,0.0109862703925017,-0.320884031100642,-0.0521144134374455,0.00748826582937017,0.0172743780369118,0.0225759154241152,0.285688491744126,-0.0359798209992355,0.0242730582667054,0.0239070983028973,0.286423130255341,0.00715717919622877,0.0182211894876354,0.377167149213152,0.0508034675541838,0.0155815273916477,0.0177399237387881,0.179150479271412,0.0184433118973356,0.000881720790232383,-0.0149345686744677,-0.147265677313075
"NUMEX_BILL_MELTON_FG2012","167","2","9","4",-0.0364329347962815,0.00555737169182075,-0.708349303247778,0.0564838615664414,0.0106041472060128,0.0115989573934626,0.0115063668840682,-0.0847780732127138,-0.0444749381240199,-0.00301111147389001,0.015195135110887,0.0734594893591241,0.00641710189485929,0.00296189354230328,0.152667307029734,0.0387462933023459,0.0138592776593996,-0.00231071243517592,-0.106240531315498,0.00730613862223063,-0.00753808228770514,-0.0241874599319706,-0.254099555213631
"NM1702PAR","168","3","9","5",-0.0428117448181471,-0.00969996114284175,-0.856292292539668,0.060565886063149,0.0128905048921269,0.0116769392582338,0.00696068210341208,-0.408420463199575,-0.0358682421115791,0.00296136101026867,0.0132796049997223,-0.144013488604155,0.00430669504201464,-0.00432599501820551,-0.0257578321026083,0.0335220161464664,0.013954169542208,0.00585788586608481,-0.260429863819859,0.0137511604605379,-0.00913161893900344,-0.0187099110726461,-0.280720445076822
"AFX_779","169","3","9","6",-0.0230596343859601,-0.00221584134387727,-0.194639408580613,0.0332924182654783,0.0181727504778277,0.0236177132129907,0.0285282000021961,0.185086459031515,-0.0290127142691598,0.0187204756412443,0.027352216588268,0.316604423722331,0.006181983293313,-0.00455672386675354,0.337835817201591,0.0213482043598742,0.0215753773368035,0.0239769256091559,0.319683391520703,0.0259998814551873,0.00377489038665707,0.00196981938749144,0.283145386344416
"SW_8421S","170","4","9","7",-0.0150313788867259,0.0101983805110908,0.347707085851293,0.034822407515791,0.0122933557681565,0.0206598596651227,0.0328445558202168,0.54494027858213,-9.47503000600927e-05,0.0341922056671879,0.0306025095616248,0.530806445249389,0.0178431261239004,-0.00364706580726809,0.574016581855948,0.0320067158409066,0.0223686452433286,0.0376181203290469,0.674813298699775,0.0245264903562815,0.00512287398695606,0.00443317372428074,0.449269350974111
"SW_8888","171","4","9","8",-0.019662231571355,0.009987602224361,-0.0238278118268197,0.0418999012005556,0.0102534543713314,0.0135167432870401,0.0269934756889995,0.303771104341768,-0.0178272426378594,0.0353203305378533,0.023881943358678,0.281509147767745,0.016780278535548,-0.0152270827883369,0.182125208414212,0.0151528329792954,0.0171605247915572,0.0322688049579555,0.396272876361812,0.0127376690421269,0.00570073045716533,-0.00708677254722943,0.206135912324228
"NM1703PAR","172","4","10","8",-0.0574641637311317,-0.0338350570843263,-0.995753095837449,0.00492288040606683,0.0123451900998294,0.0063943512346784,-0.00285450358599014,-0.516118103145414,-0.0950818787530478,0.0261107583369782,-0.00346014415941888,0.0127694632039067,0.0354775986675089,-0.0233043973632154,-0.39027479004028,0.0580276520300212,-0.0104770556044134,-0.02301888965385,-0.42047476562011,0.00517006337459569,-0.0112847980829089,-0.0308940244756711,-0.518749286440314
"SW_9813","173","4","10","7",-0.0507830306850259,-0.0144507751947643,-0.771633074862778,-0.0464673433229261,0.0144639409523006,0.0116037659135652,0.00886907465594608,-0.171863857441533,-0.0723511199117721,0.0207296471405067,0.0063063712588271,0.135679123093797,0.02289115854063,-0.00974854017919743,-0.0629924201529099,0.0438103458387062,-0.00192202120642693,-0.0114539415830845,-0.199545658497747,0.00930556480613006,-0.00837495011207645,-0.0281150220092307,-0.301955260343194
"TMA_990","174","3","10","6",-0.0400670243271058,0.00323415316119538,-0.463220049555338,-0.0603499831652759,0.0016604083800908,0.015753219208905,0.0201579605107436,0.240977989154814,-0.0806040669800733,0.0205057864964463,0.0173352321617406,0.333268174902219,0.0247716151897399,0.0024152521031542,0.295106432495193,0.0380485523684698,0.00448275346076667,0.00409229176108302,-0.0345206748116671,0.0118418591663441,-0.00636245106929389,-0.0266610992393607,-0.256238640223118
"NM1704PAR","175","3","10","5",-0.0391255415700312,0.00264381942523748,-0.805996089339984,0.0562253458340408,0.0062980312112585,0.0101648649273777,0.009334611060183,-0.13162744313771,-0.0985209236944272,-0.00794896448480581,0.00679164324270851,0.11712023926625,0.0236855610068131,-0.0111953387464397,0.0447619661369818,0.0338696769094394,0.0040608455425377,-0.0185475471511205,-0.29880028643612,0.00419760774552533,-0.0134223691642716,-0.0319502275132296,-0.299316992747912
"MESQUITE","176","2","10","4",-0.0401241333890451,-0.000703897598065682,-0.812422704947245,0.0592140096233292,0.00915633479229525,0.011616366775674,0.0106486256452261,-0.270003035313351,-0.0961962012580895,-0.000960161045871984,0.00886405637632397,0.0389306075496891,0.01007914771675,-0.0104094924407342,0.0514152911341387,0.0257913896458016,0.00865640680035043,-0.00184073422138732,-0.248317056328122,0.014046861773422,-0.0106156424635316,-0.0212417339734787,-0.209239547899905
"TMA_990","177","2","10","3",-0.0154118543281667,0.0149463593570137,0.0354213610486575,0.0138010158755741,0.0101821256301768,0.0241473701220217,0.0350761568701446,0.517759681204426,-0.0575772575672621,0.0174993418764783,0.0252954572476274,0.640589544063901,0.0164575664791057,-0.00511837716873298,0.595618397224658,0.0136949166968389,0.0161989077193714,0.0259160429155377,0.590945015797521,0.0285385051748984,0.00688901085927352,0.0064544835666055,0.48497133486666
"AMERISTAND_803T","178","1","10","2",-0.00910836202208183,0.0227260986894758,0.531682371972396,-0.00405521053123931,0.00512158879858016,0.0197967072641471,0.0389085900967453,0.883859411015143,-0.0327017235299122,0.0235544406431049,0.0280180874120281,0.831781749748511,0.000924460930227276,-0.00368294502255104,0.822816558448337,0.01211014951369,0.016140195949979,0.0338789672440468,0.958437524783525,0.0254673730358276,0.0059856787293525,0.012888191970052,0.616658048142415
"NUMEX_BILL_MELTON_FG2012","179","1","10","1",-0.014750816462027,0.0149163138385997,0.151751108021273,-0.0101938465716764,0.00475941972911986,0.0129557089263591,0.0329912469634822,0.666774206677746,-0.045738560728809,0.0305305699864904,0.0228933179308521,0.600262120027435,-0.0201693739085618,-0.0138291349458198,0.472656819307308,-0.000120650140561982,0.0131530801906137,0.0241530057110372,0.69043572651471,0.0133378429341811,0.00564147295076842,0.00177934932373053,0.355240337970682
"NUMEX_BILL_MELTON_CA_2019","180","1","11","1",-0.0432724816435848,-0.0243182034305856,-0.883942366278118,0.0159929026067099,0.0215454869774707,0.00653908270419117,-0.00134428124372461,-0.512037964541867,-0.0750095505220109,0.0118713925583474,0.000237476474130489,-0.134388148250045,-0.0104442692304088,-0.0340596171420785,-0.527782281279638,0.030724623850682,-0.0122877741374223,-0.0248305580017185,-0.531403420467378,0.0047534091936152,-0.010180675795765,-0.0366952611823373,-0.569313561994496
"NUMEX_BILL_MELTON_CA_2019","181","1","11","2",-0.0344655877914651,-0.00450986763827903,-0.690062340211856,0.0179471026247783,0.0255220361066037,0.0140692095347855,0.0121780328043929,-0.142372977632776,-0.0631208984315575,0.0164830162890609,0.0102093426642732,0.0326786810058152,-0.00635101127543603,-0.021238952667052,-0.155693650732198,0.0127550178795987,-0.00158881346990155,-0.015607856267693,-0.230909116438424,0.00967810487833925,-0.00531711566150667,-0.0340092885329262,-0.273289031441484
"NUMEX_BILL_MELTON_CA_2019","182","2","11","3",-0.0231936532475731,0.00559637712140782,-0.542171483771883,0.0180513751436546,0.0137559576790902,0.0186820122479984,0.0194202885078872,0.104216711964603,-0.0597537497344946,0.0133962143043815,0.0179892592000275,0.109358479574794,-0.0100774891932066,-0.0153638746983846,0.0269243448866137,0.0125396721882723,0.00303884462171454,-0.0118743169171988,-0.24153964371612,0.0102132257354662,-0.0074712332860369,-0.0360954432355327,-0.290634780001473
"NUMEX_BILL_MELTON_CA_2019","183","2","11","4",-0.0213279340876864,-0.000840976449160252,-0.866217585185599,0.0521147472945223,0.015146191553975,0.0139204079856649,0.00869210189122417,-0.266506356740369,-0.0787758983730215,-0.0226000387567156,0.0047086471825082,-0.082756841534851,-0.0174990269496093,-0.0282472392877553,-0.230686236159347,0.0055966267522082,0.000897085103748285,-0.0316698061198212,-0.478525031199361,0.00301932080321803,-0.0166193905283625,-0.0414103729329446,-0.279818338716234
"NUMEX_BILL_MELTON_CA_2019","184","3","11","5",-0.018042868518343,0.00222951010190419,-0.745747583245151,0.0545332898419556,0.0173850845747613,0.0173737899071951,0.0162247755063364,-0.209638670210373,-0.0827555624141225,-0.00650074028989601,0.0107355588888036,0.000972746547310526,-0.000635473287791951,-0.0229949562284846,-0.115350865688145,0.00106224445071242,0.0115249395822283,-0.00408202954931362,-0.308581345949276,0.0139220508310919,-0.0120135111182545,-0.0295871158524545,-0.132893337212886
"NUMEX_BILL_MELTON_CA_2019","185","3","11","6",0.0113530851757235,0.0265023187105969,0.311849545386184,0.0344707146948199,0.0166709491502179,0.0322487359487695,0.0463683586772343,0.80212377182913,-0.0783260853394265,0.0226286836041287,0.0316993273623462,0.770639084871802,0.0151254166700971,-0.00823481221945288,0.654025183062132,-0.0016276831136705,0.028781130460249,0.0403978774635266,0.793793874103115,0.0300165321616567,0.0103775215741315,0.00432687245249869,0.653440993212797
"NUMEX_BILL_MELTON_CA_2019","186","4","11","7",0.0143938038211396,0.0297093282280186,0.687200475942899,0.0262782093752439,0.0100800199422755,0.0262768971760758,0.0494310128001517,1.08757772708094,-0.0566723020914362,0.0161710983504474,0.0342679782615301,0.911827220572685,0.0128041609127822,-0.00418988482323124,0.870879473555904,-0.00155369567725307,0.0328547608144322,0.0444299403898201,1.06243384767841,0.0262178504427571,0.00806275748574627,0.0147396663230667,0.68335370144664
"NUMEX_BILL_MELTON_CA_2019","187","4","11","8",0.00631769426771229,0.017800811656778,0.282651201416935,0.0492818920935411,0.00806046375393888,0.0194981866821979,0.043143586903892,0.818633492839509,-0.0579743465709553,0.0277714580563754,0.0300915192833395,0.692303181088183,0.00905244953367114,-0.0137038165804054,0.546674794309226,-0.00620887155758733,0.0281903130238636,0.0254472282351251,0.703016984963932,0.0137643726020992,0.00634524996160953,0.00437795074124391,0.336751900208396
"NM170506PAR","188","4","12","8",-0.0305464204687627,-0.0160868021588542,-0.635215764120234,0.0328364950577231,0.0192670944633969,0.00695662915915329,-0.000174155605806261,-0.42170603091036,-0.0219665704648038,0.00751235032825299,0.00127070155481848,-0.176321775913137,0.017521006872877,-0.0293480746791168,-0.553848395971811,0.0452081370539515,-0.0223273831499186,-0.0311166779916721,-0.572615231301202,0.00689677117216349,-0.0112914991678438,-0.0337673330446057,-0.600764696398774
"NUMEX_BILL_MELTON_FG2012","189","4","12","7",-0.0220434937933988,-0.0016065795550459,-0.42011489429761,0.0460941729532908,0.0235649941217767,0.0159287758159039,0.0125004066023195,0.00274260136655909,-0.0189273134947745,0.0140790451371607,0.0104363311872656,0.0684845892921089,0.0175066809469798,-0.017012666128733,-0.0974743292483461,0.0385008212762145,-0.0115579766797706,-0.0230894705382762,-0.203271570649429,0.0126240418008346,-0.00257617786801472,-0.0322009587439556,-0.216902899103608
"AMERISTAND_803T","190","3","12","6",-0.0126881663026858,0.000856836721572748,-0.357886593869968,0.0755937814453647,0.011138163381136,0.020127720120377,0.0156056124893902,0.0916744651653033,-0.0219883161428973,0.0131149060424697,0.0132370224459789,0.0551464687551432,0.0109223048938458,-0.0154262162612291,-0.0713901479929436,0.0477547409936711,-0.0083938003286334,-0.0196027007403054,-0.271826577661803,0.0113005799695285,-0.00810094421479715,-0.0349035408850241,-0.249609534894898
"NM1701PAR","191","3","12","5",-0.00995019147316989,-0.0077445715631631,-0.620539729356686,0.0653794145659753,0.00953314091856742,0.0152214790277106,0.00616669795172447,-0.23124172833917,-0.0411566502514028,-0.019256040429106,0.000425362552652723,-0.099842372094877,-0.0089124886440597,-0.0272851589569095,-0.32295148606483,0.0326749368531183,-0.00876548544056048,-0.0303091968012599,-0.406363447867033,0.0036546946723741,-0.0189170446207216,-0.038919929625275,-0.215058653603053
"NM170506PAR","192","2","12","4",-0.00453821945874066,-0.00149435334807342,-0.438275805383011,0.0508025692098891,0.0113263699255166,0.0196380636896541,0.0145583212396132,-0.0395900037021669,-0.033460815801873,-0.00898729652240788,0.00642776939497832,0.0752145529084057,-0.0179605521327698,-0.0234705935429603,-0.18656306468636,0.016679345859118,9.15679703096761e-05,-0.00845231050435447,-0.218277673858924,0.0148422841510627,-0.0141380332669459,-0.0297619129385197,-0.0752460499039154
"NM1702PAR","193","2","12","3",0.0264060929737872,0.0294444358752443,0.793072992014185,0.0487631578383464,0.012327425900387,0.0368274598061262,0.0477592360272572,1.1607842354681,-0.0238769421086267,0.0304337638680746,0.0306943633624941,0.99464198504873,-0.0263799507182076,-0.00274446963593095,0.786722701401866,0.0169818958947955,0.0193939305880386,0.040276004183468,1.02954344937773,0.0324317522852536,0.0121868506582853,0.00322981230988478,0.763213370649629
"NM1713PAR","194","1","12","2",0.0274403109513476,0.0339148617689682,1.13339862118683,0.0435213037978253,0.00671977404886152,0.0302382368974358,0.0511142707195132,1.44500773231926,-0.00416138732119514,0.0201609219221907,0.035395121147575,1.14366963173542,-0.0330776067620882,0.00893639033297379,1.0794390764717,0.0144246472027742,0.0265868990887136,0.0458496709795918,1.2710765858931,0.0278570598563788,0.00768811981166323,0.0122907704007853,0.730537644973413
"NM1705PAR","195","1","12","1",0.0180438353479532,0.0211279750297599,0.740566722935934,0.0627717751527612,0.00535413258809554,0.0239720254958579,0.045300910173272,1.22080237261797,-0.00911028868129049,0.0353115558462858,0.0326730338102875,0.966434830341594,-0.0123404969899476,0.00199538131342053,0.854630638070641,0.011639337227515,0.0242867827859719,0.0307887878691196,0.939459900675703,0.0152061219922819,0.00471215150714864,0.00315965793270325,0.379380955423006
"SW_9812","196","1","13","1",-0.0255246528892033,-0.0190795162667863,-0.638521708308172,0.0420693534723025,0.0188659987297434,0.0058468055282123,-0.0129319901941042,-0.723549593413495,-0.0220016554305968,0.0125913715577864,0.00148778371551035,-0.270955670177864,-0.0230098379407506,-0.0311529818446999,-0.725012912705343,0.0349605435112567,-0.0115503701305792,-0.0524371442877463,-0.723182627757274,0.0113220355855926,-0.0130144648882967,-0.031569645168597,-0.634243725269554
"NM1712PAR","197","1","13","2",-0.0108695939245995,0.00373431482752554,-0.202892726503747,0.0475512138626323,0.0191804550553457,0.0182662336059997,0.00288339388220843,-0.0238301873092876,0.00543204767742661,0.0216584156216652,0.0123286622199686,0.1746219335315,-0.0150042275016556,-0.0130917417285511,0.00286940949071471,0.0376088104345236,0.00843905728671599,-0.0266147352342378,-0.0730942058559056,0.0185633732261921,-0.000103876923396956,-0.0246492487010552,-0.0973647920200448
"AFX_779","198","2","13","3",-0.00189214075694181,0.00224811908906482,-0.162650239737505,0.0632477577237094,0.0062911548388959,0.0230013648108921,0.00431889234458617,0.00956383899300616,-0.00178605261940411,0.0141049336276217,0.0115891431789707,0.126007219114988,-0.0173898110131349,-0.0154648809480816,-0.0257937917706121,0.0501322197320297,0.00929964078964554,-0.0238724726060268,-0.17199414512506,0.0156015002655547,-0.00771656653917161,-0.0266783379058026,-0.13197477831993
"SW_8421S","199","2","13","4",-9.68501635834765e-05,-0.0110914494082845,-0.393007721943009,0.0157665650343659,0.0053869568639595,0.0179258225690042,-0.00501159516148135,-0.235163959245961,-0.01589271412311,-0.0222245299744698,0.000307708144925641,0.0159349197933856,-0.0186881738006007,-0.0272999197766259,-0.230872383431261,0.0261658409145975,0.00517474469514373,-0.033281300863319,-0.256328119084717,0.00635557749979495,-0.0192895534836853,-0.0289884135222365,-0.0847255543289179
"SW_1011","200","3","13","5",0.0049108458392624,-0.00860930648560449,-0.156215990076911,-0.0174980423013938,0.00726056632310283,0.0236251218614966,0.0022459271770437,0.0363052957172276,-0.0149296050903017,-0.0152519623758976,0.00773424151394455,0.257351329919893,-0.012723098624773,-0.0230024038956112,-0.0232110672479356,0.00884407056980939,0.0151256640294706,-0.0182339211408769,-0.0820222409868024,0.016975106055954,-0.0143738796027818,-0.0252634415153218,0.0358758222713433
"SW_9813","201","3","13","6",0.0346568255234892,0.0264335723126202,1.21750378147351,0.00240858289372595,0.00959685649517961,0.0433896080556559,0.038334556867211,1.36112777777027,-0.0212072222116653,0.0316162571888738,0.0359140724669084,1.23536336225176,0.00947008477858633,0.000679232455581243,1.10296845198327,0.0220095975335989,0.0390034385298374,0.0354070827888809,1.24493844976815,0.0350166494492941,0.0152522251216659,0.00229584761742002,0.869336170971226
"SW_9812","202","4","13","7",0.0317298572336533,0.0262990782034397,1.44787661908507,0.0125590118172259,0.00487258374404994,0.0362829112042592,0.0407477991491091,1.59458776633798,0.0108065019850968,0.0233956439509331,0.0419067575426243,1.34653660373337,0.0228548423562399,0.0142392401409922,1.34724941387293,0.0295480454830721,0.0492875216763108,0.0375648184941135,1.42997164082436,0.029570824955437,0.00781363551414543,0.00485309790709767,0.783345897128124
"DONA_ANA","203","4","13","8",0.0204423369115971,0.0116328897310259,1.11064609253429,0.00813537532444609,0.00550691891568572,0.0309595076807893,0.0350252485052953,1.39317338729032,-0.00532373977979247,0.0423705739828346,0.0387368742993193,1.17806363658751,0.0336546097719871,0.0118138527800486,1.19407818501691,0.0333633149085312,0.0508916171050746,0.0327861110072343,1.19008949005113,0.0173000729987114,0.00374882426924808,-0.00503506587434804,0.420366122164856
"NUMEX_BILL_MELTON_CA_2019","204","4","14","8",-0.0217037961601609,-0.0150650567344901,-0.649607091346542,0.0242848953076963,0.0207508745807495,0.0100758844350191,-0.0110867590667076,-0.586135578134895,0.0260653893437108,-0.00745296304929042,-0.00368682027335715,-0.221423754742652,0.0103799991791096,-0.0266317254806675,-0.634882409404181,0.0317903690380403,-0.019001986369801,-0.0490956577375035,-0.729467448782089,0.00800404914540991,-0.0140324049461072,-0.0198583283501202,-0.524705404611
"NUMEX_BILL_MELTON_CA_2019","205","4","14","7",-0.0129851253873151,-0.000636482921535637,-0.280896103412967,0.037763207543876,0.0227412192939692,0.021559689875837,-0.00384040754024522,-0.0359537235924869,-0.0152134713865709,-0.0118743930116142,-0.000783997065587179,0.0743441641083822,0.00701351016179649,-0.0193000884303008,-0.122251993200709,0.0414848569081423,-0.010312239186708,-0.0327703057343711,-0.228880635497855,0.0152391014698191,-0.0018178121727565,-0.0176709687146384,-0.122572189799248
"NUMEX_BILL_MELTON_CA_2019","206","3","14","6",-0.00773150181325022,-0.00657218361190952,-0.230585061041754,0.0796828585406904,0.00988748703068021,0.0249150537722857,-0.00602031614912884,-0.0680327299122623,0.0187266104159805,-0.0180842252865356,-0.00582480285514835,-0.00874597711656868,-0.00122023561890664,-0.0271408247054581,-0.182876535285453,0.0471090276583233,-0.0158102070586261,-0.0379010533216852,-0.335475023784472,0.0109101575853311,-0.012067085035751,-0.0216295977667849,-0.146073237329123
"NUMEX_BILL_MELTON_CA_2019","207","3","14","5",-0.00867349916043106,-0.0221306963769388,-0.445513541368867,0.0567094246126134,0.0110331639903445,0.0176497568295781,-0.0164300007720436,-0.339864892055884,0.00396109266203596,-0.0436836575412853,-0.0154986587527783,-0.083678448116385,-0.0230239676796941,-0.0384534520725823,-0.366046820889387,0.01532156720709,-0.0246762043692704,-0.0438865625029797,-0.407042599881658,0.00153812834130198,-0.0227209409415115,-0.0202540632097695,-0.0639120616162532
