"","Germplasm","Rep","Plot","Row","Range","yld2","yld3","yld4","yld5","yld6","GNDVI_131","NDVI_131","GNDVI_138","NDVI_138","GNDVI_145","NDVI_145","GNDVI_152","NDVI_152","GNDVI_160","NDVI_160","GNDVI_165","NDVI_165","GNDVI_173","NDVI_173","GNDVI_179","NDVI_179","GNDVI_192","NDVI_192","GNDVI_201","NDVI_201","GNDVI_206","NDVI_206","GNDVI_263","NDVI_263","GNDVI_278","NDVI_278","GNDVI_293","NDVI_293","GNDVI_299","NDVI_299","GNDVI_307","NDVI_307","sca_yld2","sca_yld3","sca_yld4","sca_yld5","sca_yld6","sca_yld2_pred_slr","sca_yld3_pred_slr","sca_yld4_pred_slr","sca_yld6_pred_slr"
"11","NUMEX_BILL_MELTON_CA_2019","3","310","2","6",8.3,7.65,1.5,5.35,4.05,0.0578412950370254,0.361204587619617,0.118195882094527,0.486385494368688,0.351571713213963,0.572947022386655,0.395240381216342,0.600308881240073,-0.0402038670839299,0.247966584094129,0.0661520774814437,0.407400820996162,0.271499245861354,0.475109584194552,0.32934405494232,0.556958280437799,0.032755492478355,0.415621350948023,0.0987272395548258,0.39869702483367,0.136026466920429,0.355663328668112,0.0103516409095154,0.437345156291015,0.354512675498588,0.55875899852007,0.176020930905619,0.415837979292297,0.158687593827761,0.45734208038084,0.356991678175025,0.520276717052583,0.194915330351733,0.218877957715186,0.148854349862423,0.257973354616071,0.279972823086298,0.00128944258299543,0.012386701727556,0.0645128615580278,0.10426861170687
"12","NUMEX_BILL_MELTON_CA_2019","3","311","2","5",8.8,8.25,1.65,5.75,4.4,0.0548211075317281,0.380583609482749,0.131310006018289,0.470572331496701,0.351690601742427,0.566404801659279,0.390620713140018,0.594503925026801,-0.0343320862879349,0.31737126172677,0.0740254064653308,0.401147421931736,0.277100050079315,0.456266145218799,0.349529124731917,0.572435665757645,0.0266396606851179,0.404693417029079,0.133425049161919,0.39717007468992,0.13560415949329,0.351345911809689,0.0545737492509134,0.450044587796608,0.379317768464146,0.585873305295395,0.199279723248554,0.424837178687729,0.178480666488587,0.472790537381666,0.363468080109714,0.529668534080299,0.206657217722319,0.236044856359514,0.163739784848665,0.277261082064001,0.304168005328324,-0.00528657253384841,0.0411197885809651,0.0639592053028199,0.112759346683219
"13","NUMEX_BILL_MELTON_CA_2019","2","312","2","4",7.75,7.9,1.3,5.75,4.1,0.0527500963542855,0.379761741179802,0.0945380919031737,0.462587086116498,0.327580088000331,0.545182324512407,0.360844160571356,0.571137434063416,-0.0328799253444061,0.329085952458996,0.0664695379274588,0.400919327407307,0.270410012832433,0.457988752956073,0.336313183470993,0.559703162590674,0.0492144414732224,0.427139211670518,0.1335664032581,0.409222113707126,0.129516839363126,0.358927606179375,0.0646594841358513,0.444027322848145,0.36767507953115,0.591763915708169,0.186426183890067,0.426854808740072,0.186507905281665,0.463254368960394,0.342246046092915,0.523367052700779,0.181999254244088,0.226030832150323,0.1290071032141,0.277261082064001,0.283429277692301,-0.0476729640632655,0.0223071318966969,0.0559785669078222,0.0849366963423616
"14","NUMEX_BILL_MELTON_CA_2019","2","313","2","3",9,9,1.85,6.55,4.7,0.0703197354847173,0.384076837854611,0.131398681313704,0.47682457598424,0.323208274160284,0.572468137755409,0.377421923486774,0.574654355569388,-0.0228409670013345,0.321739607267811,0.0803105926780038,0.393653218538643,0.278720948123641,0.471115035132252,0.349473231683705,0.57426653522978,0.0669166451282844,0.44140404690051,0.149308870206245,0.407171248482429,0.140286350013229,0.371987408176989,0.0867398126975543,0.452186060560296,0.381713155440147,0.601569017996841,0.213937934036596,0.440482669135756,0.190772331967423,0.478787762184586,0.35440665576071,0.528984977075407,0.211353972670554,0.257503479664925,0.183587031496988,0.315836536959862,0.324906732964346,-0.0240748142104757,0.0410402258236639,0.0700976814527695,0.100879578652836
"15","NUMEX_BILL_MELTON_CA_2019","1","314","2","2",9.5,8.6,1.4,6.7,4.7,0.0629600860640888,0.384797048699423,0.153358846406649,0.462214910473993,0.365588952649002,0.586024456750231,0.402285417953881,0.587479887403916,-0.00314050817010875,0.241934131833057,0.0881019054079343,0.392783333770813,0.302507600920124,0.500462543991956,0.366525731282072,0.579025465619289,0.0607286524620434,0.446014757645886,0.121286979141189,0.396933938420929,0.121895052473763,0.361459704263901,0.0929566840865292,0.455966314638821,0.395558457832709,0.605694997918278,0.211234019319768,0.41677807486631,0.187267540496258,0.469638873981915,0.367760513859557,0.549591694257275,0.22309586004114,0.246058880568706,0.138930726538262,0.323069434752836,0.324906732964346,0.0113179267336667,0.065314154877906,0.0459862018297428,0.118386841354024
"16","NUMEX_BILL_MELTON_CA_2019","1","315","2","1",9.6,4.9,0.25,2.45,2.7,0.0738833129391168,0.419964573857416,0.177762828131694,0.476596237288279,0.376276209682443,0.601502120145587,0.410061973509363,0.590919701213819,-0.043238374016995,0.343825489117341,0.034865311304521,0.401096114433859,0.174144373241108,0.353598341116275,0.20725247140251,0.445297184224649,-0.0217578696382704,0.467181961222396,-0.0376382090836872,0.43877179460782,0.00783476815315693,0.446946784011367,-0.0856551130332033,0.475246221723606,0.101334829549054,0.445827627702394,0.118246598436018,0.391217727052273,0.0875412730677345,0.445956498406475,0.26642759536778,0.449084061485291,0.225444237515257,0.140196338928681,0.0248090583104039,0.118137330618574,0.186648548724199,0.0223877148753547,-0.161408489990216,-0.103549860826595,-0.0144633066093404
"17","NM1703PAR","1","316","3","1",9.25,5.05,0.35,2.7,3.25,0.0973086316940054,0.436465841380086,0.181356660790433,0.493526128400078,0.379167100401492,0.605941813114872,0.411873700097035,0.595520697942628,-0.0420755422232023,0.39534076154241,0.0729942895143101,0.421800491727258,0.143200062808757,0.389596111949053,0.200973220371664,0.451427763641504,-0.015703706837643,0.466533781637771,-0.0367757998903384,0.442359099640045,0.00694026864600618,0.445209020118939,-0.0885501235151445,0.481594409265632,0.120039281235734,0.463860395976038,0.117764977109866,0.446121009564077,0.117938481210783,0.43796623844101,0.280409387848199,0.481864713756989,0.217224916355847,0.144488063589763,0.0347326816345654,0.130192160273531,0.224669549390239,0.0249666753615373,-0.17034689184487,-0.104722573442069,0.00386719474661778
"18","AFX_779","1","317","3","2",9.8,10.25,2.25,7.25,5.25,0.104966369997962,0.43157173876183,0.177449825042017,0.508415106615799,0.390908804613227,0.610788117574986,0.418374035941185,0.60575543797766,0.0314811845878653,0.256902649151353,0.172563409651493,0.434630780948332,0.300141874923271,0.49801364823603,0.382868903380892,0.586561636384213,0.105698113815553,0.452970948561062,0.18456025480268,0.419494568159938,0.150023240979244,0.3626281949094,0.0819829884867581,0.464583525080534,0.407986506094074,0.615231776763986,0.233013972435355,0.477040832611283,0.196105078344506,0.486539732258571,0.39369143081268,0.571502780216564,0.230140992463492,0.293267851840608,0.223281524793635,0.349590059993741,0.362927733630386,0.0342197875049766,0.0885783688870953,0.0828630041612357,0.152382962311772
"19","NM1703PAR","2","318","3","3",8.6,9.8,2.55,7.15,5.3,0.0879192252903059,0.395422916039054,0.14675946375544,0.495601776155409,0.347298423156591,0.591423320400245,0.402321492929707,0.60646669491905,-0.00644472707318832,0.379954670517541,0.146281095538201,0.435901365392109,0.263920231774976,0.473188033972348,0.364563573079338,0.583935614333984,0.112714510142057,0.451670759718457,0.223060859802794,0.438718928278941,0.192276261555033,0.412716299802169,0.100660842160195,0.468040078675886,0.381446854658797,0.621470020297599,0.236381018255902,0.480591684007545,0.198240959352237,0.516425610862571,0.384282646589334,0.571729411059515,0.201960462774085,0.280392677857362,0.253052394766119,0.344768128131758,0.36638418823639,0.0113692788183732,0.0625210576705661,0.138257836550753,0.140047796258814
"20","SW_9720","2","319","3","4",8.2,8.5,1.95,6.1,4.75,0.0689927744565531,0.380451913785412,0.109696551586604,0.461583414662999,0.320851389566178,0.547965741330226,0.371431655460738,0.574652626482692,-0.0184957386673906,0.378089931879976,0.117706217046335,0.422978904298847,0.234901972558321,0.433849464738991,0.334812555155932,0.551430720247764,0.0757345587937577,0.413754334807098,0.149645110200005,0.402351531407701,0.13055382382224,0.352516019888869,0.0457157494160137,0.447949500724552,0.36324944900135,0.577966867065512,0.188293377022102,0.44655296032734,0.171164339375273,0.462568460708272,0.356573448363625,0.523240415569213,0.192566952877616,0.243197730794651,0.19351065482115,0.29413784358094,0.328363187570349,-0.0326018539116711,0.0201710142532715,0.0573380810803088,0.103720301314214
"21","SW_1011","3","320","3","5",8.35,9.05,1.9,6.3,5,0.0848451495500128,0.377226254273211,0.14488180409887,0.488146711676123,0.345477771640965,0.564277248575558,0.393637129043965,0.597677011497259,-0.00553779052878137,0.330218530024565,0.153677337595154,0.430876882829778,0.254779839199105,0.442873396272089,0.345317661237282,0.554714401074726,0.0694650967765421,0.417030294035192,0.145694930767387,0.408015648433348,0.116807769572849,0.358029027890008,0.0587680341047269,0.443464651585923,0.369908587294142,0.587861442956832,0.2142263000638,0.460412750644923,0.179731592753004,0.479127193606916,0.365767202632143,0.542030470416586,0.196089519088791,0.258934054551952,0.188548843159069,0.303781707304906,0.345645460600368,-0.000992758291066786,0.0351248454060015,0.039316638807409,0.115773557384309
"22","NM1715PAR","3","321","3","6",6.5,6.7,0.85,4.1,2.6,0.100138785288923,0.415358187603813,0.125274221295376,0.490421296723818,0.339588863451627,0.551753374414908,0.355821737459392,0.568318981913753,-0.0500922322387088,0.287011363364894,0.0831400431883829,0.430679100908656,0.215119352147717,0.415732443071037,0.297305082941199,0.517166080731306,0.0394845579687393,0.414148969958492,0.0706912862507152,0.417486883121822,0.0976790700421626,0.34666652007967,0.0091132656091873,0.449645109769633,0.322459280913645,0.533548621739247,0.118976403397953,0.451540749702033,0.137693095078707,0.433997461014375,0.327778004717493,0.491440382122998,0.152644535817622,0.191697034861666,0.0843507982553731,0.197699206341288,0.179735639512191,-0.0548222937903792,-0.0332202035146839,0.0142384055854512,0.0659687097682766
"23","AMERISTAND_803T","4","322","3","7",9.1,9.05,1.95,6.05,5.1,0.105791564927785,0.416054528603482,0.175703073443327,0.495286668589004,0.369280627631829,0.581959142652364,0.427510499308855,0.624318066710079,-0.0178978662180388,0.29464021499532,0.145956819309679,0.434521528379312,0.272161515647511,0.454220233305201,0.373885254706829,0.559635621605353,0.07366800713197,0.418168542064055,0.127994975858077,0.412620407475204,0.143517819284556,0.35758191266668,0.0624451732416122,0.455346374440708,0.385279258796351,0.587717011307388,0.228827912987885,0.468499233575989,0.198576021862443,0.49620383249185,0.399767766968535,0.56404934928476,0.213702350144671,0.258934054551952,0.19351065482115,0.291726877649949,0.352558369812375,0.0472253801639403,0.0757903052190965,0.0743342235086434,0.160349200424671
