"Germplasm","Rep","Plot","Row","Range","yld2","yld3","yld4","yld5","yld6","NDVI_73","NDVI_88","NDVI_95","NDVI_101","NDVI_107","NDVI_117","NDVI_131","NDVI_138","NDVI_145","NDVI_152","NDVI_160","NDVI_165","NDVI_173","NDVI_179","NDVI_187","NDVI_192","NDVI_201","NDVI_206","NDVI_215","NDVI_223","NDVI_228","NDVI_237","NDVI_242","NDVI_257","NDVI_263","NDVI_270","NDVI_278","NDVI_283","NDVI_293","NDVI_299","NDVI_307"
"NUMEX_BILL_MELTON",3,337,5,6,9.05,8.55,1.6,5.9,4.25,0.425656444919273,0.47191526758695,0.52240540138775,0.576160192878231,0.612007677916272,0.64229743179323,0.362753822879164,0.475158268435579,0.578485681167878,0.599791207996114,0.365011454476739,0.427543732559934,0.439929426661453,0.547722951210453,0.300862959451993,0.423289192323972,0.399402703231617,0.367155167832949,0.343713801031774,0.447815090276213,0.430766956588083,0.207813442382301,0.213813864598051,0.398619803879319,0.449514748132886,0.431186339050379,0.563872880576771,0.296537472874222,0.454094940256861,0.466303130915014,0.508561882464429
"NUMEX_BILL_MELTON",4,338,5,7,8.95,8.3,1.35,5.7,4.35,0.418587597640682,0.477941386945504,0.518786618832095,0.571677130622364,0.597921271791737,0.627486037149903,0.395806315137927,0.482322014778762,0.584606421698759,0.605618494311305,0.44602125831077,0.433408434737942,0.450720406817968,0.544325810618282,0.227903219373933,0.451264233118308,0.415937216466079,0.362140659679036,0.32048862779007,0.458621176081447,0.445517280842298,0.222978118783745,0.204576431459502,0.475330585521406,0.446614743458359,0.412317008632575,0.56694663923082,0.348618791808388,0.451606648462093,0.47786296499563,0.498464269721555
"NUMEX_BILL_MELTON",4,339,5,8,8.5,7.9,2,5.6,4.3,0.436779779345653,0.468457921778337,0.511365380833666,0.563433341594502,0.590955713140275,0.627864346341855,0.417188445987866,0.491120490428449,0.571018651362984,0.612325751889695,0.478702375259047,0.427214741318214,0.446464070908515,0.576667743565529,0.441753747960404,0.41006338055267,0.394875119528915,0.351425118555061,0.428337148088807,0.462314053458898,0.452081302329261,0.268869988170529,0.40282607715198,0.253568510737628,0.44972707953528,0.419890988886529,0.555992478737626,0.366897197361499,0.454651115184268,0.464899003727352,0.491808383777981
"AFX_149092",4,340,6,8,7.3,7.9,1.55,5.85,4.35,0.429153479241336,0.467525636992765,0.508890059889461,0.554675701016284,0.559462604408449,0.613443012197337,0.398421297828173,0.481084057554646,0.55322946822184,0.598179271708683,0.342660268638377,0.437931103620037,0.439573446639444,0.567984943482624,0.455604433722782,0.425283831899914,0.395391169097127,0.347561340678517,0.439085325247936,0.468020926800328,0.465022697795071,0.216167360379787,0.404978242804123,0.202144480629622,0.46019442436795,0.40282640131865,0.563636763058267,0.374359366176712,0.469939154588916,0.48323049887187,0.491136979877367
"NM1713PAR",4,341,6,7,6.45,6.25,0.8,4.3,2.4,0.442400506327329,0.460028436615288,0.477768296228872,0.514910143934636,0.533612404069434,0.615272946785552,0.364188812121272,0.460818641181963,0.526291406903787,0.543339845163157,0.358034073706504,0.433131567664995,0.405320186954174,0.502263791385107,0.240468525520988,0.454997865699856,0.427214102139602,0.365465202995505,0.360733827085141,0.447992063375321,0.463321738360522,0.216460186641502,0.181979930019146,0.46070682873451,0.439970262816295,0.440048967558992,0.519024960843791,0.302892743069369,0.462170027021409,0.415257874012141,0.460947538219268
"NUMEX_BILL_MELTON",3,342,6,6,7.55,6.9,0.85,5,3.25,0.429150517141695,0.47197047289504,0.507944597235957,0.548683634373289,0.579434905596583,0.62559228819733,0.346715262378984,0.481233519048645,0.564156326202117,0.569751703150396,0.367560993521369,0.429573982203323,0.412315697538079,0.502298290382994,0.248408699074767,0.449513422788048,0.423161499073289,0.349622469488245,0.382306504770328,0.445572667676723,0.463410702590922,0.272782708991525,0.206455695511999,0.395778207476762,0.445007624771031,0.445484499455619,0.548784466689286,0.269936390441942,0.455678499639701,0.432177160568193,0.502212537595509
"SW_8888",3,343,6,5,7.6,7.65,1.05,4.75,3.8,0.429416404348416,0.462871118849231,0.504427104011319,0.546514073115497,0.579813536319112,0.600549792566599,0.363598449360632,0.474815909269691,0.555227290017498,0.572409997209216,0.4277476330712,0.428023184555021,0.424412044019887,0.529083540659375,0.310479497602929,0.450680621748746,0.415750827079803,0.378402342442109,0.302983520256352,0.438574830969698,0.457187571526665,0.219285893385487,0.183580545266423,0.490272285384742,0.440321751293585,0.427368035343252,0.528298606824142,0.268773146379526,0.464820046232435,0.450962138718828,0.497086624912137
"NM1705PAR",2,344,6,4,8.55,9.45,2.1,7.1,4.9,0.414980211659593,0.473206980889607,0.509373989000323,0.557138652082095,0.582758411735725,0.594252590930792,0.404378223457967,0.496703465700006,0.596319875714223,0.600848462841927,0.351779429228529,0.444277152181712,0.474508332413641,0.579271787878284,0.236334564098569,0.451440926398487,0.415714858974148,0.390653429860871,0.341183629141718,0.448836801642752,0.425694666971847,0.167619978937867,0.215388238203563,0.480050206933985,0.467338180458319,0.421747110396505,0.600802246289611,0.295743920356695,0.487146564375831,0.493986222304971,0.532221246707638
"DONA_ANA",2,345,6,3,9.8,10.7,2.5,7.3,5.65,0.416303346966744,0.497641774142812,0.533203400393167,0.569246562261268,0.592177515367981,0.608833457968406,0.403792342224439,0.504729288397108,0.609655971843506,0.604671118139753,0.301102469229027,0.460549033555538,0.484704020259576,0.592116887715801,0.256329077668199,0.454267239088889,0.419987686692283,0.390253613827551,0.337562154611568,0.455251901774181,0.420446900958587,0.194539331026528,0.207046866632923,0.472119683469164,0.4786133195255,0.45862249592978,0.626212876217568,0.282002183235457,0.494883096187399,0.485491160657064,0.53942437671586
"AFX_149092",1,346,6,2,9.8,10.15,1.95,7.55,5.85,0.413982532412353,0.494820296517061,0.519087991068313,0.569266207730689,0.596230713362964,0.563746657033854,0.412843787502408,0.493960818113067,0.595497643615339,0.607493343016219,0.318824568285339,0.452823056933617,0.470532102095947,0.574363593882908,0.287190674008594,0.441398955209263,0.393094358977213,0.371502266296046,0.299292904460627,0.445391676218957,0.393024944689331,0.182669541815021,0.201863317895089,0.309822918786892,0.43806177418045,0.476355307465947,0.61266068317862,0.257904821901987,0.488414653417782,0.478856495120856,0.554297964465412
"DONA_ANA",1,347,6,1,11.8,11.25,1.65,7,6.05,0.411235107241962,0.511452741952396,0.541219139924142,0.581368570155335,0.617885188901431,0.599765432568201,0.421237430202491,0.525149546998286,0.62217404012861,0.623577819811811,0.246806578857474,0.467487728692548,0.481900266279351,0.594337352835328,0.284954754684835,0.439100678822212,0.403638501898087,0.365083551986615,0.349725478893099,0.43607937179668,0.433594262607767,0.266034969827658,0.225433280054116,0.278158469270061,0.449921791566434,0.47592869723808,0.597834099637672,0.283169502852872,0.479657728815908,0.478989562684132,0.53874883286648
"NM170506PAR",1,348,7,1,11.7,10.85,1.4,6.9,5.8,0.418060521442456,0.507377833700325,0.537759846740378,0.585703045483748,0.623521332212735,0.639385326780285,0.382371872432963,0.48852498264263,0.622427696829191,0.621759172804924,0.244800342457846,0.453768713197015,0.478365522569253,0.569565917715723,0.357245071244971,0.444734613264408,0.400583199080682,0.389777206088491,0.371877811027375,0.428642291291777,0.422394969420732,0.199724419595948,0.278511265558657,0.316783485641617,0.455516121724685,0.476749014888747,0.583496833730795,0.257185488070805,0.454522272691051,0.436837096538738,0.534564420985082
"NUMEX_BILL_MELTON",1,349,7,2,9.9,9.65,1.25,6.5,4.6,0.416147740494086,0.486120834644018,0.507785469487014,0.570493399559759,0.59342118507874,0.616336235851807,0.379101678471346,0.468257901451179,0.591403500342346,0.609200802092055,0.381748717717311,0.426670796119726,0.447142147665821,0.55445274142076,0.356583388286491,0.449761704513597,0.411259229579917,0.389791034641375,0.373684290836957,0.409724489946016,0.37742027161059,0.214164957533816,0.206150657230455,0.355224982149723,0.448846290762775,0.472560761828622,0.583191678148885,0.255385712177699,0.443267418532903,0.40389491860792,0.500036543955909
"SW_8421S",2,350,7,3,9.2,9.9,2,7.4,5.35,0.412226958756889,0.467364092359988,0.512391993243487,0.564896648314498,0.593866741841628,0.619256667976391,0.392645372440758,0.456287814271008,0.595952303731376,0.601099649141227,0.320661327308349,0.433852184336474,0.455872788139646,0.571305397099939,0.338174961579164,0.447788643538903,0.396983280327883,0.391198405477323,0.356038946298604,0.441500424831134,0.370555175558596,0.237194390117513,0.245252199179746,0.488215555830175,0.468976961773156,0.441868829360866,0.619134957190478,0.286457551338251,0.475928058125223,0.465547183311977,0.531036877977229
"NM1713PAR",2,351,7,4,6.65,5.95,0.55,3.6,2.55,0.442655267421858,0.45424847826636,0.462764347363685,0.521222270855932,0.534475996098563,0.562132907461627,0.385249752659018,0.452583141099577,0.526165079060009,0.52242532929531,0.410581033099129,0.431390438740989,0.384182809577358,0.477752162119735,0.340795437956542,0.456839461823746,0.425318148639712,0.422905032596265,0.380595987254007,0.43139935310625,0.374749370565347,0.193982749109874,0.210274706191482,0.501929913834046,0.449426743546015,0.470134369313663,0.483027848820688,0.300823499552551,0.458696479743285,0.433790501529086,0.445423094610979
"SW_9720",3,352,7,5,9.15,8.5,1.55,5.7,4.55,0.429066784874683,0.465956170703576,0.509507000738693,0.562726584886828,0.599017104938451,0.614970573448082,0.38620339412736,0.4473758613551,0.580332296283839,0.576891447937199,0.427708179023036,0.429404180647051,0.441878931685244,0.512165183399558,0.368719271446339,0.449047710470594,0.410072794710884,0.386240061859713,0.381348577284591,0.458972650156754,0.461925066899508,0.18244265350225,0.168538353706971,0.497560448010275,0.44874642310951,0.453040783100244,0.539070452032425,0.247100099501439,0.459948374919336,0.473848664395939,0.490514119692113
"AMERISTAND_803T",3,353,7,6,8.25,7.85,1.3,5.65,4.4,0.419866119438245,0.473024221453287,0.509494357432394,0.558132243515329,0.593772453219206,0.614377395000232,0.349484299984594,0.447214131504789,0.585400625432938,0.576380318425033,0.335707934182201,0.429604654870078,0.438291211418902,0.500858154966821,0.341077978642216,0.442450213522408,0.410015108640306,0.359935758248725,0.389514226212174,0.468071439015189,0.469260318913558,0.198547132221873,0.201985727868578,0.452360527544351,0.453866553039701,0.430957490662436,0.578258192707022,0.291593108364935,0.451396573240008,0.461847952827347,0.497300817955147
"TMA_990",4,354,7,7,9.35,9.65,2.25,7.2,5.4,0.420701192745027,0.461442550068156,0.508687263933045,0.575758202818903,0.588294706481766,0.610570039981805,0.372887628612711,0.471353669672997,0.60165527513844,0.601904261927886,0.319705358364018,0.434100020660022,0.454786999227458,0.545126496550934,0.360986504246465,0.435784634384545,0.381556700065202,0.364296121930159,0.408395852936938,0.460842684878466,0.454719752241982,0.215951891413002,0.208829326261177,0.459076694403251,0.466839084799517,0.435504623028513,0.586423486777175,0.336595182472811,0.460802919651205,0.479023879147637,0.483032569258597
"NUMEX_BILL_MELTON",4,355,7,8,7.75,6.95,1.55,4.4,3.15,0.446360155283117,0.456237726748453,0.493042091054117,0.55203431372549,0.561980777441088,0.609300301317108,0.397681661868005,0.4616569704805,0.560568695519866,0.588387064542914,0.519747020689057,0.434918610624015,0.416679130452445,0.536612746010711,0.474333211833525,0.452162799518462,0.407882833375534,0.36499451395903,0.43685844996595,0.475290789491754,0.469983978027008,0.236886648947729,0.394379860819409,0.242712700997354,0.45533237685318,0.449030683838624,0.524715002279982,0.414377387090457,0.453913277702394,0.437570613704785,0.461529711387042
"NUMEX_BILL_MELTON",4,356,8,8,8.25,7.9,1.5,5.8,3.7,0.440609541960213,0.449186788298207,0.47901796437466,0.542204544925918,0.575899399039411,0.646591885623027,0.400649403103777,0.453179039338209,0.560761490628516,0.589805713183182,0.555899279415795,0.42924447244315,0.4340329218107,0.540506060118893,0.466791134409395,0.449337627803925,0.405734234472371,0.377841909588805,0.430180461481802,0.473837413601766,0.467809963011001,0.207676478946225,0.417144782148883,0.228213221563135,0.450828829606297,0.433854287804171,0.560752256419394,0.388086173691047,0.445858143386304,0.428162134338003,0.466690379053115
"NUMEX_BILL_MELTON",4,357,8,7,8.5,8.1,1.5,5.95,3.75,0.44190334648515,0.453215467380598,0.47892800512032,0.540036605551311,0.572292684112059,0.647398675910787,0.338455308242011,0.439839622123359,0.564316688488751,0.590067088563821,0.417656947246164,0.43108941211469,0.423331677886915,0.530425695865001,0.321325077010354,0.451352723128313,0.396557381762601,0.367152419326763,0.382205691615167,0.458257211361664,0.46484629122967,0.210994316871133,0.214003014361694,0.34063297717277,0.445809466276883,0.437270974645964,0.575946768599136,0.295964008006093,0.425055900934097,0.432560919948038,0.465688713296264
"NUMEX_BILL_MELTON",3,358,8,6,8.1,7.5,0.95,4.8,3.6,0.425452581690391,0.464941512005872,0.490821200243504,0.549285569342884,0.600339692467662,0.635524798154556,0.370737874530217,0.434157423653222,0.572610281604984,0.58055529714961,0.419796631541993,0.420309412165702,0.410124970909285,0.491549697872286,0.348812408933111,0.443760792345238,0.403122669495796,0.377030414833735,0.351568429648845,0.467034569099791,0.469511711299306,0.229973755913278,0.205693420834902,0.43746098785535,0.435262115115623,0.44736758722743,0.554502220822766,0.282137779194627,0.417033093352985,0.436698537169476,0.477011117340301
"NUMEX_BILL_MELTON",3,359,8,5,8.4,7.9,1,5.35,3.65,0.430698915063238,0.466968312886652,0.501586991962751,0.556329258976318,0.59902953718801,0.614006286275194,0.385182093994512,0.441126707093094,0.57735648476258,0.581806549780406,0.489145568368554,0.432978624738606,0.421591067946879,0.504221290079987,0.343720361234698,0.449153918178803,0.415248875199292,0.383710307357416,0.334538607680186,0.452459591834057,0.447590791180285,0.218124634337964,0.233875399366832,0.490661340660832,0.43673605659475,0.448832981483101,0.556278510060728,0.278050228466896,0.444227716785397,0.448756667417925,0.477764016054183
"NUMEX_BILL_MELTON",2,360,8,4,8.7,8.25,1.3,6.1,4.35,0.427116719732309,0.451466582782846,0.499851218762958,0.552558435735729,0.584206934890228,0.620758217817041,0.387274430689668,0.450883430295195,0.587381430007167,0.576883176394789,0.484824564703016,0.428873819567395,0.429787348937676,0.528850009516576,0.379146501688037,0.453840487694938,0.411425248402185,0.408717294402401,0.383908325303509,0.418218095955887,0.37070701076703,0.23427929057386,0.301899299831654,0.498390728840556,0.44773950658569,0.444701972244975,0.566333807683827,0.263215292835457,0.442521112248897,0.439705558974131,0.482134574871418
"NUMEX_BILL_MELTON",2,361,8,3,9.75,9.3,1.5,6.9,4.6,0.430840239262796,0.474702401174373,0.506903026496914,0.556311016804004,0.607585239796042,0.614882534210265,0.379783722741048,0.468564690833598,0.60113014370543,0.607278763357195,0.396600719877168,0.422853068045603,0.433761542140308,0.548819297769056,0.337820664427731,0.44841830804511,0.404250675861712,0.388666992822734,0.340927805046215,0.416409259703552,0.324736092111263,0.218270399496697,0.258601799921743,0.453576012607154,0.459185805259202,0.465524090290183,0.618508513303735,0.317899286182404,0.437214117899007,0.425788639790304,0.501979249411207
"NUMEX_BILL_MELTON",1,362,8,2,11.25,10.35,1.7,6.85,4.75,0.421340970845267,0.495873813373129,0.519629258010727,0.577045139895038,0.621067080480242,0.598241758241758,0.384416283514497,0.483585296863844,0.620015655843714,0.621057155949711,0.352021594241058,0.434499304407171,0.458708755440782,0.544742905044796,0.376803738855175,0.454657477200236,0.408811054813108,0.377357815081001,0.359259918599712,0.370290559267418,0.361635576409552,0.266262975778547,0.300659353048462,0.380940701540132,0.453571698255682,0.445246185116646,0.587869627277864,0.25604732509746,0.447963473857259,0.413427959156107,0.514382728455525
"NUMEX_BILL_MELTON",1,363,8,1,12.4,10.7,1.3,6.55,5.4,0.42772239948036,0.498476921463773,0.536143895116847,0.579486301152619,0.612215071902367,0.601026824002603,0.400993314797164,0.500379820103004,0.639276748069046,0.633921049901442,0.280760725342769,0.431655164177439,0.468377110694184,0.551777154727093,0.352240091211303,0.452661912406985,0.402368782525545,0.365430429302415,0.353185132437949,0.409182430931523,0.399774929427024,0.254193370442806,0.308809618626269,0.346088608453762,0.439253765012678,0.477790463817721,0.582129881589106,0.293922683956908,0.43955928018493,0.415876287904191,0.521943329570634
"SW_9720",1,364,9,1,10.35,9.7,1.35,5.95,4.8,0.406225781087475,0.462157608920947,0.48707544211287,0.531880936282559,0.577810388723053,0.619979786786509,0.376358828942492,0.436914423889214,0.587739192062367,0.594789674787504,0.263118341046303,0.422716224374623,0.429892929631492,0.520614013204943,0.324692934739763,0.445286403506361,0.405516091304787,0.361980646851769,0.347375589521008,0.36576627817085,0.363356603341726,0.217997258579476,0.328319813504554,0.422141164157971,0.435913132903996,0.455505061230268,0.537165564595065,0.337437394449875,0.428318468408886,0.40013544051022,0.471603073189326
"NUMEX_BILL_MELTON",1,365,9,2,10.2,9.3,1.45,5.8,4.05,0.41792008394184,0.485609577450559,0.514798339264531,0.557964774392449,0.61018104887556,0.636245951372002,0.391757495542924,0.498144331639141,0.62443192510821,0.616747933741398,0.337247379083176,0.426714089473362,0.434872162748777,0.534557132245942,0.364471940882658,0.459683448877596,0.417197100308411,0.386799657719363,0.306885115577672,0.325109055041538,0.32483839094556,0.237814533847366,0.327578814146451,0.365219994572223,0.44659352829707,0.427749449323157,0.568346583415307,0.323597473207942,0.451453896688775,0.422393620425324,0.505853435901724
"NM1702PAR",2,366,9,3,8.55,8.8,1.3,6.7,4.45,0.41864855323475,0.474939960155185,0.497989007031618,0.534241580626197,0.597238647302115,0.622414606868388,0.387510309303807,0.456237879767292,0.590172854929188,0.58913902584404,0.351578551831516,0.427785899403998,0.433758821667318,0.530026905567664,0.315697126019416,0.445758780103014,0.402592490569853,0.397790187452872,0.267968958251504,0.365376754683804,0.281939063755396,0.251513297561139,0.290222119524952,0.436480256462447,0.468984416592224,0.440329781519743,0.604838863218635,0.409032763461456,0.441844919786096,0.428680531978198,0.512609745390694
"AFX_779",2,367,9,4,8.5,8.65,1,6.15,4.2,0.423468060124607,0.466635461885289,0.492568716260364,0.537419626941686,0.582881231798791,0.613977548787237,0.396213254842698,0.466298084844798,0.599699896295051,0.595513884566172,0.468014157339194,0.431352774934159,0.441708812727464,0.546018560095794,0.373528025855522,0.453052949055522,0.419047831042923,0.40965302066146,0.312566558063875,0.386972069814839,0.339121067031464,0.208687962823663,0.355551130774112,0.489812063233598,0.457722498498758,0.438637569277021,0.587802927303956,0.329774697920221,0.4520558946354,0.43620094844864,0.501871246010842
"NM1712PAR",3,368,9,5,7.3,6.35,0.6,3.7,2.7,0.443155991919884,0.473992408514208,0.479213697177648,0.529983148820538,0.58187668671625,0.599130004943154,0.381437797459183,0.446418567426971,0.556120393838565,0.564274516694747,0.497473058543058,0.431047567740029,0.409798521497868,0.46747659199388,0.351116638888657,0.461005689619171,0.431840555152102,0.413863648440406,0.286580632156787,0.437495223854796,0.432651255054551,0.20291459806429,0.321405880352698,0.495895623206548,0.451785669338339,0.444941059881162,0.483517581479664,0.280771632341744,0.460321831912977,0.42031040669967,0.45590578303731
"NUMEX_BILL_MELTON",3,369,9,6,9.2,8.1,1.25,5,3.45,0.432571726766592,0.469571227849429,0.482666705165316,0.539679239537938,0.602238119535299,0.614844163909908,0.325471758680804,0.443932957798504,0.591877980516282,0.600551751564824,0.473198673824147,0.429044981669598,0.410048191884634,0.490916772285594,0.352338685817262,0.452351577781673,0.406684529920951,0.396418857991903,0.296053093860881,0.447032004413845,0.455319229099143,0.204127181528002,0.284526660520463,0.467148381844087,0.439086237832745,0.453115311106392,0.538735070774233,0.332493235570754,0.451287926028105,0.423332435487979,0.473486733001658
"SW_8888",4,370,9,7,7.3,7.6,1.25,5.4,3.75,0.435005382439813,0.454021851735347,0.470950609295805,0.523671238610387,0.570717244662007,0.580949170014914,0.304317314197948,0.435431599110232,0.561589528602946,0.577578632929186,0.417720952309037,0.431986595619953,0.430587676666108,0.519517306084601,0.33690251145223,0.448058646380836,0.39353771225339,0.362636861186933,0.335399517927938,0.458758834717216,0.460609400122637,0.250450495628772,0.239747144649105,0.364485209308637,0.457911985779125,0.473636715675865,0.561735798767283,0.328601877441979,0.457577653885539,0.451522519266504,0.484387934278189
"SW_8421S",4,371,9,8,7.7,8.3,1.85,6.1,4.7,0.434289925284985,0.458928988931725,0.493549727708806,0.543164849246072,0.589010895560207,0.612478547980278,0.405858647715656,0.448696572646152,0.576248163141099,0.595214752567694,0.490701365044054,0.435252797602391,0.453193406564999,0.549055019512925,0.429013597776275,0.447503659814326,0.417485080192249,0.381789311912268,0.421058957281332,0.47671462603086,0.474259575923393,0.274783110175016,0.423905639414256,0.222311384761517,0.473930751755363,0.46429890197744,0.586729902550671,0.351219781085125,0.471375729861492,0.473023924488276,0.498825027523447
"SW_9813",4,372,10,8,8.4,8.8,2.2,6.65,4.75,0.43527288267412,0.44963875432526,0.468220407973391,0.52607633858141,0.579456191755609,0.623398777308812,0.339034604690671,0.457994992868942,0.57294441975279,0.582312285307727,0.473760023786623,0.432083891120036,0.438077290953905,0.527194679587036,0.37910555736414,0.444241054986615,0.404646486568706,0.382209102686023,0.406304236639172,0.432237961451147,0.441758602273594,0.217910836969059,0.41770033804118,0.208351482461497,0.463668372088826,0.462736103997768,0.565652609797172,0.364369692024058,0.460304038094518,0.479089408990183,0.489928682915952
"NM1703PAR",4,373,10,7,10.2,10.15,1.9,6.8,4.55,0.429181872353329,0.476398457903246,0.496312872103478,0.571237017734242,0.614279292881961,0.645414823546311,0.305932819507077,0.461626530954262,0.605563593771531,0.627505273714424,0.461255542011413,0.435409707038247,0.464493801272854,0.553044632395511,0.351078699314991,0.447974050912489,0.403122823321656,0.380351845438671,0.298600408602697,0.381399271386474,0.386430151827268,0.23985773303974,0.341702353520861,0.450507211431581,0.470738359528664,0.45729943000064,0.582335285249001,0.31743716611471,0.465134036267896,0.473000974733591,0.516422317893171
"MESQUITE",3,374,10,6,10.05,10.15,1.75,5.9,4.4,0.421053448681985,0.46396493656286,0.482748618696913,0.541118838339934,0.61499424331922,0.653271480537917,0.321333783035406,0.464785902294553,0.594464197768141,0.618181342692236,0.418981115786042,0.436231199307032,0.451710493030436,0.524348391698589,0.336769830206336,0.450305175803617,0.40117214853398,0.385168861546795,0.234608780342612,0.344864974413538,0.350345807583734,0.255172425321365,0.377558164043912,0.492247658867469,0.440897796859437,0.465856703267419,0.547985796619042,0.311880717710114,0.450466334180352,0.442049506998296,0.479245830666849
"TMA_990",3,375,10,5,11.3,9.8,1.55,6.85,6.1,0.414822062613932,0.488114081996435,0.518199033202679,0.587807477881323,0.627838867889163,0.627052655149541,0.352766515051995,0.476096176026972,0.61665126571505,0.628840993187398,0.407944898113289,0.433055918794482,0.453874480373763,0.51806414988263,0.359419991448639,0.442478853392036,0.394677937396992,0.373830425221505,0.217095567630905,0.325691621805155,0.319531280786791,0.225359978603547,0.405860907006562,0.493340796526223,0.453479286451423,0.461832795693488,0.576708983937988,0.278375725122713,0.478220681141072,0.497254135316387,0.505287171513094
"TMA_990",2,376,10,4,10,10.1,1.5,7.5,6,0.393448648300098,0.448814184325512,0.495903984369549,0.548538855964523,0.601135703979267,0.640875837514493,0.362733903904942,0.471359916515626,0.612952908343243,0.608358054168777,0.398679555863635,0.420846435852342,0.451950851635213,0.547294428090716,0.330264006460185,0.436025156952711,0.401562060896446,0.388533781889543,0.203873311970703,0.265910076797992,0.255660334172579,0.211677114153419,0.383401978059145,0.482027613813692,0.463455239435857,0.424081212863145,0.584961537699003,0.344222806540333,0.474414063730214,0.485030172933072,0.50364372117006
"NM1704PAR",2,377,10,3,10.1,9.95,1.45,6.9,4.55,0.421389108974496,0.486194316871133,0.513107426469586,0.569208281013555,0.622082860405624,0.625972440258155,0.352743141002419,0.491319433756409,0.620707592669147,0.624804094477297,0.387647562234136,0.429267407053156,0.454874002133687,0.561079034251827,0.305906096415199,0.451558582848493,0.407318925867495,0.390699238297319,0.204923766114987,0.261013649475775,0.236355764095521,0.212248547761351,0.360806776516963,0.454482989777107,0.465488506057108,0.464705713813805,0.601719052698468,0.379778110912928,0.449843319917109,0.452206459815101,0.519231271001477
"NUMEX_BILL_MELTON",1,378,10,2,11.3,10.15,1.65,6.05,4.25,0.430826554682294,0.479986746356297,0.526727767230752,0.56284431226575,0.617486609459926,0.638569957897689,0.347026927993538,0.503145360708386,0.624582077061987,0.626961765010988,0.35593152031983,0.430563234051901,0.454117019253318,0.553785841921351,0.335194701761583,0.458047789844427,0.421305872521659,0.365030129170064,0.22018504860752,0.267749771189323,0.263728923476005,0.260903331494576,0.415891713677444,0.343785014005602,0.456248584157668,0.453372807181909,0.587832634523039,0.326932747390173,0.454148809749561,0.432716202077504,0.520493290949338
"AMERISTAND_803T",1,379,10,1,10.9,10.1,1.25,6.3,5.65,0.407766226257522,0.468403565062389,0.506495177052123,0.546704395342626,0.5845464579884,0.602657644254283,0.329529303115756,0.490695081451384,0.622929787872156,0.624049348134315,0.290449581629828,0.434644951024674,0.448463009969466,0.542692966220188,0.323525052611272,0.445210913465239,0.405166453101442,0.370483645347688,0.311797955479449,0.288712802577411,0.279232837742236,0.311383581565619,0.433872611148388,0.44055159780175,0.446161314333179,0.443264839028271,0.565819426239312,0.343454340236764,0.445215824845839,0.441944940329511,0.506601471734171
"NUMEX_BILL_MELTON",1,380,11,1,11.55,10.4,0.8,5.85,4.65,0.403103017866021,0.46822170493866,0.510961338966173,0.564096427959731,0.61452580494732,0.64475353942482,0.366405250707453,0.499634375620535,0.634071480338102,0.6358759553204,0.354205815830825,0.427102811070634,0.436352154573102,0.570048839439649,0.314945496669885,0.461050631386422,0.416460348862122,0.391330295317828,0.323598268101015,0.260164877820762,0.272080863353093,0.25039767313575,0.470921366784681,0.387589558314675,0.436954114123185,0.440879917054951,0.564171362441375,0.335354871849372,0.427017000182662,0.441366247752517,0.487945601126023
"NUMEX_BILL_MELTON",1,381,11,2,9.4,9.1,1,5.8,4.3,0.419233669534316,0.463859746251442,0.49018228308217,0.545214108631959,0.588534149719367,0.626188424087584,0.295530083412762,0.479631803701873,0.605799268860086,0.601804534852071,0.379295249661023,0.42943468864565,0.435732826843938,0.539770043187634,0.292721944116446,0.457822706692246,0.417023880854089,0.349538709044967,0.186330365359383,0.200362999246544,0.204562066071565,0.256971710181399,0.418788288755176,0.294081857656557,0.445335354574411,0.431430526482555,0.561896829363096,0.356648110043498,0.438890311121225,0.425441094330117,0.503307875928649
"NUMEX_BILL_MELTON",2,382,11,3,9.35,9.5,1.25,5.6,3.8,0.421461438378624,0.451333375275244,0.484641844444022,0.53274084787587,0.584339369285583,0.627003108935882,0.322995221092383,0.472768936634483,0.607611502840875,0.610714804440295,0.360443432828844,0.422554531852902,0.431504432917632,0.547976208010794,0.297655239192314,0.450007237732959,0.401705634715927,0.373925504609534,0.169585566849116,0.205783772434856,0.197805180437934,0.246083111846614,0.33530426213353,0.439235022728815,0.444611349032553,0.425685150254623,0.566242277281998,0.355189048342945,0.428749141802561,0.437051878970446,0.473815272377608
"NUMEX_BILL_MELTON",2,383,11,4,10.25,9.5,1.05,5.1,3.8,0.422515523022732,0.46427899758834,0.497204276237431,0.554356964285285,0.600493059677403,0.639373527188653,0.369724724036992,0.487948683747003,0.60419464498072,0.613644522999852,0.430461922596754,0.424780868644973,0.435722585330428,0.555190229894615,0.339672840897392,0.452091661464437,0.411389633191151,0.387843341300382,0.202159057406889,0.212815785645758,0.220758486418058,0.215743610317102,0.384258868078048,0.479996956047376,0.440079574833785,0.410164932398952,0.533258804164846,0.33023324437044,0.42722343997027,0.432388143269748,0.467160379787491
