"plotNumber","germplasmName","replicate","rowNumber","colNumber","name","value","trait","doy","harvest","GDD_sum","loc","year"
100,"SW_8421S",1,1,1,"GNDVI_72.5",0.070989934375652,"GNDVI",73,"1",89.4,"NMSU-NOR","2023"
101,"SW_1011",1,1,2,"GNDVI_72.5",0.0583448728749983,"GNDVI",73,"1",89.4,"NMSU-NOR","2023"
102,"SW_9813",2,1,3,"GNDVI_72.5",0.0392812749696644,"GNDVI",73,"1",89.4,"NMSU-NOR","2023"
103,"DONA_ANA",2,1,4,"GNDVI_72.5",0.085998801348187,"GNDVI",73,"1",89.4,"NMSU-NOR","2023"
104,"NM1715PAR",3,1,5,"GNDVI_72.5",0.00164145927959275,"GNDVI",73,"1",89.4,"NMSU-NOR","2023"
105,"NM170506PAR",3,1,6,"GNDVI_72.5",0.0502088178365668,"GNDVI",73,"1",89.4,"NMSU-NOR","2023"
106,"NM1704PAR",4,1,7,"GNDVI_72.5",0.05142923808309,"GNDVI",73,"1",89.4,"NMSU-NOR","2023"
107,"NM1712PAR",4,1,8,"GNDVI_72.5",0.00269090368170247,"GNDVI",73,"1",89.4,"NMSU-NOR","2023"
108,"NUMEX_BILL_MELTON_CA_2019",4,2,8,"GNDVI_72.5",0.0250393212071527,"GNDVI",73,"1",89.4,"NMSU-NOR","2023"
109,"NUMEX_BILL_MELTON_CA_2019",4,2,7,"GNDVI_72.5",0.0317099431600051,"GNDVI",73,"1",89.4,"NMSU-NOR","2023"
110,"NUMEX_BILL_MELTON_CA_2019",3,2,6,"GNDVI_72.5",0.0375392416918383,"GNDVI",73,"1",89.4,"NMSU-NOR","2023"
111,"NUMEX_BILL_MELTON_CA_2019",3,2,5,"GNDVI_72.5",0.0600867698455627,"GNDVI",73,"1",89.4,"NMSU-NOR","2023"
112,"NUMEX_BILL_MELTON_CA_2019",2,2,4,"GNDVI_72.5",0.0785830568467992,"GNDVI",73,"1",89.4,"NMSU-NOR","2023"
113,"NUMEX_BILL_MELTON_CA_2019",2,2,3,"GNDVI_72.5",0.0464625211915106,"GNDVI",73,"1",89.4,"NMSU-NOR","2023"
114,"NUMEX_BILL_MELTON_CA_2019",1,2,2,"GNDVI_72.5",0.0556027889145516,"GNDVI",73,"1",89.4,"NMSU-NOR","2023"
115,"NUMEX_BILL_MELTON_CA_2019",1,2,1,"GNDVI_72.5",0.0776829620460264,"GNDVI",73,"1",89.4,"NMSU-NOR","2023"
116,"AFX_779",1,3,1,"GNDVI_72.5",0.0728185933185495,"GNDVI",73,"1",89.4,"NMSU-NOR","2023"
117,"NM1703PAR",1,3,2,"GNDVI_72.5",0.0796172172963151,"GNDVI",73,"1",89.4,"NMSU-NOR","2023"
118,"SW_1011",2,3,3,"GNDVI_72.5",0.0774334189710382,"GNDVI",73,"1",89.4,"NMSU-NOR","2023"
119,"NM1715PAR",2,3,4,"GNDVI_72.5",0.00148134972925077,"GNDVI",73,"1",89.4,"NMSU-NOR","2023"
120,"NM1703PAR",3,3,5,"GNDVI_72.5",0.0844169402914695,"GNDVI",73,"1",89.4,"NMSU-NOR","2023"
121,"SW_9720",3,3,6,"GNDVI_72.5",0.0276987522003569,"GNDVI",73,"1",89.4,"NMSU-NOR","2023"
122,"NUMEX_BILL_MELTON_CA_2019",4,3,7,"GNDVI_72.5",0.049611683616795,"GNDVI",73,"1",89.4,"NMSU-NOR","2023"
123,"AMERISTAND_803T",4,3,8,"GNDVI_72.5",0.050912434278645,"GNDVI",73,"1",89.4,"NMSU-NOR","2023"
124,"NM1702PAR",4,4,8,"GNDVI_72.5",0.033714210892011,"GNDVI",73,"1",89.4,"NMSU-NOR","2023"
