"Germplasm","Plot","Rep","Row","Range","ndvi_145","ndvi_152","yld2","ndvi_160","ndvi_165","ndvi_173","ndvi_179","yld3","ndvi_187","ndvi_201","ndvi_206","yld4","ndvi_237","ndvi_242","yld5","ndvi_257","ndvi_263","ndvi_278","yld6","ndvi_293","ndvi_299","ndvi_307","yld7"
"AFX_779","116","1","3","1",0.371170253671986,-0.0273407456150076,-0.309682273547947,0.463452258076053,-1.7149315258979,-1.2436668940442,-0.484838710858157,-0.543624655539249,-0.570223689332167,-0.484156313074025,-1.33189333942013,-0.744141033333414,0.0580215323660494,-1.04841160354672,-0.652815590357798,-0.233671752259604,-0.639189022215916,-1.13824233925404,-0.500635742981332,-0.341293021265784,-0.285570064826567,-0.352989567667588,-0.232395353155693
"NM1703PAR","117","1","3","2",-0.329125269595186,-0.851990066489434,-0.667936841527327,-0.395189586810841,-1.14675095185637,-1.95587425801642,-1.0884020710037,-0.916517217096546,0.900759603966411,-0.87352712958134,-1.40344105034733,-1.11461712057619,-0.347510635386818,-1.00708901776059,-0.709971275444702,-0.97420775434986,-0.474060859750856,-0.961315392683894,-0.845889365189587,-0.0760494163579798,-0.613461297840311,-0.440979373036398,-0.375892535249952
"SW_1011","118","2","3","3",-0.751874094536903,-1.18383637957707,-0.743717268811506,-0.748505632437719,-1.41221096847923,-2.1656559545584,-1.24676254889882,-0.96535652044824,0.708576622026564,-0.797241540444907,-1.32578606323054,-1.07475986078875,-0.916894415468761,-0.780186173494872,-0.622496934147912,-0.710160299962581,-0.477795733764046,-1.02135933802845,-0.80607323888106,0.0104359736407103,-0.0682679703934983,-0.306591616245916,-0.503008230090115
"NM1715PAR","119","2","3","4",-0.861259626703968,-1.4674731245963,-1.03977163092521,-0.955775660379198,-0.585785209989733,-2.26581736850782,-1.51416510323453,-1.26200731609417,-0.926916553356223,0.0418522108944224,-1.26664091922643,-1.28501306558561,-1.66035530930016,-0.939528541916063,-0.856709006741229,-0.825732643323729,-0.629862550177074,-1.50139889723158,-1.11775831907669,-1.19720402910313,-0.98494511890037,-0.942459313550537,-1.09380514754701
"NM1703PAR","120","3","3","5",-1.13717008637031,-1.87814170212128,-1.32756266482201,-1.16413636557568,-0.759893130459761,-2.52740263797997,-1.80427108395806,-1.70038923117581,-0.783668592826943,-1.13188963955842,-1.7271806904183,-1.73553354462211,-0.791639297676236,-1.43820439492397,-1.51025628854243,-0.855184010269181,-1.33609129139745,-1.6291944220049,-1.55633386906726,-1.44179850429679,-1.69838375771502,-0.975178385495473,-1.83142078289712
"SW_9720","121","3","3","6",-0.623139823562268,-1.02322768033332,-1.02394107873579,-1.66200740015407,0.385992999864415,-1.8939329396967,-1.09696754552323,-1.30708548281386,-0.531226017036423,-1.72023911802237,-1.47542827709679,-1.56875378578166,-1.44628600568376,-1.67483854458893,-1.6331904991741,-1.035667667439,-1.37092047967863,-1.33912786110089,-1.52405647617203,-1.03750697818634,-1.22877655891963,-0.612916489919065,-1.46380123703719
"NUMEX_BILL_MELTON_CA_2019","122","4","3","7",0.0710615860183692,-0.0249162965494,-0.220168699829335,-1.29566694729567,0.392361035881423,-1.2902719054939,-0.463726862707297,-0.632310294185968,-0.837974431509159,-0.793949038150565,-1.03977405353791,-0.926651953858816,-0.731255359617182,-1.24349835146327,-0.783280929120304,-0.683077722757054,-0.77601085561569,-0.32537341047987,-0.631582710967244,-0.458469978202715,0.159482749849367,-0.116179189418998,-0.369686570927965
"AMERISTAND_803T","123","4","3","8",0.239809233686314,0.283506862130287,-0.361940231049652,-0.659945719911642,0.205548004166244,-1.37609773250709,-0.481695367759799,-0.668436308435245,-1.22637870682619,-0.419382907607085,-1.0161799834943,-0.898696910309753,-0.330204380651448,-1.01317695296434,-0.69576983175048,-0.731626855271148,-0.527960831118302,0.0156312094642399,-0.571468768918277,-0.5184418521769,0.635613315424086,-0.195078338102799,-0.481529995745499
"NM1702PAR","124","4","4","8",0.589689049119939,0.0507763843161232,-0.22335623534764,0.796596127284402,-1.14714036287494,-0.704529192227038,-0.264450724754385,-0.366709574429666,0.470171831884243,-0.192285847204533,-0.883422272460409,-0.516293909964136,-0.936508833721386,-0.901633177965515,-0.622022286116891,0.712208447326762,-0.852582353853179,-1.02813066367658,-0.286571087024691,0.301266116507431,0.0324420274705048,-0.25908175440768,-0.0945398282017829
"AFX_779","125","4","4","7",-0.0110392954640284,-0.759228906977243,-0.490148438519744,0.488717599580181,-0.37061234692482,-1.26871623370188,-0.810190952768699,-0.640702296440857,1.42492913068671,-0.338443309168236,-0.861382654146904,-0.840891795236754,-1.16366288247242,-0.756514642880952,-0.545668629289019,-0.224525964523212,-0.392837901976763,-0.665618748048446,-0.462165474363765,0.61152494931578,0.0971177325010495,-0.207627706220721,-0.0747291421740506
"AFX_149092","126","3","4","6",-0.406377057170986,-1.04621144768152,-0.550322834847073,0.256914486267833,-0.724833899942377,-1.32920885516624,-0.877018232673038,-0.614749124417009,0.981311192089114,-0.190260346556611,-0.728899688073649,-0.769004089764091,-0.672026706790796,-0.564204709507105,-0.395885053295894,-0.325184875532553,-0.44585732241421,-0.49897050026583,-0.374066634405431,0.70138634095631,0.597471960716293,-0.0591259990915047,-0.205312414723158
"NUMEX_BILL_MELTON_FG2011","127","3","4","5",-0.544859971726239,-1.361882755498,-0.874745928275221,0.200349260116265,-0.0658302980883456,-1.43020584712494,-1.15032437473763,-0.900467077783518,-0.932941250019317,0.472810327006348,-0.735801890176583,-0.988667066421106,-0.843906707626278,-0.748967859535176,-0.565754553736408,-0.625223375812919,-0.597745478929317,-0.615326545710448,-0.564573955133413,-0.401945349544425,-0.297783245607976,-0.615451829564029,-0.743720748971191
"NUMEX_BILL_MELTON_CA_2019","128","2","4","4",-0.887748585855045,-1.84003734718931,-1.20626106348417,-0.280541442834989,-0.290888666812465,-1.66442202958042,-1.53287288352716,-1.45774218079821,-1.05618764460766,-0.618363863533028,-1.35963740351136,-1.56826763305241,0.00212396174772428,-1.55521729856134,-1.42256937345248,-0.656031719623568,-1.68082358315905,-1.30801327137164,-1.26100899553212,-0.611437066532811,-1.18970271568271,-0.836749201633766,-1.596123335538
"AFX_149092","129","2","4","3",-0.305723788807459,-0.909846686009079,-0.819159673904502,-0.270997130606109,1.077737974587,-1.07560070991835,-0.783984618453435,-1.01395759526264,0.0740535764945092,-1.05240974312688,-1.02768547435032,-1.30561424205098,0.454837503933893,-1.77553305279609,-1.45718155151475,-1.0211792971592,-1.56706196473087,-1.17518043127645,-1.24655749809801,-0.138733935245811,-0.61609304740444,-0.451747588483902,-1.20423996715227
"TMA_990","130","1","4","2",0.28712674861482,-0.208866445952872,-0.0303155371984625,0.116054425461958,1.14994699356216,-0.657478114872349,-0.428939610400783,-0.423332951242448,-0.0484449445715933,-0.877927612571445,-0.766031618320642,-0.738528356657957,0.551553313719881,-1.56873825432333,-0.643574193765353,-0.829952297343595,-1.36430060265499,-0.623009171446848,-0.445275596516619,0.365474128870769,0.355797793688218,-0.172613650447612,-0.279090998744027
"NM1704PAR","131","1","4","1",0.42323589904735,0.00991655033581364,-0.15418232707743,0.410628237513506,0.888840729754388,-0.774239296460865,-0.469123681951616,-0.434270243576245,-0.18658335582905,-0.796221071892691,-0.774822936321181,-0.689440132068627,0.257714414875081,-1.32589979520499,-0.575439674698071,-1.09087765273543,-1.12668202014513,-0.247777196302473,-0.364842925231567,0.288736511787924,0.825163307527698,-0.271339588561743,-0.39453353613213
"NUMEX_BILL_MELTON_CA_2019","132","1","5","1",0.270520133712778,-0.283247626911955,-0.467979137090104,0.434371450048564,-0.886563586661413,-0.0889292394199926,-0.168928858509088,-0.339885846286083,-0.362429173303895,-0.168544873476392,-0.823367521417788,-0.45937075069347,-0.0943086197980892,-1.36699235602605,-0.699422481930601,2.00696720159647,-0.706321747837489,-1.27434291465068,-0.417505572202326,-0.264475311331649,-0.246423898485115,-1.18653372184928,-0.174793146718842
"NUMEX_BILL_MELTON_CA_2019","133","1","5","2",-0.281795933443968,-1.062433863249,-0.744183075741996,0.819468602894811,-0.109769897286775,-0.515044707407778,-0.682479870347695,-0.637724556688833,-0.163714324149847,-0.0477275191170801,-0.790907879997361,-0.823179290998327,-0.0331446375385235,-1.18468447012479,-0.729622554633589,0.974687762700767,-0.0740796476173871,-0.950266717628833,-0.649118760917729,-0.0242877498509935,-0.180083025004598,-1.20830903377563,-0.18998476568515
"NUMEX_BILL_MELTON_CA_2019","134","2","5","3",-0.653281387577434,-1.33742999663336,-0.870205404723769,1.05306676441312,-0.479550061281233,-0.382078440705113,-0.662252878269136,-0.656820325423335,-0.693943536308798,0.251699024195518,-0.58511683312031,-0.799205184017824,0.178511905895224,-0.857254215972833,-0.621849770416947,0.222409384792404,0.0293225603624726,-0.589393761710844,-0.63906775639994,0.0162054550527483,0.138745659263498,-1.16083269587468,-0.406179062147251
"NUMEX_BILL_MELTON_CA_2019","135","2","5","4",-0.811360122623953,-1.54726433286644,-1.24035282323399,0.977842760594905,-0.10585790500749,-0.432036278993677,-0.952177082844419,-1.00577832651647,-1.20417627039912,0.653346738368694,-0.671595004560337,-1.09536111762105,0.0883074251599064,-1.0232193716444,-0.867926513761141,-0.283385225989269,-0.102598900518362,-0.692587885582266,-0.902913409385747,-1.03896580719345,-0.928485595729116,-1.7474222241924,-0.93461441700048
"NUMEX_BILL_MELTON_CA_2019","136","3","5","5",-1.20418702308107,-2.10811433405536,-1.64344168979215,0.978148891356519,-0.43636454793812,-0.615462838255621,-1.43177346505329,-1.74452609691212,-1.72163196700175,-0.29429068704975,-1.37166177054346,-1.81588592927113,-1.1601281265772,-1.95027751538124,-1.87773493552555,-0.503979871982928,-1.22486306737939,-1.69076615706458,-1.74614194508675,-1.1543337406046,-1.8276139428576,-2.02151503733697,-1.80792217327917
"NUMEX_BILL_MELTON_CA_2019","137","3","5","6",-0.705553465373104,-1.51281268554205,-1.30424583434059,1.2864403672475,1.01460777511403,-0.114807986361288,-0.823794564449714,-1.38235200243177,-1.17576647971742,-0.472311632974805,-0.98269411620817,-1.55377056470877,-1.48116431939696,-2.14651202083881,-1.87061713448535,-0.950590209580232,-1.07819927969313,-1.69371409144705,-1.70395069383228,-0.619711994944943,-1.1491556788956,-1.59715648364058,-1.36897426884382
