"Germplasm","Plot","Rep","Row","Range","ndvi_145","ndvi_152","yld2","ndvi_160","ndvi_165","ndvi_173","ndvi_179","yld3","ndvi_187","ndvi_201","ndvi_206","yld4","ndvi_237","ndvi_242","yld5","ndvi_257","ndvi_263","ndvi_278","yld6","ndvi_293","ndvi_299","ndvi_307","yld7"
"NUMEX_BILL_MELTON_CA_2019","138","4","5","7",-0.153219202498069,-0.916887960324283,-0.535522065140846,1.21391789182332,1.22650646359435,0.121195398958098,-0.6465986414251,-0.822229571079354,-1.09145150793487,-0.490539546709047,-0.76540756783925,-1.04486354710764,-1.93184054786103,-2.02478426416448,-1.08573360599901,-0.699474172084774,-0.908537327685377,-1.25634132564923,-0.936994181063955,-0.189284645129218,-0.372849436149997,-1.34368577295038,-0.511226726072855
"NUMEX_BILL_MELTON_CA_2019","139","4","5","8",-0.0180465551054654,-0.65646874971808,-0.610311478138615,1.16157412427817,0.901169208034976,-0.079829497730732,-0.704372847827918,-0.737431833192529,-0.989356428537159,-0.758474364222683,-0.751053581007128,-0.939175950204763,-1.37486991647717,-1.79778848162999,-0.982771467085894,-0.907058219185993,-0.601952090593195,-0.871078826842167,-0.83394159392837,-0.278530840468407,0.257616575475866,-1.35411727739427,-0.546551705430252
"NM1713PAR","140","4","6","8",0.13599198571383,-0.298436052113491,-0.479845795985318,0.125155640737872,-0.28089437353062,0.095357940764528,0.17247497726801,-0.208636387588125,-0.914735772299067,0.164744672397713,-0.437826525318413,-0.100353640228691,-1.59829886405935,-0.607279022877692,-0.242126893251442,1.80807548019834,-0.439413574265786,-0.381874678859853,0.149602846744729,-0.259887893496621,0.0284296128089726,-1.00758654890922,0.0261905937900066
"AFX_149092","141","4","6","7",-0.19420383269028,-0.550169173940244,-0.609114834992733,0.466407857309427,0.432997462375702,-0.211399965787718,-0.126228870416708,-0.347789495381329,-1.22946937257054,0.130627450045049,-0.37358655333521,-0.349447782076689,-1.15791942536713,-0.509704375057293,-0.287997581086919,0.842436762744535,-0.191113943345678,-0.299027406370321,-0.0918878526607354,-0.0798132232532597,-0.0289770001128861,-1.04870836115198,0.0240459894174881
"NM1705PAR","142","3","6","6",-0.472862982430558,-0.756373272076702,-0.624535733298936,0.570572701494634,-0.196286967095319,-0.0618986213893127,-0.0384853332095305,-0.324936196852096,-1.25302233159848,0.283875391694583,-0.190777382220036,-0.318687043556297,-0.857710600989877,-0.245470861155506,-0.193077040405267,0.131242836184818,-0.466468810589383,-0.0359047303548793,-0.196814838181802,-0.0693122108292055,0.0674213552549169,-1.09419438771885,-0.247774177810014
"DONA_ANA","143","3","6","5",-0.655662705106958,-0.939259063124084,-0.983738557672821,0.835975447064496,0.0550588097477415,-0.163011943898307,-0.400770611161342,-0.7370523757284,-1.26594372229327,0.293357856945918,-0.378589431832055,-0.663385947926901,-0.642220286299519,-0.496841735128367,-0.553904298167587,-0.213435702902889,-0.812882669349675,-0.305923523947477,-0.663848095845246,-1.00449734251939,-1.0331593400226,-1.61563594666907,-0.816356133115416
"NUMEX_BILL_MELTON_FG2011","144","2","6","4",-1.10332619066537,-1.77383809780927,-1.40120525540195,1.14379754406974,-0.100820226229305,-0.338555700247086,-0.925640214351303,-1.51095845461588,-1.68149729103072,-0.689863630469009,-0.996429136862064,-1.4420798477023,-0.329652976736337,-1.32242628143516,-1.56325527695534,-0.496789147493473,-1.77553709177385,-1.0940032946853,-1.52524657298581,-1.02214644149651,-1.71320198878813,-1.77890768877364,-1.60768649249772
"SW_8888","145","2","6","3",-0.699655356577627,-1.57222660661972,-1.05777128362706,1.66375196031731,1.27313673546726,0.0818553530266519,-0.523423751277967,-1.19335187721026,-1.59751586685599,-0.446908169781243,-0.664452045783758,-1.17589573823986,0.283193633667456,-1.48238430936363,-1.46060488581214,-1.03411090403067,-1.38362946095386,-1.07685032761731,-1.33253990135145,-0.474892924849033,-0.854550136826839,-1.26040924372631,-1.04119602825403
"DONA_ANA","146","1","6","2",-0.304464800647736,-1.07747812186901,-0.385954334452166,1.55875368541435,1.26235866494852,0.217265948722019,-0.486284418265794,-0.725254064106468,-1.47696057001375,-0.217110188932351,-0.508733059588429,-0.802669969336841,0.843554289976768,-1.36826952106149,-0.880697422572998,-0.782689051216463,-1.14909589300936,-0.747557228792989,-0.703061516963655,-0.178410445617727,-0.202390216720348,-1.06411896515404,-0.431771170420553
"AFX_149092","147","1","6","1",-0.295558659595032,-0.752254304221225,-0.506591740456414,1.14030728905311,0.870479873314837,0.0133840330896007,-0.629293664356208,-0.668279281170271,-1.16908559149632,-0.6558315020044,-0.613209238318453,-0.780048729020597,0.781143094417586,-1.32359348787018,-0.990069049927261,-1.13682815585789,-0.909413848954807,-0.564150413672652,-0.730178030541654,-0.385762882093076,0.344106690292137,-1.12553791681051,-0.572807686853418
"NUMEX_BILL_MELTON_CA_2019","148","1","7","1",0.0384382864471942,0.309606589942547,-0.214341134856552,-0.0104598292161946,0.136201010112327,0.298877026383218,0.561140928931406,0.170160271777254,0.218043271465691,1.13984972663789,0.337739250901376,0.3628579727765,1.04348109777036,0.101625024829641,0.313210381774812,2.18638617982178,0.66543846758683,0.162906292859143,0.639740946098513,0.0799049837057848,0.604566143929695,-0.408069248689524,0.161285064404156
"NM170506PAR","149","1","7","2",-0.138237299068005,0.278371852932018,-0.260565873982996,0.253937300463668,0.642906404358132,0.12849348909493,0.416973544609607,0.158629968168344,-0.134202015658676,0.530333451420699,0.436807066654126,0.226092196829171,0.922834649685014,0.151811998847348,0.28093226828278,1.69270596835139,0.800255851157453,0.159347779688489,0.470508102533872,0.250919782493372,0.50377417090269,-0.461266427328456,0.215681819765874
"SW_9720","150","2","7","3",-0.223315621029277,0.400769178372774,-0.123001549662385,0.648832645420472,-0.192876821407677,0.353496699174336,0.691961394245326,0.389741360531726,-0.250626566165282,0.757890867641881,0.78410027446254,0.411371038913948,0.96784259972163,0.545896163725196,0.631627635727379,0.694198164838661,0.920166434705973,0.723250333635319,0.578425815809469,0.320584764007051,0.731212654521085,-0.467785772497444,0.0665662175669903
"AMERISTAND_803T","151","2","7","4",-0.351077345130896,0.187202710998706,-0.461308151995296,0.650075221562807,0.00582521271390898,0.208341666169103,0.395289302087544,0.040464527179031,-0.127509064822711,0.444126148374727,0.580651096828839,0.119208947669084,1.08052124175138,0.306479547893732,0.319230813506746,0.405661691958891,0.692073393806893,0.404388204856287,0.103767609343228,-0.453909560525586,-0.254003219820683,-0.912683811536451,-0.431442627088086
"SW_8421S","152","3","7","5",-0.737011976035879,-0.720797611455926,-0.848681484573159,0.621180956619897,0.0775618896605202,0.113584091558806,0.00419237014415586,-0.630016732212512,-0.228263494003533,-0.0269654167290944,0.13167747999285,-0.575221325525986,0.269568703720595,-0.323609919791051,-0.521154534300012,-0.0996376693753374,0.0524172937761674,-0.0721324015658143,-0.639552592353522,-0.400376603823928,-0.955920314401913,-1.01172376306752,-1.09718632538799
"NM1713PAR","153","3","7","6",-0.287088373837658,-0.788793076824334,-0.463296219389887,0.907239699584237,1.26230372032648,0.520245284681025,0.420236109722791,-0.278360274173262,-0.311562806288494,0.432554020991526,0.446564405949664,-0.254346182753328,-0.779760367017392,-0.549009685147551,-0.350199632812302,-0.700717307926823,0.395252720414555,-0.109290501129515,-0.330528670770187,0.0927393789708484,-0.164563331672781,-0.509063453663803,-0.364319773970449
"NUMEX_BILL_MELTON_FG2011","154","4","7","7",0.00114523013754367,-0.419792022698273,0.106825615299133,1.11636576985052,1.09690491352218,0.534352146087296,0.419611033943852,0.07752698276213,0.0960305055598808,0.524616687672488,0.473153333245998,-0.0311121466570781,-0.626804528214665,-0.560899409070554,-0.0357989001239668,-0.202155328524625,0.357526090059996,0.0579980620242558,0.0880773740526783,0.207971902238027,0.217197677024081,-0.482157361205069,0.0452066497352206
"TMA_990","155","4","7","8",-0.125059460345194,-0.188311482432433,-0.0990977567291158,0.776217127893725,0.697816867844512,0.278819311288434,0.19045213672639,0.00129309654625397,-0.455620480220046,0.420647259176283,0.197832356776332,-0.163244706603239,-0.245504371836343,-0.766976537344033,-0.39364254802168,-0.32450389667712,0.233852668479028,-0.0409749379596348,-0.0924718711449711,-0.151452166295284,0.513726824086337,-0.754762859774055,-0.24494394240366
"NUMEX_BILL_MELTON_CA_2019","156","4","8","8",-0.31724020122166,0.263936161910666,-0.240045853945928,0.129536688814514,0.647151827215321,0.292374264339672,0.364447308921105,0.0757324943561452,0.574767377292631,1.43475399546516,0.295156599708404,0.346047303318727,0.698362447344889,0.491586546155979,0.152148613421735,2.53425660838821,0.250410803051335,-0.00729739797660185,0.32526897328272,0.0175877360029632,0.516093113029094,-0.0758422995931532,-0.137260176201884
"NUMEX_BILL_MELTON_CA_2019","157","4","8","7",-0.328927744054354,0.482149633650596,-0.171577936268245,0.20974851735291,0.908991145416385,0.254250787139233,0.403901292621004,0.20129707554227,0.435578551301722,0.98958510132496,0.471062486216325,0.34899939899181,0.534347788742383,0.550906222066008,0.260371155096117,2.36118763190926,0.20812618104261,0.0106881065103947,0.340200854670034,0.174968508555257,0.362214912541742,-0.148633860642963,0.0384425093479288
"NUMEX_BILL_MELTON_CA_2019","158","3","8","6",-0.248096953667865,0.835716763811608,0.12460192090864,0.344673760578525,0.0250185935214915,0.48813244246966,0.772996014254339,0.603175458631081,-0.128355800635745,1.15384891668538,0.884694748334393,0.644931628780522,0.430887142330465,0.964304505454823,0.852064926651185,1.27732983853685,0.239338689616416,0.694601391037608,0.634424232565272,0.28421910302009,0.728042407496882,-0.121612278404008,0.0793376593140551
"NUMEX_BILL_MELTON_CA_2019","159","3","8","5",-0.365099853415651,0.581448366395808,-0.219811311345682,0.563392360197876,0.272154729588771,0.288388719469625,0.415501052540805,0.251436089016581,-0.48992788068255,0.285876929424592,0.546396622332016,0.34385348669904,0.724835653961828,0.550517971013743,0.534353505134843,0.703808932416827,-0.165493547375008,0.172811361100167,0.160508212950934,-0.337812847228005,-0.0869908788427074,-0.525542639263848,-0.27864997902393
"NUMEX_BILL_MELTON_CA_2019","160","2","8","4",-0.659081827574536,-0.143153794163115,-0.478318136982098,0.516118045816496,0.424250888414824,0.258028717186488,0.149644747603635,-0.24387981281866,-0.408504535787321,0.108295098511153,0.294392599324209,-0.181577465360367,0.910362519811702,0.15191543641905,-0.032403858236158,0.379612610756316,-0.565676547168023,0.0778011755715863,-0.369467259582491,-0.140150943417438,-0.49124593892661,-0.509216382427084,-0.666778757584115
"NUMEX_BILL_MELTON_CA_2019","161","2","8","3",-0.145014055276928,-0.234502707684108,-0.0305598892431272,0.868956805740651,1.33044602266226,0.702621942985466,0.668206783616354,0.170528842692377,-0.0584913872493054,0.234595865685076,0.650342397250079,0.222384041174697,1.74088451008286,-0.0121224641311163,0.246175948199701,-0.160469910957313,-0.258577006269941,0.21819155822404,0.105621792225443,0.372075192840136,0.483323741297666,0.0326763891694444,0.248121875239173
"NUMEX_BILL_MELTON_CA_2019","162","1","8","2",0.104061506893643,0.179920039378227,0.480175043763185,0.816413553392701,1.05673670021941,0.636829961081794,0.744549774824731,0.488411083180824,0.319197179498625,0.598124973340189,0.663099853454453,0.394928569367695,1.14500266996531,-0.015153801089861,0.495545489110331,0.263491760618078,-0.364021849147115,0.555522045013128,0.523334116919078,0.391206657494955,0.692268551789294,0.0432399816846557,0.572628255154335
"NUMEX_BILL_MELTON_CA_2019","163","1","8","1",-0.081559854487294,0.313077383438165,0.200068163192624,0.599753432661245,0.774985934212364,0.341841134474594,0.535121606211545,0.30366570853845,-0.172135908029156,0.642346611370894,0.361079676268263,0.138325973702173,0.982559974142091,-0.322468694819478,0.00407160348626889,-0.171371081160179,-0.555019353544592,0.505610711717672,0.201324180280236,-0.058196244275934,0.82397322891215,-0.320990424493788,0.138850815519349
"NUMEX_BILL_MELTON_FG2011","164","1","9","1",-1.07521684995536,-0.0704250938761138,-0.435762187150759,0.00588065724332407,0.557653790924207,0.172511988026927,0.166076111106177,-0.258698589652842,-0.102444158891264,1.33283957500495,0.13310907729458,0.0357528283177052,-0.0846197511068684,0.415820381298083,-0.239356922227825,2.35949028937579,0.434432088438631,-0.140374190484315,-0.0687034341454213,0.18980733005555,0.143669019555671,0.0336099238488597,-0.547166053193727
"SW_9720","165","1","9","2",-1.00986159308467,0.282095516169725,-0.321092989585535,-0.458736969863487,0.805649823768942,0.260687224905091,0.33982079949879,-0.039347476185968,-0.104407187458842,1.11379944994408,0.420920384886785,0.0966082872770356,0.295107394246871,0.603704627263325,0.0126293858826018,2.22913778803126,0.591002494857158,0.0477247635459476,0.0549495607586986,0.337569644445202,0.146410485539447,0.00819810431003763,-0.267835564815314
"NM1712PAR","166","2","9","3",-0.869168622571902,0.58959047458466,-0.0727021796934803,-0.724537358739434,-0.0451663694484144,0.445287241737258,0.642433919882303,0.338599862608063,-0.505697536254002,0.904022456629695,0.841546775430051,0.347581041837622,0.365203415118216,0.9406993399635,0.569581586908189,1.64541827478876,0.743885051525426,0.661227245460393,0.324249624044171,0.434454712635856,0.345447770834859,0.00781040363133997,-0.224558292571183
"NUMEX_BILL_MELTON_FG2012","167","2","9","4",-0.945320318556898,0.409716236759829,-0.44565935367031,0.516740465327263,0.180023000472467,0.217818948915822,0.290917754059043,-0.0455815016152845,-0.680069026723635,-0.125798097128936,0.501638031953651,0.059242782971273,0.328684413901071,0.516005723429653,0.242773930959899,1.17776295410656,0.658268931649691,0.0466693952607767,-0.102007717725876,-0.0748176078806931,-0.421310588835416,-0.30739968795503,-0.459780775723507
"NM1702PAR","168","3","9","5",-1.16996025269727,-0.0958008609400122,-0.588062823509628,0.563397988063041,0.345261462568409,0.22094442679049,0.14656844483865,-0.381205243855404,-0.503407258596873,0.0996284040041803,0.426901096222067,-0.23520081102687,0.224546710602926,0.313170693507781,-0.0169621156892925,0.975131644511519,0.662986177158073,0.297039317073315,-0.332303461335471,0.219895525002986,-0.566427705888378,-0.120800858511698,-0.518393567287369
