"Germplasm","Rep","Plot","Row","Range","yld1","yld2","yld3","tot22","GNDVI_133","GNDVI_159","GNDVI_164","GNDVI_168","GNDVI_171","GNDVI_175","GNDVI_178","GNDVI_181","GNDVI_187","GNDVI_189","GNDVI_192","GNDVI_194","GNDVI_196","GNDVI_207","GNDVI_223","GNDVI_231","GNDVI_236","GNDVI_238","GNDVI_243","GNDVI_245","GNDVI_252","GNDVI_258","GNDVI_259"
"FSG_421LH",1,123,1,26,1.61,1.68,1.14,4.43,0.322139231339066,0.23905643455567,0.238409043872509,0.0539948200924582,0.162370208696507,0.152963813319577,0.138068764939092,0.262394624959516,0.251962606481286,0.305930744371121,0.294132192462306,0.29111547929491,0.265860998628333,0.224580221538203,0.241405354022226,0.265278506966821,0.288410081009445,0.299135329984122,0.188339426204071,0.299689065578803,0.287257872871682,0.222439164535273,0.13183795520761
"ONEIDA_VR",1,124,1,27,2.01,1.87,1.49,5.36,0.315572593870677,0.232361971815145,0.242190348410983,0.0426791847812602,0.148815202271772,0.137025252292352,0.110908494985651,0.247527271643029,0.22092632920105,0.285201721967604,0.273998316396883,0.263929301132076,0.243716071420872,0.243381481251792,0.215258397745093,0.243498513114209,0.252675201458915,0.273827488849444,0.168260020999454,0.2782468710312,0.264438696241318,0.206319162146848,0.122844573278207
"PERSIST_III",1,125,1,28,2.2,1.94,1.4,5.54,0.355359567297237,0.238343778083405,0.240489350262728,0.0647556005251214,0.171383449594561,0.170256732501776,0.139526210202909,0.283701464775634,0.249633307573222,0.311777566488862,0.30014790768156,0.28603398206662,0.269470686912968,0.248544713457498,0.246079704992225,0.268313144453088,0.27659594209968,0.299449269823085,0.184645277665925,0.300567323681485,0.288123617374335,0.213874659364429,0.123366167567149
"ONEIDA_ULTRA",1,126,1,29,1.73,1.59,1.24,4.56,0.291993393838045,0.218889083457748,0.249242292404825,0.0680048917692367,0.153761325860009,0.109216688646027,0.0903821627943502,0.244806135494588,0.215843616396426,0.287200414885621,0.268989185981474,0.258559306759589,0.241755383891107,0.232955124255992,0.226698735801866,0.2570410763678,0.252227405203017,0.280611155420999,0.166909307297497,0.283624246496585,0.261732538096618,0.191722674037104,0.110426426262473
"WL_349HQ",1,127,1,30,1.76,1.76,1.18,4.71,0.350300568998254,0.228686519846825,0.234887756963736,0.123813534931962,0.226754005075583,0.212460756969428,0.16717753688557,0.308421554834257,0.257519213256846,0.314318602870735,0.287821366779422,0.286084602761548,0.25799244714931,0.238882261639371,0.262359777455847,0.281466171909435,0.257762628214145,0.297399954058465,0.175016590280311,0.30600886618971,0.268319473016095,0.180772320977502,0.119566061924556
"FSG_415BR",1,128,1,31,1.92,1.78,1.35,5.04,0.317945094298868,0.223535557610867,0.225248759053248,0.0936076427052513,0.171656451567041,0.127621256355921,0.132982651762834,0.265666492944448,0.240794416035243,0.303409906095436,0.284235216418781,0.281587801117444,0.252757532195832,0.239908376435871,0.2349550633443,0.265595942188093,0.244825275851945,0.285352640179919,0.169995088455909,0.300952400625229,0.262900106914908,0.200557275989488,0.120029652822483
"GUARDSMAN_II",1,129,1,32,1.79,1.77,1.36,4.93,0.287739188792201,0.236943522079291,0.247974405314474,0.113425999415728,0.182912040461976,0.126401305576311,0.132926720944268,0.259059249273712,0.238696798489494,0.298936618533713,0.278258866881621,0.281518987706403,0.247809500992985,0.23520297825508,0.235712851056712,0.266230952742135,0.248127749179399,0.288586373109168,0.186857936713231,0.309038018763447,0.262302289633533,0.193396630354689,0.111495116156021
"AMERISTAND_427_TQ",1,130,1,33,1.66,1.78,1.17,4.6,0.338459249099061,0.243175520627858,0.243840792387868,0.130730510082523,0.216642477383647,0.206248083111135,0.187355656833334,0.30712997112113,0.256919890268586,0.316655487715968,0.298189559044275,0.29562335826362,0.270142698034121,0.242825078177024,0.260736760505049,0.282306236259956,0.265226617821163,0.295597794276208,0.191539657333541,0.316841640987321,0.253941292351841,0.178825423865232,0.109150567082452
"LIGHTNING_BOLT",1,131,1,34,1.99,1.96,1.41,5.36,0.371374332828202,0.249384699337925,0.261224211034628,0.117074481772695,0.196184147463481,0.209391113649204,0.179963209995322,0.294923160365284,0.250356782237394,0.301238661000698,0.292788338430343,0.28187003342104,0.257212156006015,0.244295405346316,0.248068384101683,0.270627784310563,0.266661901619053,0.294886825788882,0.182698713498474,0.307676736428552,0.258918415470617,0.200170762580931,0.128430993625892
"VERNAL",1,132,1,35,1.78,1.51,1.2,4.49,0.341561699825628,0.234726762983563,0.274199612384706,0.0994915146470265,0.14960517936609,0.120341965697512,0.108284303128524,0.223035651251,0.205847940155135,0.265332491928513,0.259380553968816,0.245366133976883,0.244328421142345,0.246055993241607,0.21283626257137,0.247685313975827,0.254323509838017,0.269310517972289,0.158675693256634,0.285921573618391,0.24805863200027,0.181097681144503,0.106509314638911
"REBOUND_6XT",1,133,1,36,1.7,1.82,1.21,4.74,0.403507221101859,0.240908388164844,0.270681480923804,0.153700301456156,0.240457437898835,0.281489845976998,0.224533607035497,0.31749902934679,0.264819851764836,0.306366847746321,0.299938351757577,0.289110910432331,0.302529213492336,0.235182771475047,0.269508778224905,0.295163893156922,0.285944187702601,0.30851247156072,0.175060903932584,0.318717814323318,0.256271576246557,0.169024099872726,0.114428721275764
"SEEDWAY_9558",1,134,1,37,2.08,1.87,1.54,5.49,0.385134322428729,0.245302062041701,0.281829248449811,0.112924860445613,0.176373695799002,0.197986843984421,0.17268212016632,0.273307330431525,0.236667034237049,0.2765406532291,0.296958681223707,0.263380674276421,0.321672535799296,0.25905121822117,0.227478733578902,0.252118678611608,0.271524613306119,0.277371951978885,0.188597849504678,0.296491643339371,0.263854616799714,0.191769253570014,0.126764176868599
"NY2003",1,135,1,38,1.79,1.65,1.19,4.63,0.359123825159521,0.251299261572175,0.310068125765171,0.113011434533969,0.162057540778041,0.14548467812693,0.128587149250781,0.243589536035419,0.236275841066293,0.276788321332941,0.276506873176636,0.264770419677635,0.323505310301346,0.24000223621494,0.222815566157712,0.257030236671439,0.274477610426026,0.286782192685876,0.172183879382833,0.294362137358093,0.268143127589025,0.196670896413361,0.122958407194466
"LANDER",1,136,1,39,1.97,1.88,1.42,5.27,0.362120560504266,0.213803762694674,0.280632675987817,0.126116533086029,0.195680050698376,0.206098762883076,0.157611074283368,0.265194761315605,0.225032915479354,0.280890171389307,0.272167420171456,0.26083158141688,0.324989557364175,0.211742003278347,0.220108637412172,0.260257653895612,0.252849801874285,0.276512628077828,0.161220463073444,0.303507726030682,0.264221982720966,0.160975517303946,0.105490732832976
"NY1615",1,137,1,40,2.18,1.91,1.37,5.46,0.371166949116364,0.243427596339502,0.319405611036523,0.118258644933712,0.183285506995008,0.200824475899331,0.155687358920516,0.26143972462978,0.22680225995567,0.29435385944416,0.272945419486154,0.263421916329827,0.325489516520836,0.226887171159368,0.218239499664269,0.258137096368659,0.2652078691335,0.281070028294136,0.170974595149244,0.298720866214366,0.261055945779918,0.177978773386879,0.110122440049827
"55V50",1,138,1,41,2.19,2.02,1.27,5.47,0.386866501391905,0.224303776765904,0.290779846463478,0.145546880116471,0.206353706956226,0.233097842490187,0.179702039929974,0.290688723475958,0.25424559876725,0.326143345457133,0.289424189049371,0.287061033337098,0.341717130036705,0.226732686046915,0.247880289626614,0.284645735065467,0.274873932366117,0.28501159711395,0.181849615899845,0.310883122793277,0.263323629853122,0.157347410849609,0.0939568647906639
"SW5210",1,139,1,42,2.14,1.91,1.26,5.31,0.405843925536934,0.256323993000287,0.31942968895524,0.157148182525372,0.211323025873521,0.272909950728561,0.210112575315007,0.307477012385742,0.264407209660768,0.342462996016279,0.307444589225764,0.298694345649059,0.349181409799382,0.229987187071089,0.262383402064395,0.292621962770752,0.279567673949015,0.27224512901687,0.18187564511907,0.331456134298909,0.288682215852103,0.200283908166165,0.131030000176552
"NY1614",1,140,1,43,2.16,1.87,1.34,5.38,0.365982032937375,0.241479603066172,0.343306322369068,0.13703184975084,0.173304495371202,0.215640810023478,0.157452609397956,0.258708974876621,0.227283731841359,0.316967318030082,0.274456818116333,0.266618948266147,0.32045459458291,0.242124298156457,0.230784650853207,0.278341085997957,0.268002576652165,0.24327558045419,0.18526536067675,0.29032763380342,0.259086189950192,0.196944747864356,0.0953110450163071
"WL_358LH",1,141,1,44,1.65,1.68,1.07,4.4,0.394401543431315,0.235009910098161,0.32499198038376,0.177294577251161,0.217281732740596,0.27921361072536,0.19694795535437,0.297310873603185,0.262977932779536,0.3481779905257,0.297180197040104,0.286562346477162,0.335068046037414,0.236515842657557,0.273502373158203,0.316377145829797,0.279412669466027,0.264431854409315,0.177731764383513,0.302894022765223,0.262955400800626,0.181241990978749,0.0855831085500828
"SW3407",1,142,1,45,1.87,1.73,1.17,4.78,0.40866164849464,0.253537005092189,0.340369318563475,0.179370506350189,0.221023306431492,0.309054214913868,0.212685788980174,0.312903036639051,0.275184216662201,0.354466129881611,0.309481165835646,0.293201395544717,0.346010680899889,0.249301332612804,0.293003085953095,0.328744266503117,0.280053678802855,0.275390457229169,0.18975483658295,0.313681994242132,0.268242335379914,0.1786866907605,0.100735179294048
"ALFABAR",1,143,1,46,2.03,1.93,1.24,5.2,0.403865196491644,0.233863743292314,0.335682953223994,0.145742102148401,0.169908416458267,0.243094628729356,0.172500336102821,0.28546527528362,0.251738338116613,0.337373416779901,0.297374404961365,0.269672690282957,0.332640779500769,0.244756436637569,0.269404095336101,0.310035785878513,0.265562101302642,0.274236238255154,0.17668712337577,0.306220431294693,0.273798483877952,0.195369675508331,0.100116298939705
"SW4107",1,144,1,47,1.74,1.85,1.2,4.79,0.403361138078522,0.246320265325474,0.340165585562436,0.174270843476014,0.206334842965952,0.298160371271807,0.209029419984663,0.319076212561199,0.278983413614596,0.349613641138739,0.313105728027984,0.28463090696552,0.343534179287652,0.255179389318445,0.295331137581815,0.325144970253431,0.259412851310701,0.287578676078405,0.197626609441216,0.298235616374584,0.259068826362531,0.172039814179505,0.0877662372175685
"NY0651",1,145,1,48,1.72,1.81,1.11,4.63,0.368471614791434,0.240706367581547,0.351038593262109,0.164989619096794,0.180279467314057,0.258822032154163,0.175854431648313,0.298270294040918,0.259171158823711,0.327640260237489,0.289913471959003,0.270590747859677,0.322674774678126,0.218461830481208,0.271745216789707,0.31031278065055,0.224008588185963,0.285588355608474,0.170284892846292,0.301097313538954,0.267204240511892,0.18524165937317,0.101069525879245
"SW4412Y",1,146,1,49,2.01,1.99,1.27,5.27,0.376765131886629,0.260290019832486,0.355402870704905,0.157113058892984,0.174703006560167,0.283090921680891,0.195002424183301,0.318090941654728,0.289220119942092,0.346736977740156,0.311986019411466,0.29925098436369,0.347327521293779,0.249330578424446,0.303259398390295,0.330484858758676,0.229721774615987,0.296922484908182,0.188957586910305,0.312355824225439,0.273676829902576,0.188113534594438,0.113330576694673
"SW4602Z",1,147,1,50,1.47,1.82,1.04,4.33,0.330112410116742,0.251325164356895,0.347435944470035,0.143998730662748,0.157363827790987,0.249561467659146,0.171196371558942,0.303477539664393,0.28814937321629,0.343913679149026,0.305252511297282,0.301970425023555,0.346532330944783,0.215657987208232,0.291211709748253,0.327287489452629,0.218192333258347,0.298129626007913,0.185704893522178,0.303202402040333,0.252962085970679,0.18464372918858,0.108996669211947
"REGEN",1,148,1,51,2.28,2.11,1.33,5.72,0.382787387599592,0.26123631497441,0.365026031714617,0.13251714291218,0.152583565078438,0.252907669503813,0.157786527421848,0.296725086804361,0.269897937452885,0.325441974389462,0.288047920663318,0.292142396647478,0.337385036262239,0.196648278069586,0.276155744197725,0.321527662644728,0.20054511370924,0.295445162573891,0.180631270292079,0.319415317845769,0.271951690565078,0.150268568043736,0.0854802592041917
"SW5606",2,213,2,16,1.94,1.86,1.28,5.07,0.386661978461459,0.22739621981079,0.229182362372995,0.112214498221768,0.204559260785822,0.261768612547357,0.177732884550726,0.275480384814107,0.304057683463354,0.289028026278666,0.227811663024077,0.285712472530797,0.323552170812445,0.223246650212022,0.223561310887881,0.237888399502014,0.26693689447126,0.254353883686181,0.241765650859802,0.281460100812539,0.241414814142225,0.276961057296263,0.12736443963476
"ONEIDA_VR",2,214,2,17,2.29,1.95,1.53,5.77,0.361887638359053,0.215468394285115,0.216608014219262,0.0653949400419987,0.139967814403199,0.171001138266687,0.105730763776587,0.210120851425892,0.247094918237506,0.241102030345279,0.240197052744912,0.232061004418632,0.277462691240661,0.226156718762896,0.17912560715436,0.198189162921684,0.238011917459899,0.227030511730962,0.210413913972715,0.240340756137586,0.214247612648706,0.257593386912465,0.106723048375783
"LANDER",2,215,2,18,2.18,1.95,1.41,5.54,0.364444157773035,0.190880500158033,0.198210215357094,0.0762955040060782,0.162344518373334,0.19463715178192,0.118428926190522,0.225029673695957,0.243124203718855,0.239141686719986,0.22012053884868,0.22664934914564,0.269062958567106,0.206417533348028,0.195424796327395,0.202860152164585,0.231868534756227,0.246105641545274,0.213362616816564,0.259161605586764,0.213770359011445,0.24695716939095,0.0922958692486865
"WL_358LH",2,216,2,19,1.82,1.88,1.18,4.88,0.359672443254556,0.199836316626654,0.195242166103082,0.099620769599712,0.190896535605393,0.229553889313334,0.148146286758763,0.255032303831639,0.26758731976936,0.261824539142409,0.214726363799267,0.252373195828025,0.287485422124071,0.191882968112081,0.221309979674765,0.235317843828397,0.24628018684243,0.275583618440329,0.225978867185542,0.278181460828434,0.228064815024991,0.245303957428379,0.106419322156108
"SW4412Y",2,217,2,20,2.36,2.11,1.51,5.98,0.381222511908246,0.245089779405699,0.243572478746402,0.0669229116418385,0.177963029241316,0.238874825508403,0.154215139359262,0.244742681523145,0.260935508045788,0.267207998953712,0.239302680892636,0.262744064458695,0.295155453558397,0.226198745394759,0.227084091841213,0.242620605037203,0.260597761341028,0.288967394983764,0.233233522490551,0.283563631355549,0.236931905903742,0.267012121407522,0.13114110913628
"GUARDSMAN_II",2,218,2,21,2.16,2.06,1.56,5.78,0.350508092668956,0.211666192909957,0.209188433726352,0.0530832767435829,0.155208867140591,0.193363895702617,0.109162908222892,0.189792789285485,0.231403453659504,0.236730926613972,0.241330980702896,0.242507551063852,0.283421275713974,0.208685870457043,0.195274134260738,0.219981034436964,0.250639312415851,0.27559251876894,0.234436111470232,0.275316583806542,0.238719468778644,0.278812655090664,0.133191297673016
"SW315_LH",2,219,2,22,2.08,1.66,1.36,5.1,0.318575675432779,0.222249299365002,0.213982005176464,0.0392281154995128,0.117294291424545,0.0897265990016454,0.0431281768943279,0.130598266038258,0.218268564241862,0.224041428174395,0.251678524324939,0.241386404539245,0.273726428658923,0.218118935733944,0.175377361133299,0.21613180270545,0.243082626595925,0.269792949782728,0.229592750398235,0.273602268463522,0.231229911832421,0.293316072310987,0.131926060035215
"SEEDWAY_9558",2,220,2,23,2.33,2.11,1.75,6.18,0.36502015133129,0.206537044806093,0.219970712042352,0.0497539630923581,0.145880882519793,0.161029328376784,0.0874047799944028,0.177763078436575,0.214767181985666,0.229552505817063,0.252606493741162,0.242676897667741,0.260053303976157,0.226588131026937,0.186718692274104,0.224224477686304,0.232469719367941,0.272300630748041,0.225273050533553,0.267368314131789,0.212191873335084,0.27523386732334,0.114109685206674
"LIGHTNING_BOLT",2,221,2,24,1.94,2.1,1.35,5.39,0.391421925607195,0.202791723937786,0.220508084177748,0.0748744100670711,0.182072536088391,0.224956367382289,0.126150655924861,0.212471053381681,0.244225041295136,0.245709034569786,0.232635673688824,0.253253432785583,0.284311677511552,0.22746612835933,0.213011959245204,0.234735053670418,0.238306839025242,0.278695298542023,0.222857616075218,0.275701327249363,0.202306406985199,0.262378337106657,0.101002565572537
"PERSIST_III",2,222,2,25,2.1,2.04,1.49,5.63,0.391904217820392,0.211433207902111,0.233145320646297,0.0631956437445279,0.163675532980445,0.200786856299565,0.12022595174066,0.216183374648839,0.254904014462733,0.248352896372208,0.265900240843987,0.246069756465714,0.29009235821372,0.226564869878881,0.202071812547546,0.233774780244981,0.236779434667818,0.280411713248364,0.223645517300319,0.278069777613627,0.217577409629978,0.289303633666211,0.13147857313359
"EZRA",2,223,2,26,2.11,2,1.57,5.67,0.38965232323832,0.212793797791398,0.226135600637327,0.0585380484682444,0.158303606417738,0.186141524698878,0.112886767753068,0.215251552879714,0.246853948580791,0.236618028906385,0.244013740173731,0.219645980622912,0.27207313142074,0.21739119114493,0.195432107672951,0.228902146205263,0.230709150244116,0.277266743105625,0.220593015461988,0.268554176798727,0.202786428970436,0.268193575496462,0.10554622206677
"AMERISTAND_427_TQ",2,224,2,27,1.72,1.76,1.22,4.71,0.391837494360421,0.203672159615474,0.221181254383054,0.104170321843508,0.216153831093739,0.23536877091704,0.151349150989132,0.250855620875161,0.265930671125988,0.250368292387559,0.270161072358925,0.222476124411978,0.290484644321473,0.205112612693792,0.227600837141223,0.244323152206423,0.244278619891028,0.284818206945529,0.238713834013987,0.282695252222862,0.219662651497661,0.269793529528892,0.120421730610056
"REGEN",2,225,2,28,2.24,1.94,1.64,5.82,0.383305082091832,0.191678311346599,0.218107699421703,0.0757158679249636,0.173181076892815,0.161796057007763,0.118456025998363,0.216519735072036,0.24102108560475,0.2270849946156,0.257850026625603,0.189477748831133,0.261316605632015,0.212427259761443,0.191100435585556,0.22841396894006,0.227624790994159,0.264612153436026,0.227060051266983,0.272317776857469,0.224325021161433,0.278628750630971,0.132389441983179
"REBOUND_6XT",2,226,2,29,1.69,1.66,1.21,4.56,0.394244595783084,0.192243147579622,0.212079422165092,0.121428554856028,0.251587525525298,0.242745073703833,0.177099463602519,0.25386841676776,0.272699486632359,0.259557743827537,0.235105136881895,0.212912729052049,0.282373433083007,0.209915337808649,0.234329018709091,0.256105875275717,0.247247142580746,0.279158721311923,0.233533899574788,0.28100219491595,0.216335408747973,0.243606868544786,0.0978968930401591
"SW4107",2,227,2,30,1.99,1.89,1.3,5.18,0.410059818922969,0.190873181299902,0.215522923578566,0.094100165937328,0.238152985717382,0.224733670983377,0.173911954141811,0.227852344509338,0.269326579878853,0.25199683746289,0.253561225123741,0.205532416991035,0.276498244747248,0.190786991944865,0.22172993141193,0.239165726652488,0.247253856350413,0.274963957732883,0.235195868631784,0.289081301873432,0.231884139815308,0.268474283341187,0.138677054072842
"FSG_421LH",2,228,2,31,1.6,1.62,1.13,4.34,0.375988302296661,0.206854323377282,0.237964683282251,0.0749520753602078,0.189495148710454,0.12330541492194,0.129229579512821,0.183163152042699,0.260268577565596,0.243520595810626,0.268607016129464,0.202872673279363,0.269215588311028,0.200981158996847,0.204373592435926,0.237342638669847,0.247290243103492,0.26556497584327,0.23527783247582,0.285163142173888,0.23913438212903,0.295440001988273,0.14372836034362
"55V50",2,229,2,32,2.06,2.09,1.4,5.55,0.401496840334675,0.192538712185645,0.214724945298955,0.0550103428660856,0.185108241330529,0.14944234361646,0.143772514361536,0.180536358676224,0.257457456047696,0.245707635174373,0.279779457120353,0.199648584300456,0.264384923595403,0.206732806268432,0.217073526181817,0.240391687200005,0.250498165796308,0.268327842412509,0.233809297097951,0.272930091012536,0.221436937703702,0.26498318481844,0.118104541966485
"ONEIDA_ULTRA",2,230,2,33,1.74,1.74,1.37,4.85,0.367206837938233,0.170492024818412,0.191276893420323,0.0512022122526357,0.175235376482835,0.133430870891008,0.101418513197551,0.146527699772804,0.221695067529407,0.211803909282661,0.271570862347856,0.169217274842388,0.245228887904473,0.205274365741165,0.181891800529502,0.217368425364086,0.23395509242821,0.242352071363086,0.217576118072701,0.252650200612795,0.204550081609328,0.250842808873359,0.0973782148088169
"N-R-GEE",2,231,2,34,1.75,1.83,1.31,4.89,0.37835240154977,0.194101297866738,0.190467957187049,0.0691769311907171,0.197245837171857,0.209798463121681,0.128332699002666,0.180864196724101,0.23947378146784,0.229601888602331,0.253620723047127,0.188734399809172,0.253281654608325,0.19621637033068,0.197141353432818,0.22702176829414,0.231985328274017,0.254162005394104,0.223334073638327,0.279211358321829,0.224884750720993,0.268601868321444,0.120592382321326
"FSG_415BR",2,232,2,35,1.99,1.97,1.48,5.44,0.409717745742558,0.203102629017528,0.182824406743269,0.0681733809207963,0.208024474388551,0.238011319218397,0.13643189879686,0.197743870642301,0.246178468960745,0.23620977253209,0.264826072690833,0.193594042448125,0.261910407830232,0.208445673345912,0.2009253430022,0.227012852786692,0.245893898210635,0.258311523354685,0.224285843270107,0.277100498129488,0.225115947486275,0.271423185912603,0.120917965689326
"NY2003",2,233,2,36,2.08,1.58,1.18,4.84,0.362703325288421,0.186299525979124,0.162248619565659,0.0688226029372827,0.18662192731504,0.18954193641753,0.1054389862945,0.183524002777459,0.246126177363015,0.227872362003233,0.309660211155896,0.195026064838526,0.256874301219393,0.186201296593256,0.181849074076457,0.220751783741371,0.237658875837047,0.257134149174141,0.221545153107391,0.277795828914607,0.224987744316512,0.278064041221936,0.128624600579535
"NY0651",2,234,2,37,2.01,1.76,1.43,5.2,0.363999618020467,0.189509875183591,0.172785608035913,0.0837656646520743,0.212992204939187,0.240747934272087,0.130815620799033,0.204139969734675,0.234174527628429,0.225770016994413,0.30185459812744,0.198178255763627,0.251489932782191,0.174152469279349,0.196587536102347,0.227935902783981,0.233003395384819,0.260664971894421,0.214328047860789,0.277445040478216,0.22902828969419,0.282658878511426,0.152130654715566
"NY1517",2,235,2,38,2.21,1.48,1.18,4.88,0.371189294696016,0.200878634412453,0.170608642318418,0.0529283729009238,0.16980783510572,0.173239153673028,0.104134377828232,0.1804736621241,0.240149604093087,0.230067715717384,0.304111947877847,0.202381050702175,0.250417239997898,0.207090047827065,0.183759134823641,0.222355521566045,0.230242063234371,0.252536862835868,0.222300405521424,0.268407979227112,0.227701429395372,0.315097232155535,0.132394231015971
"SW3407",2,236,2,39,2.23,1.85,1.28,5.36,0.398933576596553,0.207162883687481,0.183660631313671,0.0809862253747558,0.223648917338699,0.275650345647906,0.170154243763365,0.238686763457074,0.269768480118341,0.266311972957744,0.27266002836734,0.23590763141329,0.275541671788053,0.218316920728632,0.230750741904718,0.257443543643385,0.251138540062307,0.279258871509292,0.240824443511284,0.274735058741375,0.210604277206325,0.273134378789893,0.104784311668655
"ALFABAR",2,237,2,40,2.2,1.84,1.29,5.33,0.384234093590938,0.181061070018006,0.167712001146459,0.0725183715245598,0.203016823348714,0.238117682094494,0.14066038083637,0.210391503476052,0.244641276843391,0.24663731858111,0.124301483687813,0.222376460921899,0.26832606453573,0.206378806455942,0.192302136607031,0.224467191847351,0.230302310129022,0.269569191961032,0.220653099133111,0.275498169687531,0.210926950178229,0.259429216175504,0.104005803160056
"SW5210",2,238,2,41,1.99,1.76,1.24,5,0.384399988103997,0.213099581105469,0.187320840818789,0.0916606487530269,0.227568749175122,0.275828817135584,0.169007168205835,0.235601833078646,0.271475325113632,0.259388200286849,0.0634438071713451,0.2357837250537,0.28623859280378,0.216160485178786,0.223984734906703,0.250610329247185,0.256278419775484,0.285714936064421,0.241086612862651,0.295473223515064,0.230953550091315,0.284746298790326,0.150513019402553
