"","Germplasm","Rep","Row","Range","Plot","yld1","yld2","yld3","tot22","sca_yld1","sca_yld2","sca_yld3","GNDVI_133","NDRE_133","NDVI_133","GNDVI_159","NDRE_159","NDVI_159","GNDVI_164","NDRE_164","NDVI_164","GNDVI_168","NDRE_168","NDVI_168","GNDVI_171","NDRE_171","NDVI_171","GNDVI_175","NDRE_175","NDVI_175","GNDVI_178","NDRE_178","NDVI_178","GNDVI_181","NDRE_181","NDVI_181","GNDVI_187","NDRE_187","NDVI_187","GNDVI_189","NDRE_189","NDVI_189","GNDVI_192","NDRE_192","NDVI_192","GNDVI_194","NDRE_194","NDVI_194","GNDVI_196","NDRE_196","NDVI_196","GNDVI_207","NDRE_207","NDVI_207","GNDVI_223","NDRE_223","NDVI_223","GNDVI_231","NDRE_231","NDVI_231","GNDVI_236","NDRE_236","NDVI_236","GNDVI_238","NDRE_238","NDVI_238","GNDVI_243","NDRE_243","NDVI_243","GNDVI_245","NDRE_245","NDVI_245","GNDVI_252","NDRE_252","NDVI_252","GNDVI_258","NDRE_258","NDVI_258","GNDVI_259","NDRE_259","NDVI_259"
"38","ONEIDA_VR",2,2,17,214,2.29,1.95,1.53,5.77,0.52211451964556,0.252364817859389,0.235442043029035,0.361887638359053,0.26370076601157,0.57270525141679,0.215468394285115,0.292561715068109,0.484142238362187,0.216608014219262,0.433319092162859,0.488126011872639,0.0653949400419987,0.314191945836631,0.319736656994636,0.139967814403199,0.287653769224392,0.331893835758405,0.171001138266687,0.361279576033357,0.428585508741549,0.105730763776587,0.413018087330537,0.415468091366144,0.210120851425892,0.278442589850586,0.510801812715933,0.247094918237506,0.360979349186483,0.532504171881519,0.241102030345279,0.429340710400092,0.553111449464948,0.240197052744912,0.320462726153263,0.49883164014398,0.232061004418632,0.332102217047382,0.546469217057452,0.277462691240661,0.372411223729471,0.526393269436874,0.226156718762896,0.22047560690943,0.370579919467787,0.17912560715436,0.289512104682383,0.432787107400111,0.198189162921684,0.35388932707875,0.438817164127472,0.238011917459899,0.248264548032529,0.4135815642435,0.227030511730962,0.304865818946666,0.456728150157114,0.210413913972715,0.263400275364383,0.398037331693506,0.240340756137586,0.265107804908564,0.37767218549951,0.214247612648706,0.245719555232403,0.363799322562911,0.257593386912465,0.279282096547086,0.444475547989828,0.106723048375783,0.284296361078368,0.342448635562822
"39","LANDER",2,2,18,215,2.18,1.95,1.41,5.54,0.497034782894027,0.252364817859389,0.216976000438522,0.364444157773035,0.259652884968071,0.593380052653124,0.190880500158033,0.298450701794612,0.458851265893004,0.198210215357094,0.41185550898791,0.479784901588142,0.0762955040060782,0.297274539113104,0.327886807936927,0.162344518373334,0.295404411764706,0.335725366095805,0.19463715178192,0.309958740579663,0.452485953175713,0.118428926190522,0.382178403161722,0.431148971623072,0.225029673695957,0.289457426806339,0.525057450681947,0.243124203718855,0.385579761159783,0.530423445974134,0.239141686719986,0.449652826177865,0.551690276228975,0.22012053884868,0.281950509788922,0.475806193963529,0.22664934914564,0.32447789299413,0.530104010666464,0.269062958567106,0.390260708618448,0.51625197725621,0.206417533348028,0.19535275109298,0.350148265122604,0.195424796327395,0.316702034349093,0.460330713891085,0.202860152164585,0.368264768151438,0.448513706117592,0.231868534756227,0.227593901026411,0.402774844008637,0.246105641545274,0.30918201624084,0.459531524394269,0.213362616816564,0.225443246978641,0.364891870119046,0.259161605586764,0.324927137205293,0.412417591957719,0.213770359011445,0.264961724213351,0.365433802100883,0.24695716939095,0.26170502070067,0.4312760859971,0.0922958692486865,0.284956721659252,0.337159257085187
"40","WL_358LH",2,2,19,216,1.82,1.88,1.18,4.88,0.414955644434463,0.243305567987514,0.18158275214004,0.359672443254556,0.300894952886345,0.580643655023141,0.199836316626654,0.26926640660656,0.44487217812026,0.195242166103082,0.428647838340229,0.45353735683876,0.099620769599712,0.278044784430962,0.279672030247076,0.190896535605393,0.30729600540818,0.344667170494804,0.229553889313334,0.299310855336562,0.468288418891613,0.148146286758763,0.310337370242215,0.444317154524767,0.255032303831639,0.342947009467403,0.536187014851707,0.26758731976936,0.415997861910722,0.525372210054234,0.261824539142409,0.481892875268956,0.551519661455541,0.214726363799267,0.287674351141423,0.482077057876291,0.252373195828025,0.357477567298106,0.517772849675273,0.287485422124071,0.397258942705816,0.497303825664869,0.191882968112081,0.157917708470413,0.285251568188797,0.221309979674765,0.35805109922757,0.454007567939456,0.235317843828397,0.385007403102384,0.447585204865291,0.24628018684243,0.203362102675828,0.368786799620133,0.275583618440329,0.352409586056645,0.459154944233083,0.225978867185542,0.173886503754044,0.319898505541576,0.278181460828434,0.378254304203071,0.430667750971356,0.228064815024991,0.281744075381132,0.362507463039482,0.245303957428379,0.215253767101696,0.406277452031188,0.106419322156108,0.277515368138206,0.318275599832693
"41","SW4412Y",2,2,20,217,2.36,2.11,1.51,5.98,0.538074352123809,0.27307167470939,0.23236436926395,0.381222511908246,0.310016437256426,0.600142905050074,0.245089779405699,0.361540997602379,0.493784637262898,0.243572478746402,0.45725010493494,0.484193799844097,0.0669229116418385,0.331761481872271,0.332097951288139,0.177963029241316,0.311464667618102,0.36498213473153,0.238874825508403,0.292007891768276,0.487848246590057,0.154215139359262,0.279071380582151,0.46064181813017,0.244742681523145,0.340219207926702,0.531516996448503,0.260935508045788,0.410923811013767,0.521669274092616,0.267207998953712,0.476229846203884,0.550526496143481,0.239302680892636,0.321529029282396,0.489341417959419,0.262744064458695,0.383400381605765,0.514273031720689,0.295155453558397,0.426509077610436,0.513498006480537,0.226198745394759,0.202259654048047,0.335444722258777,0.227084091841213,0.349389884059813,0.456493074155114,0.242620605037203,0.377425121424717,0.449728761917611,0.260597761341028,0.253824246814557,0.400356671670989,0.288967394983764,0.382110279207917,0.479780580915676,0.233233522490551,0.252981493915834,0.374905969920925,0.283563631355549,0.318376823104442,0.402224997300395,0.236931905903742,0.25439327963792,0.355948119642457,0.267012121407522,0.267275645696579,0.437380067202676,0.13114110913628,0.273745304437565,0.323705390172263
"42","GUARDSMAN_II",2,2,21,218,2.16,2.06,1.56,5.78,0.492474830757384,0.266600781943765,0.240058553676663,0.350508092668956,0.310644517588844,0.586578190798986,0.211666192909957,0.306034348858366,0.467061634159511,0.209188433726352,0.428405348409387,0.468315310868817,0.0530832767435829,0.316111843840675,0.30310516134705,0.155208867140591,0.307531593861173,0.352029298006122,0.193363895702617,0.325297672636278,0.452454250674448,0.109162908222892,0.304725044977492,0.450043220049937,0.189792789285485,0.334842271764109,0.505946369415346,0.231403453659504,0.381454552565707,0.506834454526491,0.236730926613972,0.446901703444776,0.535019479173368,0.241330980702896,0.276390812967699,0.471021745050677,0.242507551063852,0.386799934282446,0.504378747954225,0.283421275713974,0.412735164605794,0.509391118253124,0.208685870457043,0.178843853723443,0.315279642058166,0.195274134260738,0.300077585526502,0.439617314230317,0.219981034436964,0.333938450468402,0.443673045788534,0.250639312415851,0.258608881223867,0.413987286540856,0.27559251876894,0.355695647271308,0.471500613009888,0.234436111470232,0.256131981983,0.388402441956067,0.275316583806542,0.31479537224319,0.412233354880414,0.238719468778644,0.279112474655222,0.370274344287006,0.278812655090664,0.279483238456673,0.454615644107105,0.133191297673016,0.293480994207638,0.341997160855292
"43","SW315_LH",2,2,22,219,2.08,1.66,1.36,5.1,0.474235022210814,0.214833639818762,0.209281816025809,0.318575675432779,0.362752437571631,0.530883058665447,0.222249299365002,0.322769529419146,0.48518739950965,0.213982005176464,0.464790579840499,0.480924626731426,0.0392281154995128,0.255948005510126,0.312829215393183,0.117294291424545,0.342111004021059,0.333775468432616,0.0897265990016454,0.440945880387858,0.370975725084898,0.0431281768943279,0.373319676129158,0.338497496618656,0.130598266038258,0.291549607470495,0.424157884850407,0.218268564241862,0.344888402169378,0.495880397371715,0.224041428174395,0.423754440894112,0.524847133166063,0.251678524324939,0.329594849988188,0.498022236002835,0.241386404539245,0.410278411076018,0.50008017904329,0.273726428658923,0.392643158737344,0.507057877278993,0.218118935733944,0.197326695032972,0.335466070096943,0.175377361133299,0.260645523493821,0.393050808840283,0.21613180270545,0.316111088048487,0.428767902362074,0.243082626595925,0.200732660724472,0.371757286887627,0.269792949782728,0.357873118069782,0.476429356485546,0.229592750398235,0.213661556576654,0.347908512063829,0.273602268463522,0.332294562353721,0.428576566616526,0.231229911832421,0.265227024183204,0.372275443792229,0.293316072310987,0.293999957968182,0.467476409642099,0.131926060035215,0.292672344956082,0.330625879311
"44","SEEDWAY_9558",2,2,23,220,2.33,2.11,1.75,6.18,0.531234423918845,0.27307167470939,0.269296454444975,0.36502015133129,0.370849635563987,0.584428899691175,0.206537044806093,0.284643481433816,0.478221314931103,0.219970712042352,0.411687567267616,0.483714605419216,0.0497539630923581,0.22915985228172,0.304752483953223,0.145880882519793,0.334190271572764,0.335863039836188,0.161029328376784,0.373074679292325,0.413396031760653,0.0874047799944028,0.358176657781574,0.406480185189579,0.177763078436575,0.281132300713284,0.487367714208971,0.214767181985666,0.345819513975803,0.516769529620359,0.229552505817063,0.437520908837469,0.54177832566676,0.252606493741162,0.299531041616861,0.489532710561412,0.242676897667741,0.412025206473179,0.521936550965858,0.260053303976157,0.400862848433181,0.516207549892286,0.226588131026937,0.206881022356743,0.370668070360135,0.186718692274104,0.294623814438056,0.449405599560398,0.224224477686304,0.350813787759282,0.469508350976241,0.232469719367941,0.228518937489526,0.400162840064801,0.272300630748041,0.346152115240789,0.483788898644035,0.225273050533553,0.262590358637511,0.403045915045211,0.267368314131789,0.299604812612556,0.412477401690824,0.212191873335084,0.252948388279038,0.361645711042934,0.27523386732334,0.296896160393418,0.455443750919446,0.114109685206674,0.291657526981381,0.339273742585269
"45","LIGHTNING_BOLT",2,2,24,221,1.94,2.1,1.35,5.39,0.442315357254317,0.271777496156265,0.207742979143266,0.391421925607195,0.42182174722274,0.612727000132362,0.202791723937786,0.313077800290076,0.45948794976928,0.220508084177748,0.418771061941596,0.471670714157223,0.0748744100670711,0.227053254784724,0.300959436091327,0.182072536088391,0.320673605065705,0.352742973510757,0.224956367382289,0.2922465196539,0.475624067353218,0.126150655924861,0.345312316933147,0.453424407872298,0.212471053381681,0.326324947025995,0.523343032799117,0.244225041295136,0.385750286816854,0.529065498539841,0.245709034569786,0.469235630088711,0.546117961584926,0.232635673688824,0.286714357429719,0.488864133002599,0.253253432785583,0.432129778887636,0.517094821454639,0.284311677511552,0.429011518714722,0.5200216135387,0.22746612835933,0.189411618487813,0.357459461040195,0.213011959245204,0.336809492537047,0.457638600363059,0.234735053670418,0.357669060567064,0.459602999986162,0.238306839025242,0.225339926439967,0.39986001896743,0.278695298542023,0.345345105714554,0.474962913558485,0.222857616075218,0.230722011943055,0.369128662278624,0.275701327249363,0.322198705785044,0.423501782847134,0.202306406985199,0.2473417392281,0.334781842794398,0.262378337106657,0.262698863039321,0.428296870731143,0.101002565572537,0.280761705167897,0.334305501309836
"46","PERSIST_III",2,2,25,222,2.1,2.04,1.49,5.63,0.478794974347457,0.264012424837515,0.229286695498864,0.391904217820392,0.432714867948011,0.600709111747204,0.211433207902111,0.315251897860593,0.47051380938849,0.233145320646297,0.450347736348544,0.494940996993763,0.0631956437445279,0.253621296052053,0.34184003048155,0.163675532980445,0.325325504674444,0.351699010300323,0.200786856299565,0.320010531616342,0.449325577396634,0.12022595174066,0.387417579477463,0.417324214143728,0.216183374648839,0.31337356605495,0.511904398677854,0.254904014462733,0.396005423445974,0.528909704839383,0.248352896372208,0.462674385512499,0.54425399010315,0.265900240843987,0.321076514341646,0.504828361833193,0.246069756465714,0.411640063695475,0.517699348511561,0.29009235821372,0.423173056312582,0.524257305733329,0.226564869878881,0.172425319120937,0.341857115702358,0.202071812547546,0.310369953404009,0.442119856980538,0.233774780244981,0.356335256756196,0.464403254597534,0.236779434667818,0.220175046281229,0.400055152526833,0.280411713248364,0.352591425161628,0.478877849713831,0.223645517300319,0.214588361611997,0.35325606889738,0.278069777613627,0.352495117153561,0.437891409665603,0.217577409629978,0.269571488529087,0.373731874419952,0.289303633666211,0.271539110267763,0.448946658233186,0.13147857313359,0.323641710077696,0.377617273153605
"47","EZRA",2,2,26,223,2.11,2,1.57,5.67,0.481074950415778,0.258835710625015,0.241597390559206,0.38965232323832,0.42388594076461,0.60419935579416,0.212793797791398,0.3104186302673,0.479868071071391,0.226135600637327,0.418230497091803,0.487374078071596,0.0585380484682444,0.299150326797386,0.371582402766787,0.158303606417738,0.318986221257083,0.348229299200571,0.186141524698878,0.341540260332303,0.422741705495391,0.112886767753068,0.420082582582583,0.403174584619221,0.215251552879714,0.283779359536813,0.502966842749276,0.246853948580791,0.387706117021277,0.524015827075511,0.236618028906385,0.455303982329352,0.53577491368403,0.244013740173731,0.28528570163005,0.493842723836523,0.219645980622912,0.358532502181928,0.503754468681184,0.27207313142074,0.409359517450092,0.515707886676635,0.21739119114493,0.189904080946323,0.34176572940884,0.195432107672951,0.303535857930145,0.443262243931374,0.228902146205263,0.344150442110507,0.456982301742151,0.230709150244116,0.238678307574172,0.403995875225574,0.277266743105625,0.349231619679381,0.484177153448444,0.220593015461988,0.247440143665753,0.372448941911981,0.268554176798727,0.291351784230454,0.403066172705641,0.202786428970436,0.238153296624984,0.343707426895992,0.268193575496462,0.288985141752306,0.436193178235925,0.10554622206677,0.262036452590086,0.316659188562303
"48","AMERISTAND_427_TQ",2,2,27,224,1.72,1.76,1.22,4.71,0.39215588375125,0.227775425350013,0.187738099670211,0.391837494360421,0.421452329894481,0.60469283799838,0.203672159615474,0.295969560419688,0.460346738607608,0.221181254383054,0.419688640500517,0.470474814089841,0.104170321843508,0.275273161581523,0.340299100208095,0.216153831093739,0.304807851410606,0.376398842764954,0.23536877091704,0.321043997223723,0.48285371757996,0.151349150989132,0.381577670734826,0.452012460221415,0.250855620875161,0.319900091234053,0.528321592557694,0.265930671125988,0.408668909052983,0.527346944096788,0.250368292387559,0.466695271117926,0.538915557336679,0.270161072358925,0.305301079100454,0.515619967793881,0.222476124411978,0.348749245658518,0.492467430652874,0.290484644321473,0.427262113923436,0.510420646672651,0.205112612693792,0.164140457077686,0.30682282756503,0.227600837141223,0.348676504094461,0.462627305042166,0.244323152206423,0.360607054395506,0.459997647612327,0.244278619891028,0.235466314731021,0.394383693648399,0.284818206945529,0.353648359509641,0.481134718564042,0.238713834013987,0.217155674530349,0.34285208336208,0.282695252222862,0.335129877141832,0.420021840678002,0.219662651497661,0.256498844337253,0.363562515147753,0.269793529528892,0.259468087342118,0.419212744047244,0.120421730610056,0.279843003377822,0.322821279246993
"49","REGEN",2,2,28,225,2.24,1.94,1.64,5.82,0.510714639303954,0.251070639306264,0.252369248737005,0.383305082091832,0.403435597567891,0.589218377768013,0.191678311346599,0.277544535600802,0.472197926162121,0.218107699421703,0.423474395874558,0.469393326137795,0.0757158679249636,0.288287317916703,0.348297869222427,0.173181076892815,0.302404992123699,0.349951809476433,0.161796057007763,0.366305781397403,0.41283874353446,0.118456025998363,0.428281534363845,0.408066527633494,0.216519735072036,0.30177263277546,0.505669672903486,0.24102108560475,0.379482686691698,0.523865900083438,0.2270849946156,0.44241756199381,0.531049159000093,0.257850026625603,0.30530637254902,0.50860648476258,0.189477748831133,0.32190369218909,0.487222833058457,0.261316605632015,0.405520128405344,0.513149299282441,0.212427259761443,0.201709435452033,0.347481978622918,0.191100435585556,0.297561640286098,0.437724733699966,0.22841396894006,0.34526270635283,0.457274828068136,0.227624790994159,0.240725381710778,0.397021063645876,0.264612153436026,0.331909690379493,0.476126637870519,0.227060051266983,0.249512987869347,0.380804826638753,0.272317776857469,0.291248410033989,0.419658930569747,0.224325021161433,0.250116984991163,0.379058445205034,0.278628750630971,0.306598995439548,0.446408381144526,0.132389441983179,0.277363689767405,0.324076018099548
"50","REBOUND_6XT",2,2,29,226,1.69,1.66,1.21,4.56,0.385315955546287,0.214833639818762,0.186199262787668,0.394244595783084,0.431545180161064,0.592621677413863,0.192243147579622,0.28653543103671,0.457123420294776,0.212079422165092,0.423219963805507,0.443528663944601,0.121428554856028,0.228460828277499,0.323312963451449,0.251587525525298,0.320672649333995,0.398992590179532,0.242745073703833,0.361374349598563,0.503441260343711,0.177099463602519,0.33192806383697,0.465425362894728,0.25386841676776,0.342990270689707,0.5422593786373,0.272699486632359,0.434270572590738,0.533706847100542,0.259557743827537,0.482064428259455,0.538833373989406,0.235105136881895,0.269607166538113,0.497347581007712,0.212912729052049,0.356007056711486,0.485978357761606,0.282373433083007,0.411988396743846,0.506397885561817,0.209915337808649,0.163198081618926,0.322728282961208,0.234329018709091,0.379612280850671,0.47060044645184,0.256105875275717,0.387361174533328,0.469102910041928,0.247247142580746,0.225204844743537,0.381662904676416,0.279158721311923,0.35446258814665,0.4681011293591,0.233533899574788,0.214392649715253,0.339573117382546,0.28100219491595,0.325207651298733,0.421342035573535,0.216335408747973,0.242426950882855,0.348300200393694,0.243606868544786,0.222872865275142,0.378307189542484,0.0978968930401591,0.247282913165266,0.286623445758394
"51","SW4107",2,2,30,227,1.99,1.89,1.3,5.18,0.453715237595923,0.244599746540639,0.200048794730553,0.410059818922969,0.422854660602669,0.611776598528066,0.190873181299902,0.298904524479972,0.444321918490716,0.215522923578566,0.398997571505666,0.455496642081909,0.094100165937328,0.243666578739119,0.321834022099124,0.238152985717382,0.29446793516561,0.3830938057041,0.224733670983377,0.34483536289555,0.49627033400269,0.173911954141811,0.328795344949866,0.469565922375404,0.227852344509338,0.333804992345618,0.536006169135614,0.269326579878853,0.433406341259908,0.525074050896955,0.25199683746289,0.471596720350554,0.53066615198759,0.253561225123741,0.268160731159934,0.48727143869596,0.205532416991035,0.348560532817703,0.487359639311735,0.276498244747248,0.429412915550986,0.517955868926415,0.190786991944865,0.169833537581699,0.300761700513539,0.22172993141193,0.339813437336657,0.459682629032474,0.239165726652488,0.348942255801403,0.449680490403642,0.247253856350413,0.250991730620501,0.392409388527854,0.274963957732883,0.344256105095438,0.467760803824017,0.235195868631784,0.222304816465192,0.351724418580992,0.289081301873432,0.338490170328875,0.428462138829177,0.231884139815308,0.271869690897161,0.378863608150526,0.268474283341187,0.220629006157661,0.396890906416157,0.138677054072842,0.292074350102032,0.332833567816267
"52","FSG_421LH",2,2,31,228,1.6,1.62,1.13,4.34,0.364796170931396,0.209656925606262,0.173888567727326,0.375988302296661,0.411414415719898,0.56505981091608,0.206854323377282,0.308689654662318,0.462090763628474,0.237964683282251,0.449249415362475,0.466442405708461,0.0749520753602078,0.292946891761189,0.287582578621882,0.189495148710454,0.290013679890561,0.339714043651287,0.12330541492194,0.388736850831783,0.372913788127215,0.129229579512821,0.355957687791598,0.386535973689953,0.183163152042699,0.332842912908871,0.469100372414412,0.260268577565596,0.42931815811431,0.516390540258657,0.243520595810626,0.464767071976439,0.519529211611732,0.268607016129464,0.318583049161694,0.510176304821445,0.202872673279363,0.360168870336032,0.472320887803878,0.269215588311028,0.403131546321235,0.489921085787143,0.200981158996847,0.173634453781513,0.308617968020542,0.204373592435926,0.319587888318538,0.415512488887102,0.237342638669847,0.352813870784729,0.435537105456156,0.247290243103492,0.205520069980854,0.355916188024031,0.26556497584327,0.344680530798178,0.465163134614115,0.23527783247582,0.227510514563641,0.332124412853654,0.285163142173888,0.33654471714244,0.423945930729612,0.23913438212903,0.257518310308748,0.371675090295389,0.295440001988273,0.301350692474203,0.420698148498413,0.14372836034362,0.257726402778306,0.286763121538208
"53","55V50",2,2,32,229,2.06,2.09,1.4,5.55,0.469675070074172,0.27048331760314,0.21543716355598,0.401496840334675,0.393415930194958,0.599911012320783,0.192538712185645,0.319656435257458,0.449797327802443,0.214724945298955,0.43109922710891,0.456659616877818,0.0550103428660856,0.336422081538146,0.324515958849908,0.185108241330529,0.311252921527261,0.353178776784976,0.14944234361646,0.358029513089295,0.420254171195569,0.143772514361536,0.366053281593625,0.426217868300246,0.180536358676224,0.346460888769511,0.490738950070135,0.257457456047696,0.422514601585315,0.52389445139758,0.245707635174373,0.469259943313818,0.529544187343184,0.279779457120353,0.32193071070463,0.515068078101388,0.199648584300456,0.346174994829033,0.482581625752114,0.264384923595403,0.42144205938492,0.514141046840392,0.206732806268432,0.189309640522876,0.342207778944911,0.217073526181817,0.333290812852383,0.445099249763187,0.240391687200005,0.359310493119266,0.454768309273251,0.250498165796308,0.235166874888453,0.393640521709308,0.268327842412509,0.336049087720053,0.470478082533748,0.233809297097951,0.244284380418834,0.351280248445894,0.272930091012536,0.30721914075804,0.42346007882061,0.221436937703702,0.266023368849097,0.373029078713521,0.26498318481844,0.238122996813506,0.405231721068587,0.118104541966485,0.251562435500516,0.301226651186791
"54","ONEIDA_ULTRA",2,2,33,230,1.74,1.74,1.37,4.85,0.396715835887893,0.225187068243763,0.210820652908352,0.367206837938233,0.319031282090851,0.568656809110053,0.170492024818412,0.305095283611908,0.450588333708538,0.191276893420323,0.406682107093602,0.462718564490016,0.0512022122526357,0.351942026436883,0.322063952636361,0.175235376482835,0.305223932474274,0.351194359675892,0.133430870891008,0.383082324693109,0.376910429063577,0.101418513197551,0.399817226053879,0.389790565011026,0.146527699772804,0.314341394834059,0.463160138197155,0.221695067529407,0.376866134751773,0.516322877555277,0.211803909282661,0.421143302381106,0.521834687940068,0.271570862347856,0.287857730652648,0.505604101543999,0.169217274842388,0.327850814834474,0.47696125823839,0.245228887904473,0.37864606909674,0.505593746563449,0.205274365741165,0.195023780345472,0.350459558823529,0.181891800529502,0.286321567436119,0.431332490465617,0.217368425364086,0.326060027398398,0.450558069381599,0.23395509242821,0.226334351695345,0.397404051750988,0.242352071363086,0.319675303555588,0.472088789642773,0.217576118072701,0.255443480074022,0.382109778777411,0.252650200612795,0.274954820637933,0.415593830584343,0.204550081609328,0.237521738873421,0.368925499654188,0.250842808873359,0.286817836812144,0.425946869070209,0.0973782148088169,0.262287792945232,0.308450004436164
"55","N-R-GEE",2,2,34,231,1.75,1.83,1.31,4.89,0.398995811956214,0.236834675221888,0.201587631613095,0.37835240154977,0.329813117940013,0.579766602869193,0.194101297866738,0.302840855270523,0.472751015206258,0.190467957187049,0.427849283444265,0.474543832823649,0.0691769311907171,0.327753158064422,0.301736569067089,0.197245837171857,0.303851374410524,0.368547044345164,0.209798463121681,0.317992246737797,0.458477572019311,0.128332699002666,0.389047195307489,0.426576980982751,0.180864196724101,0.314555271383916,0.483754056924066,0.23947378146784,0.392002372757614,0.519265618481435,0.229601888602331,0.440136546324691,0.521960522953257,0.253620723047127,0.287578699485149,0.530829349142602,0.188734399809172,0.339949072750668,0.482183132033581,0.253281654608325,0.383051650558356,0.501195978246692,0.19621637033068,0.163229750233427,0.320369105975724,0.197141353432818,0.307215602881238,0.448551712019204,0.22702176829414,0.347088020811712,0.456330551980849,0.231985328274017,0.213952609421423,0.383573365808933,0.254162005394104,0.323177248827264,0.468189512283988,0.223334073638327,0.218367573017908,0.348836031587776,0.279211358321829,0.331200867443752,0.449440396019255,0.224884750720993,0.2863392978536,0.396854114573173,0.268601868321444,0.26402328562722,0.415902318054767,0.120592382321326,0.280924749990494,0.30903494429446
"56","FSG_415BR",2,2,35,232,1.99,1.97,1.48,5.44,0.453715237595923,0.254953174965639,0.227747858616321,0.409717745742558,0.396135767548853,0.602519655205077,0.203102629017528,0.301144805748386,0.46633636326731,0.182824406743269,0.412559663008934,0.467923337530731,0.0681733809207963,0.332459040417363,0.321954043201735,0.208024474388551,0.299920848360486,0.37101534324089,0.238011319218397,0.291943255600647,0.469163623380441,0.13643189879686,0.37419300788678,0.438440126978189,0.197743870642301,0.33942847763154,0.496466111558779,0.246178468960745,0.417572095327493,0.523984277221527,0.23620977253209,0.45700070768373,0.526016026534566,0.264826072690833,0.290808971535474,0.546642778488207,0.193594042448125,0.342677705951862,0.493500755119966,0.261910407830232,0.4223137459044,0.515675429463821,0.208445673345912,0.184999488236756,0.358161015338276,0.2009253430022,0.311595834506051,0.44707371518517,0.227012852786692,0.333127291848285,0.454351225317226,0.245893898210635,0.245190604300081,0.409289930899408,0.258311523354685,0.329004259747017,0.470387019152603,0.224285843270107,0.243541635109788,0.37138968581783,0.277100498129488,0.311112906701142,0.446117702664192,0.225115947486275,0.258672909018899,0.393377668221343,0.271423185912603,0.294522203307904,0.433174032742786,0.120917965689326,0.291638085098293,0.344809561833783
"57","NY2003",2,2,36,233,2.08,1.58,1.18,4.84,0.474235022210814,0.204480211393762,0.18158275214004,0.362703325288421,0.373753556839961,0.549523480464139,0.186299525979124,0.281680732144486,0.437834286235555,0.162248619565659,0.403977388962023,0.428126604169186,0.0688226029372827,0.345258800082066,0.303183856502242,0.18662192731504,0.310326176884256,0.365351591586002,0.18954193641753,0.348223351816199,0.407324662853133,0.1054389862945,0.417259225863264,0.37688491828088,0.183524002777459,0.332643544069039,0.433498751140426,0.246126177363015,0.414150500625782,0.5083657957864,0.227872362003233,0.44347266750302,0.505967730694173,0.309660211155896,0.322589930215728,0.577551588239044,0.195026064838526,0.337949546997636,0.487139050139302,0.256874301219393,0.389286370456564,0.494527462208204,0.186201296593256,0.148146247313243,0.306382272521238,0.181849074076457,0.278804110692656,0.397758061225554,0.220751783741371,0.337273029183445,0.430827348582341,0.237658875837047,0.193308206737987,0.356011240476915,0.257134149174141,0.326848242447891,0.465783240659448,0.221545153107391,0.200862119523782,0.331811804405787,0.277795828914607,0.337943192165204,0.435680748726289,0.224987744316512,0.270382403187383,0.380088433323284,0.278064041221936,0.236937141416052,0.414316457558372,0.128624600579535,0.279195304437565,0.312449174406605
"58","NY0651",2,2,37,234,2.01,1.76,1.43,5.2,0.458275189732566,0.227775425350013,0.220053674203608,0.363999618020467,0.304253936778695,0.573413051615334,0.189509875183591,0.300648058960079,0.45809624684305,0.172785608035913,0.400799904059483,0.452249955027883,0.0837656646520743,0.320067557665817,0.300697558545092,0.212992204939187,0.285822140695602,0.373601956638892,0.240747934272087,0.304917427295854,0.473121511378274,0.130815620799033,0.401230865986097,0.431199466748055,0.204139969734675,0.345907483030361,0.477707971974487,0.234174527628429,0.391436691697956,0.516140488110138,0.225770016994413,0.434559270299443,0.517008284903462,0.30185459812744,0.30575861987307,0.582542832954438,0.198178255763627,0.333450309522094,0.496638445192782,0.251489932782191,0.395831939254059,0.505409657677139,0.174152469279349,0.154159026772529,0.288388092000409,0.196587536102347,0.300019066123131,0.436577146679014,0.227935902783981,0.32048486861223,0.445196424370736,0.233003395384819,0.231629974138504,0.382756856445952,0.260664971894421,0.327114324166597,0.473667634023981,0.214328047860789,0.221729983503487,0.344851268216467,0.277445040478216,0.301457961049049,0.425298088679423,0.22902828969419,0.270139093321984,0.38832857472202,0.282658878511426,0.238294769140239,0.416792131643654,0.152130654715566,0.300804720078076,0.337190640962267
