"","Germplasm","Rep","Plot","Row","Range","GNDVI_133","NDRE_133","NDVI_133","GNDVI_159","NDRE_159","NDVI_159","GNDVI_164","NDRE_164","NDVI_164","GNDVI_168","NDRE_168","NDVI_168","GNDVI_171","NDRE_171","NDVI_171","GNDVI_175","NDRE_175","NDVI_175","GNDVI_178","NDRE_178","NDVI_178","GNDVI_181","NDRE_181","NDVI_181","GNDVI_187","NDRE_187","NDVI_187","GNDVI_189","NDRE_189","NDVI_189","GNDVI_192","NDRE_192","NDVI_192","GNDVI_194","NDRE_194","NDVI_194","GNDVI_196","NDRE_196","NDVI_196","GNDVI_207","NDRE_207","NDVI_207","GNDVI_223","NDRE_223","NDVI_223","GNDVI_231","NDRE_231","NDVI_231","GNDVI_236","NDRE_236","NDVI_236","GNDVI_238","NDRE_238","NDVI_238","GNDVI_243","NDRE_243","NDVI_243","GNDVI_245","NDRE_245","NDVI_245","GNDVI_252","NDRE_252","NDVI_252","GNDVI_258","NDRE_258","NDVI_258","GNDVI_259","NDRE_259","NDVI_259"
"11","LIGHTNING_BOLT",1,2111110,1,11,0.389214095949347,0.377082370967924,0.575419528725747,0.209460593073404,0.294596440361634,0.486600690823293,0.211250277172374,0.374695388858907,0.455234154824009,0.0667580235943347,0.355039420850553,0.28374263606788,0.140629826430818,0.307991930300195,0.330850055049608,0.192785404255526,0.301440344380784,0.430915053149352,0.195660167385322,0.289770306638819,0.456899113646518,0.306507109455255,0.433398738335981,0.564373394276835,-0.0236247623209005,0.531039580725907,0.227334949937422,-0.0511985958616328,0.498407733946659,0.320908111467336,0.0247348146061211,0.416833953460902,0.353173724309001,0.0677226724635623,0.489240330357086,0.393450045180818,0.145777000038461,0.268371380306417,0.425602346612773,0.220238182516664,0.207733134920635,0.429608134920635,0.319325364114109,0.412301103322775,0.506177207725195,0.29238026051453,0.355704124980973,0.496832164058284,0.248854961832061,0.218890720307398,0.421505845957873,0.287974202450366,0.310417715344844,0.484187558937339,0.212382725018113,0.189414221432452,0.387001203494581,0.237102283884058,0.258137324408672,0.4593319710018,0.215698981158471,0.226370391388391,0.390051605809644,0.177663423727726,0.237026987138942,0.383376765760067,0.113358666493284,0.244891820981786,0.317036262468788
"12","SW3407",1,2111120,1,12,0.42128727840987,0.433162830349531,0.600932258238161,0.219962757929576,0.31465501439926,0.486368003503553,0.231346765382183,0.439656413023925,0.471890292425476,0.0763617363707411,0.346103344177731,0.260331193763006,0.158714483210441,0.299350982464868,0.322493315508021,0.239913933103682,0.313317581965451,0.454802478460849,0.231344140188304,0.337223659128839,0.482132791263608,0.335716854748822,0.477967873648315,0.585337341649093,0.00149596012497192,0.49125717042136,0.22802917709637,-0.0257751762897514,0.468033854445898,0.318939475170309,0.0637651302096706,0.316649645969499,0.314558616320925,0.108000255426587,0.427353298360371,0.424551734205483,0.178970610424665,0.192030422267814,0.423137076277674,0.223110845803286,0.174706903594771,0.378816526610644,0.322941563802813,0.393132861863512,0.496073517126149,0.30415962907173,0.364417092172084,0.487522243901089,0.270473916197236,0.216509161493466,0.42819997435802,0.315141155585152,0.340639677429844,0.507518876207199,0.228236947672151,0.195907816987435,0.394767473844528,0.264137470633297,0.291342975278582,0.463415471002755,0.238213435394649,0.223166102135759,0.385630885456383,0.155458621177103,0.225764033373264,0.34549418910115,0.10693331042421,0.203742379304663,0.280092478167738
"13","BORDER",1,2111121,1,13,0.406451421928933,0.414537695305409,0.595047026024864,0.203654088352733,0.30252371479993,0.477015927143804,0.206094032376625,0.404851109017215,0.448025754924395,0.0797937616085328,0.343240569770509,0.259743398106627,0.163807861796481,0.285720453793332,0.327672163274593,0.224250341204721,0.314468652228178,0.451728940536265,0.21860657262838,0.317816163777953,0.462414568801893,0.325170433492829,0.442612588414361,0.572581400901304,0.254046435561984,0.337990326449729,0.514546438256154,0.254052213527143,0.383536468497352,0.511200748071741,0.251783144130115,0.234469305794607,0.494476430465091,0.299568149527941,0.345672694426433,0.590657243498719,0.29409135975454,0.317691165286449,0.530361187824852,0.277181433529584,0.233536430232048,0.393826380664122,0.269175637546282,0.355965969588261,0.478863379482575,0.283475496507895,0.377186821093999,0.50138140506732,0.278818893126498,0.249236648434137,0.459890044898916,0.327830225963672,0.353776903508137,0.533092822276669,0.25231023990703,0.242243639452014,0.431329744703908,0.290565628108923,0.314238971022652,0.495795886592851,0.255189517067281,0.237828418072083,0.398030939840513,-0.0801070572587963,0.4246518714667,0.458410987117248,-0.00197331884958288,0.275639723743749,0.318982487893943
"14","BORDER",1,2111122,1,14,0.397508678126901,0.426135653776291,0.582169168503767,0.21138075321776,0.328871951144346,0.48040510055399,0.200527159587147,0.402283983929963,0.460304311326977,0.0677095350206003,0.363122453764764,0.270358011665055,0.157015767864319,0.293422511710815,0.337016281142478,0.20926110328763,0.300179288417353,0.423440767877671,0.210484565087801,0.320926637559778,0.459181056607812,0.316333889281919,0.4424779896738,0.570609723341391,0.290181818951207,0.309537833750522,0.580306633291615,0.30840813424883,0.41042525358667,0.562446870107868,0.295998377379838,0.253553625556503,0.544872773988823,0.321212757384393,0.37665905227705,0.617322420428049,0.302190302602193,0.349075615638195,0.544640258607682,0.272656912427799,0.252555599420976,0.40205772689389,0.261547684482635,0.367407079790981,0.481700537737689,0.279500986724138,0.380865540288098,0.498622884580791,0.274776526950124,0.267470532372493,0.462288559298363,0.331433485852449,0.35460898051339,0.53245237196697,0.25131046149941,0.269281799348741,0.431452128874149,0.303897597459199,0.32019056832094,0.498881323560417,0.25901414591134,0.253167698191728,0.398374269213263,-0.0652472941706412,0.423909799718387,0.373238551583549,-0.0277839975877866,0.393937665563963,0.362449142552949
"15","BORDER",1,2111123,1,15,0.39533016211553,0.414263288153798,0.577778528892244,0.218673158118587,0.351263210598249,0.484851437281105,0.201584068808816,0.419500209869881,0.452426695448822,0.0753361733932103,0.370873120548668,0.285466309094639,0.165359702430049,0.283500480888558,0.349463524861421,0.206125387417195,0.305446674392228,0.434308416090712,0.209868460210702,0.307492742962453,0.45958930836016,0.317462910174241,0.434336608785391,0.566895948310674,0.301059357572536,0.30635912077597,0.596392886942011,0.317184530690477,0.420180852508703,0.57362712930597,0.317610814552812,0.288383862246371,0.563719377978768,0.326324215567439,0.369771371244522,0.61733972537217,0.304520126868831,0.352976383576388,0.543572817096571,0.278744705090491,0.2340638388092,0.389627582576655,0.263440050973428,0.367478792720978,0.487132636663247,0.278068970974992,0.377616754535265,0.500576196604259,0.281329642472021,0.285488516306041,0.470146875098424,0.33494257907453,0.364096640978116,0.53352492439762,0.258962522054546,0.265847488420656,0.436276426279324,0.314698258596481,0.340374884445093,0.501072836082324,0.275179399179129,0.283939184356287,0.414211282342301,-0.0319695154961613,0.38046679316888,0.322445709466582,-0.0431798546621437,0.42237917791551,0.412480575940784
"16","ALGONQUIN",1,2111130,1,16,0.349609145320225,0.366803859464892,0.544405112078424,0.212780024144719,0.34139145913615,0.499030702435633,0.226449764257024,0.431820471307789,0.48827232116088,0.054023437019382,0.39697910255283,0.277710952841525,0.121476266054482,0.368703104920615,0.344494232682502,0.102063296355222,0.47830656318724,0.352487030445174,0.128348830186426,0.283166427673348,0.394262731589721,0.255567894428851,0.354845703882771,0.521212284000358,0.249092601834381,0.330337792031706,0.572998930955361,0.274576977132246,0.366666666666667,0.551625807313447,0.295864706774399,0.295602887894288,0.54924546509425,0.293908662930202,0.327327602004385,0.605564349491005,0.270357373858996,0.34368295209807,0.527825453450511,0.271572411149354,0.241488792384963,0.412760889590736,0.217008783393612,0.292764740133161,0.453387628310229,0.24188112645492,0.327097845489643,0.478999404984294,0.251287469005697,0.25513866871039,0.463744282649701,0.304577983342423,0.321216742589292,0.534294843863471,0.222279790742012,0.223548251692391,0.428827500868521,0.286949166694842,0.329665005103125,0.517933565325224,0.263976625129675,0.298977460142936,0.43414981776719,0.200977947851692,0.227789967005023,0.427224008574491,0.11838209839094,0.301279896574014,0.362478547980278
"17","SW315_LH",1,2111140,1,17,0.343449511341316,0.407176055308709,0.533142380028442,0.227812338262245,0.326388104648974,0.491529593831384,0.215091181611321,0.431509742321472,0.459460063744693,0.0606071681103992,0.38380931445822,0.26540637181629,0.11833545797526,0.393112047034003,0.325275218209647,0.0688884741600339,0.505906148867314,0.326467364271108,0.107153023194021,0.289276721849154,0.344509434807942,0.235273054211516,0.340825946817083,0.492270421106038,0.252443593808769,0.31853945035461,0.553515722778473,0.283005450742102,0.376629852816081,0.540649210468001,0.28431422295601,0.25997127632847,0.516350518788506,0.301300295960136,0.347745548401524,0.592237306771275,0.269774876577799,0.312869261438761,0.504192017226872,0.267049019761893,0.248930414820664,0.410344489772046,0.218384709081565,0.295686185159869,0.436059250919932,0.261916954545442,0.337000982467793,0.484053855840148,0.255183103697013,0.235473335787243,0.445136777905988,0.316203771763053,0.341375605631971,0.534620882515527,0.204053901605889,0.194469350828844,0.384829185911653,0.301365813803388,0.362540400775695,0.515199380000139,0.274576376905004,0.335254393587402,0.434301843740209,0.229404184450404,0.256881869575268,0.426067923418027,0.127227139446366,0.307935500515996,0.361155572755418
"18","NY0465",1,2111150,1,18,0.360638926676845,0.363586007714664,0.553642760492238,0.218107115207192,0.300631082472515,0.488962945740439,0.211161322712557,0.412000659591054,0.481693799844097,0.0608849328456958,0.392859110759401,0.29596266010141,0.143376177080708,0.352082944700079,0.323090774364714,0.124628669018647,0.431581646125409,0.366311262995646,0.136540070700092,0.275096398936683,0.400690479352012,0.260496788268997,0.347326692690806,0.526992417104141,0.242354792160272,0.317866604088444,0.548412468710889,0.278867602341572,0.369913925285754,0.537576375336865,0.272748710765438,0.270248709387136,0.49881447144075,0.288393477561205,0.321300124490553,0.584457505494395,0.253369848025773,0.318081570492524,0.497745466643227,0.269780441101735,0.282289043880043,0.44450541737948,0.223988864821445,0.308432251156709,0.461258910794514,0.265808740107775,0.356542128495717,0.499625693608424,0.257293645767363,0.271482738394503,0.466702139545277,0.318041505401187,0.33329122760363,0.533166605072372,0.189845157813932,0.23738188307338,0.396229000074606,0.300616609909854,0.312686542042497,0.510537067451902,0.264110413887522,0.309531409790326,0.420549989064061,0.231652466863097,0.263515961582918,0.43051636088519,0.131189294110306,0.299127976982648,0.359844987768863
"19","HI-GEST_360",1,2111160,1,19,0.380428572429714,0.394982645456045,0.572800445641353,0.226851788801968,0.290789392583388,0.487736407275094,0.21133724054857,0.437445583738082,0.474845745637705,0.0608787110734913,0.371581816583135,0.299040124270934,0.188393401565184,0.277237209716733,0.349123088378487,0.206500017178612,0.312305410733037,0.445595911399323,0.184521731873657,0.309870247752077,0.457708271813156,0.308321162693385,0.426249561816833,0.571805739554548,0.274793938289389,0.317368064246975,0.562100803087192,0.310069934361478,0.42592781625957,0.555355736169787,0.310029804946447,0.283467089647104,0.522755222570956,0.31875682022971,0.376200293201393,0.598699076794753,0.291755127386985,0.347669973767748,0.520033351706117,0.285829387115457,0.256518401544063,0.43824991592461,0.261273938280701,0.38396317591364,0.486505777217852,0.28155608791692,0.379423803395741,0.506221235141904,0.291450963173535,0.28202720531368,0.48477825254678,0.335337247110881,0.367627211772918,0.537510013146634,0.201243455816462,0.197995883852599,0.376159654068784,0.313650335908352,0.352630634773007,0.519900445521964,0.268942669414326,0.312580113142634,0.418289500907387,0.220456999015225,0.231468801883025,0.412756026311918,0.120646107423274,0.276382625448369,0.350286069178803
"20","N-R-GEE",1,2111170,1,20,0.369925839212102,0.338784369740624,0.559631929644991,0.211144398963747,0.318159067417379,0.477242598265616,0.219373068129695,0.405165197577502,0.469965371469689,0.0579024914078899,0.372337114217884,0.273225475541487,0.183526159865132,0.263359268125855,0.33272447456784,0.207923681134205,0.298160498148523,0.440904429419748,0.178313932855919,0.285383350478506,0.448844389372071,0.296058567746789,0.387031154185549,0.558613242398409,0.252217430771435,0.311035669586984,0.540506883604506,0.282447291313153,0.39216571996097,0.537239365532943,0.286861635152924,0.288178015771526,0.506136035332007,0.292027553176869,0.335563558545547,0.577547885937204,0.255599189827993,0.329013687723918,0.492428499249778,0.252296231429563,0.261116813615827,0.42055957655247,0.239269272302897,0.361358415877541,0.468965345051433,0.258079004112691,0.356822832343947,0.485723460829286,0.271315954232723,0.258543007422494,0.465937365486977,0.316489687739794,0.364145286638702,0.522212467076383,0.18231171482615,0.192885158432229,0.355312688345739,0.300133356929114,0.343710337733108,0.511055737431449,0.257185208080659,0.291819326464381,0.406576814626966,0.210563378492695,0.240770211839363,0.406293174064972,0.115315317354325,0.280312432665374,0.342215039862099
"21","PLUSS_III",1,2111180,1,21,0.382011256760756,0.370787906556353,0.577353147732949,0.190863974095796,0.331223820226378,0.448168692158462,0.182661746522197,0.385620660952921,0.436655172098384,0.0793197214852963,0.324303760368123,0.285828717137079,0.215838063204164,0.263277914231232,0.379521359283671,0.25476019803094,0.322234759860725,0.486171649994166,0.203868941671026,0.328348058330499,0.482377592693659,0.318524707553861,0.450467387565247,0.573716815482867,0.275234888290297,0.339863631622862,0.553472569879015,0.300863378209758,0.432255652534437,0.5511403715697,0.306275817337935,0.301700921332388,0.519249202693125,0.306920694324116,0.366176312613347,0.590495914769388,0.276886056506173,0.339962534710211,0.505397055830591,0.249759965778821,0.195105350119168,0.36674036057376,0.259484035177935,0.392122314103738,0.479670805057802,0.2693804116247,0.380172416178892,0.496038302406354,0.275508665799177,0.243462742616557,0.458496387375874,0.318587520825048,0.386294930575879,0.520857152147758,0.178777095236387,0.148293731174501,0.336588875906218,0.318372445808757,0.39449037679588,0.523867388146325,0.273200871836303,0.317476339948099,0.421160982934024,0.19198586100824,0.195999411554547,0.390420738499044,0.110933438685729,0.285693240454076,0.333296439628483
"22","SEEDWAY_9558_SBR",1,2111190,1,22,0.351933589746826,0.328347560693178,0.544409893179004,0.217133008002367,0.328251458686241,0.476310910837765,0.20188394832978,0.420772920789111,0.445673832224021,0.0489595893873089,0.349028840235646,0.279774612386061,0.146924953992505,0.314795725779763,0.337054273186068,0.161622694974594,0.33672734771642,0.402743189733314,0.142841580578899,0.292635481469297,0.41257436096638,0.260954371786222,0.355482884173456,0.522721968543886,0.247237879004522,0.306603306216103,0.528489648518982,0.281267739536464,0.386565017549127,0.53638752475106,0.290684615882467,0.286878938370839,0.502920953674009,0.279826600824418,0.32210517978774,0.572499013861841,0.249121534443479,0.315347143542477,0.48800563432036,0.247472779338503,0.213684695354652,0.371338772645524,0.227681350452144,0.310106668930198,0.434382003731849,0.241391869594812,0.323052845697206,0.464201502760596,0.268675375571522,0.268490168147031,0.467876794592481,0.289797496334414,0.365532353951453,0.509943144229071,0.174598829459416,0.191233839958255,0.34934231994815,0.299300192267049,0.33313720174977,0.511166566563374,0.281030885284021,0.284659419390307,0.434505665998688,0.230643688517425,0.230080490931635,0.42681924216632,0.142642169575951,0.300412563215331,0.359154086974156
