"Germplasm","Rep","Plot","Row","Range","yld1","yld2","yld3","tot22","GNDVI_131","GNDVI_145","GNDVI_154","GNDVI_159","GNDVI_162","GNDVI_164","GNDVI_175","GNDVI_178","GNDVI_181","GNDVI_187","GNDVI_189","GNDVI_192","GNDVI_201","GNDVI_203","GNDVI_210","GNDVI_215","GNDVI_223","GNDVI_236","GNDVI_238","GNDVI_243","GNDVI_259","GNDVI_263"
"ALGONQUIN",2,224,2,25,0.96,0.78,0.68,2.43,0.0620727487337556,0.179315140343417,0.16044040297817,0.0330167365308042,0.0235900066281925,0.0577277790826038,0.196427725137795,0.12888965076155,0.218488662182188,0.211677358652743,0.301904940189072,0.292272934823696,0.179966013642999,0.0651950816294319,0.0319333476568181,0.156837676133673,0.246482252265832,0.214466377706993,0.24210483120173,0.221112796559235,0.175065741851068,0.131785113479389
"AMERISTAND_427_TQ",2,225,2,24,2.02,0.8,0.7,3.52,0.310486466014435,0.280443077499569,0.200585480288321,0.0393535043617703,0.0737965610975952,0.122426371867862,0.367301882213925,0.245613148717001,0.330216932089301,0.264898742648956,0.370802923994121,0.375221001590428,0.22928526549792,0.0718034577021689,0.0721858794811348,0.2619129992745,0.316325841067075,0.227727816950327,0.282125920588992,0.249207636619616,0.183297070343852,0.14044295685956
"REBOUND_6XT",2,226,2,23,1.7,0.72,0.58,2.99,0.290403566746142,0.282443785767893,0.168112341486704,0.0443278302163371,0.0889773784308938,0.136036875685369,0.3588460753061,0.211917181729718,0.301437842057814,0.261852644169128,0.345957825077782,0.345980572012872,0.203302916104817,0.0736129309717949,0.087487406129169,0.235666527267477,0.302858617069776,0.213994998261938,0.258954244078144,0.224576975587484,0.162032646403607,0.118007380008434
"SW4602Z",2,227,2,22,1.68,0.77,0.49,2.94,0.285593717460172,0.282000252976686,0.169578845429737,0.0351829448922177,0.0544972128528114,0.0914519572754426,0.34779430647608,0.191153025569317,0.295281375535404,0.258484331992014,0.361727936987585,0.366902673434171,0.249385320880448,0.0747935182039942,0.0805634529672326,0.242062394955894,0.294060234910065,0.213314507468937,0.24955078716558,0.224682952851413,0.189616403288706,0.118890434500711
"NY1615",2,228,2,21,1.66,0.63,0.51,2.8,0.221987335814127,0.239774161385926,0.17175192207733,0.0132680360835237,0.0149238646325083,0.0593932715444086,0.284651192333438,0.134783896498192,0.223754833664376,0.213188285479727,0.310776474742043,0.312480282033373,0.212647252301591,0.0597754449986641,0.0645658620967875,0.191710738891397,0.267856681248724,0.195439200192305,0.228919011998765,0.207282100209212,0.201543256596527,0.10184790248147
"GUARDSMAN_II",2,229,2,20,1.67,0.63,0.61,2.9,0.274649314928824,0.264141265546619,0.180533892570089,0.0250545842636523,0.0254132898824444,0.0730295084301325,0.320246996528922,0.185066638167501,0.268122656297443,0.247927853725552,0.358027060949722,0.360724810541941,0.251258140089128,0.0695180485672718,0.0832684194569275,0.236402515591619,0.306896723567407,0.216435757645429,0.242325545117614,0.224943896036777,0.213505572871884,0.103541352194631
"SW4412Y",2,230,2,19,2.02,0.6,0.63,3.25,0.28738073513995,0.273688209558917,0.189896412295102,0.0222784376998362,0.0180999803250789,0.0894658542053028,0.336100471956842,0.198882808173861,0.262420918697073,0.252236640762845,0.365889512055732,0.360466631764039,0.2440403811953,0.069910753542717,0.0752768589415338,0.247866281832464,0.30921081555178,0.217723725234571,0.247743954645631,0.231559801874766,0.212450308304509,0.115732758831793
"FSG_415BR",2,231,2,18,1.75,1.15,0.66,3.57,0.258443600550733,0.26670011435271,0.172535487047135,0.0234523184141584,0.0104811159504477,0.0797393950274637,0.31990825051821,0.193281337141505,0.256456095248648,0.253825133048781,0.358210567382868,0.355835378824549,0.243669683204609,0.0538202480902396,0.0612703999681949,0.22758116412073,0.306443224313602,0.197160394783485,0.211675376137769,0.223723159458771,0.212227387942542,0.106413157449927
"LANDER",2,232,2,17,1.35,0.86,0.56,2.78,0.159495767461824,0.212488906033082,0.159350204805737,0.022377545968711,-0.000535868689904952,0.0664556269898882,0.283717608789133,0.157758609524825,0.214995598776293,0.231194450014481,0.313576736662814,0.304123362249737,0.186051392705282,0.0539493067895766,0.0617234057013343,0.197158071369707,0.280711622806274,0.172517508472901,0.162022224181815,0.188381363909994,0.188876188045586,0.074300327830037
"SW5606",2,233,2,16,1.91,1.08,0.51,3.51,0.284383332092143,0.274273616469112,0.184384899229547,0.0379420564674089,0.0378611351047984,0.117630954485113,0.375492472578429,0.256746455666029,0.303745362155139,0.282215607541571,0.35750164236205,0.36918032151029,0.227492452463263,0.0595560924354235,0.0966085166443824,0.248452540213641,0.353560418929156,0.18850674890001,0.183825793297652,0.223147714188818,0.20583881922712,0.110618220733294
"VERNAL",2,234,2,15,1.28,0.82,0.66,2.77,0.063685265453464,0.135311992188354,0.157347359510677,0.0217496230413432,-0.0275031513989814,0.0438908964372708,0.180363242560754,0.0900502821578586,0.144892041716773,0.207959347718326,0.276885726311306,0.269978380580538,0.15815130808678,0.0630838411702441,0.0396407424941984,0.161879910715365,0.232710480458122,0.170633586721175,0.144408331873152,0.190541606473398,0.206680340620322,0.103830551810038
"SW5210",2,235,2,14,2.04,1.32,0.72,4.08,0.257764625118863,0.269917101987303,0.204525099590005,0.0206770465761439,-0.00268115245473678,0.0849584215874301,0.342272356118097,0.222860495884238,0.282786924493183,0.278373974161591,0.37143862065433,0.372366274182953,0.258604867748324,0.0680197612025705,0.0700976732144229,0.261906190765085,0.306551323984959,0.200766885148286,0.200312241279744,0.232612727492589,0.239345911889124,0.143709567697466
"55V50",2,236,2,13,2.18,1.32,0.73,4.22,0.236401247207744,0.27835458097959,0.185941841018571,0.0300083214273503,0.00550758566079514,0.0934157287829689,0.351463358429141,0.212762409337231,0.265206891402168,0.282740482180032,0.386123932356967,0.373832923441545,0.293180790286665,0.0728054109963199,0.0479680064947194,0.231788710989301,0.301559286466322,0.185835006856062,0.189055611544455,0.222028378367026,0.237458616659963,0.13451721296748
"N-R-GEE",2,237,2,12,1.54,1.04,0.57,3.15,0.189019367353452,0.237003745445314,0.175304443799066,0.0279942838001077,-0.002679316423858,0.0827739814278851,0.303615865040906,0.193783334571565,0.224500815236655,0.258854893778229,0.368455214823823,0.371966066047745,0.31219598596109,0.0815197191150626,0.0540121479718431,0.211015956134507,0.276432227225195,0.164977752306105,0.172742574343437,0.211812400853175,0.225432886140158,0.135734916542589
"WL_358LH",2,238,2,11,1.59,0.9,0.54,3.03,0.195642994797959,0.258519556623359,0.173954785853888,0.0348578566181686,0.00902279207534491,0.093875884180806,0.330474635342793,0.20559729605062,0.229952799827078,0.250031049005786,0.35579553875641,0.351621824549627,0.26285252101238,0.0820379673986848,0.067676321035924,0.216368555845476,0.273919058560034,0.154647546925554,0.164306163322676,0.19965149285398,0.215892502129013,0.119962867753573
"HI-GEST_360",2,239,2,10,1.54,0.99,0.57,3.11,0.194205781551958,0.267764540738218,0.188601548055761,0.0225982638114165,-0.00383675388979865,0.0899092409726511,0.30753557056701,0.200112484168151,0.241388599732187,0.244718997771098,0.372645576967077,0.366100139018424,0.280491711907492,0.062357468211245,0.048389794714348,0.222444992579941,0.284456355436499,0.180622532485149,0.184322547466262,0.207983852635671,0.226268677249735,0.12284736572223
"NY0651",2,240,2,9,1.79,1.07,0.55,3.4,0.200865613399155,0.253193162299901,0.201234314777835,0.0281593402197007,-8.80155185779113e-05,0.0853654321403273,0.305248877051359,0.195904925880582,0.234407973414016,0.219722808137709,0.357953416439165,0.351312396994664,0.247820380045365,0.0806350229430264,0.0500128781504985,0.214378855987948,0.28086680812716,0.174392798045273,0.171677171077586,0.186474387253963,0.219711858740812,0.112828567301173
"REGEN",2,241,2,8,2.02,1.16,0.72,3.9,0.214718377124563,0.243819763436427,0.198455286892309,0.0172920185682736,-0.022508558853439,0.0582672832308183,0.294843832907156,0.197042245064236,0.238721191411362,0.214489475139136,0.357405875688266,0.357324141847322,0.242819695313729,0.0675544167998003,0.0190172753027133,0.21046453952421,0.281390853968447,0.17776887435277,0.182906518853253,0.19235078160926,0.23321231446007,0.126910447117434
"SW4107",2,242,2,7,2,1.2,0.68,3.88,0.20261884514673,0.258769945654036,0.196627969290509,0.0295127924708492,0.00108627830209938,0.0861024395011455,0.321742680392081,0.228852060607318,0.2555035510263,0.250214861304356,0.376075254273967,0.366427871211993,0.239778425142315,0.0785050019037988,0.0648248948003808,0.242632348594547,0.301263078335156,0.19865521025619,0.198969396005557,0.194699001112844,0.232475949465346,0.137803712536334
"PERSIST_III",2,243,2,6,1.91,1.04,0.81,3.76,0.17509658210394,0.251201295573128,0.188759651526394,0.0253517301887384,0.000794538829729252,0.0761224048509537,0.310597748581634,0.236964364593146,0.263980135799037,0.255177693329373,0.361230805993408,0.362823111051809,0.248213322229737,0.0746360391095859,0.0595186812555642,0.223767643168561,0.304098239454159,0.202116285926717,0.219606228472801,0.213971534735963,0.230678667988479,0.138979040123671
