"Germplasm","Rep","Plot","Row","Range","NDRE_131","NDRE_145","NDRE_154","NDRE_159","NDRE_162","NDRE_164","NDRE_175","NDRE_178","NDRE_181","NDRE_187","NDRE_189","NDRE_192","NDRE_201","NDRE_203","NDRE_210","NDRE_215","NDRE_223","NDRE_236","NDRE_238","NDRE_243","NDRE_259","NDRE_263"
"VERNAL",2,2122100,2,42,0.319305778265395,0.360421885735426,0.459178792360415,0.480065529300813,0.504237360377932,0.323625307430222,0.345086648441428,0.281348608251192,0.312701199882938,0.408898255431383,0.393120710193431,0.391723237816532,0.361079363370583,0.291734166969729,0.399633264058312,0.442838569,0.363625079063884,0.260117933642786,0.308624896909259,0.302786100741667,0.294477590255288,0.339912884184816
"SW5606",2,2122110,2,41,0.329940505,0.444515221182813,0.466572205524546,0.472969389846128,0.472074441,0.300206959142179,0.435705194818827,0.29399416930251,0.429871589426513,0.422623032,0.421825188609677,0.422486116257115,0.374817722,0.299277292,0.387186560302194,0.443061464066773,0.31419852291049,0.251986186074046,0.336281719977285,0.327130852340936,0.30508352067356,0.33316018693826
"REGEN",2,2122120,2,40,0.303410273722114,0.365528381163786,0.4391578009955,0.484685190573669,0.498520372065858,0.309927010038465,0.346154369867605,0.225910397841321,0.358196601371158,0.399484159105427,0.400264291931135,0.410825028207077,0.345164940237438,0.316655218,0.411773484077796,0.435167586573136,0.328321765128465,0.242307958016667,0.280100703,0.34704937661339,0.310081169482108,0.310006311070488
"BORDER",1,2122121,2,39,0.337357374640585,0.385690634744464,0.473089229203441,0.485575821928181,0.48468041035115,0.304414334459011,0.366868030578438,0.277424916796985,0.390141025825549,0.29328415297591,0.386893872785373,0.38381083578554,0.342601879346625,0.286379452141456,0.432907169981939,0.446995070429606,0.319678341766814,0.225208533254595,0.309952298460998,0.387963558952425,0.288210662588144,0.303410679
"BORDER",1,2122122,2,38,0.3217335663534,0.389449949791237,0.457161872048089,0.474031127550044,0.478355287348863,0.304787011339506,0.411200114414074,0.251632335840628,0.435162902939497,0.288379528644409,0.379732613874865,0.389596350977671,0.348144412743988,0.23288259661574,0.425795751338136,0.439690497324635,0.315750718390805,0.253560950474528,0.322271581359817,0.428137501575973,0.303184653671842,0.30471904471131
"BORDER",1,2122123,2,37,0.327979974868953,0.348563104487078,0.460096210422531,0.483487589850883,0.490445200207135,0.305631297495075,0.396542965476789,0.24770888025606,0.413565010050999,0.269419660965615,0.364169514792564,0.383220400362558,0.339201908408527,0.285895753,0.427263154724255,0.448090365472236,0.318636016234451,0.26997656669518,0.300502246993548,0.409913549733619,0.333795760356569,0.311672297984938
"EZRA",2,2122130,2,36,0.305489190068105,0.300734633476032,0.478113957667414,0.483233420396278,0.50011010572531,0.333067227772777,0.346490594100888,0.292483896000359,0.377563964171428,0.245859120871064,0.407103706960123,0.412795650981648,0.333120920080523,0.264585147116987,0.446199522369968,0.446642598551638,0.30775716806119,0.256423026876655,0.283135999598303,0.402088616268425,0.325738281927383,0.301942286348502
"NY0465",2,2122140,2,35,0.335290015097383,0.295600787484805,0.461702845,0.484014439,0.504568674527108,0.317490241205803,0.354118092215519,0.33544601769494,0.39755909459453,0.248704494480483,0.41698515230586,0.410708222650649,0.330863987097559,0.289999676807454,0.473765323619942,0.442301638323818,0.31465238245836,0.258960018642432,0.3216294881589,0.381556348566824,0.330643966082436,0.295483912210833
"SW3407",2,2122150,2,34,0.327135256918661,0.337238085628763,0.47274191752938,0.453826192,0.484757386180739,0.305864840354004,0.454883499874309,0.23996811042473,0.47389420814757,0.274944999606389,0.396270900998436,0.383194024914332,0.308605143922838,0.28183764952714,0.462110783231482,0.450295801380662,0.359506641366224,0.27417848400484,0.377042881172956,0.394940627231285,0.307685401730873,0.308150078024289
"PLUSS_III",2,2122160,2,33,0.302760211589707,0.309473865017705,0.46680406469157,0.464199015249035,0.481653288140251,0.307615348531757,0.426723018267136,0.267856157259006,0.439536223941291,0.265261444919382,0.36627148448579,0.352925476799025,0.298581377199671,0.273094344876279,0.436395961549099,0.446497737,0.342561749915483,0.278924644339171,0.364397077653084,0.355298291865766,0.317701946,0.319680575344325
"NY1517",2,2122170,2,32,0.305748727037443,0.296657285555732,0.456218532830813,0.472058908441256,0.513201970999017,0.320388797380607,0.373006614504776,0.294925972313622,0.38045823474939,0.303977344047898,0.360642320202471,0.351457034185511,0.333422478248843,0.233543824074312,0.439274969,0.442704458832713,0.325917449196387,0.247664702553347,0.353029029793736,0.34434984875679,0.332292560080362,0.312106248727865
"NY1614",2,2122180,2,31,0.312032819332243,0.294103773584906,0.459093077620343,0.472043239465939,0.506541419,0.3108031397567,0.332500759384951,0.26974134535325,0.329493251,0.278910796903272,0.357834645947878,0.351920802483479,0.349942519528751,0.257952898415611,0.419028722736488,0.428971526035047,0.312466721602434,0.246695961916176,0.380178378649795,0.346631515351239,0.282373458771871,0.294260190202607
"NY2003",2,2122190,2,30,0.343026603276413,0.304415332170604,0.49838954884468,0.460516761305465,0.504860164817338,0.312688619945586,0.383588322,0.344028724204707,0.371849407734711,0.288726378339716,0.418621305802938,0.415906383905115,0.381233452260689,0.253875588829174,0.414774183928447,0.435246302822204,0.324592425679949,0.25805727916028,0.41886934799528,0.380816279452958,0.276581143704926,0.302227100607169
"ONEIDA_VR",2,2122200,2,29,0.365039620429964,0.290940885788278,0.464023981044161,0.468422178093373,0.507529614805429,0.294378508339789,0.330288854323781,0.288445689836141,0.325537213,0.260669595614151,0.407824621488196,0.391990760219963,0.35919686791409,0.273919968442872,0.416737020114341,0.428415045435296,0.301899641577061,0.253439658878241,0.39268563789152,0.370311631501916,0.282194424525713,0.312193228848633
"WL_349HQ",2,2122210,2,28,0.340064595,0.291221394218065,0.479148100440501,0.425608166934422,0.439406789904334,0.298526941239016,0.425934043489191,0.391097100454521,0.401330617884541,0.367974117,0.460030946096711,0.441687547229845,0.363776647362732,0.275386052753706,0.363266017801699,0.442487473104159,0.351990629225828,0.263286092469024,0.417410936205468,0.383960674465865,0.242813035234544,0.310862473709207
"FSG_421LH",2,2122220,2,27,0.317316979398168,0.372090402198615,0.497641174880333,0.431598414526039,0.479919742,0.287706789254777,0.444081171012302,0.41774518059359,0.400692535394388,0.377726778596449,0.460722389244994,0.451416843026311,0.396440643982787,0.283612149056402,0.443970603295081,0.438909345100047,0.323395398481973,0.266857433162975,0.421181742863599,0.377908496732026,0.24729253664656,0.316964108826922
"SEEDWAY_9558_SBR",2,2122230,2,26,0.31041092012512,0.301153744516675,0.48300812620263,0.458943589176894,0.487710713381453,0.298529566118279,0.357620820764203,0.320737540775964,0.321749617390387,0.308873797457933,0.370877293537408,0.385757622244915,0.372447646131809,0.293839931526223,0.471721937613237,0.434211829632938,0.299382368788032,0.237997559694137,0.367398148325389,0.363981688,0.246585460731978,0.321380519466388
"ALGONQUIN",2,2122240,2,25,0.438947613957108,0.312362850800698,0.470000954152951,0.458975541386678,0.494061873526936,0.291817906039797,0.351902521158036,0.311164181780014,0.327679106876418,0.314912092514839,0.38581019437669,0.398902488293278,0.340701569475489,0.307318497772711,0.452823933449254,0.432048593572219,0.317620967741935,0.232461568077441,0.3522174810442,0.364487383994694,0.2484829737807,0.306991142739005
"AMERISTAND_427_TQ",2,2122250,2,24,0.307044077793719,0.325326753342847,0.485465388101713,0.446977874237633,0.447069511,0.298535447352785,0.480695774026956,0.383851185,0.391617741600015,0.342022930684534,0.483932015429122,0.464861099772459,0.38280910294155,0.28609053866253,0.405379109818833,0.440807401008245,0.343886721797472,0.273266347950563,0.372656340921944,0.387655077717361,0.224233779773296,0.305453499379774
"REBOUND_6XT",2,2122260,2,23,0.332843780633599,0.347604777760161,0.431702685940556,0.446370245078226,0.427898330833209,0.326426839755209,0.510124303460701,0.389014135667499,0.388024439039134,0.3138739206492,0.458907381,0.453800262498509,0.335136120146751,0.277191693513726,0.362189015868282,0.455053031218028,0.364599048132184,0.267565642925067,0.343597557474015,0.358424027145105,0.205427268509188,0.321867969333062
"SW4602Z",2,2122270,2,22,0.328076326178487,0.382193726547223,0.444009191673425,0.462669356673901,0.487144654760224,0.294872402355649,0.495298887470833,0.329466722331902,0.342186368063252,0.321314192415144,0.499001881369713,0.481364908512781,0.402952988424285,0.280303527522331,0.371604108309991,0.447561520054288,0.354508354417036,0.26818093000838,0.365575021435954,0.383681691854824,0.234004112892601,0.293442567338354
"NY1615",2,2122280,2,21,0.296580383734451,0.299386660324507,0.395735731437749,0.486975012748019,0.502511375607164,0.304810332426431,0.408141506067095,0.31137351608513,0.319581696147997,0.287367518574044,0.435172868568835,0.429051195582322,0.389341679840324,0.296637046125513,0.391652296880975,0.436114873063957,0.326191815627113,0.244743999811977,0.296509540965477,0.327490415774153,0.262624804523036,0.311204598376532
"GUARDSMAN_II",2,2122290,2,20,0.296803527723859,0.328282860313937,0.414963464545006,0.48263121384398,0.508104091678849,0.31073003552527,0.436942113918217,0.265090703669896,0.294342295273872,0.292986691136659,0.490776199809889,0.474358040429794,0.40850612101498,0.286524213025502,0.361634472124295,0.440876332317991,0.351090949820789,0.258608591439824,0.345508317222105,0.371554278666898,0.295234345829799,0.315034901307915
"SW4412Y",2,2122300,2,19,0.337253964235144,0.334979255853285,0.407982602611199,0.476321369820519,0.480068476680141,0.285591958302308,0.452171710030166,0.282635513004673,0.306530390477698,0.295307734789033,0.469985535197686,0.457716283908674,0.409071182,0.273266573849923,0.369970033886239,0.434216941999562,0.348506697937796,0.258034266,0.346537881089745,0.375164093034474,0.267004113413352,0.282703042371222
"FSG_415BR",2,2122310,2,18,0.314192700108322,0.315820516886,0.404094270311531,0.478863324096923,0.503594760797348,0.29265834818776,0.436379514412603,0.274648731139274,0.295825837063477,0.305763815370332,0.487707872445024,0.466309760799804,0.394124599122831,0.28954671002419,0.376128118363744,0.436681751553668,0.358255718954248,0.256201575632837,0.300215208801606,0.385150766188828,0.291861648916864,0.331985209308637
"LANDER",2,2122320,2,17,0.332102099567708,0.295149497191673,0.392243849689105,0.478634887,0.522549846620888,0.297023485630297,0.419316003645048,0.293123220658407,0.293847587764764,0.289994044753885,0.443294697886372,0.432576085841618,0.357612519653355,0.28443458317568,0.371007544,0.437811426938717,0.324254164031204,0.240137820832917,0.241808924025191,0.350129290932059,0.267158359904661,0.394514417531719
"SW5606",2,2122330,2,16,0.350331281540178,0.3599799164949,0.442085460299286,0.461764734,0.477799407349729,0.297381669463553,0.526334684514832,0.405250458176775,0.322747417640629,0.334464649815303,0.477662161778887,0.464982719894833,0.356858605866402,0.285794578475409,0.34339987926975,0.443807741784587,0.383609728913117,0.242151579757909,0.256557326000759,0.393090496472562,0.262214453,0.341332479162586
"VERNAL",2,2122340,2,15,0.419228298684371,0.327264150943396,0.383774151996565,0.479847239309389,0.527598061481422,0.294520061294055,0.360141324157868,0.316133483346424,0.339080214764974,0.284383355951391,0.388968730761883,0.375527142638843,0.323282156,0.279134598406714,0.389378744261104,0.431895123640854,0.307707877195543,0.208149672276742,0.264736015359655,0.348379963750206,0.31996231844662,0.345977372636069
"SW5210",2,2122350,2,14,0.328353658536585,0.340562470271127,0.422829858626338,0.480171952145949,0.504467209236598,0.303158895456109,0.474064516297972,0.400519031141868,0.317606435752149,0.322109106598905,0.461868134719303,0.439720169054063,0.380881420961581,0.277793067271285,0.368525559780313,0.440654945288091,0.329750623309669,0.250334854544165,0.284817927170868,0.378409183281156,0.30123923151711,0.295066075819895
"55V50",2,2122360,2,13,0.327095484417368,0.324344247132815,0.43938966,0.48357431314809,0.506332502503305,0.292949349539074,0.502273941367026,0.413814177180556,0.344682565955181,0.329445395744963,0.486534970786772,0.470689267777921,0.414125402079901,0.274709396654434,0.4055386805771,0.436681795,0.323123682268606,0.253814099641481,0.258961863874871,0.383420804169632,0.307899430454465,0.312644005699166
"N-R-GEE",2,2122370,2,12,0.313726076274604,0.297522990328207,0.414880810393906,0.485825507269065,0.517305693285036,0.292520374,0.418812714722641,0.303727801718546,0.332994262055201,0.296204927770857,0.458158494963004,0.442567252159751,0.418877070380076,0.265823879951372,0.418326556429023,0.435474082105961,0.282031941808982,0.226654769090038,0.250926665160302,0.38012940077992,0.305635829345681,0.317973539588846
"WL_358LH",2,2122380,2,11,0.321298174442191,0.331081998837271,0.46113146637406,0.467983158434481,0.485411085396797,0.293804922287894,0.475533795248869,0.333681948660614,0.344220555851408,0.322322918563361,0.479297721735151,0.453225654519307,0.403533361343098,0.280793624900183,0.402116993819074,0.437119615959019,0.300904591362407,0.23990204039097,0.252329895594601,0.386691272587466,0.299111129858153,0.326161155361146
"HI-GEST_360",2,2122390,2,10,0.309473458874064,0.340373791025844,0.411882066695291,0.470872973012751,0.49052433899392,0.280993604448556,0.424707404375026,0.29200861867663,0.323764614727711,0.295759291758738,0.447937702081797,0.426926192704049,0.399217520366898,0.296634819770434,0.406468808546355,0.43703537881455,0.309535367910605,0.256373960228515,0.287697145439482,0.378452970229188,0.299900380304567,0.308714989880525
"NY0651",2,2122400,2,9,0.314857793906659,0.345225939432377,0.382026938918309,0.474571494874022,0.510128874078994,0.285824614975769,0.414628634573488,0.262524206121761,0.274085455077553,0.277614705,0.425418845512462,0.415864518114281,0.36476201437222,0.283700130898547,0.406909642306573,0.428698146,0.287275899044963,0.248409965595451,0.302713715447767,0.358986114993943,0.300853250763031,0.303343643228657
"REGEN",2,2122410,2,8,0.309267109779122,0.371417869034406,0.393131211933273,0.481670363162298,0.516589372755137,0.308808205897989,0.417385071015586,0.257046369612443,0.286148332589703,0.318804095238267,0.441577561593586,0.427041742286751,0.355073114707947,0.293805393337759,0.42212352621657,0.432530881,0.291064331646637,0.245017773191148,0.28729602750191,0.35753051,0.312548384291437,0.27638700047493
"SW4107",2,2122420,2,7,0.327943638000394,0.38688243221817,0.442503061240717,0.477189525467394,0.478734554961682,0.296985240842277,0.44419466662468,0.305525246306871,0.33424471042033,0.380907280172608,0.470991217123301,0.463894732655526,0.347755022099459,0.274045475306216,0.390035239902413,0.437770164611815,0.311429890258491,0.255307520513188,0.253805829630187,0.343948407068789,0.306492881592124,0.272552819051496
"PERSIST_III",2,2122430,2,6,0.329601268976747,0.385873500343534,0.446544853139958,0.491168841629047,0.488219008322296,0.293415524,0.435966304256745,0.288709863832457,0.326341892274404,0.382418863527513,0.478557091066909,0.467452487560627,0.355810334911251,0.291128279,0.41959678,0.425294406866832,0.309827295681203,0.266739904790439,0.286736084958952,0.391313895421182,0.310484959925595,0.249236006833366
"LIGHTNING_BOLT",2,2122440,2,5,0.392887623967377,0.335217615,0.419954518709349,0.497878222829059,0.489689183051067,0.291710166682303,0.407351587577832,0.293827174,0.330721753,0.347426294064164,0.470869849868588,0.457615596681717,0.36447545669519,0.282760453210198,0.393747359526827,0.436955911690724,0.302703325954038,0.239981068089744,0.309693277310924,0.37991981106168,0.298459461866174,0.278076510848513
"SEEDWAY_9558",2,2122450,2,4,0.44448605601973,0.326165107552455,0.408014407709556,0.51621453939853,0.523613258164209,0.319193548791464,0.373988904983835,0.293453674023441,0.317529157491232,0.290674491804211,0.469186189422731,0.443140708829705,0.351505102066245,0.290512185602021,0.427619209096615,0.431027464272545,0.29718427780595,0.233003327558232,0.328510833270568,0.379143657462985,0.303133932509609,0.297445240582359
"ONEIDA_ULTRA",2,2122460,2,3,0.395638828255321,0.360861212409492,0.426771941542229,0.517858854612457,0.536778508264823,0.42349005066801,0.378943564605329,0.293980370928595,0.345939660424973,0.268946245941449,0.436059278757816,0.414589495454422,0.325356125356125,0.284617155423963,0.422217973415295,0.432072829131653,0.29781045751634,0.232370816489289,0.33152117697271,0.359721203549913,0.30901623337567,0.293818712259991
"SW315_LH",2,2122470,2,2,0.309347952476065,0.462151445483854,0.430436843025937,0.52492570981935,0.571684982,0.5004363136004,0.405941663524384,0.326813306821586,0.371816304207027,0.296477751356757,0.460419621078904,0.455249446848239,0.323632919848135,0.309383904,0.442984186267099,0.435190208795443,0.295588631465517,0.240710471831753,0.359317927170868,0.424773219091558,0.344752989502178,0.256201641902436
"ALFABAR",2,2122480,2,1,0.289145122420082,0.419534511917975,0.455460299285976,0.530599861224077,0.572258165481493,0.527515412251079,0.407794431875314,0.336497760417772,0.378162946118012,0.298470853494194,0.448170509766105,0.442142942369646,0.335089982857524,0.307194104389021,0.427874220656004,0.433679504458303,0.306731103731815,0.252117898905336,0.336636664909242,0.413380694743651,0.300679447325158,0.280530836556076
"GUARDSMAN_II",3,2123010,3,51,0.293959874719854,0.355847735320543,0.517804103014107,0.528093684753256,0.540199493776864,0.455108734402852,0.339781428062678,0.27013430417277,0.378125531794203,0.317810240414562,0.430773748747329,0.421457264447361,0.382792533,0.349435067081393,0.359129062377639,0.447821077392923,0.359432048681542,0.286263969101498,0.29985250182019,0.326815290822211,0.258891851962945,0.280708596241265
"SW5606",3,2123020,3,50,0.405091699011068,0.439336451561757,0.446891528712053,0.520998695986827,0.535570848935253,0.397387626576011,0.424002718074409,0.317224616299064,0.433140829123428,0.291721486780375,0.434351936,0.422949256568219,0.399590618617433,0.363973511717808,0.356033651314349,0.448160823469173,0.391364247311828,0.291873752527511,0.279817417876241,0.323141859483519,0.282169324320172,0.26770839269964
"VERNAL",3,2123030,3,49,0.324469716150449,0.369472015221183,0.389702781355851,0.508994428650841,0.529882144279423,0.418579064409295,0.332091179619599,0.280449826989619,0.390751881863585,0.331804186827527,0.434962514417532,0.424077226,0.414996739093125,0.373555391473186,0.361680291,0.446268962886135,0.345899758071332,0.256321854053499,0.262995656649343,0.29758314284618,0.302363637405139,0.274724842767296
"SEEDWAY_9558_SBR",3,2123040,3,48,0.314222529484291,0.359142090798584,0.366705309861171,0.480883513403052,0.517474474209128,0.387142133408387,0.363843849505614,0.26217016579277,0.373590341446096,0.34512976847854,0.457144832378467,0.455812228,0.402965374780338,0.34718066081113,0.345097197470918,0.445973708244682,0.334474620493359,0.216384352515643,0.272875398558911,0.257300604859453,0.24715162138475,0.289746686687994
"REGEN",3,2123050,3,47,0.300025267236115,0.360833069076687,0.37120891178856,0.463285424537315,0.498176881550102,0.39124792226058,0.318413969137951,0.284103093902062,0.371193813958174,0.36060030803826,0.460934208881435,0.454082228599778,0.419059243509988,0.346012625332286,0.348386722665408,0.443118644,0.348829445571332,0.250598569685496,0.243974917239623,0.26465764387947,0.241469809712321,0.31619551261126
"VERNAL",3,2123060,3,46,0.283648878011271,0.369885180487289,0.399189447068365,0.462489286842626,0.485524345355558,0.408082570517974,0.324863805265147,0.256288756330151,0.354425917663371,0.358606941,0.456167631,0.453148307470741,0.406497471643835,0.349398712,0.352448902141502,0.451557194921119,0.345428974391481,0.229165852507682,0.308018879767016,0.276181157394465,0.285295914238534,0.326766537756971
"GUARDSMAN_II",3,2123070,3,45,0.282706916437975,0.379672718143861,0.407594262360256,0.44338949968809,0.464815302540457,0.382571973606029,0.321314888134741,0.343419472925703,0.414885433,0.313028528092717,0.469529373948229,0.471225215145988,0.421757441479238,0.345128618202701,0.334255284353408,0.443953610588133,0.375219929369597,0.264397994132817,0.371137556174839,0.274877245015653,0.285771568341038,0.320613745844358
"WL_349HQ",3,2123080,3,44,0.329737507,0.399984805242852,0.403790213571236,0.431183478645803,0.458043201300463,0.364856933695355,0.333518204290263,0.414230487094393,0.427987353492902,0.31199047641368,0.469193066376075,0.47095916620091,0.405993594631691,0.360819211841359,0.336711482227027,0.451314755364084,0.397163676893171,0.255253098508171,0.356425898,0.274042109994683,0.287884359916117,0.326652847598529
"REGEN",3,2123090,3,43,0.314169772431106,0.378878283388827,0.426305837825804,0.459299375388472,0.490370006,0.418058470031664,0.316428260276273,0.334612572323528,0.407472063077883,0.310778866444512,0.467073785,0.467749944004505,0.417332679132821,0.350076198857887,0.358746449640815,0.43729865352334,0.368336949999189,0.251824801670871,0.348347894855766,0.26643117520981,0.277674200373587,0.307570292267851
"WL_349HQ",3,2123100,3,42,0.349194138937045,0.405521246234343,0.409165911295581,0.447151732340945,0.481215480157412,0.370762735716296,0.327165818250377,0.286145253241439,0.434733276721503,0.336987126,0.456825595629807,0.465100467431555,0.406634565,0.370218415475123,0.365479205296739,0.448461656930803,0.418711967545639,0.252512024223582,0.360292987873767,0.291328362330848,0.268358170559542,0.328057740854388
"SEEDWAY_9558_SBR",3,2123110,3,41,0.301951993135848,0.330839939749485,0.349924462891401,0.465200431759385,0.500639640943788,0.396375144635207,0.327698042357969,0.308006594915122,0.363801652297817,0.349104579770552,0.456320244927034,0.458039697142869,0.418697626525046,0.381602512946348,0.390121796866895,0.451226117687218,0.343201691967109,0.179251610587396,0.270884135472371,0.239165046410721,0.256026887423495,0.315742587692516
"SW5606",3,2123120,3,40,0.362409839,0.385377226,0.381883975001193,0.43310486386367,0.509054138818593,0.35625264809926,0.323022027333417,0.287428855819965,0.416222407729914,0.321780005636752,0.453310005294307,0.46585844757461,0.392191995735582,0.348577809941187,0.375898081543423,0.441107080354911,0.383205381615012,0.228837149386956,0.315809419798649,0.281863759202311,0.263351877281866,0.295953999592917
"BORDER",1,2123121,3,39,0.327129574928967,0.382977379631098,0.387587742315093,0.455823993529917,0.503969280918519,0.389169715733183,0.302598135901303,0.297912671624646,0.398874091915107,0.295333454721801,0.354397553560098,0.327816050088232,0.389595970297507,0.411379360924032,0.413721882718499,0.450824209356526,0.34846060999831,0.274997382629635,0.279914621050705,0.311681331356072,0.268066758214719,0.282518878805684
"BORDER",1,2123122,3,38,0.358681112330154,0.40542902066487,0.392184533180669,0.472043126024166,0.497124793723862,0.39575419833005,0.301893094310374,0.291737722395586,0.397990119459473,0.314686382076812,0.320850050594038,0.315126005563964,0.372162424396304,0.434166268009089,0.420663322363166,0.451581779665271,0.360112797807295,0.253066231290627,0.252749500711446,0.32724183006536,0.263188361420047,0.272172803638659
"BORDER",1,2123123,3,37,0.338337415863613,0.380774932614555,0.406124071688692,0.471391289600396,0.492857165238175,0.385004675697155,0.325141140858053,0.322035177598045,0.391773107,0.31718392152126,0.341906919,0.333228878185202,0.359371663870673,0.401615814289276,0.411884233639488,0.44314160041359,0.391036622084178,0.236468822414919,0.249980781558348,0.329382602356011,0.263796911216615,0.27242225414028
"55V50",3,2123130,3,36,0.362737244586979,0.4017816183077,0.434441741011084,0.477776814,0.495638842130844,0.382481647490104,0.327540273588068,0.324006929850011,0.427262527800663,0.342926387509247,0.338532018124223,0.316768609867348,0.368382415912771,0.411868175734667,0.409693442968585,0.444736291602251,0.416433823529412,0.252382482482917,0.269362029517765,0.324587184777253,0.251671324785724,0.261626569
"SW4107",3,2123140,3,35,0.35524306847187,0.402276042492469,0.43698392252278,0.46479102062905,0.487711604010886,0.34454851924821,0.30554383423605,0.293556159381833,0.425929658387613,0.279160184101837,0.307277168054759,0.302056447645782,0.382382934148267,0.39616320726338,0.385704818471537,0.44107193056434,0.411343443627451,0.239158514221367,0.261921862138933,0.315621244576262,0.235453988250812,0.25229513535518
"ONEIDA_ULTRA",3,2123150,3,34,0.296835293179921,0.364313725490196,0.445778986371515,0.425102431988443,0.510177858697824,0.322945263004831,0.313172579395006,0.265878390331232,0.413494573335602,0.271393130268172,0.282882017319946,0.299049227890153,0.378456308895714,0.367457445727307,0.427519522466168,0.430787311,0.36104696520518,0.22497854238765,0.278440934588728,0.316652359573967,0.278824331368539,0.290996795499554
"SW5606",3,2123160,3,33,0.383104997139937,0.430226864330638,0.464147384825788,0.428423176380969,0.488091223,0.310473436,0.336320858471594,0.342667284645122,0.473933250814395,0.318114945264017,0.322253357014645,0.326906515782356,0.314344197340367,0.353639179465042,0.391741281327937,0.436304485364273,0.407574320050601,0.263141539187462,0.320438671153276,0.334860081018709,0.278514171982234,0.299245255815978
"REBOUND_6XT",3,2123170,3,32,0.335481399,0.399009037577295,0.426558211281268,0.433614725649582,0.483137458474403,0.318101885730369,0.305109926733006,0.299269865530718,0.456543463972327,0.333066061307963,0.330323259969369,0.318430422141196,0.291901248449639,0.367634140398181,0.384968266985713,0.429277214637538,0.416779575515551,0.265909445395244,0.314168054,0.329403087,0.266304744615824,0.290890568
"NY1615",3,2123180,3,31,0.28659169550173,0.32786137096348,0.397048486872446,0.451439142548872,0.509280231461866,0.268876278295489,0.28242717760181,0.261240131803955,0.398726714,0.301064192264911,0.325412554124832,0.319516889706667,0.294488865466895,0.406493435462178,0.398417759,0.43409535,0.331905439595193,0.232428567499931,0.280275336417091,0.269392798215176,0.271537877095438,0.287082299
"SEEDWAY_9558_SBR",3,2123190,3,30,0.276647926799881,0.33207969980445,0.386543421910532,0.437925920309535,0.516195693656669,0.272734292540696,0.291448093,0.275804728242795,0.390595959450577,0.350201402697829,0.322711533789505,0.30602553394583,0.312406937255101,0.414578718516695,0.391734066372777,0.441668599780296,0.339103041539892,0.23872704614436,0.274058249177948,0.270140056,0.248422983247956,0.287289232648077
"ALFABAR",3,2123200,3,29,0.291146346152043,0.351696131282702,0.415276147766487,0.423574358434407,0.519115706758987,0.317589767645495,0.277316491371709,0.293578802867231,0.432030421662181,0.316275883466081,0.325098795545219,0.324347469317609,0.318344381,0.402464964684999,0.388498601806587,0.445268553134073,0.371775560978702,0.276662946864728,0.341958614881032,0.300966042313087,0.25785462,0.316190072033253
"SW4412Y",3,2123210,3,28,0.320146918164683,0.378606838962,0.438103302959464,0.395586547847754,0.506737993360994,0.300407775947612,0.321656742290933,0.349573783561301,0.446208686557569,0.336531618991646,0.348736220621325,0.346847296621221,0.36188457,0.388180795641099,0.357762450006373,0.447557693387009,0.405172491039426,0.285247728677357,0.344681838855726,0.288096718139311,0.23746190054382,0.305157803965093
"GUARDSMAN_II",3,2123220,3,27,0.311849865826297,0.358490169652767,0.409349108662118,0.385340713855041,0.513447741045675,0.314550318273326,0.294109529495559,0.316376075270719,0.430661063055024,0.309847669491653,0.328774209070131,0.329386017244519,0.356571585487248,0.391241606,0.389306354211009,0.444476311529729,0.373490058739013,0.264453167404114,0.315359844088426,0.298930860015239,0.243487303826532,0.309134050401515
"NY0651",3,2123230,3,26,0.319631520709671,0.354387515555107,0.424419120286621,0.35436328004266,0.51174195780137,0.291965682423794,0.296236013141873,0.288924033465184,0.413521753928186,0.318604122407509,0.324279242,0.314689554694516,0.362673423292353,0.396405126716895,0.381749144102085,0.444051634990914,0.367365672489012,0.247071500860705,0.270682836771072,0.309905640687648,0.214964829974612,0.323343239025714
"VERNAL",3,2123240,3,25,0.315845598470864,0.367331932773109,0.408659097053258,0.385104990665358,0.516429950086582,0.325720486599744,0.309848175381264,0.366790026488161,0.390279916713443,0.27961869598739,0.324756877369016,0.331379561539573,0.329655489964343,0.41155450642283,0.409482014,0.443305196145531,0.363383594278229,0.259620609150134,0.270532750872436,0.313405723073543,0.244341856467443,0.308352398398806
"SW5210",3,2123250,3,24,0.383443292601613,0.404457613233973,0.443519234133232,0.335854690164995,0.50371303410729,0.30005202183162,0.35746920563097,0.248896012152004,0.456144183,0.300601954594704,0.320362861853511,0.318494108436585,0.396383847626794,0.390032521904783,0.367536068763333,0.444962447638436,0.435874710099093,0.293347054626088,0.319418041224172,0.335881969226047,0.23795703073942,0.259983038197978
"EZRA",3,2123260,3,23,0.313822544799843,0.335800301252576,0.368335798,0.333078429670922,0.520366405,0.327187290865309,0.28487687366167,0.284770958786498,0.3891098989143,0.280268527268378,0.312414440221605,0.310041091273704,0.387104828057321,0.393041664491332,0.407368000009467,0.43475008282883,0.357445709466582,0.240020726678506,0.258736440030558,0.292402813652387,0.211538595732028,0.314207389393049
"SEEDWAY_9558",3,2123270,3,22,0.28039157197302,0.333948787061995,0.385351684875085,0.304743914708069,0.513338710152475,0.309436032148106,0.319550476337807,0.290821486780686,0.37012870182245,0.32134123440053,0.346932633272243,0.327050429438349,0.398044736780585,0.392010045759389,0.387584144414542,0.440295162486987,0.367458349180189,0.26119291298124,0.257956365644849,0.322718734552645,0.221745422467184,0.326262758155426
