"Germplasm","Rep","Plot","Row","Range","NDRE_133","NDRE_159","NDRE_164","NDRE_168","NDRE_171","NDRE_175","NDRE_178","NDRE_181","NDRE_187","NDRE_189","NDRE_192","NDRE_194","NDRE_196","NDRE_207","NDRE_223","NDRE_231","NDRE_236","NDRE_238","NDRE_243","NDRE_245","NDRE_252","NDRE_258","NDRE_259"
"PLUSS_III",1,2111180,1,21,0.370787906556353,0.331223820226378,0.385620660952921,0.324303760368123,0.263277914231232,0.322234759860725,0.328348058330499,0.450467387565247,0.339863631622862,0.432255652534437,0.301700921332388,0.366176312613347,0.339962534710211,0.195105350119168,0.392122314103738,0.380172416178892,0.243462742616557,0.386294930575879,0.148293731174501,0.39449037679588,0.317476339948099,0.195999411554547,0.285693240454076
"SEEDWAY_9558_SBR",1,2111190,1,22,0.328347560693178,0.328251458686241,0.420772920789111,0.349028840235646,0.314795725779763,0.33672734771642,0.292635481469297,0.355482884173456,0.306603306216103,0.386565017549127,0.286878938370839,0.32210517978774,0.315347143542477,0.213684695354652,0.310106668930198,0.323052845697206,0.268490168147031,0.365532353951453,0.191233839958255,0.33313720174977,0.284659419390307,0.230080490931635,0.300412563215331
"NY1517",1,2111200,1,23,0.358340437624325,0.294986892429348,0.424190052167656,0.335778012251238,0.323467359988393,0.364033050627048,0.301368721701933,0.345046738756525,0.301240743637881,0.378771431558405,0.255104831089062,0.330451225964686,0.295935465375069,0.274663332894679,0.296620785475275,0.342079510703364,0.252715037112471,0.361916161483828,0.211780983579873,0.312708607016007,0.273102204537059,0.285695731668873,0.2543037124352
"SW5606",1,2111210,1,24,0.398084532925729,0.30447987317648,0.472637860636245,0.269708813271198,0.292475128236949,0.333737309381016,0.316141734359469,0.433698269544278,0.3171721161869,0.45308314211576,0.288028555490903,0.383213114443328,0.348609906986141,0.279020338933485,0.382696193841705,0.403706117591709,0.283917089234409,0.399483237407733,0.198051348599704,0.310538259969,0.293170062719088,0.241106472696606,0.248493098596905
"EZRA",1,2111220,1,25,0.364172841453507,0.301799138627783,0.403871049949032,0.291268354875583,0.283426216681176,0.321753763902547,0.28312226586448,0.36428283642224,0.339562082811848,0.395682615463247,0.281806195369714,0.334865334067727,0.335080444072764,0.239390270649647,0.302634482820241,0.350912726417314,0.280360871101966,0.324995024875622,0.200371523373945,0.32794847467523,0.308518919174543,0.239297438160688,0.298202937207272
"FSG_421LH",1,2111230,1,26,0.398838221022805,0.312404891688779,0.413586915095692,0.267032445265102,0.293627482800975,0.3641409746207,0.28763446081239,0.393903567710294,0.313606366933025,0.431880079775257,0.285579868018061,0.372750753540217,0.352604194172218,0.205453869047619,0.33120095391143,0.37588747284376,0.266163129112475,0.367725110853436,0.186707173290772,0.324109309530088,0.29293325530393,0.262056406699872,0.27203037464986
"ONEIDA_VR",1,2111240,1,27,0.348695915644307,0.305378102053294,0.429392576602506,0.31387496702717,0.322919516643867,0.387687987816486,0.322926804502175,0.33021279135703,0.349230157488527,0.37342312517424,0.268338353413655,0.308074996195215,0.325220856171724,0.269662114845938,0.293010154620062,0.349711348194888,0.2641723446473,0.294772436781115,0.22127600569418,0.282575362651264,0.291640568195925,0.27167538826892,0.282719368290303
"PERSIST_III",1,2111250,1,28,0.402273874965733,0.329694952201346,0.438408638817846,0.290114745449749,0.352884426449905,0.376290046240858,0.289341184907471,0.393323186199899,0.315911686483104,0.414750845288899,0.293336851648872,0.337523143321138,0.359252411020493,0.234565972222222,0.331785196800677,0.373376921693166,0.282910205667132,0.324824114720515,0.197916303998059,0.335285255541423,0.330115093369274,0.259676576006747,0.298999201490551
"ONEIDA_ULTRA",1,2111260,1,29,0.369234185660059,0.31402418128071,0.447177849733165,0.301541663003019,0.364473997844381,0.416561811069558,0.306082509845486,0.332596431402462,0.345290858364622,0.35911218752904,0.250307849043232,0.302035016445989,0.312750233291684,0.24546991713352,0.294611752196892,0.342035783967786,0.245298142101745,0.299740542681719,0.198864027720316,0.304981555599678,0.296233932825467,0.256300989849316,0.269995332221958
"WL_349HQ",1,2111270,1,30,0.419103987373495,0.324556120208294,0.411943844816214,0.264896245493713,0.387944434102755,0.387693273683384,0.310712669556216,0.433308114722297,0.314284391948269,0.432696132043776,0.276595984609625,0.358164976709344,0.333307815578079,0.213942039157199,0.36114201129681,0.369256922246669,0.241555080721747,0.326019059686501,0.185454068633103,0.354470542170062,0.307343867302725,0.231301515247042,0.281192947767342
"FSG_415BR",1,2111280,1,31,0.423787044026574,0.301225751609383,0.393213342428854,0.311624168351945,0.367452376520228,0.405581333074789,0.286808025996693,0.380727310711195,0.319246062786817,0.39795643813486,0.280852823056934,0.338226921448567,0.334272927011995,0.232745829129564,0.306490379245797,0.339563701274441,0.241300820405502,0.30382412580097,0.2091293767978,0.323343133779566,0.283302890043566,0.264791206943656,0.286227781553798
"GUARDSMAN_II",1,2111290,1,32,0.400313120843051,0.32830605597869,0.420452119685795,0.288857674609455,0.374961913941052,0.399317165057688,0.282910808732608,0.362648330117707,0.316079735085524,0.386250261360468,0.266628777114711,0.336052900488565,0.31955311405898,0.232868798526122,0.318160330963687,0.33847041396834,0.252620269953421,0.315147140116411,0.206332700032736,0.31312165064537,0.287878132259838,0.262929252081584,0.2707787368341
"AMERISTAND_427_TQ",1,2111300,1,33,0.378091242881626,0.31941765726932,0.399546830964802,0.266863624373516,0.396720443451642,0.350102879233477,0.311835496602836,0.419418305206147,0.306645807259074,0.423408891081041,0.290499514397459,0.342096990262428,0.338187320737769,0.205327162930795,0.361581464058244,0.376416344943058,0.247735071897758,0.325753064741651,0.17967906236043,0.360418909080776,0.281719838975687,0.236262951053948,0.274479574501866
"LIGHTNING_BOLT",1,2111310,1,34,0.365511077060589,0.324488724195827,0.410087545721653,0.252147923444415,0.389461820669071,0.324651811867873,0.300645541735507,0.397163876204972,0.300913902795161,0.405532129913577,0.292574831865113,0.322902010479465,0.339399266183323,0.236827360325189,0.340821453514952,0.358386677183223,0.269181470308921,0.329114167723474,0.195651807774264,0.324398627256089,0.283341786518647,0.246601727507723,0.282067252240263
"VERNAL",1,2111320,1,35,0.320621472109242,0.321759428409045,0.41625634157786,0.269548198950731,0.354168217920079,0.352840312448186,0.246825889144108,0.312899448108763,0.309202779516062,0.333582666752447,0.244158857652834,0.283666328132928,0.329407161325467,0.255763331432498,0.268967874231032,0.340869276433227,0.24713023506527,0.317471596556716,0.204860080392307,0.335463887788366,0.298188772041828,0.264972784397789,0.289866406121272
"REBOUND_6XT",1,2111330,1,36,0.397457510694075,0.318307542604218,0.396216945493794,0.369003487792725,0.376722552128674,0.381128141829861,0.377689211390306,0.453707732712568,0.336970040675845,0.439173578199052,0.286655921426542,0.350188937966421,0.352757680612352,0.202157155181237,0.392249042094243,0.385140243818064,0.260770245631717,0.361439231830952,0.179923871620211,0.363807349196563,0.30895573182544,0.219262131433495,0.275416682510108
