"Germplasm","Rep","Plot","Row","Range","NDRE_133","NDRE_159","NDRE_164","NDRE_168","NDRE_171","NDRE_175","NDRE_178","NDRE_181","NDRE_187","NDRE_189","NDRE_192","NDRE_194","NDRE_196","NDRE_207","NDRE_223","NDRE_231","NDRE_236","NDRE_238","NDRE_243","NDRE_245","NDRE_252","NDRE_258","NDRE_259"
"N-R-GEE",2,2112060,2,6,0.278475312745286,0.30847766423214,0.403870150506686,0.324940502359389,0.353950068399453,0.304132047432189,0.415459137803299,0.273617900737159,0.345012776387151,0.373428787984388,0.333059591306402,0.432575843743878,0.412806340651826,0.17570762234797,0.371159032459342,0.353766311041001,0.211709693336553,0.368180665300946,0.197649982780306,0.299527895204634,0.225375398275077,0.250107811613391,0.218279402258641
"SW5210",2,2112070,2,7,0.325199304909836,0.305699671172817,0.434675969548765,0.327139570327384,0.331234875279226,0.297742610981129,0.366289272314954,0.325876234816605,0.391471761576971,0.395316563373435,0.338265590723675,0.432413662439473,0.42290171936416,0.195275255516077,0.393151625349768,0.38898407987048,0.243557717699875,0.380624716063336,0.266231539696858,0.283483815362373,0.234203222306576,0.241482097029418,0.269433692028848
"NY2003",2,2112080,2,8,0.313565127257568,0.310959978106671,0.408076992264796,0.359072071279932,0.397500829084276,0.410167461911166,0.427079844437354,0.29320931180524,0.364821000208594,0.369956180795322,0.277645582329317,0.451180546340354,0.417111915850206,0.173663932388765,0.374701608447738,0.368297148075885,0.217869138731702,0.387617395793207,0.200404530927248,0.324723189523949,0.255140896274096,0.266861480075901,0.27770713661983
"LIGHTNING_BOLT",2,2112090,2,9,0.290239267513173,0.287235526621716,0.404429067537449,0.327478091386031,0.336632978613386,0.314209684955356,0.384370278970806,0.305911899006178,0.377563360450563,0.39888253879751,0.366405198687097,0.459310697191913,0.410119764613815,0.176675585968914,0.385287005680494,0.375867546736408,0.195922072559168,0.371543329106103,0.189116852013875,0.305656456130839,0.229261380765752,0.264235966626736,0.260739387666831
"SW3407",2,2112100,2,10,0.351111712002684,0.304257776892048,0.448369311027163,0.305284445616812,0.312609076400116,0.288198359164716,0.337207492960088,0.359955429921778,0.42154868064247,0.416164783084214,0.299346503661706,0.457599230281184,0.397895998209467,0.176894474419149,0.391130083080548,0.390865263536607,0.229995415621183,0.38304776769746,0.248957654523816,0.275652551470255,0.206975710392689,0.219241325683542,0.222293876826749
"N-R-GEE",2,2112110,2,11,0.271033500260647,0.302669737196591,0.412796366252923,0.341656701544594,0.352636966316857,0.321051230318672,0.406130019138143,0.297872152674953,0.38096670317063,0.382003008549391,0.35182313867576,0.464141596051892,0.394182861614712,0.175749440715884,0.33259843012165,0.358719055723913,0.220857493994749,0.358511516829582,0.216418617450815,0.32822476385095,0.243423835618058,0.254794149170922,0.220733614712853
"ALGONQUIN",2,2112120,2,12,0.270107966403761,0.294506753074528,0.387576602506446,0.353343591547232,0.384908631173989,0.389844734691616,0.435329526844598,0.285846987196705,0.369271354818523,0.365025841178615,0.322578830729079,0.453514534278784,0.303590636724235,0.163370911377228,0.300792236086354,0.350586436409426,0.199696294182441,0.332811145650134,0.183185135393217,0.368953958754718,0.241932409985399,0.263907442546911,0.229047169961102
"BORDER",1,2112121,2,13,0.322349503515134,0.305080390279316,0.433407727886676,0.300869310354934,0.323676056046097,0.287132084277494,0.347560686234962,0.373060977251312,0.426688308302044,0.410495074807174,0.321016120820309,0.377609587180022,0.353788410323729,0.183800186741363,0.343670525094674,0.411849115087108,0.240539346918493,0.355089909927487,0.233008156181493,0.340227951191136,0.210509291982629,0.359451905092155,0.377325084445543
"BORDER",1,2112122,2,14,0.319908763966283,0.286275616966154,0.431847713913941,0.302545209414109,0.340617373004054,0.293955988283193,0.353514630547503,0.356849433900181,0.419388688986233,0.447060110227102,0.248199370779101,0.388952146675239,0.40029217829766,0.192669088468721,0.339834136738161,0.397291433157596,0.235332192487918,0.336756609111306,0.236190446046592,0.349195364420278,0.25615445092719,0.382182712313221,0.414198258488916
"BORDER",1,2112123,2,15,0.314145788206187,0.298396583051315,0.418725640103136,0.301169143292594,0.314649919164283,0.301053315156316,0.347764959560186,0.355586664663544,0.415450563204005,0.45873989406189,0.301826246803069,0.392990414924612,0.386910083934599,0.165358601774043,0.352802871418671,0.386083136147896,0.233755516451595,0.317883528773009,0.208222196599921,0.342307344774138,0.264613429333144,0.265477586533006,0.399768685754845
"SW5606",2,2112130,2,16,0.333191122327754,0.3023749860067,0.440678179528692,0.262907031272898,0.29312251799454,0.31178850180849,0.323051321535993,0.384540314981828,0.436052617855653,0.481976436901775,0.265671612687913,0.409317516887516,0.403299089297908,0.169274188842204,0.374210928390495,0.383847260852118,0.246462644311696,0.331557853337792,0.240648596603392,0.327894780741081,0.270394344050554,0.278169302129454,0.291323457966182
"ONEIDA_VR",2,2112140,2,17,0.26370076601157,0.292561715068109,0.433319092162859,0.314191945836631,0.287653769224392,0.361279576033357,0.413018087330537,0.278442589850586,0.360979349186483,0.429340710400092,0.320462726153263,0.332102217047382,0.372411223729471,0.22047560690943,0.289512104682383,0.35388932707875,0.248264548032529,0.304865818946666,0.263400275364383,0.265107804908564,0.245719555232403,0.279282096547086,0.284296361078368
"LANDER",2,2112150,2,18,0.259652884968071,0.298450701794612,0.41185550898791,0.297274539113104,0.295404411764706,0.309958740579663,0.382178403161722,0.289457426806339,0.385579761159783,0.449652826177865,0.281950509788922,0.32447789299413,0.390260708618448,0.19535275109298,0.316702034349093,0.368264768151438,0.227593901026411,0.30918201624084,0.225443246978641,0.324927137205293,0.264961724213351,0.26170502070067,0.284956721659252
"WL_358LH",2,2112160,2,19,0.300894952886345,0.26926640660656,0.428647838340229,0.278044784430962,0.30729600540818,0.299310855336562,0.310337370242215,0.342947009467403,0.415997861910722,0.481892875268956,0.287674351141423,0.357477567298106,0.397258942705816,0.157917708470413,0.35805109922757,0.385007403102384,0.203362102675828,0.352409586056645,0.173886503754044,0.378254304203071,0.281744075381132,0.215253767101696,0.277515368138206
"SW4412Y",2,2112170,2,20,0.310016437256426,0.361540997602379,0.45725010493494,0.331761481872271,0.311464667618102,0.292007891768276,0.279071380582151,0.340219207926702,0.410923811013767,0.476229846203884,0.321529029282396,0.383400381605765,0.426509077610436,0.202259654048047,0.349389884059813,0.377425121424717,0.253824246814557,0.382110279207917,0.252981493915834,0.318376823104442,0.25439327963792,0.267275645696579,0.273745304437565
"GUARDSMAN_II",2,2112180,2,21,0.310644517588844,0.306034348858366,0.428405348409387,0.316111843840675,0.307531593861173,0.325297672636278,0.304725044977492,0.334842271764109,0.381454552565707,0.446901703444776,0.276390812967699,0.386799934282446,0.412735164605794,0.178843853723443,0.300077585526502,0.333938450468402,0.258608881223867,0.355695647271308,0.256131981983,0.31479537224319,0.279112474655222,0.279483238456673,0.293480994207638
"SW315_LH",2,2112190,2,22,0.362752437571631,0.322769529419146,0.464790579840499,0.255948005510126,0.342111004021059,0.440945880387858,0.373319676129158,0.291549607470495,0.344888402169378,0.423754440894112,0.329594849988188,0.410278411076018,0.392643158737344,0.197326695032972,0.260645523493821,0.316111088048487,0.200732660724472,0.357873118069782,0.213661556576654,0.332294562353721,0.265227024183204,0.293999957968182,0.292672344956082
"SEEDWAY_9558",2,2112200,2,23,0.370849635563987,0.284643481433816,0.411687567267616,0.22915985228172,0.334190271572764,0.373074679292325,0.358176657781574,0.281132300713284,0.345819513975803,0.437520908837469,0.299531041616861,0.412025206473179,0.400862848433181,0.206881022356743,0.294623814438056,0.350813787759282,0.228518937489526,0.346152115240789,0.262590358637511,0.299604812612556,0.252948388279038,0.296896160393418,0.291657526981381
"LIGHTNING_BOLT",2,2112210,2,24,0.42182174722274,0.313077800290076,0.418771061941596,0.227053254784724,0.320673605065705,0.2922465196539,0.345312316933147,0.326324947025995,0.385750286816854,0.469235630088711,0.286714357429719,0.432129778887636,0.429011518714722,0.189411618487813,0.336809492537047,0.357669060567064,0.225339926439967,0.345345105714554,0.230722011943055,0.322198705785044,0.2473417392281,0.262698863039321,0.280761705167897
"PERSIST_III",2,2112220,2,25,0.432714867948011,0.315251897860593,0.450347736348544,0.253621296052053,0.325325504674444,0.320010531616342,0.387417579477463,0.31337356605495,0.396005423445974,0.462674385512499,0.321076514341646,0.411640063695475,0.423173056312582,0.172425319120937,0.310369953404009,0.356335256756196,0.220175046281229,0.352591425161628,0.214588361611997,0.352495117153561,0.269571488529087,0.271539110267763,0.323641710077696
"EZRA",2,2112230,2,26,0.42388594076461,0.3104186302673,0.418230497091803,0.299150326797386,0.318986221257083,0.341540260332303,0.420082582582583,0.283779359536813,0.387706117021277,0.455303982329352,0.28528570163005,0.358532502181928,0.409359517450092,0.189904080946323,0.303535857930145,0.344150442110507,0.238678307574172,0.349231619679381,0.247440143665753,0.291351784230454,0.238153296624984,0.288985141752306,0.262036452590086
"AMERISTAND_427_TQ",2,2112240,2,27,0.421452329894481,0.295969560419688,0.419688640500517,0.275273161581523,0.304807851410606,0.321043997223723,0.381577670734826,0.319900091234053,0.408668909052983,0.466695271117926,0.305301079100454,0.348749245658518,0.427262113923436,0.164140457077686,0.348676504094461,0.360607054395506,0.235466314731021,0.353648359509641,0.217155674530349,0.335129877141832,0.256498844337253,0.259468087342118,0.279843003377822
"REGEN",2,2112250,2,28,0.403435597567891,0.277544535600802,0.423474395874558,0.288287317916703,0.302404992123699,0.366305781397403,0.428281534363845,0.30177263277546,0.379482686691698,0.44241756199381,0.30530637254902,0.32190369218909,0.405520128405344,0.201709435452033,0.297561640286098,0.34526270635283,0.240725381710778,0.331909690379493,0.249512987869347,0.291248410033989,0.250116984991163,0.306598995439548,0.277363689767405
"REBOUND_6XT",2,2112260,2,29,0.431545180161064,0.28653543103671,0.423219963805507,0.228460828277499,0.320672649333995,0.361374349598563,0.33192806383697,0.342990270689707,0.434270572590738,0.482064428259455,0.269607166538113,0.356007056711486,0.411988396743846,0.163198081618926,0.379612280850671,0.387361174533328,0.225204844743537,0.35446258814665,0.214392649715253,0.325207651298733,0.242426950882855,0.222872865275142,0.247282913165266
"SW4107",2,2112270,2,30,0.422854660602669,0.298904524479972,0.398997571505666,0.243666578739119,0.29446793516561,0.34483536289555,0.328795344949866,0.333804992345618,0.433406341259908,0.471596720350554,0.268160731159934,0.348560532817703,0.429412915550986,0.169833537581699,0.339813437336657,0.348942255801403,0.250991730620501,0.344256105095438,0.222304816465192,0.338490170328875,0.271869690897161,0.220629006157661,0.292074350102032
"FSG_421LH",2,2112280,2,31,0.411414415719898,0.308689654662318,0.449249415362475,0.292946891761189,0.290013679890561,0.388736850831783,0.355957687791598,0.332842912908871,0.42931815811431,0.464767071976439,0.318583049161694,0.360168870336032,0.403131546321235,0.173634453781513,0.319587888318538,0.352813870784729,0.205520069980854,0.344680530798178,0.227510514563641,0.33654471714244,0.257518310308748,0.301350692474203,0.257726402778306
"55V50",2,2112290,2,32,0.393415930194958,0.319656435257458,0.43109922710891,0.336422081538146,0.311252921527261,0.358029513089295,0.366053281593625,0.346460888769511,0.422514601585315,0.469259943313818,0.32193071070463,0.346174994829033,0.42144205938492,0.189309640522876,0.333290812852383,0.359310493119266,0.235166874888453,0.336049087720053,0.244284380418834,0.30721914075804,0.266023368849097,0.238122996813506,0.251562435500516
"ONEIDA_ULTRA",2,2112300,2,33,0.319031282090851,0.305095283611908,0.406682107093602,0.351942026436883,0.305223932474274,0.383082324693109,0.399817226053879,0.314341394834059,0.376866134751773,0.421143302381106,0.287857730652648,0.327850814834474,0.37864606909674,0.195023780345472,0.286321567436119,0.326060027398398,0.226334351695345,0.319675303555588,0.255443480074022,0.274954820637933,0.237521738873421,0.286817836812144,0.262287792945232
"N-R-GEE",2,2112310,2,34,0.329813117940013,0.302840855270523,0.427849283444265,0.327753158064422,0.303851374410524,0.317992246737797,0.389047195307489,0.314555271383916,0.392002372757614,0.440136546324691,0.287578699485149,0.339949072750668,0.383051650558356,0.163229750233427,0.307215602881238,0.347088020811712,0.213952609421423,0.323177248827264,0.218367573017908,0.331200867443752,0.2863392978536,0.26402328562722,0.280924749990494
"FSG_415BR",2,2112320,2,35,0.396135767548853,0.301144805748386,0.412559663008934,0.332459040417363,0.299920848360486,0.291943255600647,0.37419300788678,0.33942847763154,0.417572095327493,0.45700070768373,0.290808971535474,0.342677705951862,0.4223137459044,0.184999488236756,0.311595834506051,0.333127291848285,0.245190604300081,0.329004259747017,0.243541635109788,0.311112906701142,0.258672909018899,0.294522203307904,0.291638085098293
"NY2003",2,2112330,2,36,0.373753556839961,0.281680732144486,0.403977388962023,0.345258800082066,0.310326176884256,0.348223351816199,0.417259225863264,0.332643544069039,0.414150500625782,0.44347266750302,0.322589930215728,0.337949546997636,0.389286370456564,0.148146247313243,0.278804110692656,0.337273029183445,0.193308206737987,0.326848242447891,0.200862119523782,0.337943192165204,0.270382403187383,0.236937141416052,0.279195304437565
"NY0651",2,2112340,2,37,0.304253936778695,0.300648058960079,0.400799904059483,0.320067557665817,0.285822140695602,0.304917427295854,0.401230865986097,0.345907483030361,0.391436691697956,0.434559270299443,0.30575861987307,0.333450309522094,0.395831939254059,0.154159026772529,0.300019066123131,0.32048486861223,0.231629974138504,0.327114324166597,0.221729983503487,0.301457961049049,0.270139093321984,0.238294769140239,0.300804720078076
"NY1517",2,2112350,2,38,0.299643846557329,0.282341500500068,0.413280416141992,0.36403939154137,0.310459713948871,0.373335426313999,0.415156698717198,0.334788103978273,0.384687891113892,0.416747514171545,0.302648202520633,0.324872830214909,0.360820373538746,0.187709493939261,0.266977157689232,0.305979354338771,0.193511879140376,0.312313058055719,0.225917270811998,0.300397046864287,0.254918867154942,0.328784946236559,0.268385870185178
"SW3407",2,2112360,2,39,0.302734432213797,0.298901723454153,0.404836001678959,0.32000307746417,0.304330281266841,0.313272599988946,0.335819445433142,0.417048204483929,0.447292188151857,0.474354004042375,0.270236128871839,0.36527046676598,0.417245069119093,0.191258937579506,0.353876968118454,0.372124897947888,0.234156052734484,0.352671154033753,0.254547489493882,0.299653161512744,0.241526974237255,0.285951915600109,0.242740915370673
"ALFABAR",2,2112370,2,40,0.248399813222869,0.279488835499066,0.378167541616189,0.347757554441807,0.29396639985108,0.29003917884097,0.380972754761682,0.372975796102307,0.404239544221944,0.457743847083128,0.269762223497163,0.346791687993277,0.409131911484011,0.165929581377667,0.289893777819474,0.327222660412083,0.210855380611079,0.331391408968231,0.216337834568856,0.329089727914616,0.283171185869585,0.247161591324633,0.28847604985314
"SW5210",2,2112380,2,41,0.29768014317734,0.303135331839262,0.416706455556877,0.323268853131686,0.318923446041838,0.323747259630442,0.340221875617266,0.4021867072552,0.434971579057155,0.467487483737571,0.358057598039216,0.384000180144923,0.409388082871077,0.171946454942902,0.338747939367134,0.346726444988722,0.243315170794357,0.350335444485942,0.238456060390258,0.300387499913117,0.280875229802503,0.252644641993989,0.297539751194595
"SEEDWAY_9558_SBR",2,2112390,2,42,0.313591998529584,0.302491361059136,0.390817293278167,0.337889006125619,0.322697088877834,0.335451631325878,0.388940093365722,0.305501562944018,0.383955986649979,0.436312181452968,0.372826748169147,0.345438475099998,0.372660676429094,0.196036028132357,0.27361243274556,0.308809138334233,0.227220711593579,0.336060559250127,0.264919527132887,0.26269318606633,0.206923454338021,0.306307400379507,0.240883430295195
"WL_349HQ",2,2112400,2,43,0.298387498455248,0.282137290577188,0.368821435515472,0.274142706409918,0.310714119508563,0.32122785854001,0.346504757610991,0.402647506491181,0.460500886524823,0.493902024672428,0.369528079616173,0.3881419604116,0.418511472782762,0.160663976254185,0.344023375672232,0.35590283255151,0.23207209094464,0.355441615452151,0.23264899180011,0.315332659118238,0.262508054171322,0.261781308450497,0.263226611911733
"ALGONQUIN",2,2112410,2,44,0.312825425143983,0.300371391419985,0.386972926785393,0.312373164512442,0.286568705177631,0.386959653180792,0.422046893249703,0.280437102118511,0.369994394034209,0.416827575361169,0.344053419560595,0.361094339359544,0.369334964975947,0.185511105262388,0.276807735321667,0.328742026097666,0.21127547217352,0.330454743513567,0.229566922554462,0.321604506076725,0.284555853091915,0.282521909085177,0.281969611812336
"PLUSS_III",2,2112420,2,45,0.313811040582965,0.315694762753586,0.382193589974216,0.272276737301797,0.308823400140647,0.315282606253395,0.349742241870855,0.341499977565397,0.450893695244055,0.470797109219189,0.380713015211452,0.387925979286333,0.399601529612134,0.153870099866942,0.352013873066505,0.352509022531031,0.222569216113641,0.350649216905125,0.235598872317289,0.312659604784842,0.274819177930778,0.255961369313948,0.255350140056022
"SW4602Z",2,2112430,2,46,0.383328012939199,0.303362524438922,0.419482835895982,0.299764061080336,0.300297563528583,0.331972280317825,0.358210144338723,0.322145074163608,0.446336436170213,0.455228661369761,0.36409417080085,0.381934259526716,0.420131467475069,0.163956953400301,0.33447999082674,0.333816679812362,0.209240987846147,0.356976156815816,0.23329633171536,0.302750803041014,0.261395071142717,0.284807084123972,0.260265668767507
"NY0465",2,2112440,2,47,0.30964794013117,0.310390348497765,0.403158343428905,0.338548609279287,0.294025347480764,0.367151182427246,0.422577335120588,0.296451892732684,0.378342328952858,0.369630217380427,0.35723276965107,0.325077723645049,0.395543912062709,0.180759803921569,0.295872777606524,0.308377267632529,0.242741606614156,0.324595974376484,0.25024307274699,0.280048349060711,0.254870157891315,0.304405144694534,0.264702967159715
"VERNAL",2,2112450,2,48,0.319367611693851,0.328199914133418,0.415398752773281,0.379263606788007,0.312028546009394,0.415490994393373,0.435963267921126,0.314228473998295,0.362963078848561,0.339014003113094,0.377315438223482,0.329663812301414,0.377925256446651,0.179016981792717,0.301126255925018,0.306410671537493,0.196748240613397,0.306613338536078,0.191761968994976,0.292925085667021,0.301509750719703,0.258882584116176,0.287340922441851
"NY1615",2,2112460,2,49,0.381528718235682,0.306630005202131,0.401913263776459,0.353912043143117,0.341492538471085,0.320388195992459,0.385987851520903,0.282963410630614,0.40210706090947,0.365515358166599,0.383555182674251,0.374280422136853,0.381228054023227,0.176431343370682,0.305985249478708,0.309280722874894,0.212846494148528,0.319558111447218,0.211729968465644,0.274381564040008,0.262326103790928,0.307956833322825,0.276844746948553
"NY1614",2,2112470,2,50,0.414522297458855,0.313196512685004,0.411718819077934,0.357839620152994,0.32874124279733,0.337172000024564,0.402126797958158,0.295666382495027,0.371562630371297,0.34653929699842,0.352573381762343,0.359251009459536,0.384554894164925,0.203710317460317,0.281137782066575,0.306484010682608,0.253443918349064,0.317989273052813,0.234828932353094,0.228883609104616,0.230481122204685,0.278044275774826,0.264716309317845
"HI-GEST_360",2,2112480,2,51,0.505508977753689,0.301175846035181,0.413964643065464,0.318348720654181,0.32621915591131,0.329026563925939,0.341602305825804,0.323022085535917,0.419122731539424,0.407397225021981,0.326316661930473,0.400587979650791,0.399281105425084,0.162877130018674,0.331311493230998,0.363516404444629,0.223759147533657,0.362787790381252,0.197710037308888,0.304032258064516,0.323722593650062,0.286662253325768,0.273041180273014
"NY2003",3,2113010,3,1,0.440031146213194,0.413937696290637,0.381428014630929,0.264354611799877,0.412390664511048,0.354235521330361,0.296782189173638,0.305646041788187,0.340872314351272,0.369809497258619,0.317428390030711,0.416657659420492,0.462510717457207,0.108825280112045,0.438266045386788,0.298919977306378,0.221577936189646,0.416073438649801,0.152753053058021,0.34760288730877,0.33901552903344,0.252683322791482,0.339856141551643
"LIGHTNING_BOLT",3,2113020,3,2,0.348170472939224,0.347804010325367,0.413711249025604,0.266645270963393,0.303262932282618,0.318589377498572,0.29160437511879,0.32373474199421,0.327762437421777,0.384384728417433,0.341134671796792,0.38633826570018,0.500263441602098,0.163555818160598,0.425880506375862,0.32690577995489,0.213530146665127,0.392650920688057,0.183576420061084,0.310796804490297,0.268472101532805,0.212964504129626,0.296096556269567
"SW5210",3,2113030,3,3,0.351788215765142,0.414128866302779,0.416737722611981,0.252682962572174,0.304020151929694,0.331493063871336,0.312441238428947,0.357492110497899,0.370096605131414,0.402208259169508,0.352200566973777,0.389603672600203,0.516606950592941,0.157590598739496,0.433072460347003,0.339334274288403,0.263969985097322,0.424929600364192,0.247732518883771,0.294538336426382,0.277079335804264,0.256021478259042,0.269077018337699
"N-R-GEE",3,2113040,3,4,0.280219400535545,0.374759653532032,0.388736632715634,0.262315718514611,0.318845803819743,0.332770674821761,0.297716314930848,0.303635090152882,0.331113631622862,0.369515350571508,0.326705217782228,0.358498026170709,0.521449459533944,0.142722630718954,0.408248190291534,0.30423180704886,0.252869113457349,0.40506135986733,0.201110500697454,0.313990748191264,0.262019308242508,0.230400983544543,0.259880223582646
"ALGONQUIN",3,2113050,3,5,0.276535058893633,0.35577177683597,0.402069327186636,0.257973709663237,0.394080208721967,0.365865178188064,0.324762722042424,0.279175396185872,0.315284861284939,0.345584267976239,0.272220056697378,0.356458329383961,0.529012289794717,0.113174686727786,0.401158421901456,0.304962430985097,0.249090928179232,0.390240726147854,0.161709128095683,0.30936099005359,0.291724390690856,0.235307822053553,0.284176115299061
"SW3407",3,2113060,3,6,0.356688352789367,0.397364830868667,0.392461773700306,0.248904422755649,0.289673047489038,0.366295624285347,0.344383085859493,0.360565052870881,0.406156002294535,0.427402919106031,0.315631094090884,0.408584526793451,0.519029351665017,0.15962173385387,0.450349879452047,0.362379786071097,0.244878898909198,0.412509703545681,0.238293938264961,0.270363047179656,0.258796573799855,0.22199714183637,0.273624725908463
"N-R-GEE",3,2113070,3,7,0.261707290369725,0.400345627660206,0.411359657012652,0.22875245464404,0.342743569415081,0.3245765176803,0.27852470556597,0.288764451623517,0.340905689403421,0.363289943027886,0.277982961256792,0.392452634327011,0.519071319520449,0.159776725007676,0.384745583507193,0.294621475310308,0.222495323095842,0.40748214167822,0.174096606627585,0.276601736804155,0.249494523163501,0.181482572471295,0.265282972136223
"SW5210",3,2113080,3,8,0.334923941742932,0.420691877980881,0.422818384409446,0.22562970778745,0.348378552370315,0.34655927829102,0.312897489236383,0.335169367594831,0.39659274614101,0.423200303088789,0.311794476244604,0.450961119220489,0.514139260597524,0.17338977350821,0.442465939060366,0.354901545657077,0.231114183565164,0.456720189900172,0.207637254525162,0.275279069444155,0.243418160752393,0.217056721938507,0.253679100599516
"SW3407",3,2113090,3,9,0.341709308095379,0.439783783517799,0.411317083408287,0.224016383833055,0.328978956804709,0.339152985897703,0.32709584696978,0.348524102241965,0.414822825406758,0.437393858609795,0.338651074887786,0.467814158769797,0.50534239724,0.190563378222281,0.448701082532102,0.363528858261724,0.232942576280914,0.483079297603428,0.222633987681702,0.347793161929784,0.281175288324555,0.199461522243306,0.271110942114402
"NY2003",3,2113100,3,10,0.334570013179793,0.425349048207237,0.388715962205128,0.203286585187139,0.41221870604782,0.39003211682418,0.304228426318811,0.287554540842212,0.381042057780559,0.424784942777694,0.302335018816974,0.465217563016183,0.526817422556927,0.239514556008832,0.410296686457677,0.286354352609075,0.242127851676098,0.454279890994393,0.186903386590041,0.306547641194365,0.252321672178737,0.228026185822668,0.263861684379634
"ALGONQUIN",3,2113110,3,11,0.27054166619722,0.392445093979621,0.363718610251118,0.213157478237932,0.412420973582552,0.368959826335796,0.316551586188264,0.307755121242058,0.316068392782645,0.381701282408698,0.25611386723364,0.399459409932197,0.51838018393198,0.2298897515755,0.417432023314376,0.322078957200382,0.218077290527134,0.421602185152668,0.211060846184048,0.296681401286754,0.273665785880225,0.217393396801379,0.283986218941018
"LIGHTNING_BOLT",3,2113120,3,12,0.289586924599374,0.368542199488491,0.386582418900282,0.223324980216302,0.32635348008125,0.343664449807483,0.322315027933992,0.280678272834687,0.380594232373801,0.406275367602382,0.294148728331913,0.426956271821676,0.412809147604904,0.138609173721689,0.404112926403948,0.341720564019539,0.196916468607645,0.431105778298052,0.188090715213288,0.334736847592635,0.261324371774637,0.190321753567451,0.290483161590428
"BORDER",1,2113121,3,13,0.301907705558122,0.387889982519139,0.399449391377346,0.223058559746769,0.311527234839083,0.336313060661043,0.328621176262299,0.288054436386427,0.408446234876929,0.412532234457764,0.29239092691963,0.449200331115366,0.38489593080074,0.190976736705122,0.348726688974367,0.317412373559163,0.210503056835799,0.420503343403907,0.232567456003032,0.335572318257328,0.27955239497065,0.322261227071474,0.379688581314879
"BORDER",1,2113122,3,14,0.316700028667535,0.373956468841379,0.39319808159619,0.233216975878543,0.29462248165651,0.345881214113461,0.334007165077547,0.314668576715313,0.409813308302044,0.403835645815016,0.294422687553282,0.445467482556216,0.358573668152536,0.16328742085947,0.365339373388909,0.338868363153306,0.211615346120601,0.413909621289596,0.221670433646271,0.332449502012461,0.274281745257645,0.357217073324507,0.425657928612622
"BORDER",1,2113123,3,15,0.30981493791413,0.386031291681768,0.398461135789175,0.255667516632961,0.309081037478282,0.336331220346234,0.309112097171799,0.333926803368182,0.39680173133083,0.389707276275439,0.314746792960826,0.419766765874897,0.388741270523857,0.196157535348218,0.37977886323537,0.333119681182282,0.219789258555466,0.414481839170162,0.242554388117698,0.365780108569482,0.325322196409465,0.376029674463569,0.426178423434151
"VERNAL",3,2113130,3,16,0.24806352396671,0.370514424478619,0.379471427714817,0.279368680207509,0.335344510425735,0.356726239667832,0.333869769423403,0.325271286596831,0.296216233833959,0.313735654214292,0.276336346736762,0.301409012836879,0.377893585857039,0.206079454899036,0.284961214682577,0.288869746910762,0.221153846153846,0.39535316879654,0.232848695033569,0.353429113580916,0.325387459241225,0.295477166214825,0.342305537599655
"ALGONQUIN",3,2113140,3,17,0.278395490390545,0.381332875706277,0.390563200815494,0.266031243588616,0.275611193844626,0.334783810172989,0.305517589582559,0.360744380131915,0.295579630788486,0.315832815080097,0.253181840339884,0.296900532691323,0.370538365339614,0.186952815428931,0.307805163532718,0.304208836675108,0.199107217941666,0.393903944330634,0.202906909890393,0.371343950619864,0.310908155845998,0.277687750368965,0.317902074857092
"REGEN",3,2113150,3,18,0.267757810485745,0.39255519511274,0.40043982730707,0.247545355960022,0.27316267151681,0.319113962528325,0.299327225246758,0.359556991370156,0.318454578639967,0.346639630378218,0.275727449796344,0.300871062823989,0.368682521049809,0.215245535714286,0.325860849390261,0.315663996014779,0.234515123200806,0.390685769371406,0.254819818699608,0.334126009670155,0.311941927208025,0.2945431161712,0.32003663003663
"WL_349HQ",3,2113160,3,19,0.291893580543841,0.377240558058972,0.375858389743052,0.257439842902781,0.339807930962064,0.338233144808189,0.313529682618642,0.391556229333309,0.395397893199833,0.393871744833551,0.295524581988083,0.319695614012663,0.399043339355524,0.176104545985061,0.381948930555742,0.319762823972214,0.232925218632875,0.411959982610203,0.22218228157553,0.341616100534507,0.259489616769228,0.264881995670723,0.290896026831785
"WL_349HQ",3,2113170,3,20,0.308519265386975,0.362285850184312,0.385099988007435,0.251305284445617,0.342771421464992,0.323706576272852,0.301971564990596,0.399179043089394,0.403446495619524,0.403135599618995,0.303990095434309,0.316297795302459,0.391174684345368,0.153428017040149,0.382998919586356,0.328028309947832,0.203048712362438,0.419783719548425,0.194730396866845,0.37383193972378,0.297888595293408,0.263541153111922,0.301587005843061
"SW3407",3,2113180,3,21,0.372788249565292,0.395352378984093,0.398509024404869,0.251132067176646,0.318103573353231,0.336876777018355,0.307701292161345,0.39820852215791,0.406739935335836,0.407467278562902,0.320700744153083,0.327129980774188,0.411673846568738,0.184982347105509,0.384386098937183,0.352915161830434,0.231880012076545,0.439392839722954,0.242024342693763,0.365896669557857,0.335490136965247,0.247404535233172,0.300249819384768
"N-R-GEE",3,2113190,3,22,0.320917035651648,0.340560888386975,0.390664961636829,0.266852926521879,0.322055850293704,0.30092368161455,0.283478636560921,0.362413674754529,0.345848326032541,0.354953571658339,0.301609403825943,0.30161323955944,0.40673375284523,0.180785922124256,0.315838467231656,0.30059432382692,0.224759005154802,0.393906922872862,0.22202734201025,0.365591397849462,0.303724839951054,0.254149061775248,0.258128699443578
