,Germplasm,Rep,Row,Range,Plot,yld1,yld2,yld3,tot22,GNDVI_131,NDRE_131,NDVI_131,GNDVI_145,NDRE_145,NDVI_145,GNDVI_154,NDRE_154,NDVI_154,GNDVI_159,NDRE_159,NDVI_159,GNDVI_162,NDRE_162,NDVI_162,GNDVI_164,NDRE_164,NDVI_164,GNDVI_175,NDRE_175,NDVI_175,GNDVI_178,NDRE_178,NDVI_178,GNDVI_181,NDRE_181,NDVI_181,GNDVI_187,NDRE_187,NDVI_187,GNDVI_189,NDRE_189,NDVI_189,GNDVI_192,NDRE_192,NDVI_192,GNDVI_201,NDRE_201,NDVI_201,GNDVI_203,NDRE_203,NDVI_203,GNDVI_210,NDRE_210,NDVI_210,GNDVI_215,NDRE_215,NDVI_215,GNDVI_223,NDRE_223,NDVI_223,GNDVI_236,NDRE_236,NDVI_236,GNDVI_238,NDRE_238,NDVI_238,GNDVI_243,NDRE_243,NDVI_243,GNDVI_259,NDRE_259,NDVI_259,GNDVI_263,NDRE_263,NDVI_263
114,LANDER,4,4,31,418,1.27,0.4,0.41,2.08,0.275293288,0.28950392,0.559167211,0.322330339,0.360381322,0.586041832,0.19676902,0.402323999,0.51920535,-0.011663552,0.494925579,0.481738994,0.03198008,0.466295428,0.43021998,0.006045789,0.42553085,0.374929856,0.22480354,0.355436112,0.466512496,0.146213368,0.27398582,0.407122556,0.230133765,0.360005301,0.450836944,0.20455477,0.321395972,0.440879357,0.166072193,0.389734835,0.325594333,0.116452365,0.437352763,0.325180389,0.154486155,0.309297529,0.30533586,0.096184462,0.356763439,0.393746258,0.066478031,0.444082895,0.365836827,0.159887505,0.456715573,0.403719886,0.205640031,0.346464963,0.430004569,0.166112296,0.189428245,0.40207253,0.180588322,0.28342359,0.431914589,0.148970724,0.287223156,0.426243643,0.169985871,0.22050166,0.373519491,0.066300688,0.333897385,0.30803587
115,N-R-GEE,4,4,30,419,1.68,0.53,0.37,2.57,0.279812507,0.286376487,0.564400184,0.341265827,0.363292902,0.582167697,0.225877817,0.435209516,0.502533276,-0.006828532,0.494491211,0.473159393,0.035105045,0.474538304,0.436648002,0.021016181,0.408480721,0.379093974,0.251622912,0.337260445,0.500837426,0.18506702,0.273476577,0.466470777,0.28036155,0.421956874,0.528760609,0.233657141,0.272148618,0.478383658,0.235551174,0.348562028,0.430355404,0.175497399,0.411110762,0.356675814,0.187748517,0.347417098,0.345183094,0.091097275,0.347140119,0.407164309,0.081012466,0.446144875,0.384512394,0.194664144,0.45860968,0.427118536,0.207429459,0.336767078,0.453540481,0.17919571,0.216228323,0.409647603,0.196424743,0.296829354,0.445598654,0.154058821,0.295789312,0.416149393,0.1944328,0.236272297,0.357781246,0.104181519,0.292383191,0.276737993
116,ONEIDA_VR,4,4,29,420,1.69,0.51,0.48,2.68,0.250283094,0.304312041,0.52258306,0.347338896,0.34488082,0.58404022,0.226449974,0.448680406,0.528224321,-0.01334284,0.504435517,0.491918125,0.019315709,0.496262537,0.459082575,0.004379069,0.407982907,0.394586094,0.266669227,0.313144561,0.523944455,0.171365444,0.254529758,0.464768977,0.30198871,0.415116798,0.548480236,0.25822703,0.25227973,0.508260245,0.270850702,0.31640438,0.464195343,0.197700188,0.409031916,0.36788674,0.213314881,0.363116922,0.368636133,0.081511675,0.350752514,0.389996241,0.082418291,0.438821849,0.3963331,0.184954534,0.451997775,0.429287781,0.230266877,0.299163109,0.480451191,0.203280377,0.228257034,0.449715225,0.198134455,0.278625923,0.476039343,0.167427284,0.315423046,0.458289946,0.213482343,0.261299805,0.408046647,0.111873273,0.302465296,0.338950946
117,PERSIST_III,4,4,28,421,1.64,0.64,0.54,2.82,0.259602043,0.291384691,0.526193584,0.366056585,0.384202738,0.593364383,0.225665887,0.475416567,0.535542038,-0.004459811,0.488113814,0.476886656,0.033763722,0.489221348,0.448202137,0.018333498,0.373448541,0.360328236,0.26743325,0.350231321,0.508950408,0.184733049,0.273103431,0.485927192,0.307633413,0.444330247,0.554740059,0.248913806,0.264419782,0.494938292,0.263604842,0.344022827,0.463559084,0.189879643,0.409659485,0.364209354,0.205843259,0.354367509,0.356490792,0.070881364,0.350704808,0.386015086,0.084130717,0.429614505,0.386920489,0.189627107,0.457354619,0.432055306,0.23194588,0.313190175,0.475754668,0.216372247,0.243008147,0.455133254,0.216122237,0.297429766,0.483876629,0.182132076,0.339547976,0.449125611,0.221156693,0.266088008,0.398711557,0.103495571,0.276481037,0.298730579
118,NY0465,4,4,27,422,1.55,0.61,0.48,2.65,0.247162941,0.309999555,0.518668711,0.356965433,0.373043047,0.56736153,0.217024425,0.483930315,0.534456371,-0.003137888,0.496810824,0.476960473,0.032749515,0.49986934,0.433147651,0.008381506,0.389943022,0.371855271,0.247819602,0.317347756,0.499720075,0.163133648,0.264716143,0.461785109,0.285530896,0.414428221,0.540879738,0.246333437,0.263400836,0.509493119,0.247868545,0.328042808,0.451005564,0.193894537,0.403720194,0.350837839,0.207826404,0.347566828,0.352574531,0.07916356,0.335919201,0.40240502,0.071521877,0.45787825,0.39042347,0.15637509,0.45568758,0.415468661,0.223318355,0.334035684,0.464870862,0.196786645,0.227213029,0.451807288,0.19608926,0.268243077,0.463983204,0.162464801,0.30366804,0.42836843,0.20437995,0.232260221,0.369811743,0.076321047,0.296416853,0.283139969
119,ALGONQUIN,4,4,26,423,1.67,0.66,0.52,2.85,0.269135579,0.265652234,0.537266132,0.355447432,0.369670208,0.579328127,0.231519616,0.478623157,0.53782803,-0.004100188,0.490977791,0.467673879,0.028037717,0.493926543,0.441701687,0.0072163,0.38824542,0.377378928,0.215231307,0.331362337,0.475152532,0.175856768,0.259783637,0.471485483,0.280259535,0.422314566,0.543917446,0.256955856,0.259698969,0.505808679,0.264261427,0.332791187,0.485614075,0.22631689,0.400697207,0.380730171,0.241333713,0.361913078,0.370512778,0.075656017,0.353453505,0.394318342,0.070175255,0.443514643,0.381597337,0.167574716,0.4510581,0.417452086,0.223415701,0.311596597,0.465825991,0.210116161,0.233965265,0.450565424,0.208637355,0.299713124,0.470898209,0.1712493,0.31870741,0.452191959,0.220219754,0.290640175,0.40773253,0.101273989,0.272357103,0.318877854
120,NY1615,4,4,25,424,2.01,0.6,0.54,3.15,0.272718193,0.296046197,0.528922506,0.360276857,0.345793034,0.536960256,0.248725286,0.46491516,0.52811523,-0.006692362,0.500079579,0.484738395,0.032192852,0.495930587,0.443845433,0.007444401,0.418450451,0.394241998,0.285656514,0.299044877,0.545155779,0.213481703,0.305111413,0.504163453,0.322729774,0.439231551,0.568209202,0.273407956,0.266914992,0.527194248,0.294995392,0.322426825,0.515038786,0.248204311,0.438408095,0.425723807,0.235685861,0.3738341,0.389119071,0.08294834,0.363969749,0.384021112,0.065870183,0.451239782,0.391724828,0.175925473,0.44224781,0.414322195,0.226900826,0.318914453,0.45753861,0.207346528,0.223313316,0.435465634,0.201768173,0.266488637,0.452485029,0.185233707,0.307860788,0.42966688,0.230575262,0.268425452,0.382233429,0.122722904,0.263850623,0.319525962
121,LIGHTNING_BOLT,4,4,24,425,1.7,NA,0.54,NA,0.284940946,0.301035366,0.554628614,0.374298735,0.400732519,0.569318614,0.261859838,0.455769286,0.525472067,0.006942043,0.48183113,0.473538526,0.050104431,0.478215713,0.433452042,0.029622575,0.393725615,0.371831879,0.271964929,0.332680131,0.528150138,0.23692073,0.295576501,0.510672865,0.328594091,0.465030326,0.572701176,0.264011537,0.273546388,0.516215035,0.272550831,0.344875158,0.475073269,0.221733618,0.425514897,0.393888432,0.21991599,0.364105426,0.374817841,0.086881069,0.344288893,0.387110473,0.117689714,0.386696063,0.385652119,0.211366232,0.449714993,0.430684206,0.243170196,0.323447272,0.481538149,0.214171195,0.245838096,0.441416272,0.215546963,0.293468183,0.463133745,0.197548019,0.342320866,0.448549898,0.210864698,0.257370321,0.385850983,0.106261488,0.27560064,0.314310624
122,VERNAL,4,4,23,426,1.42,NA,0.43,NA,0.260207548,0.290067988,0.520755046,0.354383978,0.389530416,0.562043232,0.23373784,0.45947124,0.516137112,-0.010418613,0.49688249,0.489246651,0.017028859,0.499180756,0.453280894,-0.006553595,0.407919728,0.426786856,0.197163078,0.326454091,0.444232471,0.160889449,0.265286947,0.439359331,0.254783601,0.404042116,0.48165646,0.216969585,0.267450403,0.477426853,0.183094767,0.393077816,0.363748959,0.146984633,0.391503442,0.325547657,0.170876347,0.3266934,0.32789297,0.090927926,0.326900591,0.391309509,0.081481299,0.43276447,0.36575722,0.165345872,0.449869603,0.398870167,0.202861436,0.346719437,0.419105102,0.171549371,0.207188771,0.399279922,0.153387545,0.260218857,0.422916738,0.159185162,0.300341178,0.426152598,0.187436997,0.245694872,0.385139741,0.069217772,0.312651198,0.320579822
123,HI-GEST_360,4,4,22,427,1.43,NA,0.39,NA,0.276802013,0.287163122,0.546826854,0.362044359,0.370144548,0.567662386,0.235844173,0.42888714,0.497199084,0.004472816,0.493063608,0.467801315,0.041373952,0.489235598,0.422476815,0.03136105,0.379179233,0.363402328,0.236270684,0.297686764,0.48589344,0.210857991,0.260532287,0.485512179,0.290196837,0.419242865,0.526712988,0.244165048,0.284723337,0.49873031,0.247994817,0.33247029,0.462012522,0.205824805,0.411211345,0.392737751,0.232661746,0.343785068,0.372245198,0.082224979,0.330797443,0.400090668,0.112371656,0.394208195,0.384332364,0.216215615,0.449710576,0.435986234,0.24599648,0.323669618,0.467202852,0.199890164,0.22423545,0.424346466,0.183676643,0.264135494,0.449651772,0.180342346,0.29944745,0.434558371,0.184092685,0.223797286,0.348443865,0.098057838,0.276189294,0.294833028
124,SW4412Y,4,4,21,428,1.59,NA,0.38,NA,0.277461027,0.307257312,0.541404227,0.36378015,0.392884758,0.554176841,0.232917591,0.423950511,0.500741218,0.004120326,0.490168739,0.482470694,0.041069621,0.49089764,0.414498938,0.031202654,0.354511555,0.361920881,0.272859152,0.340719661,0.536753446,0.235541734,0.311819546,0.506417069,0.317406871,0.45014009,0.551609959,0.279546666,0.283599997,0.528727302,0.289897411,0.299548448,0.505712179,0.27203569,0.428692615,0.455970899,0.296862857,0.373234755,0.427514053,0.098660904,0.317805175,0.399130115,0.131744456,0.374905544,0.385612538,0.226012275,0.449181445,0.425502142,0.272024349,0.313378048,0.485741395,0.228667292,0.253948997,0.461268612,0.199108137,0.272420498,0.455284568,0.189034,0.308456967,0.43121294,0.165089157,0.212952748,0.316592434,0.099651537,0.258114078,0.277146308
125,FSG_415BR,4,4,20,429,1.67,NA,0.48,NA,0.279198709,0.30368491,0.543069621,0.365173524,0.402706781,0.5727303,0.233122276,0.415051445,0.508201422,-0.002962745,0.475922721,0.477354924,0.031700903,0.489394068,0.420573415,0.016768142,0.365462894,0.390638076,0.239456882,0.309952844,0.510788775,0.227394891,0.287145223,0.508076176,0.315499798,0.44247074,0.567450177,0.269523642,0.273032407,0.537587186,0.304650724,0.275882919,0.555506495,0.273029221,0.426640249,0.489805994,0.299534903,0.380103117,0.435919545,0.098095776,0.327774002,0.381023629,0.125167653,0.377919464,0.374532154,0.23900842,0.446509697,0.425208043,0.264050576,0.329032388,0.494429426,0.228431133,0.262405684,0.473822002,0.201019358,0.273336013,0.478264199,0.198587195,0.319958861,0.454377946,0.158755624,0.230192214,0.32443328,0.099944951,0.27486725,0.296720828
126,REBOUND_6XT,4,4,19,430,1.72,0.88,0.51,3.11,0.314791579,0.35596499,0.581398688,0.38254133,0.428397151,0.567095291,0.24014266,0.416986944,0.515588156,0.003591011,0.475339336,0.458119554,0.063025239,0.448652032,0.422415362,0.063327857,0.349602127,0.37003367,0.300692147,0.385872167,0.572346081,0.256568811,0.370827643,0.517634086,0.342298027,0.478087384,0.576622553,0.305000416,0.300459774,0.560533004,0.314582311,0.317648122,0.526917177,0.282793198,0.417624242,0.456513689,0.27838204,0.357982339,0.398064335,0.092870616,0.346213302,0.369310755,0.157521914,0.338200175,0.387364718,0.246481783,0.455003825,0.441218456,0.284438063,0.347452222,0.501432292,0.237276952,0.281202118,0.46853916,0.216698368,0.304149862,0.468536045,0.220145924,0.342670109,0.454732688,0.150923956,0.211154386,0.315585093,0.107767668,0.278830031,0.300480403
127,NY1517,4,4,18,431,1.84,0.72,0.57,3.13,0.289306626,0.315646034,0.539896381,0.360530907,0.368987369,0.550346176,0.24864352,0.440017493,0.49589921,-0.008386861,0.494701241,0.47975836,0.02941686,0.487464772,0.443900779,0.005153222,0.355054195,0.418209963,0.212108336,0.304467017,0.476214492,0.200948579,0.302896007,0.472153938,0.288508425,0.420861579,0.5348477,0.267232209,0.256109115,0.519192779,0.306074283,0.330981858,0.521831925,0.271939865,0.406066981,0.453873842,0.282751993,0.374533481,0.425340475,0.086464021,0.359212411,0.382897865,0.079897185,0.440681044,0.376860677,0.199067093,0.441267386,0.41994447,0.258688622,0.306635305,0.474220957,0.232467208,0.271111852,0.473631507,0.206446662,0.28788974,0.470822002,0.221361024,0.346356017,0.47348767,0.180140749,0.237524807,0.340632181,0.139414177,0.264407762,0.337428862
128,NY2003,4,4,17,432,1.67,0.79,0.53,2.99,0.303070606,0.408342711,0.547658968,0.355296604,0.403594256,0.539364881,0.2429626,0.466697677,0.508475264,-0.0088108,0.496004297,0.467519862,0.040863593,0.481820218,0.410002659,-0.001336675,0.357798918,0.406216718,0.228407624,0.316777144,0.488118125,0.18538287,0.329653295,0.465905515,0.29857702,0.470159449,0.550627648,0.292063262,0.309086894,0.544547982,0.343445132,0.435954435,0.541990693,0.303734414,0.47202172,0.470921487,0.294044625,0.382646454,0.436208132,0.09614228,0.331697855,0.386493286,0.112639422,0.400226267,0.371039113,0.223995506,0.447854515,0.425034823,0.258351541,0.294244281,0.477272164,0.235984792,0.288315769,0.466265304,0.220350201,0.361601424,0.476473779,0.202882879,0.355004119,0.445954523,0.158270408,0.197439675,0.299157268,0.108964359,0.260001357,0.285529547
129,WL_358LH,4,4,16,433,1.49,0.79,0.42,2.69,0.308537325,0.396762518,0.560655755,0.359932656,0.410818535,0.571777919,0.238593077,0.459065884,0.496956093,-0.009580268,0.49772623,0.469779055,0.048260819,0.497382091,0.420256696,0.020104771,0.316242318,0.341282666,0.232749284,0.318260066,0.488687914,0.183036006,0.283419308,0.473426926,0.301131472,0.448022184,0.561994751,0.265729319,0.260671158,0.536005442,0.33072554,0.36488102,0.545167172,0.271668797,0.420091498,0.445699965,0.259458298,0.370021362,0.395196573,0.091672538,0.319051188,0.394518792,0.153584096,0.335917249,0.379567848,0.257147638,0.454137279,0.455772086,0.265522538,0.296101145,0.490998061,0.228967112,0.266740194,0.458421009,0.216668107,0.347520255,0.465197384,0.19407606,0.327443964,0.438883608,0.15858306,0.202731756,0.311951187,0.085826823,0.280335711,0.259472046
130,SEEDWAY_9558,4,4,15,434,1.53,0.7,0.48,2.72,0.292035282,0.352021268,0.546994003,0.340187644,0.359215422,0.564553538,0.219548729,0.425138909,0.507946822,-0.01080258,0.500093419,0.473945545,0.030448771,0.508062487,0.430540828,0.002920549,0.348321106,0.363537543,0.224140541,0.312971211,0.496965733,0.172579261,0.309677613,0.470267453,0.287923578,0.425767018,0.552904835,0.264913285,0.25253753,0.558007522,0.32120722,0.360730182,0.538050726,0.263014958,0.408276448,0.425191065,0.254569943,0.352408863,0.382622679,0.092589752,0.331206353,0.382731449,0.123494849,0.363658324,0.373308635,0.234572904,0.441255032,0.444105348,0.283281963,0.286318127,0.507903885,0.226315742,0.258157294,0.488408981,0.229071557,0.349771864,0.513191903,0.2028381,0.338524414,0.471577305,0.181745694,0.239232975,0.361743746,0.108388262,0.273626526,0.308821625
131,AMERISTAND_427_TQ,4,4,14,435,1.7,0.68,0.44,2.82,0.342848629,0.427253472,0.594961131,0.364824209,0.393973495,0.578479732,0.238231623,0.433806752,0.496053623,-0.015469575,0.495178026,0.472261451,0.023299707,0.506813442,0.4331491,0.019158662,0.34585696,0.352475842,0.245060119,0.335008739,0.518267414,0.202620292,0.275621458,0.494887761,0.302967269,0.443678306,0.564256706,0.258521396,0.276200474,0.543827046,0.325829303,0.372018785,0.531492253,0.265432153,0.394629247,0.421662302,0.221513126,0.338343454,0.362220066,0.086610581,0.355926863,0.375401359,0.127904044,0.371935204,0.392054896,0.243518698,0.446404441,0.44840721,0.28033579,0.316524441,0.512539749,0.219755882,0.246551512,0.462515397,0.227982736,0.345763545,0.492217224,0.201709666,0.328469709,0.462589553,0.167247005,0.204907559,0.32931428,0.11047799,0.270345041,0.283088235
132,SW315_LH,4,4,13,436,1.71,0.47,0.51,2.7,0.330622956,0.45920593,0.580328872,0.349584269,0.392553644,0.564034406,0.227642242,0.452816978,0.499281046,-0.013574571,0.48472017,0.460061544,-0.003026754,0.520591607,0.458283172,-0.018519864,0.340708525,0.391370268,0.207021948,0.322916167,0.467108198,0.169472106,0.293332437,0.463996386,0.277858687,0.465390142,0.543593508,0.24671387,0.310754237,0.534715599,0.293545837,0.405495916,0.49625286,0.225635152,0.411700657,0.380885336,0.195777111,0.294182438,0.339076534,0.097496456,0.339620446,0.373239828,0.088938476,0.423852762,0.346237882,0.173994548,0.446207773,0.408886669,0.224848357,0.326137729,0.44310049,0.198917729,0.203399638,0.439399939,0.191141547,0.30956805,0.46349715,0.178029404,0.297861193,0.453457787,0.194661562,0.252855305,0.384276127,0.1185624,0.252952168,0.315433883
133,ALFABAR,4,4,12,437,1.94,0.77,0.6,3.32,0.294305884,0.39356814,0.550075956,0.344383334,0.363658633,0.571242535,0.240218759,0.431854555,0.494069621,-0.01881906,0.463334541,0.447529947,-0.007853804,0.50924744,0.448277945,-0.007902923,0.331153642,0.371424211,0.23936537,0.324993192,0.505181624,0.199552286,0.27647106,0.474602029,0.292992598,0.467599922,0.544599567,0.241512353,0.292499455,0.519954161,0.302855863,0.38571314,0.497189613,0.228338564,0.413470632,0.39329488,0.208675404,0.326571091,0.349570131,0.092208847,0.347352825,0.365578335,0.089766523,0.420526908,0.345047054,0.205265549,0.447277943,0.422480372,0.246935227,0.315609055,0.484151249,0.217413941,0.239663666,0.465095532,0.221852819,0.333488614,0.490670709,0.202612023,0.307662108,0.46594914,0.207533032,0.269472474,0.404292552,0.124463995,0.271656422,0.332320239
134,REGEN,4,4,11,438,1.68,0.83,0.64,3.15,0.258023877,0.371938044,0.510754016,0.332459978,0.335142699,0.553197373,0.224810573,0.439252103,0.514010941,-0.013748334,0.451922866,0.439915622,-0.013799356,0.51284962,0.44299081,-0.003383856,0.296252181,0.33610495,0.244090723,0.326979678,0.512732108,0.20789505,0.291381913,0.483462826,0.29060221,0.460957088,0.541202824,0.247681097,0.293279476,0.524818759,0.296175841,0.385288221,0.505668301,0.248764305,0.450459268,0.429856484,0.229454037,0.34670588,0.370225015,0.089156256,0.352529852,0.372458277,0.09009496,0.424900269,0.36315432,0.203733309,0.441361602,0.426829956,0.245308448,0.299405003,0.48739676,0.213512724,0.24803292,0.478223237,0.237162224,0.328172906,0.49967507,0.204408317,0.323383534,0.467539078,0.199711956,0.25400981,0.387965233,0.116866781,0.312408326,0.33390745
135,ONEIDA_ULTRA,4,4,10,439,1.49,0.68,0.54,2.72,0.217602456,0.326901184,0.476974061,0.301902449,0.355435099,0.546779636,0.204720909,0.428960291,0.529120589,-0.006704442,0.439654284,0.403671815,-0.013535395,0.508063632,0.427822246,-0.002749803,0.288698351,0.295297602,0.190664783,0.322089854,0.465721232,0.184407893,0.274030989,0.466201178,0.253559609,0.433704549,0.522216425,0.215429974,0.27487433,0.495689447,0.268039202,0.355954677,0.488180933,0.206810053,0.418415296,0.400962181,0.180927061,0.336816016,0.339198342,0.089532902,0.34822087,0.396131207,0.093714494,0.406422633,0.370767286,0.201346737,0.434512202,0.437981714,0.238873781,0.298926181,0.473610848,0.189632045,0.213597685,0.447379711,0.212102495,0.313809847,0.470861891,0.17516425,0.297544114,0.43515916,0.173965274,0.233399625,0.358455202,0.096362503,0.323898283,0.304215224
136,SW4107,4,4,9,440,1.69,0.81,0.5,3,0.288695207,0.420301057,0.541243284,0.330016678,0.393221024,0.550114687,0.194514394,0.422588458,0.509213778,-0.009993275,0.456877105,0.434695244,-0.006290247,0.4980802,0.426370979,0.01435926,0.299363704,0.317981753,0.257485881,0.356720426,0.52989201,0.22824393,0.317253628,0.492696179,0.288473059,0.460908286,0.535344055,0.253500709,0.293169375,0.515679724,0.268085659,0.364270231,0.481025113,0.231107187,0.429529617,0.409040918,0.189271555,0.328564232,0.334623562,0.075033609,0.365916317,0.376044244,0.093843212,0.372740098,0.372907443,0.216511292,0.438621528,0.437324189,0.25194825,0.330055675,0.489897365,0.205222092,0.23555653,0.451704957,0.241525125,0.320457558,0.47875612,0.183637949,0.299161528,0.430686576,0.183984997,0.224900758,0.345597544,0.098471152,0.306244287,0.288837158
137,NY1614,4,4,8,441,1.86,0.81,0.62,3.29,0.287048169,0.365724175,0.535429695,0.31927931,0.336519476,0.557562893,0.206374961,0.423976273,0.502563332,-0.010766251,0.456500455,0.448324689,-0.014566872,0.521607561,0.449706029,-0.002334516,0.317938768,0.371108359,0.211692371,0.305832338,0.491179089,0.215265742,0.257018773,0.484357126,0.266438649,0.425159022,0.540482153,0.246308679,0.255723553,0.520273004,0.269189582,0.348949411,0.499888087,0.230539793,0.415034947,0.399946621,0.21162074,0.344902563,0.347683304,0.069686379,0.36365697,0.375263313,0.050861807,0.396255824,0.360147642,0.179866657,0.436318516,0.427094335,0.224675609,0.311098461,0.47644766,0.188807175,0.218942766,0.459785033,0.219045489,0.288693405,0.479843137,0.175669499,0.307161202,0.445050695,0.204278787,0.270872982,0.385393138,0.110568225,0.283572563,0.315619513
138,SEEDWAY_9558_SBR,4,4,7,442,1.93,0.91,0.58,3.42,0.305250903,0.380229696,0.542825813,0.332580597,0.333135669,0.554413879,0.213804832,0.420246344,0.519098779,-0.015909843,0.493784809,0.490154445,-0.01158764,0.520833095,0.458369817,-5.94E-05,0.340601598,0.389108007,0.248184208,0.327966708,0.515413681,0.241280644,0.270482094,0.502455993,0.299174231,0.44791984,0.55770345,0.280291192,0.27170537,0.542473885,0.310868357,0.356247991,0.538090173,0.300335625,0.459068758,0.473896261,0.265424771,0.378832777,0.384604279,0.074061859,0.341942313,0.380402101,0.044182797,0.373541437,0.368529809,0.193688846,0.429988248,0.432491135,0.234645327,0.319206125,0.462620964,0.171848927,0.195512356,0.44508096,0.208762916,0.256194045,0.46460596,0.183090175,0.303063722,0.430510973,0.20875317,0.273577451,0.385663096,0.112839821,0.262597055,0.317811792
139,GUARDSMAN_II,4,4,6,443,1.71,1.02,0.63,3.36,0.244838789,0.342879903,0.489991601,0.312516352,0.331267375,0.556212674,0.224594383,0.421925163,0.521107613,-0.014066284,0.512815687,0.475592492,-0.00795731,0.516955676,0.442844492,0.000738448,0.337059182,0.37618312,0.221517543,0.331400306,0.484992328,0.23544052,0.279004418,0.490949564,0.292195091,0.472637176,0.559181625,0.290372894,0.31147752,0.539907661,0.340045012,0.404837568,0.565418798,0.329699228,0.505792446,0.512596998,0.296879518,0.428425043,0.425137632,0.084665661,0.295169856,0.388125579,0.07611081,0.333752522,0.360585061,0.226366392,0.436934874,0.446464666,0.255984683,0.299597226,0.498505509,0.199198533,0.230574022,0.474035927,0.224873745,0.29447089,0.486526198,0.204620634,0.358143257,0.45821112,0.225681607,0.31098686,0.411208127,0.133629324,0.242478129,0.329306762
140,FSG_421LH,4,4,5,444,1.83,0.96,0.69,3.48,0.289051105,0.380534402,0.523191462,0.34964607,0.41534208,0.583623751,0.258983614,0.47912202,0.530641032,-0.003715039,0.519121355,0.450535907,-0.000385518,0.519368393,0.408449878,0.002459964,0.313429027,0.318795634,0.28440875,0.426721068,0.539923425,0.274740387,0.346652774,0.5142115,0.334715114,0.522894568,0.573205813,0.327327513,0.414289284,0.555156207,0.350931481,0.467894166,0.544061277,0.334852509,0.474467205,0.482017282,0.305106864,0.443037206,0.435399507,0.087140202,0.275776594,0.377344203,0.079452978,0.357440365,0.352358704,0.222227918,0.435506115,0.435805616,0.251290478,0.29622694,0.47053579,0.192924981,0.219536052,0.451343904,0.236032521,0.294850013,0.487912529,0.212513523,0.375661449,0.447514912,0.252536368,0.328115719,0.410828708,0.146836298,0.228304199,0.30971184
141,NY0651,4,4,4,445,1.55,0.86,0.66,3.07,0.267154058,0.315400503,0.503483534,0.325102431,0.319519846,0.584719227,0.248714958,0.448104257,0.525837826,-0.011083174,0.526466569,0.460710157,-0.013229363,0.54963516,0.421220137,0.000428898,0.321788247,0.322331781,0.229100589,0.33185358,0.499371151,0.25306414,0.253486507,0.516187144,0.306969236,0.486824436,0.557056569,0.294909595,0.317620017,0.54537543,0.336320606,0.399526703,0.551645726,0.31188804,0.467814103,0.471126211,0.307221426,0.432503706,0.43317594,0.093576948,0.288005875,0.389258057,0.117578752,0.352600946,0.363937833,0.235489515,0.444205228,0.444689242,0.26302139,0.272238025,0.50942637,0.218308034,0.221149028,0.485238465,0.250486848,0.300663428,0.523153699,0.211310498,0.350012005,0.482026016,0.243585744,0.340107577,0.438078262,0.143397047,0.243461377,0.355070891
142,SW5210,4,4,3,446,1.95,0.96,0.78,3.68,0.341766455,0.42485138,0.567034211,0.359137379,0.389675493,0.567435125,0.268475073,0.486020705,0.521819252,-0.019286061,0.530606987,0.452433014,-0.030572492,0.535701135,0.431061974,0.011986159,0.337231335,0.325095958,0.28934245,0.433129828,0.557850091,0.289537246,0.355991914,0.533892462,0.341439843,0.502940586,0.563787651,0.322458157,0.373170602,0.551042562,0.348397524,0.434077856,0.541453264,0.321636004,0.448367967,0.46125185,0.305487176,0.409412613,0.410216936,0.082944313,0.2949843,0.376157589,0.105792835,0.370497447,0.366545335,0.222952646,0.444716023,0.436826075,0.273218646,0.336467993,0.497062878,0.247089522,0.248695681,0.484667758,0.270364872,0.33818822,0.522312144,0.227643476,0.344402638,0.468045958,0.266069807,0.356580706,0.446626704,0.160993674,0.25681878,0.355845173
143,SW3407,4,4,2,447,2.04,1.03,0.82,3.89,0.344451467,0.416856791,0.574313936,0.367141475,0.391030865,0.583425955,0.31017534,0.51234499,0.520836315,-0.021937561,0.538090968,0.463866357,-0.036145046,0.552867127,0.43687244,0.015149663,0.341716984,0.32162742,0.284201359,0.442798543,0.543148515,0.302338352,0.369143888,0.548023059,0.362030806,0.509442661,0.575789807,0.322681879,0.37436528,0.54336567,0.37445593,0.453015037,0.55333754,0.336895523,0.461263886,0.468965517,0.314076266,0.407914563,0.411274572,0.080290613,0.299254282,0.371940201,0.107933317,0.368979041,0.374910505,0.239229391,0.445194855,0.428814321,0.272157065,0.345667602,0.498715876,0.261407342,0.274494027,0.493255,0.283657721,0.375613318,0.532386045,0.234016133,0.34830329,0.479036634,0.249140807,0.339341031,0.434850334,0.145485679,0.249399688,0.337460208
144,55V50,4,4,1,448,2.17,0.97,0.86,4,0.310493721,0.375662269,0.543921311,0.359547156,0.38147072,0.582528275,0.331535154,0.500637056,0.502713134,-0.016581992,0.538281246,0.456828166,-0.045587053,0.578161968,0.450246939,-0.008940948,0.402419078,0.336436467,0.26483295,0.429691559,0.530869653,0.277656697,0.371146657,0.538878393,0.352326356,0.491320279,0.561609383,0.311164604,0.358374332,0.536869343,0.35269713,0.464477093,0.532932951,0.306542361,0.457662172,0.447530651,0.296571413,0.394242733,0.392029758,0.080328794,0.314723534,0.372156216,0.095314108,0.392967463,0.371315022,0.219993364,0.449589189,0.424208334,0.259157431,0.315913451,0.479618385,0.2483817,0.26594847,0.484829866,0.288041153,0.378561924,0.52597286,0.242212937,0.36780038,0.465352826,0.243879596,0.321650511,0.434938513,0.1339593,0.25869557,0.329320035
