"Germplasm","Rep","Plot","Row","Range","yld1","yld2","yld3","tot22","NDRE_133","NDRE_159","NDRE_164","NDRE_168","NDRE_171","NDRE_175","NDRE_178","NDRE_181","NDRE_187","NDRE_189","NDRE_192","NDRE_194","NDRE_196","NDRE_207","NDRE_223","NDRE_231","NDRE_236","NDRE_238","NDRE_243","NDRE_245","NDRE_252","NDRE_258","NDRE_259"
"SW5210",2,238,2,41,1.99,1.76,1.24,5,0.29768014317734,0.303135331839262,0.416706455556877,0.323268853131686,0.318923446041838,0.323747259630442,0.340221875617266,0.4021867072552,0.434971579057155,0.467487483737571,0.358057598039216,0.384000180144923,0.409388082871077,0.171946454942902,0.338747939367134,0.346726444988722,0.243315170794357,0.350335444485942,0.238456060390258,0.300387499913117,0.280875229802503,0.252644641993989,0.297539751194595
"SEEDWAY_9558_SBR",2,239,2,42,1.56,1.35,1.07,3.97,0.313591998529584,0.302491361059136,0.390817293278167,0.337889006125619,0.322697088877834,0.335451631325878,0.388940093365722,0.305501562944018,0.383955986649979,0.436312181452968,0.372826748169147,0.345438475099998,0.372660676429094,0.196036028132357,0.27361243274556,0.308809138334233,0.227220711593579,0.336060559250127,0.264919527132887,0.26269318606633,0.206923454338021,0.306307400379507,0.240883430295195
"WL_349HQ",2,240,2,43,1.91,1.88,1.2,4.99,0.298387498455248,0.282137290577188,0.368821435515472,0.274142706409918,0.310714119508563,0.32122785854001,0.346504757610991,0.402647506491181,0.460500886524823,0.493902024672428,0.369528079616173,0.3881419604116,0.418511472782762,0.160663976254185,0.344023375672232,0.35590283255151,0.23207209094464,0.355441615452151,0.23264899180011,0.315332659118238,0.262508054171322,0.261781308450497,0.263226611911733
"ALGONQUIN",2,241,2,44,1.64,1.5,1.23,4.36,0.312825425143983,0.300371391419985,0.386972926785393,0.312373164512442,0.286568705177631,0.386959653180792,0.422046893249703,0.280437102118511,0.369994394034209,0.416827575361169,0.344053419560595,0.361094339359544,0.369334964975947,0.185511105262388,0.276807735321667,0.328742026097666,0.21127547217352,0.330454743513567,0.229566922554462,0.321604506076725,0.284555853091915,0.282521909085177,0.281969611812336
"PLUSS_III",2,242,2,45,1.84,1.93,1.11,4.88,0.313811040582965,0.315694762753586,0.382193589974216,0.272276737301797,0.308823400140647,0.315282606253395,0.349742241870855,0.341499977565397,0.450893695244055,0.470797109219189,0.380713015211452,0.387925979286333,0.399601529612134,0.153870099866942,0.352013873066505,0.352509022531031,0.222569216113641,0.350649216905125,0.235598872317289,0.312659604784842,0.274819177930778,0.255961369313948,0.255350140056022
"SW4602Z",2,243,2,46,1.86,1.84,1.17,4.87,0.383328012939199,0.303362524438922,0.419482835895982,0.299764061080336,0.300297563528583,0.331972280317825,0.358210144338723,0.322145074163608,0.446336436170213,0.455228661369761,0.36409417080085,0.381934259526716,0.420131467475069,0.163956953400301,0.33447999082674,0.333816679812362,0.209240987846147,0.356976156815816,0.23329633171536,0.302750803041014,0.261395071142717,0.284807084123972,0.260265668767507
"NY0465",2,244,2,47,2.04,1.97,1.59,5.6,0.30964794013117,0.310390348497765,0.403158343428905,0.338548609279287,0.294025347480764,0.367151182427246,0.422577335120588,0.296451892732684,0.378342328952858,0.369630217380427,0.35723276965107,0.325077723645049,0.395543912062709,0.180759803921569,0.295872777606524,0.308377267632529,0.242741606614156,0.324595974376484,0.25024307274699,0.280048349060711,0.254870157891315,0.304405144694534,0.264702967159715
"VERNAL",2,245,2,48,1.95,1.64,1.33,4.91,0.319367611693851,0.328199914133418,0.415398752773281,0.379263606788007,0.312028546009394,0.415490994393373,0.435963267921126,0.314228473998295,0.362963078848561,0.339014003113094,0.377315438223482,0.329663812301414,0.377925256446651,0.179016981792717,0.301126255925018,0.306410671537493,0.196748240613397,0.306613338536078,0.191761968994976,0.292925085667021,0.301509750719703,0.258882584116176,0.287340922441851
"NY1615",2,246,2,49,2.4,1.89,1.35,5.63,0.381528718235682,0.306630005202131,0.401913263776459,0.353912043143117,0.341492538471085,0.320388195992459,0.385987851520903,0.282963410630614,0.40210706090947,0.365515358166599,0.383555182674251,0.374280422136853,0.381228054023227,0.176431343370682,0.305985249478708,0.309280722874894,0.212846494148528,0.319558111447218,0.211729968465644,0.274381564040008,0.262326103790928,0.307956833322825,0.276844746948553
"NY1614",2,247,2,50,2.22,1.76,1.4,5.38,0.414522297458855,0.313196512685004,0.411718819077934,0.357839620152994,0.32874124279733,0.337172000024564,0.402126797958158,0.295666382495027,0.371562630371297,0.34653929699842,0.352573381762343,0.359251009459536,0.384554894164925,0.203710317460317,0.281137782066575,0.306484010682608,0.253443918349064,0.317989273052813,0.234828932353094,0.228883609104616,0.230481122204685,0.278044275774826,0.264716309317845
"HI-GEST_360",2,248,2,51,1.92,1.87,1.25,5.03,0.505508977753689,0.301175846035181,0.413964643065464,0.318348720654181,0.32621915591131,0.329026563925939,0.341602305825804,0.323022085535917,0.419122731539424,0.407397225021981,0.326316661930473,0.400587979650791,0.399281105425084,0.162877130018674,0.331311493230998,0.363516404444629,0.223759147533657,0.362787790381252,0.197710037308888,0.304032258064516,0.323722593650062,0.286662253325768,0.273041180273014
"VERNAL",3,313,3,16,1.88,1.85,1.38,5.11,0.24806352396671,0.370514424478619,0.379471427714817,0.279368680207509,0.335344510425735,0.356726239667832,0.333869769423403,0.325271286596831,0.296216233833959,0.313735654214292,0.276336346736762,0.301409012836879,0.377893585857039,0.206079454899036,0.284961214682577,0.288869746910762,0.221153846153846,0.39535316879654,0.232848695033569,0.353429113580916,0.325387459241225,0.295477166214825,0.342305537599655
"ALGONQUIN",3,314,3,17,1.76,1.78,1.35,4.89,0.278395490390545,0.381332875706277,0.390563200815494,0.266031243588616,0.275611193844626,0.334783810172989,0.305517589582559,0.360744380131915,0.295579630788486,0.315832815080097,0.253181840339884,0.296900532691323,0.370538365339614,0.186952815428931,0.307805163532718,0.304208836675108,0.199107217941666,0.393903944330634,0.202906909890393,0.371343950619864,0.310908155845998,0.277687750368965,0.317902074857092
"REGEN",3,315,3,18,2.33,2.01,1.53,5.86,0.267757810485745,0.39255519511274,0.40043982730707,0.247545355960022,0.27316267151681,0.319113962528325,0.299327225246758,0.359556991370156,0.318454578639967,0.346639630378218,0.275727449796344,0.300871062823989,0.368682521049809,0.215245535714286,0.325860849390261,0.315663996014779,0.234515123200806,0.390685769371406,0.254819818699608,0.334126009670155,0.311941927208025,0.2945431161712,0.32003663003663
"WL_349HQ",3,316,3,19,1.82,1.95,1.22,4.99,0.291893580543841,0.377240558058972,0.375858389743052,0.257439842902781,0.339807930962064,0.338233144808189,0.313529682618642,0.391556229333309,0.395397893199833,0.393871744833551,0.295524581988083,0.319695614012663,0.399043339355524,0.176104545985061,0.381948930555742,0.319762823972214,0.232925218632875,0.411959982610203,0.22218228157553,0.341616100534507,0.259489616769228,0.264881995670723,0.290896026831785
"WL_349HQ",3,317,3,20,1.83,1.79,1.14,4.75,0.308519265386975,0.362285850184312,0.385099988007435,0.251305284445617,0.342771421464992,0.323706576272852,0.301971564990596,0.399179043089394,0.403446495619524,0.403135599618995,0.303990095434309,0.316297795302459,0.391174684345368,0.153428017040149,0.382998919586356,0.328028309947832,0.203048712362438,0.419783719548425,0.194730396866845,0.37383193972378,0.297888595293408,0.263541153111922,0.301587005843061
"SW3407",3,318,3,21,2.27,1.97,1.16,5.4,0.372788249565292,0.395352378984093,0.398509024404869,0.251132067176646,0.318103573353231,0.336876777018355,0.307701292161345,0.39820852215791,0.406739935335836,0.407467278562902,0.320700744153083,0.327129980774188,0.411673846568738,0.184982347105509,0.384386098937183,0.352915161830434,0.231880012076545,0.439392839722954,0.242024342693763,0.365896669557857,0.335490136965247,0.247404535233172,0.300249819384768
"N-R-GEE",3,319,3,22,1.77,1.79,1.14,4.7,0.320917035651648,0.340560888386975,0.390664961636829,0.266852926521879,0.322055850293704,0.30092368161455,0.283478636560921,0.362413674754529,0.345848326032541,0.354953571658339,0.301609403825943,0.30161323955944,0.40673375284523,0.180785922124256,0.315838467231656,0.30059432382692,0.224759005154802,0.393906922872862,0.22202734201025,0.365591397849462,0.303724839951054,0.254149061775248,0.258128699443578
"NY0651",3,320,3,23,1.94,1.79,1.27,4.99,0.325872388155926,0.36504676530252,0.401250074953529,0.260400949617515,0.317854070803797,0.312471856335345,0.294805262431622,0.357835060797774,0.342126746975386,0.344575463479231,0.27394947436806,0.313837304286517,0.396824067577525,0.169047243058297,0.311369481338522,0.307025613350492,0.219455543773819,0.37961013744327,0.214378471695191,0.368933801808565,0.310156461338429,0.251440640564908,0.271811002619671
"SW4107",3,321,3,24,1.89,1.91,1.15,4.96,0.351975493638686,0.366118006271459,0.386001170799528,0.237523374073097,0.327114229130471,0.422748853092764,0.288290265682715,0.405166240409207,0.394416588443888,0.392579328486772,0.31290033995348,0.320611746733382,0.415518123252953,0.161431182465529,0.363849314313711,0.326924183929041,0.233413915423719,0.380871719832212,0.234417533491739,0.336475325607237,0.277919807054567,0.23981506000042,0.248390385565991
"HI-GEST_360",3,322,3,25,1.7,1.83,1.21,4.75,0.326544510417332,0.368057188926117,0.383875996881933,0.256295758961283,0.311348479666708,0.401732249292465,0.277284074732172,0.37607007490972,0.374197173550271,0.383036689201747,0.277081118592015,0.31954844457925,0.401715270691556,0.164906932198681,0.369490869181272,0.338628834737847,0.212214744902066,0.380222417325139,0.209853734337426,0.383327599029686,0.300880904668168,0.235600949919089,0.254726288705527
"LIGHTNING_BOLT",3,323,3,26,1.86,1.9,1.29,5.05,0.283245980351382,0.371538549543665,0.398744110916678,0.250589993845072,0.314413196632109,0.394081235514702,0.271050800967939,0.355074212906665,0.34383171271782,0.363668375115267,0.308925695882218,0.300655820699894,0.409127567918279,0.193452354842011,0.349412127870132,0.306000525827833,0.233245792164859,0.39173551312946,0.246077153155917,0.329712251757123,0.268561835346137,0.233284840818048,0.25976032041776
"WL_358LH",3,324,3,27,1.54,1.74,1.11,4.39,0.338855923724066,0.362206525122126,0.387365383462253,0.267440868724171,0.335058605894789,0.388284574713067,0.290851148585845,0.361078132927448,0.379264705882353,0.3766500557569,0.285266507205292,0.310920804028992,0.396017954292597,0.151184951236274,0.363029379747646,0.307986356151494,0.209578342134641,0.416812309473203,0.213331649094947,0.358471304154416,0.27404233686239,0.212571296471429,0.2431330634278
"SW4602Z",3,325,3,28,1.78,1.71,1.19,4.68,0.341182367306586,0.407363974132341,0.415108039794988,0.245858465957384,0.312717175477786,0.36801366960815,0.289678132917817,0.356715163995583,0.365599316854401,0.383992622933242,0.304215363010475,0.301231818563003,0.403742548277952,0.156954862481906,0.33782316754453,0.301084035590242,0.198561672532261,0.422621012584138,0.213745340148484,0.338578927751595,0.295918944002081,0.252925834856987,0.274684616493656
"SEEDWAY_9558_SBR",3,326,3,29,1.77,1.54,1.29,4.6,0.336640388631378,0.378539505393725,0.369093212208431,0.259482253289956,0.304555040832401,0.317521938308678,0.307623886862641,0.311711760218962,0.315467511472674,0.327997949772326,0.2789274746043,0.31313673586854,0.363604733001527,0.191300317293211,0.283871145481053,0.28260506178477,0.20846283328609,0.376763502747699,0.273408673814353,0.298770947584989,0.260474183442848,0.274735304625602,0.235624294966856
"PERSIST_III",3,327,3,30,2.15,1.88,1.28,5.3,0.318598312409393,0.380561780854678,0.382948953799674,0.246305870629268,0.307428047695872,0.334532642034131,0.276080096133329,0.356702032411138,0.345756935753025,0.347386931440458,0.305210865881511,0.312509241530966,0.4061860142287,0.180425494582621,0.319244635653304,0.304119722695006,0.218732121797496,0.372461809907622,0.230037777822994,0.34551156325908,0.290900589358445,0.233219692177946,0.244740230934003
"LANDER",3,328,3,31,2.04,1.79,1.45,5.28,0.301684624561693,0.360236268420412,0.394381933201415,0.241476156979982,0.288065819682303,0.333313480796133,0.267872429117194,0.367466201092309,0.334318940342094,0.32378303417612,0.311741377273801,0.304418368825148,0.381494818435745,0.177913906800602,0.300330296924724,0.275932583336793,0.232103483311345,0.349970441256315,0.220891671169409,0.360656474350266,0.296716971986262,0.214751066557384,0.261980852583949
"SW315_LH",3,329,3,32,1.77,1.3,1.13,4.2,0.358751632293239,0.401944858210843,0.432078311446903,0.241012339165861,0.278095593417071,0.32573981480199,0.320923605266166,0.36340931185594,0.314122079682937,0.31152890065979,0.2402690454201,0.317780389629265,0.353713521406998,0.182481905513883,0.259389763005063,0.269587746222342,0.180919641360818,0.351822803195352,0.21018953720848,0.361146269922361,0.3058438111452,0.242812507428779,0.273575547866205
"NY1614",3,330,3,33,1.93,1.53,1.43,4.88,0.323038433275372,0.387864858001543,0.414319360758305,0.255832527330813,0.293049493734527,0.309421490910154,0.327944274388524,0.349738759368773,0.305471552982895,0.312214192275525,0.293053746264235,0.32502259576411,0.364384996580621,0.178890204851516,0.281410001533841,0.290651888137047,0.20381532302373,0.334830292979547,0.249271233917296,0.346992270853751,0.307991511346776,0.271828384086754,0.284090768660405
"NY1615",3,331,3,34,1.78,1.45,1.37,4.6,0.333553660243386,0.374024374791638,0.417254002518439,0.296245054075442,0.31450340442731,0.335886405924725,0.340877469164666,0.347518433765573,0.315934631831456,0.324422393364929,0.277601354551482,0.350769337706078,0.360792864022613,0.218838589872937,0.293777670557856,0.291830157609974,0.224987034256858,0.334074594348519,0.288428168202147,0.282676142503372,0.248354702749354,0.273137676576007,0.23349633065896
"PLUSS_III",3,332,3,35,1.8,1.76,1.08,4.64,0.334396035117105,0.367770261376399,0.39291899022606,0.255406811454029,0.321308533962108,0.382658603685759,0.294139975993093,0.393927102496223,0.366273466833542,0.358050938931898,0.311400747715418,0.386671915717023,0.395407232933606,0.179249095471522,0.348141000153384,0.328891471902805,0.214266866839543,0.352670422289183,0.217230696421695,0.371332304634012,0.292937275000443,0.21743137254902,0.221547606572994
"NY0465",3,333,3,36,1.9,1.89,1.45,5.24,0.309752105724396,0.370302341402086,0.415505636505367,0.266078871010288,0.312595733325042,0.342528079192842,0.341911341618044,0.349992389649924,0.318463443888194,0.306158233435554,0.286350584919958,0.322983651996613,0.372001984568446,0.210759366246499,0.2676538345269,0.301988182711334,0.222368722417742,0.347125110723078,0.276023328352056,0.316749205885828,0.32535046001786,0.294984132988672,0.280121677630328
"ONEIDA_ULTRA",3,334,3,37,1.76,1.79,1.31,4.86,0.297707117527242,0.362978832288295,0.385376078730501,0.243602831267036,0.300105743774303,0.333166147761955,0.319708426600437,0.357374553177488,0.320259569253233,0.306864818110985,0.258504944146333,0.291257511705939,0.364893485930989,0.196464023109244,0.293334120189209,0.317125520638742,0.19823203955864,0.322125191038273,0.214548041438798,0.353055688776751,0.324882157867669,0.271594056700923,0.261237055908336
"GUARDSMAN_II",3,335,3,38,2.13,2.13,1.33,5.59,0.316496069586295,0.347737566043644,0.395507361706928,0.22940751487441,0.301497274385441,0.344546894861922,0.29920811944517,0.386693737754446,0.355920160617438,0.35093764520026,0.285720375106564,0.29740637899386,0.382827571424197,0.170170547385621,0.323358008806925,0.318175930922828,0.20096782885919,0.321026761616753,0.234562827014045,0.351628481850558,0.327908516436421,0.266193178235925,0.274659771997034
"SW4412Y",3,336,3,39,2,2.06,1.15,5.22,0.33527197358772,0.377186676163658,0.412091053546801,0.233745273894311,0.315344610945644,0.376583547633008,0.3463702968905,0.414389978213508,0.389177357113058,0.379931291236874,0.301428908912963,0.305169096320449,0.400147441604618,0.183647994619175,0.358986295209205,0.342750356317545,0.261052727355443,0.340142549562175,0.272591576702773,0.302331428849455,0.292118793854593,0.278406282943285,0.279332158450425
"AMERISTAND_427_TQ",3,337,3,40,1.74,1.65,1.03,4.42,0.30741800895423,0.357547094375739,0.396748066198957,0.234342301943199,0.302460437134685,0.353871783388813,0.349737436836532,0.404317913282781,0.37799332498957,0.363036892482111,0.311724152221275,0.296790003820315,0.411707547242191,0.174352034624439,0.329161287056024,0.321257835526589,0.211470780792676,0.338155025996703,0.210813225274507,0.321845264160255,0.308398564731892,0.204950507534203,0.258400192656248
"ONEIDA_VR",3,338,3,41,2.02,1.66,1.43,5.11,0.290630472964261,0.351408986958859,0.411568177729808,0.251504586887072,0.282046690199905,0.312922308865466,0.271882046406268,0.353252066835344,0.324778499165624,0.30620600432116,0.284900484290102,0.301930262049903,0.36479009094528,0.226799578891959,0.269467638198288,0.298045857722058,0.205981109559655,0.323459694989107,0.266449219460773,0.262859178135635,0.307277542310261,0.295105815102032,0.293083894191161
"SEEDWAY_9558",3,339,3,42,1.65,1.55,1.23,4.44,0.290866322906613,0.355486542443064,0.40879502166284,0.295176587824966,0.300101994911889,0.332942284519176,0.277907494852183,0.345738502402483,0.313721970171047,0.3114151530098,0.261255377083737,0.290863048409825,0.365644971957741,0.198994604553231,0.277334751018962,0.296802966775984,0.20497324612515,0.316749195200468,0.242716446277193,0.260740374581205,0.292527843951703,0.254808860307253,0.248373136019114
"SW5606",3,340,3,43,1.88,1.81,1.27,4.96,0.331929750767702,0.40331592715044,0.442154164418061,0.268665992555468,0.327792718567342,0.358038792647588,0.367154194037195,0.439151672873574,0.400953144555695,0.393921626707555,0.287271143397118,0.300421011109972,0.402127784725472,0.214167361202497,0.378161117819562,0.361206498125009,0.219115669826738,0.368517298220023,0.267401725285218,0.263401415156633,0.288014565488541,0.261178578958465,0.255991744066047
"55V50",3,341,3,44,1.93,1.91,1.2,5.05,0.322275175792082,0.378976834475556,0.43885837782863,0.255318590814502,0.307411371721684,0.328373648237873,0.316810318345862,0.420942937296684,0.386252346683354,0.365460744997963,0.295970927286642,0.291125918623976,0.402436818037991,0.185107250954073,0.330569293107993,0.326837145585122,0.208272722194291,0.351826352320671,0.229145066689576,0.270061548192478,0.33623957391217,0.254295021331148,0.270089483757304
"EZRA",3,342,3,45,1.94,1.81,1.4,5.16,0.302488199218532,0.393088196259552,0.423271121904419,0.29966807350743,0.328968463706836,0.376886786659543,0.283382900020301,0.378054137941326,0.340458906967042,0.326055914162967,0.275144844082211,0.299283458037104,0.387020523227888,0.209206913190332,0.286736746798666,0.315314411314985,0.218451886133065,0.324528553508946,0.265285323168816,0.254613712601758,0.304416818883116,0.277691336932222,0.268364956842465
"FSG_415BR",3,343,3,46,2.05,1.95,1.33,5.32,0.316128089268788,0.354306430521264,0.426658571685555,0.318859726252235,0.346542643956317,0.344530467996782,0.285817954632834,0.407003036149624,0.363746479974969,0.339286979602267,0.292873456414235,0.30123041907688,0.403397422618454,0.179285870947932,0.301900324191346,0.313279781919825,0.207912707828089,0.325058368289273,0.227671605040484,0.280361328592158,0.329016652183937,0.242204568858626,0.271856344347694
"FSG_421LH",3,344,3,47,1.69,1.7,1.27,4.65,0.338253329293454,0.433463240368611,0.465131059421125,0.301209150326797,0.350993735231936,0.377284234469237,0.332723581666756,0.391592652281613,0.370557467667918,0.359627715468251,0.305110441767068,0.300634585126348,0.407279078603388,0.213935459344066,0.289885736325365,0.295434015525759,0.235315114801944,0.367736321666918,0.272132355767166,0.243916946431178,0.282540684648897,0.278722327640734,0.252420794633643
"NY2003",3,345,3,48,2.1,1.78,1.27,5.15,0.340318937185521,0.394196541938792,0.460464246720809,0.31897373897242,0.399160191178062,0.381305373573965,0.405484520192355,0.383294712513904,0.352653968502295,0.330588467614534,0.262272982193414,0.300129603419733,0.383559420644885,0.170918103259201,0.281088341769456,0.297422198237093,0.180816993464052,0.335544861829983,0.194527377806113,0.276581359138077,0.344696283497823,0.2710520564067,0.263023562366123
"ALFABAR",3,346,3,49,2.37,2.19,1.48,6.04,0.308629721844268,0.348106075983314,0.42242174851592,0.352208007268677,0.400880513410438,0.340952398540454,0.39772902841384,0.376812491587024,0.33966651022111,0.321283409462947,0.307853029766123,0.312514928626945,0.403171474211757,0.187467941688234,0.285523062443066,0.280578133864696,0.209522962668861,0.307927161577732,0.173979497637096,0.272003739461045,0.326312105788954,0.215223083874493,0.291268742791234
"NY1517",3,347,3,50,2.24,1.6,1.33,5.17,0.346307242863873,0.37498723687982,0.433186274509804,0.427566605117383,0.436728509969389,0.372061324333516,0.42048367571724,0.344573521950637,0.30976793909053,0.305122229579035,0.267046464318417,0.307089168631178,0.361574449504086,0.200710034946119,0.262952389887374,0.280626150248384,0.200693046092254,0.322432152960687,0.195685355121333,0.254116371406247,0.266940715387753,0.261140323224681,0.277466316843479
"SW5210",3,348,3,51,2.04,1.75,1.29,5.08,0.382975990626091,0.387234192054792,0.446479369231754,0.407923444415135,0.379190452552329,0.359711347739848,0.350791880554831,0.412754200614797,0.362667657488527,0.34827832700707,0.297990491377274,0.363964822151871,0.385352298129038,0.207566931321373,0.308556000816063,0.289494375025945,0.224878828918682,0.346321515811712,0.212084527297509,0.263042925466509,0.290630796786607,0.241730761121653,0.229061016511868
"FSG_415BR",4,413,4,16,1.79,1.88,1.53,5.2,0.327878114151873,0.340043474570329,0.476349593477386,0.407948796858056,0.333772984404732,0.355985826839348,0.306847782069602,0.361591062054112,0.40787807676262,0.334571746352569,0.33375481383986,0.325315429004362,0.305121132840772,0.228347297158983,0.37569562646962,0.304316354629361,0.211040304038803,0.375460832872191,0.269499495480376,0.322048397522781,0.343216703021275,0.260261227749406,0.331539895369913
"ONEIDA_ULTRA",4,414,4,17,1.67,1.76,1.46,4.89,0.287644041847091,0.314230663974379,0.462088205312706,0.419263606788007,0.334335100319197,0.335894618423462,0.279291228945208,0.368146752217287,0.392303921568627,0.328883074921547,0.3299570190395,0.317481501140579,0.301173306386584,0.200257343802547,0.348109429843176,0.296468512599112,0.198433270614643,0.358198289597763,0.244962397874251,0.324810246679317,0.334777704871517,0.287521383687451,0.281187751118547
"SW3407",4,415,4,18,1.81,1.92,1.36,5.1,0.368318117006108,0.354041695729675,0.465657192540625,0.372055599519329,0.310065437039795,0.434472930526893,0.31607489842784,0.326941086937058,0.439312291405924,0.377850861908745,0.320269687526952,0.35608765603501,0.33343568541948,0.214734979748797,0.406678014108355,0.336408872652801,0.206284168495169,0.383222840048125,0.283163781656539,0.317221392021012,0.321462814851596,0.286857701279869,0.267183361117726
"PERSIST_III",4,416,4,19,1.96,2,1.46,5.42,0.341589333173096,0.339478821831763,0.434004467230317,0.413259327647352,0.323987002509574,0.381550837115319,0.297756580109521,0.326017259688009,0.42775357217355,0.359004238954058,0.344243008193616,0.346158208691146,0.331617423283387,0.178530069746019,0.372619903889254,0.317828884553115,0.204905215343321,0.381444151790069,0.223009768738202,0.329189690764643,0.335332777669404,0.271184060721063,0.277810436391751
"SW5210",4,417,4,20,1.8,1.81,1.42,5.03,0.35915545020807,0.3467796956288,0.46784376086082,0.402671531990973,0.310683740795896,0.402567440915617,0.301529003501943,0.347386963917987,0.431045447434293,0.366026043118669,0.319973601220943,0.363970860005653,0.331912934731738,0.203673436563291,0.396975901025636,0.314123774509804,0.210672993809339,0.390850672616219,0.302900972064909,0.305136024633178,0.319208007190415,0.271518240947742,0.272405487930466
"SW4602Z",4,418,4,21,1.64,1.69,1.24,4.58,0.376077640961366,0.315167261458822,0.43997031840259,0.407515314047891,0.310490221932655,0.398220966433823,0.308359044055811,0.339169874951503,0.442923837088027,0.378190331181689,0.301975584919958,0.366271813928843,0.326099027529442,0.17087131347692,0.383489919093634,0.305931891458065,0.187365897537466,0.395894620249396,0.226697835443028,0.343928415038472,0.314360956924223,0.269146123615577,0.268028188651026
"NY1614",4,419,4,22,1.78,1.59,1.43,4.8,0.298263541907789,0.318204747006309,0.447041434310727,0.437638559160585,0.318128445881524,0.340013540649583,0.313284399412582,0.363306723612534,0.381397319566124,0.32558927180059,0.299751358374675,0.317475814044599,0.296919443400159,0.222724381419234,0.333281659287851,0.28417064496935,0.214859126588347,0.359441875589373,0.331823124730118,0.274869409793533,0.30195510944806,0.323515751423828,0.295961260617607
"AMERISTAND_427_TQ",4,420,4,23,1.73,1.77,1.23,4.74,0.290021686122701,0.31269435310356,0.433760787305006,0.402602655411941,0.331158217506412,0.413373310489244,0.317333312241126,0.330928462709285,0.437374713183146,0.365440595669547,0.324371251452809,0.345654003720924,0.321160957715134,0.199830765639589,0.404416418348307,0.305950848935199,0.219859249071751,0.343584690924463,0.254277379501706,0.28286173030006,0.283702613393865,0.257365169723803,0.293904204215623
"WL_358LH",4,421,4,24,1.53,1.51,1.15,4.19,0.313252874493368,0.309312464555431,0.454816513761468,0.408982092089452,0.327791682211997,0.386909784270739,0.305950828080535,0.347707941624138,0.428679338756779,0.363264209074078,0.33712186983227,0.356170815087234,0.304936664931459,0.152997782446312,0.380650527090156,0.292019594005563,0.182912515354169,0.37987580765112,0.20028847697271,0.315152636737077,0.29135623378082,0.236477943803459,0.284079242556751
"55V50",4,422,4,25,2.02,1.87,1.51,5.41,0.296813827428146,0.312408213175477,0.462121738759257,0.450757056185703,0.318131954786134,0.382939856180493,0.304814527812405,0.345443681667938,0.437309266791823,0.356657431930118,0.317867329433115,0.343391631957709,0.327794066611548,0.193400297619048,0.377199832617789,0.299411903081628,0.213138511814982,0.368304683838765,0.280274715250085,0.29735281925881,0.299758108851017,0.290686379589349,0.302058746292635
"VERNAL",4,423,4,26,1.47,1.42,1.32,4.21,0.314771667461596,0.308997498665018,0.455222012352342,0.485658284240453,0.321495540483229,0.339723734857555,0.338657039392333,0.394433849643358,0.373948685857322,0.305687203791469,0.271202161587527,0.2935732042412,0.283188569621107,0.176025646649413,0.310267409942832,0.262416317267909,0.201856975652526,0.341706109973011,0.209706481462642,0.284688094086464,0.297077468578293,0.28920118529727,0.301226514249424
"SEEDWAY_9558_SBR",4,424,4,27,1.88,1.65,1.35,4.88,0.27575014427657,0.29891199029593,0.45001705029838,0.491640434948269,0.330994689542484,0.324253952424703,0.336750930034512,0.286208252942672,0.411827153733834,0.343026467103429,0.35008277062838,0.321299754191074,0.303843566903741,0.203542717609042,0.344342138769383,0.280068495994022,0.194801384412412,0.332147888010926,0.299413023213052,0.274665498953924,0.285222295128482,0.311839974699557,0.295916955017301
"NY0651",4,425,4,28,1.63,1.71,1.53,4.87,0.288775720975998,0.291221802730754,0.466308838520118,0.484239866350128,0.307082841064544,0.340207081969433,0.345557968241074,0.250632207116256,0.424149718397997,0.332540584589651,0.301319247578549,0.320140588336002,0.320858978677364,0.210463949934933,0.354827651422079,0.273245049607705,0.215768163413857,0.327298796956861,0.307189241044817,0.268077131597056,0.290281792548192,0.293542021310132,0.272625068126798
"NY2003",4,426,4,29,1.48,1.51,1.29,4.28,0.295611363360386,0.309661958766818,0.477837588152972,0.483855036783024,0.321210158641516,0.325194716454983,0.334734110618069,0.186866475661802,0.424366004380476,0.336900322925379,0.335602045434384,0.359264437325043,0.328281113651052,0.162876548083812,0.345939566682601,0.278445902002297,0.187708368247584,0.308148501563974,0.203739009216694,0.328763788393769,0.314688089284553,0.280113906227014,0.270114001482946
"NY0465",4,427,4,30,1.68,1.62,1.62,4.93,0.280336699577999,0.294330468243512,0.46164627930683,0.471532870248249,0.305859294034739,0.318411138335698,0.285310991412835,0.210252689680767,0.382776256779307,0.322458307420672,0.311680693361682,0.319359056786028,0.29935079548971,0.182030237896799,0.331865462825215,0.28109731966181,0.190633449167638,0.290141579683283,0.257422466568153,0.295430683342281,0.319046267889127,0.312414517789967,0.269840882749861
"NY1615",4,428,4,31,1.92,1.51,1.49,4.92,0.265954292905056,0.305431245840453,0.45231891227439,0.476910225973798,0.314398732537412,0.324631393428026,0.281400734644679,0.226521290438372,0.400577153733834,0.32998305848041,0.336917448138676,0.327293953353175,0.29879013295712,0.210505622084777,0.338758959192396,0.265943791772178,0.192438786665619,0.300216824374858,0.308446605883706,0.264882603165336,0.280788924553843,0.3368302761965,0.260070725122628
