"Germplasm","Rep","Row","Range","Plot","yld1","yld2","yld3","tot22","sca_yld1","sca_yld2","sca_yld3","GNDVI_131","NDVI_131","GNDVI_145","NDVI_145","GNDVI_154","NDVI_154","GNDVI_162","NDVI_162","GNDVI_164","NDVI_164","GNDVI_175","NDVI_175","GNDVI_178","NDVI_178","GNDVI_181","NDVI_181","GNDVI_187","NDVI_187","GNDVI_192","NDVI_192","GNDVI_201","NDVI_201","GNDVI_210","NDVI_210","GNDVI_215","NDVI_215","GNDVI_223","NDVI_223","GNDVI_236","NDVI_236","GNDVI_238","NDVI_238","GNDVI_243","NDVI_243","GNDVI_259","NDVI_259","GNDVI_263","NDVI_263"
"SW4412Y","1","1","36","113",1.66,0.63,0.52,2.8,0.196905191087492,0.204655874628428,0.102121198538912,0.169357680418153,0.433960789002354,0.254274210060753,0.537978040272713,0.193290367916925,0.503501105,0.0210219709276661,0.442038599879638,0.0258411979384575,0.233372703048226,0.301920436634497,0.539604982785405,0.217758680346703,0.521196779,0.298564760912243,0.55311437,0.190013129829867,0.449249577835724,0.280736032278359,0.45976540504106,0.152942231546952,0.349537889252613,0.0795372121637068,0.427960717,0.154330698863169,0.441904812926992,0.269054289700344,0.494660157073582,0.160334085848352,0.421347486362966,0.217583096950651,0.445329478321535,0.173371683206574,0.444557293781915,0.202322914269574,0.367843720496193,0.117719673816976,0.356858402876722
"AMERISTAND_427_TQ","1","1","35","114",1.34,0.72,0.61,2.67,0.158947563889904,0.233892428146775,0.119796021362954,0.153713328044616,0.412417325837387,0.244918849970928,0.549971064,0.182757964391476,0.53133804048789,0.0412215517884332,0.408325546972281,0.0459811021748095,0.244352753541608,0.311238506291576,0.552878854533266,0.235429112336726,0.547173102369782,0.311466086419519,0.573788362910616,0.209895962337736,0.474610880853613,0.325093764004586,0.509481031656818,0.179575414192039,0.33020212676532,0.100928457492087,0.408952816445547,0.173956279381547,0.433229420800578,0.32072624368976,0.537948730138607,0.190461668064066,0.470604446104123,0.250480280369219,0.500959144477837,0.206480054582426,0.492669193167463,0.204119218727409,0.390848006798927,0.122945711768291,0.341455322613474
"VERNAL","1","1","34","115",0.83,0.54,0.49,1.86,0.0984525955437462,0.175419321110081,0.0962295909308978,-0.0713924201115208,0.358206037077672,0.0315908676661731,0.385115612282649,0.152929437765443,0.513200228996708,-0.00510314658866228,0.420219323859581,-0.0150867929227732,0.204332227712719,0.158950704042221,0.443861812887548,0.0720781790290716,0.425737269525878,0.176256954150066,0.471263499282757,0.129105688701308,0.415543613013565,0.244665052949755,0.45408788048154,0.133280427437731,0.374800660661752,0.0535543188057273,0.411430980994548,0.111099838884365,0.429142534698591,0.154772419388943,0.428019090179175,0.0979951368931519,0.366298594435929,0.16499481413452,0.407452225973645,0.145616235161165,0.411323543115876,0.162870410848338,0.354766721710063,0.0902300079453952,0.346166704750713
"HI-GEST_360","1","1","33","116",1.36,0.78,0.63,2.77,0.161319915589753,0.253383463825672,0.123723759768297,0.148035548631902,0.389954848510423,0.242327111952479,0.548032873526769,0.227824533593072,0.539671771384953,0.0322716524675382,0.384818076214978,0.032404805339703,0.221366055692191,0.306939571342079,0.565418739765714,0.221853173417683,0.54864693381262,0.317030610981433,0.581640375749027,0.237922227386677,0.488739996542161,0.352008078182536,0.526677300577539,0.203983124265478,0.354530358,0.108063629975901,0.39743814945333,0.178196107005668,0.442807013515789,0.309942170532343,0.529752134724858,0.187291156812519,0.449280138718217,0.257503998452845,0.510354619566072,0.226362035993575,0.510275891178389,0.18322918813836,0.390608877869795,0.120594443905329,0.339269684011229
"55V50","1","1","32","117",2,0.86,0.65,3.51,0.237235169984931,0.279371511397536,0.12765149817364,0.208429611029964,0.459932363352214,0.270524401480656,0.552287537656572,0.226723550112373,0.515848639536918,0.034419431891169,0.365802883349174,0.0376586810161706,0.21607142633768,0.318880287779293,0.559908533391989,0.233175022985381,0.559616051400712,0.325058098328002,0.58528884027308,0.227714574053859,0.488440633,0.321125748719245,0.503455403920742,0.176238399612379,0.348517144898142,0.0796731395850892,0.381471422536061,0.172271335207917,0.431635487517652,0.307588563137308,0.526418425667681,0.178253568910188,0.43867624262372,0.238455467138451,0.482922608679007,0.221660253909457,0.484983687592684,0.177970095047639,0.356155669,0.120401185284422,0.346546865138952
"PLUSS_III","1","1","31","118",1.44,0.62,0.51,2.57,0.17080932238915,0.201407368681945,0.100157329336241,0.197310258859617,0.449639678922741,0.25967877065149,0.555211008931875,0.199515386991267,0.53682807754083,0.0420539749540505,0.388340699826225,0.0551377475808287,0.234503636514061,0.320727644706274,0.559684122046254,0.198206637172394,0.541158898300088,0.288871641240855,0.551022251327739,0.18633583138363,0.460992657199568,0.272463912251919,0.449020340494477,0.118925833697621,0.354911046902542,0.0949572875366587,0.398437360961802,0.164510474976686,0.435208272744435,0.283956571469123,0.507102308665402,0.149233192479391,0.39941293709482,0.187054775280716,0.438578175021813,0.18350983804832,0.447922840369024,0.144329349613249,0.34769117165364,0.0911724096412348,0.332510753782482
"WL_358LH","1","1","30","119",1.25,0.51,0.48,2.23,0.148271981240582,0.165673803270632,0.0942657217282265,0.150434467152141,0.385449581335935,0.238822532524724,0.518798953543682,0.191491420477026,0.52407725458391,0.0424258807869835,0.342577048988436,0.0499023248587558,0.214765174705607,0.29803685136555,0.536804862641967,0.19083746432852,0.526022671789755,0.288864366955643,0.551274308491364,0.181417551078041,0.445247365765971,0.270941467511068,0.449414088257274,0.118404341896344,0.34867910460407,0.10809994879896,0.389789395458907,0.160147126283472,0.427663527034514,0.268254610977526,0.490510610079576,0.152220956195419,0.383841585648801,0.168784822919355,0.415006111527353,0.171207315720267,0.439812418117932,0.164705481246646,0.368900949,0.078793658393639,0.301953049732004
"NY1614","1","1","29","120",1.31,0.6,0.61,2.52,0.15538903634013,0.194910356788979,0.119796021362954,0.133113166801602,0.365933599647415,0.221972910856551,0.506512605042017,0.166371865311763,0.530553090660433,0.0199048380965463,0.402456483209727,0.0275677827231848,0.222201707477249,0.259435231670085,0.525213282,0.1628115936219,0.516254484471522,0.261560839728962,0.544691447942075,0.174453373983482,0.458695410494333,0.267139524349122,0.470055598,0.121745016760117,0.361068441558834,0.0692716698255547,0.387833474130393,0.145899796523394,0.430886031062204,0.274400774930811,0.504940786,0.162133296942043,0.431303749570003,0.171793959359095,0.441548847329365,0.162593537682849,0.440719766503674,0.191785150815581,0.397252829371198,0.104224391037393,0.326969081195186
"LANDER","1","1","28","121",1.05,0.56,0.59,2.21,0.124548464242089,0.181916333003047,0.115868282957612,0.0623079134411389,0.327681309252539,0.174525689378418,0.469935521378363,0.167808006843272,0.520545139385843,0.0229816251461327,0.364985627348833,0.0218930266871392,0.218261292498076,0.255423073281231,0.522457107843137,0.157930692770404,0.514855305769607,0.27221704308602,0.559286668481484,0.175969737714645,0.463049650887969,0.293587805628006,0.481340835683051,0.137642956782413,0.351336445309658,0.0988358230289093,0.404687087738321,0.169638714484159,0.427999469368804,0.292566530887725,0.524698898376555,0.159252564795324,0.432638873811871,0.17781781145665,0.459553893102687,0.150481987162946,0.428993734480093,0.169246936696104,0.387039753622215,0.0892739574145565,0.336759401318796
"LIGHTNING_BOLT","1","1","27","122",1.65,0.69,0.63,2.97,0.195719015237568,0.224146910307326,0.123723759768297,0.208275373622542,0.463314195741535,0.260801332874759,0.539335790920142,0.194018570961538,0.544581524418364,0.0333980217001193,0.38646345047655,0.0425013960780027,0.24736318258284,0.3125165800565,0.5649600144545,0.197962292617873,0.537439823758205,0.295452889241837,0.55552855363237,0.189278363828602,0.468990287261178,0.279616829233657,0.46900570840058,0.128166223601466,0.368933451250957,0.0820131564895689,0.399111959269173,0.157939478610798,0.434745816326726,0.300480069678213,0.52255218897904,0.17812050350994,0.436785367428141,0.191220391283029,0.458181992037086,0.180266727799013,0.438884046769393,0.189026426924972,0.394047293578149,0.112479859196802,0.342483705468869
"N-R-GEE","1","1","26","123",1.83,0.68,0.53,3.03,0.217070180536212,0.220898404360843,0.104085067741583,0.260818637139479,0.533728116,0.25975448867884,0.533321898227559,0.203714633911956,0.522223971502632,0.0365182711202986,0.342336579041454,0.0327840058208925,0.230705420267086,0.320017670763366,0.561417090874812,0.213155517632395,0.55414010184851,0.317933747679294,0.587897902003963,0.194778577301124,0.487309316444712,0.323471854034141,0.518149029655633,0.158221664368524,0.355265010039936,0.0703893295863433,0.349005762000618,0.174536289096639,0.415409927,0.284564844571963,0.499435615644107,0.169826124382334,0.427213463077709,0.186050861650853,0.454275273745862,0.185641262801053,0.477046959960455,0.190752674836381,0.386493993,0.118071382529898,0.318368953117579
"SW4602Z","1","1","25","124",1.84,0.67,0.51,3.01,0.218256356386136,0.21764989841436,0.100157329336241,0.273338456144288,0.538776200135227,0.295985665508897,0.545514243433222,0.190797168090285,0.507911995292845,0.034633918595628,0.362656798492546,0.0295044075846435,0.235877912249429,0.308948411157103,0.558921936012092,0.194269098179369,0.524788130096258,0.286370747604546,0.548322154895724,0.185076499058034,0.473770986834159,0.281354417443138,0.473111381843225,0.127903736899188,0.355722808109935,0.0410863129972318,0.362797767211877,0.135330803683154,0.41403779189217,0.271074324418159,0.497052088615619,0.161052243673875,0.413210941717796,0.176220722560529,0.43128053526148,0.210780418718058,0.487371670236722,0.202616348289217,0.370910528182271,0.142493449454613,0.337369699436868
"ONEIDA_VR","1","1","24","125",1.96,0.47,0.58,3.02,0.232490466585232,0.1526797794847,0.11390441375494,0.222919028978882,0.492355842,0.247066355281351,0.525930976164051,0.177349820442707,0.52354404210995,0.0104767351983305,0.412407166836181,0.00336032906534992,0.24916714927884,0.270300745655961,0.524026808907324,0.153433904162844,0.48156230614464,0.256192317876184,0.526520244,0.145155802107668,0.446937555248278,0.257785083854319,0.455221292103902,0.113197089817149,0.371706533256381,0.0319573482094956,0.369189255488777,0.149098264017679,0.428197818289429,0.264247317794971,0.488416350411132,0.145814095801265,0.412774841980787,0.16961136045979,0.448820014561522,0.202246877241099,0.499267104101915,0.192431392150041,0.403845122358295,0.158078453509644,0.396886084537621
"REGEN","1","1","23","126",2.04,NA,0.56,NA,0.241979873384629,NA,0.109976675349598,0.217088827089171,0.486149909509476,0.254124592391081,0.545078616352201,0.177049342391988,0.527917879236041,0.0178625890243074,0.414491813207017,0.0140813957381251,0.250426243862776,0.283101627612047,0.547302874141109,0.159796741844065,0.506944827732609,0.265640185902254,0.556125711845786,0.164318121594841,0.481603578,0.281650995243705,0.493261386971785,0.145678147485306,0.365254994654971,0.0487340356248685,0.340949298237814,0.165170875549903,0.433413903195687,0.283575510251065,0.521955513388151,0.161575488976741,0.433995759503903,0.191212047832427,0.467410109498345,0.200452779971382,0.477767922,0.175900296068418,0.368005257503634,0.14388495671416,0.393116172662184
"NY2003","1","1","22","127",1.6,NA,0.42,NA,0.189788135987945,NA,0.0824825065121982,0.254918043785188,0.507776576804209,0.244574680075745,0.527514269858887,0.16700486244236,0.509060318369035,0.0189175023585729,0.373605051650146,0.0104334271169447,0.249134940738656,0.252782969999179,0.502232859,0.133414002965261,0.457780867670056,0.247855972823868,0.5201563,0.14291566432555,0.446464359387915,0.269027379865801,0.462367154612459,0.131376570195646,0.350014399610837,0.0455493142297276,0.357266782586946,0.145335121992276,0.418416661714061,0.265719478877076,0.484660633484163,0.137545942708136,0.388301005793917,0.165377485516891,0.42184391554317,0.175115562445093,0.423615093096062,0.152081248532504,0.315372105339626,0.11736383741971,0.349870650257883
"NY0651","1","1","21","128",1.79,NA,0.43,NA,0.212325477136513,NA,0.0844463757148695,0.239291056759664,0.524245013643908,0.232043651669164,0.545857909201417,0.168735082302197,0.516628341523146,0.0321412332024462,0.329795411404998,0.0418894690178069,0.235003798220477,0.274077093520068,0.540018539467069,0.125053443829337,0.488139413109163,0.243519711017471,0.528944357287814,0.126536088779082,0.446058750816518,0.239176735950524,0.451257857685617,0.0973954463492835,0.328388667793345,0.0664696804106398,0.359062705175287,0.168998183258287,0.430288071512758,0.28372588484446,0.518815227703985,0.147977932088577,0.423791245294161,0.168984768920691,0.441164043082022,0.171010088351832,0.448804398471717,0.156962729715456,0.349533276779758,0.120611879959095,0.350647262365154
"NY1517","1","1","20","129",2.25,NA,0.56,NA,0.266889566233047,NA,0.109976675349598,0.268836433612489,0.52875739,0.248456475074264,0.532887532371439,0.179670240606461,0.531449835,0.00345656168780234,0.412446419097131,0.00738601825075389,0.253998561466054,0.251637867852573,0.503713261479806,0.122043157766569,0.463317199849987,0.243826390650258,0.512930285889741,0.131626065032748,0.434944134262856,0.245100525794677,0.453512505869027,0.105596106777334,0.355679181389425,0.0322071126279951,0.376327041167122,0.166598901899699,0.426161940438331,0.258135006172975,0.488685873,0.14341609118591,0.404713727227069,0.17808822575651,0.443116246498599,0.181646880160206,0.457293678255616,0.173100643785068,0.354330540544904,0.141413678591997,0.371165479340525
