"Germplasm","Rep","Row","Range","Plot","yld1","yld2","yld3","tot22","sca_yld1","sca_yld2","sca_yld3","GNDVI_131","NDVI_131","GNDVI_145","NDVI_145","GNDVI_154","NDVI_154","GNDVI_162","NDVI_162","GNDVI_164","NDVI_164","GNDVI_175","NDVI_175","GNDVI_178","NDVI_178","GNDVI_181","NDVI_181","GNDVI_187","NDVI_187","GNDVI_192","NDVI_192","GNDVI_201","NDVI_201","GNDVI_210","NDVI_210","GNDVI_215","NDVI_215","GNDVI_223","NDVI_223","GNDVI_236","NDVI_236","GNDVI_238","NDVI_238","GNDVI_243","NDVI_243","GNDVI_259","NDVI_259","GNDVI_263","NDVI_263"
"SEEDWAY_9558","1","1","19","130",2.04,NA,0.58,NA,0.241979873384629,NA,0.11390441375494,0.228408932901336,0.494690838989217,0.23998069931659,0.53934490777443,0.167959636755382,0.513347168551119,0.00651218898206122,0.408274329133379,0.00870213287854311,0.243411451981111,0.26469318578902,0.513822847126002,0.113829010351085,0.4701882,0.233034675837199,0.504608467,0.140341810678171,0.446633106679077,0.252924268168265,0.457089448355407,0.128220557272078,0.359417668795024,0.0447567808547298,0.390291195590219,0.176533585373237,0.432680121228819,0.280822687908733,0.508610188699136,0.148530580327569,0.425206506903344,0.203268444220259,0.472773467901885,0.189121835085437,0.460595595100785,0.175600809305697,0.363815606182983,0.136706513332534,0.356876314539657
"ALFABAR","1","1","18","131",1.82,0.55,0.46,2.82,0.215884004686287,0.178667827056564,0.0903379833228837,0.232122196683695,0.498033589332433,0.229249537929613,0.534139051847154,0.151672545619048,0.509319211869663,0.0194662055519234,0.348805984011929,0.0155865425621854,0.244567291179354,0.253033539946213,0.490860409,0.113033838441528,0.453242853739595,0.211212789737627,0.476121681851111,0.1069669934709,0.411031807985078,0.201420696420978,0.404257436934419,0.080019068400134,0.345502169563119,0.0536805855371656,0.377200686726303,0.159754799436021,0.428788017939416,0.262486828018345,0.484146277045301,0.118355668231972,0.388294926740165,0.178468217910529,0.433468152946198,0.160116815156322,0.420959945622084,0.16127094115159,0.343663994692504,0.1027446902376,0.336775587038367
"SW4107","1","1","17","132",1.62,0.5,0.41,2.54,0.192160487687794,0.162425297324149,0.0805186373095268,0.228668761928576,0.503375398602347,0.228500396270219,0.545359917551926,0.129104222658225,0.504825151471781,0.0222603480031235,0.330865260546994,0.0249336541364877,0.234116669299097,0.267312031473362,0.516700969917882,0.127072245220054,0.464643023093996,0.199241790783685,0.473312919491261,0.1045248958781,0.386464705,0.188074505452458,0.386318259555343,0.0543447693307214,0.325404870910796,0.075830505440471,0.405696084940102,0.183734226277132,0.441058519219911,0.268100110434089,0.495861989731237,0.122000709412445,0.383634463603113,0.168778343430507,0.40086427298192,0.148113632338731,0.40267690637899,0.163067797479116,0.340272342437626,0.103267996507285,0.353638930599987
"GUARDSMAN_II","1","1","16","133",1.89,0.65,0.45,2.99,0.224187235635759,0.211152886521394,0.0883741141202123,0.218559657367483,0.471842326122223,0.226912499277722,0.542683923,0.164007511704478,0.518366967224846,0.016472835002326,0.340162679827625,0.00666884840338183,0.237311646103846,0.264367986038611,0.516678475,0.163990017235057,0.495775928559804,0.236523071204245,0.522643652518507,0.129589690186433,0.426486219563318,0.232451335444704,0.445041415733583,0.0764946923505308,0.303829982740745,0.0909207985745936,0.42568656310801,0.161303679263206,0.434850734465006,0.274112534274182,0.513730497575374,0.145248260411007,0.420447680724972,0.184875189582387,0.42850869925435,0.159835332289393,0.440485187170698,0.175967226902169,0.345091061150246,0.114071447065062,0.349004545762942
"SW315_LH","1","1","15","134",1.76,0.56,0.42,2.74,0.208766949586739,0.181916333003047,0.0824825065121982,0.228195198181702,0.464453795,0.233233388279972,0.53062324929972,0.152917753688146,0.492595773102428,0.00622568841272351,0.335284447956069,-0.0212383796757003,0.269872841093988,0.187381313602048,0.444247004357298,0.102855827712656,0.427824833770871,0.177091609722845,0.466977072208869,0.102243032696064,0.380616425061551,0.208073339608554,0.409091575137581,0.0645517125737249,0.277507448508355,0.0758388692731861,0.424819565996397,0.126698779986492,0.415992249652199,0.204869041095746,0.449713303963827,0.126072958718615,0.40470142438019,0.15355619056744,0.388160478019633,0.143293136713035,0.410353292001732,0.181858425063134,0.33158100570587,0.108891554150932,0.309335911527241
"SEEDWAY_9558_SBR","1","1","14","135",1.88,0.6,0.47,2.95,0.223001059785835,0.194910356788979,0.0923018525255551,0.245725790259288,0.510596798,0.232158553641612,0.53389448232123,0.167105725014651,0.503002083233942,0.0159465611339593,0.349111978838645,-0.00942713276569334,0.246772766132409,0.259410346993643,0.504865562678063,0.136063111311638,0.458851244094414,0.218380376612317,0.498066202257757,0.111414225296925,0.399269025088352,0.217078334373311,0.422654521400746,0.0598261442255832,0.261342504255332,0.0809265104526084,0.418808926189825,0.156588567754669,0.423950332821301,0.243150957638784,0.477682769344297,0.126434944963729,0.413556868824152,0.155437938986823,0.404306468041762,0.147734467097081,0.427091165233217,0.183891268314283,0.341039929636104,0.107340173329292,0.321648551462107
"FSG_415BR","1","1","13","136",1.93,0.65,0.55,3.13,0.228931939035458,0.211152886521394,0.108012806146926,0.239434354623463,0.514260345458126,0.240355459788119,0.551465699487342,0.168165325713287,0.527992735924093,0.027771604241549,0.297215772754818,0.00680415668323771,0.222370078493917,0.28845854803709,0.545332920808034,0.142734044534221,0.490095244160457,0.250948260068179,0.537877549860384,0.143988650106272,0.437338387462728,0.255339167802694,0.456188182543221,0.0817287456801021,0.266379768720862,0.105226291181755,0.423894942923406,0.185468284523554,0.431076798610459,0.269559172234707,0.50763275602018,0.147322826635656,0.450424013999192,0.175943343446957,0.442411294781957,0.186524181752117,0.488436975,0.204101329191799,0.385499684164426,0.123854522091957,0.368447911906161
"NY1615","1","1","12","137",2.14,0.72,0.54,3.4,0.253841631883876,0.233892428146775,0.106048936944255,0.221444508258228,0.481528246664374,0.231037909684619,0.537484673114529,0.163393010467551,0.526532290126107,0.0218304740732575,0.331378656192865,8.53832783715738e-05,0.227015877313718,0.285740148153823,0.538889019817329,0.140600893519608,0.49157237777825,0.254463003860575,0.544102052847251,0.153986200645181,0.44575179423573,0.27341742129166,0.491108334013652,0.105470824961472,0.282583425708869,0.0793972306389843,0.411573509570638,0.173278146399809,0.431974274571152,0.258851596839743,0.500522153904665,0.142593183479876,0.436188606984833,0.169264382004174,0.435256121120847,0.189565636267567,0.478857734874772,0.218712306043747,0.372474864643757,0.145152316763874,0.365266262
"REBOUND_6XT","1","1","11","138",1.74,0.7,0.47,2.9,0.20639459788689,0.227395416253809,0.0923018525255551,0.231251220334771,0.49784053506625,0.247091153432662,0.546188494265631,0.17564991739008,0.530982936564731,0.0460762679084801,0.314576677468729,0.0402950642003239,0.237325852,0.30904579941021,0.565845745349422,0.148189067393147,0.502037324011765,0.25633904082169,0.548444514953918,0.156275876181038,0.450480656,0.278641018099407,0.484562617616706,0.116690350864676,0.283972188401671,0.119292574532086,0.411394300009822,0.208636740615171,0.439942195516199,0.298571901562398,0.527326982,0.166774931474541,0.45186894718026,0.189437587824206,0.455177734,0.190330666197887,0.459632291272673,0.188536048223335,0.348424805876989,0.122229466314152,0.350036230409119
"NY0465","1","1","10","139",1.8,0.69,0.53,3.02,0.213511652986438,0.224146910307326,0.104085067741583,0.218164056624848,0.477542408642079,0.221338182750588,0.527673220231489,0.153025010933343,0.52865750679834,0.00618324002488234,0.346885048244105,-0.0092149232099626,0.235885167464115,0.236274557686118,0.498492489944696,0.108479654611188,0.448930213249741,0.219437544589231,0.518104609216269,0.120152487933629,0.42804236563571,0.23972864455006,0.456625052070577,0.108831509716121,0.31841792296432,0.0355421130730509,0.391978893851175,0.13475309003725,0.417604306657643,0.23422402851213,0.482878528566599,0.151634305406074,0.452606366726706,0.1863409580474,0.464491051000271,0.176147920461445,0.467928045009774,0.2011277757571,0.354286172546728,0.121360285580713,0.367209715720198
"WL_349HQ","1","1","9","140",1.74,0.67,0.49,2.9,0.20639459788689,0.21764989841436,0.0962295909308978,0.23655348333772,0.505424150330697,0.245815369394009,0.544590320519288,0.158573095395302,0.518300653594771,0.0280245258654678,0.329940925822019,0.0288397246378693,0.229691841010726,0.283112518393256,0.551154657910173,0.142381889690849,0.484907173503348,0.238294455450373,0.535822694627153,0.135676863709963,0.434194169868137,0.238052332166639,0.448672854,0.0999810283061912,0.319179636296222,0.076807816667882,0.396384104972788,0.179800012757786,0.433871235197175,0.268022228799061,0.517476413,0.149819262268216,0.43183745189225,0.212124039530247,0.466003740518955,0.170425909326231,0.443587960674466,0.17531954711882,0.32779368672548,0.109647053646536,0.353062487278648
"FSG_421LH","1","1","8","141",1.62,0.56,0.46,2.63,0.192160487687794,0.181916333003047,0.0903379833228837,0.24556975998741,0.497810176198648,0.259323397419109,0.539508086253369,0.161106684488352,0.523261453811046,0.0218062439192476,0.295641259553591,0.00938887831280834,0.20631908561916,0.260474385320313,0.518381828105975,0.149334354214974,0.46052261636039,0.240549698708686,0.524993043461573,0.130714812480981,0.406929770337897,0.227108998303313,0.421203453,0.0983931559358214,0.305522013594213,0.0521616989110811,0.410001511715797,0.158749414741671,0.429501171340081,0.21872158272077,0.470322536342123,0.137916501604515,0.380856046559762,0.20047865776902,0.446383364279653,0.157522729328664,0.429266501120996,0.183692813730291,0.326105307339519,0.118901251350867,0.354461682009097
"SW3407","1","1","7","142",1.59,0.57,0.49,2.66,0.18860196013802,0.18516483894953,0.0962295909308978,0.252125006947249,0.510008399016449,0.272188481396677,0.552833492,0.154607580588164,0.527709714867293,0.0303078422764869,0.306665216213018,0.0334634978312448,0.223252212527754,0.289346433838393,0.551507510055304,0.175204496924322,0.482372400421735,0.24271049477291,0.523837898261825,0.140414438545948,0.412392440503125,0.222996827590878,0.422206278786639,0.104030743610278,0.346363012601372,0.0984865587153005,0.443022176367174,0.190397304269385,0.434518069522891,0.258530523878771,0.502947765127556,0.186349095549867,0.428385707276193,0.227018649282218,0.474827741741889,0.176738759315274,0.447202834074806,0.183878866210352,0.340745705235059,0.129244377797383,0.363573698069683
"SW5606","1","1","6","143",1.64,0.54,0.47,2.65,0.194532839387643,0.175419321110081,0.0923018525255551,0.284973453498176,0.552365764574601,0.28290402032638,0.548564425770308,0.18092114169154,0.533540861600114,0.0322466622281628,0.304121538672678,0.0349156034237582,0.214048519014833,0.297465073476917,0.560451100846321,0.204324067077378,0.503468580984661,0.264806676765278,0.548778287923929,0.148405621332235,0.411990656693582,0.23543350842921,0.427336163460794,0.111616933935528,0.349594895922398,0.111342770603784,0.429507002113982,0.184322758074033,0.440418280244703,0.260912246307464,0.504783496732026,0.196086667841028,0.434019253231668,0.221685476630328,0.477457051029209,0.181649096397539,0.460773219091558,0.19495657049596,0.350123183685075,0.140907261666179,0.351325055973947
"EZRA","1","1","5","144",1.89,0.6,0.55,3.04,0.224187235635759,0.194910356788979,0.108012806146926,0.240865152005074,0.511715123639126,0.271440096229189,0.561182944876064,0.179567031729231,0.529994116056804,0.00913828315282772,0.325584093867253,0.00309065016586917,0.2112427326128,0.250809145419836,0.534309365320828,0.151690323463805,0.487509641171517,0.221740973060376,0.514765679656626,0.13864031133522,0.412202383067009,0.224146844432789,0.429567924105694,0.112872036203844,0.329783185027692,0.0733737335924731,0.434757088302157,0.170053584219276,0.427281975446499,0.235401749148731,0.494791439122068,0.204944637254246,0.465428131834412,0.217701679263556,0.497257326620853,0.187859447866004,0.477723582583718,0.203847981877521,0.3737001921051,0.133105351903852,0.354138815387747
"SW5210","1","1","4","145",2.11,0.71,0.48,3.3,0.250283104334102,0.230643922200292,0.0942657217282265,0.303045649229138,0.565504139849473,0.303772071538464,0.559964721737752,0.222495134584073,0.535942623602563,0.0165040119787456,0.311861657257803,0.0221110905785935,0.209979297620164,0.277554942955577,0.547105957767722,0.149456833010861,0.480265730735937,0.259654972010997,0.542100970557051,0.17673687936541,0.435833755488772,0.263389768063289,0.472262552934059,0.12944451326162,0.329218874582125,0.0913993338325639,0.417579719242045,0.167004745694853,0.424277525217737,0.251318096833442,0.486042457305503,0.257423502954873,0.472719736254532,0.239018702655828,0.477620108969508,0.21151487268811,0.477495654434102,0.215797827279265,0.36132266626673,0.146101253480964,0.327363186104892
"PERSIST_III","1","1","3","146",2.25,0.79,0.54,3.58,0.266889566233047,0.256631969772155,0.106048936944255,0.277681453430386,0.548274233174858,0.304168915137618,0.570806247027113,0.226649964602527,0.538775185662262,0.00696522087018094,0.332105282577634,0.0221424821960494,0.208996716389905,0.256221907493294,0.547556220672029,0.0646801063815345,0.436868193686713,0.247084097469108,0.544031769791352,0.195679435029461,0.470790990091216,0.278335457284657,0.485162659063839,0.155312939073265,0.330612255179036,0.0958598404165724,0.414202463781211,0.180836078114096,0.422932031724791,0.241861012665479,0.480257459,0.269443666382557,0.49067835002902,0.234301215896781,0.481042690103729,0.209617559749903,0.480196957214258,0.209587408905761,0.398088426670166,0.139466982001583,0.364648076211617
"ALGONQUIN","1","1","2","147",1.97,0.61,0.47,3.05,0.233676642435157,0.198158862735462,0.0923018525255551,0.267536803414101,0.542044914851754,0.279424483441928,0.562323740817082,0.22745655665447,0.53025730324571,-0.0178273889406403,0.339251218401004,0.0130595346823068,0.206792672317616,0.20013738590865,0.49244880232607,-0.00205790155951174,0.369927210629229,0.213607496409624,0.51588705460163,0.189159635810585,0.460621605811065,0.25058949907978,0.457641658136512,0.138198248186278,0.333339812464053,0.0875255625468753,0.403116261291166,0.17033144111403,0.415180642149333,0.217214754885324,0.458730629348514,0.252751060376007,0.477733294543181,0.222739438528885,0.475676065414776,0.193166605359267,0.492974285604653,0.186380532491909,0.411777412210469,0.119522957381625,0.376346815085635
"ONEIDA_ULTRA","1","1","1","148",1.74,0.5,0.48,2.71,0.20639459788689,0.162425297324149,0.0942657217282265,0.235349968017473,0.498462833244249,0.267673885626753,0.554208947730035,0.21645479194536,0.526785935785506,-0.0293919915428488,0.365381106696134,0.0125099255094926,0.218031710291772,0.187209990901917,0.472717262652924,0.0110666438596229,0.374581508291997,0.178916133019976,0.47164994698638,0.186232588053489,0.43622941,0.20497233798314,0.415887439634763,0.0937485251292041,0.329096503716332,0.0830701425407911,0.413731262160206,0.178198521949767,0.424239130989372,0.209132750591638,0.448843311570318,0.248731970656618,0.474232049060859,0.23168586399923,0.47093259453995,0.215083500213737,0.471606524962926,0.178219267393111,0.386537228760253,0.117653476944735,0.367991991469174
"EZRA","2","2","36","213",1.72,0.73,0.62,3.07,0.20402224618704,0.237140934093258,0.121759890565626,0.262763014492449,0.48313400291509,0.254803994457357,0.556006817821468,0.198541226553389,0.522214111922141,0.0270758924574083,0.46963670123999,0.0551485304186598,0.434340706494828,0.268297626426782,0.512290514496397,0.191370896730212,0.475512014020091,0.29457752674307,0.555269817738693,0.249773057944074,0.531266243970388,0.300304859222838,0.493356317652501,0.231479780617734,0.362374081544882,0.0485244485116041,0.396362219608805,0.164174547079321,0.423041762077755,0.284440903145981,0.49054074754902,0.167123391657494,0.410436577376946,0.234105111762955,0.496799979915141,0.231161295123573,0.479777116325982,0.21486136542099,0.384825936323591,0.143827669399526,0.398375851450458
"NY0465","2","2","35","214",1.57,0.77,0.74,3.08,0.186229608438171,0.250134957879189,0.145326320997682,0.219300969073028,0.454658855412084,0.25634249117722,0.55590521114106,0.180713502196667,0.517695402573032,0.0230615681140837,0.468855452115308,0.0532968051756893,0.440469224,0.233351313977358,0.496708066239316,0.170430655457238,0.463900387533818,0.270407304163487,0.525595144,0.236154732247935,0.509033131310261,0.286139539796188,0.472812669425622,0.214969054852072,0.341553257,0.0143574541133539,0.39098896001155,0.135354891269785,0.414126780038063,0.266312319659192,0.488390259329538,0.175307775501598,0.428896492530725,0.240923300852263,0.493246243952126,0.221858581291864,0.466504848514748,0.214488172158793,0.383095792695215,0.137531120678096,0.405298170877674
"SW3407","2","2","34","215",1.71,0.81,0.56,3.08,0.202836070337116,0.263128981665121,0.109976675349598,0.293192798153112,0.5175895056746,0.266799052472992,0.562763797800424,0.204693526602122,0.522661927707011,0.0706718771282164,0.438071990849419,0.111599372108468,0.400929418019201,0.323190805617486,0.559516140858053,0.230099574583909,0.515393442352281,0.332189183256665,0.576329969911284,0.228448421553154,0.489629999537282,0.297938447795399,0.474167969739406,0.20277289848273,0.325111560476408,0.0490193696926941,0.359209289014269,0.180566947318954,0.406685825514177,0.309405197082178,0.51956132721906,0.186198795931805,0.43170458114596,0.250151744509842,0.515463709171249,0.218618754461279,0.472547262042072,0.216511033619378,0.371535221264561,0.144932913883837,0.40135830110591
"PLUSS_III","2","2","33","216",1.77,0.8,0.6,3.17,0.209953125436664,0.259880475718638,0.117832152160283,0.300151728713775,0.529819081910297,0.27239438164662,0.579664129802865,0.187223841719178,0.527985624095543,0.053624337938891,0.451538435113193,0.102382498859041,0.419083591331269,0.330524604295941,0.578317072021116,0.203728877026426,0.503285192339898,0.32400958359549,0.576382491456235,0.213350233711234,0.471767626416775,0.286608824153295,0.471895913270828,0.184176132964652,0.312255287442594,0.0563386220459134,0.386282686753102,0.189269903457605,0.421343413271164,0.300804423155792,0.517925303203178,0.178464451091797,0.426133996818629,0.236958142544038,0.497604001908062,0.211861312430836,0.47214950293843,0.205261854598295,0.385451775058415,0.133327318144692,0.394271931610014
"NY1517","2","2","32","217",2,0.72,0.61,3.33,0.237235169984931,0.233892428146775,0.119796021362954,0.297594438807125,0.508545611,0.261261982857668,0.556832884097035,0.186927350492397,0.517421560676176,0.0232630137535674,0.470781249314581,0.0572926365187779,0.431869576880746,0.285608840983315,0.525880886542651,0.17335550805025,0.486565337069508,0.303872892770921,0.556403989304382,0.18973951392195,0.451212967,0.284071972865478,0.485194372400396,0.195584148891994,0.328499114608257,0.0469864886323253,0.390743912379767,0.139518443724368,0.399616185,0.271618985375725,0.491279845602426,0.171252899396887,0.430159633056736,0.225543085408064,0.498572574484339,0.20871758357978,0.473370548,0.219498472239649,0.397102957189569,0.139428996155344,0.402378316032295
"NY1614","2","2","31","218",1.61,0.94,0.63,3.17,0.190974311837869,0.3053595589694,0.123723759768297,0.252982063874839,0.456311545021302,0.251983077973644,0.547688547,0.167384675408296,0.529823004627642,0.0146510660312575,0.474979038400124,0.0555989797018216,0.435627106983144,0.26959158886165,0.515335124434389,0.156462935101776,0.465435427148124,0.276349853195557,0.532488301336655,0.18536483584818,0.448733864197553,0.274174131356074,0.480426591475706,0.211083068017843,0.341669261096351,0.0818101545784789,0.399848726440165,0.1785133130016,0.411653384099134,0.277488392039318,0.50840372,0.18631093148027,0.446301402379805,0.251069046362606,0.50958939,0.22718337812201,0.459270720052727,0.204953756796422,0.35519540405863,0.135536675037711,0.383950430893778
"NY2003","2","2","30","219",1.62,0.95,0.68,3.26,0.192160487687794,0.308608064915883,0.133543105781654,0.23504389774349,0.459261681717163,0.246867524666938,0.527782622482955,0.173559598210137,0.519995706311722,0.0251390007522575,0.455026521672195,0.0566700126984828,0.42459455233449,0.272236131276128,0.511638422,0.176236680224616,0.482261187886679,0.287351416261653,0.552294818098514,0.208623235713405,0.444871267,0.297239901830831,0.505838289196323,0.232724174424471,0.366597379420046,0.0904997937532353,0.396320613367388,0.180765000422658,0.409462315392107,0.284012204656796,0.515150353152014,0.207564687138617,0.447801626002139,0.270634409821587,0.511035751048179,0.233119118290435,0.458034711923985,0.196439832890837,0.352935448,0.136010636346333,0.359677156101064
"ONEIDA_VR","2","2","29","220",1.48,0.92,0.69,3.09,0.175554025788849,0.298862547076434,0.135506974984326,0.180192685438198,0.408238873642763,0.233231801760535,0.540133317477935,0.149685678659645,0.541770748851041,0.019551294397298,0.471468203760139,0.0596685881402817,0.430979063406465,0.26583714840812,0.530608188788336,0.175947307049836,0.484138474347997,0.28335411427255,0.553913892447118,0.225927169327114,0.48491988661596,0.312195651109844,0.526632399516869,0.230771089489683,0.372088555327393,0.0660563702613637,0.380950369163297,0.20321117909695,0.426888205191002,0.292389482284434,0.542849331,0.206064268540936,0.474796966841657,0.267586846006111,0.524572701807996,0.230652943582627,0.483714910621783,0.208648243384351,0.3962468422952,0.15171770211881,0.414459461293168
"WL_349HQ","2","2","28","221",1.45,1.12,0.7,3.26,0.171995498239075,0.363832666006094,0.137470844186997,0.191744249905078,0.421830541069787,0.245704432092384,0.544886369642196,0.17116160383791,0.514165673,0.0688783944234523,0.440234057415063,0.120739807341735,0.411080088813835,0.33521012091068,0.583054455756662,0.233126821812002,0.525537842,0.327427127847014,0.589218205021181,0.266808374543173,0.517084946087295,0.351412896375015,0.552237935849049,0.23487672722473,0.374192316128907,0.0953287893095492,0.356411329403588,0.231848455517736,0.445307454533487,0.322534518463665,0.561464144,0.216723211409423,0.454685306616926,0.278228203655314,0.510576058848636,0.239389443371906,0.471479101444499,0.178681040110911,0.350037155594716,0.133276246508219,0.390357012008956
"FSG_421LH","2","2","27","222",1.8,1.14,0.64,3.58,0.213511652986438,0.37032967789906,0.125687628970969,0.273365751443211,0.48695670520719,0.283839877666371,0.548013979176576,0.18380437287694,0.528800470715456,0.0364812495524321,0.440632804935614,0.0830014286948788,0.399129249,0.323603433078265,0.565439602,0.228997791028715,0.510674988147551,0.315731986257605,0.571214683573454,0.262242691124017,0.503529482816197,0.349772004331076,0.534916383549256,0.233673363503249,0.396566083398572,0.0234415947820148,0.341912954429083,0.177975479845752,0.406430780197384,0.289428228076717,0.51663504111322,0.204981342912723,0.435982932332895,0.253642674400518,0.497617559187568,0.229559129865094,0.449491624100621,0.199160034571929,0.329941993529146,0.150555478544355,0.347475133998236
"SEEDWAY_9558_SBR","2","2","26","223",1.59,1.02,0.68,3.29,0.18860196013802,0.331347606541264,0.133543105781654,0.222938228596118,0.447616340415178,0.245806216060857,0.532878019132181,0.17342151728192,0.510378957746927,0.0249082144126791,0.452395347860772,0.0677023792075822,0.418768653629346,0.28204976374066,0.535546547678901,0.191398761632196,0.489721744586202,0.281759367759742,0.553491583,0.227547060514582,0.492358956515887,0.324588574456942,0.521428338991876,0.206724342199956,0.359420705906276,0.0282328641405711,0.346032574415487,0.179609112982549,0.412251530994042,0.289461691075088,0.522918647523665,0.206066954426662,0.452357442571034,0.243867463047155,0.500740159389496,0.226191951167164,0.461822019952106,0.191025285739556,0.354557379746842,0.146194743764898,0.404424958107549
"ALGONQUIN","2","2","25","224",0.96,0.78,0.68,2.43,0.113872881592767,0.253383463825672,0.133543105781654,0.0620727487337556,0.357335476036421,0.179315140343417,0.466839094128217,0.16044040297817,0.502803142343718,0.0235900066281925,0.449307938202927,0.0577277790826038,0.406987096078682,0.196427725137795,0.466614426219206,0.12888965076155,0.428584687814739,0.218488662182188,0.480003190412451,0.211677358652743,0.464412687138051,0.292272934823696,0.482683680924062,0.179966013642999,0.332312760342526,0.0319333476568181,0.360687994074117,0.156837676133673,0.399980994219181,0.246482252265832,0.47368384988404,0.214466377706993,0.444813771083099,0.24210483120173,0.491405424821923,0.221112796559235,0.45184221633859,0.175065741851068,0.34248397258141,0.131785113479389,0.374937297338469
"AMERISTAND_427_TQ","2","2","24","225",2.02,0.8,0.7,3.52,0.23960752168478,0.259880475718638,0.137470844186997,0.310486466014435,0.576746631220637,0.280443077499569,0.570106363,0.200585480288321,0.514081548272188,0.0737965610975952,0.4399902794159,0.122426371867862,0.380194014447884,0.367301882213925,0.591128973002477,0.245613148717001,0.539135136792598,0.330216932089301,0.59624257851646,0.264898742648956,0.512775058084594,0.375221001590428,0.556381183838967,0.22928526549792,0.3920557919015,0.0721858794811348,0.356913610531911,0.2619129992745,0.447541443307266,0.316325841067075,0.5582824933687,0.227727816950327,0.457794142976449,0.282125920588992,0.511840132761372,0.249207636619616,0.480802658318229,0.183297070343852,0.322060424839205,0.14044295685956,0.371282317033362
"REBOUND_6XT","2","2","23","226",1.7,0.72,0.58,2.99,0.201649894487191,0.233892428146775,0.11390441375494,0.290403566746142,0.549662869562573,0.282443785767893,0.554392209714074,0.168112341486704,0.506724392920185,0.0889773784308938,0.422526054091742,0.136036875685369,0.375132060240027,0.3588460753061,0.588941783978549,0.211917181729718,0.531822352422263,0.301437842057814,0.566539649870225,0.261852644169128,0.504633133402921,0.345980572012872,0.524570509318278,0.203302916104817,0.347383803691387,0.087487406129169,0.335184534312246,0.235666527267477,0.43529986905951,0.302858617069776,0.537682238843813,0.213994998261938,0.435768862797204,0.258954244078144,0.48077487031259,0.224576975587484,0.444399787312185,0.162032646403607,0.303396911841517,0.118007380008434,0.3862114119004
"SW4602Z","2","2","22","227",1.68,0.77,0.49,2.94,0.199277542787342,0.250134957879189,0.0962295909308978,0.285593717460172,0.535357414127775,0.282000252976686,0.555211537445167,0.169578845429737,0.500960991046865,0.0544972128528114,0.41717960560384,0.0914519572754426,0.343233150567477,0.34779430647608,0.577709453275064,0.191153025569317,0.514512705118135,0.295281375535404,0.574912443568081,0.258484331992014,0.513078044972624,0.366902673434171,0.562376574415397,0.249385320880448,0.407520376866114,0.0805634529672326,0.323726875696515,0.242062394955894,0.437757470930084,0.294060234910065,0.534307795698925,0.213314507468937,0.44246465102613,0.24955078716558,0.487182777759954,0.224682952851413,0.459870962083464,0.189616403288706,0.299375358992826,0.118890434500711,0.331935680846733
"NY1615","2","2","21","228",1.66,0.63,0.51,2.8,0.196905191087492,0.204655874628428,0.100157329336241,0.221987335814127,0.489412209222073,0.239774161385926,0.536915992812219,0.17175192207733,0.52290841721928,0.0149238646325083,0.449784081231329,0.0593932715444086,0.369272539637865,0.284651192333438,0.542754912457488,0.134783896498192,0.477442017345853,0.223754833664376,0.5242362200569,0.213188285479727,0.491635107962741,0.312480282033373,0.527019553417609,0.212647252301591,0.385049132956713,0.0645658620967875,0.351705254651842,0.191710738891397,0.438085717195876,0.267856681248724,0.522196427062204,0.195439200192305,0.435227169942475,0.228919011998765,0.476221031580523,0.207282100209212,0.457002801120448,0.201543256596527,0.329650789484784,0.10184790248147,0.350950468977824
"GUARDSMAN_II","2","2","20","229",1.67,0.63,0.61,2.9,0.198091366937417,0.204655874628428,0.119796021362954,0.274649314928824,0.527153838579908,0.264141265546619,0.553895275091169,0.180533892570089,0.516175473420193,0.0254132898824444,0.439977683371058,0.0730295084301325,0.386333551448965,0.320246996528922,0.563517444905313,0.185066638167501,0.513677136919967,0.268122656297443,0.56137513973047,0.247927853725552,0.517155135062698,0.360724810541941,0.564985755164669,0.251258140089128,0.403426476140863,0.0832684194569275,0.355462539895553,0.236402515591619,0.435567596801927,0.306896723567407,0.551193469323213,0.216435757645429,0.45634168334788,0.242325545117614,0.500392539703809,0.224943896036777,0.485506755277839,0.213505572871884,0.359372244900935,0.103541352194631,0.342322528345411
"SW4412Y","2","2","19","230",2.02,0.6,0.63,3.25,0.23960752168478,0.194910356788979,0.123723759768297,0.28738073513995,0.512195004735514,0.273688209558917,0.546086359071931,0.189896412295102,0.505580204506782,0.0180999803250789,0.437622095752843,0.0894658542053028,0.403755349,0.336100471956842,0.547520346279537,0.198882808173861,0.493982022016072,0.262420918697073,0.540960697956697,0.252236640762845,0.49224862521551,0.360466631764039,0.542604722042548,0.2440403811953,0.403530528168768,0.0752768589415338,0.38286412074949,0.247866281832464,0.448312631443739,0.30921081555178,0.530373140635565,0.217723725234571,0.437104517750113,0.247743954645631,0.483437729418181,0.231559801874766,0.461805544135462,0.212450308304509,0.33220111617802,0.115732758831793,0.341206801810624
