"Germplasm","Rep","Plot","Row","Range","NDVI_133","NDVI_159","NDVI_164","NDVI_168","NDVI_171","NDVI_175","NDVI_178","NDVI_181","NDVI_187","NDVI_189","NDVI_192","NDVI_194","NDVI_196","NDVI_207","NDVI_223","NDVI_231","NDVI_236","NDVI_238","NDVI_243","NDVI_245","NDVI_252","NDVI_258","NDVI_259"
"ALGONQUIN",2,2112010,2,1,0.512424824682408,0.509355397846446,0.428915572345146,0.272989683167736,0.301659841151651,0.382308773128591,0.396321710984341,0.433413764288059,0.531529283399121,0.512987926486672,0.49187644998955,0.389733212008619,0.398257236897629,0.384228626573672,0.463755496882432,0.454132730015083,0.461992560008119,0.475503788248301,0.449272590392089,0.405935873108549,0.416826036749071,0.38146606981485,0.350535001330849
"NY2003",2,2112020,2,2,0.54722010504941,0.476101411139774,0.418544402470468,0.262799026935139,0.28953993595324,0.380558671942209,0.37418537940926,0.444050193685407,0.533546881518565,0.509707798996376,0.479303832978975,0.415532685432798,0.389540723304841,0.3149901302803,0.445314414973858,0.430761066600246,0.396579283507085,0.448316586999642,0.397109502934884,0.420321854231889,0.39741214303026,0.39815396254965,0.319783768711104
"SW5210",2,2112030,2,3,0.569529899812246,0.477567843433111,0.401238689220921,0.287575104780328,0.326438399726979,0.464072601805811,0.439760232867546,0.496482526039335,0.547394138506466,0.528410427969949,0.475126260917679,0.434995712164207,0.390492594747425,0.328065681156877,0.476344086021505,0.462828676989497,0.420657555951674,0.462991996652399,0.413815695769833,0.3821352310688,0.364829547133897,0.39395519408192,0.309541807673296
"SW3407",2,2112040,2,4,0.569360525987277,0.480675836430312,0.406188773130151,0.296404789120431,0.330822228387208,0.477791012802578,0.442952413605852,0.510727161488644,0.554367177722153,0.529496561657839,0.470851346562721,0.433742172344284,0.39020055394011,0.346696056498662,0.469128257363551,0.44743797307208,0.407777206188561,0.451683284090487,0.385592579781442,0.376134523288223,0.336787080222502,0.39567467847354,0.284674535603715
"LIGHTNING_BOLT",2,2112050,2,5,0.570144538603745,0.461036131624367,0.418849463332734,0.302493918344617,0.327243888061554,0.451522171662276,0.404843771106747,0.498025306232333,0.550394373174802,0.52647437684516,0.487562153148968,0.449037812746686,0.400460975546747,0.355576026085304,0.475291020182661,0.451625776633872,0.410414308861149,0.44851086023635,0.389496641568505,0.366229990755607,0.347362074163401,0.418629552571297,0.320212809105543
"N-R-GEE",2,2112060,2,6,0.559121847040546,0.475551643582334,0.430905738442166,0.294700020516428,0.314572451602205,0.436171189427854,0.407027659793244,0.489022890739249,0.546270859407593,0.515273615370319,0.483037591542641,0.430180786462184,0.398992431433792,0.314995979003085,0.463477767502535,0.442227711126794,0.398253036713525,0.454386108672325,0.369706149879914,0.390848074954295,0.349217873462318,0.405534329487422,0.273307096594294
"SW5210",2,2112070,2,7,0.576766814525759,0.49354881170738,0.438707467731562,0.310597467686626,0.325021976090014,0.45473907383185,0.437917652786782,0.508149491151103,0.55288524718398,0.52279456441709,0.505931368790135,0.444078356829822,0.417435438969739,0.363738503604275,0.468184275305018,0.451133718969239,0.403873566822913,0.449479316375023,0.394505071331734,0.366206532240688,0.343686134890093,0.40610301998613,0.320192402752956
"NY2003",2,2112080,2,8,0.549875252405757,0.478930875757822,0.432432991545242,0.304880125443301,0.309565818927994,0.357973323999189,0.341168939527565,0.427931156948681,0.540333620150188,0.483741430950798,0.486704612567919,0.436186359816244,0.399737990931341,0.328268631837522,0.443984441198064,0.421515906291945,0.381821783148383,0.439806991506505,0.352422249502438,0.374762113282037,0.341189475488718,0.416886780518659,0.313980535048027
"LIGHTNING_BOLT",2,2112090,2,9,0.569596013084414,0.481708941811244,0.445345614532549,0.317809578240863,0.330095479647555,0.439426962999312,0.442749158289106,0.514777658399737,0.559262098456404,0.518579825295047,0.500037588841226,0.4470847581865,0.409228115401632,0.349780819113626,0.469102590874288,0.45416386455782,0.380918205583143,0.448740870809352,0.349094364676191,0.384532497862669,0.327120774146258,0.425526763760166,0.33133933720547
"SW3407",2,2112100,2,10,0.587987426343838,0.480156946397356,0.45558868501529,0.299983733403675,0.329959608050408,0.475514280745655,0.467438069557447,0.53434498437056,0.559989700667501,0.519265581551615,0.47764351523742,0.462867187094505,0.410052005924853,0.349216124928719,0.460292144502671,0.448527958819378,0.403030869317207,0.450457386271258,0.370466929165175,0.357747641917791,0.297071414637607,0.394353445558288,0.295070154758736
"N-R-GEE",2,2112110,2,11,0.563667181688557,0.486668044468556,0.46200530670984,0.304390515548521,0.337151330201946,0.43978048326308,0.433436588138844,0.505252239721213,0.549181920108469,0.507562610352198,0.494823339964005,0.448824034931407,0.40408409353046,0.32893173078329,0.433994373932454,0.439597603332088,0.396186525892408,0.444091607989139,0.348508922703985,0.390465764469559,0.338890681988804,0.414665111489397,0.29288160513074
"ALGONQUIN",2,2112120,2,12,0.538411536992184,0.470923090360431,0.463861156083228,0.292824379378059,0.336144721601721,0.392053906563803,0.39057920074151,0.475547646760378,0.551977602211097,0.496621989663529,0.492552169462162,0.443396912067536,0.389791236698149,0.324164729277244,0.419379702971034,0.443561653313407,0.379438440636748,0.443455252115019,0.335751117687661,0.41614779907,0.342607955452305,0.409994939911448,0.289114805112328
"BORDER",1,2112121,2,13,0.56866057297283,0.478094665890614,0.457659285141517,0.310840001172367,0.353765078970277,0.490151710543284,0.474519163588523,0.542102571005519,0.566473456403838,0.535251573970821,0.486177713839159,0.570326786853962,0.551607581598755,0.335797735760971,0.43287288333728,0.46974358974359,0.398178846766263,0.449447793711183,0.35118092434714,0.392151289366342,0.308804826188004,0.338603492844083,0.3694891559565
